018d326e9d9c393a6c3aefadc8a1828d43e5c14c69d4b9cd35712968860b6772,033dd9f16e49f05a0f95bc3919eb7b4dae708224402bf510a30afdc5ff0c5ee3,e194102f3e2d2d42d22ab239198d0cba2f9d314f0ef0943905379fcfabf7e89c,8d746ea35c6130d1ae2d462ad9f760a2f6fca48e284bf8d3c406ee7a67e7dd39,a1c7c07cd780587363361c372dc3193af3c6c6026f16ebd8298e0e31b623e0df,7bfc86875548c7471f5f6b424127b226c16707640b0c8a2ddf76382c06da15e5,14afbcb9d66ea3012bc157890259db94186061f47147b517abfbf4b7e3e58471
"3","3","0","4","870","0","10702"
"3","3","0","5","900","0","10702"
"4","3","0","0","1050","0","10702"
"4","3","0","1","1080","0","10702"
"4","3","0","2","1110","0","10702"
"4","3","0","3","1140","0","10702"
"4","3","0","4","1170","0","10702"
"4","3","0","5","1200","0","10702"
"5","3","0","0","1350","0","10702"
"5","3","0","1","1380","0","10702"
"5","3","0","2","1410","0","10702"
"5","3","0","3","1440","0","10702"
"5","3","0","4","1470","0","10702"
"5","3","0","5","1500","0","10702"
"1","4","0","0","150","0","10703"
"1","4","0","1","180","0","10703"
"1","4","0","2","210","0","10703"
"1","4","0","3","240","0","10703"
"1","4","0","4","270","0","10703"
"1","4","0","5","300","0","10703"
"2","4","0","0","450","0","10703"
"2","4","0","1","480","0","10703"
"2","4","0","2","510","0","10703"
"2","4","0","3","540","0","10703"
"2","4","0","4","570","0","10703"
"2","4","0","5","600","0","10703"
"3","4","0","0","750","0","10703"
"3","4","0","1","780","0","10703"
"3","4","0","2","810","0","10703"
"3","4","0","3","840","0","10703"
"3","4","0","4","870","0","10703"
"3","4","0","5","900","0","10703"
"4","4","0","0","1050","0","10703"
"4","4","0","1","1080","0","10703"
"4","4","0","2","1110","0","10703"
"4","4","0","3","1140","0","10703"
"4","4","0","4","1170","0","10703"
"4","4","0","5","1200","0","10703"
"5","4","0","0","1350","0","10703"
"5","4","0","1","1380","0","10703"
"5","4","0","2","1410","0","10703"
"5","4","0","3","1440","0","10703"
"5","4","0","4","1470","0","10703"
"5","4","0","5","1500","0","10703"
"1","9","0","0","1000","0","10704"
"1","9","0","1","1200","0","10704"
"1","9","0","2","1400","0","10704"
"1","9","0","3","1600","0","10704"
"1","9","0","4","1800","0","10704"
"1","9","0","5","2000","0","10704"
"2","9","0","0","3000","0","10704"
"2","9","0","1","3200","0","10704"
"2","9","0","2","3400","0","10704"
"2","9","0","3","3600","0","10704"
"2","9","0","4","3800","0","10704"
"2","9","0","5","4000","0","10704"
"3","9","0","0","5000","0","10704"
"3","9","0","1","5200","0","10704"
"3","9","0","2","5400","0","10704"
"3","9","0","3","5600","0","10704"
"3","9","0","4","5800","0","10704"
"3","9","0","5","6000","0","10704"
"4","9","0","0","7000","0","10704"
"4","9","0","1","7200","0","10704"
"4","9","0","2","7400","0","10704"
"4","9","0","3","7600","0","10704"
"4","9","0","4","7800","0","10704"
"4","9","0","5","8000","0","10704"
"5","9","0","0","9000","0","10704"
"5","9","0","1","9200","0","10704"
"5","9","0","2","9400","0","10704"
"5","9","0","3","9600","0","10704"
"5","9","0","4","9800","0","10704"
"5","9","0","5","10000","0","10704"
"1","1","0","0","150","0","10801"
"1","1","0","1","180","0","10801"
"1","1","0","2","210","0","10801"
"1","1","0","3","240","0","10801"
"1","1","0","4","270","0","10801"
"1","1","0","5","300","0","10801"
"2","1","0","0","450","0","10801"
"2","1","0","1","480","0","10801"
"2","1","0","2","510","0","10801"
"2","1","0","3","540","0","10801"
"2","1","0","4","570","0","10801"
"2","1","0","5","600","0","10801"
"3","1","0","0","750","0","10801"
"3","1","0","1","780","0","10801"
"3","1","0","2","810","0","10801"
"3","1","0","3","840","0","10801"
"3","1","0","4","870","0","10801"
"3","1","0","5","900","0","10801"
"4","1","0","0","1050","0","10801"
"4","1","0","1","1080","0","10801"
"4","1","0","2","1110","0","10801"
"4","1","0","3","1140","0","10801"
"4","1","0","4","1170","0","10801"
"4","1","0","5","1200","0","10801"
"5","1","0","0","1350","0","10801"
"5","1","0","1","1380","0","10801"
"5","1","0","2","1410","0","10801"
"5","1","0","3","1440","0","10801"
"5","1","0","4","1470","0","10801"
"5","1","0","5","1500","0","10801"
"1","2","0","0","300","0","10802"
"1","2","0","1","360","0","10802"
"1","2","0","2","420","0","10802"
"1","2","0","3","480","0","10802"
"1","2","0","4","540","0","10802"
"1","2","0","5","600","0","10802"
"2","2","0","0","900","0","10802"
"2","2","0","1","960","0","10802"
"2","2","0","2","1020","0","10802"
"2","2","0","3","1080","0","10802"
"2","2","0","4","1140","0","10802"
"2","2","0","5","1200","0","10802"
"3","2","0","0","1500","0","10802"
"3","2","0","1","1560","0","10802"
"3","2","0","2","1620","0","10802"
"3","2","0","3","1680","0","10802"
"3","2","0","4","1740","0","10802"
"3","2","0","5","1800","0","10802"
"4","2","0","0","2100","0","10802"
"4","2","0","1","2160","0","10802"
"4","2","0","2","2220","0","10802"
"4","2","0","3","2280","0","10802"
"4","2","0","4","2340","0","10802"
"4","2","0","5","2400","0","10802"
"5","2","0","0","2700","0","10802"
"5","2","0","1","2760","0","10802"
"5","2","0","2","2820","0","10802"
"5","2","0","3","2880","0","10802"
"5","2","0","4","2940","0","10802"
"5","2","0","5","3000","0","10802"
"1","8","0","0","1000","0","10803"
"1","8","0","1","1200","0","10803"
"1","8","0","2","1400","0","10803"
"1","8","0","3","1600","0","10803"
"1","8","0","4","1800","0","10803"
"1","8","0","5","2000","0","10803"
"2","8","0","0","3000","0","10803"
"2","8","0","1","3200","0","10803"
"2","8","0","2","3400","0","10803"
"2","8","0","3","3600","0","10803"
"2","8","0","4","3800","0","10803"
"2","8","0","5","4000","0","10803"
"3","8","0","0","5000","0","10803"
"3","8","0","1","5200","0","10803"
"3","8","0","2","5400","0","10803"
"3","8","0","3","5600","0","10803"
"3","8","0","4","5800","0","10803"
"3","8","0","5","6000","0","10803"
"4","8","0","0","7000","0","10803"
"4","8","0","1","7200","0","10803"
"4","8","0","2","7400","0","10803"
"4","8","0","3","7600","0","10803"
"4","8","0","4","7800","0","10803"
"4","8","0","5","8000","0","10803"
"5","8","0","0","9000","0","10803"
"5","8","0","1","9200","0","10803"
"5","8","0","2","9400","0","10803"
"5","8","0","3","9600","0","10803"
"5","8","0","4","9800","0","10803"
"5","8","0","5","10000","0","10803"
"1","9","0","0","1000","0","10804"
"1","9","0","1","1200","0","10804"
"1","9","0","2","1400","0","10804"
"1","9","0","3","1600","0","10804"
"1","9","0","4","1800","0","10804"
"1","9","0","5","2000","0","10804"
"2","9","0","0","3000","0","10804"
"2","9","0","1","3200","0","10804"
"2","9","0","2","3400","0","10804"
"2","9","0","3","3600","0","10804"
"2","9","0","4","3800","0","10804"
"2","9","0","5","4000","0","10804"
"3","9","0","0","5000","0","10804"
"3","9","0","1","5200","0","10804"
"3","9","0","2","5400","0","10804"
"3","9","0","3","5600","0","10804"
"3","9","0","4","5800","0","10804"
"3","9","0","5","6000","0","10804"
"4","9","0","0","7000","0","10804"
"4","9","0","1","7200","0","10804"
"4","9","0","2","7400","0","10804"
"4","9","0","3","7600","0","10804"
"4","9","0","4","7800","0","10804"
"4","9","0","5","8000","0","10804"
"5","9","0","0","9000","0","10804"
"5","9","0","1","9200","0","10804"
"5","9","0","2","9400","0","10804"
"5","9","0","3","9600","0","10804"
"5","9","0","4","9800","0","10804"
"5","9","0","5","10000","0","10804"
