e61fc97a788687a3292e3f42c1c9f92bf7e394ccf4ae404f50b454dc994310fe,3e063e272af1c86905bc24587b04f906a29952f53e9e3c5faa50b54242b7122f,800e9d05514074e6df13402bef8346823e8623711879585373fa27736d6402bd,f142a9b88cb66bef8e08e3bdc425c96489495e237a2a70e63262b89674a9b053,c089da5f07514100c8673943e1563aacf44cc93ca4ed058545e207ff99c7ed6a
"237","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005404"
"238","9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005404"
"239","limit_time","バトル時間制限","バトル時間が60秒になる。","74005405"
"240","18","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005405"
"241","17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005405"
"242","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005405"
"243","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005405"
"244","9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005405"
"245","18","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005501"
"246","17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005501"
"247","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005501"
"248","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005501"
"249","9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005501"
"250","boss_tp_down_cut","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74005501"
"251","add_shadow","モンスター追加","ゴーレム、ウパルパが追加される。","74005502"
"252","18","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005502"
"253","17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005502"
"254","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005502"
"255","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005502"
"256","9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005502"
"257","boss_tp_down_cut","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74005502"
"258","add_shadow","モンスター追加","ミヤコ、アオイが追加される。","74005503"
"259","18","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005503"
"260","17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005503"
"261","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005503"
"262","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005503"
"263","9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005503"
"264","boss_tp_down_cut","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74005503"
"265","add_shadow","モンスター追加","ルナポッドが追加される。","74005504"
"266","18","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005504"
"267","17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005504"
"268","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005504"
"269","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005504"
"270","9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005504"
"271","boss_tp_down_cut","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74005504"
"272","limit_time","バトル時間制限","バトル時間が60秒になる。","74005505"
"273","18","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005505"
"274","17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005505"
"275","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005505"
"276","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005505"
"277","9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005505"
"278","boss_tp_down_cut","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74005505"
"279","star6_shadow","シャドウ強化","ハツネ（サマー）、サレン（サマー）、スズナ、キョウカのシャドウに専用装備が追加される。","74006102"
"280","star6_shadow","シャドウ強化","スズナ、キョウカのシャドウが★6になる。","74006103"
"281","limit_chara_num","編成キャラ数制限","編成可能キャラ数が4キャラになる。","74006103"
"282","limit_chara_num","編成キャラ数制限","編成可能キャラ数が4キャラになる。","74006104"
"283","27","物理無効バリア","バトル開始時、すべてのシャドウに物理無効バリアを展開する。","74006104"
"284","28","魔法無効バリア","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。","74006104"
"285","limit_chara_num","編成キャラ数制限","編成可能キャラ数が4キャラになる。","74006105"
"286","27","物理無効バリア","バトル開始時、すべてのシャドウに物理無効バリアを展開する。","74006105"
"287","28","魔法無効バリア","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。","74006105"
"288","star6_shadow","シャドウ強化","レイ（ニューイヤー）、シズル（ノワール）、シズル、ネアのシャドウに専用装備が追加される。","74006202"
"289","star6_shadow","シャドウ強化","レイ（ニューイヤー）、シズルのシャドウが★6になる。","74006203"
"290","limit_chara_num","編成キャラ数制限","編成可能キャラ数が4キャラになる。","74006203"
"291","limit_chara_num","編成キャラ数制限","編成可能キャラ数が4キャラになる。","74006204"
"292","energy_recover","ＴＰ回復","バトル開始時、すべてのシャドウのＴＰを特大回復。","74006204"
"293","limit_chara_num","編成キャラ数制限","編成可能キャラ数が4キャラになる。","74006205"
"294","energy_recover","ＴＰ回復","バトル開始時、すべてのシャドウのＴＰを特大回復させ、ＴＰ継続回復状態を付与する。","74006205"
"295","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006301"
"296","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006301"
"297","boss_tp_down_cut","ＴＰダウンカット","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006301"
"298","boss_magic_cut","魔法ダメージカット","バトル開始時、すべてのモンスターが魔法ダメージ30％カット状態になる。","74006302"
"299","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006302"
"300","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006302"
"301","boss_tp_down_cut","ＴＰダウンカット","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006302"
"302","boss_magic_cut","魔法ダメージカット","バトル開始時、すべてのモンスターが魔法ダメージ60％カット状態になる。","74006303"
"303","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006303"
"304","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006303"
"305","boss_tp_down_cut","ＴＰダウンカット","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006303"
"306","boss_ub_enhance","ボス行動パターン変化","ボスモンスターの行動パターンが変化する。","74006304"
"307","boss_magic_cut","魔法ダメージカット","バトル開始時、すべてのモンスターが魔法ダメージ90％カット状態になる。","74006304"
"308","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006304"
"309","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006304"
"310","boss_tp_down_cut","ＴＰダウンカット","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006304"
"311","boss_ub_enhance","ボス行動パターン変化","ボスモンスターの行動パターンが変化する。","74006305"
"312","boss_magic_cut","魔法ダメージカット","バトル開始時、すべてのモンスターが魔法ダメージ90％カット状態になる。","74006305"
"313","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006305"
"314","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006305"
"315","boss_tp_down_cut","ＴＰダウンカット","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006305"
"316","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006401"
"317","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006401"
"318","boss_physics_cut","物理ダメージカット","バトル開始時、すべてのモンスターが物理ダメージ30％カット状態になる。","74006402"
"319","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006402"
"320","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006402"
"321","boss_physics_cut","物理ダメージカット","バトル開始時、すべてのモンスターが物理ダメージ60％カット状態になる。","74006403"
"322","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006403"
"323","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006403"
"324","add_shadow","モンスター追加","ジャングルガード、マコトのシャドウ、エリコのシャドウ、スタンプが追加される。","74006404"
"325","boss_ub_enhance","ボス行動パターン変化","ボスモンスターの行動パターンが変化する。","74006404"
"326","boss_physics_cut","物理ダメージカット","バトル開始時、すべてのモンスターが物理ダメージ90％カット状態になる。","74006404"
"327","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006404"
"328","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006404"
"329","boss_ub_enhance","ボス行動パターン変化","ボスモンスターの行動パターンが変化する。","74006405"
"330","boss_physics_cut","物理ダメージカット","バトル開始時、すべてのモンスターが物理ダメージ90％カット状態になる。","74006405"
"331","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006405"
"332","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006405"
"333","boss_tp_down_cut","ＴＰダウンカット","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006405"
"334","18","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74006501"
"335","17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74006501"
"336","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006501"
"337","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006501"
"338","9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74006501"
"339","boss_tp_down_cut","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74006501"
"340","33","全属性ボーナス特大アップ","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","74006502"
"341","18","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74006502"
"342","17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74006502"
"343","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006502"
"344","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006502"
"345","9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74006502"
"346","boss_tp_down_cut","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74006502"
"347","33","全属性ボーナス特大アップ","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","74006503"
"348","18","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74006503"
"349","17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74006503"
"350","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006503"
"351","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006503"
"352","9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74006503"
"353","boss_tp_down_cut","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74006503"
"354","33","全属性ボーナス特大アップ","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","74006504"
"355","18","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74006504"
"356","17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74006504"
"357","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006504"
"358","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006504"
"359","9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74006504"
"360","boss_tp_down_cut","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74006504"
"361","limit_time","バトル時間制限","バトル時間が60秒になる。","74006505"
"362","33","全属性ボーナス特大アップ","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","74006505"
"363","18","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74006505"
"364","17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74006505"
"365","boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006505"
"366","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006505"
"367","9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74006505"
"368","boss_tp_down_cut","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74006505"
