7a02fc45544d02b386fe6fb44884f1b787227d94b4ae4d3f31244fc2125b42ec,7e4da85668feef5e0dac465480c367bc0bee8a169627add11468203f0f18e5cf,9e32ce690099f5f0a1f248c85c5f7016946432c8b4c5b33b8ae9fc84b8f69370,bf67ae33216984764d2d7e9775c8696a7d4342591fa495f9d618a2daaf67cf6f,580377ba8fb4d11c498d4d3d9963379a3d08f6dcf9b0056eec6c028c9be41cf9,7c9dfe6eaab1f2bfa56d3d7158055075eb3adfcb78b7cdf16a006560239299d7,641a813dfd3fd1ce7317f2bf5b763a909cf9442fcf762d9fbed1b2d5b233c2fe,285ca12227488843260502a2c8a0faa2a47516e4cbae130d2f3880ff81a14960,22112645ed6665ce738d92f3b3d35bc98bd4de16f3e71cdc8cd8ebcb19b049de,b46ec4a3832a87081aeea33e22554d202b41ec4173899c7300190c2370d38c09,b1ca9a0a1e627922ecb4dc829ca8337add5857df55580051f4b051a4d7ce1ffc,4fd8484e0c221218dd74de57a240f506171b9b1c777008d811bcf4c5e70207a5,465d6c77769978caa98ac7672ec6b3c29a29b5d57becaa1a2c07430018c8f94a,23814ca29c52cb35ab7c7371559551cb2e4e571854413fee843dc42bda44d038,b81c50b6605b42144c9158b9496398049561935538a24239dca08d5b9cf15a64
"26212","26211","2816","2022/11/03 5:00:00","26213","263","410","500","0","10","2621","0","9103803","0","103801"
"26222","26221","2816","2022/11/03 5:00:00","26223","264","310","500","0","10","2622","0","9101403","0","101401"
"26232","26231","2816","2022/11/03 5:00:00","26233","265","220","500","0","10","2623","0","9109403","0","109401"
"26312","26311","2816","2022/11/04 5:00:00","26313","266","564","500","0","10","2631","0","0","0","0"
"26412","26411","2816","2022/11/05 5:00:00","26413","267","499","500","0","10","2641","0","0","0","0"
"26512","26511","2816","2022/11/06 5:00:00","26513","268","435","500","0","10","2651","0","0","0","0"
"26612","26611","2816","2022/11/07 5:00:00","26613","269","372","500","0","10","2661","0","0","0","0"
"26712","26711","2816","2022/11/08 5:00:00","26713","270","309","500","0","10","2671","0","0","0","0"
"26812","26811","2816","2022/11/09 5:00:00","26813","271","246","500","0","10","2681","0","0","0","0"
"26912","26911","2816","2022/11/10 5:00:00","26913","272","183","500","0","10","2691","0","0","0","0"
"27012","27011","2816","2022/11/11 5:00:00","27013","273","85","500","0","10","2701","0","9104803","0","104801"
"27112","27111","2816","2022/11/12 5:00:00","27113","274","120","500","0","10","2711","0","0","0","0"
"27212","27211","2816","2022/11/13 5:00:00","27213","275","57","500","0","10","2721","0","0","0","0"
"27312","27311","2816","2022/11/14 5:00:00","27313","276","-6","500","0","10","2731","0","0","0","0"
"27412","27411","2816","2022/11/15 5:00:00","27413","277","-69","500","0","10","2741","0","0","0","0"
"27512","27511","2816","2022/11/16 5:00:00","27513","278","-132","500","0","10","2751","0","0","0","0"
"27612","27611","2816","2022/11/17 5:00:00","27613","279","-195","500","0","10","2761","0","0","0","0"
"27712","27711","2816","2022/11/18 5:00:00","27713","280","-258","500","0","10","2771","0","0","0","0"
"27812","27811","2816","2022/11/19 5:00:00","27813","281","-75","500","0","10","2781","0","9104503","0","104501"
"27912","27911","2816","2022/11/20 5:00:00","27913","282","-20","500","0","10","2791","0","0","0","0"
"28012","28011","2816","2022/11/21 5:00:00","28013","283","-60","500","0","10","2801","0","0","0","0"
"28112","28111","2816","2022/11/22 5:00:00","28113","284","-235","500","0","10","2811","100601","9100603","0","102201"
"28212","28211","2816","2022/11/23 5:00:00","28213","285","-210","500","0","10","2821","0","0","0","0"
"28312","28311","2816","2022/11/24 5:00:00","28313","286","-240","500","0","10","2831","0","0","0","0"
"28412","28411","2816","2022/11/25 5:00:00","28413","287","-445","500","0","10","2841","0","9100503","0","100501"
"28512","28511","2816","2022/11/26 5:00:00","28513","288","-321","500","0","10","2851","0","0","0","0"
"28612","28611","2816","2022/11/27 5:00:00","28613","289","-384","500","0","10","2861","0","0","0","0"
"28712","28711","2816","2022/11/28 5:00:00","28713","290","-448","500","0","10","2871","0","0","0","0"
"28812","28811","2816","2022/11/29 5:00:00","28813","291","-513","500","0","10","2881","0","0","0","0"
"28912","28911","2816","2022/11/30 5:00:00","28913","292","-579","500","0","10","2891","0","0","1","0"
"29012","29011","2816","2022/12/01 5:00:00","29013","293","330","600","4","11","2901","0","9109203","0","109201"
"29112","29111","2816","2022/12/02 5:00:00","29113","294","395","600","4","11","2911","0","0","0","0"
"29212","29211","2816","2022/12/03 5:00:00","29213","295","360","600","4","11","2921","0","0","0","0"
"29312","29311","2816","2022/12/04 5:00:00","29313","296","325","600","4","11","2931","0","0","0","0"
"29412","29411","2816","2022/12/05 5:00:00","29413","297","290","600","4","11","2941","0","0","0","0"
"29512","29511","2816","2022/12/06 5:00:00","29513","298","255","600","4","11","2951","0","0","0","0"
"29612","29611","2816","2022/12/07 5:00:00","29613","299","220","600","4","11","2961","0","0","0","0"
"29712","29711","2816","2022/12/08 5:00:00","29713","300","185","600","4","11","2971","0","0","0","0"
"29812","29811","2816","2022/12/09 5:00:00","29813","301","150","600","4","11","2981","0","0","0","0"
"29912","29911","2816","2022/12/10 5:00:00","29913","302","115","600","4","11","2991","0","0","0","0"
"30012","30011","2816","2022/12/11 5:00:00","30013","303","80","600","4","11","3001","0","0","0","0"
"30112","30111","2816","2022/12/12 5:00:00","30113","304","250","600","4","11","3011","0","9102503","0","102501"
"30212","30211","2816","2022/12/13 5:00:00","30213","305","45","600","4","11","3021","0","0","0","0"
"30312","30311","2816","2022/12/14 5:00:00","30313","306","95","600","4","11","3031","0","9106403","0","106401"
"30412","30411","2816","2022/12/15 5:00:00","30413","307","10","600","4","11","3041","0","0","0","0"
"30512","30511","2816","2022/12/16 5:00:00","30513","308","-25","600","4","11","3051","0","0","0","0"
"30612","30611","2816","2022/12/17 5:00:00","30613","309","-60","600","4","11","3061","0","0","0","0"
"30712","30711","2816","2022/12/18 5:00:00","30713","310","-95","600","4","11","3071","0","0","0","0"
"30812","30811","2816","2022/12/19 5:00:00","30813","311","-130","600","4","11","3081","0","0","0","0"
"30912","30911","2816","2022/12/20 5:00:00","30913","312","-165","600","4","11","3091","0","0","0","0"
"31012","31011","2816","2022/12/21 5:00:00","31013","313","-200","600","4","11","3101","0","0","0","0"
"31112","31111","2816","2022/12/22 5:00:00","31113","314","-30","600","4","11","3111","0","9103103","0","103101"
"31212","31211","2816","2022/12/23 5:00:00","31213","315","-235","600","4","11","3121","0","0","0","0"
"31312","31311","2816","2022/12/24 5:00:00","31313","316","-190","600","4","11","3131","0","9101203","0","101201"
"31412","31411","2816","2022/12/25 5:00:00","31413","317","-115","600","4","11","3141","0","0","0","0"
"31512","31511","2816","2022/12/26 5:00:00","31513","318","-160","600","4","11","3151","0","0","0","0"
"31612","31611","2816","2022/12/27 5:00:00","31613","319","-270","600","4","11","3161","0","0","0","0"
"31712","31711","2816","2022/12/28 5:00:00","31713","320","-260","600","4","11","3171","0","9118103","0","118101"
"31812","31811","2816","2022/12/29 5:00:00","31813","321","-305","600","4","11","3181","0","0","0","0"
"31912","31911","2816","2022/12/30 5:00:00","31913","322","-340","600","4","11","3191","0","0","0","0"
"32012","32011","2816","2022/12/31 5:00:00","32013","323","-378","600","4","11","3201","0","0","1","0"
"32112","32111","2816","2023/01/01 5:00:00","32113","324","204","600","4","12","3211","0","9102603","0","102601"
"32212","32211","2816","2023/01/02 5:00:00","32213","325","323","600","4","12","3221","0","0","0","0"
"32312","32311","2816","2023/01/03 5:00:00","32313","326","167","600","4","12","3231","0","9105003","0","105001"
"32412","32411","2816","2023/01/04 5:00:00","32413","327","387","600","4","12","3241","0","0","0","0"
"32512","32511","2816","2023/01/05 5:00:00","32513","328","343","600","4","12","3251","0","0","0","0"
"32612","32611","2816","2023/01/06 5:00:00","32613","329","301","600","4","12","3261","0","0","0","0"
"32712","32711","2816","2023/01/07 5:00:00","32713","330","258","600","4","12","3271","0","0","0","0"
"32812","32811","2816","2023/01/08 5:00:00","32813","331","216","600","4","12","3281","0","0","0","0"
"32912","32911","2816","2023/01/09 5:00:00","32913","332","174","600","4","12","3291","0","0","0","0"
"33012","33011","2816","2023/01/10 5:00:00","33013","333","133","600","4","12","3301","0","0","0","0"
"33112","33111","2816","2023/01/11 5:00:00","33113","334","91","600","4","12","3311","0","0","0","0"
"33212","33211","2816","2023/01/12 5:00:00","33213","335","0","600","4","12","3321","0","9100303","0","100301"
"33312","33311","2816","2023/01/13 5:00:00","33313","336","49","600","4","12","3331","0","0","0","0"
"33412","33411","2816","2023/01/14 5:00:00","33413","337","6","600","4","12","3341","0","0","0","0"
"33512","33511","2816","2023/01/15 5:00:00","33513","338","-36","600","4","12","3351","0","0","0","0"
"33612","33611","2816","2023/01/16 5:00:00","33613","339","-76","600","4","12","3361","0","0","0","0"
"33712","33711","2816","2023/01/17 5:00:00","33713","340","-119","600","4","12","3371","0","0","0","0"
"33812","33811","2816","2023/01/18 5:00:00","33813","341","-100","600","4","12","3381","0","0","0","0"
"33912","33911","2816","2023/01/19 5:00:00","33913","342","-81","600","4","12","3391","0","0","0","0"
"34012","34011","2816","2023/01/20 5:00:00","34013","343","-161","600","4","12","3401","0","0","0","0"
"34112","34111","2816","2023/01/21 5:00:00","34113","344","-203","600","4","12","3411","0","0","0","0"
"34212","34211","2816","2023/01/22 5:00:00","34213","345","-246","600","4","12","3421","0","0","0","0"
"34312","34311","2816","2023/01/23 5:00:00","34313","346","-78","600","4","12","3431","0","9100703","0","100701"
"34412","34411","2816","2023/01/24 5:00:00","34413","347","-209","600","4","12","3441","0","9102903","0","102901"
"34512","34511","2816","2023/01/25 5:00:00","34513","348","-288","600","4","12","3451","0","0","0","0"
"34612","34611","2816","2023/01/26 5:00:00","34613","349","-290","600","4","12","3461","0","0","0","0"
"34712","34711","2816","2023/01/27 5:00:00","34713","350","-308","600","4","12","3471","0","0","0","0"
"34812","34811","2816","2023/01/28 5:00:00","34813","351","-332","600","4","12","3481","0","0","0","0"
"34912","34911","2816","2023/01/29 5:00:00","34913","352","-330","600","4","12","3491","0","0","0","0"
"35012","35011","2816","2023/01/30 5:00:00","35013","353","-320","600","4","12","3501","0","0","0","0"
"35112","35111","2816","2023/01/31 5:00:00","35113","354","-378","600","4","12","3511","0","0","1","0"
"35212","35211","2816","2023/02/01 5:00:00","35213","355","382","600","4","13","3521","0","0","0","0"
"35312","35311","2816","2023/02/02 5:00:00","35313","356","323","600","4","13","3531","0","9103603","0","103601"
"35412","35411","2816","2023/02/03 5:00:00","35413","357","381","600","4","13","3541","0","0","0","0"
"35512","35511","2816","2023/02/04 5:00:00","35513","358","185","600","4","13","3551","0","9109303","0","109301"
"35612","35611","2816","2023/02/05 5:00:00","35613","359","191","600","4","13","3561","0","0","0","0"
"35712","35711","2816","2023/02/06 5:00:00","35713","360","72","600","4","13","3571","0","0","0","0"
"35812","35811","2816","2023/02/07 5:00:00","35813","361","7","600","4","13","3581","0","9107103","0","107101"
"35912","35911","2816","2023/02/08 5:00:00","35913","362","332","600","4","13","3591","0","0","0","0"
"36012","36011","2816","2023/02/09 5:00:00","36013","363","285","600","4","13","3601","0","0","0","0"
"36112","36111","2816","2023/02/10 5:00:00","36113","364","237","600","4","13","3611","0","0","0","0"
"36212","36211","2816","2023/02/11 5:00:00","36213","365","192","600","4","13","3621","0","0","0","0"
"36312","36311","2816","2023/02/12 5:00:00","36313","366","144","600","4","13","3631","0","0","0","0"
"36412","36411","2816","2023/02/13 5:00:00","36413","367","97","600","4","13","3641","0","0","0","0"
"36512","36511","2816","2023/02/14 5:00:00","36513","368","50","600","4","13","3651","0","0","0","0"
"36612","36611","2816","2023/02/15 5:00:00","36613","369","3","600","4","13","3661","0","0","0","0"
"36712","36711","2816","2023/02/16 5:00:00","36713","370","-43","600","4","13","3671","0","0","0","0"
"36812","36811","2816","2023/02/17 5:00:00","36813","371","-90","600","4","13","3681","0","0","0","0"
"36912","36911","2816","2023/02/18 5:00:00","36913","372","-153","600","4","13","3691","0","9123003","0","123001"
"37012","37011","2816","2023/02/19 5:00:00","37013","373","-93","600","4","13","3701","0","0","0","0"
"37112","37111","2816","2023/02/20 5:00:00","37113","374","-137","600","4","13","3711","0","0","0","0"
"37212","37211","2816","2023/02/21 5:00:00","37213","375","-185","600","4","13","3721","0","0","0","0"
"37312","37311","2816","2023/02/22 5:00:00","37313","376","-232","600","4","13","3731","0","0","0","0"
"37412","37411","2816","2023/02/23 5:00:00","37413","377","-225","600","4","13","3741","0","0","0","0"
"37512","37511","2816","2023/02/24 5:00:00","37513","378","-256","600","4","13","3751","0","0","0","0"
"37612","37611","2816","2023/02/25 5:00:00","37613","379","-280","600","4","13","3761","0","0","0","0"
"37712","37711","2816","2023/02/26 5:00:00","37713","380","-329","600","4","13","3771","0","0","0","0"
"37812","37811","2816","2023/02/27 5:00:00","37813","381","-379","600","4","13","3781","0","0","0","0"
"37912","37911","2816","2023/02/28 5:00:00","37913","382","-250","600","4","13","3791","0","9111003","1","111001"
"38012","38011","2816","2023/03/01 5:00:00","38013","383","480","100","1","14","3801","0","9104603","0","104601"
"38112","38111","2816","2023/03/02 5:00:00","38113","384","560","100","1","14","3811","0","0","0","0"
"38212","38211","2816","2023/03/03 5:00:00","38213","385","370","100","1","14","3821","0","9103303","0","103301"
"38312","38311","2816","2023/03/04 5:00:00","38313","386","553","100","1","14","3831","0","0","0","0"
"38412","38411","2816","2023/03/05 5:00:00","38413","387","476","100","1","14","3841","0","0","0","0"
"38512","38511","2816","2023/03/06 5:00:00","38513","388","400","100","1","14","3851","0","0","0","0"
"38612","38611","2816","2023/03/07 5:00:00","38613","389","330","100","1","14","3861","0","9105103","0","105101"
"38712","38711","2816","2023/03/08 5:00:00","38713","390","325","100","1","14","3871","0","0","0","0"
"38812","38811","2816","2023/03/09 5:00:00","38813","391","250","100","1","14","3881","0","0","0","0"
"38912","38911","2816","2023/03/10 5:00:00","38913","392","185","100","1","14","3891","0","9105703","0","105701"
"39012","39011","2816","2023/03/11 5:00:00","39013","393","175","100","1","14","3901","0","0","0","0"
"39112","39111","2816","2023/03/12 5:00:00","39113","394","205","100","1","14","3911","0","9103203","0","103201"
"39212","39211","2816","2023/03/13 5:00:00","39213","395","110","100","1","14","3921","0","0","0","0"
"39312","39311","2816","2023/03/14 5:00:00","39313","396","30","100","1","14","3931","0","9105203","0","105201"
"39412","39411","2816","2023/03/15 5:00:00","39413","397","-45","100","1","14","3941","0","0","0","0"
"39512","39511","2816","2023/03/16 5:00:00","39513","398","-250","100","1","14","3951","0","9103403","0","103401"
"39612","39611","2816","2023/03/17 5:00:00","39613","399","-50","100","1","14","3961","0","0","0","0"
"39712","39711","2816","2023/03/18 5:00:00","39713","400","-90","100","1","14","3971","0","0","0","0"
"39812","39811","2816","2023/03/19 5:00:00","39813","401","100","100","1","14","3981","0","0","0","0"
"39912","39911","2816","2023/03/20 5:00:00","39913","402","25","100","1","14","3991","0","0","0","0"
"40012","40011","2816","2023/03/21 5:00:00","40013","403","-50","100","1","14","4001","0","0","0","0"
"40112","40111","2816","2023/03/22 5:00:00","40113","404","-125","100","1","14","4011","0","0","0","0"
"40212","40211","2816","2023/03/23 5:00:00","40213","405","-370","100","1","14","4021","0","0","0","0"
"40312","40311","2816","2023/03/24 5:00:00","40313","406","-460","100","1","14","4031","0","9107003","0","107001"
"40412","40411","2816","2023/03/25 5:00:00","40413","407","-200","100","1","14","4041","0","0","0","0"
"40512","40511","2816","2023/03/26 5:00:00","40513","408","-275","100","1","14","4051","0","0","0","0"
"40612","40611","2816","2023/03/27 5:00:00","40613","409","-350","100","1","14","4061","0","0","0","0"
"40712","40711","2816","2023/03/28 5:00:00","40713","410","-425","100","1","14","4071","0","0","0","0"
"40812","40811","2816","2023/03/29 5:00:00","40813","411","-501","100","1","14","4081","0","0","0","0"
"40912","40911","2816","2023/03/30 5:00:00","40913","412","-579","100","1","14","4091","0","0","1","0"
"40922","40921","2816","2023/03/30 5:00:00","40923","413","0","100","1","1","4092","0","0","1","0"
