eb01dde5985aad20c260a73987d5a9a6f35d35858e6ec9cc870c2c656ed40c23,1b2296c06cf1d16925296bed96a0787ccbfb951c90bbbd7180eb822aeec92c89,7ad9d1d2458d689ed88b2597d2773db32d58fddfe945fc4ba687d0c1794e8220,bdedb08f18bd59c7eea611e1993539ab0c172e166e5a828d6b23aa2e793d481c,22a1552cfead387478d0a4a78c26726ba9318b8148537130856a16ba2f12dcd4,e85308d978f82a3dd773833afa89454b65c1c7eed44529f02a3b33486fe0ae65,0b0dbe8803849c092e5db57d99758beca7be4a0a2dc9ca01b02fe10c9b803213,292dbdd825f41a5a4d5491660145c1c46aaa2bc8d69c73db98ffa88601f71dea,9d4d6b063790bd89384fb691fcb10d59c977e35a1fa27175ebc3c7f77d935020,442d0827427c05a568d38a8e0a31ad8e0d9da27a17307c486300c0554aec5114,92dc9b9967b91672228d95ab00f1022a0133bbfb188192fb9886bea5c26641c8,8ae0d13b144e4b77b7675b182f59ef67f7f5cc60d92c6791c1eea16655a05590,8d2ea3709fd979bc4a9c40e7df85707517a351b76d031c5b8e0676428dbf3af2,7bba6456a135905a6b9766cc3ffd2d1e93bcfc9f96e675ac55d1314ff2fe6e34,6112879195acbad54aafd8f35e780e088712f7f234a0a4f4dfad3248117d508b,317b7e8d84e60c3d51352e2e798f6bb8ccea88b14ffb15a6bd449a14bc7e3897,3234074a0b917285fdc838e66d1b4607a9d27b5bc035a9c84a319091696431c1,3ae245878ec76dc1426f401eb2ca98d647aa8c5df4200b50b4c483d9a6e248ea,6b1e81b9e1efc70319d731af15fc8f9f9aedceebc39b3daf2c4b4c247d11450f,b8bc2c0399a108ef871f37f9fef10296aae75a6d2adf748fe13ff9d57b7e7a5f,80f15f97065cf9030b2fee467d8045ad715cb5c102a561e9787de1941fdb1328,cc06f31a7f21bd828a4918f95145ea3429620413f1c0689f4e2b0a7ffebd62fd
"200","101021","0","1","1","-30","1","0","1","-30","-70","190","4","bgm_M64","0","101021","1.3","4","10380104","0.9","1038","200"
"200","101031","0","1","1.6","-30","1","0","1","0","0","440","5","bgm_M55","0","101031","1.8","5","10380105","1.4","1038","220"
"250","101041","10","1","0.7","-30","1","-30","1","0","-125","-470","1","bgm_M64","0","101041","0.8","1","10390101","0.6","1039","210"
"200","101041","10","1","0.7","-30","1","0","1","0","-95","-210","2","bgm_M64","0","101041","1","2","10390102","0.65","1039","200"
"100","101041","0","1","1","-30","1","-10","1","0","-120","50","3","bgm_M64","-15","101041","1.3","3","10390103","0.9","1039","200"
"100","101041","0","1","1.3","-30","1","0","1","0","35","195","4","bgm_M64","0","101041","1.35","4","10390104","0.9","1039","200"
"150","101042","0","1","1.35","-30","1","0","1.3","-50","-55","450","5","bgm_M55","0","101042","1.8","5","10390105","1.1","1039","210"
"250","101161","10","1","0.85","-30","1","0","1","0","-120","-480","1","bgm_M64","0","101161","0.8","1","10400101","0.6","1040","210"
"100","101161","0","1","1.1","-30","1","0","1","0","-100","-260","2","bgm_M64","0","101161","1.2","2","10400102","0.75","1040","240"
"100","101161","5","1","1","-30","1","-10","1","0","65","-10","3","bgm_M64","-5","101161","1.1","3","10400103","0.65","1040","200"
"150","101161","0","1","1","-30","1","0","1","43","-110","190","4","bgm_M64","0","101161","1","4","10400104","0.9","1040","200"
"270","101162","-10","1","1","-30","1","-45","1.3","-50","-70","485","5","bgm_M55","-40","101162","1.15","5","10400105","0.9","1040","280"
"120","101171","10","1","0.85","-30","1","0","1","0","-120","-480","1","bgm_M64","0","101171","0.8","1","10410101","0.6","1041","210"
"120","101171","10","1","1","-30","1","0","1","0","-120","-260","2","bgm_M64","0","101171","1.2","2","10410102","0.75","1041","200"
"150","101171","0","1.4","0.55","-30","1","-60","1","-50","0","-10","3","bgm_M64","-13","101171","0.9","3","10410103","0.6","1041","200"
"100","101171","0","1","1","-30","1","0","1","0","-110","190","4","bgm_M64","0","101171","1.2","4","10410104","0.9","1041","200"
"200","101172","10","1","1","-30","1","0","1","-50","-30","475","5","bgm_M55","-20","101172","1.45","5","10410105","1","1041","250"
"100","101191","10","1","0.7","-30","1","-30","1","0","-120","-480","1","bgm_M64","0","101191","0.8","1","10420101","0.6","1042","210"
"100","101191","10","1","1","-30","1","0","1","0","-100","-260","2","bgm_M64","0","101191","1.2","2","10420102","0.8","1042","200"
"100","101191","0","1","1","-30","1","-10","1","-30","65","-10","3","bgm_M64","-15","101451","1.4","3","10420103","0.9","1042","200"
"100","101191","0","1","1","-30","1","0","1","0","-110","190","4","bgm_M64","0","101191","1.1","4","10420104","0.65","1042","200"
"200","101192","-10","1.2","1","-30","1","-45","1","-50","-70","485","5","bgm_M55","0","101192","1.3","5","10420105","1.1","1042","280"
"100","101201","10","1","0.85","-30","1","0","1","0","-120","-480","1","bgm_M64","0","101201","0.8","1","10430101","0.6","1043","210"
"100","101201","10","1","1.1","-30","1","0","1","0","-120","-260","2","bgm_M64","0","101201","1.2","2","10430102","0.75","1043","240"
"100","101201","0","1","1","-30","1","-10","1","0","65","-10","3","bgm_M64","-15","101201","1.1","3","10430103","0.8","1043","200"
"100","101201","0","1","1","-30","1","0","1","43","-110","190","4","bgm_M64","0","101201","1","4","10430104","0.7","1043","200"
"100","101202","10","1","1","-30","1","-45","1","-50","-30","475","5","bgm_M55","-20","101202","1.45","5","10430105","1","1043","250"
"100","101291","10","1","0.85","-30","1","0","1","0","-120","-480","1","bgm_M64","0","101291","0.8","1","10440101","0.6","1044","210"
"100","101291","10","1","1.1","-30","1","0","1","0","-120","-260","2","bgm_M64","0","101291","1.2","2","10440102","0.75","1044","240"
"100","101291","0","1","2.2","-30","1","-10","1","0","65","-40","3","bgm_M64","-15","101291","2.3","3","10440103","1.55","1044","200"
"100","101291","0","1","1","-30","1","0","1","0","-110","150","4","bgm_M64","0","101291","1.2","4","10440104","1.1","1044","200"
"100","101292","30","1","1","-30","1","30","1","15","-15","490","5","bgm_M55","-20","101292","1.45","5","10440105","1.1","1044","230"
"100","101301","10","1","0.7","-30","1","-30","1","0","-120","-480","1","bgm_M64","0","101301","0.8","1","10450101","0.58","1045","210"
"100","101301","10","1","1","-30","1","0","1","0","-120","-260","2","bgm_M64","0","101301","1.2","2","10450102","0.9","1045","200"
"200","101301","-10","1","1","-30","1","-10","1","-30","100","-50","3","bgm_M64","0","101301","1.4","3","10450103","0.93","1045","200"
"100","101301","0","1","1","-30","1","0","1","15","-100","100","4","bgm_M64","0","101301","1.3","4","10450104","0.9","1045","200"
"100","101302","10","1","1.1","-30","1","-30","1","-15","-55","470","5","bgm_M55","-20","101302","1.2","5","10450105","1","1045","270"
"100","101441","10","1","0.85","-30","1","0","1","0","-130","-450","1","bgm_M64","0","101161","0.8","1","10460101","0.575","1046","210"
"200","101441","10","1","0.7","-30","1","0","1","0","-120","-250","2","bgm_M64","0","101161","1","2","10460102","0.75","1046","200"
"100","101441","0","1","1.1","-30","1","-10","1","0","50","-10","3","bgm_M64","-15","101161","1.2","3","10460103","0.8","1046","200"
"150","101441","0","1","1","-30","1","0","1","43","-100","210","4","bgm_M64","0","101161","1","4","10460104","0.8","1046","200"
"100","101442","10","1","1.1","-30","1","-30","1","-35","-70","470","5","bgm_M55","-20","101162","1.2","5","10460105","0.95","1046","230"
"100","101451","10","1","0.7","-30","1","-30","1","0","-130","-450","1","bgm_M64","0","101451","0.8","1","10470101","0.58","1047","210"
"100","101451","10","1","1","-30","1","0","1","0","-120","-250","2","bgm_M64","0","101451","1.2","2","10470102","0.9","1047","200"
"100","101451","0","1","1","-30","1","-10","1","-30","50","-20","3","bgm_M64","-15","101451","1.4","3","10470103","0.9","1047","200"
"100","101451","0","1","0.85","-30","1","0","1","0","-100","200","4","bgm_M64","0","101451","1","4","10470104","0.8","1047","200"
"100","101452","0","1.2","1.4","-30","1","-50","1","-35","-70","510","5","bgm_M55","0","101452","1.55","5","10470105","1.25","1047","290"
"100","101561","10","1","0.7","-30","1","-30","1","0","-130","-450","1","bgm_M64","0","101451","0.8","1","10480101","0.58","1048","210"
"100","101561","0","1","1.1","-30","1","0","1","0","-120","-240","2","bgm_M64","0","101451","1.2","2","10480102","0.75","1048","240"
"150","101561","0","1.4","0.55","-30","1","-60","1","-50","0","-10","3","bgm_M64","-13","101451","0.9","3","10480103","0.6","1048","200"
"100","101561","0","1","1","-30","1","0","1","20","-100","195","4","bgm_M64","0","101451","1.1","4","10480104","0.7","1048","200"
"400","101562","0","1.4","1.35","-30","1","-50","1","-60","-70","460","5","bgm_M55","0","101452","1.55","5","10480105","1.25","1048","290"
"100","101001","10","1","0.7","-30","1","-30","1","0","-120","-480","1","bgm_M64","0","101001","0.8","1","10490101","0.58","1049","210"
"100","101001","10","1","1.1","-30","1","0","1","0","-120","-270","2","bgm_M64","0","101001","1.2","2","10490102","0.75","1049","200"
"200","101001","0","1","1","-30","1","-10","1","-30","65","-25","3","bgm_M64","-15","101001","1.4","3","10490103","0.9","1049","200"
"150","101001","0","1","1","-30","1","0","1","-30","-120","200","4","bgm_M64","0","101001","1.1","4","10490104","0.9","1049","200"
"200","101011","0","1.2","1","-30","1","0","1","0","-40","480","5","bgm_M55","0","101011","1.3","5","10490105","1.2","1049","250"
"170","101021","10","1","0.9","-30","1","-30","1","-25","-110","-450","1","bgm_M64","0","101021","1","1","10500101","0.575","1050","210"
"100","101021","0","1","1.1","-30","1","0","1","0","-120","-240","2","bgm_M64","0","101021","1.2","2","10500102","0.75","1050","240"
"100","101021","5","1","0.8","-30","1","-10","1","0","65","-10","3","bgm_M64","-5","101021","0.9","3","10500103","0.6","1050","200"
"100","101021","0","1","1","-30","1","0","1","0","-110","190","4","bgm_M64","0","101021","1.1","4","10500104","0.65","1050","200"
"200","101031","0","1","1.6","-30","1","0","1","0","0","440","5","bgm_M55","0","101031","1.8","5","10500105","1.4","1050","220"
"100","101041","10","1","0.7","-30","1","-30","1","0","-130","-450","1","bgm_M64","0","101041","0.8","1","10510101","0.58","1051","210"
"200","101041","10","1","0.7","-30","1","0","1","0","-120","-250","2","bgm_M64","0","101041","1","2","10510102","0.65","1051","200"
"100","101041","10","1","1","-30","1","-10","1","-10","70","-35","3","bgm_M64","-15","101041","1.3","3","10510103","0.75","1051","200"
"100","101041","0","1","1","-30","1","0","1","0","-110","150","4","bgm_M64","0","101041","1.4","4","10510104","1","1051","200"
"150","101042","0","1","1.35","-30","1","0","1.3","-50","-55","450","5","bgm_M55","0","101042","1.8","5","10510105","1.1","1051","210"
"250","101161","10","1","0.7","-30","1","-30","1","0","-120","-480","1","bgm_M64","0","101161","0.8","1","10520101","0.6","1052","210"
"100","101161","0","1","1.1","-30","1","0","1","0","-100","-260","2","bgm_M64","0","101161","1.2","2","10520102","0.75","1052","240"
"100","101161","5","1","1","-30","1","-10","1","0","65","-10","3","bgm_M64","-5","101161","1.1","3","10520103","0.65","1052","200"
"100","101161","0","1","1","-30","1","0","1","-30","-50","240","4","bgm_M64","0","101161","1.3","4","10520104","0.8","1052","200"
"270","101162","-10","1","1","-30","1","-45","1.3","-50","-70","485","5","bgm_M55","-40","101162","1.15","5","10520105","0.9","1052","280"
"120","101171","10","1","0.85","-30","1","0","1","0","-120","-480","1","bgm_M64","0","101171","0.8","1","10530101","0.5","1053","210"
"100","101171","10","1","1.1","-30","1","0","1","0","-120","-270","2","bgm_M64","0","101171","1.2","2","10530102","0.75","1053","200"
"100","101171","0","1","2.2","-30","1","-10","1","0","65","-25","3","bgm_M64","-15","101171","2.3","3","10530103","1.55","1053","200"
"100","101171","0","1","1","-30","1","0","1","-30","-100","200","4","bgm_M64","0","101171","1.5","4","10530104","0.9","1053","200"
"200","101172","10","1","1","-30","1","0","1","-50","-30","475","5","bgm_M55","-20","101172","1.45","5","10530105","1","1053","250"
"170","101191","10","1","0.9","-30","1","-30","1","-25","-110","-450","1","bgm_M64","0","101191","1","1","10540101","0.575","1054","210"
"200","101191","10","1","0.7","-30","1","0","1","0","-120","-250","2","bgm_M64","0","101191","1","2","10540102","0.65","1054","200"
"100","101191","0","1","1.1","-30","1","-10","1","0","50","-10","3","bgm_M64","-15","101191","1.2","3","10540103","0.8","1054","200"
"200","101191","0","1","1","-30","1","0","1","0","-90","190","4","bgm_M64","0","101191","1.5","4","10540104","1","1054","200"
"200","101192","-10","1.2","1","-30","1","-45","1","-50","-70","485","5","bgm_M55","0","101192","1.3","5","10540105","1.1","1054","280"
"120","101201","10","1","0.85","-30","1","0","1","0","-120","-480","1","bgm_M64","0","101201","0.8","1","10550101","0.5","1055","210"
"250","101201","0","1","1","-30","1","-30","1","-30","-120","-250","2","bgm_M64","0","101201","1","2","10550102","0.7","1055","240"
"100","101201","0","1","1","-30","1","-10","1","0","65","-10","3","bgm_M64","-15","101201","1.1","3","10550103","0.8","1055","200"
"100","101201","0","1","1","-30","1","0","1","43","-110","190","4","bgm_M64","0","101201","1","4","10550104","0.7","1055","200"
"100","101202","10","1","1","-30","1","-45","1","-50","-30","475","5","bgm_M55","-20","101202","1.45","5","10550105","1","1055","250"
"250","101291","10","1","0.7","-30","1","-30","1","0","-120","-480","1","bgm_M64","0","101291","0.8","1","10560101","0.6","1056","210"
"100","101291","0","1","1.1","-30","1","0","1","0","-100","-260","2","bgm_M64","0","101291","1.2","2","10560102","0.75","1056","240"
"100","101291","0","1","1","-30","1","-10","1","-30","50","-35","3","bgm_M64","-15","101291","1.4","3","10560103","0.9","1056","200"
"150","101291","0","1","1","-30","1","0","1","-30","-120","190","4","bgm_M64","0","101291","1.1","4","10560104","0.9","1056","200"
"100","101292","30","1","1","-30","1","30","1","15","-15","490","5","bgm_M55","-20","101292","1.45","5","10560105","1.1","1056","230"
"170","101301","10","1","0.9","-30","1","-30","1","-25","-110","-450","1","bgm_M64","0","101301","1","1","10570101","0.575","1057","210"
"100","101301","10","1","1.1","-30","1","0","1","0","-120","-270","2","bgm_M64","0","101301","1.2","2","10570102","0.75","1057","200"
"200","101301","-10","1","1","-30","1","-10","1","-30","100","-50","3","bgm_M64","0","101301","1.4","3","10570103","0.93","1057","200"
"100","101301","0","1","1","-30","1","0","1","0","-110","190","4","bgm_M64","0","101301","1.2","4","10570104","0.9","1057","200"
"100","101302","10","1","1.1","-30","1","-30","1","-15","-55","470","5","bgm_M55","-20","101302","1.2","5","10570105","1","1057","270"
"250","101441","10","1","0.7","-30","1","-30","1","0","-120","-480","1","bgm_M64","0","101441","0.8","1","10580101","0.6","1058","210"
"250","101441","0","1","1","-30","1","-30","1","-30","-120","-250","2","bgm_M64","0","101441","1","2","10580102","0.7","1058","240"
"100","101441","10","1","1","-30","1","-10","1","-10","70","-5","3","bgm_M64","-15","101441","1.3","3","10580103","0.75","1058","200"
"100","101441","10","1","1","-30","1","0","1","20","-100","210","4","bgm_M64","0","101441","1.1","4","10580104","0.8","1058","200"
"100","101442","10","1","1.1","-30","1","-30","1","-35","-70","470","5","bgm_M55","-20","101442","1.2","5","10580105","0.95","1058","230"
"170","101451","10","1","0.9","-30","1","-30","1","-25","-110","-450","1","bgm_M64","0","101451","1","1","10590101","0.575","1059","210"
"200","101451","10","1","0.7","-30","1","0","1","0","-120","-250","2","bgm_M64","0","101451","1","2","10590102","0.65","1059","200"
"150","101451","0","1.4","0.55","-30","1","-60","1","-50","0","-10","3","bgm_M64","-13","101451","0.9","3","10590103","0.6","1059","200"
"100","101451","0","1","0.7","-30","1","0","1","0","-120","200","4","bgm_M64","0","101451","1","4","10590104","0.7","1059","200"
"100","101452","0","1.2","1.4","-30","1","-50","1","-35","-70","510","5","bgm_M55","0","101452","1.55","5","10590105","1.25","1059","290"
"120","101561","10","1","0.85","-30","1","0","1","0","-120","-480","1","bgm_M64","0","101561","0.8","1","10600101","0.5","1060","210"
"100","101561","10","1","1.1","-30","1","0","1","0","-120","-270","2","bgm_M64","0","101561","1.2","2","10600102","0.75","1060","200"
"200","101561","0","1","1","-30","1","-10","1","-30","65","-25","3","bgm_M64","-15","101561","1.4","3","10600103","0.9","1060","200"
"100","101561","0","1","1","-30","1","0","1","0","-110","190","4","bgm_M64","0","101561","1.1","4","10600104","0.65","1060","200"
"400","101562","0","1.4","1.35","-30","1","-50","1","-60","-70","460","5","bgm_M55","0","101562","1.55","5","10600105","1.25","1060","290"
"250","101001","10","1","0.7","-30","1","-30","1","0","-120","-480","1","bgm_M64","0","101001","0.8","1","10610101","0.6","1061","210"
"100","101001","0","1","1.1","-30","1","0","1","0","-100","-260","2","bgm_M64","0","101001","1.2","2","10610102","0.75","1061","240"
"100","101001","0","1","1","-30","1","-10","1","-30","65","-10","3","bgm_M64","-15","101001","1.4","3","10610103","1","1061","200"
"100","101001","0","1","1","-30","1","0","1","0","-110","200","4","bgm_M64","0","101001","1.4","4","10610104","1","1061","200"
"200","101011","0","1.2","1","-30","1","0","1","0","-40","480","5","bgm_M55","0","101011","1.3","5","10610105","1.2","1061","250"
"120","101021","10","1","0.85","-30","1","0","1","0","-120","-480","1","bgm_M64","0","101021","0.8","1","10630101","0.5","1063","210"
"250","101021","0","1","1","-30","1","-30","1","-30","-120","-250","2","bgm_M64","0","101021","1","2","10630102","0.7","1063","240"
"100","101021","0","1","1","-30","1","0","1","0","70","-10","3","bgm_M64","0","101021","1.3","3","10630103","0.9","1063","200"
"100","101021","0","1","1","-30","1","0","1","-30","-70","240","4","bgm_M64","0","101021","1.2","4","10630104","0.8","1063","200"
"200","101031","0","1","1.6","-30","1","0","1","0","0","470","5","bgm_M55","0","101031","1.8","5","10630105","1.4","1063","220"
"170","101041","10","1","0.9","-30","1","-30","1","-25","-110","-450","1","bgm_M64","0","101041","1","1","10640101","0.575","1064","210"
"200","101041","10","1","0.7","-30","1","0","1","0","-120","-250","2","bgm_M64","0","101041","1","2","10640102","0.65","1064","200"
"100","101041","0","1","1","-30","1","-10","1","0","65","-10","3","bgm_M64","-15","101041","1.1","3","10640103","0.8","1064","200"
"100","101041","0","1","1","-30","1","0","1","-30","-100","200","4","bgm_M64","0","101041","1.5","4","10640104","0.9","1064","200"
"150","101042","0","1","1.35","-30","1","0","1.3","-50","-55","450","5","bgm_M55","0","101042","1.8","5","10640105","1.1","1064","210"
"250","101161","10","1","0.7","-30","1","-30","1","0","-120","-480","1","bgm_M64","0","101161","0.8","1","10650101","0.6","1065","210"
"100","101161","0","1","1.1","-30","1","0","1","0","-100","-260","2","bgm_M64","0","101161","1.2","2","10650102","0.75","1065","240"
"100","101161","5","1","1","-30","1","-10","1","0","65","-10","3","bgm_M64","-5","101161","1.1","3","10650103","0.65","1065","200"
"100","101161","0","1","0.85","-30","1","0","1","0","-100","200","4","bgm_M64","0","101161","1","4","10650104","0.8","1065","200"
"270","101162","-10","1","1","-30","1","-45","1.3","-50","-70","485","5","bgm_M55","-40","101162","1.15","5","10650105","0.9","1065","280"
"120","101171","10","1","0.85","-30","1","0","1","0","-120","-480","1","bgm_M64","0","101171","0.8","1","10660101","0.5","1066","210"
"250","101171","0","1","1","-30","1","-30","1","-30","-120","-250","2","bgm_M64","0","101171","1","2","10660102","0.7","1066","240"
"100","101171","0","1","1.1","-30","1","-10","1","0","65","0","3","bgm_M64","-10","101171","1.15","3","10660103","0.8","1066","200"
"100","101171","0","1","1.3","-30","1","-10","1","0","5","230","4","bgm_M64","0","101171","1.35","4","10660104","0.9","1066","200"
"200","101172","10","1","1","-30","1","0","1","-50","-30","475","5","bgm_M55","-20","101172","1.45","5","10660105","1","1066","250"
"250","101191","10","1","0.7","-30","1","-30","1","0","-50","-480","1","bgm_M64","0","101191","0.8","1","10670101","0.6","1067","210"
"100","101191","10","1","1.1","-30","1","0","1","0","-120","-270","2","bgm_M64","0","101191","1.2","2","10670102","0.75","1067","200"
"100","101191","0","1","1","-30","1","-10","1","-30","50","-20","3","bgm_M64","-15","101191","1.4","3","10670103","0.9","1067","200"
"200","101191","0","1","1","-30","1","0","1","0","-90","200","4","bgm_M64","0","101191","1.5","4","10670104","1","1067","200"
"200","101192","-10","1.2","1","-30","1","-45","1","-50","-70","485","5","bgm_M55","0","101192","1.3","5","10670105","1.1","1067","280"
"100","101201","10","1","1.1","-30","1","0","1","20","0","-470","1","bgm_M64","0","101201","1.45","1","10680101","0.8","1068","210"
"200","101201","10","1","0.7","-30","1","0","1","0","-120","-250","2","bgm_M64","0","101201","1","2","10680102","0.65","1068","200"
"100","101201","10","1","1","-30","1","-10","1","-10","70","-5","3","bgm_M64","-15","101201","1.3","3","10680103","0.75","1068","200"
"100","101201","0","1","1","-30","1","0","1","43","-110","190","4","bgm_M64","0","101201","1","4","10680104","0.7","1068","200"
"100","101202","10","1","1","-30","1","-45","1","-50","-30","475","5","bgm_M55","-20","101202","1.45","5","10680105","1","1068","250"
"170","101291","10","1","0.9","-30","1","-30","1","-25","-110","-450","1","bgm_M64","0","101291","1","1","10690101","0.575","1069","210"
"100","101291","0","1","1.1","-30","1","0","1","0","-25","-225","2","bgm_M64","0","101291","1.2","2","10690102","0.75","1069","240"
"100","101291","0","1","2.2","-30","1","-10","1","0","65","0","3","bgm_M64","-15","101291","2.3","3","10690103","1.55","1069","200"
"100","101291","0","1","1","-30","1","0","1","0","-110","190","4","bgm_M64","0","101291","1.1","4","10690104","0.65","1069","200"
"100","101292","30","1","1","-30","1","30","1","15","-15","490","5","bgm_M55","-20","101292","1.45","5","10690105","1.1","1069","230"
"250","101301","10","1","0.7","-30","1","-30","1","0","-50","-480","1","bgm_M64","0","101301","0.8","1","10700101","0.6","1070","210"
"200","101301","10","1","0.7","-30","1","0","1","0","-120","-250","2","bgm_M64","0","101301","1","2","10700102","0.65","1070","200"
"200","101301","-10","1","1","-30","1","-10","1","-30","100","-50","3","bgm_M64","0","101301","1.4","3","10700103","0.93","1070","200"
"150","101301","0","1","1","-30","1","0","1","-30","-120","190","4","bgm_M64","0","101301","1.1","4","10700104","0.9","1070","200"
"100","101302","10","1","1.1","-30","1","-30","1","-15","-55","470","5","bgm_M55","-20","101302","1.2","5","10700105","1","1070","270"
"100","101441","10","1","1.1","-30","1","0","1","20","0","-470","1","bgm_M64","0","101441","1.45","1","10710101","0.8","1071","210"
"250","101441","0","1","1","-30","1","-30","1","-30","-120","-250","2","bgm_M64","0","101441","1","2","10710102","0.7","1071","240"
"100","101441","0","1","1","-30","1","-10","1","0","65","-10","3","bgm_M64","-15","101441","1.1","3","10710103","0.8","1071","200"
"100","101441","0","1","0.7","-30","1","0","1","0","-120","200","4","bgm_M64","0","101441","1","4","10710104","0.7","1071","200"
"100","101442","10","1","1.1","-30","1","-30","1","-35","-70","470","5","bgm_M55","-20","101442","1.2","5","10710105","0.95","1071","230"
"170","101451","10","1","0.9","-30","1","-30","1","-25","-110","-450","1","bgm_M64","0","101451","1","1","10720101","0.575","1072","210"
"100","101451","0","1","1.1","-30","1","0","1","0","-25","-225","2","bgm_M64","0","101451","1.2","2","10720102","0.75","1072","240"
"100","101451","0","1","1","-30","1","-10","1","-30","65","-10","3","bgm_M64","-15","101451","1.4","3","10720103","1","1072","200"
"100","101451","10","1","1","-30","1","0","1","20","-100","210","4","bgm_M64","0","101451","1.1","4","10720104","0.8","1072","200"
"100","101452","0","1.2","1.4","-30","1","-50","1","-35","-70","510","5","bgm_M55","0","101452","1.55","5","10720105","1.25","1072","290"
"170","101561","10","1","0.9","-30","1","-30","1","-25","0","-450","1","bgm_M64","0","101561","1","1","10730101","0.575","1073","210"
"100","101561","10","1","1.1","-30","1","0","1","0","-120","-270","2","bgm_M64","0","101561","1.2","2","10730102","0.75","1073","200"
"100","101561","5","1","1","-30","1","-10","1","0","65","-10","3","bgm_M64","-5","101561","1.1","3","10730103","0.65","1073","200"
"100","101561","0","1","1","-30","1","0","1","0","-110","200","4","bgm_M64","0","101561","1.4","4","10730104","1","1073","200"
"400","101562","0","1.4","1.35","-30","1","-50","1","-60","-70","460","5","bgm_M55","0","101562","1.55","5","10730105","1.25","1073","290"
"250","101001","10","1","0.7","-30","1","-30","1","0","-50","-480","1","bgm_M64","0","101001","0.8","1","10740101","0.6","1074","210"
"200","101001","0","1","1.1","-30","1","10","1","10","-110","-260","2","bgm_M64","0","101001","1.35","2","10740102","0.9","1074","240"
"100","101001","10","1","1","-30","1","-10","1","-10","70","-5","3","bgm_M64","-15","101001","1.15","3","10740103","0.75","1074","200"
"100","101001","0","1","1","-30","1","0","1","0","-110","190","4","bgm_M64","0","101001","1.2","4","10740104","0.9","1074","200"
"200","101011","0","1.2","1","-30","1","0","1","0","-40","480","5","bgm_M55","0","101011","1.3","5","10740105","1.2","1074","250"
"100","101021","10","1","1.1","-30","1","0","1","20","0","-470","1","bgm_M64","0","101021","1.45","1","10750101","0.8","1075","210"
"200","101021","10","1","0.7","-30","1","0","1","0","-120","-250","2","bgm_M64","0","101021","1","2","10750102","0.65","1075","200"
"150","101021","0","1.4","0.55","-30","1","-60","1","-50","0","-10","3","bgm_M64","-13","101021","0.9","3","10750103","0.6","1075","200"
"100","101021","0","1","1","-30","1","0","1","-30","-100","200","4","bgm_M64","0","101021","1.5","4","10750104","0.9","1075","200"
"200","101031","0","1","1.6","-30","1","0","1","0","0","470","5","bgm_M55","0","101031","1.8","5","10750105","1.4","1075","220"
"170","101041","10","1","0.9","-30","1","-30","1","-25","-110","-480","1","bgm_M64","0","101041","1","1","10760101","0.575","1076","210"
"250","101041","0","1","1","-30","1","-30","1","-30","-20","-230","2","bgm_M64","0","101041","1","2","10760102","0.7","1076","240"
"100","101041","0","1","1","-30","1","-10","1","-30","-120","15","3","bgm_M64","-15","101041","1.4","3","10760103","0.9","1076","200"
"300","101041","0","1","1","-30","1","-50","1","-60","40","200","4","bgm_M64","0","101041","1.3","4","10760104","0.8","1076","200"
"150","101042","0","1","1.35","-30","1","0","1.3","-50","-55","450","5","bgm_M55","0","101042","1.8","5","10760105","1.1","1076","210"
"250","101161","10","1","0.7","-30","1","-30","1","0","-50","-480","1","bgm_M64","0","101161","0.8","1","10770101","0.6","1077","210"
"100","101161","10","1","1.1","-30","1","0","1","0","-120","-270","2","bgm_M64","0","101161","1.2","2","10770102","0.75","1077","200"
"100","101161","0","1","1","-30","1","0","1","0","70","-10","3","bgm_M64","0","101161","1.3","3","10770103","0.9","1077","200"
"200","101161","0","1","1","-30","1","0","1","0","-90","200","4","bgm_M64","0","101161","1.5","4","10770104","1","1077","200"
"270","101162","-10","1","1","-30","1","-45","1.3","-50","-70","485","5","bgm_M55","-40","101162","1.15","5","10770105","0.9","1077","280"
"170","101171","10","1","0.9","-30","1","-30","1","-25","-90","-450","1","bgm_M64","0","101171","1","1","10780101","0.575","1078","210"
"100","101171","0","1","1.1","-30","1","0","1","0","20","-225","2","bgm_M64","0","101171","1.2","2","10780102","0.75","1078","240"
"100","101171","0","1","1.1","-30","1","-10","1","0","-65","0","3","bgm_M64","-10","101171","1.15","3","10780103","0.8","1078","200"
"100","101171","0","1","0.9","-30","1","-10","1","0","0","230","4","bgm_M64","0","101171","1","4","10780104","0.65","1078","200"
"200","101172","10","1","1","-30","1","0","1","-50","-30","475","5","bgm_M55","-20","101172","1.45","5","10780105","1","1078","250"
"250","101191","10","1","0.7","-30","1","-30","1","0","-50","-480","1","bgm_M64","0","101191","0.8","1","10790101","0.6","1079","210"
"200","101191","0","1","1.1","-30","1","10","1","10","-110","-260","2","bgm_M64","0","101191","1.35","2","10790102","0.9","1079","240"
"100","101191","0","1","1","-30","1","-10","1","0","65","-10","3","bgm_M64","-15","101191","1.1","3","10790103","0.8","1079","200"
"100","101191","0","1","1.3","-30","1","-10","1","0","5","230","4","bgm_M64","0","101191","1.35","4","10790104","0.9","1079","200"
"200","101192","-10","1.2","1","-30","1","-45","1","-50","-70","485","5","bgm_M55","0","101192","1.3","5","10790105","1.1","1079","280"
