47406ff4148f7cd11e824a9562a307c3b32901a9eb994f69a1e494e6fd46ca61,27a04e4dc6562757790554c38ead4cfaa9c219ab137e86484b3b67f75b8f6299,bced4201410e8583a7ab55b015516f84c208853881b0c3f11f801b397ca37e3f,b12156eb8904bc3361f80d5892facf330cbb5732753f9c4467906d5b03cb00b1,be5ca928ed77615e07b01e2bd070d5df69c53331f5be796befce6eafd834f43c,e0ba9fdc06b5a1ff9ccb9268437866cd648eb1820c4a3063de53b35a33a48915,089eb00cf6e4ae115099e140f936d06c5d65dcc059d3687877bb34e2e9b6e809,a4a8bbfa307819a60676e0d0a0928ee885b61931f1d3d32d8e496f1828d7497f,b9bb3bbe009ceb9897586937aa87d687151541b5311f4abcbc2b6139b8570722,7d2eb419ed01c2d585c79345b9e123f5b1c4ad2d9aea0518228702f0af8c134b
"でんせん","でこぴん","でんぷん","0","2320009","0","0","0","でんきん","1"
"960","340","720","0","2320010","0","0","0","360","1"
"2分の1","4分の1","8分の1","0","2320011","0","0","0","6分の1","1"
"コタンジェント","コサイン","タンジェント","0","2320013","0","0","0","サイン","1"
"引き算の答え","足し算の答え","割り算の答え","0","2320014","0","0","0","かけ算の答え","1"
"水素液","炭素液","ヨウ素液","0","2320016","0","0","0","臭素液","1"
"ドルトンの法則","ヘスの法則","キルヒホッフの法則","0","2320017","0","0","0","ヘンリーの法則","1"
"ばった座","ちょう座","はえ座","0","2320018","0","0","0","とんぼ座","1"
"月","木星","太陽","0","2320020","0","0","0","地球","1"
"秋","夏","冬","0","2320021","0","0","0","春","1"
"バリウム","トリウム","ヘリウム","0","2320022","0","0","0","カリウム","1"
"フオン","トオン","ネオン","0","2320025","0","0","0","イオン","1"
"自然対数","総数","整数","0","2320026","0","0","0","小数","1"
"フラダンス","ソシアルダンス","インピーダンス","0","2320029","0","0","0","リンボーダンス","1"
"水溶銀","水化銀","水銀","0","2320030","0","0","0","純銀","1"
"12回","4回","2回","0","2320031","0","0","0","1回","1"
"海流","地熱","月","0","2320032","0","0","0","魚群","1"
"Ne","Nt","Na","0","2320033","0","0","0","N","1"
"Ka","Cl","Ca","0","2320034","0","0","0","K","1"
"結膜","結節","結晶","0","2320035","0","0","0","結氷","1"
"4回","3回","1回","0","2320036","0","0","0","2回","1"
"分姉","分兄","分母","0","2320037","0","0","0","分父","1"
"炭素","臭素","酸素","0","2320040","0","0","0","水素","1"
"伏火山","弱火山","死火山","0","2320041","0","0","0","休火山","1"
"アスガスト","アスミスト","アスベスト","0","2320042","0","0","0","アスラスト","1"
"シグマ","ゼータ","デルタ","0","2320043","0","0","0","ガンマ","1"
"しし座","かに座","みずがめ座","0","2320044","0","0","0","さそり座","1"
"かに座","さそり座","しし座","0","2320045","0","0","0","みずがめ座","1"
"面","辺","母線","0","2320046","0","0","0","頂点","1"
"7","5","2","0","2320049","0","0","0","3","1"
"33キロ","20キロ","25キロ","0","2320050","0","0","0","15キロ","1"
"無線","電線","前線","0","2320051","0","0","0","点線","1"
"チタン","ニッケル","アルミニウム","0","2320053","0","0","0","鉄","1"
"超新星","衛星","惑星","0","2320054","0","0","0","恒星","1"
"日付","時間","季節","0","2320056","0","0","0","昼夜","1"
"シューズ","リューズ","ヒューズ","0","2320057","0","0","0","ミューズ","1"
"白","青","緑","0","2320058","0","0","0","赤","1"
"ジュール","トル","ニュートン","0","2320059","0","0","0","パスカル","1"
"インターセクション","コンビネーション","インテグラル","0","2320060","0","0","0","ファクトリアル","1"
"16本","4本","2本","0","2320061","0","0","0","1本","1"
"ペコリーヌ","キョウカ","全員同じ","0","2321001","0","0","0","リマ","1"
"ランドソル","セントールス","オーマ","0","2321002","0","0","0","オーエド","1"
"エルビス島","オーエド","セントールス","0","2321003","0","0","0","オーマ","1"
"サレンディア","セントールス","オーエド","0","2321004","0","0","0","オーマ","1"
"1500","1000","2500","0","2321005","0","0","0","2000","1"
"アルキン","アルガン","アルベド","0","2330001","0","0","0","アルヘナ","1"
"22","20","18","0","2330002","0","0","0","16","1"
"おひつじ座","みずがめ座","おうし座","0","2330004","0","0","0","しし座","1"
"ベテルギウス","カノープス","アークトゥルス","0","2330005","0","0","0","シリウス","1"
"土星","木星","天王星","0","2330007","0","0","0","海王星","1"
"カオリナイト","マイカナイト","モアサナイト","0","2330008","0","0","0","ベントナイト","1"
"いもり座","かえる座","とかげ座","0","2330010","0","0","0","やもり座","1"
"DC","CC","AC","0","2330011","0","0","0","BC","1"
"どちらも白くなる","どちらも変化しない","青色が赤くなる","0","2330012","0","0","0","赤色が青くなる","1"
"内心","垂心","重心","0","2330015","0","0","0","外心","1"
"青","透明","緑","0","2330016","0","0","0","橙","1"
"13本","7本","9本","0","2330017","0","0","0","5本","1"
"9戦目","23戦目","31戦目","0","2330018","0","0","0","16戦目","1"
"みなみのひしがた座","みなみのしかく座","みなみのさんかく座","0","2330020","0","0","0","みなみのまる座","1"
"アンタレス","ベクルックス","ポルックス","0","2330021","0","0","0","アクルックス","1"
"アイスキュロス座","アンドロイド座","アンドロメダ座","0","2330022","0","0","0","アンドロギュノス座","1"
"インターナショナリズム","ポリリズム","サーカディアンリズム","0","2330023","0","0","0","オリエンタリズム","1"
"自然化石","歯石化石","示相化石","0","2330024","0","0","0","示準化石","1"
"リヤー","ミュラー","スカラー","0","2330026","0","0","0","ラスカー","1"
"ダイヤモンド","銀","アンモニア","0","2330027","0","0","0","アセチレン","1"
"993","991","997","0","2330028","0","0","0","989","1"
"パフトキシン","テトロドトキシン","アスタキサンチン","0","2330029","0","0","0","イクシオトキシン","1"
"ヘンリー","ジーメンス","コンダクタンス","0","2330030","0","0","0","インダクタンス","1"
"デルタ","ガンマ","シグマ","0","2330031","0","0","0","ラムダ","1"
"おおいぬ座","こいぬ座","こぐま座","0","2330032","0","0","0","おおぐま座","1"
"マグネシウム","ナトリウム","カルシウム","0","2330033","0","0","0","カリウム","1"
"白亜紀","ジュラ紀","ペルム紀","0","2330034","0","0","0","三畳紀","1"
"ロジウム","テルル","テクネチウム","0","2330035","0","0","0","モリブデン","1"
"マグカップ","マグナカルタ","フォッサマグナ","0","2330036","0","0","0","アルスマグナ","1"
"タシロスコープ","ムシロスコープ","オシロスコープ","0","2330037","0","0","0","ヤシロスコープ","1"
"1銭","1尺","1分","0","2330038","0","0","0","1里","1"
"1013気圧","10気圧","1気圧","0","2330040","0","0","0","0気圧","1"
"SiO2","MgO","NaCl","0","2330041","0","0","0","NaOH","1"
"1個","4個","2個","0","2330042","0","0","0","3個","1"
"9","8","10","0","2330043","0","0","0","7","1"
"水素","二酸化炭素","酸素","0","2330045","0","0","0","窒素","1"
"木星","月","金星","0","2330047","0","0","0","地球","1"
"ヒートアイランド現象","クリープ現象","ブロッケン現象","0","2330048","0","0","0","スプロール現象","1"
"交点","力点","作用点","0","2330049","0","0","0","支点","1"
"ビューン現象","デューン現象","フェーン現象","0","2330051","0","0","0","ジェーン現象","1"
"月","火星","太陽","0","2330053","0","0","0","水星","1"
"対流圏","中間圏","成層圏","0","2330056","0","0","0","熱圏","1"
"土星","火星","金星","0","2330057","0","0","0","水星","1"
"偉分数","倍分数","仮分数","0","2330058","0","0","0","偽分数","1"
"7分の1","5分の1","6分の1","0","2330061","0","0","0","4分の1","1"
"オーエド海岸","ブリザ海岸","マルジェン海岸","0","2331001","0","0","0","ミステリオン海岸","1"
"3","5","4.5","0","2331002","0","0","0","4","1"
"モニカ","コッコロ","マコト","0","2331003","0","0","0","アキノ","1"
"ジュノー湿地","タリア湿地","ドロテア湿地","0","2331004","0","0","0","ナンセイ湿地","1"
"フテラ岬","エスタ岬","プロピーナ岬","0","2331005","0","0","0","カウダ岬","1"
"ワンマンバス","路線バス","ユニットバス","0","2410002","0","0","0","シャトルバス","1"
"潜水艦","救急車","新幹線","0","2410003","0","0","0","自転車","1"
"メタボットシンドローム","メタボンスシンドローム","メタボリックシンドローム","0","2410004","0","0","0","メタボライズシンドローム","1"
"ネットドライビング","ネットランニング","ネットサーフィン","0","2410005","0","0","0","ネットサイクリング","1"
"ハッキング","サミング","ストリーミング","0","2410006","0","0","0","ショールーミング","1"
"水ファイバー","炎ファイバー","光ファイバー","0","2410007","0","0","0","闇ファイバー","1"
"新人ドライバー","若手ドライバー","ペーパードライバー","0","2410008","0","0","0","初心者ドライバー","1"
"チューリップ","エーデルワイス","カーネーション","0","2410009","0","0","0","スイートピー","1"
"お察し","お達し","お通し","0","2410011","0","0","0","お直し","1"
"バスドーナッツ","アイガード","シャンプーハット","0","2410012","0","0","0","バブルレス","1"
"夜更し","夜逃げ","夜泣き","0","2410014","0","0","0","夜なべ","1"
"山","海","花火","0","2410015","0","0","0","プール","1"
"カルテット","タルト","カルテ","0","2410016","0","0","0","フォルテ","1"
"正距方位図法","近近法","遠近法","0","2410017","0","0","0","遠遠法","1"
"鎧","チャイルドシート","ヘルメット","0","2410018","0","0","0","シートベルト","1"
"緊急集会","特別総会","株主総会","0","2410019","0","0","0","株主集会","1"
"天下御免","天地有情","天地無用","0","2410020","0","0","0","上下無用","1"
"人間サッグ","人間ピッグ","人間ドック","0","2410022","0","0","0","人間タッグ","1"
"自動車教養所","自動車教会所","自動車教習所","0","2410024","0","0","0","自動車教育所","1"
"気球","グライダー","ヘリコプター","0","2410025","0","0","0","飛行機","1"
"クライミングウォール","チャイニーズウォール","ファイアウォール","0","2410026","0","0","0","グレートウォール","1"
"エコロジータイム","ホットタイム","サマータイム","0","2410027","0","0","0","スプリングタイム","1"
"ブルーシート","グリーンシート","シルバーシート","0","2410028","0","0","0","ゴールドシート","1"
"金太郎飴","ニッキ飴","千歳飴","0","2410030","0","0","0","べっこう飴","1"
"ぐん針","けん針","まち針","0","2410031","0","0","0","むら針","1"
"冬","春","夏","0","2410032","0","0","0","秋","1"
"牛乳瓶","火炎瓶","魔法瓶","0","2410033","0","0","0","花瓶","1"
"鏡下げ","鏡上げ","鏡開き","0","2410036","0","0","0","鏡閉じ","1"
"スパゲッティ交差点","スピーディー交差点","スクランブル交差点","0","2410037","0","0","0","ストロング交差点","1"
"俳句が趣味","いつも外出している","子育てに積極的","0","2410038","0","0","0","イクラが大好き","1"
"不幸の手紙","暑中見舞い","年賀状","0","2410039","0","0","0","残暑見舞い","1"
"おとうさん","おかあさん","おじいさん","0","2410040","0","0","0","おばあさん","1"
"ゴッドクッキー","ラッキークッキー","フォーチュンクッキー","0","2410041","0","0","0","ペーパークッキー","1"
"いぶりがっこ","しょっつる","きりたんぽ","0","2410042","0","0","0","まげわっぱ","1"
"輪切り","せん切り","みじん切り","0","2410048","0","0","0","乱切り","1"
"しお胡椒","くろ胡椒","ゆず胡椒","0","2410050","0","0","0","しろ胡椒","1"
"卵焼き","いか焼き","たい焼き","0","2410051","0","0","0","たこ焼き","1"
"味が無くなる","ボロボロ崩れる","水分が出てくる","0","2410052","0","0","0","赤く変色する","1"
"もみじ","すみれ","れんげ","0","2410053","0","0","0","さくら","1"
"タケノコ","ツナ","牛肉","0","2410054","0","0","0","グリンピース","1"
"ソーサー","タンブラー","デミタス","0","2410055","0","0","0","ジョッキ","1"
"水ようかん","きんつば","くず餅","0","2410056","0","0","0","ぜんざい","1"
"きしめん","ラーメン","そば","0","2410057","0","0","0","うどん","1"
"プレーンオムレツ","サニーサイドアップ","スクランブルエッグ","0","2410058","0","0","0","ポーチドエッグ","1"
"サラ","ガリ","ネタ","0","2410059","0","0","0","サビ","1"
"ムシエラルゴ商社","メイケオール結社","メルクリウス財団","0","2411001","0","0","0","マリネリウス財閥","1"
"レッツ！テオゴニア！","アドベンチャー","キャラバン","0","2411002","0","0","0","オニギリすごろく","1"
"ソル","マナ","ルピ","0","2411003","0","0","0","ジュエル","1"
"リノ","タマキ","アユミ","0","2411004","0","0","0","スズメ","1"
"デイリー帳","予定表","予定帳","0","2411005","0","0","0","一括スキップ","1"
"金髪","黒髪","白髪","0","2420001","0","0","0","茶髪","1"
"気象予言士","気象予告士","気象予報士","0","2420002","0","0","0","気象予想士","1"
"ジェネシス","ジェネラル","ジェネリック","0","2420003","0","0","0","ジェネレーション","1"
"9","3","7","0","2420004","0","0","0","1","1"
"はかま","茶托","コースター","0","2420005","0","0","0","ソーサー","1"
"作戦会議","世間話会議","井戸端会議","0","2420006","0","0","0","お茶の間会議","1"
"八部衆","十二神将","七福神","0","2420008","0","0","0","四天王","1"
"WT","TO","WC","0","2420009","0","0","0","TW","1"
"延長保険","終期保険","終身保険","0","2420011","0","0","0","終末保険","1"
"パタンナー","グレーダー","ドナー","0","2420012","0","0","0","レシピエント","1"
"司法書士","弁護士","検察官","0","2420013","0","0","0","裁判官","1"
"クリスマスイブ","春分の日","大晦日","0","2420014","0","0","0","元旦","1"
"イグアス式海岸","リアル式海岸","リアス式海岸","0","2420016","0","0","0","シワス式海岸","1"
"さら梅雨","ばら梅雨","から梅雨","0","2420017","0","0","0","たら梅雨","1"
"かんがい","氷害","冷害","0","2420018","0","0","0","水害","1"
"ボールボーイ","カウボーイ","ベルボーイ","0","2420019","0","0","0","トムボーイ","1"
"アイスクリーム","クレープ","ドーナツ","0","2420020","0","0","0","ケーキ","1"
"216回","54回","108回","0","2420021","0","0","0","27回","1"
"デノミネーション","スタグネーション","インフレーション","0","2420023","0","0","0","デフレーション","1"
"忍法試験","違法試験","司法試験","0","2420025","0","0","0","憲法試験","1"
"乾燥している地域","海に近い地域","雪の多い地域","0","2420028","0","0","0","気温の高い地域","1"
"地震が起こる状態","面積が狭い状態","人口が減った状態","0","2420029","0","0","0","気温が低い状態","1"
"クリーニングボウル","サラダボウル","フィンガーボウル","0","2420030","0","0","0","ウォッシュボウル","1"
"※","！？","！","0","2420031","0","0","0","？","1"
"どれも同じ","茶さじ","大さじ","0","2420032","0","0","0","小さじ","1"
"美容師専門","役者専門","ペット専門","0","2420033","0","0","0","子供専門","1"
"ハリメグラス","オペラグラス","ステンドグラス","0","2420035","0","0","0","サングラス","1"
"葛粉","白玉粉","片栗粉","0","2420036","0","0","0","小麦粉","1"
"みがきにしん","アンチョビ","くさや","0","2420039","0","0","0","しょっつる","1"
"羊","鶏","牛","0","2420040","0","0","0","豚","1"
"縁","鉛","塩","0","2420042","0","0","0","煙","1"
"蒸し餃子","焼き餃子","水餃子","0","2420046","0","0","0","揚げ餃子","1"
"ワイングラス","ステンドグラス","レモングラス","0","2420048","0","0","0","ビールグラス","1"
"大豆","小麦","米","0","2420049","0","0","0","ジャガイモ","1"
"羊肉","豚肉","鶏肉","0","2420051","0","0","0","牛肉","1"
"ねぎ","かきあげ","卵","0","2420052","0","0","0","鶏肉","1"
"秋","春","夏","0","2420053","0","0","0","冬","1"
"12cc","3cc","5cc","0","2420054","0","0","0","10cc","1"
"シロ","ムラサキ","シャリ","0","2420055","0","0","0","アガリ","1"
"カプサイシン","カプレーゼ","カプチーノ","0","2420056","0","0","0","カプリチオ","1"
"冷や奴","味噌汁","炒め物","0","2420057","0","0","0","揚げ物","1"
"気球巻き","馬車巻き","軍艦巻き","0","2420058","0","0","0","客船巻き","1"
"日本酒","焼酎","緑茶","0","2420059","0","0","0","麦茶","1"
"ミディアム","ミディアムレア","レア","0","2420060","0","0","0","ウェルダン","1"
"ストロベリージャム","ソーセージ","ホイップクリーム","0","2420061","0","0","0","マシュマロ","1"
"Connecting Happy！！","Lost Princess","Mirage Game","0","2421001","0","0","0","Precious Journey","1"
"つなぐもの","Connecting Happy！！","茜色の寄り道","0","2421002","0","0","0","Precious Journey","1"
"2人","4人","5人","0","2421003","0","0","0","3人","1"
"フィッシャーマン・ジーク","カズヒコ","カズマサ","0","2421004","0","0","0","マサカズ","1"
"魔物","木材","お菓子","0","2421005","0","0","0","鉄","1"
"DOS","SSD","CPU","0","2430001","0","0","0","GPS","1"
"抱き枕","腕枕","北枕","0","2430002","0","0","0","膝枕","1"
"6．6平方メートル","5．5平方メートル","3．3平方メートル","0","2430003","0","0","0","4．4平方メートル","1"
"10親等","9親等","6親等","0","2430004","0","0","0","3親等","1"
"B4","A4","B5","0","2430005","0","0","0","A3","1"
"パタンナー","グレーダー","レシピエント","0","2430006","0","0","0","ドナー","1"
"遺愛分","遺令分","遺留分","0","2430007","0","0","0","遺訓分","1"
"銀行","税務署","保健所","0","2430008","0","0","0","小学校","1"
"火災保険 ","家族傷害保険","自賠責保険","0","2430009","0","0","0","個人年金保険","1"
"固定電話","電気","水道","0","2430010","0","0","0","ガス","1"
"遠くの病院でもらう薬","高くてなかなか手に入らない薬","周りを糖分でくるんだ薬","0","2430011","0","0","0","すぐに効き目が出る薬","1"
"確定資産","行動資産","流動資産","0","2430015","0","0","0","固定資産","1"
"銀婚式","敬老の日","成人式","0","2430016","0","0","0","誕生日","1"
"カマキリ講","クラゲ講","ネズミ講","0","2430017","0","0","0","カラス講","1"
"B5","B4","A3","0","2430018","0","0","0","A4","1"
"指示標識","警戒標識","規制標識","0","2430019","0","0","0","案内標識","1"
"亜寒帯","時間帯","岩田帯","0","2430020","0","0","0","眼帯","1"
"20キロ","40キロ","30キロ","0","2430021","0","0","0","50キロ","1"
"割引チケットの色","運転手の制服の色","ナンバープレートの色","0","2430022","0","0","0","車体の色","1"
"夏至","土用","節分","0","2430023","0","0","0","立春","1"
"0人","3人","2人","0","2430024","0","0","0","1人","1"
"NUMBER","COUNTRY","ROUTE","0","2430025","0","0","0","ROAD","1"
"印鑑登録証明書","課税証明書","戸籍謄本","0","2430026","0","0","0","住民票","1"
"御内儀","御洗浄","御手洗","0","2430027","0","0","0","御不浄","1"
"藪入り","お蔵入り","お国入り","0","2430028","0","0","0","都入り","1"
"牢獄","地獄","疑獄","0","2430029","0","0","0","脱獄","1"
"東","北","北西","0","2430030","0","0","0","北東","1"
"いきさつ","ひっさつ","おさつ","0","2430031","0","0","0","ぼさつ","1"
"育児手帳","臨月手帳","母子健康手帳","0","2430032","0","0","0","子宝手帳","1"
"つつじ肉","ぼたん肉","さくら肉","0","2430034","0","0","0","もみじ肉","1"
"キャッチャー液","ライト液","バッター液","0","2430041","0","0","0","ピッチャー液","1"
"ジンギスカン","肉じゃが","すきやき","0","2430042","0","0","0","しゃぶしゃぶ","1"
"白菜","シイタケ","しらたき","0","2430043","0","0","0","長ネギ","1"
"コンニャクイモ","サトイモ","サツマイモ","0","2430044","0","0","0","ジャガイモ","1"
"サトイモ","ジャガイモ","コンニャクイモ","0","2430046","0","0","0","サツマイモ","1"
"イワシ","シャケ","カツオ","0","2430047","0","0","0","マグロ","1"
"イルカ","マグロ","サメ","0","2430048","0","0","0","クジラ","1"
"オクラ","ハクサイ","ネギ","0","2430049","0","0","0","ダイコン","1"
"泥水","酢","塩水","0","2430052","0","0","0","真水","1"
"ピーカン","ピタパン","ピータン","0","2430053","0","0","0","ピーターパン","1"
"パテ","スフレ","ピューレ","0","2430054","0","0","0","グラッセ","1"
"プラリネ","エシャロット","クルトン","0","2430056","0","0","0","テリーヌ","1"
"樫むき","松むき","桂むき","0","2430058","0","0","0","杉むき","1"
"きんつば","わらび餅","ういろう","0","2430060","0","0","0","ようかん","1"
"ブイヤベース","オムレツ","パエリア","0","2430061","0","0","0","ラザニア","1"
"裸の冒険者","冒険の始まり","冒険への初立","0","2431001","0","0","0","駆けだしの冒険者","1"
"美の伝道者","ユキのビューティーチェック","ユキの審美会","0","2431002","0","0","0","美の饗宴","1"
"断崖の遺跡","蒼海の孤塔","毒瘴の闇稜","0","2431003","0","0","0","緑竜の骸嶺","1"
"ノウェムの過ぎ去りし日々","追憶のメモリー","追想のデフラグ","0","2431004","0","0","0","ムイミの思い出","1"
"フェアリーテイルは夢の中","Seize The Day！","私色STORY","0","2431005","0","0","0","GREEDY LOVE","1"
"フォックス","フィーネ","フォルテ","0","2510003","0","0","0","ファイン","1"
"ビオラ","バイオリン","コントラバス","0","2510004","0","0","0","チェロ","1"
"i","d","f","0","2510005","0","0","0","g","1"
"第一バイオリン","最年長","指揮者","0","2510006","0","0","0","作曲者","1"
"このあいだはどうも","ひさしぶり","しばらく","0","2510007","0","0","0","ごぶさた","1"
"Create Voice","Commercial Voice","Character Voice","0","2510008","0","0","0","Cuter Voice","1"
"バンドルソフト","スタートソフト","ローンチソフト","0","2510009","0","0","0","キラーソフト","1"
"ちょこ毛","盛り髪","アホ毛","0","2510010","0","0","0","縦ロール","1"
"どれも同じ","チェス","オセロ","0","2510012","0","0","0","将棋","1"
"歩兵","角行","王将","0","2510013","0","0","0","飛車","1"
"爆風","北風","木枯らし","0","2510014","0","0","0","そよ風","1"
"モンスーン","タイフーン","スコール","0","2510015","0","0","0","ハリケーン","1"
"ふち","とろ","しけ","0","2510016","0","0","0","なぎ","1"
"ベビン","ブビン","ボビン","0","2510018","0","0","0","バビン","1"
"クリミア","プレミア","カシミア","0","2510019","0","0","0","ボヘミア","1"
"ボディーソープ","リンス","トリートメント","0","2510022","0","0","0","シャンプー","1"
"マラカス","ヒトカラ","マスカラ","0","2510023","0","0","0","チーク","1"
"スカッド","スリット","ステッチ","0","2510025","0","0","0","ステップ","1"
"バイト","バイプレーヤー","バイヤー","0","2510027","0","0","0","バインダー","1"
"井戸水","上水","硬水","0","2510028","0","0","0","軟水","1"
"リインカーネーション","エクトプラズム","ポルターガイスト","0","2510029","0","0","0","テンプテーション","1"
"将棋の駒","麻雀牌","サイコロ","0","2510030","0","0","0","トランプ","1"
"五目並べ","麻雀","囲碁","0","2510031","0","0","0","将棋","1"
"ライフハザード","マネーハザード","モラルハザード","0","2510032","0","0","0","バイオハザード","1"
"ハッパ","ラパン","バラン","0","2510033","0","0","0","バリン","1"
"包丁をさびつかせる","包丁を油まみれにする","包丁を軽く温める","0","2510035","0","0","0","包丁をよく冷やす","1"
"リュリュ","キュキュ","シュシュ","0","2510038","0","0","0","チュチュ","1"
"プリーツ","ストール","デニール","0","2510039","0","0","0","パニール","1"
"除算液","除名液","除光液","0","2510040","0","0","0","除湿液","1"
"ミラージュ","コサージュ","ルージュ","0","2510041","0","0","0","ベージュ","1"
"アンチドレッシング","アンチクレンジング","アンチエイジング","0","2510042","0","0","0","アンチクルージング","1"
"フルハウス","フラッシュ","ワンペア","0","2510043","0","0","0","スリーカード","1"
"チー","ポン","ツモ","0","2510044","0","0","0","ロン","1"
"5月5日","6月6日","8月8日","0","2510046","0","0","0","7月7日","1"
"D","B","C","0","2510047","0","0","0","A","1"
"頭打ち","舌打ち","峰打ち","0","2510048","0","0","0","耳打ち","1"
"タンカー","深夜バス","タクシー","0","2510050","0","0","0","トラック","1"
"キリ","キク","ヒマワリ","0","2510051","0","0","0","タチバナ","1"
"高価な食材の順番","カロリーの高い順番","使っている量の多い順番","0","2510053","0","0","0","味の強い順番","1"
"セットリスト","プレイヤー","フライヤー","0","2510054","0","0","0","ドライヤー","1"
"ドリームジャスティス","ダンスジョグ","ディスクジョッキー","0","2510056","0","0","0","デジタルジョーカー","1"
"バク転","回転","暗転","0","2510057","0","0","0","側転","1"
"ブロードバンド","ハズバンド","ブラスバンド","0","2510058","0","0","0","ビッグバンド","1"
"角","銀","歩","0","2510059","0","0","0","金","1"
"エンカ音","ロック音","ラップ音","0","2510060","0","0","0","ジャズ音","1"
"体育館","保健室","プール","0","2511001","0","0","0","職員室","1"
"3.5","6.5","5.5","0","2511002","0","0","0","4.5","1"
"サレン","シオリ","ヒヨリ","0","2511003","0","0","0","レイ","1"
"ちぇる～ん☆チエルちゃん","いつでもチエルちゃん","おしゃべりチエルちゃん","0","2511004","0","0","0","どこでもチエルちゃん","1"
"タワー・オブ・クレジッタ","クレジッタ・ビルディング","クレジッタ・タワー","0","2511005","0","0","0","リッチモンド・タワー","1"
"6月22日","7月7日","7月2日","0","2520001","0","0","0","6月27日","1"
"髪切り","身切り","骨切り","0","2520002","0","0","0","皮切り","1"
"はなし","まわし","にぎり","0","2520004","0","0","0","さわり","1"
"天狗鉤","自分鉤","自在鉤","0","2520006","0","0","0","自由鉤","1"
"チョチョ","チェチェ","チュチュ","0","2520007","0","0","0","チャチャ","1"
"ヘアーフィッシング","ヘビーフィッシング","フライフィッシング","0","2520009","0","0","0","ライトフィッシング","1"
"針","浮き","重り","0","2520010","0","0","0","糸","1"
"静語り","直語り","素語り","0","2520011","0","0","0","生語り","1"
"支点","屋点","野点","0","2520012","0","0","0","露点","1"
"ブリッジ","グランジ","フリンジ","0","2520013","0","0","0","ステージ","1"
"セレモニー","セールスランキング","セレクトショップ","0","2520015","0","0","0","セパレート","1"
"スコート","オーバーニーソックス","プルオーバー","0","2520016","0","0","0","レギンス","1"
"ポリッジ","オートミール","グラノーラ","0","2520018","0","0","0","コーンフレーク","1"
"プレイヤード","ブリザード","ティアード","0","2520020","0","0","0","ワイアード","1"
"テスティモニアル広告","シズル広告","サブリミナル広告","0","2520022","0","0","0","ティーザー広告","1"
"6本","8本","4本","0","2520023","0","0","0","5本","1"
"カルテット","デュオ","クインテット","0","2520024","0","0","0","トリオ","1"
"テノール","バリトン","メゾソプラノ","0","2520025","0","0","0","メゾアルト","1"
"ギンガム","タータン","アーガイル","0","2520026","0","0","0","マドラス","1"
"仏滅","大安","先勝","0","2520028","0","0","0","先負","1"
"U","T","R","0","2520029","0","0","0","S","1"
"将棋","花札","囲碁","0","2520033","0","0","0","麻雀","1"
"6月1日","9月1日","8月1日","0","2520034","0","0","0","7月1日","1"
"膝","尻","足の裏","0","2520035","0","0","0","まぶた","1"
"ぎゅうひ売り","すあま売り","ういろう売り","0","2520037","0","0","0","ようかん売り","1"
"サークル","フレーム","バルーン","0","2520038","0","0","0","クラウド","1"
"クラブのキング","スペードのキング","ハートのキング","0","2520039","0","0","0","ダイヤのキング","1"
"ラピスラズリ","ターコイズ","アメシスト","0","2520040","0","0","0","ルビー","1"
"御化暦","太陰暦","太陽暦 ","0","2520042","0","0","0","地球暦 ","1"
"31年目","21年目","1年目","0","2520043","0","0","0","11年目","1"
"鎖編み","細編み","メリヤス編み","0","2520044","0","0","0","長編み","1"
"四暗刻","大三元","天和","0","2520045","0","0","0","字一色","1"
"ファイブカード","フルハウス","フラッシュ","0","2520047","0","0","0","ストレート","1"
"山","瀞","海","0","2520048","0","0","0","川","1"
"リシェ","カシェ","サシェ","0","2520049","0","0","0","ラシェ","1"
"南西","北西","北東","0","2520050","0","0","0","南東","1"
"クルクルネック","クルブシネック","クルーネック","0","2520051","0","0","0","クルーザーネック","1"
"ドールカラー","パールカラー","アースカラー","0","2520052","0","0","0","ピーチカラー","1"
"せっぱ","せっさ","かっさ","0","2520054","0","0","0","かっぱ","1"
"ピースオン","ページオン","ロールオン","0","2520055","0","0","0","キープオン","1"
"ストーカー","サイドカー","チョーカー","0","2520056","0","0","0","ウーファー","1"
"20組","30組","26組","0","2520058","0","0","0","24組","1"
"デュオ","トリオ","カルテット","0","2520059","0","0","0","クインテット","1"
"オシロスコープ","バロメーター","メトロノーム","0","2520060","0","0","0","クロノグラフ","1"
"きく","のむ","さす","0","2520061","0","0","0","うつ","1"
"至高のドラゴンテイルおでん","雲海の魔物肉","ゴールデン無限おにぎり","0","2521001","0","0","0","天露の金甘水","1"
"蜜","肉","卵","0","2521002","0","0","0","ご飯","1"
"弓","だいじょぶマイフレンドくん1号","土鍋","0","2521003","0","0","0","キャンプ道具","1"
"龍の翼","竜の翼","龍の卵","0","2521004","0","0","0","竜の卵","1"
"カヤと掃除をする","ホマレにいたずらをする","ホマレの部屋で写真を撮る","0","2521005","0","0","0","龍の卵をカジノ王から盗む","1"
"スーパータイピング","ノールックタイピング","タッチタイピング","0","2530001","0","0","0","シャドータイピング","1"
"スイートスポット","ソルトスポット","タイドプール","0","2530002","0","0","0","ソルトプール","1"
"シャークトゥース","キャメルトゥース","ハウンドトゥース","0","2530003","0","0","0","キャットトゥース","1"
"ニンジンカン","カボチャカン","ナスカン","0","2530004","0","0","0","イモカン","1"
