8ec33b1beb602686b8105c36e2b6a74b554c214166d183e706c7d2e455951ec4,de214712657351cc4d49e261457dfb22eddebdb2c38063be390c0cec32d2fecc,84273b421d0b16737fa9c2d3c38721cb01e5f71410baaf15a584a676715bf0fe,6134d99cac65b183987328159bbfd437b718d2f8eeb2d329050acb45ed38ea54,2fddd367c00b7f4cf8f86dd178ee0103b593b0613b5b5bcfb80273592a644efc,5b1a2769e31574b098ec50c07ea3a295f6afc8dc88df36e683569846278876e0,b1831264f55b102d746f630193add3143d4dea24b0fbe2b14973e512039ce5aa,d9c74660b99d75287fd08ca057f1ba12d804d2cd6bc2ec94777a8909f7dfde03,6b093ef6e76969dcf334d9831130ae3e6a58c43545c9b487225c9aca8a8a2a6b,c1427d24ed9baf4dd592e1f52b828de285f5c92b5033dc20281f563a68e8026c,1aab82a8af9e876b7a4f86e936eda7994a9cd7d25e000d6c023d4e8ada213a36
"","93","","","0","","0.7","1009804","","","1009804074"
"","3","","","lsv_talk_surprise_R2","0.2","102011","1009804","1","","1009804075"
"","21","","0","vo_lsv_0427","","vo_lsv","1009804","0","","1009804076"
"0","11","1","1","ええっ、そんなにちっちゃく？\nおにいちゃん、すっご～い！","0","102011","1009804","10","0","1009804077"
"","91","","","","","0","1009804","","","1009804078"
"","3","","","lsv_idle_normal_joyR","0.2","102011","1009804","1","","1009804079"
"","3","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","0","103611","1009804","0","0.2","1009804080"
"","21","","0","vo_lsv_0428","","vo_lsv","1009804","0","","1009804081"
"0","11","1","1","かなりの手先の器用さと\n集中力を求められますね…\nまさに職人技です。","0","103611","1009804","10","0","1009804082"
"","91","","","","","0","1009804","","","1009804083"
"","3","","","lsv_idle_arm_crossed","0.2","103611","1009804","1","","1009804084"
"","3","","","lsv_talk_bitter","0.2","100411","1009804","1","","1009804085"
"","21","","0","vo_lsv_0429","","vo_lsv","1009804","0","","1009804086"
"0","11","1","1","考えただけでミソギには\n難しそうだな～\n…だから応援だけにするねっ♪","0","100411","1009804","10","0","1009804087"
"","91","","","","","0","1009804","","","1009804088"
"","3","","","lsv_idle_bitter","0.2","100411","1009804","1","","1009804089"
"","101","","","","","1009804137","1009804","","","1009804090"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009804","0","0.2","1009804091"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009804","0","0.2","1009804092"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009804","0","0.2","1009804093"
"","93","","","0","","0.1","1009804","","","1009804094"
"","2","2","0.33","-200","","102011","1009804","-235","0.2","1009804095"
"","2","2","0.33","100","","103611","1009804","-220","0.2","1009804096"
"","2","2","0.33","270","","100411","1009804","-250","0.2","1009804097"
"","93","","","0","","0.7","1009804","","","1009804098"
"","3","1","lsv_exactly_joy_loop","lsv_exactly_joy_in","0","100411","1009804","0","0.2","1009804099"
"","21","","0","vo_lsv_0430","","vo_lsv","1009804","0","","1009804100"
"0","11","1","1","それ、いいっ！　いいよ！\nにいちゃん、わかってるー！\nそういうのロマンだよね！","0","100411","1009804","10","0","1009804101"
"","91","","","","","0","1009804","","","1009804102"
"","3","","","lsv_idle_wish_joy","0.2","100411","1009804","1","","1009804103"
"","3","","","lsv_talk_thinking_anger","0.2","103611","1009804","1","","1009804104"
"","21","","0","vo_lsv_0431","","vo_lsv","1009804","0","","1009804105"
"0","11","1","1","ミソギ、好きそうだよね。\n…でも、どれくらい\n大きいのかな？","0","103611","1009804","10","0","1009804106"
"","91","","","","","0","1009804","","","1009804107"
"","3","","","lsv_idle_thinking_anger","0.2","103611","1009804","1","","1009804108"
"","3","","","lsv_talk_memory_dere2","0.2","102011","1009804","1","","1009804109"
"","21","","0","vo_lsv_0432","","vo_lsv","1009804","0","","1009804110"
"0","11","1","1","う～ん…\nお城よりおっきいかも！\nかっこいいね～♪","0","102011","1009804","10","0","1009804111"
"","91","","","","","0","1009804","","","1009804112"
"","101","","","","","1009804137","1009804","","","1009804113"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009804","0","0.2","1009804114"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009804","0","0.2","1009804115"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009804","0","0.2","1009804116"
"","93","","","0","","0.1","1009804","","","1009804117"
"","2","2","0.33","-200","","102011","1009804","-235","0.2","1009804118"
"","2","2","0.33","100","","103611","1009804","-220","0.2","1009804119"
"","2","2","0.33","270","","100411","1009804","-250","0.2","1009804120"
"","93","","","0","","0.7","1009804","","","1009804121"
"","3","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","0","103611","1009804","0","0.2","1009804122"
"","21","","0","vo_lsv_0433","","vo_lsv","1009804","0","","1009804123"
"0","11","1","1","……\nいい着眼点ですね。","0","103611","1009804","10","0","1009804124"
"","91","","","","","0","1009804","","","1009804125"
"","3","","","lsv_idle_arm_crossed_joy","0.2","103611","1009804","1","","1009804126"
"","3","1","lsv_talk_surprise","lsv_surprise","0","100411","1009804","0","0.2","1009804127"
"","21","","0","vo_lsv_0434","","vo_lsv","1009804","0","","1009804128"
"0","11","1","1","なんか、すごい納得してる！？\nま、ぬいぐるみがいいのは\nなんとなくわかるけどねー","0","100411","1009804","10","0","1009804129"
"","91","","","","","0","1009804","","","1009804130"
"","3","","","lsv_idle_surprise","0.2","100411","1009804","1","","1009804131"
"","3","","","lsv_talk_joy3","0.2","102011","1009804","1","","1009804132"
"","21","","0","vo_lsv_0435","","vo_lsv","1009804","0","","1009804133"
"0","11","1","1","じゃあ、今からみんなで\n作ってみようよ～\nとってもかわいいぬいぐるみ♪","0","102011","1009804","10","0","1009804134"
"","91","","","","","0","1009804","","","1009804135"
"","101","","","","","1009804137","1009804","","","1009804136"
"","91","","","","","0","1009804","","","1009804137"
"","102","","","","","","1009804","","","1009804138"
"","22","","","0.2","","0","1009804","","","1009804139"
"","93","","","","","0.2","1009804","","","1009804140"
"0","12","0","0","8","0","102011","1009804","1","0","1009804141"
"","3","","","lsv_talk_guts2_joy_loop","0.2","102011","1009804","1","","1009804142"
"","93","","","0","","3","1009804","","","1009804143"
"","3","","","lsv_idle_normal_joyR","0.2","102011","1009804","1","","1009804144"
"0","12","0","0","7","0","103611","1009804","1","0","1009804145"
"","3","","","lsv_talk_surprise_kira","0.2","103611","1009804","1","","1009804146"
"","93","","","0","","3","1009804","","","1009804147"
"","3","","","lsv_idle_joy","0.2","103611","1009804","1","","1009804148"
"0","12","0","0","2","0","100411","1009804","1","0","1009804149"
"","3","1","lsv_talk_cool_bitter_loop","lsv_talk_cool_bitter","0","100411","1009804","0","0.2","1009804150"
"","93","","","0","","3","1009804","","","1009804151"
"","3","","","lsv_idle_cool","0.2","100411","1009804","1","","1009804152"
"","101","","","","","1009804141","1009804","","","1009804153"
"","6","0","1","1","1","333","1009804","1","0","1009804154"
"","4","","","1","","102011","1009804","","","1009804155"
"","3","","","lsv_run","0.2","102011","1009804","1","","1009804156"
"","2","0","0.8","-750","","102011","1009804","-235","","1009804157"
"","4","","","0","","103611","1009804","","","1009804158"
"","3","","","lsv_run","0.2","103611","1009804","1","","1009804159"
"","2","0","0.8","750","","103611","1009804","-220","","1009804160"
"","4","","","0","","100411","1009804","","","1009804161"
"","3","","","lsv_run","0.2","100411","1009804","1","","1009804162"
"","2","0","0.8","850","","100411","1009804","-250","","1009804163"
"","93","","","","","0.6","1009804","","","1009804164"
"","6","0","1","1","0.2","102011","1009804","1","0","1009804165"
"","6","0","1","1","0.2","103611","1009804","1","0","1009804166"
"","6","0","1","1","0.2","100411","1009804","1","0","1009804167"
"","91","","","","","0","1009804","","","1009804168"
"lsv_idle_normal","1","-235","-650","100411","1.95","1","1009805","102","0","1009805001"
"lsv_idle_normal","1","-220","650","102011","1.95","1","1009805","100","1","1009805002"
"lsv_idle_normal","1","-250","750","103611","1.95","1","1009805","101","1","1009805003"
"lsv_white_loop","5","0","0","333","1","1","1009805","0","0","1009805004"
"","6","0","1","1","0","333","1009805","1","0","1009805005"
"","6","0","1","1","0","100411","1009805","1","0","1009805006"
"","6","0","1","1","0","102011","1009805","1","0","1009805007"
"","6","0","1","1","0","103611","1009805","1","0","1009805008"
"","93","","","0","","1","1009805","","","1009805009"
"","6","0.4","1","1","0.8","333","1009805","1","0","1009805010"
"","3","","","lsv_run","0.2","100411","1009805","1","","1009805011"
"","2","0","1","-200","","100411","1009805","-235","","1009805012"
"","6","1","1","1","0.4","100411","1009805","1","0","1009805013"
"","3","","","lsv_walk_surprise","0.2","102011","1009805","1","","1009805014"
"","2","0","2","100","","102011","1009805","-220","","1009805015"
"","6","1","1","1","0.4","102011","1009805","1","0","1009805016"
"","3","","","lsv_walk_surprise","0.2","103611","1009805","1","","1009805017"
"","2","0","2","270","","103611","1009805","-250","","1009805018"
"","6","1","1","1","0.4","103611","1009805","1","0","1009805019"
"","93","","","0","","1","1009805","","","1009805020"
"","3","","","lsv_idle_joy_normal","0.2","100411","1009805","1","","1009805021"
"","93","","","0","","1","1009805","","","1009805022"
"","3","","","lsv_idle_normal","0.2","102011","1009805","1","","1009805023"
"","3","","","lsv_idle_normal","0.2","103611","1009805","1","","1009805024"
"","93","","","0","","0.6","1009805","","","1009805025"
"","3","1","lsv_talk_guts1_loop","lsv_talk_guts1","0","100411","1009805","0","0.2","1009805026"
"","21","","0","vo_lsv_0521","","vo_lsv","1009805","0","","1009805027"
"0","11","1","1","罠をしかけた結果はっぴょー！\n結果は～…？","0","100411","1009805","10","0","1009805028"
"","91","","","","","0","1009805","","","1009805029"
"","3","","","lsv_talk_anger_dead","0.2","100411","1009805","1","","1009805030"
"","21","","0","vo_lsv_0522","","vo_lsv","1009805","0","","1009805031"
"0","11","1","1","一匹も\n捕まえられませんでした！\nがっくし！","0","100411","1009805","10","0","1009805032"
"","91","","","","","0","1009805","","","1009805033"
"","3","","","lsv_idle_anger1","0.2","100411","1009805","1","","1009805034"
"","3","","","lsv_talk_normal_sad","0.2","102011","1009805","1","","1009805035"
"","21","","0","vo_lsv_0523","","vo_lsv","1009805","0","","1009805036"
"0","11","1","1","残念だったね～\nやっぱり罠が少なかったの\nかなぁ？","0","102011","1009805","10","0","1009805037"
"","91","","","","","0","1009805","","","1009805038"
"","3","","","lsv_idle_normal","0.2","102011","1009805","1","","1009805039"
"","3","","","lsv_talk_joy1_sad","0.2","103611","1009805","1","","1009805040"
"","21","","0","vo_lsv_0524","","vo_lsv","1009805","0","","1009805041"
"0","11","1","1","というか、カブトムシを\n捕まえたら\n何をするつもりだったの？","0","103611","1009805","10","0","1009805042"
"","91","","","","","0","1009805","","","1009805043"
"","3","","","lsv_idle_normal","0.2","103611","1009805","1","","1009805044"
"","3","1","lsv_talk_arm_crossed_loop_anger","lsv_talk_arm_crossed_anger","0","100411","1009805","0","0.2","1009805045"
"","21","","0","vo_lsv_0525","","vo_lsv","1009805","0","","1009805046"
"0","11","1","1","ふっふっふ…！\nそれはもちろん！\n…考えてなかったなー","0","100411","1009805","10","0","1009805047"
"","91","","","","","0","1009805","","","1009805048"
"","3","","","lsv_idle_arm_crossed_anger","0.2","100411","1009805","1","","1009805049"
"","3","","","lsv_idle_bitter","0.2","102011","1009805","1","","1009805050"
"","3","","","lsv_talk_tsun_sad","0.2","103611","1009805","1","","1009805051"
"","21","","0","vo_lsv_0526","","vo_lsv","1009805","0","","1009805052"
"0","11","1","1","ええっ？\n一応、自由研究だって\nいうから付き合ったのに…！","0","103611","1009805","10","0","1009805053"
"","91","","","","","0","1009805","","","1009805054"
"","3","","","lsv_idle_wish_sad","0.2","103611","1009805","1","","1009805055"
"","3","","","lsv_talk_cool_bitter_loop","0.2","100411","1009805","1","","1009805056"
"","21","","0","vo_lsv_0527","","vo_lsv","1009805","0","","1009805057"
"0","11","1","1","あ、あはははー\n…ちなみに、にいちゃんなら\nどんなことをしたい？","0","100411","1009805","10","0","1009805058"
"","91","","","","","0","1009805","","","1009805059"
"","3","","","lsv_idle_cool","0.2","100411","1009805","1","","1009805060"
"","3","1","lsv_look_idle_normal","lsv_choice","0","100411","1009805","0","0.2","1009805061"
"","3","1","lsv_look_idle_normal","lsv_choice","0","102011","1009805","0","0.2","1009805062"
"","3","1","lsv_look_idle_normal","lsv_choice","0","103611","1009805","0","0.2","1009805063"
"","93","","","0","","0.1","1009805","","","1009805064"
"","2","2","0.33","-452","","100411","1009805","-235","0.2","1009805065"
"","2","2","0.33","420","","102011","1009805","-220","0.2","1009805066"
"","2","2","0.33","545","","103611","1009805","-250","0.2","1009805067"
"","22","","","0","0.2","0","1009805","1","","1009805068"
"","103","","","1009805072","","カブトムシバトル！","1009805","0","","1009805069"
"","103","","","1009805103","","観察日記を書く。","1009805","0","","1009805070"
"","103","","","1009805127","","捕まえることがロマン。","1009805","0","","1009805071"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009805","0","0.2","1009805072"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009805","0","0.2","1009805073"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009805","0","0.2","1009805074"
"","93","","","0","","0.1","1009805","","","1009805075"
"","2","2","0.33","-200","","100411","1009805","-235","0.2","1009805076"
"","2","2","0.33","100","","102011","1009805","-220","0.2","1009805077"
"","2","2","0.33","270","","103611","1009805","-250","0.2","1009805078"
"","93","","","0","","0.7","1009805","","","1009805079"
"","3","1","lsv_exactly_joy_loop","lsv_exactly_joy_in","0","100411","1009805","0","0.2","1009805080"
"","3","","","lsv_idle_normal","0.2","103611","1009805","1","","1009805081"
"","21","","0","vo_lsv_0528","","vo_lsv","1009805","0","","1009805082"
"0","11","1","1","カブトムシといえば\nそれだよね！","0","100411","1009805","10","0","1009805083"
"","91","","","","","0","1009805","","","1009805084"
"","3","","","lsv_idle_joy","0.2","100411","1009805","1","","1009805085"
"","3","","","lsv_talk_thinking_anger","0.2","103611","1009805","1","","1009805086"
"","21","","0","vo_lsv_0529","","vo_lsv","1009805","0","","1009805087"
"0","11","1","1","うーん…カブトムシの\n強さを調べるとかなら\n自由研究になりそう…かも？","0","103611","1009805","10","0","1009805088"
"","91","","","","","0","1009805","","","1009805089"
"","3","","","lsv_idle_sad_normal","0.2","103611","1009805","1","","1009805090"
"","3","","","lsv_talk_joy1_normal","0.2","102011","1009805","1","","1009805091"
"","21","","0","vo_lsv_0530","","vo_lsv","1009805","0","","1009805092"
"0","11","1","1","でも、あんまり\n無茶なバトルはさせちゃ\nダメだよ？　ミミと約束ねっ。","0","102011","1009805","10","0","1009805093"
"","91","","","","","0","1009805","","","1009805094"
"","3","","","lsv_idle_normal_joyR","0.2","102011","1009805","1","","1009805095"
"","3","1","lsv_idle_normal","lsv_handsup_joy2","0","103611","1009805","0","0.2","1009805096"
"","3","1","lsv_idle_joy","lsv_handsup_joy","0","100411","1009805","0","0.2","1009805097"
"","21","","0","vo_lsv_0531","","vo_lsv","1009805","0","","1009805098"
"0","11","1","1","はーい！","0","103611","1009805","10","0","1009805099"
"0","11","1","1","はーい！","0","100411","1009805","10","0","1009805100"
"","91","","","","","0","1009805","","","1009805101"
"","101","","","","","1009805152","1009805","","","1009805102"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009805","0","0.2","1009805103"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009805","0","0.2","1009805104"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009805","0","0.2","1009805105"
"","93","","","0","","0.1","1009805","","","1009805106"
"","2","2","0.33","-200","","100411","1009805","-235","0.2","1009805107"
"","2","2","0.33","100","","102011","1009805","-220","0.2","1009805108"
"","2","2","0.33","270","","103611","1009805","-250","0.2","1009805109"
"","93","","","0","","0.7","1009805","","","1009805110"
"","3","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","0","103611","1009805","0","0.2","1009805111"
"","21","","0","vo_lsv_0532","","vo_lsv","1009805","0","","1009805112"
"0","11","1","1","それならわかります。\nきちんとした観察をすれば\n自然とお勉強になりますし。","0","103611","1009805","10","0","1009805113"
"","91","","","","","0","1009805","","","1009805114"
"","3","","","lsv_idle_arm_crossed_joy","0.2","103611","1009805","1","","1009805115"
"","3","","","lsv_talk_joy3_blink","0.2","102011","1009805","1","","1009805116"
"","21","","0","vo_lsv_0533","","vo_lsv","1009805","0","","1009805117"
"0","11","1","1","観察だったら\n海でもやったよね。\n楽しかったな～♪","0","102011","1009805","10","0","1009805118"
"","91","","","","","0","1009805","","","1009805119"
"","3","","","lsv_idle_normal_joyR","0.2","102011","1009805","1","","1009805120"
"","3","1","lsv_talk_guts2_anger_loop","lsv_talk_guts2_anger","0","100411","1009805","0","0.2","1009805121"
"","21","","0","vo_lsv_0534","","vo_lsv","1009805","0","","1009805122"
"0","11","1","1","そっか、あれならできそう！\nよーし、観察日記書くぞー！\n目指せっ、全カブトムシ制覇！","0","100411","1009805","10","0","1009805123"
"","91","","","","","0","1009805","","","1009805124"
"","3","","","lsv_idle_guts2_joy","0.2","100411","1009805","1","","1009805125"
"","101","","","","","1009805152","1009805","","","1009805126"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009805","0","0.2","1009805127"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009805","0","0.2","1009805128"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009805","0","0.2","1009805129"
"","93","","","0","","0.1","1009805","","","1009805130"
"","2","2","0.33","-200","","100411","1009805","-235","0.2","1009805131"
"","2","2","0.33","100","","102011","1009805","-220","0.2","1009805132"
"","2","2","0.33","270","","103611","1009805","-250","0.2","1009805133"
"","93","","","0","","0.7","1009805","","","1009805134"
"","3","","","lsv_talk_surprise","0.2","102011","1009805","1","","1009805135"
"","3","","","lsv_idle_normal","0.2","103611","1009805","1","","1009805136"
"","21","","0","vo_lsv_0535","","vo_lsv","1009805","0","","1009805137"
"0","11","1","1","捕まえるのがいいんだ～\nミソギちゃんもそうなの？","0","102011","1009805","10","0","1009805138"
"","91","","","","","0","1009805","","","1009805139"
"","3","","","lsv_idle_surprise","0.2","102011","1009805","1","","1009805140"
"","3","1","lsv_talk_arm_crossed_loop_anger","lsv_talk_arm_crossed_anger","0","100411","1009805","0","0.2","1009805141"
"","21","","0","vo_lsv_0536","","vo_lsv","1009805","0","","1009805142"
"0","11","1","1","…ふっ、やるね。\nそれでこそ、\nミソギのにいちゃんだよ。","0","100411","1009805","10","0","1009805143"
"","91","","","","","0","1009805","","","1009805144"
"","3","","","lsv_idle_arm_crossed_anger","0.2","100411","1009805","1","","1009805145"
"","3","","","lsv_talk_thinking_anger","0.2","103611","1009805","1","","1009805146"
"","21","","0","vo_lsv_0537","","vo_lsv","1009805","0","","1009805147"
"0","11","1","1","なんだか通じ合ってる…！\n…ロマンも自由研究の\nテーマになるのかな？","0","103611","1009805","10","0","1009805148"
"","91","","","","","0","1009805","","","1009805149"
"","3","","","lsv_idle_thinking_anger","0.2","103611","1009805","1","","1009805150"
"","101","","","","","1009805152","1009805","","","1009805151"
"","91","","","","","0","1009805","","","1009805152"
"","102","","","","","","1009805","","","1009805153"
"","22","","","0.2","","0","1009805","","","1009805154"
"","93","","","","","0.2","1009805","","","1009805155"
"0","12","0","0","7","0","100411","1009805","1","0","1009805156"
"","3","1","lsv_surprise3_kira_loop","lsv_surprise3_kira","0","100411","1009805","0","0.2","1009805157"
"","93","","","0","","3","1009805","","","1009805158"
"","3","","","lsv_idle_cool","0.2","100411","1009805","1","","1009805159"
"0","12","0","0","11","0","103611","1009805","1","0","1009805160"
"","3","1","lsv_talk_guts1_loop","lsv_talk_guts1","0","103611","1009805","0","0.2","1009805161"
"","93","","","0","","3","1009805","","","1009805162"
"","3","","","lsv_idle_joy","0.2","103611","1009805","1","","1009805163"
"0","12","0","0","5","0","102011","1009805","1","0","1009805164"
"","3","","","lsv_talk_wish_surprise","0.2","102011","1009805","1","","1009805165"
"","93","","","0","","3","1009805","","","1009805166"
"","3","","","lsv_idle_normal_joyR","0.2","102011","1009805","1","","1009805167"
"","101","","","","","1009805156","1009805","","","1009805168"
"","6","0","1","1","1","333","1009805","1","0","1009805169"
"","4","","","1","","100411","1009805","","","1009805170"
"","3","","","lsv_run","0.2","100411","1009805","1","","1009805171"
"","2","0","0.8","-750","","100411","1009805","-235","","1009805172"
"","4","","","0","","102011","1009805","","","1009805173"
"","3","","","lsv_run","0.2","102011","1009805","1","","1009805174"
"","2","0","0.8","750","","102011","1009805","-220","","1009805175"
"","4","","","0","","103611","1009805","","","1009805176"
"","3","","","lsv_run","0.2","103611","1009805","1","","1009805177"
"","2","0","0.8","850","","103611","1009805","-250","","1009805178"
"","93","","","","","0.6","1009805","","","1009805179"
"","6","0","1","1","0.2","100411","1009805","1","0","1009805180"
"","6","0","1","1","0.2","102011","1009805","1","0","1009805181"
"","6","0","1","1","0.2","103611","1009805","1","0","1009805182"
"","91","","","","","0","1009805","","","1009805183"
"lsv_idle_normal","1","-495","-200","122711","1.95","1","1009806","102","0","1009806001"
"lsv_idle_normal","1","-480","100","122911","1.95","1","1009806","100","1","1009806002"
"lsv_idle_normal","1","-510","270","122811","1.95","1","1009806","101","1","1009806003"
"lsv_white_loop","5","0","0","333","1","1","1009806","0","0","1009806004"
"","6","0","1","1","0","333","1009806","1","0","1009806005"
"","6","0","1","1","0","122711","1009806","1","0","1009806006"
"","6","0","1","1","0","122911","1009806","1","0","1009806007"
"","6","0","1","1","0","122811","1009806","1","0","1009806008"
"","93","","","0","","1","1009806","","","1009806009"
"","6","0.4","1","1","0.8","333","1009806","1","0","1009806010"
"","3","1","lsv_idle_normal","lsv_jump2","0.2","122711","1009806","0","0.2","1009806011"
"","3","1","lsv_idle_normal","lsv_jump2","0.2","122911","1009806","0","0.2","1009806012"
"","3","1","lsv_idle_normal","lsv_jump2","0.2","122811","1009806","0","0.2","1009806013"
"","93","","","","","0.3","1009806","","","1009806014"
"","2","0","0.75","-200","","122711","1009806","-235","","1009806015"
"","2","0","0.75","100","","122911","1009806","-220","","1009806016"
"","2","0","0.75","270","","122811","1009806","-250","","1009806017"
"","6","1","1","1","0.4","122711","1009806","1","0","1009806018"
"","6","1","1","1","0.4","122911","1009806","1","0","1009806019"
"","6","1","1","1","0.4","122811","1009806","1","0","1009806020"
"","12","","0","6","0","122711","1009806","0.2","0","1009806021"
"","12","","0","6","0","122911","1009806","0.2","0","1009806022"
"","12","","0","6","0","122811","1009806","0.2","0","1009806023"
"","93","","","0","","2","1009806","","","1009806024"
"","3","","","lsv_talk_normal","0.2","122711","1009806","1","","1009806025"
"","21","","0","vo_lsv_0621","","vo_lsv","1009806","0","","1009806026"
"0","11","1","1","海もよかったけど、\nプールはプールで楽しいよね。","0","122711","1009806","10","0","1009806027"
"","91","","","","","0","1009806","","","1009806028"
"","3","","","lsv_idle_normal","0.2","122711","1009806","1","","1009806029"
"","3","1","lsv_idle_normal","lsv_agree1","0","122811","1009806","0","0.2","1009806030"
"","3","1","lsv_idle_normal_joyR","lsv_agree2","0","122911","1009806","0","0.2","1009806031"
"","21","","0","vo_lsv_0622","","vo_lsv","1009806","0","","1009806032"
"0","11","1","1","ねー♪","0","122811","1009806","10","0","1009806033"
"0","11","1","1","ねー♪","0","122911","1009806","10","0","1009806034"
"","91","","","","","0","1009806","","","1009806035"
"","3","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","0","122711","1009806","0","0.2","1009806036"
"","21","","0","vo_lsv_0623","","vo_lsv","1009806","0","","1009806037"
"0","11","1","1","危険はないし、\n涼しくなれたし。\nあれくらいがちょうどいいよ。","0","122711","1009806","10","0","1009806038"
"","91","","","","","0","1009806","","","1009806039"
"","3","","","lsv_idle_arm_crossed_joy","0.2","122711","1009806","1","","1009806040"
"","3","","","lsv_talk_wish_joy","0.2","122911","1009806","1","","1009806041"
"","21","","0","vo_lsv_0624","","vo_lsv","1009806","0","","1009806042"
"0","11","1","1","キョウカちゃん、\nプールが大好きなんだね～♪","0","122911","1009806","10","0","1009806043"
"","91","","","","","0","1009806","","","1009806044"
"","3","","","lsv_idle_wish_joy","0.2","122911","1009806","1","","1009806045"
"","3","1","lsv_talk_cool_normal2_loop","lsv_talk_cool_normal2","0","122811","1009806","0","0.2","1009806046"
"","21","","0","vo_lsv_0625","","vo_lsv","1009806","0","","1009806047"
"0","11","1","1","次は大きいプールで\n思いっきり泳ぐのもいいよね！\nで、泳いだあとには～…","0","122811","1009806","10","0","1009806048"
"","91","","","","","0","1009806","","","1009806049"
"","3","","","lsv_idle_cool","0.2","122811","1009806","1","","1009806050"
"","3","1","lsv_look_idle_normal","lsv_choice","0","122711","1009806","0","0.2","1009806051"
"","3","1","lsv_look_idle_normal","lsv_choice","0","122911","1009806","0","0.2","1009806052"
"","3","1","lsv_look_idle_normal","lsv_choice","0","122811","1009806","0","0.2","1009806053"
"","93","","","0","","0.1","1009806","","","1009806054"
"","2","2","0.33","-452","","122711","1009806","-235","0.2","1009806055"
"","2","2","0.33","420","","122911","1009806","-220","0.2","1009806056"
"","2","2","0.33","545","","122811","1009806","-250","0.2","1009806057"
"","22","","","0","0.2","0","1009806","1","","1009806058"
"","103","","","1009806062","","アイスを食べよう。","1009806","0","","1009806059"
"","103","","","1009806086","","焼きそばを食べよう。","1009806","0","","1009806060"
"","103","","","1009806109","","ラムネを飲もう。","1009806","0","","1009806061"
"","3","1","lsv_idle_normal","lsv_choice","0","122711","1009806","0","0.2","1009806062"
"","3","1","lsv_idle_normal","lsv_choice","0","122911","1009806","0","0.2","1009806063"
"","3","1","lsv_idle_normal","lsv_choice","0","122811","1009806","0","0.2","1009806064"
"","93","","","0","","0.1","1009806","","","1009806065"
"","2","2","0.33","-200","","122711","1009806","-235","0.2","1009806066"
"","2","2","0.33","100","","122911","1009806","-220","0.2","1009806067"
"","2","2","0.33","270","","122811","1009806","-250","0.2","1009806068"
"","93","","","0","","0.7","1009806","","","1009806069"
"","3","","","lsv_talk_memory_dere2","0.2","122711","1009806","1","","1009806070"
"","21","","0","vo_lsv_0626","","vo_lsv","1009806","0","","1009806071"
"0","11","1","1","アイス…！\nおいしいですよね、\nアイスは…本当に。","0","122711","1009806","10","0","1009806072"
"","91","","","","","0","1009806","","","1009806073"
"","3","","","lsv_idle_memory2","0.2","122711","1009806","1","","1009806074"
"","3","1","lsv_talk_guts2_joy_loop","lsv_talk_guts2_joy","0","122811","1009806","0","0.2","1009806075"
"","21","","0","vo_lsv_0627","","vo_lsv","1009806","0","","1009806076"
"0","11","1","1","あー、話してたら\n食べたくなってきちゃった！\n今から食べに行こうよっ。","0","122811","1009806","10","0","1009806077"
"","91","","","","","0","1009806","","","1009806078"
"","3","","","lsv_idle_guts2_joy","0.2","122811","1009806","1","","1009806079"
"","3","","","lsv_talk_joy3","0.2","122911","1009806","1","","1009806080"
"","21","","0","vo_lsv_0628","","vo_lsv","1009806","0","","1009806081"
"0","11","1","1","うんっ。\nみゅ～ちゃんもいっしょにね♪\nどんなアイスが好きかな～？","0","122911","1009806","10","0","1009806082"
"","91","","","","","0","1009806","","","1009806083"
"","3","","","lsv_idle_joy","0.2","122911","1009806","1","","1009806084"
"","101","","","","","1009806133","1009806","","","1009806085"
"","3","1","lsv_idle_normal","lsv_choice","0","122711","1009806","0","0.2","1009806086"
"","3","1","lsv_idle_normal","lsv_choice","0","122911","1009806","0","0.2","1009806087"
"","3","1","lsv_idle_normal","lsv_choice","0","122811","1009806","0","0.2","1009806088"
"","93","","","0","","0.1","1009806","","","1009806089"
"","2","2","0.33","-200","","122711","1009806","-235","0.2","1009806090"
"","2","2","0.33","100","","122911","1009806","-220","0.2","1009806091"
"","2","2","0.33","270","","122811","1009806","-250","0.2","1009806092"
"","93","","","0","","0.7","1009806","","","1009806093"
