a36ee370f986f1bcd271d6faee9f2e87188c5066c9c6880c02ba460ecbdedd2b,f2c580a25a51b4ed47b0a40dac1427aa4ca9364611f5ef7cb89e56f7e669ec7d,767132435c7026bdb61d4a252ea9bf9cde98f68b81f1a024dc1165a2ae0de570,e925d4dea7656de6b8fd6c14caf43d09255423b1d5a33fca44d1cadbff2028af,1ade4480a5fdcb9473fb4facd658466cd60cfb511774f16799f80ed963465611,a8474f81bf18b1ed710b4c5a67ff46107bf37fbf83d77110b8c32b2385acb56f,0f3f420eaa5a9e361ca9db6e2f1e9b5bbbc482525c16530cfbd30d0557a553dd,0c453073002f63b158bb60a1e5f06ccdd8963da32b2a9018b5ccbb9fa6e07874,1fd8183cd71ff93d37811ad31149bff51a72e378d1d949e217ebfd1098e1b251,fa4571809ab718e1180f4b994d91b7736a3476af4096d6548f32cc01b3089d02,170c4d6b888c1905ae1c7ada9c81e15ccfa71d69dfe5900d37af2abe57a8b27a
"2.5","","896","93","","18960006","","","","",""
"vo_fpc","","896","21","0","18960007","","","","vo_fpc_89601",""
"1","33","901","1","-900","19010001","1.75","01_yukari_idle","-250","126811","0"
"3","34","901","5","-900","19010002","1.75","01_yukari_idle","-250","3","0"
"2","32","901","5","-900","19010003","1.75","cmn_boat_idle","-250","2","0"
"101","-900","901","31","-250","19010004","1","","1","126811",""
"se_10053800","1","901","23","","19010005","","","","se_fpc_water_random",""
"19010004","","901","91","","19010006","","","","0",""
"126811","-250","901","2","5.29411764705882","19010007","","","12","0",""
"3","-250","901","2","5.29411764705882","19010008","","","12","0",""
"2","-250","901","2","5.29411764705882","19010009","","","12","0",""
"126811","-250","901","33","5.29411764705882","19010010","","","12","0",""
"","","901","91","","19010011","","","","",""
"126811","0","901","3","01_yukari_talk_loop","19010012","0.1","","1","01_yukari_talk","0.1"
"3","0","901","3","01_yukari_talk_loop","19010013","0.1","","1","01_yukari_talk","0.1"
"2","1","901","3","","19010014","0.1","","","cmn_boat_idle",""
"4","","901","93","","19010015","","","","0",""
"vo_fpc","","901","21","0","19010016","","","","vo_fpc_20100",""
"126811","10","901","11","1","19010017","0","0.5","0","ぷはぁ～…","0"
"0","","901","91","","19010018","","","","",""
"0.5","","901","93","","19010019","","","","0",""
"vo_fpc","","901","21","0","19010020","","","","vo_fpc_20101",""
"126811","10","901","11","1","19010021","0","0.5","0","真夏のビーチで飲むのもいいけど\n真冬にこうしてプールで飲むってのも\nぜーたくでいいわねぇ…","0"
"0","","901","91","","19010022","","","","",""
"0.5","","901","93","","19010023","","","","0",""
"vo_fpc","","901","21","0","19010024","","","","vo_fpc_20102",""
"126811","10","901","11","1","19010025","0","0.5","0","せーきひ麦ひゅわとうりゃ麦、\n追加で入荷してもらうように\nアキノさんにらのんでおこーっと…","0"
"0","","901","91","","19010026","","","","",""
"0.5","","901","93","","19010027","","","","0",""
"126811","1","901","3","","19010028","0.1","","","01_yukari_talk2_loop",""
"3","1","901","3","","19010029","0.1","","","01_yukari_talk2_loop",""
"2","1","901","3","","19010030","0.1","","","cmn_boat_idle",""
"vo_fpc","","901","21","0","19010031","","","","vo_fpc_20103",""
"126811","10","901","11","1","19010032","0","0.5","0","それにひてもなんかぐらぐらするわね～\nプールなのにビッグウェーブでも\nきてるのかしら…って、うぷっ！","0"
"0","","901","91","","19010033","","","","",""
"126811","0","901","3","01_yukari_sick_1_loop","19010034","0.1","","1","01_yukari_sick_1","0.1"
"3","0","901","3","01_yukari_sick_1_loop","19010035","0.1","","1","01_yukari_sick_1","0.1"
"2","1","901","3","","19010036","0.1","","","cmn_boat_idle",""
"2","","901","93","","19010037","","","","0",""
"126811","0","901","3","01_yukari_sick_2_loop","19010038","0.1","","1","01_yukari_sick_2","0.1"
"3","0","901","3","01_yukari_sick_2_loop","19010039","0.1","","1","01_yukari_sick_2","0.1"
"2","1","901","3","","19010040","0.1","","","cmn_boat_idle",""
"vo_fpc","","901","21","0","19010041","","","","vo_fpc_20104",""
"126811","10","901","11","1","19010042","0","0.5","0","あ、だめ…\n私にもビッグウェーブが…\nた、耐えるのよ、ユカリぃ…","0"
"0","","901","91","","19010043","","","","",""
"0.5","","901","93","","19010044","","","","0",""
"126811","-250","901","2","4.52488687782805","19010045","","","","1000",""
"3","-250","901","2","4.52488687782805","19010046","","","","1000",""
"2","-250","901","2","4.52488687782805","19010047","","","","1000",""
"126811","-250","901","33","4.52488687782805","19010048","","","","1000",""
"0","","901","91","","19010049","","","","",""
"21","22","902","5","-780","19020001","1.75","02_neneka_floatRing","-180","1","0"
"21","12","902","5","-780","19020002","1.6625","02_neneka_floatRing","-125","2","0"
"21","32","902","5","-780","19020003","1.8375","02_neneka_floatRing","-250","3","0"
"21","22","902","5","-780","19020004","1.75","02_neneka_floatRing","-180","4","0"
"21","12","902","5","-780","19020005","1.6625","02_neneka_floatRing","-125","5","0"
"21","32","902","5","-780","19020006","1.8375","02_neneka_floatRing","-250","6","0"
"102","-780","902","31","-180","19020007","1","","1","1",""
"102","-780","902","31","-125","19020008","1","","1","2",""
"102","-780","902","31","-250","19020009","1","","1","3",""
"102","-780","902","31","-180","19020010","1","","1","4",""
"102","-780","902","31","-125","19020011","1","","1","5",""
"102","-780","902","31","-250","19020012","1","","1","6",""
"se_10053800","1","902","23","","19020013","","","","se_fpc_water_random",""
"19020012","","902","91","","19020014","","","","",""
"1","-180","902","2","4.58823529411765","19020015","","","12","0",""
"1","-180","902","33","4.58823529411765","19020016","","","12","0",""
"19020015","","902","91","","19020017","","","","",""
"vo_fpc","","902","21","0","19020018","","","","vo_fpc_20200",""
"1","10","902","11","1","19020019","0","0.5","0","ふむ…","0"
"0","","902","91","","19020020","","","","",""
"0.5","","902","93","","19020021","","","","0",""
"1","-180","902","2","3.70588235294118","19020022","","","12","150",""
"1","-180","902","33","3.70588235294118","19020023","","","12","150",""
"2","1","902","3","","19020024","0.1","","","02_neneka_floatRing",""
"2","-125","902","2","3.70588235294118","19020025","","","12","-150",""
"2","-125","902","33","3.70588235294118","19020026","","","12","-150",""
"19020025","","902","91","","19020027","","","","",""
"vo_fpc","","902","21","0","19020028","","","","vo_fpc_20201",""
"2","10","902","11","1","19020029","0","0.5","0","ただ流される、などという\n世の凡夫たちのような行いの\n何が楽しいのかと思っていましたが…","0"
"0","","902","91","","19020030","","","","",""
"0.5","","902","93","","19020031","","","","0",""
"1","-180","902","2","3.11764705882353","19020032","","","12","250",""
"1","-180","902","33","3.11764705882353","19020033","","","12","250",""
"2","-125","902","2","3.11764705882353","19020034","","","12","0",""
"2","-125","902","33","3.11764705882353","19020035","","","12","0",""
"3","1","902","3","","19020036","0.1","","","02_neneka_floatRing",""
"3","-250","902","2","3.11764705882353","19020037","","","12","-250",""
"3","-250","902","33","3.11764705882353","19020038","","","12","-250",""
"19020037","","902","91","","19020039","","","","",""
"vo_fpc","","902","21","0","19020040","","","","vo_fpc_20202",""
"3","10","902","11","1","19020041","0","0.5","0","これはこれで乙なものですね…\n今度ノウェムでも連れてきて\n流してみましょうか。","0"
"4.5","","902","93","","19020042","","","","1",""
"0.9","","902","93","","19020043","","","","0",""
"19020041","","902","91","","19020044","","","","",""
"4","1","902","3","","19020045","0.1","","","02_neneka_floatRing",""
"4","-180","902","2","7.37556561085973","19020046","","","","850",""
"4","-180","902","33","7.37556561085973","19020047","","","","850",""
"0.2","","902","93","","19020048","","","","0",""
"5","1","902","3","","19020049","0.1","","","02_neneka_floatRing",""
"1","-180","902","2","2.71493212669683","19020050","","","12","850",""
"1","-180","902","33","2.71493212669683","19020051","","","12","850",""
"0.2","","902","93","","19020052","","","","0",""
"2","-125","902","2","3.84615384615385","19020053","","","12","850",""
"2","-125","902","33","3.84615384615385","19020054","","","12","850",""
"0.1","","902","93","","19020055","","","","0",""
"3","-250","902","2","4.97737556561086","19020056","","","12","850",""
"3","-250","902","33","4.97737556561086","19020057","","","12","850",""
"1.5","","902","93","","19020058","","","","0",""
"5","-125","902","2","6.26923076923077","19020059","","","","850",""
"5","-125","902","33","6.26923076923077","19020060","","","","850",""
"1","","902","93","","19020061","","","","0",""
"6","1","902","3","","19020062","0.1","","","02_neneka_floatRing",""
"6","-250","902","2","6.63800904977376","19020063","","","","850",""
"6","-250","902","33","6.63800904977376","19020064","","","","850",""
"0","","902","91","","19020065","","","","",""
"1","","902","93","","19020066","","","","0",""
"0","","902","91","","19020067","","","","",""
"1","12","903","1","-750","19030001","1.4875","03_cmn_walk_styk_N2","-15","113211","0"
"1","12","903","1","750","19030002","1.4875","03_cmn_run_def_N","-15","113311","0"
"se_10053800","1","903","23","","19030003","","","","se_fpc_water_random",""
"19030002","","903","91","","19030004","","","","0",""
"113211","-15","903","2","3.52941176470588","19030005","","","","-150",""
"1.5","","903","93","","19030006","","","","0",""
"113311","-15","903","2","2.71493212669683","19030007","","","","150",""
"19030005","","903","91","","19030008","","","","",""
"113211","1","903","3","","19030009","0.1","","","03_cmn_idol_def_N",""
"19030007","","903","91","","19030010","","","","",""
"113311","1","903","3","","19030011","0.3","","","03_nanaka_gufufu",""
"0.3","","903","93","","19030012","","","","0",""
"vo_fpc","","903","21","0","19030013","","","","vo_fpc_20300",""
"113311","10","903","11","1","19030014","0","0.5","0","ぐっふっふ、\nさすがアンナたそ♪","0"
"0","","903","91","","19030015","","","","",""
"0.5","","903","93","","19030016","","","","0",""
"vo_fpc","","903","21","0","19030017","","","","vo_fpc_20301",""
"113311","10","903","11","1","19030018","0","0.5","0","ナナカちゃんセレクトの伝説のスク水を\n完璧に着こなしておりますなあ！","0"
"0","","903","91","","19030019","","","","",""
"0.5","","903","93","","19030020","","","","0",""
"113211","1","903","3","","19030021","0.1","","","03_anna_shy",""
"vo_fpc","","903","21","0","19030022","","","","vo_fpc_20302",""
"113211","10","903","11","1","19030023","0","0.5","0","なっ、これは他に持ってないから\n仕方なくだなあ…","0"
"0","","903","91","","19030024","","","","",""
"0.5","","903","93","","19030025","","","","0",""
"vo_fpc","","903","21","0","19030026","","","","vo_fpc_20303",""
"113311","10","903","11","1","19030027","0","0.5","0","だいじょぶだいじょぶ、\n似合ってるのはホントだってば！","0"
"0","","903","91","","19030028","","","","",""
"0.5","","903","93","","19030029","","","","0",""
"vo_fpc","","903","21","0","19030030","","","","vo_fpc_20304",""
"113311","10","903","11","1","19030031","0","0.5","0","それともぉ…\nこっちの水着と交換してみる？","0"
"0","","903","91","","19030032","","","","",""
"0.5","","903","93","","19030033","","","","0",""
"113211","0","903","3","03_anna_pui_loop","19030034","0.1","","1","03_anna_pui_in",""
"vo_fpc","","903","21","0","19030035","","","","vo_fpc_20305",""
"113211","10","903","11","1","19030036","0","0.5","0","それはそれで恥ずかしいじゃないか！","0"
"0","","903","91","","19030037","","","","",""
"0.5","","903","93","","19030038","","","","0",""
"vo_fpc","","903","21","0","19030039","","","","vo_fpc_20306",""
"113211","10","903","11","1","19030040","0","0.5","0","わ、我には友が選んでくれた\nこのスク水で十分だ！","0"
"0","","903","91","","19030041","","","","",""
"0.5","","903","93","","19030042","","","","0",""
"113311","1","903","4","","19030043","0.1","","","1",""
"113211","1","903","4","","19030044","0.1","","","1",""
"113311","1","903","3","","19030045","0.1","","","03_cmn_run_def_N",""
"113211","1","903","3","","19030046","0.1","","","03_cmn_walk_styk_N2",""
"113311","-15","903","2","2.71493212669683","19030047","","","","750",""
"113211","-15","903","2","3.52941176470588","19030048","","","","-750",""
"0","","903","91","","19030049","","","","",""
"1","22","904","1","-910","19040001","1.75","04_misogi_flutterKick_loop","-180","122811","0"
"1","12","904","1","-910","19040002","1.75","04_mimi_flutterKick_loop","-125","122911","0"
"1","22","904","1","-910","19040003","1.75","04_kyouka_flutterKick_loop","-180","122711","0"
"1","23","904","1","-910","19040004","1.75","04_yuni_flutterKick_loop","-180","129311","0"
"1","22","904","5","-910","19040005","1.75","cmn_swm_flutterKick_floatBoad","-180","1","0"
"3","24","904","5","-50","19040006","1.75","empty","-180","3","0"
"1","-910","904","31","-180","19040007","1","","1","1",""
"4","-910","904","31","-180","19040008","0","","1","11",""
"7","-910","904","31","-125","19040009","1","","1","2",""
"4","-910","904","31","-125","19040010","0","","1","21",""
"1","-910","904","31","-180","19040011","1","","1","3",""
"4","-910","904","31","-180","19040012","0","","1","31",""
"1","-910","904","31","-180","19040013","1","","1","4",""
"4","-50","904","31","-180","19040014","0","","1","41",""
"1006","-180","904","31","0","19040015","0","","1","1006",""
"se_10053800","1","904","23","","19040016","","","","se_fpc_water_random",""
"19040015","","904","91","","19040017","","","","0",""
"122811","-180","904","2","5.81447963800905","19040018","","","12","375",""
"1","-180","904","33","5.81447963800905","19040019","","","12","375",""
"11","-180","904","33","5.81447963800905","19040020","","","12","375",""
"","","904","91","","19040021","","","","",""
"1","","904","32","","19040022","","","","0",""
"11","","904","32","","19040023","","","","1",""
"122811","0","904","3","04_misogi_float_loop","19040024","0.1","","1","04_misogi_float_in","0.1"
"0.9","","904","93","","19040025","","","","0",""
"vo_fpc","","904","21","0","19040026","","","","vo_fpc_20400",""
"122811","10","904","11","1","19040027","0","0.5","0","わーい！　ミソギがいっちばーん！\nオニさんこっちらー！","0"
"0","","904","91","","19040028","","","","",""
"0.5","","904","93","","19040029","","","","0",""
"122911","-125","904","2","5.94117647058824","19040030","","","12","100",""
"2","-125","904","33","5.94117647058824","19040031","","","12","100",""
"21","-125","904","33","5.94117647058824","19040032","","","12","100",""
"2","","904","93","","19040033","","","","0",""
"vo_fpc","","904","21","0","19040034","","","","vo_fpc_20401",""
"122911","10","904","11","1","19040035","0","0.5","0","逃げろ逃げろ～！","0"
"19040032","","904","91","","19040036","","","","",""
"2","","904","32","","19040037","","","","0",""
"21","","904","32","","19040038","","","","1",""
"122911","0","904","3","04_mimi_float_loop","19040039","0.1","","1","04_mimi_float_in","0.1"
"122711","-180","904","2","5.40441176470588","19040040","","","12","-175",""
"3","-180","904","33","5.40441176470588","19040041","","","12","-175",""
"31","-180","904","33","5.40441176470588","19040042","","","12","-175",""
"2","","904","93","","19040043","","","","0",""
"vo_fpc","","904","21","0","19040044","","","","vo_fpc_20402",""
"122711","10","904","11","1","19040045","0","0","0","も～！　二人とも待ってよ～！","0"
"19040042","","904","91","","19040046","","","","",""
"3","","904","32","","19040047","","","","0",""
"31","","904","32","","19040048","","","","1",""
"122711","0","904","3","04_kyouka_float_loop","19040049","0.1","","1","04_kyouka_float_in","0.1"
"1.2","","904","93","","19040050","","","","0",""
"1006","","904","32","","19040051","","","","1",""
"0.8","","904","93","","19040052","","","","0",""
"1","","904","32","","19040053","","","","1",""
"11","","904","32","","19040054","","","","0",""
"2","","904","32","","19040055","","","","1",""
"21","","904","32","","19040056","","","","0",""
"3","","904","32","","19040057","","","","1",""
"31","","904","32","","19040058","","","","0",""
"122811","0","904","3","04_misogi_flutterKick_loop","19040059","0.1","","1","04_misogi_flutterKick_in","0.1"
"122811","-180","904","2","2.82805429864253","19040060","","","","1000",""
"1","-180","904","33","2.82805429864253","19040061","","","","1000",""
"0.1","","904","93","","19040062","","","","0",""
"122911","0","904","3","04_mimi_flutterKick_loop","19040063","0.1","","1","04_mimi_flutterKick_in","0.1"
"122911","-125","904","2","4.07239819004525","19040064","","","","1000",""
"2","-125","904","33","4.07239819004525","19040065","","","","1000",""
"0.1","","904","93","","19040066","","","","0",""
"122711","0","904","3","04_kyouka_flutterKick_loop","19040067","0.1","","1","04_kyouka_flutterKick_in","0.1"
"122711","-180","904","2","5.31674208144796","19040068","","","","1000",""
"3","-180","904","33","5.31674208144796","19040069","","","","1000",""
"0.1","","904","93","","19040070","","","","0",""
"129311","-180","904","2","5.05882352941176","19040071","","","","-50",""
"4","-180","904","33","5.05882352941176","19040072","","","","-50",""
"1","-180","904","2","5.05882352941176","19040073","","","","-50",""
"2","","904","93","","19040074","","","","0",""
"vo_fpc","","904","21","0","19040075","","","","vo_fpc_20403",""
"129311","10","904","11","1","19040076","0","0.5","0","わーい♪","0"
"2.75882352941176","","904","93","","19040077","","","","0",""
"3","0","904","3","04_yuni_flutterKick_pause_loop","19040078","0.1","","1","04_yuni_flutterKick_pause_in","0.1"
"129311","0","904","3","04_yuni_flutterKick_pause_loop","19040079","0.1","","1","04_yuni_flutterKick_pause_in","0.1"
"1","0","904","3","04_yuni_flutterKick_pause_loop","19040080","0.1","","1","04_yuni_flutterKick_pause_in","0.1"
"0.3","","904","93","","19040081","","","","0",""
"vo_fpc","","904","21","0","19040082","","","","vo_fpc_20404",""
"4","","904","32","","19040083","","","","0",""
"41","","904","32","","19040084","","","","1",""
"5","","904","93","","19040085","","","","0",""
"3","0","904","3","","19040086","0.1","","","empty",""
"129311","0","904","3","04_yuni_flutterKick_loop","19040087","0.2","","1","04_yuni_flutterKick_in","0.1"
"1","0","904","3","cmn_swm_flutterKick_floatBoad","19040088","0.2","","1","04_yuni_flutterKick_in","0.1"
"4","","904","32","","19040089","","","","1",""
"41","","904","32","","19040090","","","","0",""
"129311","-180","904","2","6.17647058823529","19040091","","","","1000",""
"1","-180","904","2","6.17647058823529","19040092","","","","1000",""
"4","-180","904","33","6.17647058823529","19040093","","","","1000",""
"0.3","","904","93","","19040094","","","","0",""
"vo_fpc","","904","21","0","19040095","","","","vo_fpc_20405",""
"129311","10","904","11","1","19040096","0","0.5","0","わーいわーい♪","0"
"19040091","","904","91","","19040097","","","","",""
"1","12","905","1","-910","19050001","1.75","cmn_swm_flutterKick","-125","117111","0"
"1","22","905","1","-910","19050002","1.75","cmn_swm_flutterKick","-180","117011","0"
"1","12","905","1","750","19050003","1.4875","cmn_walk_r","-15","107611","0"
"7","-910","905","31","-125","19050004","1","","1","1",""
"4","-910","905","31","-125","19050005","0","","1","11",""
"1","-910","905","31","-180","19050006","1","","1","2",""
"4","-910","905","31","-180","19050007","0","","1","21",""
"se_10053800","1","905","23","","19050008","","","","se_fpc_water_random",""
"19050007","","905","91","","19050009","","","","0",""
"117111","-125","905","2","5.35294117647059","19050010","","","12","0",""
"1","-125","905","33","5.35294117647059","19050011","","","12","0",""
"11","-125","905","33","5.35294117647059","19050012","","","12","0",""
"","","905","91","","19050013","","","","",""
"1","","905","32","","19050014","","","","0",""
"11","","905","32","","19050015","","","","1",""
"117111","0","905","3","05_shizuru_search_loop","19050016","0.1","","1","05_shizuru_search_in","0.1"
"1","","905","93","","19050017","","","","0",""
"vo_fpc","","905","21","0","19050018","","","","vo_fpc_20500",""
"117111","10","905","11","1","19050019","0","0.5","0","うーん…おかしいなあ…\nここらへんで弟くんの「気」を\n感じたんだけど…","0"
"1.81764705882353","","905","93","","19050020","","","","1",""
"117011","-180","905","2","3.88235294117647","19050021","","","12","-250",""
"2","-180","905","33","3.88235294117647","19050022","","","12","-250",""
"21","-180","905","33","3.88235294117647","19050023","","","12","-250",""
"2.38235294117647","","905","93","","19050024","","","","0",""
"1.5","","905","93","","19050025","","","","0",""
"19050019","","905","91","","19050026","","","","",""
"19050021","","905","91","","19050027","","","","",""
"117011","0","905","3","05_eriko_talk_loop","19050028","0.1","","1","05_eriko_talk_in","0.1"
"2","","905","32","","19050029","","","","0",""
"21","","905","32","","19050030","","","","1",""
"vo_fpc","","905","21","0","19050031","","","","vo_fpc_20501",""
"117011","10","905","11","1","19050032","0","0.5","0","あのおかたのオーラの残滓…\n確かにこのあたりなのですが…","0"
"2.15294117647059","","905","93","","19050033","","","","1",""
"107611","-15","905","2","2.64705882352941","19050034","","","0","300",""
"1.14705882352941","","905","93","","19050035","","","","0",""
"1.5","","905","93","","19050036","","","","0",""
"19050032","","905","91","","19050037","","","","",""
"19050034","","905","91","","19050038","","","","",""
"107611","1","905","3","","19050039","0.2","","","05_kokkoro_talk",""
"vo_fpc","","905","21","0","19050040","","","","vo_fpc_20502",""
"107611","10","905","11","1","19050041","0","0.5","0","シズルさまにエリコさま、\nどうかされたのですか？","0"
"0","","905","91","","19050042","","","","",""
"0.5","","905","93","","19050043","","","","0",""
"117111","0","905","3","05_shizuru_greet_loop","19050044","0.1","","1","05_shizuru_greet_in","0.1"
"vo_fpc","","905","21","0","19050045","","","","vo_fpc_20503",""
"117111","10","905","11","1","19050046","0","0.5","0","あ、コッコロちゃん♪\nそっかー、コッコロちゃんに残った\n弟くんの「気」を感じちゃったんだね♪","0"
"0","","905","91","","19050047","","","","",""
"0.5","","905","93","","19050048","","","","0",""
"117011","0","905","3","05_eriko_pressure_loop","19050049","0.1","","1","05_eriko_pressure_in","0.1"
"vo_fpc","","905","21","0","19050050","","","","vo_fpc_20504",""
"117011","10","905","11","1","19050051","0","0.5","0","なんですか、その気持ちの悪い根拠は。\nそれよりも、あの方はどこにおられるのか\n知っているのでしょう？\n隠し立ては許しませんよ。","0"
"0","","905","91","","19050052","","","","",""
"0.5","","905","93","","19050053","","","","0",""
"107611","1","905","3","","19050054","0.3","","","05_kokkoro_talk2",""
"vo_fpc","","905","21","0","19050055","","","","vo_fpc_20505",""
"107611","10","905","11","1","19050056","0","0.5","0","隠し立てなど、そんな。","0"
"0","","905","91","","19050057","","","","",""
"0.5","","905","93","","19050058","","","","0",""
"107611","0","905","3","05_kokkoro_point_loop","19050059","0.1","","1","05_kokkoro_point_in","0.1"
"vo_fpc","","905","21","0","19050060","","","","vo_fpc_20506",""
"107611","10","905","11","1","19050061","0","0.5","0","主さまは先ほどあちらの方に\n流れていかれましたが…","0"
"0","","905","91","","19050062","","","","",""
"0.5","","905","93","","19050063","","","","0",""
"117111","0","905","3","05_shizuru_smile_loop","19050064","0.1","","1","05_shizuru_smile_in","0.1"
"vo_fpc","","905","21","0","19050065","","","","vo_fpc_20507",""
"117111","10","905","11","1","19050066","0","0.5","0","あっちね！\nよーし、お姉ちゃんが\n今すぐ助けにいくからね！","0"
"0","","905","91","","19050067","","","","",""
"0.5","","905","93","","19050068","","","","0",""
"117011","0","905","3","05_eriko_sad_loop","19050069","0.1","","1","05_eriko_sad_in","0.1"
"vo_fpc","","905","21","0","19050070","","","","vo_fpc_20508",""
"117011","10","905","11","1","19050071","0","0.5","0","ああ、なんということ…\n私が今お助けに向かいます！","0"
"0","","905","91","","19050072","","","","",""
"0.5","","905","93","","19050073","","","","0",""
"117111","0","905","3","05_shizuru_flutterKick_loop","19050074","0.1","","1","05_shizuru_flutterKick_in","0.1"
"117111","-125","905","2","2.66169816342827","19050075","","","","1000",""
"1","-125","905","33","2.66169816342827","19050076","","","","1000",""
"1","","905","32","","19050077","","","","1",""
"11","","905","32","","19050078","","","","0",""
"0.1","","905","93","","19050079","","","","0",""
"117011","0","905","3","05_eriko_flutterKick_loop","19050080","0.1","","1","05_eriko_flutterKick_in","0.1"
"117011","-180","905","2","3.14228255404726","19050081","","","","1000",""
"2","-180","905","33","3.14228255404726","19050082","","","","1000",""
"2","","905","32","","19050083","","","","1",""
"21","","905","32","","19050084","","","","0",""
"19050081","","905","91","","19050085","","","","",""
"107611","0","905","3","05_kokkoro_talk3_loop","19050086","0.1","","1","05_kokkoro_talk3_in","0.1"
"vo_fpc","","905","21","0","19050087","","","","vo_fpc_20509",""
"107611","10","905","11","1","19050088","0","0.5","0","行ってしまわれました…","0"
"0","","905","91","","19050089","","","","",""
"0.5","","905","93","","19050090","","","","0",""
"vo_fpc","","905","21","0","19050091","","","","vo_fpc_20510",""
"107611","10","905","11","1","19050092","0","0.5","0","あのお二人が揃われると\n何が起こるか心配ですね…","0"
"0","","905","91","","19050093","","","","",""
"0.5","","905","93","","19050094","","","","0",""
"vo_fpc","","905","21","0","19050095","","","","vo_fpc_20511",""
"107611","10","905","11","1","19050096","0","0.5","0","主さまの前で暴走されぬよう\nわたくしが見張っておかねば…！","0"
"0","","905","91","","19050097","","","","",""
"0.5","","905","93","","19050098","","","","0",""
"107611","-15","905","2","1.65912518853695","19050099","","","0","850",""
"107611","1","905","3","","19050100","0.2","","","05_kokkoro_run",""
"vo_fpc","","905","21","0","19050101","","","","vo_fpc_20512",""
"107611","10","905","11","1","19050102","0","0.5","0","主さまー！","0"
"0","","905","91","","19050103","","","","",""
"0.5","","905","93","","19050104","","","","0",""
"19050099","","905","91","","19050105","","","","",""
"1","22","906","1","-850","19060001","1.75","cmn_float","-180","126911","0"
"1","12","906","1","-850","19060002","1.75","cmn_float","-125","117311","0"
"6","-850","906","31","-180","19060003","1","","1","11",""
"1007","-850","906","31","-180","19060004","0","","1","10071",""
"6","-850","906","31","-125","19060005","1","","1","21",""
"1007","-850","906","31","-125","19060006","0","","1","10072",""
"1008","-850","906","31","-125","19060007","0","","1","10081",""
"se_10053800","1","906","23","","19060008","","","","se_fpc_water_random",""
"19060007","","906","91","","19060009","","","","0",""
"126911","-180","906","2","6.25","19060010","","","12","0",""
"11","-180","906","33","6.25","19060011","","","12","0",""
"10071","-180","906","33","6.25","19060012","","","12","0",""
"3","","906","93","","19060013","","","","0",""
"vo_fpc","","906","21","0","19060014","","","","vo_fpc_20600",""
"126911","1","906","3","","19060015","0.2","","","06_cmn_float_sing",""
"10071","","906","32","","19060016","","","","1",""
"19060010","","906","91","","19060017","","","","",""
"126911","1","906","3","","19060018","0.2","","","cmn_float",""
"vo_fpc","","906","21","0","19060019","","","","vo_fpc_20601",""
"126911","10","906","11","1","19060020","0","0.5","0","たまには、こういう所も\n悪くないかも…","0"
"0","","906","91","","19060021","","","","",""
"0.5","","906","93","","19060022","","","","0",""
"117311","-125","906","2","5.14705882352941","19060023","","","12","-150",""
"21","-125","906","33","5.14705882352941","19060024","","","12","-150",""
"10072","-125","906","33","5.14705882352941","19060025","","","12","-150",""
"10081","-125","906","33","5.14705882352941","19060026","","","12","-150",""
"126911","-180","906","2","5.14705882352941","19060027","","","12","150",""
"11","-180","906","33","5.14705882352941","19060028","","","12","150",""
"10071","-180","906","33","5.14705882352941","19060029","","","12","150",""
"2.5","","906","93","","19060030","","","","0",""
"vo_fpc","","906","21","0","19060031","","","","vo_fpc_20602",""
"126911","1","906","3","","19060032","0.2","","","06_cmn_float_sing",""
"117311","1","906","3","","19060033","0.2","","","06_cmn_float_sing",""
"10071","","906","32","","19060034","","","","0",""
"10071","","906","32","","19060035","","","","1",""
"10072","","906","32","","19060036","","","","1",""
"19060029","","906","91","","19060037","","","","",""
"126911","","906","4","","19060038","","","","1",""
"11","-180","906","33","0","19060039","","","","180",""
"126911","0","906","3","06_ranpha_float_shy","19060040","0.1","","1","06_ranpha_float_notice","0.1"
"117311","1","906","3","","19060041","","","","cmn_float","0.1"
"vo_fpc","","906","21","0","19060042","","","","vo_fpc_20603",""
"126911","10","906","11","1","19060043","0","0.5","0","あっ…","0"
"0","","906","91","","19060044","","","","",""
"0.5","","906","93","","19060045","","","","0",""
"117311","0","906","3","06_chika_float_notice","19060046","0.1","","1","06_chika_float_notice_in","0.1"
"vo_fpc","","906","21","0","19060047","","","","vo_fpc_20604",""
"117311","10","906","11","1","19060048","0","0.5","0","ごめんなさい、素敵な歌だったから\nつい合わせてしまって…\nお邪魔でしたよね。","0"
"0","","906","91","","19060049","","","","",""
"0.5","","906","93","","19060050","","","","0",""
"vo_fpc","","906","21","0","19060051","","","","vo_fpc_20605",""
"126911","10","906","11","1","19060052","0","0.5","0","ううん…\nそっちも、とても素敵な歌…\nだから、よければもう少し、\nこのまま…","0"
"0","","906","91","","19060053","","","","",""
"0.5","","906","93","","19060054","","","","0",""
"117311","1","906","3","","19060055","0.2","","","06_chika_float_smile",""
"vo_fpc","","906","21","0","19060056","","","","vo_fpc_20606",""
"117311","10","906","11","1","19060057","0","0.5","0","はい。","0"
"0","","906","91","","19060058","","","","",""
"0.5","","906","93","","19060059","","","","0",""
"vo_fpc","","906","21","0","19060060","","","","vo_fpc_20607",""
"126911","1","906","3","","19060061","0.2","","","06_cmn_float_sing",""
"117311","1","906","3","","19060062","0.2","","","06_cmn_float_sing",""
"10071","","906","32","","19060063","","","","0",""
