0e38b691b4ee48aa937f93b6faf5ac9bbd902ffd9c60d159c749d17ea5d9693c,621227b3e80a1053093a6177a2a838baf82d93fb5b2f9a18346778d76d035235,d64ae0622414d0f9ad41c3aec04cfe534eba713dbfa2a43422aeec302ed4978d,09f35eeee0a183219ea77ed1fa967c80947d81fc8d8d29f13d47cb1e7b867d81,6c417c014bfc901dc4d279fe22861af468ddef738899be6e561e5330970f98a1
"22002","1","72018011","2","20018022"
"91002","30","72018012","8","20018023"
"22002","1","72018012","2","20018024"
"91002","30","72018013","8","20018025"
"22002","1","72018013","2","20018026"
"91002","30","72018014","8","20018027"
"22002","1","72018014","2","20018028"
"91002","200","72018015","8","20018029"
"22002","1","72018015","2","20018030"
"91002","60","72018016","8","20018031"
"22002","2","72018016","2","20018032"
"91002","60","72018017","8","20018033"
"22002","2","72018017","2","20018034"
"91002","60","72018018","8","20018035"
"22002","2","72018018","2","20018036"
"91002","60","72018019","8","20018037"
"22002","2","72018019","2","20018038"
"91002","300","72018020","8","20018039"
"22002","2","72018020","2","20018040"
"111201","1","72018021","1","20018041"
"31112","10","72018022","2","20018042"
"31036","10","72018022","2","20018043"
"31112","10","72018023","2","20018044"
"31036","10","72018023","2","20018045"
"91002","30","72019001","8","20019001"
"22002","1","72019001","2","20019002"
"91002","30","72019002","8","20019003"
"22002","1","72019002","2","20019004"
"91002","30","72019003","8","20019005"
"22002","1","72019003","2","20019006"
"91002","30","72019004","8","20019007"
"22002","1","72019004","2","20019008"
"91002","30","72019005","8","20019009"
"22002","1","72019005","2","20019010"
"91002","30","72019006","8","20019011"
"22002","1","72019006","2","20019012"
"91002","30","72019007","8","20019013"
"22002","1","72019007","2","20019014"
"91002","30","72019008","8","20019015"
"22002","1","72019008","2","20019016"
"91002","30","72019009","8","20019017"
"22002","1","72019009","2","20019018"
"91002","30","72019010","8","20019019"
"22002","1","72019010","2","20019020"
"91002","30","72019011","8","20019021"
"22002","1","72019011","2","20019022"
"91002","30","72019012","8","20019023"
"22002","1","72019012","2","20019024"
"91002","30","72019013","8","20019025"
"22002","1","72019013","2","20019026"
"91002","30","72019014","8","20019027"
"22002","1","72019014","2","20019028"
"91002","200","72019015","8","20019029"
"22002","1","72019015","2","20019030"
"91002","60","72019016","8","20019031"
"22002","2","72019016","2","20019032"
"91002","60","72019017","8","20019033"
"22002","2","72019017","2","20019034"
"91002","60","72019018","8","20019035"
"22002","2","72019018","2","20019036"
"91002","60","72019019","8","20019037"
"22002","2","72019019","2","20019038"
"91002","300","72019020","8","20019039"
"22002","2","72019020","2","20019040"
"31037","5","72019021","2","20019041"
"31005","5","72019021","2","20019042"
"31037","5","72019022","2","20019043"
"31005","5","72019022","2","20019044"
"31037","10","72019023","2","20019045"
"31005","10","72019023","2","20019046"
"91002","30","72020001","8","20020001"
"22002","1","72020001","2","20020002"
"91002","30","72020002","8","20020003"
"22002","1","72020002","2","20020004"
"91002","30","72020003","8","20020005"
"22002","1","72020003","2","20020006"
"91002","30","72020004","8","20020007"
"22002","1","72020004","2","20020008"
"91002","30","72020005","8","20020009"
"22002","1","72020005","2","20020010"
"91002","30","72020006","8","20020011"
"22002","1","72020006","2","20020012"
"91002","30","72020007","8","20020013"
"22002","1","72020007","2","20020014"
"91002","30","72020008","8","20020015"
"22002","1","72020008","2","20020016"
"91002","30","72020009","8","20020017"
"22002","1","72020009","2","20020018"
"91002","30","72020010","8","20020019"
"22002","1","72020010","2","20020020"
"91002","30","72020011","8","20020021"
"22002","1","72020011","2","20020022"
"91002","30","72020012","8","20020023"
"22002","1","72020012","2","20020024"
"91002","30","72020013","8","20020025"
"22002","1","72020013","2","20020026"
"91002","30","72020014","8","20020027"
"22002","1","72020014","2","20020028"
"91002","200","72020015","8","20020029"
"22002","1","72020015","2","20020030"
"91002","60","72020016","8","20020031"
"22002","2","72020016","2","20020032"
"91002","60","72020017","8","20020033"
"22002","2","72020017","2","20020034"
"91002","60","72020018","8","20020035"
"22002","2","72020018","2","20020036"
"91002","60","72020019","8","20020037"
"22002","2","72020019","2","20020038"
"91002","300","72020020","8","20020039"
"22002","2","72020020","2","20020040"
"111601","1","72020021","1","20020041"
"31116","10","72020022","2","20020042"
"31044","10","72020022","2","20020043"
"31116","10","72020023","2","20020044"
"31044","10","72020023","2","20020045"
"2205","1","72020024","7","20020046"
"91002","30","72021001","8","20021001"
"22002","1","72021001","2","20021002"
"91002","30","72021002","8","20021003"
"22002","1","72021002","2","20021004"
"91002","30","72021003","8","20021005"
"22002","1","72021003","2","20021006"
"91002","30","72021004","8","20021007"
"22002","1","72021004","2","20021008"
"91002","30","72021005","8","20021009"
"22002","1","72021005","2","20021010"
"91002","30","72021006","8","20021011"
"22002","1","72021006","2","20021012"
"91002","30","72021007","8","20021013"
"22002","1","72021007","2","20021014"
"91002","30","72021008","8","20021015"
"22002","1","72021008","2","20021016"
"91002","30","72021009","8","20021017"
"22002","1","72021009","2","20021018"
"91002","30","72021010","8","20021019"
"22002","1","72021010","2","20021020"
"91002","30","72021011","8","20021021"
"22002","1","72021011","2","20021022"
"91002","30","72021012","8","20021023"
"22002","1","72021012","2","20021024"
"91002","30","72021013","8","20021025"
"22002","1","72021013","2","20021026"
"91002","30","72021014","8","20021027"
"22002","1","72021014","2","20021028"
"91002","200","72021015","8","20021029"
"22002","1","72021015","2","20021030"
"91002","60","72021016","8","20021031"
"22002","2","72021016","2","20021032"
"91002","60","72021017","8","20021033"
"22002","2","72021017","2","20021034"
"91002","60","72021018","8","20021035"
"22002","2","72021018","2","20021036"
"91002","60","72021019","8","20021037"
"22002","2","72021019","2","20021038"
"91002","300","72021020","8","20021039"
"22002","2","72021020","2","20021040"
"112101","1","72021021","1","20021041"
"31121","10","72021022","2","20021042"
"31021","10","72021022","2","20021043"
"31121","10","72021023","2","20021044"
"31021","10","72021023","2","20021045"
"91002","30","72022001","8","20022001"
"22002","1","72022001","2","20022002"
"91002","30","72022002","8","20022003"
"22002","1","72022002","2","20022004"
"91002","30","72022003","8","20022005"
"22002","1","72022003","2","20022006"
"91002","30","72022004","8","20022007"
"22002","1","72022004","2","20022008"
"91002","30","72022005","8","20022009"
"22002","1","72022005","2","20022010"
"91002","30","72022006","8","20022011"
"22002","1","72022006","2","20022012"
"91002","30","72022007","8","20022013"
"22002","1","72022007","2","20022014"
"91002","30","72022008","8","20022015"
"22002","1","72022008","2","20022016"
"91002","30","72022009","8","20022017"
"22002","1","72022009","2","20022018"
"91002","30","72022010","8","20022019"
"22002","1","72022010","2","20022020"
"91002","30","72022011","8","20022021"
"22002","1","72022011","2","20022022"
"91002","30","72022012","8","20022023"
"22002","1","72022012","2","20022024"
"91002","30","72022013","8","20022025"
"22002","1","72022013","2","20022026"
"91002","30","72022014","8","20022027"
"22002","1","72022014","2","20022028"
"91002","200","72022015","8","20022029"
"22002","1","72022015","2","20022030"
"91002","60","72022016","8","20022031"
"22002","2","72022016","2","20022032"
"91002","60","72022017","8","20022033"
"22002","2","72022017","2","20022034"
"91002","60","72022018","8","20022035"
"22002","2","72022018","2","20022036"
"91002","60","72022019","8","20022037"
"22002","2","72022019","2","20022038"
"91002","300","72022020","8","20022039"
"22002","2","72022020","2","20022040"
"112301","1","72022021","1","20022041"
"2307","1","72022022","7","20022042"
"2308","1","72022023","7","20022043"
"31123","10","72022024","2","20022044"
"31049","10","72022024","2","20022045"
"31123","10","72022025","2","20022046"
"31049","10","72022025","2","20022047"
"91002","30","72023001","8","20023001"
"22002","1","72023001","2","20023002"
"91002","30","72023002","8","20023003"
"22002","1","72023002","2","20023004"
"91002","30","72023003","8","20023005"
"22002","1","72023003","2","20023006"
"91002","30","72023004","8","20023007"
"22002","1","72023004","2","20023008"
"91002","30","72023005","8","20023009"
"22002","1","72023005","2","20023010"
"91002","30","72023006","8","20023011"
"22002","1","72023006","2","20023012"
"91002","30","72023007","8","20023013"
"22002","1","72023007","2","20023014"
"91002","30","72023008","8","20023015"
"22002","1","72023008","2","20023016"
"91002","30","72023009","8","20023017"
"22002","1","72023009","2","20023018"
"91002","30","72023010","8","20023019"
"22002","1","72023010","2","20023020"
"91002","30","72023011","8","20023021"
"22002","1","72023011","2","20023022"
"91002","30","72023012","8","20023023"
"22002","1","72023012","2","20023024"
"91002","30","72023013","8","20023025"
"22002","1","72023013","2","20023026"
"91002","30","72023014","8","20023027"
"22002","1","72023014","2","20023028"
"91002","200","72023015","8","20023029"
"22002","1","72023015","2","20023030"
"91002","60","72023016","8","20023031"
"22002","2","72023016","2","20023032"
"91002","60","72023017","8","20023033"
"22002","2","72023017","2","20023034"
"91002","60","72023018","8","20023035"
"22002","2","72023018","2","20023036"
"91002","60","72023019","8","20023037"
"22002","2","72023019","2","20023038"
"91002","300","72023020","8","20023039"
"22002","2","72023020","2","20023040"
"31107","5","72023021","2","20023041"
"31046","5","72023021","2","20023042"
"31107","5","72023022","2","20023043"
"31046","5","72023022","2","20023044"
"31107","10","72023023","2","20023045"
"31046","10","72023023","2","20023046"
"91002","30","72024001","8","20024001"
"22002","1","72024001","2","20024002"
"91002","30","72024002","8","20024003"
"22002","1","72024002","2","20024004"
"91002","30","72024003","8","20024005"
"22002","1","72024003","2","20024006"
"91002","30","72024004","8","20024007"
"22002","1","72024004","2","20024008"
"91002","30","72024005","8","20024009"
"22002","1","72024005","2","20024010"
"91002","30","72024006","8","20024011"
"22002","1","72024006","2","20024012"
"91002","30","72024007","8","20024013"
"22002","1","72024007","2","20024014"
"91002","30","72024008","8","20024015"
"22002","1","72024008","2","20024016"
"91002","30","72024009","8","20024017"
"22002","1","72024009","2","20024018"
"91002","30","72024010","8","20024019"
"22002","1","72024010","2","20024020"
"91002","30","72024011","8","20024021"
"22002","1","72024011","2","20024022"
"91002","30","72024012","8","20024023"
"22002","1","72024012","2","20024024"
"91002","30","72024013","8","20024025"
"22002","1","72024013","2","20024026"
"91002","30","72024014","8","20024027"
"22002","1","72024014","2","20024028"
"91002","200","72024015","8","20024029"
"22002","1","72024015","2","20024030"
"91002","60","72024016","8","20024031"
"22002","2","72024016","2","20024032"
"91002","60","72024017","8","20024033"
"22002","2","72024017","2","20024034"
"91002","60","72024018","8","20024035"
"22002","2","72024018","2","20024036"
"91002","60","72024019","8","20024037"
"22002","2","72024019","2","20024038"
"91002","300","72024020","8","20024039"
"22002","2","72024020","2","20024040"
"31028","5","72024021","2","20024041"
"31033","5","72024021","2","20024042"
"31028","5","72024022","2","20024043"
"31033","5","72024022","2","20024044"
"31028","10","72024023","2","20024045"
"31033","10","72024023","2","20024046"
"91002","30","72025001","8","20025001"
"22002","1","72025001","2","20025002"
"91002","30","72025002","8","20025003"
"22002","1","72025002","2","20025004"
"91002","30","72025003","8","20025005"
"22002","1","72025003","2","20025006"
"91002","30","72025004","8","20025007"
"22002","1","72025004","2","20025008"
"91002","30","72025005","8","20025009"
"22002","1","72025005","2","20025010"
"91002","30","72025006","8","20025011"
"22002","1","72025006","2","20025012"
"91002","30","72025007","8","20025013"
"22002","1","72025007","2","20025014"
"91002","30","72025008","8","20025015"
"22002","1","72025008","2","20025016"
"91002","30","72025009","8","20025017"
"22002","1","72025009","2","20025018"
"91002","30","72025010","8","20025019"
"22002","1","72025010","2","20025020"
"91002","30","72025011","8","20025021"
"22002","1","72025011","2","20025022"
"91002","30","72025012","8","20025023"
"22002","1","72025012","2","20025024"
"91002","30","72025013","8","20025025"
"22002","1","72025013","2","20025026"
"91002","30","72025014","8","20025027"
"22002","1","72025014","2","20025028"
"91002","200","72025015","8","20025029"
"22002","1","72025015","2","20025030"
"91002","60","72025016","8","20025031"
"22002","2","72025016","2","20025032"
"91002","60","72025017","8","20025033"
"22002","2","72025017","2","20025034"
"91002","60","72025018","8","20025035"
"22002","2","72025018","2","20025036"
"91002","60","72025019","8","20025037"
"22002","2","72025019","2","20025038"
"91002","300","72025020","8","20025039"
"22002","2","72025020","2","20025040"
"113001","1","72025021","1","20025041"
"31130","10","72025022","2","20025042"
"31065","10","72025022","2","20025043"
"31130","10","72025023","2","20025044"
"31065","10","72025023","2","20025045"
"91002","30","72026001","8","20026001"
"22002","1","72026001","2","20026002"
"91002","30","72026002","8","20026003"
"22002","1","72026002","2","20026004"
"91002","30","72026003","8","20026005"
"22002","1","72026003","2","20026006"
"91002","30","72026004","8","20026007"
"22002","1","72026004","2","20026008"
"91002","30","72026005","8","20026009"
"22002","1","72026005","2","20026010"
"91002","30","72026006","8","20026011"
"22002","1","72026006","2","20026012"
"91002","30","72026007","8","20026013"
"22002","1","72026007","2","20026014"
"91002","30","72026008","8","20026015"
"22002","1","72026008","2","20026016"
"91002","30","72026009","8","20026017"
"22002","1","72026009","2","20026018"
"91002","30","72026010","8","20026019"
"22002","1","72026010","2","20026020"
"91002","30","72026011","8","20026021"
"22002","1","72026011","2","20026022"
"91002","30","72026012","8","20026023"
"22002","1","72026012","2","20026024"
"91002","30","72026013","8","20026025"
"22002","1","72026013","2","20026026"
"91002","30","72026014","8","20026027"
"22002","1","72026014","2","20026028"
"91002","200","72026015","8","20026029"
"22002","1","72026015","2","20026030"
"91002","60","72026016","8","20026031"
"22002","2","72026016","2","20026032"
"91002","60","72026017","8","20026033"
"22002","2","72026017","2","20026034"
"91002","60","72026018","8","20026035"
"22002","2","72026018","2","20026036"
"91002","60","72026019","8","20026037"
"22002","2","72026019","2","20026038"
"91002","300","72026020","8","20026039"
"22002","2","72026020","2","20026040"
"113201","1","72026021","1","20026041"
"31132","10","72026022","2","20026042"
"31027","10","72026022","2","20026043"
"31132","10","72026023","2","20026044"
"31027","10","72026023","2","20026045"
"91002","30","72027001","8","20027001"
"22002","1","72027001","2","20027002"
"91002","30","72027002","8","20027003"
"22002","1","72027002","2","20027004"
"91002","30","72027003","8","20027005"
"22002","1","72027003","2","20027006"
"91002","30","72027004","8","20027007"
"22002","1","72027004","2","20027008"
"91002","30","72027005","8","20027009"
"22002","1","72027005","2","20027010"
"91002","30","72027006","8","20027011"
"22002","1","72027006","2","20027012"
"91002","30","72027007","8","20027013"
"22002","1","72027007","2","20027014"
"91002","30","72027008","8","20027015"
"22002","1","72027008","2","20027016"
"91002","30","72027009","8","20027017"
"22002","1","72027009","2","20027018"
"91002","30","72027010","8","20027019"
"22002","1","72027010","2","20027020"
"91002","30","72027011","8","20027021"
"22002","1","72027011","2","20027022"
"91002","30","72027012","8","20027023"
"22002","1","72027012","2","20027024"
"91002","30","72027013","8","20027025"
"22002","1","72027013","2","20027026"
"91002","30","72027014","8","20027027"
"22002","1","72027014","2","20027028"
"91002","200","72027015","8","20027029"
"22002","1","72027015","2","20027030"
"91002","60","72027016","8","20027031"
"22002","2","72027016","2","20027032"
"91002","60","72027017","8","20027033"
"22002","2","72027017","2","20027034"
"91002","60","72027018","8","20027035"
"22002","2","72027018","2","20027036"
"91002","60","72027019","8","20027037"
"22002","2","72027019","2","20027038"
"91002","300","72027020","8","20027039"
"22002","2","72027020","2","20027040"
"113501","1","72027021","1","20027041"
"31135","10","72027022","2","20027042"
"31023","10","72027022","2","20027043"
"31135","10","72027023","2","20027044"
"31023","10","72027023","2","20027045"
"91002","30","72028001","8","20028001"
"22002","1","72028001","2","20028002"
"91002","30","72028002","8","20028003"
"22002","1","72028002","2","20028004"
"91002","30","72028003","8","20028005"
"22002","1","72028003","2","20028006"
"91002","30","72028004","8","20028007"
"22002","1","72028004","2","20028008"
"91002","30","72028005","8","20028009"
"22002","1","72028005","2","20028010"
"91002","30","72028006","8","20028011"
"22002","1","72028006","2","20028012"
"91002","30","72028007","8","20028013"
"22002","1","72028007","2","20028014"
"91002","30","72028008","8","20028015"
"22002","1","72028008","2","20028016"
"91002","30","72028009","8","20028017"
"22002","1","72028009","2","20028018"
"91002","30","72028010","8","20028019"
"22002","1","72028010","2","20028020"
"91002","30","72028011","8","20028021"
"22002","1","72028011","2","20028022"
"91002","30","72028012","8","20028023"
"22002","1","72028012","2","20028024"
"91002","30","72028013","8","20028025"
"22002","1","72028013","2","20028026"
"91002","30","72028014","8","20028027"
"22002","1","72028014","2","20028028"
"91002","200","72028015","8","20028029"
"22002","1","72028015","2","20028030"
"91002","60","72028016","8","20028031"
"22002","2","72028016","2","20028032"
"91002","60","72028017","8","20028033"
"22002","2","72028017","2","20028034"
"91002","60","72028018","8","20028035"
"22002","2","72028018","2","20028036"
"91002","60","72028019","8","20028037"
"22002","2","72028019","2","20028038"
"91002","300","72028020","8","20028039"
"22002","2","72028020","2","20028040"
"31016","5","72028021","2","20028041"
"31013","5","72028021","2","20028042"
"31016","5","72028022","2","20028043"
"31013","5","72028022","2","20028044"
"31016","10","72028023","2","20028045"
"31013","10","72028023","2","20028046"
"91002","30","72029001","8","20029001"
"22002","1","72029001","2","20029002"
"91002","30","72029002","8","20029003"
"22002","1","72029002","2","20029004"
"91002","30","72029003","8","20029005"
"22002","1","72029003","2","20029006"
"91002","30","72029004","8","20029007"
"22002","1","72029004","2","20029008"
"91002","30","72029005","8","20029009"
"22002","1","72029005","2","20029010"
"91002","30","72029006","8","20029011"
"22002","1","72029006","2","20029012"
"91002","30","72029007","8","20029013"
"22002","1","72029007","2","20029014"
"91002","30","72029008","8","20029015"
"22002","1","72029008","2","20029016"
"91002","30","72029009","8","20029017"
"22002","1","72029009","2","20029018"
"91002","30","72029010","8","20029019"
"22002","1","72029010","2","20029020"
"91002","30","72029011","8","20029021"
"22002","1","72029011","2","20029022"
"91002","30","72029012","8","20029023"
"22002","1","72029012","2","20029024"
"91002","30","72029013","8","20029025"
"22002","1","72029013","2","20029026"
"91002","30","72029014","8","20029027"
"22002","1","72029014","2","20029028"
"91002","200","72029015","8","20029029"
"22002","1","72029015","2","20029030"
"91002","60","72029016","8","20029031"
"22002","2","72029016","2","20029032"
"91002","60","72029017","8","20029033"
"22002","2","72029017","2","20029034"
"91002","60","72029018","8","20029035"
"22002","2","72029018","2","20029036"
"91002","60","72029019","8","20029037"
"22002","2","72029019","2","20029038"
"91002","300","72029020","8","20029039"
"22002","2","72029020","2","20029040"
"114101","1","72029021","1","20029041"
"31141","10","72029022","2","20029042"
"31054","10","72029022","2","20029043"
"31141","10","72029023","2","20029044"
"31054","10","72029023","2","20029045"
"91002","30","72030001","8","20030001"
"22002","1","72030001","2","20030002"
"91002","30","72030002","8","20030003"
"22002","1","72030002","2","20030004"
"91002","30","72030003","8","20030005"
"22002","1","72030003","2","20030006"
"91002","30","72030004","8","20030007"
"22002","1","72030004","2","20030008"
"91002","30","72030005","8","20030009"
"22002","1","72030005","2","20030010"
"91002","30","72030006","8","20030011"
"22002","1","72030006","2","20030012"
"91002","30","72030007","8","20030013"
"22002","1","72030007","2","20030014"
"91002","30","72030008","8","20030015"
"22002","1","72030008","2","20030016"
"91002","30","72030009","8","20030017"
"22002","1","72030009","2","20030018"
"91002","30","72030010","8","20030019"
"22002","1","72030010","2","20030020"
"91002","30","72030011","8","20030021"
"22002","1","72030011","2","20030022"
"91002","30","72030012","8","20030023"
"22002","1","72030012","2","20030024"
"91002","30","72030013","8","20030025"
"22002","1","72030013","2","20030026"
"91002","30","72030014","8","20030027"
"22002","1","72030014","2","20030028"
"91002","200","72030015","8","20030029"
"22002","1","72030015","2","20030030"
"91002","60","72030016","8","20030031"
"22002","2","72030016","2","20030032"
"91002","60","72030017","8","20030033"
"22002","2","72030017","2","20030034"
"91002","60","72030018","8","20030035"
"22002","2","72030018","2","20030036"
"91002","60","72030019","8","20030037"
"22002","2","72030019","2","20030038"
"91002","300","72030020","8","20030039"
"22002","2","72030020","2","20030040"
"31014","5","72030021","2","20030041"
"31037","5","72030021","2","20030042"
"2801","1","72030022","7","20030043"
"2802","1","72030023","7","20030044"
"31014","5","72030024","2","20030045"
"31037","5","72030024","2","20030046"
"31014","10","72030025","2","20030047"
"31037","10","72030025","2","20030048"
"91002","30","72031001","8","20031001"
"22002","1","72031001","2","20031002"
"91002","30","72031002","8","20031003"
"22002","1","72031002","2","20031004"
"91002","30","72031003","8","20031005"
"22002","1","72031003","2","20031006"
"91002","30","72031004","8","20031007"
"22002","1","72031004","2","20031008"
"91002","30","72031005","8","20031009"
"22002","1","72031005","2","20031010"
"91002","30","72031006","8","20031011"
"22002","1","72031006","2","20031012"
"91002","30","72031007","8","20031013"
"22002","1","72031007","2","20031014"
"91002","30","72031008","8","20031015"
"22002","1","72031008","2","20031016"
"91002","30","72031009","8","20031017"
"22002","1","72031009","2","20031018"
"91002","30","72031010","8","20031019"
"22002","1","72031010","2","20031020"
"91002","30","72031011","8","20031021"
"22002","1","72031011","2","20031022"
"91002","30","72031012","8","20031023"
"22002","1","72031012","2","20031024"
"91002","30","72031013","8","20031025"
"22002","1","72031013","2","20031026"
"91002","30","72031014","8","20031027"
"22002","1","72031014","2","20031028"
"91002","200","72031015","8","20031029"
"22002","1","72031015","2","20031030"
"91002","60","72031016","8","20031031"
"22002","2","72031016","2","20031032"
"91002","60","72031017","8","20031033"
"22002","2","72031017","2","20031034"
"91002","60","72031018","8","20031035"
"22002","2","72031018","2","20031036"
"91002","60","72031019","8","20031037"
"22002","2","72031019","2","20031038"
"91002","300","72031020","8","20031039"
"22002","2","72031020","2","20031040"
"114601","1","72031021","1","20031041"
"21001","1","72031022","2","20031042"
"31146","10","72031023","2","20031043"
"31048","10","72031023","2","20031044"
"31146","10","72031024","2","20031045"
"31048","10","72031024","2","20031046"
"91002","30","72032001","8","20032001"
"22002","1","72032001","2","20032002"
"91002","30","72032002","8","20032003"
"22002","1","72032002","2","20032004"
"91002","30","72032003","8","20032005"
"22002","1","72032003","2","20032006"
"91002","30","72032004","8","20032007"
"22002","1","72032004","2","20032008"
"91002","30","72032005","8","20032009"
"22002","1","72032005","2","20032010"
"91002","30","72032006","8","20032011"
"22002","1","72032006","2","20032012"
"91002","30","72032007","8","20032013"
"22002","1","72032007","2","20032014"
"91002","30","72032008","8","20032015"
"22002","1","72032008","2","20032016"
"91002","30","72032009","8","20032017"
"22002","1","72032009","2","20032018"
"91002","30","72032010","8","20032019"
"22002","1","72032010","2","20032020"
"91002","30","72032011","8","20032021"
"22002","1","72032011","2","20032022"
"91002","30","72032012","8","20032023"
"22002","1","72032012","2","20032024"
"91002","30","72032013","8","20032025"
"22002","1","72032013","2","20032026"
"91002","30","72032014","8","20032027"
"22002","1","72032014","2","20032028"
"91002","200","72032015","8","20032029"
"22002","1","72032015","2","20032030"
"91002","60","72032016","8","20032031"
"22002","2","72032016","2","20032032"
"91002","60","72032017","8","20032033"
"22002","2","72032017","2","20032034"
"91002","60","72032018","8","20032035"
"22002","2","72032018","2","20032036"
"91002","60","72032019","8","20032037"
"22002","2","72032019","2","20032038"
"91002","300","72032020","8","20032039"
"22002","2","72032020","2","20032040"
"114701","1","72032021","1","20032041"
"21002","1","72032022","2","20032042"
"31147","10","72032023","2","20032043"
"31060","10","72032023","2","20032044"
"31147","10","72032024","2","20032045"
"31060","10","72032024","2","20032046"
"91002","30","72033001","8","20033001"
"22002","1","72033001","2","20033002"
"91002","30","72033002","8","20033003"
"22002","1","72033002","2","20033004"
"91002","30","72033003","8","20033005"
"22002","1","72033003","2","20033006"
"91002","30","72033004","8","20033007"
"22002","1","72033004","2","20033008"
"91002","30","72033005","8","20033009"
"22002","1","72033005","2","20033010"
"91002","30","72033006","8","20033011"
"22002","1","72033006","2","20033012"
"91002","30","72033007","8","20033013"
"22002","1","72033007","2","20033014"
"91002","30","72033008","8","20033015"
"22002","1","72033008","2","20033016"
"91002","30","72033009","8","20033017"
"22002","1","72033009","2","20033018"
"91002","30","72033010","8","20033019"
"22002","1","72033010","2","20033020"
"91002","30","72033011","8","20033021"
"22002","1","72033011","2","20033022"
"91002","30","72033012","8","20033023"
"22002","1","72033012","2","20033024"
"91002","30","72033013","8","20033025"
"22002","1","72033013","2","20033026"
"91002","30","72033014","8","20033027"
"22002","1","72033014","2","20033028"
"91002","200","72033015","8","20033029"
"22002","1","72033015","2","20033030"
"91002","60","72033016","8","20033031"
"22002","2","72033016","2","20033032"
"91002","60","72033017","8","20033033"
"22002","2","72033017","2","20033034"
"91002","60","72033018","8","20033035"
"22002","2","72033018","2","20033036"
"91002","60","72033019","8","20033037"
"22002","2","72033019","2","20033038"
"91002","300","72033020","8","20033039"
"22002","2","72033020","2","20033040"
"115601","1","72033021","1","20033041"
"21003","1","72033022","2","20033042"
"31156","10","72033023","2","20033043"
"31003","10","72033023","2","20033044"
"31156","10","72033024","2","20033045"
"31003","10","72033024","2","20033046"
"91002","30","72034001","8","20034001"
"22002","1","72034001","2","20034002"
"91002","30","72034002","8","20034003"
"22002","1","72034002","2","20034004"
"91002","30","72034003","8","20034005"
"22002","1","72034003","2","20034006"
"91002","30","72034004","8","20034007"
"22002","1","72034004","2","20034008"
"91002","30","72034005","8","20034009"
"22002","1","72034005","2","20034010"
"91002","30","72034006","8","20034011"
"22002","1","72034006","2","20034012"
"91002","30","72034007","8","20034013"
"22002","1","72034007","2","20034014"
"91002","30","72034008","8","20034015"
"22002","1","72034008","2","20034016"
"91002","30","72034009","8","20034017"
"22002","1","72034009","2","20034018"
"91002","30","72034010","8","20034019"
"22002","1","72034010","2","20034020"
"91002","30","72034011","8","20034021"
"22002","1","72034011","2","20034022"
"91002","30","72034012","8","20034023"
"22002","1","72034012","2","20034024"
"91002","30","72034013","8","20034025"
"22002","1","72034013","2","20034026"
"91002","30","72034014","8","20034027"
"22002","1","72034014","2","20034028"
"91002","200","72034015","8","20034029"
"22002","1","72034015","2","20034030"
"91002","60","72034016","8","20034031"
"22002","2","72034016","2","20034032"
"91002","60","72034017","8","20034033"
"22002","2","72034017","2","20034034"
"91002","60","72034018","8","20034035"
"22002","2","72034018","2","20034036"
"91002","60","72034019","8","20034037"
"22002","2","72034019","2","20034038"
"91002","300","72034020","8","20034039"
"22002","2","72034020","2","20034040"
"31156","5","72034021","2","20034041"
"31003","5","72034021","2","20034042"
"2806","1","72034022","7","20034043"
"31156","5","72034023","2","20034044"
"31003","5","72034023","2","20034045"
"31156","10","72034024","2","20034046"
"31003","10","72034024","2","20034047"
"91002","30","72035001","8","20035001"
"22002","1","72035001","2","20035002"
"91002","30","72035002","8","20035003"
"22002","1","72035002","2","20035004"
"91002","30","72035003","8","20035005"
"22002","1","72035003","2","20035006"
"91002","30","72035004","8","20035007"
"22002","1","72035004","2","20035008"
"91002","30","72035005","8","20035009"
"22002","1","72035005","2","20035010"
"91002","30","72035006","8","20035011"
"22002","1","72035006","2","20035012"
"91002","30","72035007","8","20035013"
"22002","1","72035007","2","20035014"
"91002","30","72035008","8","20035015"
"22002","1","72035008","2","20035016"
"91002","30","72035009","8","20035017"
"22002","1","72035009","2","20035018"
"91002","30","72035010","8","20035019"
"22002","1","72035010","2","20035020"
"91002","30","72035011","8","20035021"
"22002","1","72035011","2","20035022"
"91002","30","72035012","8","20035023"
"22002","1","72035012","2","20035024"
"91002","30","72035013","8","20035025"
"22002","1","72035013","2","20035026"
"91002","30","72035014","8","20035027"
"22002","1","72035014","2","20035028"
"91002","200","72035015","8","20035029"
"22002","1","72035015","2","20035030"
"91002","60","72035016","8","20035031"
"22002","2","72035016","2","20035032"
"91002","60","72035017","8","20035033"
"22002","2","72035017","2","20035034"
"91002","60","72035018","8","20035035"
"22002","2","72035018","2","20035036"
"91002","60","72035019","8","20035037"
"22002","2","72035019","2","20035038"
"91002","300","72035020","8","20035039"
"22002","2","72035020","2","20035040"
"115801","1","72035021","1","20035041"
"21004","1","72035022","2","20035042"
"31158","10","72035023","2","20035043"
"31010","10","72035023","2","20035044"
"31158","10","72035024","2","20035045"
"31010","10","72035024","2","20035046"
"91002","30","72036001","8","20036001"
"22002","1","72036001","2","20036002"
"91002","30","72036002","8","20036003"
"22002","1","72036002","2","20036004"
"91002","30","72036003","8","20036005"
"22002","1","72036003","2","20036006"
