c6d073702ec787ae219de9c6cceb081dc344ad5f7354a3b213bf70288169ac5a,f903f6e06a9d087a68fc66293c461149062e521473ea6f23bc492691e004ff8e,38d0532ac2c864c78a858cd67a8d9414930210afff01de28b6c7d11afbf8a1d3,fff7743c4a0865b2b8ce262c6d598d0c02efa6770a0fc2aa6db3b7db7fcc3387,578a2eef26bb8fc7f44239baafef8216fe15ee5fcb3eb5aa9413f54fe9acf8b7,8a0ba5091f304fe3d29e2c6665d4b649b039318f82a7e27fdf37ad3881978017,a1f92e96425fa937c3e9670a2b47ac1f04f31a1968606c12f35f194d8408a941,f1676ea35b561af7efef3eb6818950d01aecb782123ea76cbae32bac91534e02,cb5e2ba2305f2bbad2ae5f696763ab020fe7409d0a485b68388a17644fd3e623,ae4e5d569a5e0e60a52b6ebaccbc106603af2324de1ddedc82f78d9527107ff4,09d23c8c997b267dc82e58da9f097f4e0aee7862fb7ed2e71b6087ac95984f8d
"idle_normal_talkJoy","102","270","-120","10","3","1.37","5","0","10004","3"
"","","","","10","0","","91","","10005","0"
"","","","","10","1.5","","93","","10006",""
"","0","0","","10","vo_alces","","21","","10007","vo_alces_1000"
"4","3","1","0","10","2","0","11","0","10008","くー…\nくー…\n…むにゃ"
"","0","0","","10","0","","91","","10009",""
"","","","","10","0","","93","","10010",""
"","1","","","10","3","0.2","3","","10011","sad_talk_Ex0007"
"","0","0","","10","vo_alces","","21","","10012","vo_alces_1001"
"2","10","1","0","10","3","0","11","0","10013","ふふ、気持ちよさそうに寝ちゃって。\n…風邪ひいちゃうよ～"
"","0","0","","10","0","","91","","10014",""
"","","","","10","0","","22","","10015","0.5"
"","0","iroha_sleep2","1","10","2","0.2","3","0","10016","iroha_sleep_hung"
"","0","iroha_sleep2","1","10","12","0.2","3","0","10017","iroha_sleep_hung"
"","0","idle_normal_talkJoy","1","10","3","0.2","3","0","10018","sono_hung"
"","","","","10","1.2","","93","","10019","0"
"","0","","","10","se_alces","","23","","10020","se_alces_futon"
"","","","","10","2.5","","93","","10021","0"
"","0","iroha_sleep3","1","10","2","0.2","3","0","10022","iroha_sleep2_to_sleep3"
"","0","iroha_sleep3","1","10","12","0.2","3","0","10023","iroha_sleep2_to_sleep3"
"","","","","10","0.6","","93","","10024","0"
"","0","idle_surprise","1","10","3","0.2","3","0","10025","idle_surprise_in"
"","","","","10","1.4","","93","","10026","0"
"","0","","","10","se_alces","","23","","10027","se_alces_sleep"
"","0","empty","1","10","10","0","3","0","10028","iroha_sleep"
"","","","","10","2.4","","93","","10029","0"
"","1","","","10","3","0.2","3","","10030","relief_idle_Ex0010"
"","0","0","","10","vo_alces","","21","","10031","vo_alces_1002"
"0.5","10","1","0","10","3","0","11","0","10032","ふふふ♪"
"","0","0","","10","0","","91","","10033",""
"","","","","10","0","","22","","10034","0"
"","","","","10","3","","93","","10035","1"
"","0","0","","10","10035","","101","","10036",""
"sit_readPaper","100","350","-130","11","3","1.4","5","1","11001","3"
"empty","102","950","-150","11","1","1.5","5","0","11002","1"
"","475","-18","1","11","10","1","31","","11003","10"
"","350","-130","1","11","11","0","31","","11004","11"
"","","","","11","0","","91","","11005","0"
"","","","","11","0.5","","93","","11006","1"
"","0","0","","11","vo_alces","","21","","11007","vo_alces_1100"
"0.5","10","1","0","11","3","10","11","0","11008","…………\n…………"
"","0","0","","11","0","","91","","11009",""
"","0","sit_readPaper","1","11","3","0.2","3","0","11010","sit_readPaperTurn"
"","","","","11","1","","93","","11011","1"
"","","","","11","1","","93","","11012","0"
"","1","","","11","3","0.2","3","","11013","sit_readPaper_surprise"
"","0","0","","11","vo_alces","","21","","11014","vo_alces_1101"
"0.5","10","1","0","11","3","10","11","0","11015","…………\n…………"
"","0","0","","11","0","","91","","11016",""
"","","","","11","1","","93","","11017","0"
"","","","","11","se_alces","","23","","11018","se_alces_emotion_exQuestion"
"","0.2","0","0","11","3","10","12","0","11019","3"
"","0","sit_readPaper_notice_loop","1","11","3","0.1","3","0","11020","sit_readPaper_notice_in"
"","","","","11","1.2","","93","","11021","0"
"","0","sit_readPaper_kira_talk","1","11","3","0.2","3","0","11022","sit_readPaper_kira_in"
"","0","0","","11","vo_alces","","21","","11023","vo_alces_1102"
"3.2","10","1","0","11","3","0","11","0","11024","……っ！！\nトマト３個入りパック150ルピ！？\n神か！？"
"","","","","11","0","","91","","11025",""
"","","","","11","0","","22","","11026","0.5"
"","1","","","11","3","0.2","3","","11027","sit_out_readPaper_light"
"","","","","11","0.5","","93","","11028","0"
"","1","","","11","3","0.2","3","","11029","sono_walletPick_in"
"","","","","11","1.8","","93","","11030","0"
"","0","sono_walk_quick_R","1","11","3","0.2","3","0","11031","sono_walk_quick_R_in"
"","","","","11","11","","32","","11032","1"
"","-130","3.3","0","11","3","","2","","11033","1500"
"","-130","3.3","0","11","11","","33","","11034","1500"
"","","","","11","1","","93","","11035","0"
"","0","luis_walk_furimuki","1","11","1","0.2","3","0","11036","luis_walk_furimuki_in"
"","-150","4","0","11","1","","2","","11037","350"
"","","","","11","4","","93","","11038","0"
"","0","luis_sad_idle","1","11","1","0.2","3","0","11039","luis_walk_to_idle"
"","","","","11","se_alces","","23","","11040","se_alces_emotion_question"
"","1.3","0","0","11","1","0","12","0","11041","5"
"","","","","11","2.1","","93","","11042","0"
"","1","","","11","1","0.2","3","","11043","idle_normal"
"","","","","11","0","","22","","11044","0"
"","","","","11","3","","93","","11045","0"
"","0","0","","11","11045","","101","","11046",""
"luis_run_dash_pain","101","400","-190","12","1","1.45","5","0","12001","1"
"empty","102","-85","-190","12","10","1.45","5","0","12002","1001"
"","400","-190","1","12","11","","31","","12003","11"
"","","","","12","1","","13","","12004","130"
"empty","102","1050","-190","12","1","1.45","1","1","12005","105111"
"empty","103","1050","-190","12","10","1.45","5","1","12006","1002"
"","-85","-190","1","12","12","0","31","","12007","12"
"","","","","12","0","","91","","12008","0"
"","-190","1.3","0","12","1","","2","","12009","-85"
"","-190","1.3","0","12","11","","33","","12010","-85"
"","","","","12","11","","32","","12011","1"
"","","","","12","11","","37","","12012","sweatR_run"
"","","","","12","1.3","","93","","12013","0"
"","0","anger_talk_Ex0001","1","12","1","0.2","3","0","12014","luis_run_turn"
"","0","0","","12","vo_alces","","21","","12015","vo_alces_1200"
"1","10","1","0","12","1","0","11","0","12016","ちょ、あの人なんで\n私を追いかけてくるの！？"
"","0","0","","12","0","","91","","12017",""
"","1","","","12","1","0.2","3","","12018","sad_talk_normalR"
"","0","0","","12","vo_alces","","21","","12019","vo_alces_1201"
"1.6","10","1","0","12","1","0","11","0","12020","すごい剣幕で聞く耳なさそうだし…\nこうなったら『透明になる薬』よ！"
"","0","0","","12","0","","91","","12021",""
"","0","","","12","1","0.2","3","","12022","luis_drink"
"","","","","12","0","","22","","12023","0.5"
"","","","","12","1.6","","93","","12024","0"
"","0","0","","12","vo_alces","","21","","12025","vo_alces_1202"
"0.5","10","1","0","12","1","0","11","0","12026","ごくんっ！！"
"","","","","12","2","","93","","12027","0"
"","","","","12","se_alces","","23","","12028","se_alces_invisible"
"","","","","12","12","","32","","12029","1"
"","1","1","0","12","1","0.2","6","0","12030","1"
"","","","","12","1.8","","93","","12031","0"
"","-190","2","0","12","105111","","2","","12032","250"
"","-190","2","0","12","1002","","2","","12033","250"
"","1","","","12","105111","0.2","3","","12034","mitsuki_run_dash_noface"
"","1","","","12","1002","0.2","3","","12035","mitsuki_run_dash"
"","","","","12","2","","93","","12036","0"
"","1","","","12","105111","0.2","3","","12037","mitsuki_anger_talk_noface"
"","1","","","12","1002","0.2","3","","12038","mitsuki_anger_talk"
"","0","0","","12","vo_alces","","21","","12039","vo_alces_1203"
"0.5","10","1","0","12","105111","0","11","0","12040","追いつめたわよ錬金術師！"
"","0","0","","12","0","","91","","12041",""
"","","","","12","0","","22","","12042","0.5"
"","0","sad_talk_anger","1","12","105111","0.2","3","0","12043","mitsuki_look_in_noface"
"","0","","","12","1002","0.2","3","","12044","mitsuki_look_in"
"","","","","12","1.5","","93","","12045","0"
"","0","0","","12","vo_alces","","21","","12046","vo_alces_1204"
"1.2","10","1","0","12","105111","0","11","0","12047","…ちっ、逃がしたみたいね…"
"","0","0","","12","0","","91","","12048",""
"","0","mitsuki_armcrossed_talk_noface","1","12","105111","0.2","3","0","12049","mitsuki_armcrossed_in_noface"
"","0","mitsuki_armcrossed_talk","1","12","1002","0.2","3","0","12050","mitsuki_armcrossed_in"
"","0","0","","12","vo_alces","","21","","12051","vo_alces_1205"
"2.3","10","1","0","12","105111","0","11","0","12052","まったく、\n何の科学的根拠もないもので\n商いをするなんて…\n私は認めないわ"
"","0","0","","12","0","","91","","12053",""
"","1","","","12","105111","0.2","3","","12054","mitsuki_ecstatic_talk_noface"
"","1","","","12","1002","0.2","3","","12055","mitsuki_ecstatic_talk"
"","0","0","","12","vo_alces","","21","","12056","vo_alces_1206"
"1","10","1","0","12","105111","0","11","0","12057","……あの魔女ばあさんの孫娘か。\n油断ならないみたいね。\n【アルケス錬金堂】……！"
"","0","0","","12","0","","91","","12058",""
"","","","","12","0","","22","","12059","0.5"
"","0","mitsuki_walkR_noface","1","12","105111","0.2","3","0","12060","mitsuki_turnR_noface"
"","0","mitsuki_walkR","1","12","1002","0.2","3","0","12061","mitsuki_turnR"
"","-190","5","0","12","105111","","2","","12062","1050"
"","-190","5","0","12","1002","","2","","12063","1050"
"","","","","12","4.5","","93","","12064","0"
"","1","","","12","1","0.2","3","","12065","idle_normal_Ex0001"
"","","","","12","se_alces","","23","","12066","se_alces_invisible"
"","","","","12","12","","32","","12067","0"
"","","","","12","12","","32","","12068","1"
"","","","","12","0.1","","93","","12069","0"
"","1","1","1","12","1","0.3","6","0","12070","1"
"","","","","12","1.5","","93","","12071","0"
"","","","","12","se_alces","","23","","12072","se_alces_breath"
"","0","relief_idle","1","12","1","0.2","3","0","12073","relief_in"
"","0","","","12","1001","","3","","12074","relief_in"
"","","","","12","0","","22","","12075","0"
"","","","","12","3","","93","","12076","0"
"","0","0","","12","12076","","101","","12077",""
"iroha_wait","101","0","-130","13","2","1.45","5","0","13001","2"
"nebia_wait","102","0","-130","13","14","1.45","5","0","13002","14"
"iroha_wait_ziriziri_idle_empty","103","0","-130","13","2","1.45","5","0","13003","20"
"","","","","13","0","","91","","13004","0"
"","","","","13","0.1","","93","","13005","0"
"","0","nebia_talk","1","13","14","0.2","3","0.2","13006","nebia_talk_in"
"","","","","13","2.8","","93","","13007","0"
"","0","0","","13","vo_alces","","21","","13008","vo_alces_1300"
"2","10","1","0","13","14","0","11","0","13009","へ～\nいろんなものが置いてあるわね"
"","0","0","","13","0","","91","","13010",""
"","0","nebia_talk2","1","13","14","0.2","3","0","13011","nebia_talk2_in"
"","","","","13","1.6","","93","","13012","0"
"","0","","","13","se_alces","","23","","13013","se_alces_steal"
"","0","0","","13","13011","","91","","13014",""
"","0","0","","13","vo_alces","","21","","13015","vo_alces_1301"
"1.5","10","1","0","13","14","0","11","0","13016","んふふ♪\nどんな悪戯に使おうかしら♪"
"","","","","13","0.5","","93","","13017","0"
"","0","iroha_wait2","1","13","2","0.1","3","0.2","13018","iroha_wait2_in"
"","0","0","","13","13016","","91","","13019",""
"","0","","","13","se_alces","","23","","13020","se_alces_laugh"
"","1","","","13","14","0.2","3","","13021","nebia_talk2_laugh"
"","0","iroha_wait_ziriziri_idle","1","13","2","0.1","3","0.2","13022","iroha_wait_ziriziri_in"
"","","","","13","3.3","","93","","13023","0"
"","0","nebia_talk3","1","13","14","0.2","3","0","13024","nebia_talk3_in"
"","0","0","","13","vo_alces","","21","","13025","vo_alces_1302"
"0.5","10","1","0","13","14","0","11","0","13026","……ん？"
"","0","0","","13","0","","91","","13027",""
"","","","","13","0","","22","","13028","0"
"","0","","","13","se_alces","","23","","13029","se_alces_catch"
"","0","nebia_brow_idle_guru","1","13","14","0.2","3","0","13030","nebia_brow"
"","0","empty","1","13","20","0.2","3","0","13031","iroha_wait_brow_net"
"","0","iroha_wait_brow_talk","1","13","2","0.2","3","0","13032","iroha_wait_brow"
"","0","0","","13","0","","91","","13033",""
"","0","0","","13","vo_alces","","21","","13034","vo_alces_1303"
"1.5","10","1","0","13","2","0","11","0","13035","なんか変なの捕まえた！！\nやったーレア昆虫ゲットー！！"
"","0","0","","13","0","","91","","13036",""
"","1","","","13","2","0.2","3","","13037","iroha_wait_brow_idle"
"","1","","","13","14","0.2","3","","13038","nebia_brow_idle_anger"
"","0","0","","13","vo_alces","","21","","13039","vo_alces_1304"
"0.5","10","1","0","13","14","0","11","0","13040","ちょっ、誰が昆虫よ～！"
"","0","0","","13","0","","91","","13041",""
"","","","","13","0","","22","","13042","0"
"","","","","13","1","","93","","13043","0"
"","0","iroha_wait_brow_surprise","1","13","2","0.2","3","0","13044","iroha_wait_brow_escape"
"","0","nebia_talk4","1","13","14","0.2","3","0","13045","nebia_brow_escape"
"","","","","13","4","","93","","13046","0"
"","","","","13","0","","22","","13047","0"
"","","","","13","3","","93","","13048","0"
"","0","0","","13","13048","","101","","13049",""
"top_iroha_run_joy","105","1500","-140","14","2","1.4","5","1","14001","2"
"dokuro_run","103","1150","-140","14","13","1.4","5","1","14002","13"
"empty","104","-15","-140","14","10","1.4","5","0","14003","10"
"idle_normal","101","-150","-125","14","1","1.37","1","0","14004","103111"
"","","","","14","2","","13","","14005","130"
"","","","","14","13","","13","","14006","130"
"","","","","14","103111","","13","","14007","130"
"","1500","-140","1","14","11","1","31","","14008","111"
"","1150","-190","1","14","11","1","31","","14009","112"
"","","","","14","0","","91","","14010","0"
"","0","","","14","se_alces","","23","","14011","se_alces_skull_chase1"
"","","","","14","111","","37","","14012","smokeR"
"","","","","14","112","","37","","14013","sweatR_Loop"
"","-140","7.5","0","14","2","","2","","14014","-1150"
"","-140","7.5","0","14","111","","33","","14015","-1150"
"","-140","7.5","0","14","13","","2","","14016","-1500"
"","-190","7.5","0","14","112","","33","","14017","-1500"
"","","","","14","2.5","","93","","14018","0"
"","0","0","","14","vo_alces","","21","","14019","vo_alces_1400"
"0.5","10","1","0","14","2","0","11","30","14020","あははー！！\n待て待てー！！"
"","","","","14","1","","93","","14021","0"
"","0","idle_normalR","1","14","103111","0.2","3","0","14022","idle_normalR_in"
"","","","","14","4","","93","","14023","0"
"","0","","","14","se_alces","","23","","14024","se_alces_skull_chase1"
"","-140","0","0","14","2","","2","","14025","-1500"
"","-140","0","0","14","111","","33","","14026","-1500"
"","-140","0","0","14","13","","2","","14027","-1150"
"","-190","0","0","14","112","","33","","14028","-1150"
"","","","","14","2","","4","","14029","0"
"","","","","14","13","","4","","14030","0"
"","","","","14","111","","37","","14031","smokeL"
"","","","","14","112","","37","","14032","sweatL_Loop2"
"","-140","8.2","0","14","2","","2","","14033","1150"
"","-140","8.2","0","14","111","","33","","14034","1150"
"","-140","8.2","0","14","13","","2","","14035","1500"
"","-190","8.2","0","14","112","","33","","14036","1500"
"","","","","14","1.5","","93","","14037","0"
"","0","0","","14","vo_alces","","21","","14038","vo_alces_1401"
"0.3","10","1","0","14","13","0","11","0","14039","あ、あれ～！？\nなんでだ！？"
"","","","","14","1.5","","93","","14040","0"
"","0","idle_normal","1","14","103111","0.2","3","0","14041","idle_normal_in"
"","","","","14","5.2","","93","","14042","0"
"","-140","0","0","14","2","","2","","14043","1500"
"","-140","0","0","14","111","","33","","14044","1500"
"","-140","0","0","14","13","","2","","14045","1150"
"","-190","0","0","14","112","","33","","14046","1150"
"","","","","14","2","","4","","14047","1"
"","","","","14","13","","4","","14048","1"
"","","","","14","111","","37","","14049","smokeR"
"","","","","14","112","","37","","14050","sweatR_Loop"
"","-140","1.8","0","14","13","","2","","14051","-15"
"","-205","1.8","0","14","112","","33","","14052","-15"
"","0","","","14","se_alces","","23","","14053","se_alces_skull_dash"
"","","","","14","1","","93","","14054","0"
"","1","","","14","2","0.1","3","","14055","iroha_net_run_normal2"
"","-140","3","0","14","2","","2","","14056","335"
"","-140","3","0","14","111","","33","","14057","335"
"","","","","14","0.8","","93","","14058","0"
"","1","","","14","13","0.2","3","","14059","dokuro_talk"
"","","","","14","112","","32","","14060","0"
"","1","","","14","103111","0.2","3","","14061","idle_normal_lookdown"
"","0","0","","14","vo_alces","","21","","14062","vo_alces_1402"
"1","10","1","0","14","13","0","11","0","14063","グラマーな姉ちゃんに\n追いかけられてるのに\n微塵もうれしくねえっ！"
"","","","","14","2.2","","93","","14064","0"
"","0","iroha_net_idle_doya","1","14","2","0.1","3","0","14065","iroha_net_idle_in"
"","","","","14","111","","32","","14066","0"
"","","","","14","0.4","","93","","14067","0"
"","1","","","14","2","0.2","3","","14068","iroha_net_ziriziri"
"","-140","2.7","0","14","2","","2","","14069","135"
"","-140","2.7","0","14","111","","33","","14070","135"
"","","","","14","1","","93","","14071","0"
"","1","","","14","103111","0.2","3","","14072","idle_normal_lookup"
"","","","","14","1.7","","93","","14073","0"
"","1","","","14","2","0.2","3","","14074","iroha_net_ziriziri_idle"
"","","","","14","14063","","91","","14075",""
"","","","","14","0","","22","","14076","0"
"","0","","","14","se_alces","","23","","14077","se_alces_skull_chase2"
"","0","","","14","10","0","3","","14078","dokuro_turn_surprise"
"","0","dokuro_run","1","14","13","0.2","3","0","14079","dokuro_turn_surprise"
"","","","","14","0.1","","93","","14080","0"
"","0","iroha_net_brow_idle","1","14","2","0.1","3","0","14081","iroha_net_brow"
"","","","","14","14079","","91","","14082",""
"","","","","14","13","","4","","14083","1"
"","-140","2.5","0","14","13","","2","","14084","-1500"
"","-190","2.5","0","14","112","","33","","14085","-1500"
"","","","","14","0.1","","93","","14086","0"
"","0","idle_normalR","1","14","103111","0.2","3","0","14087","idle_normalR_in"
"","","","","14","112","","32","","14088","1"
"","","","","14","112","","37","","14089","sweatR_Loop"
"","","","","14","0.3","","93","","14090","0"
"","0","iroha_net_brow_notice_idle","1","14","2","0.1","3","0","14091","iroha_net_brow_notice"
"","","","","14","0","","91","","14092",""
"","","","","14","111","","32","","14093","1"
"","","","","14","111","","37","","14094","smokeR"
"","1","","","14","2","0.2","3","","14095","top_iroha_run_joy"
"","-140","2.5","0","14","2","","2","","14096","-1350"
"","-140","2.5","0","14","111","","33","","14097","-1350"
"","","","","14","2.5","","93","","14098","0"
"","0","","","14","se_alces","","23","","14099","se_alces_skull_chase1"
"","-140","0","0","14","2","","2","","14100","-1500"
"","-140","0","0","14","111","","33","","14101","-1500"
"","-140","0","0","14","13","","2","","14102","-1150"
"","-190","0","0","14","112","","33","","14103","-1150"
"","","","","14","2","","4","","14104","0"
"","","","","14","13","","4","","14105","0"
"","","","","14","111","","37","","14106","smokeL"
"","","","","14","112","","37","","14107","sweatL_Loop2"
"","-140","7.5","0","14","2","","2","","14108","1150"
"","-140","7.5","0","14","111","","33","","14109","1150"
"","-140","7.5","0","14","13","","2","","14110","1500"
"","-190","7.5","0","14","112","","33","","14111","1500"
"","","","","14","1.5","","93","","14112","0"
"","0","0","","14","vo_alces","","21","","14113","vo_alces_1403"
"0.5","10","1","0","14","13","0","11","0","14114","シノブ、助けてーっ！！"
"","","","","14","1.5","","93","","14115","0"
"","0","idle_normal","1","14","103111","0.2","3","0.2","14116","idle_normal_in"
"","0","0","","14","14114","","91","","14117",""
"","1","","","14","103111","0.2","3","","14118","sad_talk_dead"
"","0","0","","14","vo_alces","","21","","14119","vo_alces_1404"
"0.5","10","1","0","14","103111","0","11","0","14120","……因果応報だよ、お父さん"
"","","","","14","3.5","","93","","14121","0"
"","0","","","14","se_alces","","23","","14122","se_alces_skull_chase1"
"","-140","0","0","14","2","","2","","14123","1500"
"","-140","0","0","14","111","","33","","14124","1500"
"","-140","0","0","14","13","","2","","14125","1150"
"","-190","0","0","14","112","","33","","14126","1150"
"","","","","14","2","","4","","14127","1"
"","","","","14","13","","4","","14128","1"
"","","","","14","111","","37","","14129","smokeR"
"","","","","14","112","","37","","14130","sweatR_Loop"
"","-140","7.5","0","14","2","","2","","14131","-1150"
"","-140","7.5","0","14","111","","33","","14132","-1150"
"","-140","7.5","0","14","13","","2","","14133","-1500"
"","-190","7.5","0","14","112","","33","","14134","-1500"
"","0","0","","14","14120","","91","","14135",""
"","1","","","14","103111","0.2","3","","14136","sad_idle_normal"
"","","","","14","3.6","","93","","14137","0"
"","0","idle_normalR","1","14","103111","0.2","3","0","14138","idle_normalR_in"
"","","","","14","3.9","","93","","14139","0"
"","","","","14","0","","22","","14140","0"
"","0","","","14","se_alces","","23","","14141","se_alces_skull_chase1"
"","-140","0","0","14","2","","2","","14142","-1500"
"","-140","0","0","14","111","","33","","14143","-1500"
"","-140","0","0","14","13","","2","","14144","-1150"
"","-190","0","0","14","112","","33","","14145","-1150"
"","","","","14","2","","4","","14146","0"
"","","","","14","13","","4","","14147","0"
"","","","","14","111","","37","","14148","smokeL"
"","","","","14","112","","37","","14149","sweatL_Loop2"
"","-140","7.5","0","14","2","","2","","14150","1150"
"","-140","7.5","0","14","111","","33","","14151","1150"
"","-140","7.5","0","14","13","","2","","14152","1500"
"","-190","7.5","0","14","112","","33","","14153","1500"
"","","","","14","3","","93","","14154","0"
"","0","idle_normal","1","14","103111","0.2","3","0","14155","idle_normal_in"
"","","","","14","4.5","","93","","14156","0"
"","0","","","14","se_alces","","23","","14157","se_alces_skull_chase1"
"","-140","0","0","14","2","","2","","14158","1500"
"","-140","0","0","14","111","","33","","14159","1500"
"","-140","0","0","14","13","","2","","14160","1150"
"","-190","0","0","14","112","","33","","14161","1150"
"","","","","14","2","","4","","14162","1"
"","","","","14","13","","4","","14163","1"
"","","","","14","111","","37","","14164","smokeR"
"","","","","14","112","","37","","14165","sweatR_Loop"
"","-140","7.5","0","14","2","","2","","14166","-1150"
"","-140","7.5","0","14","111","","33","","14167","-1150"
"","-140","7.5","0","14","13","","2","","14168","-1500"
"","-190","7.5","0","14","112","","33","","14169","-1500"
"","","","","14","3.5","","93","","14170","0"
"","0","idle_normalR","1","14","103111","0.2","3","0","14171","idle_normalR_in"
"","","","","14","4","","93","","14172","0"
"","0","0","","14","14141","","101","","14173",""
"walk_jog_talkjoy2","100","100","-130","15","2","1.43","5","0","15001","2"
"sit_readPaper","101","400","-130","15","3","1.4","5","1","15002","3"
"","","","","15","0","","91","","15003","0"
"","-130","0.8","0","15","2","","2","","15004","235"
"","0","0","","15","0.5","","93","","15005","0"
"","0","0","","15","vo_alces","","21","","15006","vo_alces_1500"
"0.5","10","1","0","15","2","0","11","0","15007","お使い行ってきたよ～\nソノおばちゃ～ん"
"","","","","15","0.3","","93","","15008","0"
"","1","","","15","2","0.2","3","","15009","talk_normal"
"","","","","15","15007","","91","","15010",""
"","","","","15","0","","22","","15011","0.5"
"","1","","","15","2","0.2","3","","15012","idle_normal"
"","","","","15","1","","93","","15013","0"
"","0","sit_readPaper","1","15","3","0.2","3","0","15014","sit_readPaperTurn"
"","","","","15","0.5","","93","","15015","0"
"","0","0","","15","vo_alces","","21","","15016","vo_alces_1501"
"0.5","10","1","0","15","2","0","11","0","15017","……ソノおばちゃ～ん！"
"","","","","15","0.3","","93","","15018","0"
"","0","idle_normal","1","15","2","0.2","3","0","15019","smile_normal"
"","0","0","","15","15017","","91","","15020",""
"","","","","15","0","","22","","15021","0.5"
"","","","","15","0.5","","93","","15022","0"
"","1","","","15","2","0.2","3","","15023","sad_idle_surprise"
"","","","","15","1","","93","","15024","1"
"","0","sit_readPaper","1","15","3","0.2","3","0","15025","sit_readPaperTurn"
"","","","","15","1.2","","93","","15026","0"
"","1","","","15","2","0.2","3","","15027","anger_talk_pain"
"","0","0","","15","vo_alces","","21","","15028","vo_alces_1502"
"0.5","10","1","0","15","2","0","11","0","15029","ソノおばちゃーんっ！！！"
"","0","0","","15","0","","91","","15030",""
"","","","","15","0","","22","","15031","0.5"
"","1","","","15","2","0.2","3","","15032","anger_idle_angerR"
"","","","","15","1.2","","93","","15033","1"
"","","","","15","se_alces","","23","","15034","se_alces_emotion_quiet"
"","1","0","0","15","3","10","12","0","15035","12"
"","","","","15","2.5","","93","","15036","0"
"","","","","15","se_alces","","23","","15037","se_alces_emotion_notice"
"","0.3","0","0","15","2","0","12","0","15038","10"
"","0","notice_loop_talk2","1","15","2","0.2","3","0","15039","notice_in_talk2"
"","","","","15","1.4","","93","","15040","0"
"","1","","","15","2","0.2","3","","15041","talk_normal_normal2"
"","0","0","","15","vo_alces","","21","","15042","vo_alces_1503"
"0.5","10","1","0","15","2","0","11","0","15043","ソノおねーちゃん"
"","0","0","","15","0","","91","","15044",""
"","1","","","15","2","0.2","3","","15045","idle_normal"
"","1","","","15","3","0.2","3","","15046","sit_out_smile"
"","","","","15","0.5","","93","","15047","1"
"","0","sono_cool_talk","1","15","3","0.2","3","0","15048","sono_cool_in"
"","1","","","15","2","0.2","3","","15049","surprise_idle_shy"
"","0","0","","15","vo_alces","","21","","15050","vo_alces_1504"
"2.2","10","1","0","15","3","0","11","0","15051","はい、どうもありがとう。\nこれ、ソノおねーちゃんからの\nお小遣いね♪"
"","0","0","","15","0","","91","","15052",""
"","","","","15","0","","22","","15053","0.5"
"","0","sono_armcrossed_idle","1","15","3","0.2","3","0","15054","sono_armcrossed_in"
"","","","","15","0.5","","93","","15055","0"
"","","","","15","se_alces","","23","","15056","se_alces_emotion_sweat"
"","1.5","0","0","15","2","0","12","0","15057","2"
"","1","","","15","2","0.2","3","","15058","talk_normal_nervous"
"","","","","15","0.8","","93","","15059","0"
"","1","","","15","3","0.2","3","","15060","sono_armcrossed_talk"
"","","","","15","1.7","","93","","15061","0"
"","1","","","15","2","0.2","3","","15062","iroha_idle_Ex0001"
"","1","","","15","3","0.2","3","","15063","sono_armcrossed_idle"
"","","","","15","1","","93","","15064","0"
"","","","","15","0","","22","","15065","0"
"","","","","15","3","","93","","15066","0"
"","0","0","","15","15066","","101","","15067",""
"iroha_idle_dere_glass","103","150","-160","16","5","1.45","5","1","16001","5"
"","150","-160","1","16","11","0","31","","16002","11"
"empty","104","150","-160","16","10","1.45","5","1","16003","1001"
"sono_walk_scare","102","1000","-160","16","3","1.41","5","1","16004","3"
"empty","103","300","-160","16","10","1.41","5","1","16005","1002"
"","110","","","16","3","","13","","16006","130"
"idle_normal","100","-50","-150","16","1","1.42","1","0","16007","132211"
"empty","101","-50","-150","16","10","1.42","5","0","16008","1003"
"","","","","16","0","","91","","16009","0"
"","0","iroha_doya_talk_glass","1","16","5","0.2","3","0","16010","iroha_doya_in_glass"
"","","","","16","0.5","","93","","16011","0"
"","0","0","","16","vo_alces","","21","","16012","vo_alces_1600"
"4.9","10","1","0","16","5","0","11","0","16013","ねーねー私きれい？\n大人っぽい？\nせくしーだいなまいつ？"
"","0","0","","16","0","","91","","16014",""
"","1","","","16","5","0.2","3","","16015","iroha_doya_idle_glass"
"","1","","","16","132211","0.2","3","","16016","surprise_talk"
"","0","0","","16","vo_alces","","21","","16017","vo_alces_1601"
"0.8","10","1","0","16","132211","0","11","0","16018","ど…どうしたのイロハちゃん？\n…あ、もしかしてソノさんと\n入れ替わってる？"
"","0","0","","16","0","","91","","16019",""
"","1","","","16","132211","0.2","3","","16020","surprise_idle"
"","0","iroha_cool_talk_glass","1","16","5","0.2","3","0","16021","iroha_cool_in_glass"
"","0","0","","16","vo_alces","","21","","16022","vo_alces_1602"
"1.6","10","1","0","16","5","0","11","0","16023","そうよー私はソノよ。\nないすばでぃーでしょ？"
"","0","0","","16","0","","91","","16024",""
"","","","","16","0","","22","","16025","0.5"
"","-160","4","0","16","3","","2","","16026","300"
"","0","sono_armcrossed_idle","1","16","3","0.2","3","0.2","16027","sono_walk_scare"
"","0","iroha_armcrossed_talk_glass","1","16","5","0.2","3","0","16028","iroha_armcrossed_in_glass"
"","","","","16","0.5","","93","","16029","0"
