e481cfd87426479cd75d9a59211c37dd7aea0b6b2a46f7aeaa3848e36ef29ca1,5b0a45d667cbaa487e8997a8e6924780677ae2f63f8e55cb5a99050b7fe4b47d,77b88a4ec6823f30ff5c39a8e0cc29dbe99d63efd1bcb5af1962842e2f53f19c,09b0433d2970ec290c8672393bed662960d442f7ee09623ef7fc7a1d344e043f,2956842b61c2e007c7aa41c35e66c9822cd8fe281d1c9ed93142b8feeabf8ad7,9938a7261e059cd12a4d824f64a393a2d4dcb6bce6a000d693ef5c2568f0a66c,19c484ce500a1240214df946652fa3c2f651df7a92ead555a4964604c0df0128,486b37b9aa9a77ac33e41e24affddeb316a5de3583e5758872c2217f4d22fb2f,8e113cf074c1ab2169cdab05c5e04bc8db1fdccd6f242d98ea4476df70d55e8e,b69129c8732e56cc0bb8d8d9315f29a7e23f348fd7003400da43e4493774449f,ea479ff9a77d17db412c2bb15c2afc48bd93d6e7ece859f32e468cb9d270917e,fc50b376250d38f42d47ebd27a95ef03ed6cb600474755b65fda7cc364ab2ae7
"10067001","102601","1006703","10067","0","2021/05/18 12:00:00","1","0","1002","0","2021/05/25 20:59:59","5040402"
"10067002","105201","10","10067","0","2021/05/18 12:00:00","0","0","1001","0","2021/05/25 20:59:59","5040403"
"10067003","102601","20","10067","0","2021/05/18 12:00:00","0","0","1001","0","2021/05/25 20:59:59","5040404"
"10067004","103301","30","10067","0","2021/05/18 12:00:00","0","0","1001","0","2021/05/25 20:59:59","5040405"
"10067005","102601","2","10067","0","2021/05/18 12:00:00","0","0","1003","0","2021/05/25 20:59:59","5040406"
"10067006","103301","3","10067","0","2021/05/18 12:00:00","0","0","1003","0","2021/05/25 20:59:59","5040407"
"10067007","105201","4","10067","0","2021/05/18 12:00:00","0","0","1003","0","2021/05/25 20:59:59","5040408"
"10067008","103801","5","10067","0","2021/05/18 12:00:00","0","0","1003","0","2021/05/25 20:59:59","5040409"
"10067009","103301","6","10067","0","2021/05/18 12:00:00","0","0","1003","0","2021/05/25 20:59:59","5040410"
"10067010","102601","8","10067","0","2021/05/18 12:00:00","0","0","1003","0","2021/05/25 20:59:59","5040411"
"10068001","116801","116801","10068","0","2021/05/31 12:00:00","0","0","1004","0","2021/06/14 20:59:59","5068401"
"10068002","116701","1006803","10068","0","2021/05/31 12:00:00","1","0","1002","0","2021/06/14 20:59:59","5068402"
"10068003","116701","10","10068","0","2021/05/31 12:00:00","0","0","1001","0","2021/06/14 20:59:59","5068403"
"10068004","116901","20","10068","0","2021/05/31 12:00:00","0","0","1001","0","2021/06/14 20:59:59","5068404"
"10068005","116701","30","10068","0","2021/05/31 12:00:00","0","0","1001","0","2021/06/14 20:59:59","5068405"
"10068006","116701","2","10068","0","2021/05/31 12:00:00","0","0","1003","0","2021/06/14 20:59:59","5068406"
"10068007","116701","4","10068","0","2021/05/31 12:00:00","0","0","1003","0","2021/06/14 20:59:59","5068407"
"10068008","116901","7","10068","0","2021/05/31 12:00:00","0","0","1003","0","2021/06/14 20:59:59","5068408"
"10068009","116901","10","10068","0","2021/05/31 12:00:00","0","0","1003","0","2021/06/14 20:59:59","5068409"
"10068010","116801","13","10068","0","2021/05/31 12:00:00","0","0","1003","0","2021/06/14 20:59:59","5068410"
"10068011","116701","15","10068","0","2021/05/31 12:00:00","0","0","1003","0","2021/06/14 20:59:59","5068411"
"10068012","116701","1006803","10068","1","2021/05/31 12:00:00","1","5068001","1002","0","2021/06/14 20:59:59","5068422"
"10068013","116701","10","10068","1","2021/05/31 12:00:00","0","5068001","1001","0","2021/06/14 20:59:59","5068423"
"10068014","116901","20","10068","1","2021/05/31 12:00:00","0","5068001","1001","0","2021/06/14 20:59:59","5068424"
"10068015","116701","30","10068","1","2021/05/31 12:00:00","0","5068001","1001","0","2021/06/14 20:59:59","5068425"
"10068016","116701","2","10068","1","2021/05/31 12:00:00","0","5068001","1003","0","2021/06/14 20:59:59","5068426"
"10068017","116701","4","10068","1","2021/05/31 12:00:00","0","5068001","1003","0","2021/06/14 20:59:59","5068427"
"10068018","116901","7","10068","1","2021/05/31 12:00:00","0","5068001","1003","0","2021/06/14 20:59:59","5068428"
"10068019","116901","10","10068","1","2021/05/31 12:00:00","0","5068001","1003","0","2021/06/14 20:59:59","5068429"
"10068020","116801","13","10068","1","2021/05/31 12:00:00","0","5068001","1003","0","2021/06/14 20:59:59","5068430"
"10068021","116701","15","10068","1","2021/05/31 12:00:00","0","5068001","1003","0","2021/06/14 20:59:59","5068431"
"10069001","113001","113001","10069","0","2021/06/18 12:00:00","0","0","1004","0","2021/06/27 20:59:59","5042401"
"10069002","112901","1006903","10069","0","2021/06/18 12:00:00","1","0","1002","0","2021/06/27 20:59:59","5042402"
"10069003","106701","10","10069","0","2021/06/18 12:00:00","0","0","1001","0","2021/06/27 20:59:59","5042403"
"10069004","900103","20","10069","0","2021/06/18 12:00:00","0","0","1001","0","2021/06/27 20:59:59","5042404"
"10069005","112901","30","10069","0","2021/06/18 12:00:00","0","0","1001","0","2021/06/27 20:59:59","5042405"
"10069006","101101","2","10069","0","2021/06/18 12:00:00","0","0","1003","0","2021/06/27 20:59:59","5042426"
"10069007","112901","2","10069","1","2021/06/18 12:00:00","0","5042001","1003","0","2021/06/27 20:59:59","5042406"
"10069008","105501","4","10069","0","2021/06/18 12:00:00","0","0","1003","0","2021/06/27 20:59:59","5042427"
"10069009","113001","4","10069","1","2021/06/18 12:00:00","0","5042001","1003","0","2021/06/27 20:59:59","5042407"
"10069010","100101","6","10069","0","2021/06/18 12:00:00","0","0","1003","0","2021/06/27 20:59:59","5042428"
"10069011","900103","6","10069","1","2021/06/18 12:00:00","0","5042001","1003","0","2021/06/27 20:59:59","5042408"
"10069012","101101","8","10069","0","2021/06/18 12:00:00","0","0","1003","0","2021/06/27 20:59:59","5042431"
"10069013","112901","8","10069","1","2021/06/18 12:00:00","0","5042001","1003","0","2021/06/27 20:59:59","5042411"
"10070001","104901","1007003","10070","0","2021/06/30 12:00:00","1","0","1002","0","2021/07/14 20:59:59","5070402"
"10070002","117101","1007003","10070","1","2021/06/30 12:00:00","1","5070001","1002","0","2021/07/14 20:59:59","5070422"
"10070003","117101","1007003","10070","1","2021/06/30 12:00:00","1","5070004","1002","0","2021/07/14 20:59:59","5070442"
"10070004","117101","1007003","10070","1","2021/06/30 12:00:00","1","5070005","1002","0","2021/07/14 20:59:59","5070422"
"10070005","104901","10","10070","0","2021/06/30 12:00:00","0","0","1001","0","2021/07/14 20:59:59","5070403"
"10070006","117101","10","10070","1","2021/06/30 12:00:00","0","5070001","1001","0","2021/07/14 20:59:59","5070423"
"10070007","117101","10","10070","1","2021/06/30 12:00:00","0","5070004","1001","0","2021/07/14 20:59:59","5070443"
"10070008","117101","10","10070","1","2021/06/30 12:00:00","0","5070005","1001","0","2021/07/14 20:59:59","5070423"
"10070009","102701","20","10070","0","2021/06/30 12:00:00","0","0","1001","0","2021/07/14 20:59:59","5070404"
"10070010","117001","20","10070","1","2021/06/30 12:00:00","0","5070001","1001","0","2021/07/14 20:59:59","5070424"
"10070011","117001","20","10070","1","2021/06/30 12:00:00","0","5070004","1001","0","2021/07/14 20:59:59","5070444"
"10070012","117001","20","10070","1","2021/06/30 12:00:00","0","5070005","1001","0","2021/07/14 20:59:59","5070424"
"10070013","104901","30","10070","0","2021/06/30 12:00:00","0","0","1001","0","2021/07/14 20:59:59","5070405"
"10070014","117101","30","10070","1","2021/06/30 12:00:00","0","5070001","1001","0","2021/07/14 20:59:59","5070425"
"10070015","117101","30","10070","1","2021/06/30 12:00:00","0","5070004","1001","0","2021/07/14 20:59:59","5070445"
"10070016","117101","30","10070","1","2021/06/30 12:00:00","0","5070005","1001","0","2021/07/14 20:59:59","5070425"
"10070017","104901","2","10070","0","2021/06/30 12:00:00","0","0","1003","0","2021/07/14 20:59:59","5070406"
"10070018","117101","2","10070","1","2021/06/30 12:00:00","0","5070001","1003","0","2021/07/14 20:59:59","5070426"
"10070019","117101","2","10070","1","2021/06/30 12:00:00","0","5070004","1003","0","2021/07/14 20:59:59","5070446"
"10070020","117101","2","10070","1","2021/06/30 12:00:00","0","5070005","1003","0","2021/07/14 20:59:59","5070426"
"10070021","102701","4","10070","0","2021/06/30 12:00:00","0","0","1003","0","2021/07/14 20:59:59","5070407"
"10070022","117001","4","10070","1","2021/06/30 12:00:00","0","5070001","1003","0","2021/07/14 20:59:59","5070427"
"10070023","117001","4","10070","1","2021/06/30 12:00:00","0","5070004","1003","0","2021/07/14 20:59:59","5070447"
"10070024","117001","4","10070","1","2021/06/30 12:00:00","0","5070005","1003","0","2021/07/14 20:59:59","5070427"
"10070025","104901","7","10070","0","2021/06/30 12:00:00","0","0","1003","0","2021/07/14 20:59:59","5070408"
"10070026","117101","7","10070","1","2021/06/30 12:00:00","0","5070001","1003","0","2021/07/14 20:59:59","5070428"
"10070027","117101","7","10070","1","2021/06/30 12:00:00","0","5070004","1003","0","2021/07/14 20:59:59","5070448"
"10070028","117101","7","10070","1","2021/06/30 12:00:00","0","5070005","1003","0","2021/07/14 20:59:59","5070428"
"10070029","102701","10","10070","0","2021/06/30 12:00:00","0","0","1003","0","2021/07/14 20:59:59","5070409"
"10070030","117001","10","10070","1","2021/06/30 12:00:00","0","5070001","1003","0","2021/07/14 20:59:59","5070429"
"10070031","117001","10","10070","1","2021/06/30 12:00:00","0","5070004","1003","0","2021/07/14 20:59:59","5070449"
"10070032","117001","10","10070","1","2021/06/30 12:00:00","0","5070005","1003","0","2021/07/14 20:59:59","5070429"
"10070033","102701","13","10070","0","2021/06/30 12:00:00","0","0","1003","0","2021/07/14 20:59:59","5070410"
"10070034","117001","13","10070","1","2021/06/30 12:00:00","0","5070001","1003","0","2021/07/14 20:59:59","5070430"
"10070035","117001","13","10070","1","2021/06/30 12:00:00","0","5070004","1003","0","2021/07/14 20:59:59","5070450"
"10070036","117001","13","10070","1","2021/06/30 12:00:00","0","5070005","1003","0","2021/07/14 20:59:59","5070430"
"10070037","102701","15","10070","0","2021/06/30 12:00:00","0","0","1003","0","2021/07/14 20:59:59","5070411"
"10070038","117001","15","10070","1","2021/06/30 12:00:00","0","5070001","1003","0","2021/07/14 20:59:59","5070431"
"10070039","117001","15","10070","1","2021/06/30 12:00:00","0","5070004","1003","0","2021/07/14 20:59:59","5070451"
"10070040","117001","15","10070","1","2021/06/30 12:00:00","0","5070005","1003","0","2021/07/14 20:59:59","5070431"
"10071001","113201","113201","10071","0","2021/07/18 12:00:00","0","0","1004","0","2021/07/27 20:59:59","5044401"
"10071002","100901","1007103","10071","0","2021/07/18 12:00:00","1","0","1002","0","2021/07/27 20:59:59","5044422"
"10071003","100901","10","10071","0","2021/07/18 12:00:00","0","0","1001","0","2021/07/27 20:59:59","5044423"
"10071004","101301","20","10071","0","2021/07/18 12:00:00","0","0","1001","0","2021/07/27 20:59:59","5044424"
"10071005","105601","30","10071","0","2021/07/18 12:00:00","0","0","1001","0","2021/07/27 20:59:59","5044425"
"10071006","105601","2","10071","0","2021/07/18 12:00:00","0","0","1003","0","2021/07/27 20:59:59","5044426"
"10071007","100901","3","10071","0","2021/07/18 12:00:00","0","0","1003","0","2021/07/27 20:59:59","5044427"
"10071008","101301","4","10071","0","2021/07/18 12:00:00","0","0","1003","0","2021/07/27 20:59:59","5044428"
"10071009","105601","5","10071","0","2021/07/18 12:00:00","0","0","1003","0","2021/07/27 20:59:59","5044429"
"10071010","101301","6","10071","0","2021/07/18 12:00:00","0","0","1003","0","2021/07/27 20:59:59","5044430"
"10071011","105601","8","10071","0","2021/07/18 12:00:00","0","0","1003","0","2021/07/27 20:59:59","5044431"
"10071012","113101","2","10071","1","2021/07/18 12:00:00","0","5044001","1003","0","2021/07/27 20:59:59","5044406"
"10071013","113201","3","10071","1","2021/07/18 12:00:00","0","5044001","1003","0","2021/07/27 20:59:59","5044407"
"10071014","113301","4","10071","1","2021/07/18 12:00:00","0","5044001","1003","0","2021/07/27 20:59:59","5044408"
"10071015","113101","5","10071","1","2021/07/18 12:00:00","0","5044001","1003","0","2021/07/27 20:59:59","5044409"
"10071016","113301","6","10071","1","2021/07/18 12:00:00","0","5044001","1003","0","2021/07/27 20:59:59","5044410"
"10071017","113101","8","10071","1","2021/07/18 12:00:00","0","5044001","1003","0","2021/07/27 20:59:59","5044411"
"10071018","113201","1007103","10071","1","2021/07/18 12:00:00","1","5044001","1002","0","2021/07/27 20:59:59","5044402"
"10071019","113201","10","10071","1","2021/07/18 12:00:00","0","5044001","1001","0","2021/07/27 20:59:59","5044403"
"10071020","113301","20","10071","1","2021/07/18 12:00:00","0","5044001","1001","0","2021/07/27 20:59:59","5044404"
"10071021","113101","30","10071","1","2021/07/18 12:00:00","0","5044001","1001","0","2021/07/27 20:59:59","5044405"
"10072001","117401","117401","10072","0","2021/07/31 12:00:00","0","0","1004","0","2021/08/14 20:59:59","5072401"
"10072002","117201","1007203","10072","0","2021/07/31 12:00:00","1","0","1002","0","2021/08/14 20:59:59","5072402"
"10072003","117201","10","10072","0","2021/07/31 12:00:00","0","0","1001","0","2021/08/14 20:59:59","5072403"
"10072004","117401","20","10072","0","2021/07/31 12:00:00","0","0","1001","0","2021/08/14 20:59:59","5072404"
"10072005","117301","30","10072","0","2021/07/31 12:00:00","0","0","1001","0","2021/08/14 20:59:59","5072405"
"10072006","117201","2","10072","0","2021/07/31 12:00:00","0","0","1003","0","2021/08/14 20:59:59","5072406"
"10072007","117301","4","10072","0","2021/07/31 12:00:00","0","0","1003","0","2021/08/14 20:59:59","5072407"
"10072008","117401","7","10072","0","2021/07/31 12:00:00","0","0","1003","0","2021/08/14 20:59:59","5072408"
"10072009","117301","10","10072","0","2021/07/31 12:00:00","0","0","1003","0","2021/08/14 20:59:59","5072409"
"10072010","117201","13","10072","0","2021/07/31 12:00:00","0","0","1003","0","2021/08/14 20:59:59","5072410"
"10072011","117201","15","10072","0","2021/07/31 12:00:00","0","0","1003","0","2021/08/14 20:59:59","5072411"
"10072013","117201","1007203","10072","1","2021/07/31 12:00:00","1","5072004","1002","0","2021/08/14 20:59:59","5072422"
"10072014","117201","10","10072","1","2021/07/31 12:00:00","0","5072004","1001","0","2021/08/14 20:59:59","5072423"
"10072015","117401","20","10072","1","2021/07/31 12:00:00","0","5072004","1001","0","2021/08/14 20:59:59","5072424"
"10072016","117301","30","10072","1","2021/07/31 12:00:00","0","5072004","1001","0","2021/08/14 20:59:59","5072425"
"10072017","117201","2","10072","1","2021/07/31 12:00:00","0","5072004","1003","0","2021/08/14 20:59:59","5072426"
"10072018","117301","4","10072","1","2021/07/31 12:00:00","0","5072004","1003","0","2021/08/14 20:59:59","5072427"
"10072019","117401","7","10072","1","2021/07/31 12:00:00","0","5072004","1003","0","2021/08/14 20:59:59","5072428"
"10072020","117301","10","10072","1","2021/07/31 12:00:00","0","5072004","1003","0","2021/08/14 20:59:59","5072429"
"10072021","117201","13","10072","1","2021/07/31 12:00:00","0","5072004","1003","0","2021/08/14 20:59:59","5072430"
"10072022","117201","15","10072","1","2021/07/31 12:00:00","0","5072004","1003","0","2021/08/14 20:59:59","5072431"
"10072023","117201","1007203","10072","1","2021/07/31 12:00:00","1","5072006","1002","0","2021/08/14 20:59:59","5072442"
"10072024","117201","10","10072","1","2021/07/31 12:00:00","0","5072006","1001","0","2021/08/14 20:59:59","5072443"
"10072025","117401","20","10072","1","2021/07/31 12:00:00","0","5072006","1001","0","2021/08/14 20:59:59","5072444"
"10072026","117301","30","10072","1","2021/07/31 12:00:00","0","5072006","1001","0","2021/08/14 20:59:59","5072445"
"10072027","117201","2","10072","1","2021/07/31 12:00:00","0","5072006","1003","0","2021/08/14 20:59:59","5072446"
"10072028","117301","4","10072","1","2021/07/31 12:00:00","0","5072006","1003","0","2021/08/14 20:59:59","5072447"
"10072029","117401","7","10072","1","2021/07/31 12:00:00","0","5072006","1003","0","2021/08/14 20:59:59","5072448"
"10072030","117301","10","10072","1","2021/07/31 12:00:00","0","5072006","1003","0","2021/08/14 20:59:59","5072449"
"10072031","117201","13","10072","1","2021/07/31 12:00:00","0","5072006","1003","0","2021/08/14 20:59:59","5072450"
"10072032","117201","15","10072","1","2021/07/31 12:00:00","0","5072006","1003","0","2021/08/14 20:59:59","5072451"
"10073001","113501","113501","10073","0","2021/08/18 12:00:00","0","0","1004","0","2021/08/27 20:59:59","5046401"
"10073002","101501","1007303","10073","0","2021/08/18 12:00:00","1","0","1002","0","2021/08/27 20:59:59","5046412"
"10073003","101201","10","10073","0","2021/08/18 12:00:00","0","0","1001","0","2021/08/27 20:59:59","5046413"
"10073004","101501","20","10073","0","2021/08/18 12:00:00","0","0","1001","0","2021/08/27 20:59:59","5046414"
"10073005","101501","30","10073","0","2021/08/18 12:00:00","0","0","1001","0","2021/08/27 20:59:59","5046415"
"10073006","101501","2","10073","0","2021/08/18 12:00:00","0","0","1003","0","2021/08/27 20:59:59","5046406"
"10073007","101201","3","10073","0","2021/08/18 12:00:00","0","0","1003","0","2021/08/27 20:59:59","5046407"
"10073008","101501","4","10073","0","2021/08/18 12:00:00","0","0","1003","0","2021/08/27 20:59:59","5046408"
"10073009","101201","5","10073","0","2021/08/18 12:00:00","0","0","1003","0","2021/08/27 20:59:59","5046409"
"10073010","101501","6","10073","0","2021/08/18 12:00:00","0","0","1003","0","2021/08/27 20:59:59","5046410"
"10073011","101501","8","10073","0","2021/08/18 12:00:00","0","0","1003","0","2021/08/27 20:59:59","5046411"
"10073012","113501","2","10073","1","2021/08/18 12:00:00","0","5046001","1003","0","2021/08/27 20:59:59","5046426"
"10073013","113501","4","10073","1","2021/08/18 12:00:00","0","5046001","1003","0","2021/08/27 20:59:59","5046428"
"10073014","113501","6","10073","1","2021/08/18 12:00:00","0","5046001","1003","0","2021/08/27 20:59:59","5046430"
"10073015","113501","8","10073","1","2021/08/18 12:00:00","0","5046001","1003","0","2021/08/27 20:59:59","5046431"
"10073016","113501","2","10073","1","2021/08/18 12:00:00","0","5046002","1003","0","2021/08/27 20:59:59","5046446"
"10073017","113401","3","10073","1","2021/08/18 12:00:00","0","5046002","1003","0","2021/08/27 20:59:59","5046447"
"10073018","113501","4","10073","1","2021/08/18 12:00:00","0","5046002","1003","0","2021/08/27 20:59:59","5046448"
"10073019","113401","5","10073","1","2021/08/18 12:00:00","0","5046002","1003","0","2021/08/27 20:59:59","5046449"
"10073020","113501","6","10073","1","2021/08/18 12:00:00","0","5046002","1003","0","2021/08/27 20:59:59","5046450"
"10073021","113501","8","10073","1","2021/08/18 12:00:00","0","5046002","1003","0","2021/08/27 20:59:59","5046451"
"10073022","113501","1007303","10073","1","2021/08/18 12:00:00","1","5046001","1002","0","2021/08/27 20:59:59","5046422"
"10073023","101201","10","10073","1","2021/08/18 12:00:00","0","5046001","1001","0","2021/08/27 20:59:59","5046423"
"10073024","113501","20","10073","1","2021/08/18 12:00:00","0","5046001","1001","0","2021/08/27 20:59:59","5046424"
"10073025","113501","30","10073","1","2021/08/18 12:00:00","0","5046001","1001","0","2021/08/27 20:59:59","5046425"
"10073026","113501","1007303","10073","1","2021/08/18 12:00:00","1","5046002","1002","0","2021/08/27 20:59:59","5046402"
"10073027","113401","10","10073","1","2021/08/18 12:00:00","0","5046002","1001","0","2021/08/27 20:59:59","5046403"
"10073028","113501","20","10073","1","2021/08/18 12:00:00","0","5046002","1001","0","2021/08/27 20:59:59","5046404"
"10073029","113501","30","10073","1","2021/08/18 12:00:00","0","5046002","1001","0","2021/08/27 20:59:59","5046405"
"10074001","105101","1007403","10074","0","2021/08/31 12:00:00","1","0","1002","0","2021/09/14 20:59:59","5074402"
"10074002","105101","10","10074","0","2021/08/31 12:00:00","0","0","1001","0","2021/09/14 20:59:59","5074403"
"10074003","100801","20","10074","0","2021/08/31 12:00:00","0","0","1001","0","2021/09/14 20:59:59","5074404"
"10074004","105101","30","10074","0","2021/08/31 12:00:00","0","0","1001","0","2021/09/14 20:59:59","5074405"
"10074005","105101","2","10074","0","2021/08/31 12:00:00","0","0","1003","0","2021/09/14 20:59:59","5074406"
"10074007","105101","7","10074","0","2021/08/31 12:00:00","0","0","1003","0","2021/09/14 20:59:59","5074408"
"10074009","105101","13","10074","0","2021/08/31 12:00:00","0","0","1003","0","2021/09/14 20:59:59","5074410"
"10074010","105101","15","10074","0","2021/08/31 12:00:00","0","0","1003","0","2021/09/14 20:59:59","5074411"
"10074011","117501","1007403","10074","1","2021/08/31 12:00:00","1","5074001","1002","0","2021/09/14 20:59:59","5074422"
"10074012","117501","10","10074","1","2021/08/31 12:00:00","0","5074001","1001","0","2021/09/14 20:59:59","5074423"
"10074013","100801","20","10074","1","2021/08/31 12:00:00","0","5074001","1001","0","2021/09/14 20:59:59","5074424"
"10074014","117501","30","10074","1","2021/08/31 12:00:00","0","5074001","1001","0","2021/09/14 20:59:59","5074425"
"10074015","117501","2","10074","1","2021/08/31 12:00:00","0","5074001","1003","0","2021/09/14 20:59:59","5074426"
"10074016","100801","4","10074","1","2021/08/31 12:00:00","0","5074002","1003","0","2021/09/14 20:59:59","5074427"
"10074017","117501","7","10074","1","2021/08/31 12:00:00","0","5074001","1003","0","2021/09/14 20:59:59","5074428"
"10074018","100801","10","10074","1","2021/08/31 12:00:00","0","5074002","1003","0","2021/09/14 20:59:59","5074429"
"10074019","117501","13","10074","1","2021/08/31 12:00:00","0","5074001","1003","0","2021/09/14 20:59:59","5074430"
"10074020","117501","15","10074","1","2021/08/31 12:00:00","0","5074001","1003","0","2021/09/14 20:59:59","5074431"
"10074021","117501","1007403","10074","1","2021/08/31 12:00:00","1","5074003","1002","0","2021/09/14 20:59:59","5074442"
"10074022","117601","20","10074","1","2021/08/31 12:00:00","0","5074003","1001","0","2021/09/14 20:59:59","5074444"
"10074023","117601","4","10074","1","2021/08/31 12:00:00","0","5074003","1003","0","2021/09/14 20:59:59","5074447"
"10074024","117601","10","10074","1","2021/08/31 12:00:00","0","5074003","1003","0","2021/09/14 20:59:59","5074449"
"10074025","117501","15","10074","1","2021/08/31 12:00:00","0","5074003","1003","0","2021/09/14 20:59:59","5074451"
"10075001","100601","1007503","10075","0","2021/09/17 12:00:00","1","0","1002","0","2021/09/26 20:59:59","5048422"
"10075002","113701","1007503","10075","1","2021/09/17 12:00:00","1","5048001","1002","0","2021/09/26 20:59:59","5048402"
"10075003","113801","10","10075","0","2021/09/17 12:00:00","0","0","1001","0","2021/09/26 20:59:59","5048403"
"10075004","100601","20","10075","0","2021/09/17 12:00:00","0","0","1001","0","2021/09/26 20:59:59","5048424"
"10075005","113701","20","10075","1","2021/09/17 12:00:00","0","5048001","1001","0","2021/09/26 20:59:59","5048404"
"10075006","100601","30","10075","0","2021/09/17 12:00:00","0","0","1001","0","2021/09/26 20:59:59","5048425"
"10075007","113701","30","10075","1","2021/09/17 12:00:00","0","5048001","1001","0","2021/09/26 20:59:59","5048405"
"10075008","113801","2","10075","0","2021/09/17 12:00:00","0","0","1003","0","2021/09/26 20:59:59","5048406"
"10075009","100601","3","10075","0","2021/09/17 12:00:00","0","0","1003","0","2021/09/26 20:59:59","5048427"
"10075010","113701","3","10075","1","2021/09/17 12:00:00","0","5048001","1003","0","2021/09/26 20:59:59","5048407"
"10075011","113801","4","10075","0","2021/09/17 12:00:00","0","0","1003","0","2021/09/26 20:59:59","5048408"
"10075012","113801","5","10075","0","2021/09/17 12:00:00","0","0","1003","0","2021/09/26 20:59:59","5048409"
"10075013","100601","6","10075","0","2021/09/17 12:00:00","0","0","1003","0","2021/09/26 20:59:59","5048430"
"10075014","113701","6","10075","1","2021/09/17 12:00:00","0","5048001","1003","0","2021/09/26 20:59:59","5048410"
"10075015","113801","8","10075","0","2021/09/17 12:00:00","0","0","1003","0","2021/09/26 20:59:59","5048411"
"10076001","117801","117801","10076","0","2021/09/30 12:00:00","0","0","1004","0","2021/10/14 20:59:59","5076401"
"10076002","101701","1007603","10076","0","2021/09/30 12:00:00","1","0","1002","0","2021/10/14 20:59:59","5076402"
"10076003","103001","10","10076","0","2021/09/30 12:00:00","0","0","1001","0","2021/10/14 20:59:59","5076403"
"10076004","101601","20","10076","0","2021/09/30 12:00:00","0","0","1001","0","2021/10/14 20:59:59","5076404"
"10076005","101701","30","10076","0","2021/09/30 12:00:00","0","0","1001","0","2021/10/14 20:59:59","5076405"
"10076006","101701","2","10076","0","2021/09/30 12:00:00","0","0","1003","0","2021/10/14 20:59:59","5076406"
"10076007","103001","4","10076","0","2021/09/30 12:00:00","0","0","1003","0","2021/10/14 20:59:59","5076407"
"10076008","101701","7","10076","0","2021/09/30 12:00:00","0","0","1003","0","2021/10/14 20:59:59","5076408"
"10076010","101701","13","10076","0","2021/09/30 12:00:00","0","0","1003","0","2021/10/14 20:59:59","5076410"
"10076011","101701","15","10076","0","2021/09/30 12:00:00","0","0","1003","0","2021/10/14 20:59:59","5076411"
"10076012","117701","1007603","10076","1","2021/09/30 12:00:00","1","5076002","1002","0","2021/10/14 20:59:59","5076422"
"10076013","117801","10","10076","1","2021/09/30 12:00:00","0","5076002","1001","0","2021/10/14 20:59:59","5076423"
"10076014","117901","20","10076","1","2021/09/30 12:00:00","0","5076002","1001","0","2021/10/14 20:59:59","5076424"
"10076015","117701","30","10076","1","2021/09/30 12:00:00","0","5076002","1001","0","2021/10/14 20:59:59","5076425"
"10076016","117701","2","10076","1","2021/09/30 12:00:00","0","5076002","1003","0","2021/10/14 20:59:59","5076426"
"10076017","117801","4","10076","1","2021/09/30 12:00:00","0","5076002","1003","0","2021/10/14 20:59:59","5076427"
"10076018","117701","7","10076","1","2021/09/30 12:00:00","0","5076002","1003","0","2021/10/14 20:59:59","5076428"
"10076019","117901","10","10076","1","2021/09/30 12:00:00","0","5076002","1003","0","2021/10/14 20:59:59","5076429"
"10076020","117701","13","10076","1","2021/09/30 12:00:00","0","5076002","1003","0","2021/10/14 20:59:59","5076430"
"10076021","117701","15","10076","1","2021/09/30 12:00:00","0","5076002","1003","0","2021/10/14 20:59:59","5076431"
"10076022","117701","1007603","10076","1","2021/09/30 12:00:00","1","5076005","1002","0","2021/10/14 20:59:59","5076442"
"10076023","117801","10","10076","1","2021/09/30 12:00:00","0","5076005","1001","0","2021/10/14 20:59:59","5076443"
"10076024","117901","20","10076","1","2021/09/30 12:00:00","0","5076005","1001","0","2021/10/14 20:59:59","5076444"
"10076025","117701","30","10076","1","2021/09/30 12:00:00","0","5076005","1001","0","2021/10/14 20:59:59","5076445"
"10076026","117701","2","10076","1","2021/09/30 12:00:00","0","5076005","1003","0","2021/10/14 20:59:59","5076446"
"10076027","117801","4","10076","1","2021/09/30 12:00:00","0","5076005","1003","0","2021/10/14 20:59:59","5076447"
"10076028","117701","7","10076","1","2021/09/30 12:00:00","0","5076005","1003","0","2021/10/14 20:59:59","5076448"
"10076029","117901","10","10076","1","2021/09/30 12:00:00","0","5076005","1003","0","2021/10/14 20:59:59","5076449"
"10076030","117701","13","10076","1","2021/09/30 12:00:00","0","5076005","1003","0","2021/10/14 20:59:59","5076450"
"10076031","117701","15","10076","1","2021/09/30 12:00:00","0","5076005","1003","0","2021/10/14 20:59:59","5076451"
"10077001","114101","114101","10077","0","2021/10/18 12:00:00","0","0","1004","0","2021/10/27 20:59:59","5050401"
"10077002","100501","1007703","10077","0","2021/10/18 12:00:00","1","0","1002","0","2021/10/27 20:59:59","5050422"
"10077003","100501","10","10077","0","2021/10/18 12:00:00","0","0","1001","0","2021/10/27 20:59:59","5050423"
"10077004","105401","20","10077","0","2021/10/18 12:00:00","0","0","1001","0","2021/10/27 20:59:59","5050424"
"10077005","100301","30","10077","0","2021/10/18 12:00:00","0","0","1001","0","2021/10/27 20:59:59","5050425"
"10077006","105401","2","10077","0","2021/10/18 12:00:00","0","0","1003","0","2021/10/27 20:59:59","5050426"
