29a5d732cc035abe2e09ce781690f020fb10e679ed599f4b9f6e1efb1658388d,5c96ec7fe8e1c8220e17058897bc0c2fa5cd0d91f23109b38d5b01a19b30aa1a,c6731fa300ead48e2aaabef576edb3f09bfd6818a88e0a5865bb1503e0a35ed9,9bd4f1730fdaa08980990ab97cf1d01407aa1a12dfe76bc8b049674b4215d2c7,f8800210b1bbf68950c344485881c9cc5a1b81488900ecea24260ff37bd1c11d,80251b073b8c2e0927283a9a3a1b29782667aeade3c0f83c4159fb9c312c0336,0369ea0e9dab59823d211601a0b2001999e35744c14b54895d62be6f5f9e8124,5c659bd773993cf3d819a17e7ebc832b492fab511386b1de51e59b16c0103eae,30ab9c4db48aa48c62455de6b6382306885979bfa2218e91e197537999621105,7f123b6ad968ce9bc50d7488952afdb880f292eb6560795026587ba768823fc9,7ab75dedb27811f988eef62371dd56288901e36d2b88b300f499aae240126fb4
"psy_fairy_talk","1","7","0.2","","3","1","","","7005",""
"vo_minigame_1008_drama_9902","vo_minigame_1008","7","","","21","0","","","7006","0"
"キュキュッ！","1","7","0","0.5","11","6","0","0","7007","1"
"","0","7","","","91","","","","7008",""
"psy_fairy_idle","1","7","0.2","","3","1","","","7009",""
"psy_miyako_talk3","119931","7","0.2","","3","1","","","7010",""
"vo_minigame_1008_drama_0702","vo_minigame_1008","7","","","21","0","","","7011","0"
"うるさいの！　じゃまするななの！\nミヤコは究極のプリンを考えるのに\n忙しいの！","119931","7","0","1","11","6","0","0","7012","1"
"1","3","7","","","93","","","","7013",""
"psy_miyako_arm_crossed_in","119931","7","0.2","","3","0","1","0","7014","psy_miyako_arm_crossed_loop"
"","7012","7","","","91","","","","7015",""
"0","0","7","","","22","","","","7016",""
"psy_fairy_talk","1","7","0.2","","3","1","","","7017",""
"vo_minigame_1008_drama_9903","vo_minigame_1008","7","","","21","0","","","7018","0"
"キュ～キュ～！","1","7","0","0.5","11","6","0","0","7019","1"
"","0","7","","","91","","","","7020",""
"psy_fairy_idle","1","7","0.2","","3","1","","","7021",""
"psy_miyako_anger2","119931","7","0.2","","3","1","","","7022",""
"vo_minigame_1008_drama_0704","vo_minigame_1008","7","","","21","0","","","7023","0"
"そんなこと言われても知らないの！","119931","7","0","0.5","11","6","0","0","7024","1"
"","0","7","","","91","","","","7025",""
"0","0","7","","","22","","","","7026",""
"psy_miyako_thinking3","119931","7","0.2","","3","1","","","7027",""
"vo_minigame_1008_drama_0705","vo_minigame_1008","7","","","21","0","","","7028","0"
"ん～～……\nでも、試してみるのもよさそうなの。\nミヤコはやさしいから\nオマエの言うことを聞いてやるの！","119931","7","0","0.5","11","5","0","0","7029","1"
"1","5","7","","","93","","","","7030",""
"psy_miyako_doya_in","119931","7","0.2","","3","0","1","0","7031","psy_miyako_doya_loop"
"","7029","7","","","91","","","","7032",""
"0","0","7","","","22","","","","7033",""
"","1","7","","","93","","","","7034",""
"","0","7","","","91","","","","7035",""
"119931","1","8","1.7","psy_miyako_start","1","100","-200","0","8001","-300"
"100411","1","8","1.7","psy_walk2","1","100","-210","1","8002","225"
"103631","1","8","1.7","psy_walk3","1","105","-220","1","8003","480"
"102011","1","8","1.7","psy_walk_glad","1","110","-235","1","8004","340"
"11","1","8","1","","31","0","1","","8005","0"
"1","1","8","1.7","psy_smoke_start","5","101","-200","0","8006","-300"
"110","100411","8","","","2","-210","0","","8007","2"
"365","103631","8","","","2","-220","0","","8008","2.2"
"225","102011","8","","","2","-235","0","","8009","2.3"
"","2","8","","","93","","","","8010",""
"psy_idle_normal","100411","8","0.2","","3","1","","","8011",""
"","0.2","8","","","93","","","","8012",""
"psy_idle_normal","103631","8","0.2","","3","1","","","8013",""
"","0.1","8","","","93","","","","8014",""
"psy_talk_joy1","102011","8","0.2","","3","1","","","8015",""
"vo_minigame_1008_drama_0806","vo_minigame_1008","8","","","21","0","","","8016","0"
"おにいちゃん、遊びにきたよ～\nあれ～？　お留守なのかな？","102011","8","0","0.5","11","8","0","0","8017","1"
"","0","8","","","91","","","","8018",""
"psy_idle_joy1","102011","8","0.2","","3","1","","","8019",""
"psy_miyako_appear","119931","8","0","","3","0","1","0.2","8020","psy_miyako_talk1"
"psy_smoke_appear","1","8","0","","3","0","0","0","8021","psy_smoke_start"
"vo_minigame_1008_drama_0801","vo_minigame_1008","8","","","21","0","","","8022","0"
"ん？　アイツに何か用なの？","119931","8","0","0.5","11","6","0","0","8023","1"
"","0","8","","","91","","","","8024",""
"0","0","8","","","22","","","","8025",""
"psy_miyako_idle","119931","8","0.2","","3","1","","","8026",""
"psy_talk_surprise2","103631","8","0.2","","3","1","","","8027",""
"vo_minigame_1008_drama_0807","vo_minigame_1008","8","","","21","0","","","8028","0"
"きゃ～！？　おばけ！！","103631","8","0","0.5","11","8","0","0","8029","1"
"","0","8","","","91","","","","8030",""
"psy_idle_surprise2","103631","8","0.2","","3","1","","","8031",""
"psy_talk_joy2","100411","8","0.2","","3","1","","","8032",""
"vo_minigame_1008_drama_0808","vo_minigame_1008","8","","","21","0","","","8033","0"
"すごーい！\nにいちゃんがしかけたイタズラかな？\nにいちゃん、隠れてないで出てきなよ～","100411","8","0","0.5","11","8","0","0","8034","1"
"","0","8","","","91","","","","8035",""
"psy_idle_joy2","100411","8","0.2","","3","1","","","8036",""
"psy_miyako_panic2","119931","8","0.2","","3","1","","","8037",""
"vo_minigame_1008_drama_0802","vo_minigame_1008","8","","","21","0","","","8038","0"
"ミヤコはイタズラじゃないの。\n幽霊なの。\nあとアイツは今はいないの。","119931","8","0","1","11","6","0","0","8039","1"
"1","3","8","","","93","","","","8040",""
"psy_miyako_talk2","119931","8","0.2","","3","1","","","8041",""
"","8039","8","","","91","","","","8042",""
"0","0","8","","","22","","","","8043",""
"psy_miyako_idle","119931","8","0.2","","3","1","","","8044",""
"psy_talk_wish","100411","8","0.2","","3","1","","","8045",""
"vo_minigame_1008_drama_0809","vo_minigame_1008","8","","","21","0","","","8046","0"
"いないの？\nそれなら今のうちにイタズラを……","100411","8","0","0.5","11","8","0","0","8047","1"
"","0","8","","","91","","","","8048",""
"psy_idle_wish","100411","8","0.2","","3","1","","","8049",""
"psy_talk_anger","103631","8","0.2","","3","1","","","8050",""
"vo_minigame_1008_drama_0810","vo_minigame_1008","8","","","21","0","","","8051","0"
"お店でそんなことしちゃダメでしょ！\nというか、なんでミソギは平気なの？\n幽霊が出たんだよ？","103631","8","0","0.5","11","8","0","0","8052","1"
"","0","8","","","91","","","","8053",""
"psy_idle_anger","103631","8","0.2","","3","1","","","8054",""
"psy_talk_normal","100411","8","0.2","","3","1","","","8055",""
"0","100411","8","","","4","","","","8056",""
"vo_minigame_1008_drama_0811","vo_minigame_1008","8","","","21","0","","","8057","0"
"だってにいちゃんの友だちみたいだし。\nそれに全然怖くないもん。","100411","8","0","0.5","11","8","0","0","8058","1"
"","0","8","","","91","","","","8059",""
"1","100411","8","","","4","","","","8060",""
"psy_idle_normal","100411","8","0.2","","3","1","","","8061",""
"psy_talk_joy1","102011","8","0.2","","3","1","","","8062",""
"vo_minigame_1008_drama_0812","vo_minigame_1008","8","","","21","0","","","8063","0"
"おにいちゃんが帰ってくるまで\n一緒に遊ぼ～","102011","8","0","0.5","11","8","0","0","8064","1"
"","0","8","","","91","","","","8065",""
"psy_idle_joy1","102011","8","0.2","","3","1","","","8066",""
"psy_miyako_anger3","119931","8","0.2","","3","1","","","8067",""
"vo_minigame_1008_drama_0803","vo_minigame_1008","8","","","21","0","","","8068","0"
"遊ばないの。\nミヤコはプリン作りで忙しいの！","119931","8","0","0.5","11","6","0","0","8069","1"
"","0","8","","","91","","","","8070",""
"0","0","8","","","22","","","","8071",""
"psy_miyako_idle_anger","119931","8","0.2","","3","1","","","8072",""
"psy_talk_joy2","102011","8","0.2","","3","1","","","8073",""
"vo_minigame_1008_drama_0813","vo_minigame_1008","8","","","21","0","","","8074","0"
"プリン作り？　わぁ、楽しそう～\nミミも一緒にやっていい？","102011","8","0","0.5","11","8","0","0","8075","1"
"","0","8","","","91","","","","8076",""
"psy_idle_joy2","102011","8","0.2","","3","1","","","8077",""
"psy_miyako_doya_in","119931","8","0.2","","3","0","1","0","8078","psy_miyako_doya_loop"
"vo_minigame_1008_drama_0804","vo_minigame_1008","8","","","21","0","","","8079","0"
"ミヤコの言うこと聞くなら\n手伝わせてやってもいいの。","119931","8","0","0.5","11","6","0","0","8080","1"
"","0","8","","","91","","","","8081",""
"0","0","8","","","22","","","","8082",""
"psy_miyako_doya_idle","119931","8","0.2","","3","1","","","8083",""
"psy_jump","102011","8","0.2","","3","0","1","0.4","8084","psy_idle_joy1"
"vo_minigame_1008_drama_0814","vo_minigame_1008","8","","","21","0","","","8085","0"
"わ～い！　やった～！","102011","8","0","0.5","11","8","0","0","8086","1"
"","0","8","","","91","","","","8087",""
"psy_talk_joy2","100411","8","0.2","","3","1","","","8088",""
"vo_minigame_1008_drama_0815","vo_minigame_1008","8","","","21","0","","","8089","0"
"にいちゃんにイタズラする用のプリン\n作っちゃお～！","100411","8","0","0.5","11","8","0","0","8090","1"
"","0","8","","","91","","","","8091",""
"psy_idle_joy2","100411","8","0.2","","3","1","","","8092",""
"psy_talk_sad","103631","8","0.2","","3","1","","","8093",""
"vo_minigame_1008_drama_0816","vo_minigame_1008","8","","","21","0","","","8094","0"
"そ、そんな……\n幽霊とプリン作りなんて……","103631","8","0","0.5","11","8","0","0","8095","1"
"","0","8","","","91","","","","8096",""
"psy_idle_sad","103631","8","0.2","","3","1","","","8097",""
"psy_talk_normal","100411","8","0.2","","3","1","","","8098",""
"0","100411","8","","","4","","","","8099",""
"0","102011","8","","","4","","","","8100",""
"vo_minigame_1008_drama_0817","vo_minigame_1008","8","","","21","0","","","8101","0"
"キョウカはやらないの？","100411","8","0","0.5","11","8","0","0","8102","1"
"","0","8","","","91","","","","8103",""
"psy_idle_normal","100411","8","0.2","","3","1","","","8104",""
"psy_talk_joy2","102011","8","0.2","","3","1","","","8105",""
"vo_minigame_1008_drama_0818","vo_minigame_1008","8","","","21","0","","","8106","0"
"ミミ、キョウカちゃんと一緒に\nプリン作りたいな～","102011","8","0","0.5","11","8","0","0","8107","1"
"","0","8","","","91","","","","8108",""
"psy_idle_joy2","102011","8","0.2","","3","1","","","8109",""
"psy_talk_sad","103631","8","0.2","","3","1","","","8110",""
"vo_minigame_1008_drama_0819","vo_minigame_1008","8","","","21","0","","","8111","0"
"うぅ……わかったよ、\n私も一緒に作ります。","103631","8","0","0.5","11","8","0","0","8112","1"
"","0","8","","","91","","","","8113",""
"psy_idle_sad","103631","8","0.2","","3","1","","","8114",""
"psy_miyako_joy1","119931","8","0.2","","3","1","","","8115",""
"vo_minigame_1008_drama_0805","vo_minigame_1008","8","","","21","0","","","8116","0"
"やったの！\n手下が一気に３人も増えたの！","119931","8","0","0.5","11","6","0","0","8117","1"
"","0","8","","","91","","","","8118",""
"0","0","8","","","22","","","","8119",""
"","1","8","","","93","","","","8120",""
"","0","8","","","91","","","","8121",""
"119931","1","9","1.7","psy_miyako_idle","1","100","-200","0","9001","-300"
"1","1","9","1.7","psy_idle_normal","5","100","-220","1","9002","185"
"11","1","9","1","","31","0","1","","9003","0"
"","1","9","","","93","","","","9004",""
"psy_miyako_thinking4","119931","9","0.2","","3","1","","","9005",""
"vo_minigame_1008_drama_0901","vo_minigame_1008","9","","","21","0","","","9006","0"
"むぅ……おいしいプリンを作るのは\nなかなか難しいの。\nミヤコのアイデアもなくなりそうなの！","119931","9","0","1","11","5","0","0","9007","1"
"1","6","9","","","93","","","","9008",""
"psy_miyako_sad2","119931","9","0.2","","3","1","","","9009",""
"","9007","9","","","91","","","","9010",""
"0","0","9","","","22","","","","9011",""
"psy_miyako_talk_joy1","119931","9","0.2","","3","1","","","9012",""
"vo_minigame_1008_drama_0902","vo_minigame_1008","9","","","21","0","","","9013","0"
"オマエ、たくさん知り合いいるの。\n何かプリンのヒントになるようなものを\n持ってくるの！","119931","9","0","0.5","11","6","0","0","9014","1"
"1","6","9","","","93","","","","9015",""
"psy_miyako_guts2_in","119931","9","0.2","","3","0","1","0","9016","psy_miyako_guts2_loop"
"","9014","9","","","91","","","","9017",""
"0","0","9","","","22","","","","9018",""
"11","1","9","0","0","12","1","0","0","9019","0"
"psy_talk_guts2","1","9","0.2","","3","0","1","0","9020","psy_idle_guts2"
"","2","9","","","93","","","","9021",""
"0","1","9","","","4","","","","9022",""
"psy_run","1","9","0.2","","3","1","","","9023",""
"1000","1","9","","","2","-220","0","","9024","3"
"","4","9","","","93","","","","9025",""
"1","1","9","","","4","","","","9026",""
"psy_item01_run","1","9","0.2","","3","1","","","9027",""
"185","1","9","","","2","-220","0","","9028","3"
"","3","9","","","93","","","","9029",""
"psy_item01_up","1","9","0.2","","3","0","1","0","9030","psy_item01_up_loop"
"","0.5","9","","","93","","","","9031",""
"9033","手錠とムチを持ってきた。","9","","","103","0","","","9032",""
"psy_miyako_anger2","119931","9","0.2","","3","1","","","9033",""
"vo_minigame_1008_drama_0903","vo_minigame_1008","9","","","21","0","","","9034","0"
"い、いきなり何を持ってくるの！\nオマエはヘンタイなの！？\n見損なったの！","119931","9","0","0.5","11","6","0","0","9035","1"
"","0","9","","","91","","","","9036",""
"0","0","9","","","22","","","","9037",""
"10","1","9","0","0","12","2","0","0","9038","0"
"psy_item01_up_loop_talk","1","9","0.2","","3","1","","","9039",""
"","3","9","","","93","","","","9040",""
"psy_item01_up_loop","1","9","0.2","","3","1","","","9041",""
"psy_miyako_thinking4","119931","9","0.2","","3","1","","","9042",""
"vo_minigame_1008_drama_0904","vo_minigame_1008","9","","","21","0","","","9043","0"
"…………え？\n手錠とムチを持ってる知り合いが\nいるの？\nオマエ、本当に大丈夫なの？","119931","9","0","0.5","11","5","0","0","9044","1"
"1","6","9","","","93","","","","9045",""
"psy_miyako_talk4","119931","9","0.2","","3","1","","","9046",""
"","9044","9","","","91","","","","9047",""
"0","0","9","","","22","","","","9048",""
"","1","9","","","93","","","","9049",""
"","0","9","","","91","","","","9050",""
"119931","1","10","1.7","psy_miyako_idle","1","100","-200","0","10001","-300"
"1","1","10","1.7","psy_idle_normal","5","100","-220","1","10002","1000"
"11","1","10","1","","31","0","1","","10003","0"
"","2","10","","","93","","","","10004",""
"psy_item02_run","1","10","0.2","","3","1","","","10005",""
"185","1","10","","","2","-220","0","","10006","3"
"","3","10","","","93","","","","10007",""
"psy_item02_up","1","10","0.2","","3","0","1","0","10008","psy_item02_up_loop"
"","0.5","10","","","93","","","","10009",""
"10011","ヒントになりそうなものだよ。","10","","","103","0","","","10010",""
"psy_miyako_anger3","119931","10","0.2","","3","1","","","10011",""
"vo_minigame_1008_drama_1001","vo_minigame_1008","10","","","21","0","","","10012","0"
"また変なもの持ってきたら許さないの！\n……ん？　木の実？\nまともなもの持ってきたの！\n褒めてやるの！","119931","10","0","0.5","11","5","0","0","10013","1"
"1","4","10","","","93","","","","10014",""
"psy_miyako_talk2","119931","10","0.2","","3","1","","","10015",""
"1","2.5","10","","","93","","","","10016",""
"psy_miyako_talk_joy1","119931","10","0.2","","3","1","","","10017",""
"","10013","10","","","91","","","","10018",""
"0","0","10","","","22","","","","10019",""
"psy_miyako_thinking1","119931","10","0.2","","3","1","","","10020",""
"vo_minigame_1008_drama_1002","vo_minigame_1008","10","","","21","0","","","10021","0"
"でもなんの実なの？\nドングリはわかるけど、\nこっちの赤い実は知らないの。","119931","10","0","0.5","11","5","0","0","10022","1"
"","0","10","","","91","","","","10023",""
"0","0","10","","","22","","","","10024",""
"6","1","10","0","0","12","3","0","0","10025","0"
"psy_item02_up_loop_talk","1","10","0.2","","3","1","","","10026",""
"","3","10","","","93","","","","10027",""
"psy_item02_up_loop","1","10","0.2","","3","1","","","10028",""
"psy_miyako_sad1","119931","10","0.2","","3","1","","","10029",""
"vo_minigame_1008_drama_1003","vo_minigame_1008","10","","","21","0","","","10030","0"
"食べると火を吹く実？\nなんでそんな危ない物持ってきたの！\nやっぱりオマエは使えないの～！","119931","10","0","0.5","11","6","0","0","10031","1"
"1","3","10","","","93","","","","10032",""
"psy_miyako_anger2","119931","10","0.2","","3","1","","","10033",""
"","10031","10","","","91","","","","10034",""
"0","0","10","","","22","","","","10035",""
"","1","10","","","93","","","","10036",""
"","0","10","","","91","","","","10037",""
"119931","1","11","1.7","psy_miyako_idle","1","100","-200","0","11001","-300"
"1","1","11","1.7","psy_idle_normal","5","100","-220","1","11002","1000"
"11","1","11","1","","31","0","1","","11003","0"
"","2","11","","","93","","","","11004",""
"psy_item03_run","1","11","0.2","","3","1","","","11005",""
"185","1","11","","","2","-220","0","","11006","3"
"","3","11","","","93","","","","11007",""
"psy_item03_up","1","11","0.2","","3","0","1","0","11008","psy_item03_up_loop"
"","0.5","11","","","93","","","","11009",""
"11011","ヒントになりそうなものだよ。","11","","","103","0","","","11010",""
"psy_miyako_talk3","119931","11","0.2","","3","1","","","11011",""
"vo_minigame_1008_drama_1101","vo_minigame_1008","11","","","21","0","","","11012","0"
"３度目の正直ってやつなの？\n今度こそまともなもの持ってこないと\nオマエをプリンにしてやるの。","119931","11","0","1","11","6","0","0","11013","1"
"1","4","11","","","93","","","","11014",""
"psy_miyako_panic3","119931","11","0.2","","3","1","","","11015",""
"","11013","11","","","91","","","","11016",""
"0","0","11","","","22","","","","11017",""
"psy_miyako_thinking1","119931","11","0.2","","3","1","","","11018",""
"vo_minigame_1008_drama_1102","vo_minigame_1008","11","","","21","0","","","11019","0"
"それで、オマエが手に持ってる紙は\nなんなの？\nおいしいプリンのレシピなの？","119931","11","0","0.5","11","6","0","0","11020","1"
"","0","11","","","91","","","","11021",""
"0","0","11","","","22","","","","11022",""
"11024","台本とシフト表","11","","","103","0","","","11023",""
"psy_miyako_talk4","119931","11","0.2","","3","1","","","11024",""
"vo_minigame_1008_drama_1103","vo_minigame_1008","11","","","21","0","","","11025","0"
"……プリン作りに\nまったく役立たないの。\nオマエに頼ったミヤコが間違ってたの。","119931","11","0","0.5","11","6","0","0","11026","1"
"","0","11","","","91","","","","11027",""
"0","0","11","","","22","","","","11028",""
"psy_miyako_sad1","119931","11","0.2","","3","1","","","11029",""
"vo_minigame_1008_drama_1104","vo_minigame_1008","11","","","21","0","","","11030","0"
"これもオマエの知り合いに関係あるの？\nオマエの知り合いは\n変なヤツばっかりなの！","119931","11","0","0.5","11","6","0","0","11031","1"
"","0","11","","","91","","","","11032",""
"0","0","11","","","22","","","","11033",""
"psy_miyako_talk_joy1","119931","11","0.2","","3","1","","","11034",""
"vo_minigame_1008_drama_1105","vo_minigame_1008","11","","","21","0","","","11035","0"
"でもミヤコはやさしいから、\nオマエの使えないヒントからでも\nおいしいプリンを作ってやるの！\n感謝するの！","119931","11","0","0.5","11","6","0","0","11036","1"
"1","5","11","","","93","","","","11037",""
"psy_miyako_doya_in","119931","11","0.2","","3","0","1","0","11038","psy_miyako_doya_loop"
"","11036","11","","","91","","","","11039",""
"0","0","11","","","22","","","","11040",""
"","1.5","11","","","93","","","","11041",""
"","0","11","","","91","","","","11042",""
