c0effbccfee20244d9c0de92ff102837b0d88f2b71b2c906827024c6fe1520f8,73df246d5c6222210c7a4a8c9e3c5b2055279b0cb3215d96bc8630da6c1d37d4,44989979ed8b9fdc6d2978c49588a3d0e065a7d13dd9da86348f405b948934de,e3bbf097319903c1e7b5aca73bac1c5da2f6ac38debbf076702c28cf6d2ef768,34c7e344314ab582444b51df1155fbbe53c0562d5815e6771abecbdc959bec10,aaa6524c6007524d7deb0150a1c6787e274a98097d55517fd0be28d367ac2560,5243ae9de30bc6177fbdf4c99cadc52cad702300c16e06cd50e00f5f50a37ac8,5c11de100277007c0558e4e94e82722cb22d839b6ea6ef11822c72a2f1f64038,1aba77e7ff285e21d9a9eaa57ee5c9c8565da02edb2f4fc23a4979ea7f19237f,75ddb27e0e50dac8440dee3dd7d35b3cc7c5f5e1dada16bae37a46e1e4e3044e,35b5071074af52cb050fb5a5dfa29c84f92aaa837bd8e97739d019be8a3ce3ca,ab602b8640491e6d5b280bee30171915dbddec15b08d22c3b81afc0804d51ec4
"31150","ネネカ（ニューイヤー）のメモリーピース","2015/12/17 15:00:00","0","4343222","0","1","ネネカ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31150","11","2030/08/01 14:59:59"
"31155","コッコロ（儀装束）のメモリーピース","2015/12/17 15:00:00","0","1432142","0","1","コッコロ（儀装束）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31155","11","2030/08/01 14:59:59"
"31156","ユイ（儀装束）のメモリーピース","2015/12/17 15:00:00","0","7201132","0","1","ユイ（儀装束）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31156","11","2030/08/01 14:59:59"
"31157","カスミ（サマー）のメモリーピース","2015/12/17 15:00:00","0","1022132","0","1","カスミ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31157","11","2030/08/01 14:59:59"
"31158","リマ（シンデレラ）のメモリーピース","2015/12/17 15:00:00","0","8160222","0","1","リマ（シンデレラ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31158","11","2030/08/01 14:59:59"
"31159","マコト（シンデレラ）のメモリーピース","2015/12/17 15:00:00","0","6014222","0","1","マコト（シンデレラ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31159","11","2030/08/01 14:59:59"
"31160","マホ（シンデレラ）のメモリーピース","2015/12/17 15:00:00","0","6054132","0","1","マホ（シンデレラ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31160","11","2030/08/01 14:59:59"
"31162","クロエ（聖学祭）のメモリーピース","2015/12/17 15:00:00","0","1284122","0","1","クロエ（聖学祭）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31162","11","2030/08/01 14:59:59"
"31163","チエル（聖学祭）のメモリーピース","2015/12/17 15:00:00","0","3103122","0","1","チエル（聖学祭）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31163","11","2030/08/01 14:59:59"
"31164","ユニ（聖学祭）のメモリーピース","2015/12/17 15:00:00","0","7241122","0","1","ユニ（聖学祭）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31164","11","2030/08/01 14:59:59"
"31165","イノリ（タイムトラベル）のメモリーピース","2015/12/17 15:00:00","0","144122","0","1","イノリ（タイムトラベル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31165","11","2030/08/01 14:59:59"
"31166","カヤ（タイムトラベル）のメモリーピース","2015/12/17 15:00:00","0","1070122","0","1","カヤ（タイムトラベル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31166","11","2030/08/01 14:59:59"
"31167","アオイ（作業服）のメモリーピース","2015/12/17 15:00:00","0","4132","0","1","アオイ（作業服）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31167","11","2030/08/01 14:59:59"
"31168","タマキ（作業服）のメモリーピース","2015/12/17 15:00:00","0","3060132","0","1","タマキ（作業服）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31168","11","2030/08/01 14:59:59"
"31169","ミフユ（作業服）のメモリーピース","2015/12/17 15:00:00","0","6152132","0","1","ミフユ（作業服）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31169","11","2030/08/01 14:59:59"
"31170","エリコ（サマー）のメモリーピース","2015/12/17 15:00:00","0","381132","0","1","エリコ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31170","11","2030/08/01 14:59:59"
"31171","シズル（サマー）のメモリーピース","2015/12/17 15:00:00","0","2122132","0","1","シズル（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31171","11","2030/08/01 14:59:59"
"31172","ノゾミ（サマー）のメモリーピース","2015/12/17 15:00:00","0","4424132","0","1","ノゾミ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31172","11","2030/08/01 14:59:59"
"31173","チカ（サマー）のメモリーピース","2015/12/17 15:00:00","0","3110132","0","1","チカ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31173","11","2030/08/01 14:59:59"
"31174","ツムギ（サマー）のメモリーピース","2015/12/17 15:00:00","0","3262132","0","1","ツムギ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31174","11","2030/08/01 14:59:59"
"31175","ミツキ（オーエド）のメモリーピース","2015/12/17 15:00:00","0","6132122","0","1","ミツキ（オーエド）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31175","11","2030/08/01 14:59:59"
"31176","ユキ（オーエド）のメモリーピース","2015/12/17 15:00:00","0","7211122","0","1","ユキ（オーエド）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31176","11","2030/08/01 14:59:59"
"31177","カオリ（ハロウィン）のメモリーピース","2015/12/17 15:00:00","0","1004132","0","1","カオリ（ハロウィン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31177","11","2030/08/01 14:59:59"
"31178","ニノン（ハロウィン）のメモリーピース","2015/12/17 15:00:00","0","4144132","0","1","ニノン（ハロウィン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31178","11","2030/08/01 14:59:59"
"31179","スズナ（ハロウィン）のメモリーピース","2015/12/17 15:00:00","0","2222132","0","1","スズナ（ハロウィン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31179","11","2030/08/01 14:59:59"
"31180","クレジッタのメモリーピース","2015/12/17 15:00:00","0","1283212","0","1","クレジッタの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31180","11","2030/08/01 14:59:59"
"31181","ランファのメモリーピース","2015/12/17 15:00:00","0","8092112","0","1","ランファの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31181","11","2030/08/01 14:59:59"
"31182","ミソラのメモリーピース","2015/12/17 15:00:00","0","6124300","0","1","ミソラの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31182","11","2030/08/01 14:59:59"
"31185","カリンのメモリーピース","2015/12/17 15:00:00","0","1081112","0","1","カリンの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31185","11","2030/08/01 14:59:59"
"31186","ネビアのメモリーピース","2015/12/17 15:00:00","0","4351112","0","1","ネビアの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31186","11","2030/08/01 14:59:59"
"31190","イオ（ノワール）のメモリーピース","2015/12/17 15:00:00","0","104132","0","1","イオ（ノワール）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31190","11","2030/08/01 14:59:59"
"31191","クウカ（ノワール）のメモリーピース","2015/12/17 15:00:00","0","1202132","0","1","クウカ（ノワール）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31191","11","2030/08/01 14:59:59"
"31192","マヒル（クリスマス）のメモリーピース","2015/12/17 15:00:00","0","6051132","0","1","マヒル（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31192","11","2030/08/01 14:59:59"
"31193","リノ（クリスマス）のメモリーピース","2015/12/17 15:00:00","0","8144132","0","1","リノ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31193","11","2030/08/01 14:59:59"
"31199","ミヤコ（クリスマス）のメモリーピース","2015/12/17 15:00:00","0","6170132","0","1","ミヤコ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31199","11","2030/08/01 14:59:59"
"31200","シズル（ノワール）のメモリーピース","2015/12/17 15:00:00","0","2122142","0","1","シズル（ノワール）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31200","11","2030/08/01 14:59:59"
"31207","シェフィ（ニューイヤー）のメモリーピース","2015/12/17 15:00:00","0","2103122","0","1","シェフィ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31207","11","2030/08/01 14:59:59"
"31208","ルカ（ニューイヤー）のメモリーピース","2015/12/17 15:00:00","0","8210132","0","1","ルカ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31208","11","2030/08/01 14:59:59"
"31209","イリヤ（ニューイヤー）のメモリーピース","2015/12/17 15:00:00","0","171132","0","1","イリヤ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31209","11","2030/08/01 14:59:59"
"31210","ペコリーヌ（オーバーロード）のメモリーピース","2015/12/17 15:00:00","0","5314142","0","1","ペコリーヌ（オーバーロード）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31210","11","2030/08/01 14:59:59"
"31211","キャル（オーバーロード）のメモリーピース","2015/12/17 15:00:00","0","1170142","0","1","キャル（オーバーロード）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31211","11","2030/08/01 14:59:59"
"31212","ラビリスタ（オーバーロード）のメモリーピース","2015/12/17 15:00:00","0","8051122","0","1","ラビリスタ（オーバーロード）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31212","11","2030/08/01 14:59:59"
"31213","クルミ（ステージ）のメモリーピース","2015/12/17 15:00:00","0","1282132","0","1","クルミ（ステージ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31213","11","2030/08/01 14:59:59"
"31214","ミサキ（ステージ）のメモリーピース","2015/12/17 15:00:00","0","6120132","0","1","ミサキ（ステージ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31214","11","2030/08/01 14:59:59"
"31215","アユミ（怪盗）のメモリーピース","2015/12/17 15:00:00","0","72132","0","1","アユミ（怪盗）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31215","11","2030/08/01 14:59:59"
"31216","イノリ（怪盗）のメモリーピース","2015/12/17 15:00:00","0","144132","0","1","イノリ（怪盗）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31216","11","2030/08/01 14:59:59"
"31219","アンナ（パイレーツ）のメモリーピース","2015/12/17 15:00:00","0","94332","0","1","アンナ（パイレーツ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31219","11","2030/08/01 14:59:59"
"31220","シノブ（パイレーツ）のメモリーピース","2015/12/17 15:00:00","0","2144132","0","1","シノブ（パイレーツ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31220","11","2030/08/01 14:59:59"
"31221","アオイ（キャンプ）のメモリーピース","2015/12/17 15:00:00","0","4142","0","1","アオイ（キャンプ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31221","11","2030/08/01 14:59:59"
"31222","ユカリ（キャンプ）のメモリーピース","2015/12/17 15:00:00","0","7210132","0","1","ユカリ（キャンプ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31222","11","2030/08/01 14:59:59"
"31223","ヴァンピィのメモリーピース","2015/12/17 15:00:00","0","200112","0","1","ヴァンピィの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31223","11","2030/08/01 14:59:59"
"31224","ヒヨリ（サマー）のメモリーピース","2015/12/17 15:00:00","0","5174132","0","1","ヒヨリ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31224","11","2030/08/01 14:59:59"
"31225","レイ（サマー）のメモリーピース","2015/12/17 15:00:00","0","8301142","0","1","レイ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31225","11","2030/08/01 14:59:59"
"31226","ユイ（サマー）のメモリーピース","2015/12/17 15:00:00","0","7201142","0","1","ユイ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31226","11","2030/08/01 14:59:59"
"31227","キョウカ（サマー）のメモリーピース","2015/12/17 15:00:00","0","1174132","0","1","キョウカ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31227","11","2030/08/01 14:59:59"
"31228","ミソギ（サマー）のメモリーピース","2015/12/17 15:00:00","0","6124132","0","1","ミソギ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31228","11","2030/08/01 14:59:59"
"31229","ミミ（サマー）のメモリーピース","2015/12/17 15:00:00","0","6161132","0","1","ミミ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31229","11","2030/08/01 14:59:59"
"31230","アメスのメモリーピース","2015/12/17 15:00:00","0","63112","0","1","アメスの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31230","11","2030/08/01 14:59:59"
"31231","マホ（エクスプローラー）のメモリーピース","2015/12/17 15:00:00","0","6054142","0","1","マホ（エクスプローラー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31231","11","2030/08/01 14:59:59"
"31232","アヤネ（エクスプローラー）のメモリーピース","2015/12/17 15:00:00","0","70132","0","1","アヤネ（エクスプローラー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31232","11","2030/08/01 14:59:59"
"31233","ネアのメモリーピース","2015/12/17 15:00:00","0","4300112","0","1","ネアの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31233","11","2030/08/01 14:59:59"
"31235","リン（ハロウィン）のメモリーピース","2015/12/17 15:00:00","0","8194132","0","1","リン（ハロウィン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31235","11","2030/08/01 14:59:59"
"31236","トモ（ハロウィン）のメモリーピース","2015/12/17 15:00:00","0","3464132","0","1","トモ（ハロウィン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31236","11","2030/08/01 14:59:59"
"31237","ナナカ（ハロウィン）のメモリーピース","2015/12/17 15:00:00","0","4040132","0","1","ナナカ（ハロウィン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31237","11","2030/08/01 14:59:59"
"31238","クリスティーナ（ワイルド）のメモリーピース","2015/12/17 15:00:00","0","1281232","0","1","クリスティーナ（ワイルド）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31238","11","2030/08/01 14:59:59"
"31239","マツリ（ワイルド）のメモリーピース","2015/12/17 15:00:00","0","6032132","0","1","マツリ（ワイルド）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31239","11","2030/08/01 14:59:59"
"31240","アカリ（クリスマス）のメモリーピース","2015/12/17 15:00:00","0","10132","0","1","アカリ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31240","11","2030/08/01 14:59:59"
"31241","ヨリ（クリスマス）のメモリーピース","2015/12/17 15:00:00","0","7481132","0","1","ヨリ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31241","11","2030/08/01 14:59:59"
"31242","ジュン（クリスマス）のメモリーピース","2015/12/17 15:00:00","0","2172132","0","1","ジュン（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31242","11","2030/08/01 14:59:59"
"31245","ホマレ（ニューイヤー）のメモリーピース","2015/12/17 15:00:00","0","5460122","0","1","ホマレ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31245","11","2030/08/01 14:59:59"
"31246","ミサト（ニューイヤー）のメモリーピース","2015/12/17 15:00:00","0","6120232","0","1","ミサト（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31246","11","2030/08/01 14:59:59"
"31247","ミツキ（ニューイヤー）のメモリーピース","2015/12/17 15:00:00","0","6132132","0","1","ミツキ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31247","11","2030/08/01 14:59:59"
"31248","ノゾミ（リベレイター）のメモリーピース","2015/12/17 15:00:00","0","4424142","0","1","ノゾミ（リベレイター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31248","11","2030/08/01 14:59:59"
"31249","カヤ（リベレイター）のメモリーピース","2015/12/17 15:00:00","0","1070132","0","1","カヤ（リベレイター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31249","11","2030/08/01 14:59:59"
"31250","ムイミ（リベレイター）のメモリーピース","2015/12/17 15:00:00","0","6201132","0","1","ムイミ（リベレイター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31250","11","2030/08/01 14:59:59"
"31251","タマキ（カフェ）のメモリーピース","2015/12/17 15:00:00","0","3060142","0","1","タマキ（カフェ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31251","11","2030/08/01 14:59:59"
"31252","モニカ（カフェ）のメモリーピース","2015/12/17 15:00:00","0","6441132","0","1","モニカ（カフェ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31252","11","2030/08/01 14:59:59"
"31253","コッコロ（レンジャー）のメモリーピース","2015/12/17 15:00:00","0","1432162","0","1","コッコロ（レンジャー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31253","11","2030/08/01 14:59:59"
"31254","シオリ（レンジャー）のメモリーピース","2015/12/17 15:00:00","0","2104132","0","1","シオリ（レンジャー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31254","11","2030/08/01 14:59:59"
"31255","ジータ（ウォーロック）のメモリーピース","2015/12/17 15:00:00","0","2101122","0","1","ジータ（ウォーロック）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31255","11","2030/08/01 14:59:59"
"31256","ビカラのメモリーピース","2015/12/17 15:00:00","0","5110132","0","1","ビカラの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31256","11","2030/08/01 14:59:59"
"31257","カリン（アルケミスト）のメモリーピース","2015/12/17 15:00:00","0","1081122","0","1","カリン（アルケミスト）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31257","11","2030/08/01 14:59:59"
"31258","リリ（フォールン）のメモリーピース","2015/12/17 15:00:00","0","8181112","0","1","リリ（フォールン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31258","11","2030/08/01 14:59:59"
"31260","クリア（フォールン）のメモリーピース","2015/12/17 15:00:00","0","1281112","0","1","クリア（フォールン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31260","11","2030/08/01 14:59:59"
"31261","プレシア（フォールン）のメモリーピース","2015/12/17 15:00:00","0","5283212","0","1","プレシア（フォールン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31261","11","2030/08/01 14:59:59"
"31262","イリヤ（儀装束）のメモリーピース","2015/12/17 15:00:00","0","171142","0","1","イリヤ（儀装束）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31262","11","2030/08/01 14:59:59"
"31263","ユキ（儀装束）のメモリーピース","2015/12/17 15:00:00","0","7211144","0","1","ユキ（儀装束）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31263","11","2030/08/01 14:59:59"
"31264","クローチェのメモリーピース","2015/12/17 15:00:00","0","1284142","0","1","クローチェの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31264","11","2030/08/01 14:59:59"
"31265","ライラエルのメモリーピース","2015/12/17 15:00:00","0","8001112","0","1","ライラエルの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31265","11","2030/08/01 14:59:59"
"31266","ネネカ（サマー）のメモリーピース","2015/12/17 15:00:00","0","4343232","0","1","ネネカ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31266","11","2030/08/01 14:59:59"
"31267","アキノ（サマー）のメモリーピース","2015/12/17 15:00:00","0","11132","0","1","アキノ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31267","11","2030/08/01 14:59:59"
"31268","ユカリ（サマー）のメモリーピース","2015/12/17 15:00:00","0","7210142","0","1","ユカリ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31268","11","2030/08/01 14:59:59"
"31269","ランファ（サマー）のメモリーピース","2015/12/17 15:00:00","0","8092122","0","1","ランファ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31269","11","2030/08/01 14:59:59"
"31270","クウカ（サマー）のメモリーピース","2015/12/17 15:00:00","0","1202142","0","1","クウカ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31270","11","2030/08/01 14:59:59"
"31271","シノブ（サマー）のメモリーピース","2015/12/17 15:00:00","0","2144142","0","1","シノブ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31271","11","2030/08/01 14:59:59"
"31272","キャル（編入生）のメモリーピース","2015/12/17 15:00:00","0","1170152","0","1","キャル（編入生）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31272","11","2030/08/01 14:59:59"
"31273","スズナ（編入生）のメモリーピース","2015/12/17 15:00:00","0","2222142","0","1","スズナ（編入生）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31273","11","2030/08/01 14:59:59"
"31275","サレン（サラサリア）のメモリーピース","2015/12/17 15:00:00","0","2083142","0","1","サレン（サラサリア）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31275","11","2030/08/01 14:59:59"
"31276","ルカ（サラサリア）のメモリーピース","2015/12/17 15:00:00","0","8210142","0","1","ルカ（サラサリア）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31276","11","2030/08/01 14:59:59"
"31277","リンドのメモリーピース","2015/12/17 15:00:00","0","8194312","0","1","リンドの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31277","11","2030/08/01 14:59:59"
"31278","ヴルムのメモリーピース","2015/12/17 15:00:00","0","282112","0","1","ヴルムの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31278","11","2030/08/01 14:59:59"
"31279","ペコリーヌ（クリスマス）のメモリーピース","2015/12/17 15:00:00","0","5314152","0","1","ペコリーヌ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31279","11","2030/08/01 14:59:59"
"31280","クレジッタ（クリスマス）のメモリーピース","2015/12/17 15:00:00","0","1283222","0","1","クレジッタ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31280","11","2030/08/01 14:59:59"
"31283","イノリ（ニューイヤー）のメモリーピース","2015/12/17 15:00:00","0","144142","0","1","イノリ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31283","11","2030/08/01 14:59:59"
"31284","ハツネ（ニューイヤー）のメモリーピース","2015/12/17 15:00:00","0","5032132","0","1","ハツネ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31284","11","2030/08/01 14:59:59"
"31285","カスミ（ニューイヤー）のメモリーピース","2015/12/17 15:00:00","0","1022142","0","1","カスミ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31285","11","2030/08/01 14:59:59"
"31287","ヒヨリ（アストラル）のメモリーピース","2015/12/17 15:00:00","0","5174142","0","1","ヒヨリ（アストラル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31287","11","2030/08/01 14:59:59"
"31288","レイ（アストラル）のメモリーピース","2015/12/17 15:00:00","0","8301152","0","1","レイ（アストラル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31288","11","2030/08/01 14:59:59"
"31289","ユイ（アストラル）のメモリーピース","2015/12/17 15:00:00","0","7201152","0","1","ユイ（アストラル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31289","11","2030/08/01 14:59:59"
"31290","エリスのメモリーピース","2015/12/17 15:00:00","0","381212","0","1","エリスの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31290","11","2030/08/01 14:59:59"
"31293","ユニ（ウィンター）のメモリーピース","2015/12/17 15:00:00","0","7241132","0","1","ユニ（ウィンター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31293","11","2030/08/01 14:59:59"
"31294","クロエ（ウィンター）のメモリーピース","2015/12/17 15:00:00","0","1284132","0","1","クロエ（ウィンター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31294","11","2030/08/01 14:59:59"
"31296","アネモネのメモリーピース","2015/12/17 15:00:00","0","43112","0","1","アネモネの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31296","11","2030/08/01 14:59:59"
