6966de05db1d4c8170736a4725f8a62673e632619e3830c28aa6dbfb5cb5fd0d,72fdc980d45555fea5e1cba372140869ba2b619a5e2115c46b3d47e94609c10e,cb600c839ab7bca21d09483364df22a2c32621d3c533735bb73c8c6de72c17a9,5af18816255ab97b1ea8e38641e12607ac45336dd482cfdc74730792e7ca28c5,19414bfd51dec023079d2868b90cf0ddc87ffd70513a022a8fdfb499c45913f1,1bc91ffcbc124262d9a7df27ad292e68aa10a5bbc8ddfb88ee3092ff567cda4e
"10077","1007702","3","ミヤコなの！　プリンをよこすの。","1","ミヤコ"
"10077","1007703","3","むてきなの！　プリンをよこすの。","1","むてき"
"20001","2000100","1","【トゥインクルウィッシュ】の人助け大好き格闘少女。","1","ヒヨリ"
"20001","2000101","3","ヒヨリの口癖で、座右の銘。","1","ほっとけないよ"
"20002","2000200","1","【トゥインクルウィッシュ】の一途な純情ヒーラー。","1","ユイ"
"20002","2000201","3","全てを癒すユイの得意技。","1","ヒールオール"
"20002","2000202","3","まわりからは意外だと思われているらしい。","1","マコトのおさななじみ"
"20003","2000300","1","【トゥインクルウィッシュ】のクールな剣士。釣りが趣味でもある。","1","レイ"
"20003","2000301","3","レイの隠れた特技。","1","じょうば"
"20004","2000400","1","【リトルリリカル】のいたずら担当。３人のなかでもムードメーカーである。","1","ミソギ"
"20004","2000401","3","いたずらスキルにおいて右に出る者はいないといわれるほどのいたずらの達人。","1","いたずらっこ"
"20005","2000500","1","【王宮騎士団（ＮＩＧＨＴＭAＲＥ）】所属。ヒーローに憧れる少女。","1","マツリ"
"20005","2000501","3","正義を愛する熱いハートは誰にも負けないッス！","1","ヒーローみならい"
"20006","2000600","1","【悪魔偽王国軍（ディアボロス）】の双子で、おしゃまな妹。","1","アカリ"
"20006","2000601","3","そっくりだけど性格は正反対？","1","ヨリのいもうと"
"20006","2000602","3","文字通り、その可愛さで人を惑わす。","1","こあくま"
"20007","2000700","1","【悪魔偽王国軍（ディアボロス）】のプリン大好き幽霊。","1","ミヤコ"
"20007","2000701","3","浮遊や壁のすり抜けなどが可能だが、やることはプリンの盗み食いくらいである。","1","ゆうれい"
"20007","2000702","3","なの！","1","プリンだいすき"
"20008","2000800","1","【ヴァイスフリューゲル　ランドソル支部】の美しさ担当。","1","ユキ"
"20008","2000801","3","罪だね。","1","うつくしいボク"
"20008","2000802","3","ボクが美しすぎるのが悪いのかな？","1","ナルシスト"
"20009","2000900","1","【トワイライトキャラバン】メンバーにして熾炎戦鬼煉獄血盟暗黒団団長。暗黒騎士にして終焉戦争を終わらせし旧世界の英雄。","1","アンナ"
"20009","2000901","3","またの名を！","1","しっぷうのヘカーテ"
"20009","2000902","3","思春期なのでそっとしておいてあげて。","1","ちゅうにびょう"
"20010","2001000","1","【自警団（カォン）】の頼れるはんなりギルドマスター。","1","マホ"
"20010","2001001","3","いずこかの地にあるという謎の国、マホマホ王国…マホはそこのお姫様である。","1","おひめさま"
"20010","2001002","3","杖をくるくるまわすかわいらしい動作から繰り出される魔法の威力は侮れない…","1","くるりんぱ"
"20011","2001100","1","【ラビリンス】所属の自称妹。がんばりやの受験生。","1","リノ"
"20011","2001101","3","妹だ。たとえ自称でも妹なのである。","1","いもうと"
"20011","2001102","3","あほでもいい。健やかに生きて欲しい。","1","あほのこ"
"20012","2001200","1","【フォレスティエ】の眠れるサイキック少女。","1","ハツネ"
"20012","2001201","3","ちょうのうりょくのことはひみつだよ。","1","ちょうのうりょくしょうじょ"
"20012","2001202","3","あと５分だけ……","1","スヤスヤ"
"20012","2001203","3","シオリンだーいすき！","1","シオリンのあね"
"20013","2001300","1","【トワイライトキャラバン】のぐうかわサイツヨ魔法少女。","1","ナナカ"
"20013","2001301","3","魔法を使う少女。何歳まで魔法少女を名乗れるのかは識者の間でも見解が分かれる。","1","まほうしょうじょ"
"20013","2001302","3","最高にかわいいの意。","1","サイカワ"
"20014","2001400","1","【自警団（カォン）】の頭脳派美少女名探偵。","1","カスミ"
"20014","2001401","3","解いた謎は数えきれない。事件が名探偵を呼び寄せるのか…","1","めいたんてい"
"20014","2001402","3","真実を追い求める気高き職業。探偵には助手がつき物である。","1","たんてい"
"20015","2001500","1","【フォレスティエ】のギルドマスター。母性が溢れに溢れているお姉さん。","1","ミサト"
"20015","2001501","3","魔物すら保育してしまう。","1","ほいくえんのせんせい"
"20016","2001600","1","【ルーセント学院】の勉強が苦手な、天真爛漫ギャル。九九はできるようになった…？","1","スズナ"
"20016","2001601","3","カリスマ性に満ち溢れたモデル。","1","カリスマモデル"
"20016","2001602","3","イケてる女の子。","1","ギャル"
"20017","2001700","1","【自警団（カォン）】所属の歌と踊りを愛する南国少女。","1","カオリ"
"20017","2001701","3","琉球犬ナックルアロー！","1","りゅうきゅうからて"
"20017","2001702","3","カオリの故郷の挨拶。はいた～い！","1","ハイタ～イ"
"20018","2001800","1","【ルーセント学院】のセクシーな新米教師。","1","イオ"
"20018","2001801","3","新米だけど、生徒に寄り添ういい先生。","1","しんまいきょうし"
"20018","2001802","3","スズナがイオを呼ぶ際の呼称。イオちゃんの意味。","1","ちゃんイオ"
"20019","2001900","1","【リトルリリカル】の甘えん坊担当。るんたった～るんたっ\nた～♪","1","ミミ"
"20019","2001901","3","ぴょんぴょ～ん♪","1","うさぎさんだいすき"
"20020","2002000","1","【サレンディア救護院】の泣き虫でも、臆病でも、勇気を出してがんばる女の子。","1","クルミ"
"20020","2002001","3","ちいさくても名女優。","1","めいじょゆう"
"20021","2002100","1","【悪魔偽王国軍（ディアボロス）】の双子で、姉のツンデレ\nシャイガール。","1","ヨリ"
"20021","2002101","3","顔は似てても性格は異なる。","1","ふたごのあね"
"20021","2002102","3","照れの裏返しで、つい強めのことを…","1","シャイ"
"20021","2002103","3","華麗なる指さばき。","1","てんさいゲーマー"
"20022","2002200","1","【サレンディア救護院】所属。おとなしそうに見えて彼女が振るうぷうきちは意外と強烈。","1","アヤネ"
"20022","2002201","3","ぷうきちといつも一緒の一心同体。","1","ぷうきちのパートナー"
"20023","2002300","1","【サレンディア救護院】の愛すべきドジっ子ご奉仕メイド。","1","スズメ"
"20023","2002301","3","ご主人様に心よりお仕えしちゃいます。","1","メイド"
"20023","2002302","3","いろいろ壊して大変。","1","おっちょこちょい"
"20024","2002400","1","【牧場（エリザベスパーク）】に派遣されている護衛。サボっているわけではない。スローライフを満喫しているだけであ\nる。","1","リン"
"20024","2002401","3","だらけていても、やるときはやる…たぶん…きっと…","1","ぐうたら"
"20025","2002500","1","【トワイライトキャラバン】メンバー。愛が重い。とても、重い。","1","エリコ"
"20025","2002501","3","エリコの通り名。愛のためならいろいろなものを破壊する。","1","デストロイヤー"
"20026","2002600","1","【サレンディア救護院】の頼れるギルドマスター。元王宮騎士団副団長でもある。","1","サレン"
"20026","2002601","3","ママと呼ばれるような年齢ではなくとも、子どもがいなくて\nも、ママはママ。","1","ママ"
"20027","2002700","1","【カルミナ】不動のセンター。トップ・オブ・アイドル。","1","ノゾミ"
"20027","2002701","3","お忍びで行動するのが大変。","1","だいにんきアイドル"
"20028","2002800","1","【ヴァイスフリューゲル　ランドソル支部】のトーゴクかぶれの戦士。天下統一デス！","1","ニノン"
"20028","2002801","3","トーゴクの文化が大好きだが、間違って覚えていることも多\nい。","1","トーゴクかぶれ"
"20028","2002802","3","愛読書は『BUSHIDO』デース！","1","えせニンジャ"
"20029","2002900","1","【悪魔偽王国軍（ディアボロス）】所属の占い師。ドクロは実は父親。","1","シノブ"
"20029","2002901","3","当たるも八卦、当たらぬも八卦。","1","うらないし"
"20030","2003000","1","【メルクリウス財団】を立ち上げたギルドマスター。彼女の商いは世界を変える。","1","アキノ"
"20030","2003001","3","商才溢れるお嬢様。","1","ごれいじょう"
"20031","2003100","1","【牧場（エリザベスパーク）】のマスター。個性豊かなギルドメンバーを温かく束ねるお姉さん。","1","マヒル"
"20031","2003101","3","牧場の経営はお任せだべ。","1","ぼくじょうぬし"
"20031","2003102","3","それは、高く険しい。","1","おわらいのみち"
"20032","2003200","1","【メルクリウス財団】財務担当の敏腕お姉さん。…普段は。","1","ユカリ"
"20032","2003201","3","ユカリのような大人のこと。","1","のんべえ"
"20033","2003300","1","【リトルリリカル】最年少だが、勉強熱心で頭がとても良い。ニンジンやピーマンが苦手。","1","キョウカ"
"20033","2003301","3","リトルリリカルの中でも一番の真面目でしっかり者。","1","ゆうとうせい"
"20034","2003400","1","【王宮騎士団（ＮＩＧＨＴＭAＲＥ）】団員。団長の懐刀？","1","トモ"
"20034","2003401","3","トモの家に伝わる神速の剣技。奥義は阿修羅。","1","ミクマりゅう"
"20035","2003500","1","【牧場（エリザベスパーク）】のメンバー。病弱ながらもひたむきにがんばる少女。","1","シオリ"
"20035","2003501","3","お姉ちゃんが大好き。","1","ハツネちゃんのいもうと"
"20036","2003600","1","【フォレスティエ】のぼっちアーチャー。植物とお話しはできるがそれはそれとしてぼっち。","1","アオイ"
"20036","2003601","3","ぼっち。咳をしてもぼっち。","1","ぼっち"
"20036","2003602","3","バイバイぼっちできる日は近い！！　…はず。","1","ビービーだんのメンバー"
"20037","2003700","1","【カルミナ】メンバー。精霊を友とする風の唱喚歌姫。","1","チカ"
"20037","2003701","3","唱喚術師。歌により精霊を呼び出す幻の秘術を使う。字の間違いに注意。","1","しょうかんじゅつし"
"20037","2003702","3","その歌はあらゆる者を魅了する。","1","うたひめ"
"20038","2003800","1","【自警団（カォン）】の突撃隊長。面倒見のいい獣人族の\n少女。","1","マコト"
"20038","2003801","3","まわりからは意外だと思われているらしい。","1","ユイのおさななじみ"
"20039","2003900","1","【悪魔偽王国軍（ディアボロス）】マスターであり、伝説の吸血鬼。世界征服のため今日もがんばる。","1","イリヤ"
"20039","2003901","3","血を吸う生き物。恐ろしい化け物のはずだが、なぜか弱点は多いらしい。","1","バンパイア"
"20039","2003902","3","かつてランドソル中を恐怖のるつぼにたたき落としたといわれる。","1","でんせつのバンパイア"
"20039","2003903","3","夜を統べているらしい。","1","よをすべるもの"
"20040","2004000","1","【ヴァイスフリューゲル　ランドソル支部】の妄想担当。","1","クウカ"
"20040","2004001","3","淑女の嗜み…？","1","ドえむ"
"20041","2004100","1","【メルクリウス財団】所属のタイヤキ屋。しかしてその正体は…にゃっ！にゃにゃっ！","1","タマキ"
"20041","2004101","3","猫のような姿をした女の子。","1","ネコむすめ"
"20041","2004102","3","ランドソルを騒がす謎の義賊。その正体は謎に包まれている。","1","ファントムキャッツ"
"20042","2004200","1","【王宮騎士団（ＮＩＧＨＴＭAＲＥ）】団長。仮面の下は、誰も知らない知られちゃいけない。","1","ジュン"
"20042","2004201","3","とっても強い団長だ。","1","だんちょう"
"20043","2004300","1","【メルクリウス財団】所属のバイト戦士。実はドラゴンスレイヤー。","1","ミフユ"
"20043","2004301","3","手取り足取り教えてくれるぞ。もちろん有償だぞ。","1","ししょう"
"20043","2004302","3","徹底して効率にこだわる人のこと。ゲームのプレイスタイルの一つ。","1","こうりつちゅう"
"20044","2004400","1","【ラビリンス】所属の自称お姉ちゃん。お姉ちゃんにまかせなさい。","1","シズル"
"20044","2004401","3","おねえちゃんだよ！！","1","おねえちゃんだよ"
"20045","2004500","1","【ルーセント学院】の生徒。大人のレディにして、罪な女らしい。","1","ミサキ"
"20045","2004501","3","おとなのレディっていったらおとなのレディ！","1","おとなのレディ"
"20046","2004600","1","【トワイライトキャラバン】所属の危険な科学者。実験に\n夢中。","1","ミツキ"
"20046","2004601","3","実験の犠牲になった者、数知れず。","1","マッドサイエンティスト"
"20046","2004602","3","隻眼の悪魔。近づかぬが吉。","1","ワンアイドデビル"
"20047","2004700","1","【牧場（エリザベスパーク）】のリマ。実はギルドメンバーで一番の乙女ハートの持ち主。","1","リマ"
"20047","2004701","3","魅惑の毛並。","1","もふもふ"
"20048","2004800","1","【ヴァイスフリューゲル　ランドソル支部】のギルドマスターで軍人。いつもメンバーにふりまわされる苦労人の白翼の指揮官。","1","モニカ"
"20048","2004801","3","こ、子どもではない！","1","おこちゃま"
"20049","2004900","1","【カルミナ】メンバーで本職はテーラー。華麗な糸さばきでいろいろなものを縛り上げる。","1","ツムギ"
"20049","2004901","3","裁縫はお任せ。","1","テーラー"
"20049","2004902","3","悪い虫を近づけさせない。","1","レイさまファンクラブ"
"20050","2005000","1","【ヴァイスフリューゲル　ランドソル支部】の隠密担当。どこにでもいて、どこにもいない。","1","アユミ"
"20050","2005001","3","そんな名前じゃないですよ～！","1","モブ"
"20051","2005100","1","【トワイライトキャラバン】ギルドマスター。気っ風のいい釣り人。剣の腕もすごい。","1","ルカ"
"20051","2005101","3","魔物も姉御と慕っている。","1","あねご"
"20052","2005200","1","蒼空の騎空士、を目指す女の子。","1","ジータ"
"20052","2005201","3","空を巡る者達のこと。もっとも自由でもっとも危険な職業と言われる。","1","きくうし"
"20053","2005300","1","【美食殿】ギルドマスター。何でもおいしく食べてしまう。やばいですね☆","1","ペコリーヌ"
"20053","2005301","3","食べるのが大好きだ。","1","くいしんぼう"
"20053","2005302","3","装備すると大幅にパワーアップするが、お腹が減ってしまうらしい。","1","おうけのそうび"
"20053","2005303","3","やばいですね☆","1","やばいですね"
"20053","2005304","3","アストライア王家の王女。","1","プリンセス"
"20054","2005400","1","【美食殿】所属のエルフの少女。主さまファースト。","1","コッコロ"
"20054","2005401","3","女神アメスの神託を受けた導き手。","1","ガイドやく"
"20054","2005402","3","神に仕える女性のこと。","1","みこ"
"20055","2005500","1","なりゆきで【美食殿】に所属している謎のネコミミ少女。ヤバイわよ！","1","キャル"
"20055","2005501","3","は？　意味わかんないんだけど！","1","ツンデレ"
"20055","2005502","3","ヤバイわよ！","1","ヤバイわよ"
"20056","2005600","1","世界を敵に回して戦う自称・大罪人。天楼覇断剣はすべてを断ち切る！","1","ムイミ"
"20056","2005601","3","アタシはノウェムだ！","1","ノウェム"
"20057","2005700","1","いつか必ず森番になると誓うエルフの少女。","1","アリサ"
"20057","2005701","3","エルフの女性。","1","エルフのおんな"
"20057","2005702","3","森の守護者として一人前になるべく、日々修行に打ち込んでいる。","1","もりばんみならい"
"20058","2005800","1","七冠（セブンクラウンズ）の一人。千変万化の変貌大妃。","1","ネネカ"
"20058","2005801","3","ネネカの二つ名。変貌大妃。","1","メタモルレグナント"
"20058","2005802","3","もう一人の私。","1","ぶんしんたい"
"20059","2005900","1","【王宮騎士団（ＮＩＧＨＴＭAＲＥ）】副団長にして、七冠\n（セブンクラウンズ）の一人。かなりの享楽主義者。","1","クリスティーナ"
"20059","2005901","3","クリスティーナの二つ名。誓約女君。","1","レジーナゲッシュ"
"20059","2005902","3","別名、問題児。","1","ふくだんちょう"
"20060","2006000","1","【ドラゴンズネスト】所属のドラゴン族。可愛い顔して意外と毒舌。","1","イノリ"
"20060","2006001","3","イノリの得意技。","1","ドラゴンブレス"
"20060","2006002","3","【ドラゴンズネスト】の幹部であるあたしにひれ伏すですよ！","1","かんぶ"
"20061","2006100","1","【ドラゴンズネスト】所属のドラゴン族の喧嘩屋。","1","カヤ"
"20061","2006101","3","喧嘩上等。","1","のうきんケンカバカ"
"20062","2006200","1","【ドラゴンズネスト】の謎多きギルドマスター。ボス。","1","ホマレ"
"20062","2006201","3","親分、首領の意味。","1","ギャングのボス"
"20063","2006300","1","【聖テレサ女学院（なかよし部）】メンバー。ガチめのバイブスの持ち主。","1","クロエ"
"20063","2006301","3","別に怒っていたり機嫌が悪いわけではないらしい。","1","ダウナー"
"20063","2006302","3","テレ女のやべーやつ。すなわち、クロエのこと。","1","テレじょのやべーやつ"
"20064","2006400","1","【聖テレサ女学院（なかよし部）】のちぇる～ん☆担当。","1","チエル"
"20064","2006401","3","ちぇるりれれろりろりろ。","1","れちぇるちぇぽぱぴ"
"20064","2006402","3","テレ女のやべーやつ。すなわち、チエルのこと。","1","テレじょのやべーやつ"
"20065","2006500","1","【ユニちゃんズ】のギルドマスター。天才とは孤独なものである。","1","ユニ"
"20065","2006501","3","象牙の塔にひきこもり、日々勉学に勤しんでいる。","1","ひきこもり"
"20065","2006502","3","テレ女のやべーやつ。すなわち、ユニのこと。","1","テレじょのやべーやつ"
"10078","3007800","1","人に代わり労働を行う機械。人型はロマン。","2","ロボット"
"10078","3007801","2","魔法で駆動する機械。人を助けたり、戦うこともできる。","2","メカ"
"10078","3007802","2","歯車等の組み合わせで複雑な動きが出来る仕組み。","2","からくり"
"10078","3007803","3","なかよし部の粋を集めたサイキョウのロボット。","2","なかよしえっくす"
"10078","3007804","3","不細工ポンコツ丸とは聞き捨てならんな…大概にしたまえ。","2","ユニのりきさく"
"10079","3007900","1","じめじめしたところに生える。植物ではなく菌糸類。","2","きのこ"
"10079","3007901","1","その多くは鮮やかな色をしており、食べると脳や体に支障をきたす。","2","どくきのこ"
"10079","3007902","2","ピザやパスタに合うおいしいきのこ。","2","マッシュルーム"
"10079","3007903","3","歩くきのこ。ペコリーヌ曰く、煮込むと意外とおいしいらし\nい。","2","ベニタケ"
"10080","3008000","1","百獣の王ともいわれるネコ科の大型肉食獣。","2","ライオン"
"10080","3008001","1","ライオンの別称。とある国では守護動物とされていた。","2","しし"
"10080","3008002","2","立派なたてがみを持つ最強の獣。","2","ひゃくじゅうのおう"
"10080","3008003","2","馬や雄のライオンの首周りに生えている毛。","2","たてがみ"
"10080","3008004","2","全身を毛におおわれ、四足で歩く哺乳類。","2","けもの"
"10080","3008005","3","獅子座の魔星獣。刃向かうものは灼熱の咆哮で焼き尽くす。","2","オルレオン"
"10081","3008100","1","色のついた芯を木で覆った筆記用具。","2","えんぴつ"
"10081","3008101","1","赤い色の鉛筆。テストの丸つけといえばこれ。","2","あかえんぴつ"
"10081","3008102","2","先が尖っていて、細かいものを書くのに適している。","2","ペンシル"
"10081","3008103","2","鉛筆、消しゴムなど、机まわりの道具の総称。","2","ひっきようぐ"
"10081","3008104","3","クロエお気に入りの棒状に尖った武器。","2","キラーペンシル"
"10082","3008200","1","自らエネルギーを作り出す、熱と光を放つ星。","2","たいよう"
"10082","3008201","1","太陽を親しんで呼ぶときの呼称。","2","おひさま"
"10082","3008202","2","太陽が発している光のこと。","2","にっこう"
"10082","3008203","2","空に雲が少なく、太陽が出ていて、あたたかい日。","2","はれのひ"
"10083","3008300","1","魔法の浮力で空を飛ぶ風船の乗り物。","2","ひこうてい"
"10083","3008301","2","人や物を載せて水上を進む乗り物。","2","ふね"
"10083","3008302","2","風船などで機体を浮かせ、動力や舵をつけた空を飛ぶ船。","2","エアシップ"
"10083","3008303","2","飛行できる乗り物に乗って空を移動すること。","2","そらのたび"
"10083","3008304","3","モニカ提督が指揮する（予定の）飛空艇艦隊。","2","モニカのかんたい"
"10084","3008400","1","茎にとげがある、美しい赤い花。","2","バラ"
"10084","3008401","1","人里近くに多い、とげのある低木の総称。","2","いばら"
"10084","3008402","1","植物の繁殖用の器官。きれいなものが多い。","2","はな"
"10084","3008403","2","バラの花の別称。色の名前を指すときにも使われる。","2","ローズ"
"10085","3008500","1","小さく握ったご飯の上に魚などをのせたトーゴク料理。","2","すし"
"10085","3008501","1","一口大の酢飯に新鮮な魚介の切り身を乗せたごちそう。","2","にぎりずし"
"10085","3008502","1","赤身のおいしい魚。","2","マグロ"
"10085","3008503","3","捕獲するのが一苦労なトゥンヌスを贅沢に使ったにぎりずし。","2","トゥンヌスのにぎり"
"10085","3008504","3","オーマでとれるのは最高級の魚、トゥンヌス。","2","オーマのびしょく"
"10086","3008600","1","自分の姿をうつすふしぎなどうぐ。","2","かがみ"
"10086","3008601","2","光を反射させることができるどうぐ。","2","ミラー"
"10086","3008602","2","身だしなみを整えるためにつかうどうぐ。","2","エチケットアイテム"
"10086","3008603","3","ああ、ボクは今日も美しいね！","2","ユキのあいようひん"
"10087","3008700","1","女王や姫が頭頂部に着用する豪華な装飾品。","2","ティアラ"
"10087","3008701","1","王族などが身に着ける豪華なかぶりもの。","2","かんむり"
"10087","3008702","2","主に飾り付けるため身に着けるもの。","2","そうしょくひん"
"10087","3008703","2","装飾品。オシャレするならマストアイテム。","2","アクセサリー"
"10087","3008704","3","実は強大な力を秘めた王家の装備の一部。","2","ペコリーヌのティアラ"
"10087","3008705","3","装備すると大幅にパワーアップするが、お腹が減ってしまうらしい。","2","おうけのそうび"
"10088","3008800","1","肉や野菜をダシでじっくり煮込んだ熱々の料理。","2","おでん"
"10088","3008801","1","肉や野菜を煮込んだ料理。","2","にもの"
"10088","3008802","1","食べ物などを煮るための調理器具。","2","なべ"
"10088","3008803","3","ラースドラゴンの尻尾のダシで煮込んだ至高のおでん。","2","ドラゴンテイルおでん"
"10089","3008900","1","魔法の力で光を発するどうぐ。","2","でんきゅう"
"10089","3008901","1","暗闇を照らす光。","2","あかり"
"10089","3008902","2","熱による放射を利用して発光するガラスの球。","2","はくねつきゅう"
"10089","3008903","2","小さめの電球のこと。","2","まめでんきゅう"
"10089","3008904","2","光がまたたく様をあらわす擬音。","2","ピカピカ"
"10089","3008905","3","真実導く閃きの力。名探偵にかかればどんな難事件も解決！","2","カスミのひらめき"
"10090","3009000","1","空に浮かぶ、水滴や氷の粒のかたまり。雨や雷の生みの親。","2","くも"
"10090","3009001","2","夏の空でよく見られるもくもくと盛り上がった大きな雲。","2","にゅうどうぐも"
"10090","3009002","2","雲がかかり太陽が見えない天気。","2","どんてん"
"10090","3009003","2","口にいれるとシュワっと溶ける、白くてふわふわな甘いおか\nし。","2","わたあめ"
"10090","3009004","3","雷雲を従え、無邪気に暴れるカミナリ娘。","2","ライライ"
"10091","3009100","1","木を切ったりできるどうぐ。武器にもなる。","2","おの"
"10091","3009101","1","石でできた斧。武器や農工具として使われる。","2","いしおの"
"10091","3009102","2","柄の先に厚くて重い刃のついた武器。","2","アックス"
"10091","3009103","3","熟練のゴブリン戦士が持つ武器。","2","ゴブリングレートのえもの"
"10092","3009200","1","自然に湧き上がるお湯でつくったお風呂。よくあたたまろう。","2","おんせん"
"10092","3009201","1","岩の間にお湯をためてつくったお風呂。","2","いわぶろ"
"10092","3009202","1","野外や屋外に設置された屋根のないお風呂。","2","ろてんぶろ"
"10092","3009203","2","体の疲れや不調に効く有名な温泉。","2","めいとう"
"10092","3009204","3","牧場に湧き出た天然温泉の施設。入浴して疲れを癒そう。","2","クリスティーナリゾートスパ"
"10093","3009300","1","快眠の必需品。","2","まくら"
"10093","3009301","1","抱くようにして使用する大型のまくら。","2","だきまくら"
"10093","3009302","2","ふとん、まくら、寝間着など、寝るときに使うものの総称。","2","しんぐ"
"10093","3009303","2","「枕」の英語読み。","2","ピロー"
"10093","3009304","3","シオリからのプレゼント。本当はいつでもどこでも持ち歩きたい。","2","ハツネのたからもの"
"10094","3009400","1","絵や写真がのっている楽しい読みもの。","2","ざっし"
"10094","3009401","2","インタビューやエンタメ等色々なものが盛り込まれた読み物。","2","マガジン"
"10094","3009402","2","ファッションに関する記事が載った雑誌。","2","ファッションし"
"10094","3009403","3","ランドソルで性別年代を問わず大人気。","2","スズナのしゃしんしゅう"
"10095","3009500","1","叩いて音を出す楽器。ドンドコドン！","2","たいこ"
"10095","3009501","1","叩くと高い音が出る小型の太鼓。","2","こだいこ"
"10095","3009502","2","太鼓やシンバル等の打楽器を一人の奏者で演奏可能にした物。","2","ドラム"
"10095","3009503","2","底面の膜に金属線が張られている小型の太鼓。","2","スネアドラム"
"10095","3009504","2","打つ、こする、振るなどして音を出す楽器の総称。","2","だがっき"
"10096","3009600","1","夜空に見える星を線でつないで様々な事物に見立てた物。","2","せいざ"
"10096","3009601","1","宇宙に存在する星々の総称。地球も月も太陽も。","2","てんたい"
"10096","3009602","1","様々な星やガス状の物質、宇宙の塵等が集まった巨大な天体。","2","ぎんが"
"10096","3009603","2","太陽が沈み、月や星が見えるくらい暗くなった空。","2","よぞら"
"10096","3009604","2","夜空を彩る主役たち。","2","ほしのかがやき"
"10096","3009605","3","あの星座…おにぎりに見えませんか？やばいですね☆","2","おにぎりざ"
"10097","3009700","1","あまくてすっぱい夏の野菜。実はナスの仲間。","2","トマト"
"10097","3009701","1","一口サイズのトマト。黄色の種類もある。","2","プチトマト"
"10097","3009702","2","「蕃茄」トマトの別名。","2","ばんか"
"10097","3009703","2","トマトなどを煮詰めて味をつけた調味料。","2","ケチャップ"
"10098","3009800","1","草が生い茂る広い空き地。","2","はらっぱ"
"10098","3009801","1","木がほとんどなく、花や草に覆われた大地。","2","そうげん"
"10098","3009802","1","草などが生えた広い平地。","2","のはら"
"10099","3009900","1","雨上がりの空でたまに見られる、太陽光の反射でできる奇跡。","2","にじ"
"10099","3009901","1","虹の別称。虹の七色のことでもある。","2","レインボー"
"10099","3009902","1","虹にみられる七種の色。赤橙黄緑青藍紫で構成される。","2","なないろ"
"10099","3009903","2","空に向かって伸びるように現れた虹。","2","そらにかかるはし"
"10099","3009904","2","雨が止んでから少しの間のこと。","2","あめあがり"
"10100","3010000","1","氷を砕いて蜜をかけた、雪によく似た夏のおかし。","2","かきごおり"
"10100","3010001","1","真っ青でさわやかな海のような、かき氷などにかける蜜。","2","ブルーハワイ"
"10100","3010002","2","アイスクリームや果物等をカラフルにのせた豪華なかき氷。","2","フラッペ"
"10100","3010003","2","夏の感じを表す物事。スイカの他に海や花火など。","2","なつのふうぶつし"
"10101","3010100","1","美しい羽でひらひらと舞う、妖精みたいな虫。","2","ちょうちょ"
"10101","3010101","1","大型で美しい蝶の一種。多くは後翅に長い突起を持つ。","2","アゲハ"
"10101","3010102","1","大きな黒い羽で舞う美しい蝶。","2","クロアゲハ"
"10101","3010103","2","人や獣、鳥や魚以外の小動物の総称。大抵のものは数が多い。","2","むし"
"10101","3010104","2","昆虫網に分類される、足が六本ある節足動物の総称。","2","こんちゅう"
"10101","3010105","2","蝶の別称。又は泳ぐ姿が蝶に似ている泳ぎ方。","2","バタフライ"
"10102","3010200","1","空高くそびえ立つ建物。","2","とう"
"10102","3010201","2","「とう」の英語読み。","2","タワー"
"10102","3010202","2","はるか遠くを見渡すための建物。","2","てんぼうだい"
"10102","3010203","2","目的の地点を監視するための高い建物。","2","みはりだい"
"10102","3010204","2","天に届きそうなほど高い建物。","2","まてんろう"
"10103","3010300","1","冷た～い甘～いおかし。","2","アイスクリーム"
"10103","3010301","1","アイスクリームより少しだけヘルシー。","2","ジェラート"
"10103","3010302","2","甘くてスーッと口いっぱいに広がる爽やかさ。","2","チョコミントアイス"
"10103","3010303","2","「アイス」の別の言い方。","2","ひょうか"
"10103","3010304","3","シェフィはチョコミン党。","2","シェフィのこうぶつ"
"10104","3010400","1","真ん中に穴があいた輪っか状の甘いおかし。","2","ドーナツ"
"10104","3010401","2","間食として食べる甘いもの。","2","おやつ"
"10104","3010402","2","チョコレートのかかったスタンダードなドーナツ。","2","チョコドーナツ"
"10105","3010500","1","食べ物と交換できたり、施設に入場できたりする券。","2","チケット"
"10105","3010501","1","約束や権利を表すための紙片。","2","けん"
"10105","3010502","3","一度クリアしたクエストをスキップできる便利なアイテム。","2","スキップチケット"
"10106","3010600","1","水に浮かぶ道具。プカプカ漂うのが気持ちいい。","2","うきわ"
"10106","3010601","2","「うきわ」の英語読み。","2","フロート"
"10106","3010602","2","これがあれば泳げなくても大丈夫。","2","かなづちのひっすアイテム"
"10106","3010603","3","泳ぐのが苦手なキャル愛用の可愛いネコ型浮き輪。","2","キャルのうきわ"
"10107","3010700","1","眩しい日差しや強い照明からオシャレに守ってくれる。","2","サングラス"
"10107","3010701","2","「サングラス」の別の言い方。","2","グラサン"
"10107","3010702","2","レンズが黒い眼鏡。","2","くろめがね"
"10107","3010703","2","サングラスもバッチリ似合うクールな生き様。","2","ハードボイルド"
"10107","3010704","3","キャルのお洒落アイテム。似合いすぎてヤバイわよ！","2","キャルのサングラス"
"10108","3010800","1","忍者が投げる武器。","2","しゅりけん"
