7e7366f4576dbf85e208992fd96fb57e4c8a263d5d2ee43d31181a9f4a979085,e323004464e36da50666da54fcb2d6b7ec6c14fb7443ab6338898908253e1a03,195d27282e3360dad393ab406096f57a95dbd552318d4ab5b2c2d19437a17e52,ff215dfe1fe0b13b247b0708e1f3218821ff05bc4f2e2b23e978774b7982c8eb,6e4dc38de1ad98bf791fb26af99f19d5161c1c178821b399c0906f632651dce6,828c2dec8287191d68b6aa19c65651d68996e205fef5eb8c3293e98716eabb44,7b20991a4b6c5783a2815955bf96bbfa2a4eb307915626ae8e4fbd72c39b299d,0faefc07481ae360a3e2bb5029b7cf861eb5dec39b3219967e0f7eab91a287e6,357639257e4680f59b3a551c2db0755c9bac056c0d55b9ca45ed8e810431e114,af66f7e0447bb73888beefcd3ee814bfd8e33eed786f85a0314d3922519ad03a,7006cfd249a19d3396d9d7f0d1d3bc1c285cbea18672cc9e1711c41d67a1b8ec
"72031","talk2ToKohon","1","72","0","clear_kohon_loop_shy","","3","0.2","1","0"
"72032","vo_asb_0726","","72","","0","","21","","vo_asb","0"
"72033","そりゃそうですよね……\nいきなり前のめり過ぎ太郎でした……","1","72","0","1","0","11","0","1","10"
"72034","","","72","","0","","91","","0","0"
"72035","clear_guts1_in","1","72","0","clear_guts1_talk","","3","0.2","1","0"
"72036","vo_asb_0727","","72","","0","","21","","vo_asb","0"
"72037","でも、諦めるわけにはいかないなって。\n時々森に通って、300年を３年くらい\nに、縮めようと思ってるんです！","1","72","0","1","0","11","0","1","10"
"72038","","","72","","0","","91","","0","0"
"72039","","","72","","","","101","","72040",""
"72040","1","0","72","0","1","","6","0.3","1","1"
"72041","1","0","72","0","1","","6","0.3","0","1"
"72042","-120","1","72","","0.3","","2","","1","-250"
"72043","-100","1","72","","0.3","","2","","0","0"
"72044","0","","72","","","","22","","0",""
"72045","0","","72","","","","93","","0.4",""
"82001","1","-250","82","0","30","riri_idle","5","2.2","1","52"
"82002","1","0","82","0","1","","6","0","1","1"
"82003","0","0","82","0","50","black","5","1","0","29"
"82004","1","0","82","0","1","","6","0","0","1"
"82005","","","82","","","","91","","0",""
"82006","1","1","82","0","1","","6","0.2","1","1"
"82007","1","1","82","0","1","","6","0.2","0","1"
"82008","-20","2","82","","0.3","","2","","1","-250"
"82009","0","2","82","","0.3","","2","","0","0"
"82010","0","","82","","","","93","","0.6",""
"82011","riri_talk","","82","","","","3","0.2","1","1"
"82012","vo_asb_0821","","82","","0","","21","","vo_asb","0"
"82013","その頃わたくしは、\nスカウトをお受けしておりました。\nミサト様いわく、わたくしには保育士の\n『天賦の才』があるそうで。","1","82","0","1","0","11","0","1","10"
"82014","","","82","","0","","91","","0","0"
"82015","sad_talk_surprise","","82","","","","3","0.2","1","1"
"82016","vo_asb_0822","","82","","0","","21","","vo_asb","0"
"82017","小さいお子様はともかく、動物さんに\n好かれる自覚はありますし……\n冒険者という仕事に不向きなことも、\n自認していますけれど……","1","82","0","1","0","11","0","1","10"
"82018","","","82","","0","","91","","0","0"
"82019","guts2_talk_Ex1","","82","","","","3","0.2","1","1"
"82020","vo_asb_0823","","82","","0","","21","","vo_asb","0"
"82021","それでも……適性など踏み越えて、\n己の道を突き進むのが冒険者です。\n一度決めたことを、\n曲げるわけには参りません……！","1","82","0","1","0","11","0","1","10"
"82022","","","82","","0","","91","","0","0"
"82023","talk_joy","","82","","","","3","0.2","1","1"
"82024","vo_asb_0824","","82","","0","","21","","vo_asb","0"
"82025","と、不退転の決意を申し上げたら、\nミサト様、「は～い♪」と、\n二つ返事で分かってくださって。","1","82","0","1","0","11","0","1","10"
"82026","","","82","","0","","91","","0","0"
"82027","wish_talk_joyR_riri","","82","","","","3","0.2","1","1"
"82028","vo_asb_0825","","82","","0","","21","","vo_asb","0"
"82029","柔和で、寛容で、お話のわかる……\n彼女こそ、真の保育士さんで\nいらっしゃいますね。","1","82","0","1","0","11","0","1","10"
"82030","","","82","","0","","91","","0","0"
"82031","surprise_talk_nervous","","82","","","","3","0.2","1","1"
"82032","vo_asb_0826","","82","","0","","21","","vo_asb","0"
"82033","……別れ際に、\n「また誘うわね～♪」と、\n同じく柔和な笑顔でおっしゃって\nおられたのがやや気にはなりますが……","1","82","0","1","0","11","0","1","10"
"82034","","","82","","0","","91","","0","0"
"82035","","","82","","","","101","","82036",""
"82036","1","0","82","0","1","","6","0.3","1","1"
"82037","1","0","82","0","1","","6","0.3","0","1"
"82038","-120","1","82","","0.3","","2","","1","-250"
"82039","-100","1","82","","0.3","","2","","0","0"
"82040","0","","82","","","","22","","0",""
"82041","0","","82","","","","93","","0.4",""
"92001","1","-250","92","0","30","clear_surprise_talk","5","2.2","2","52"
"92002","1","0","92","0","1","","6","0","1","1"
"92003","0","0","92","0","50","black","5","1","0","29"
"92004","1","0","92","0","1","","6","0","0","1"
"92005","","","92","","","","91","","0",""
"92006","1","1","92","0","1","","6","0.2","1","1"
"92007","1","1","92","0","1","","6","0.2","0","1"
"92008","-20","2","92","","0.3","","2","","1","-250"
"92009","0","2","92","","0.3","","2","","0","0"
"92010","0","","92","","","","93","","0.6",""
"92011","vo_asb_0921","","92","","0","","21","","vo_asb","0"
"92012","穴って、不思議ですよね……","1","92","0","1","0","11","0","1","10"
"92013","","","92","","0","","91","","0","0"
"92014","vo_asb_0922","","92","","0","","21","","vo_asb","0"
"92015","暗くて、狭くて。\n涼しくて、静かで。\nなんとなく、落ち着く……というか。","1","92","0","1","0","11","0","1","10"
"92016","","","92","","0","","91","","0","0"
"92017","surpriseToKohon","1","92","0","clear_kohon_loop_normal2","","3","0.1","1","0"
"92018","vo_asb_0923","","92","","0","","21","","vo_asb","0"
"92019","そういうの。\nわたし、意外と好きなの、かも……？\n穴があったら入りたい、\nじゃないですけど……","1","92","0","1","0","11","0","1","10"
"92020","","","92","","0","","91","","0","0"
"92021","clear_wish_talk_joy_noShy","","92","","","","3","0.2","1","1"
"92022","vo_asb_0924","","92","","0","","21","","vo_asb","0"
"92023","掘り方、習ったし。\n自分用の穴、掘ってみようかな……？","1","92","0","1","0","11","0","1","10"
"92024","","","92","","0","","91","","0","0"
"92025","","","92","","","","101","","92026",""
"92026","1","0","92","0","1","","6","0.3","1","1"
"92027","1","0","92","0","1","","6","0.3","0","1"
"92028","-120","1","92","","0.3","","2","","1","-250"
"92029","-100","1","92","","0.3","","2","","0","0"
"92030","0","","92","","","","22","","0",""
"92031","0","","92","","","","93","","0.4",""
"102001","1","-250","102","0","30","idle_precia","5","2.2","3","52"
"102002","1","0","102","0","1","","6","0","1","1"
"102003","0","0","102","0","50","black","5","1","0","29"
"102004","1","0","102","0","1","","6","0","0","1"
"102005","","","102","","","","91","","0",""
"102006","1","1","102","0","1","","6","0.2","1","1"
"102007","1","1","102","0","1","","6","0.2","0","1"
"102008","-20","2","102","","0.3","","2","","1","-250"
"102009","0","2","102","","0.3","","2","","0","0"
"102010","0","","102","","","","93","","0.6",""
"102011","doya_idle_surprise_precia","","102","","","","3","0.3","1","1"
"102012","vo_asb_1021","","102","","0","","21","","vo_asb","0"
"102013","「へんたいふしんしゃさんは\nあなにおちるべきです」","1","102","0","1","0","11","0","1","10"
"102014","","","102","","0","","91","","0","0"
"102015","talk_precia","","102","","","","3","0.3","1","1"
"102016","vo_asb_1022","","102","","0","","21","","vo_asb","0"
"102017","キョウカ。\nだん。","1","102","0","1","0","11","0","1","10"
"102018","","","102","","0","","91","","0","0"
"102019","think_idle_anger_precia","","102","","","","3","0.3","1","1"
"102020","vo_asb_1023","","102","","0","","21","","vo_asb","0"
"102021","へんたいふしんしゃ。\nとは……？","1","102","0","1","0","11","0","1","10"
"102022","","","102","","0","","91","","0","0"
"102023","thinkToSad_precia","1","102","0","sad_talk_surprise_precia","","3","0.2","1","0"
"102024","vo_asb_1024","","102","","0","","21","","vo_asb","0"
"102025","……まだ、しらないこと。\nたくさん。","1","102","0","1","0","11","0","1","10"
"102026","","","102","","0","","91","","0","0"
"102027","guts2_talk_joy_precia","","102","","","","3","0.3","1","1"
"102028","vo_asb_1025","","102","","0","","21","","vo_asb","0"
"102029","どんどん。\nまなんでく。ぞ。","1","102","0","1","0","11","0","1","10"
"102030","","","102","","0","","91","","0","0"
"102031","","","102","","","","101","","102032",""
"102032","1","0","102","0","1","","6","0.3","1","1"
"102033","1","0","102","0","1","","6","0.3","0","1"
"102034","-120","1","102","","0.3","","2","","1","-250"
"102035","-100","1","102","","0.3","","2","","0","0"
"102036","0","","102","","","","22","","0",""
"102037","0","","102","","","","93","","0.4",""
"112001","1","-250","112","0","30","clear_wish_talk_joy","5","2.2","2","52"
"112002","1","0","112","0","1","","6","0","1","1"
"112003","0","0","112","0","50","black","5","1","0","29"
"112004","1","0","112","0","1","","6","0","0","1"
"112005","","","112","","","","91","","0",""
"112006","1","1","112","0","1","","6","0.2","1","1"
"112007","1","1","112","0","1","","6","0.2","0","1"
"112008","-20","2","112","","0.3","","2","","1","-250"
"112009","0","2","112","","0.3","","2","","0","0"
"112010","0","","112","","","","93","","0.6",""
"112011","vo_asb_1121","","112","","0","","21","","vo_asb","0"
"112012","ミツキさんの出してくれた\nオリジナルのお茶、\n不思議な香りでした。","1","112","0","1","0","11","0","1","10"
"112013","","","112","","0","","91","","0","0"
"112014","clear_memoly_talk","","112","","","","3","0.2","1","1"
"112015","vo_asb_1122","","112","","0","","21","","vo_asb","0"
"112016","嗅いだだけでふわ～と、\n体が熱くなって。\nミツキさんいわく、\n滋養強壮の効果があるんだそうです。","1","112","0","1","0","11","0","1","10"
"112017","","","112","","0","","91","","0","0"
"112018","clear_surprise_talk","","112","","","","3","0.3","1","1"
"112019","vo_asb_1123","","112","","0","","21","","vo_asb","0"
"112020","なぜかお兄さんが珍しく焦った様子で、\n飲まない方がいい、と止めるので、\n香りを嗅ぐだけに\n留めておきましたけど……","1","112","0","1","0","11","0","1","10"
"112021","","","112","","0","","91","","0","0"
"112022","clear_wish_talk_normal2","","112","","","","3","0.2","1","1"
"112023","vo_asb_1124","","112","","0","","21","","vo_asb","0"
"112024","ミツキさん、\n「次はもっと効くのを\n飲ませてあげるから、\nまたいらっしゃいね」","1","112","0","1","0","11","0","1","10"
"112025","","","112","","0","","91","","0",""
"112026","vo_asb_1125","","112","","0","","21","","vo_asb","0"
"112027","って言ってくれていたので、\nまた遊びに行こうと思います。","1","112","0","1","0","11","0","1","10"
"112028","","","112","","0","","91","","0","0"
"112029","wishToTalk","1","112","0","clear_talk_joyR","","3","0.2","1","0"
"112030","vo_asb_1126","","112","","0","","21","","vo_asb","0"
"112031","ふふ……入口は怖かったですけど。\n見かけによらないんですね、\nギルドって。これも学びです♪","1","112","0","1","0","11","0","1","10"
"112032","","","112","","0","","91","","0","0"
"112033","","","112","","","","101","","112034",""
"112034","1","0","112","0","1","","6","0.3","1","1"
"112035","1","0","112","0","1","","6","0.3","0","1"
"112036","-120","1","112","","0.3","","2","","1","-250"
"112037","-100","1","112","","0.3","","2","","0","0"
"112038","0","","112","","","","22","","0",""
"112039","0","","112","","","","93","","0.4",""
"122001","1","-250","122","0","30","notice_loop","5","2.2","3","52"
"122002","1","0","122","0","1","","6","0","1","1"
"122003","0","0","122","0","50","black","5","1","0","29"
"122004","1","0","122","0","1","","6","0","0","1"
"122005","","","122","","","","91","","0",""
"122006","1","1","122","0","1","","6","0.2","1","1"
"122007","1","1","122","0","1","","6","0.2","0","1"
"122008","-20","2","122","","0.3","","2","","1","-250"
"122009","0","2","122","","0.3","","2","","0","0"
"122010","0","","122","","","","93","","0.6",""
"122011","vo_asb_1221","","122","","0","","21","","vo_asb","0"
"122012","ミツキの。\nけはい……","1","122","0","1","0","11","0","1","10"
"122013","","","122","","0","","91","","0","0"
"122014","sad_idle_surprise","","122","","","","3","0.3","1","1"
"122015","vo_asb_1222","","122","","0","","21","","vo_asb","0"
"122016","のっと。\nただもの。","1","122","0","1","0","11","0","1","10"
"122017","","","122","","0","","91","","0","0"
"122018","surprise_idle_anger_precia","","122","","","","3","0.3","1","1"
"122019","vo_asb_1223","","122","","0","","21","","vo_asb","0"
"122020","わるもの？\nせいぎ、の、みかた？","1","122","0","1","0","11","0","1","10"
"122021","","","122","","0","","91","","0","0"
"122022","surpriseToThink_precia","1","122","0","think_idle_Ex1_precia","","3","0.2","1","0"
"122023","vo_asb_1224","","122","","0","","21","","vo_asb","0"
"122024","ふくざつ。","1","122","0","1","0","11","0","1","10"
"122025","","","122","","0","","91","","0","0"
"122026","","","122","","","","101","","122027",""
"122027","1","0","122","0","1","","6","0.3","1","1"
"122028","1","0","122","0","1","","6","0.3","0","1"
"122029","-120","1","122","","0.3","","2","","1","-250"
"122030","-100","1","122","","0.3","","2","","0","0"
"122031","0","","122","","","","22","","0",""
"122032","0","","122","","","","93","","0.4",""
"132001","1","-250","132","0","30","lift_down_normal","5","2.2","3","52"
"132002","1","0","132","0","1","","6","0","1","1"
"132003","0","0","132","0","50","black","5","1","0","29"
"132004","1","0","132","0","1","","6","0","0","1"
"132005","","","132","","","","91","","0",""
"132006","1","1","132","0","1","","6","0.2","1","1"
"132007","1","1","132","0","1","","6","0.2","0","1"
"132008","-20","2","132","","0.3","","2","","1","-250"
"132009","0","2","132","","0.3","","2","","0","0"
"132010","0","","132","","","","93","","0.6",""
"132011","vo_asb_1321","","132","","0","","21","","vo_asb","0"
"132012","ぼうけん、グッズ。\nたくさん。","1","132","0","1","0","11","0","1","10"
"132013","","","132","","0","","91","","0","0"
"132014","lift_down_shy_in","1","132","0","lift_down_shy","","3","0.2","1","0"
"132015","vo_asb_1322","","132","","0","","21","","vo_asb","0"
"132016","もちきれ……ない。","1","132","0","1","0","11","0","1","10"
"132017","","","132","","0","","91","","0","0"
"132018","lift_up_in","1","132","0","lift_up_loop","","3","0.2","1","0"
"132019","vo_asb_1323","","132","","0","","21","","vo_asb","0"
"132020","でも。\nもつ。よ。","1","132","0","1","0","11","0","1","10"
"132021","","","132","","0","","91","","0","0"
"132022","vo_asb_1324","","132","","0","","21","","vo_asb","0"
"132023","これ、が。\nまもりたいもの、の。\nおもさ。","1","132","0","1","0","11","0","1","10"
"132024","","","132","","0","","91","","0","0"
"132025","","","132","","","","101","","132026",""
"132026","1","0","132","0","1","","6","0.3","1","1"
"132027","1","0","132","0","1","","6","0.3","0","1"
"132028","-120","1","132","","0.3","","2","","1","-250"
"132029","-100","1","132","","0.3","","2","","0","0"
"132030","0","","132","","","","22","","0",""
"132031","0","","132","","","","93","","0.4",""
"142001","1","-250","142","0","30","sad_talk_dere","5","2.2","1","52"
"142002","1","0","142","0","1","","6","0","1","1"
"142003","0","0","142","0","50","black","5","1","0","29"
"142004","1","0","142","0","1","","6","0","0","1"
"142005","","","142","","","","91","","0",""
"142006","1","1","142","0","1","","6","0.2","1","1"
"142007","1","1","142","0","1","","6","0.2","0","1"
"142008","-20","2","142","","0.3","","2","","1","-250"
"142009","0","2","142","","0.3","","2","","0","0"
"142010","0","","142","","","","93","","0.6",""
"142011","vo_asb_1421","","142","","0","","21","","vo_asb","0"
"142012","お礼にいただいたお弁当が、\nあまりにもおいしくて……","1","142","0","1","0","11","0","1","10"
"142013","","","142","","0","","91","","0","0"
"142014","sad_talk_joyR","","142","","","","3","0.3","1","1"
"142015","vo_asb_1422","","142","","0","","21","","vo_asb","0"
"142016","わたくしもいつか、\nあんな心のこもったお弁当を作って、\n兄様にそっとお渡しすることが\nできたら、なんて……","1","142","0","1","0","11","0","1","10"
"142017","","","142","","0","","91","","0","0"
"142018","wish_talk_nervous_riri","","142","","","","3","0.3","1","1"
"142019","vo_asb_1423","","142","","0","","21","","vo_asb","0"
"142020","まだ卵焼きすらも\n焦がしてしまう分際で、\nつい、出過ぎたことを\n夢想してしまいました。","1","142","0","1","0","11","0","1","10"
"142021","","","142","","0","","91","","0","0"
"142022","wish_talk_normal2_riri","","142","","","","3","0.2","1","1"
"142023","vo_asb_1424","","142","","0","","21","","vo_asb","0"
"142024","……でも。\n今回の冒険で、夢見ることは\n大きな力だと知りましたから。","1","142","0","1","0","11","0","1","10"
"142025","","","142","","0","","91","","0","0"
"142026","guts2_talk_riri","","142","","","","3","0.2","1","1"
"142027","vo_asb_1425","","142","","0","","21","","vo_asb","0"
"142028","いつか兄様をもお支えできる\n冒険者になることを、諦めず、\nいつまでも夢想し続けながら、\n一歩ずつ、歩みを進めていく所存です。","1","142","0","1","0","11","0","1","10"
"142029","","","142","","0","","91","","0","0"
"142030","","","142","","","","101","","142031",""
"142031","1","0","142","0","1","","6","0.3","1","1"
"142032","1","0","142","0","1","","6","0.3","0","1"
"142033","-120","1","142","","0.3","","2","","1","-250"
"142034","-100","1","142","","0.3","","2","","0","0"
"142035","0","","142","","","","22","","0",""
"142036","0","","142","","","","93","","0.4",""
