4d39914288e0a1a2e63efa51b2a2835717f8bd45caff23e1632a2460a3b6a3c4,79a79405817cdbd31a2f04c13b8c9b8ed2a1072cf23342f62c405b83164acd5b,8215dc52e11f1c352c17f0aa136fc3a8c7ad5c1782fdcd688cf372de9342acdf,5f3fcd71532ae4fee012072ca95b7e124fbc2e74ca86b63d1a36c19ef5fe027d,80fbb56a28d0cb854076f0a1d148ad88a1ec0c6fd2f9dd80c70af7577a4de3d5,7db8b19c3e49f6a34138584a588b867579135ed14360bd9abcc1752a3a54b492,ead0f6999a64663d27eea81ec5b43cee6b177daad9795c2f2815d5a421a64bbe,f51465341dbf02b59b4f21553ea5bf9a0b451ec45eadc2538d16f66ca182fcf5,f5be549b4755ccdaedf33772bee660864762ca20b06ebed6c2165357bb18c5c2,69aec0c591b78dfacc136d5475fc06ce2cca2e7fcdd5c0402b6606be89e403ab,f9f2509ca184ea8a7fba0da140a9d1ac09151e5bb38ab4d53202d7fd44732a66,2a15a94924b769e629b2888d0f1106d05d4c18f2c1a82f97bba24633208843e9,efef0dbd150bc7e3203f81287e37a51555a2907d8602e0ecabb4d18160831ab4,fa0a2feec9fad3afbde371dd853fe9c7a7a3929a75c3b1b3891b6236902b03ab,95c13a72ec45884b36324f0199ec901b3217e99e49a4513967dcad978b818981,6023ab2ba89b8d4c47456401a52d9a14bc45c82831eaf5f815e887b412f2e027,d9f1fa505426349883d71ec4c3c9787aada6a54afec0b1a7c883b8a05742d993,8df1fd54929d1a47f03b859d5561e9e023463997942afb8abe82c04d2c89c8a2,58dc2fe0fe01c4becbb4a2492af1646c4b20961a640ebab8f6644289e8a57073
"135","10","395","0","0","0","0","30","1758","2490","10","0","14","0","28","108801","0","115","126"
"151","10","735","0","0","0","0","53","2159","2910","11","0","14","0","35","108801","0","129","145"
"177","12","955","0","0","0","0","63","2471","3430","12","0","17","0","56","108801","0","138","171"
"199","17","1075","0","0","0","0","89","2895","3670","13","0","17","0","70","108801","0","138","193"
"211","19","1195","0","0","0","0","99","3235","3930","14","0","17","0","98","108801","0","142","230"
"211","19","1415","0","0","0","0","113","3631","4130","15","0","17","0","125","108801","0","151","264"
"211","19","1415","0","0","0","0","129","4077","4360","16","0","17","0","155","108801","0","157","295"
"226","19","1415","0","3","0","0","149","4528","4490","17","0","17","0","183","108801","0","158","334"
"251","19","1415","0","3","0","0","164","4976","4835","18","0","17","0","219","108801","0","158","380"
"251","19","1510","0","3","0","0","189","5447","5480","19","0","17","0","260","108801","0","158","432"
"251","19","1510","0","3","0","0","225","6036","6065","20","0","17","0","302","108801","0","158","479"
"251","19","1510","0","3","0","0","260","6612","6650","21","0","17","0","351","108801","0","158","541"
"251","19","1610","0","3","0","0","296","7276","7855","22","0","17","0","403","108801","0","158","603"
"251","19","1610","0","3","0","0","326","8036","9315","23","0","17","0","462","108801","0","158","669"
"251","19","1610","0","3","0","0","326","8877","10840","24","0","17","0","523","108801","0","158","744"
"251","19","1610","0","3","0","0","351","9983","12135","25","0","17","0","577","108801","0","158","805"
"251","19","1610","0","3","0","0","378","11380","13130","26","0","17","0","620","108801","0","158","854"
"251","19","1610","0","3","0","0","395","12920","14245","27","0","17","0","661","108801","0","158","898"
"251","19","1610","0","3","0","0","412","14566","15465","28","0","17","0","704","108801","0","158","942"
"251","19","1610","0","3","0","0","429","16314","16840","29","0","17","0","752","108801","0","158","990"
"251","19","1610","0","3","0","0","447","18169","18295","30","0","17","0","803","108801","0","158","1041"
"251","19","1610","0","3","0","0","465","20114","19830","31","0","17","0","855","108801","0","158","1093"
"251","19","1610","0","3","0","0","483","22149","21440","32","0","17","0","908","108801","0","158","1146"
"251","19","1610","0","3","0","0","501","24300","23220","33","0","17","0","962","108801","0","158","1200"
"251","19","1610","0","3","0","0","518","26567","25240","34","0","17","0","1018","108801","0","158","1256"
"251","19","1610","0","3","0","0","535","28945","27430","35","0","17","0","1074","108801","0","158","1312"
"251","19","1610","0","3","0","0","552","31405","29790","36","0","17","0","1131","108801","0","158","1369"
"251","19","1610","0","3","0","0","569","33946","32225","37","0","17","0","1190","108801","0","158","1428"
"0","0","100","0","1","0","0","0","0","95","2","0","0","0","2","108901","14","0","0"
"5","0","200","0","2","0","0","0","4","250","3","0","0","0","5","108901","56","0","1"
"20","0","250","0","4","0","0","0","11","600","4","0","0","0","10","108901","126","0","6"
"35","0","250","0","7","0","0","0","11","1290","5","0","0","0","17","108901","235","0","12"
"35","0","250","0","11","0","0","0","24","2250","6","0","0","0","25","108901","375","0","22"
"35","0","250","0","15","0","0","0","38","2910","7","0","0","0","37","108901","587","5","34"
"50","0","250","0","15","0","0","0","85","3850","8","0","4","0","54","108901","766","5","52"
"65","0","250","0","21","10","0","0","132","4725","9","0","13","0","70","108901","950","10","69"
"65","0","250","0","26","30","2","0","142","5665","10","0","22","0","92","108901","1175","25","87"
"65","0","250","0","26","40","7","0","167","6625","11","3","22","0","115","108901","1425","38","108"
"65","0","350","0","31","50","7","0","187","7385","12","9","25","0","136","108901","1683","58","130"
"73","0","450","0","35","50","7","0","187","8065","13","12","25","0","169","108901","1972","60","157"
"81","2","450","0","35","64","7","10","235","8485","14","12","25","0","203","108901","2254","62","188"
"81","4","550","0","35","78","7","10","278","8785","15","15","25","0","234","108901","2591","62","221"
"81","4","650","0","35","102","7","10","321","9135","16","15","25","0","273","108901","2889","62","263"
"81","4","650","0","38","132","7","10","321","9565","17","15","25","0","311","108901","3209","62","315"
"81","4","650","0","41","169","7","10","321","10060","18","15","25","0","348","108901","3567","62","374"
"81","4","745","0","41","210","7","10","321","10410","19","15","25","0","397","108901","4011","62","431"
"81","4","840","0","41","248","7","10","321","10575","20","15","25","0","452","108901","4523","62","492"
"81","4","840","0","41","284","7","10","321","10815","21","15","25","0","508","108901","5081","62","562"
"81","4","840","0","41","336","7","10","321","11365","22","15","25","0","566","108901","5801","62","625"
"81","4","840","0","41","384","7","10","321","11935","23","15","25","0","635","108901","6632","62","688"
"81","4","840","0","41","416","7","10","321","12525","24","15","25","0","708","108901","7521","62","759"
"81","4","840","0","41","463","7","10","321","13340","25","15","25","0","779","108901","8528","62","834"
"81","4","840","0","41","495","7","10","321","15735","26","15","25","0","857","108901","9420","62","920"
"81","4","840","0","41","501","7","10","321","20290","27","15","25","0","937","108901","10166","62","1009"
"81","4","840","0","41","507","7","10","321","25540","28","15","25","0","1019","108901","10968","62","1095"
"81","4","840","0","41","513","7","10","321","31300","29","15","25","0","1108","108901","11827","62","1184"
"81","4","840","0","41","519","7","10","321","37575","30","15","25","0","1202","108901","12723","62","1278"
"81","4","840","0","41","525","7","10","321","44140","31","15","25","0","1300","108901","13656","62","1376"
"81","4","840","0","41","531","7","10","321","51175","32","15","25","0","1401","108901","14616","62","1477"
"81","4","840","0","41","537","7","10","321","58925","33","15","25","0","1504","108901","15621","62","1580"
"81","4","840","0","41","543","7","10","321","67455","34","15","25","0","1609","108901","16682","62","1685"
"81","4","840","0","41","549","7","10","321","76695","35","15","25","0","1715","108901","17781","62","1791"
"81","4","840","0","41","555","7","10","321","86495","36","15","25","0","1822","108901","18917","62","1898"
"81","4","840","0","41","561","7","10","321","96760","37","15","25","0","1931","108901","20090","62","2007"
"0","0","50","0","0","0","0","0","0","15","2","0","0","0","3","109001","32","0","0"
"0","0","100","0","0","0","0","0","0","105","3","0","0","0","5","109001","109","0","0"
"10","0","160","0","0","0","0","0","0","255","4","0","0","0","6","109001","256","0","1"
"30","0","160","0","0","0","0","0","0","500","5","0","0","0","9","109001","473","10","2"
"30","0","340","0","0","0","0","0","13","735","6","0","0","0","17","109001","748","10","6"
"30","0","810","0","0","0","0","0","13","1115","7","0","0","0","23","109001","1087","10","8"
"30","0","1045","0","0","0","0","0","13","1635","8","0","0","0","31","109001","1470","10","10"
"55","0","1045","0","0","10","0","0","13","1955","9","0","5","0","40","109001","1917","10","12"
"55","0","1045","0","0","50","0","0","13","2105","10","0","10","0","47","109001","2419","20","18"
"55","0","1045","0","2","88","2","0","13","2265","11","11","10","0","51","109001","2941","30","23"
"55","0","1045","0","2","130","4","0","13","2635","12","22","16","0","57","109001","3471","30","27"
"80","0","1045","0","2","185","6","0","13","2825","13","33","19","0","65","109001","4019","30","33"
"105","0","1145","0","2","266","6","0","13","2885","14","33","22","0","70","109001","4660","30","37"
"105","0","1245","0","2","354","6","0","13","2945","15","33","22","0","75","109001","5353","30","42"
"105","0","1345","0","2","432","6","0","13","2945","16","36","22","0","83","109001","6086","30","45"
"105","0","1345","0","2","510","6","0","13","3195","17","39","22","0","89","109001","6841","30","50"
"105","0","1345","0","2","617","6","0","13","3445","18","39","22","0","92","109001","7687","30","55"
"105","0","1345","0","2","725","6","0","13","3740","19","39","22","0","96","109001","8638","30","59"
"114","0","1345","0","2","806","6","0","13","3935","20","39","22","0","109","109001","9675","30","64"
"123","0","1345","0","2","901","6","0","13","4125","21","39","22","0","115","109001","10841","30","69"
"132","0","1345","0","2","975","6","0","13","4470","22","39","22","0","121","109001","12179","30","75"
"132","0","1345","0","2","1063","6","0","13","5055","23","39","22","0","132","109001","13586","30","84"
"132","0","1345","0","2","1117","6","0","13","6235","24","39","22","0","132","109001","15158","30","84"
"132","0","1345","0","2","1175","6","0","13","6875","25","39","22","0","145","109001","16817","30","97"
"132","0","1345","0","2","1199","6","0","13","7435","26","39","22","0","151","109001","18706","30","106"
"132","0","1345","0","2","1217","6","0","13","7965","27","39","22","0","164","109001","20658","30","119"
"132","0","1345","0","2","1238","6","0","13","8265","28","39","22","0","169","109001","22843","30","124"
"132","0","1345","0","2","1263","6","0","13","8885","29","39","22","0","174","109001","25156","30","129"
"132","0","1345","0","2","1292","6","0","13","9185","30","39","22","0","179","109001","27653","30","134"
"132","0","1345","0","2","1321","6","0","13","9805","31","39","22","0","184","109001","30224","30","139"
"132","0","1345","0","2","1350","6","0","13","10205","32","39","22","0","190","109001","32921","30","145"
"132","0","1345","0","2","1378","6","0","13","11075","33","39","22","0","196","109001","35711","30","151"
"132","0","1345","0","2","1405","6","0","13","11675","34","39","22","0","202","109001","38681","30","157"
"132","0","1345","0","2","1432","6","0","13","12645","35","39","22","0","208","109001","41757","30","163"
"132","0","1345","0","2","1459","6","0","13","13245","36","39","22","0","215","109001","44976","30","170"
"132","0","1345","0","2","1486","6","0","13","14265","37","39","22","0","222","109001","48260","30","177"
"0","0","75","0","0","0","0","0","0","95","2","0","0","0","2","109101","22","0","0"
"0","0","125","0","0","0","0","0","0","310","3","0","0","0","6","109101","71","0","2"
"10","0","155","0","0","0","0","0","0","685","4","0","0","0","11","109101","176","0","4"
"20","0","155","0","0","0","0","0","0","1435","5","0","0","0","20","109101","289","5","11"
"35","0","245","0","0","0","0","0","0","2300","6","0","0","0","31","109101","499","5","13"
"35","0","715","0","0","0","0","0","0","3270","7","0","0","0","43","109101","746","5","15"
"50","0","715","0","0","0","3","0","0","4025","8","0","0","0","57","109101","1040","5","23"
"65","0","1115","0","0","20","7","0","0","4630","9","0","9","0","71","109101","1353","5","31"
"65","0","1115","0","5","50","12","0","0","4990","10","0","18","0","80","109101","1729","30","40"
"65","0","1115","0","7","88","17","0","0","5410","11","13","18","0","88","109101","2147","40","49"
"65","0","1115","0","7","130","17","0","0","6180","12","29","21","0","98","109101","2581","40","56"
"98","0","1115","0","9","153","17","0","0","6770","13","42","24","0","110","109101","2996","40","70"
"131","0","1115","0","9","194","17","0","0","7230","14","42","24","0","123","109101","3520","40","81"
"143","0","1115","0","9","260","17","0","0","7530","15","42","24","0","136","109101","4095","40","92"
"155","0","1165","0","9","341","17","0","0","7770","16","45","24","0","151","109101","4643","40","111"
"155","0","1215","0","9","429","17","0","0","8135","17","48","24","0","176","109101","5166","40","133"
"155","0","1215","0","9","533","17","0","0","8685","18","48","24","0","207","109101","5739","40","151"
"170","0","1215","0","9","652","17","0","0","9405","19","48","24","0","236","109101","6380","40","171"
"205","0","1215","0","9","771","17","0","0","10075","20","48","24","0","265","109101","7092","40","194"
"245","0","1215","0","9","892","17","0","0","10735","21","48","24","0","296","109101","7882","40","218"
"285","0","1215","0","9","1000","17","0","0","11505","22","48","24","0","332","109101","8791","40","248"
"305","0","1215","0","9","1071","17","0","0","12620","23","48","24","0","374","109101","9793","40","286"
"305","0","1215","0","9","1132","17","0","0","13810","24","48","24","0","422","109101","10881","40","326"
"305","0","1215","0","9","1195","17","0","0","15025","25","48","24","0","475","109101","12096","40","367"
"305","0","1215","0","9","1234","17","0","0","17285","26","48","24","0","517","109101","13406","40","408"
"305","0","1215","0","9","1258","17","0","0","20840","27","48","24","0","544","109101","14787","40","444"
"305","0","1215","0","9","1282","17","0","0","24925","28","48","24","0","571","109101","16261","40","475"
"305","0","1215","0","9","1307","17","0","0","27460","29","48","24","0","601","109101","18064","40","505"
"305","0","1215","0","9","1333","17","0","0","28380","30","48","24","0","631","109101","20193","40","535"
"305","0","1215","0","9","1359","17","0","0","29360","31","48","24","0","651","109101","22524","40","555"
"305","0","1215","0","9","1385","17","0","0","30705","32","48","24","0","656","109101","25075","40","560"
"305","0","1215","0","9","1410","17","0","0","32355","33","48","24","0","656","109101","27736","40","560"
"305","0","1215","0","9","1434","17","0","0","33840","34","48","24","0","671","109101","30429","40","575"
"305","0","1215","0","9","1458","17","0","0","35325","35","48","24","0","686","109101","33301","40","590"
"305","0","1215","0","9","1482","17","0","0","36810","36","48","24","0","702","109101","36272","40","606"
"305","0","1215","0","9","1506","17","0","0","38130","37","48","24","0","734","109101","39212","40","638"
"0","0","50","0","0","0","0","0","26","55","2","0","0","0","0","109201","0","0","3"
"0","0","100","0","0","0","0","0","94","150","3","0","0","0","0","109201","0","0","7"
"0","0","100","0","0","0","0","0","214","270","4","0","0","0","2","109201","0","10","14"
"0","0","100","0","0","0","0","0","405","450","5","0","0","0","2","109201","0","10","29"
"50","0","100","0","0","0","0","0","634","800","6","0","0","0","4","109201","0","10","42"
"85","0","100","0","0","0","0","0","894","1395","7","0","0","0","8","109201","0","15","56"
"120","0","100","0","0","0","1","0","1286","1560","8","0","4","0","10","109201","0","30","63"
"155","0","100","0","0","0","2","16","1710","1700","9","0","9","0","10","109201","0","45","70"
"170","0","320","0","0","0","4","45","2175","1970","10","0","14","0","13","109201","0","45","75"
"186","5","540","0","0","0","5","90","2687","2130","11","0","14","0","13","109201","0","45","80"
"222","11","640","0","0","0","6","143","3211","2230","12","0","14","0","16","109201","0","45","85"
"242","17","640","0","0","0","6","205","3744","2370","13","0","16","0","21","109201","0","45","92"
"272","17","760","0","0","0","6","281","4324","2510","14","0","18","0","25","109201","0","45","99"
"282","17","880","0","0","0","6","351","4929","2540","15","0","22","0","33","109201","0","45","108"
"312","17","880","0","0","0","6","426","5602","2570","16","0","22","0","38","109201","0","45","116"
"342","17","880","0","0","0","6","498","6330","2570","17","0","22","0","42","109201","0","45","125"
"372","17","880","0","0","0","6","587","7114","2570","18","0","22","0","48","109201","0","45","134"
"372","17","880","0","0","0","6","720","8002","2570","19","0","22","0","53","109201","0","45","141"
"372","17","880","0","0","0","6","877","8923","2570","20","0","22","0","63","109201","0","45","155"
"372","17","980","0","0","0","6","1079","9942","2570","21","0","22","0","69","109201","0","45","163"
"372","17","1080","0","0","0","6","1297","11139","2570","22","0","22","0","74","109201","0","45","170"
"372","17","1080","0","0","0","6","1481","12462","2570","23","0","22","0","80","109201","0","45","186"
"372","17","1080","0","0","0","6","1624","13937","2570","24","0","22","0","86","109201","0","45","203"
"372","17","1080","0","0","0","6","1733","15647","2570","25","0","22","0","92","109201","0","45","211"
"372","17","1080","0","0","0","6","1805","17487","3030","26","0","22","0","98","109201","0","45","220"
"372","17","1080","0","0","0","6","1850","19522","3030","27","0","22","0","104","109201","0","45","228"
"372","17","1080","0","0","0","6","1882","21720","3030","28","0","22","0","109","109201","0","45","233"
"372","17","1080","0","0","0","6","1915","24042","3490","29","0","22","0","113","109201","0","45","237"
"372","17","1080","0","0","0","6","1949","26563","3490","30","0","22","0","117","109201","0","45","241"
"372","17","1080","0","0","0","6","1983","29142","3950","31","0","22","0","121","109201","0","45","245"
"372","17","1080","0","0","0","6","2017","31884","3950","32","0","22","0","125","109201","0","45","249"
"372","17","1080","0","0","0","6","2050","34717","4450","33","0","22","0","129","109201","0","45","253"
"372","17","1080","0","0","0","6","2082","37699","4950","34","0","22","0","133","109201","0","45","257"
"372","17","1080","0","0","0","6","2114","40886","4950","35","0","22","0","137","109201","0","45","261"
"372","17","1080","0","0","0","6","2146","44185","4950","36","0","22","0","141","109201","0","45","265"
"372","17","1080","0","0","0","6","2178","47529","5450","37","0","22","0","146","109201","0","45","270"
"0","0","50","0","0","0","0","0","26","55","2","0","0","0","0","109301","0","0","3"
"0","0","100","0","0","0","0","0","94","150","3","0","0","0","0","109301","0","0","7"
"0","0","100","0","0","0","0","0","214","270","4","0","0","0","2","109301","0","10","14"
"0","0","100","0","0","0","0","0","405","450","5","0","0","0","2","109301","0","10","29"
"50","0","100","0","0","0","0","0","634","800","6","0","0","0","4","109301","0","10","42"
"85","0","100","0","0","0","0","0","894","1395","7","0","0","0","8","109301","0","15","56"
"120","0","100","0","0","0","1","0","1286","1560","8","0","4","0","10","109301","0","30","63"
"155","0","100","0","0","0","2","16","1710","1700","9","0","9","0","10","109301","0","45","70"
"170","0","320","0","0","0","4","45","2175","1970","10","0","14","0","13","109301","0","45","75"
"186","5","540","0","0","0","5","90","2687","2130","11","0","14","0","13","109301","0","45","80"
"222","11","640","0","0","0","6","143","3211","2230","12","0","14","0","16","109301","0","45","85"
"242","17","640","0","0","0","6","205","3744","2370","13","0","16","0","21","109301","0","45","92"
"272","17","760","0","0","0","6","281","4324","2510","14","0","18","0","25","109301","0","45","99"
"282","17","880","0","0","0","6","351","4929","2540","15","0","22","0","33","109301","0","45","108"
"312","17","880","0","0","0","6","426","5602","2570","16","0","22","0","38","109301","0","45","116"
"342","17","880","0","0","0","6","498","6330","2570","17","0","22","0","42","109301","0","45","125"
"372","17","880","0","0","0","6","587","7114","2570","18","0","22","0","48","109301","0","45","134"
"372","17","880","0","0","0","6","720","8002","2570","19","0","22","0","53","109301","0","45","141"
"372","17","880","0","0","0","6","877","8923","2570","20","0","22","0","63","109301","0","45","155"
"372","17","980","0","0","0","6","1079","9942","2570","21","0","22","0","69","109301","0","45","163"
"372","17","1080","0","0","0","6","1297","11139","2570","22","0","22","0","74","109301","0","45","170"
"372","17","1080","0","0","0","6","1481","12462","2570","23","0","22","0","80","109301","0","45","186"
"372","17","1080","0","0","0","6","1624","13937","2570","24","0","22","0","86","109301","0","45","203"
"372","17","1080","0","0","0","6","1733","15647","2570","25","0","22","0","92","109301","0","45","211"
"372","17","1080","0","0","0","6","1805","17487","3030","26","0","22","0","98","109301","0","45","220"
"372","17","1080","0","0","0","6","1850","19522","3030","27","0","22","0","104","109301","0","45","228"
"372","17","1080","0","0","0","6","1882","21720","3030","28","0","22","0","109","109301","0","45","233"
"372","17","1080","0","0","0","6","1915","24042","3490","29","0","22","0","113","109301","0","45","237"
"372","17","1080","0","0","0","6","1949","26563","3490","30","0","22","0","117","109301","0","45","241"
"372","17","1080","0","0","0","6","1983","29142","3950","31","0","22","0","121","109301","0","45","245"
"372","17","1080","0","0","0","6","2017","31884","3950","32","0","22","0","125","109301","0","45","249"
"372","17","1080","0","0","0","6","2050","34717","4450","33","0","22","0","129","109301","0","45","253"
"372","17","1080","0","0","0","6","2082","37699","4950","34","0","22","0","133","109301","0","45","257"
"372","17","1080","0","0","0","6","2114","40886","4950","35","0","22","0","137","109301","0","45","261"
"372","17","1080","0","0","0","6","2146","44185","4950","36","0","22","0","141","109301","0","45","265"
"372","17","1080","0","0","0","6","2178","47529","5450","37","0","22","0","146","109301","0","45","270"
"0","0","50","0","0","0","0","0","26","55","2","0","0","0","0","109401","0","0","3"
"0","0","100","0","0","0","0","0","94","150","3","0","0","0","0","109401","0","0","7"
"0","0","100","0","0","0","0","0","241","270","4","0","0","0","1","109401","0","0","11"
"25","0","100","0","0","0","0","0","432","360","5","0","0","0","1","109401","0","0","24"
"75","0","100","0","0","0","0","0","661","710","6","0","0","0","3","109401","0","0","37"
"145","0","100","0","0","0","0","0","974","955","7","0","0","0","5","109401","0","5","44"
"180","0","100","0","0","0","1","0","1335","1120","8","0","4","0","7","109401","0","35","54"
"215","0","100","0","0","0","2","16","1759","1260","9","0","9","0","7","109401","0","50","61"
"230","0","520","0","0","0","4","40","2194","1530","10","0","14","0","8","109401","0","50","73"
"246","5","740","0","0","0","5","85","2706","1690","11","0","14","0","8","109401","0","50","78"
"282","11","840","0","0","0","6","138","3230","1790","12","0","14","0","11","109401","0","50","83"
"302","17","840","0","0","0","6","200","3763","1930","13","0","16","0","16","109401","0","50","90"
"332","17","960","0","0","0","6","276","4343","2070","14","0","18","0","20","109401","0","50","97"
"342","17","1080","0","0","0","6","346","4948","2100","15","0","22","0","28","109401","0","50","106"
"372","17","1080","0","0","0","6","421","5621","2130","16","0","22","0","33","109401","0","50","114"
"402","17","1080","0","0","0","6","493","6349","2130","17","0","22","0","37","109401","0","50","123"
"432","17","1080","0","0","0","6","582","7133","2130","18","0","22","0","43","109401","0","50","132"
"432","17","1080","0","0","0","6","715","8021","2130","19","0","22","0","48","109401","0","50","139"
"432","17","1080","0","0","0","6","872","8942","2130","20","0","22","0","58","109401","0","50","153"
"432","17","1180","0","0","0","6","1074","9961","2130","21","0","22","0","64","109401","0","50","161"
"432","17","1280","0","0","0","6","1292","11158","2130","22","0","22","0","69","109401","0","50","168"
"432","17","1280","0","0","0","6","1476","12481","2130","23","0","22","0","75","109401","0","50","184"
"432","17","1280","0","0","0","6","1619","13956","2130","24","0","22","0","81","109401","0","50","201"
"432","17","1280","0","0","0","6","1728","15666","2130","25","0","22","0","87","109401","0","50","209"
"432","17","1280","0","0","0","6","1800","17506","2590","26","0","22","0","93","109401","0","50","218"
"432","17","1280","0","0","0","6","1845","19541","2590","27","0","22","0","99","109401","0","50","226"
"432","17","1280","0","0","0","6","1877","21739","2590","28","0","22","0","104","109401","0","50","231"
"432","17","1280","0","0","0","6","1910","24061","3050","29","0","22","0","108","109401","0","50","235"
"432","17","1280","0","0","0","6","1944","26582","3050","30","0","22","0","112","109401","0","50","239"
"432","17","1280","0","0","0","6","1983","29168","3050","31","0","22","0","120","109401","0","50","247"
"432","17","1280","0","0","0","6","2017","31910","3050","32","0","22","0","124","109401","0","50","251"
"432","17","1280","0","0","0","6","2050","34743","3550","33","0","22","0","128","109401","0","50","255"
"432","17","1280","0","0","0","6","2082","37725","4050","34","0","22","0","132","109401","0","50","259"
"432","17","1280","0","0","0","6","2114","40912","4050","35","0","22","0","136","109401","0","50","263"
"432","17","1280","0","0","0","6","2146","44211","4050","36","0","22","0","140","109401","0","50","267"
"432","17","1280","0","0","0","6","2178","47555","4550","37","0","22","0","145","109401","0","50","272"
"0","0","100","0","1","0","0","0","11","65","2","0","0","0","2","109501","2","0","1"
"0","0","200","0","2","0","0","0","35","160","3","0","0","0","6","109501","4","10","6"
"0","0","250","0","4","0","0","0","89","450","4","0","0","0","12","109501","7","20","16"
"0","0","250","0","4","0","0","0","182","1050","5","0","0","0","19","109501","7","20","34"
"0","0","250","0","4","0","0","0","318","1875","6","0","0","0","30","109501","7","20","54"
"0","0","250","0","4","0","0","0","438","2740","7","0","0","0","47","109501","33","25","79"
"0","0","250","0","4","0","0","0","579","3610","8","0","4","0","68","109501","59","40","107"
"0","5","250","0","4","0","0","0","797","4415","9","0","9","0","84","109501","59","60","136"
"0","10","350","0","4","0","0","5","1052","5185","10","0","14","0","103","109501","59","70","164"
"0","10","770","0","4","0","0","5","1273","5985","11","0","14","0","123","109501","59","94","201"
"10","14","990","0","4","0","0","20","1558","6525","12","0","14","0","144","109501","59","110","230"
"20","16","1210","0","6","0","0","20","1770","7065","13","0","17","0","182","109501","59","112","268"
"20","18","1330","0","6","0","0","38","2071","7185","14","0","17","0","219","109501","59","114","308"
"20","20","1430","0","6","0","0","48","2399","7325","15","0","17","0","254","109501","59","119","350"
"20","20","1530","0","6","0","0","48","2747","7525","16","0","17","0","294","109501","59","125","393"
"35","20","1530","0","9","0","0","48","3097","7705","17","0","17","0","336","109501","59","126","441"
"50","20","1530","0","12","0","0","48","3442","8110","18","0","17","0","381","109501","59","126","498"
"50","20","1625","0","12","0","0","48","3808","8755","19","0","17","0","435","109501","59","126","563"
"50","20","1720","0","12","0","0","60","4265","9340","20","0","17","0","492","109501","59","126","625"
"50","20","1720","0","12","0","0","60","4707","9960","21","0","17","0","558","109501","59","126","703"
"50","20","1720","0","12","0","0","60","5231","11275","22","0","17","0","627","109501","59","126","782"
"50","20","1720","0","12","0","0","60","5796","13050","23","0","17","0","705","109501","59","126","867"
"50","20","1720","0","12","0","0","60","6436","14575","24","0","17","0","790","109501","59","126","958"
"50","20","1720","0","12","0","0","70","7301","15870","25","0","17","0","870","109501","59","126","1044"
"50","20","1720","0","12","0","0","85","8417","17160","26","0","17","0","939","109501","59","126","1119"
"50","20","1720","0","12","0","0","95","9652","18730","27","0","17","0","1006","109501","59","126","1189"
"50","20","1720","0","12","0","0","105","10974","20495","28","0","17","0","1076","109501","59","126","1260"
"50","20","1720","0","12","0","0","115","12379","22490","29","0","17","0","1152","109501","59","126","1336"
"50","20","1720","0","12","0","0","120","13526","26875","30","0","17","0","1242","109501","59","126","1426"
"50","20","1720","0","12","0","0","120","14400","33640","31","0","17","0","1344","109501","59","126","1528"
"50","20","1720","0","12","0","0","120","15311","40775","32","0","17","0","1449","109501","59","126","1633"
"50","20","1720","0","12","0","0","120","16278","48525","33","0","17","0","1556","109501","59","126","1740"
"50","20","1720","0","12","0","0","120","17301","57055","34","0","17","0","1665","109501","59","126","1849"
"50","20","1720","0","12","0","0","120","18362","66295","35","0","17","0","1775","109501","59","126","1959"
"50","20","1720","0","12","0","0","120","19461","76095","36","0","17","0","1886","109501","59","126","2070"
"50","20","1720","0","12","0","0","120","20598","86360","37","0","17","0","1999","109501","59","126","2183"
"0","0","100","0","1","0","0","0","0","65","2","0","0","0","2","109601","20","0","0"
"5","0","150","0","3","0","0","0","0","160","3","0","0","0","6","109601","73","0","0"
"30","0","320","0","5","0","0","0","0","375","4","0","0","0","9","109601","175","0","2"
"50","0","480","0","11","0","0","0","0","800","5","0","0","0","16","109601","293","10","5"
"50","0","870","0","15","0","3","0","0","1215","6","0","0","0","24","109601","517","10","6"
"75","0","1710","0","19","0","6","0","0","1535","7","0","0","0","30","109601","780","10","8"
"100","0","2570","0","19","0","9","0","0","2015","8","0","0","0","38","109601","1097","10","10"
"125","0","3020","0","20","10","9","0","0","2315","9","0","5","0","49","109601","1480","10","18"
"125","0","3620","0","20","40","9","0","0","2665","10","5","10","0","54","109601","1900","20","27"
"125","0","4070","0","25","82","9","0","0","3085","11","10","10","0","54","109601","2346","40","37"
"125","0","4370","0","27","144","9","0","0","3615","12","25","12","0","59","109601","2837","40","40"
"150","0","4640","0","27","223","9","0","0","3985","13","35","14","0","65","109601","3362","40","46"
"181","0","4760","0","27","326","9","0","0","4195","14","35","16","0","70","109601","3972","40","50"
"187","0","4880","0","27","446","9","0","0","4365","15","35","16","0","75","109601","4634","40","54"
"193","0","4880","0","27","566","9","0","0","4475","16","38","16","0","83","109601","5337","40","56"
"193","0","4880","0","27","688","9","0","0","4525","17","45","16","0","89","109601","6081","40","60"
"193","0","4880","0","27","861","9","0","0","4575","18","49","16","0","92","109601","6900","40","65"
"193","0","4880","0","27","1026","9","0","0","4920","19","53","16","0","101","109601","7762","40","72"
"193","0","4880","0","32","1176","9","0","0","5365","20","53","16","0","114","109601","8711","40","77"
"193","0","4880","0","37","1338","9","0","0","5870","21","53","16","0","120","109601","9783","40","82"
