7296d396c937ab725c9b87b0445e45ae17d22897c219e3087e03822a316cf384,7fd26c50de7c2e97a8486dca6aec0e509c30c364a04304b9ea34a3cf92423fb4,688ba2b67d21cc393224d5b97951ae40f43cecb2502565b8bab1ca1df3a0db8c,996269e2acb5fcc898421f964a3d5019e2d43ea90c5b450434cfe46450f3f644,b29a6bcdb61be9e690ac593733e5b6c1d55e5d391154ec74ed919c982d5a6c07,fda7cf50d05dad9dc9f95f4153d30ba62d25aa64704b4442bcaa23239bdb4a8b,6aac0ec6633c27e546df7af8f74d990f01dc759e355fc618aaa3bd3aa153291d,b10a4047ac18bda3a332ea3cf372239dd194c99495ee8d7fc0070a122a80b7bd,e27f6871ac3e8030eae8effad7d0d09600f8b8d80344eefa27360852af0cea76,ca82652c4031c218ddfcc9251aca5ef191c6147521f32056437dcf04e60f8e22,b31d6f6de10911b51c874e6429e8d3bd04bc2e2878590d9386f949fc8ab9fc7f
"3","0.5","nyx_203_yukari_03","","1","","203","3","12030035","",""
"103431","0.5","nyx_203_yukari_03","","1","","203","3","12030036","",""
"103431","","それ～もっと飲め～\nうふふ～麦しゅわに\n不可能はないわ～♪","","10","","203","11","12030037","",""
"0","","","","","","203","91","12030038","",""
"0.1","","","","","","203","93","12030039","",""
"3","0.2","nyx_203_yukari_06","1","0","nyx_203_yukari_05","203","3","12030040","",""
"103431","0.2","nyx_203_yukari_06","1","0","nyx_203_yukari_05","203","3","12030041","",""
"0.5","","","","","","203","93","12030042","",""
"103231","0.2","nyx_lookup","1","0","nyx_cmn_05","203","3","12030043","","0.2"
"2","","","","","","203","93","12030044","",""
"103231","","1","","1","","203","12","12030045","",""
"3","","1","","","","203","4","12030046","",""
"103431","","1","","","","203","4","12030047","",""
"3","0.2","nyx_203_yukari_04","","0","","203","3","12030048","",""
"103431","0.2","nyx_203_yukari_04","","0","","203","3","12030049","",""
"3","","-245","0","-10","0.67","203","2","12030050","",""
"103431","","-245","0","-10","0.67","203","2","12030051","",""
"0.67","","","","","","203","93","12030052","",""
"0.83","","","","","","203","93","12030053","",""
"3","","-265","0","-10","0.5","203","2","12030054","",""
"103431","","-265","0","-10","0.5","203","2","12030055","",""
"0.5","","","","","","203","93","12030056","",""
"3","","-328","0","-10","0.67","203","2","12030057","",""
"103431","","-328","0","-10","0.67","203","2","12030058","",""
"103231","0.2","nyx_cmn_04","","1","","203","3","12030059","",""
"104831","0.2","nyx_lookup","1","0","nyx_idle_sad","203","3","12030060","","0.2"
"0.67","","","","","","203","93","12030061","",""
"3","","-330","0","-10","0.67","203","2","12030062","",""
"103431","","-330","0","-10","0.67","203","2","12030063","",""
"0.67","","","","","","203","93","12030064","",""
"3","0.2","nyx_203_yukari_05","1","0","nyx_203_yukari_06","203","3","12030065","",""
"103431","0.2","nyx_203_yukari_05","1","0","nyx_203_yukari_06","203","3","12030066","",""
"0.66","","","","","","203","93","12030067","",""
"104831","","12","","1","","203","12","12030068","",""
"2","","","","","","203","93","12030069","",""
"103431","","9","","1","","203","12","12030070","",""
"104631","0.2","nyx_lookup","1","0","nyx_talk_sad","203","3","12030071","","0.2"
"3","","0","","","","203","4","12030072","",""
"103431","","0","","","","203","4","12030073","",""
"3","0.2","nyx_203_yukari_04","","0","","203","3","12030074","",""
"103431","0.2","nyx_203_yukari_04","","0","","203","3","12030075","",""
"3","","-285","0","-10","0.67","203","2","12030076","",""
"103431","","-285","0","-10","0.67","203","2","12030077","",""
"0.67","","","","","","203","93","12030078","",""
"0.83","","","","","","203","93","12030079","",""
"3","","-265","0","-10","0.5","203","2","12030080","",""
"103431","","-265","0","-10","0.5","203","2","12030081","",""
"0.5","","","","","","203","93","12030082","",""
"3","","-202","0","-10","0.67","203","2","12030083","",""
"103431","","-202","0","-10","0.67","203","2","12030084","",""
"104631","","5","","1","","203","12","12030085","",""
"0.67","","","","","","203","93","12030086","",""
"3","","-200","0","-10","0.67","203","2","12030087","",""
"103431","","-200","0","-10","0.67","203","2","12030088","",""
"0.67","","","","","","203","93","12030089","",""
"3","0.2","nyx_203_yukari_05","","1","","203","3","12030090","",""
"103431","0.2","nyx_203_yukari_05","","1","","203","3","12030091","",""
"0.66","","","","","","203","93","12030092","",""
"104631","0.2","nyx_idle_sad","","1","","203","3","12030093","",""
"103431","","6","","1","","203","12","12030094","",""
"3","","0","","","","203","4","12030095","",""
"103431","","0","","","","203","4","12030096","",""
"1","","","","","","203","93","12030097","",""
"12030039","","","","","","203","101","12030098","",""
"1","1.2","104831","28.5","110","121.8","204","1","12040001","nyx_204_mifuyu_01","1"
"2","1.2","2","28.5","120","121.8","204","5","12040002","nyx_204_mifuyu_01","1"
"1","1.2","103431","-286.1","110","-278","204","1","12040003","nyx_idle_normal","0"
"1","1.2","104631","-286.1","140","283.5","204","1","12040004","nyx_idle_normal","1"
"1","1.2","103231","-286.1","110","-413","204","1","12040005","nyx_idle_normal","0"
"2","1","1","1","0","0","204","31","12040006","",""
"3","1.2","3","-278","130","109","204","5","12040007","nyx_yagura_up_harf","0"
"14","1","2","1","-111","34","204","31","12040008","",""
"bgm_M347","","bgm_M347","","","","204","25","12040009","",""
"2","","","","","","204","93","12040010","",""
"104831","0.2","nyx_204_mifuyu_01","","1","","204","3","12040011","",""
"2","0.2","nyx_204_mifuyu_01","","1","","204","3","12040012","",""
"104831","0","とうとう完成…\nしてしまったわね…","","10","","204","11","12040013","",""
"0.2","","","","","","204","93","12040014","",""
"104631","0.2","nyx_lookup","1","0","nyx_204_akino_01_loop","204","3","12040015","","0.2"
"0.5","","","","","","204","93","12040016","",""
"104831","0.2","nyx_204_mifuyu_02","","1","","204","3","12040017","",""
"2","0.2","nyx_204_mifuyu_02","","1","","204","3","12040018","",""
"12040013","","","","","","204","91","12040019","",""
"104831","0","設計段階より\n明らかに機能が\n増やされてるわ…","","10","","204","11","12040020","",""
"1.5","","","","","","204","93","12040021","",""
"103431","0.2","nyx_lookup","1","0","nyx_lookup_loop","204","3","12040022","","0.2"
"12040020","","","","","","204","91","12040023","",""
"0.2","","","","","","204","93","12040024","",""
"103231","0.2","nyx_204_akino_01","","0","","204","3","12040025","",""
"103231","","驚いたでしょう！\nこれこそが私たちの\nアイデアの結晶！","","10","","204","11","12040026","",""
"1","","","","","","204","93","12040027","",""
"103231","0.2","nyx_204_akino_02","","1","","204","3","12040028","",""
"12040026","","","","","","204","91","12040029","",""
"0.5","","","","","","204","93","12040030","",""
"104831","0","ええ、驚いたわ…\nまさかこんなにも\n好き勝手やるなんて","","10","","204","11","12040031","",""
"0.2","","","","","","204","93","12040032","",""
"104831","0.2","nyx_204_mifuyu_03","","1","","204","3","12040033","","0.2"
"2","0.2","nyx_204_mifuyu_03","","1","","204","3","12040034","","0.2"
"3","","","","","","204","93","12040035","",""
"12040031","","","","","","204","91","12040036","",""
"104631","","nyx_talk_sad","","1","","204","3","12040037","",""
"104631","","ど、どうして\n震えてるにゃ？\nミフユ…","","10","","204","11","12040038","",""
"0","","","","","","204","91","12040039","",""
"104831","0.3","nyx_204_mifuyu_04","1","0","nyx_204_mifuyu_05","204","3","12040040","","0.3"
"2","0.3","nyx_204_mifuyu_04","1","0","nyx_204_mifuyu_05","204","3","12040041","","0.3"
"104831","0","当たり前です！\nなんですかこの\n無駄だらけな機能！","","10","","204","11","12040042","",""
"0.6","","","","","","204","93","12040043","",""
"104631","0.3","cmn_shock_def_N","1","0","nyx_idle_surprise2","204","3","12040044","","0.2"
"103431","0.3","cmn_shock_def_N","1","0","nyx_idle_sad","204","3","12040045","","0.2"
"103231","0.3","cmn_shock_def_N","1","0","nyx_idle_surprise1","204","3","12040046","","0.2"
"1.5","","","","","","204","93","12040047","",""
"12040042","","","","","","204","91","12040048","",""
"104831","0","どこを見ても\n無駄ばかり…\n非効率すぎる…！","","10","","204","11","12040049","",""
"0","","","","","","204","91","12040050","",""
"103431","0.3","nyx_talk_sad","","1","","204","3","12040051","","0.3"
"103431","","お、落ち着いて\nミフユさん…\n仕方がなかったの…","","10","","204","11","12040052","",""
"0","","","","","","204","91","12040053","",""
"104831","0","こんなの\n落ち着けるわけ\nないでしょーっ！","","10","","204","11","12040054","",""
"2.7","","","","","","204","93","12040055","",""
"103431","0.3","nyx_cmn_03","","1","","204","3","12040056","","0.3"
"104831","0.3","nyx_204_mifuyu_07","1","0","nyx_204_mifuyu_06","204","3","12040057","","0.3"
"2","0.3","nyx_204_mifuyu_07","1","0","nyx_204_mifuyu_06","204","3","12040058","","0.3"
"12040052","","","","","","204","91","12040059","",""
"0.5","","","","","","204","93","12040060","",""
"103431","","0","","1","","204","4","12040061","",""
"0.5","","","","","","204","93","12040062","",""
"103431","","2","","1","","204","12","12040063","",""
"1.5","","","","","","204","93","12040064","",""
"104631","","17","","1","","204","12","12040065","",""
"104631","0.3","nyx_talk_sad","","1","","204","3","12040066","","0.3"
"1.5","","","","","","204","93","12040067","",""
"103431","","1","","1","","204","4","12040068","",""
"104631","0.3","nyx_idle_sad","","1","","204","3","12040069","","0.3"
"0.2","","","","","","204","93","12040070","",""
"103231","","7","","1","","204","12","12040071","",""
"103231","0.3","nyx_talk_joy1","1","0","cmn_pose02_def_N","204","3","12040072","","0.2"
"0.1","","","","","","204","93","12040073","",""
"103431","0.3","nyx_talk_sad","","1","","204","3","12040074","","0.3"
"2","","","","","","204","93","12040075","",""
"104831","","15","","1","","204","12","12040076","",""
"2","","","","","","204","93","12040077","",""
"12040061","","1","","","","204","101","12040078","",""
"1","1.2","111031","-277","110","-135","301","1","13010001","nyx_301_yuni_01","0"
"3","1","1","1","0","0","301","31","13010002","",""
"17","1","2","1","40","-195","301","31","13010003","",""
"18","0","3","1","40","-195","301","31","13010004","",""
"19","0","4","1","40","-195","301","31","13010005","",""
"bgm_M347","","bgm_M347","","","","301","25","13010006","",""
"2","","","","","","301","93","13010007","",""
"111031","","なかよしX…\nあれは実に\n浪漫の結晶だった…","","10","","301","11","13010008","",""
"0","","1","","","","301","91","13010009","",""
"111031","","あのイノベーション\nから得た刺激は形に\n遺しておくべきだ…","","10","","301","11","13010010","",""
"0","","1","","","","301","91","13010011","",""
"0.6","","","","","","301","93","13010012","",""
"111031","0.2","nyx_103_yuni_02","","1","","301","3","13010013","",""
"111031","","というわけで\nなかよしXの残骸を\n集めてみたわけだが","","10","","301","11","13010014","",""
"0","","1","","","","301","91","13010015","",""
"111031","0.2","cmn_pose02_def_N","","0","nyx_idle_normal","301","3","13010016","","0.2"
"111031","","これらをリペアして\n単に組み直したとて\n模造品でしかない","","10","","301","11","13010017","",""
"0","","1","","","","301","91","13010018","",""
"111031","0.2","nyx_103_yuni_03","1","0","nyx_103_yuni_04","301","3","13010019","",""
"111031","","独自の改修を施すぞ\n機体の縮小化そして\n各種機能を改良だ","","10","","301","11","13010020","",""
"0","","1","","","","301","91","13010021","",""
"111031","0.2","cmn_pose02_def_N","","1","","301","3","13010022","",""
"111031","","ふむ、すなわち\nたい焼きに麦しゅわ\nだが…","","10","","301","11","13010023","",""
"0","","","","","","301","91","13010024","",""
"0.5","","","","","","301","93","13010025","",""
"111031","0.2","nyx_301_yuni_03","","1","","301","3","13010026","",""
"111031","","いや、そもそもなぜ\nたい焼き麦しゅわが\n組み込まれていたか","","10","","301","11","13010027","",""
"0","","1","","","","301","91","13010028","",""
"111031","","…理解に苦しむな\nまずそこから考える\n必要がありそうだ","","10","","301","11","13010029","",""
"0","","1","","","","301","91","13010030","",""
"111031","0.2","nyx_301_yuni_01","","1","","301","3","13010031","",""
"111031","","なんたる難題だろう\nぼくの知的探求心が\n疼いてきたと言える","","10","","301","11","13010032","",""
"0","","","","","","301","91","13010033","",""
"2","","","","","","301","93","13010034","",""
"111031","","1","","","","301","4","13010035","",""
"111031","0.2","cmn_walk_def_N","","1","","301","3","13010036","",""
"111031","","-230","","-277","1.5","301","2","13010037","",""
"1.5","","","","","","301","93","13010038","",""
"111031","0.2","nyx_301_yuni_02","1","0","nyx_idle_normal","301","3","13010039","","0.2"
"3","","","","","","301","93","13010040","",""
"111031","","0","","","","301","4","13010041","",""
"111031","0.2","cmn_walk_def_N","","1","","301","3","13010042","",""
"111031","","-95","","-277","1.5","301","2","13010043","",""
"1.5","","","","","","301","93","13010044","",""
"111031","","12","","1","","301","12","13010045","",""
"111031","0.2","nyx_301_yuni_02","1","0","nyx_idle_normal","301","3","13010046","","0.2"
"0.4","","","","","","301","93","13010047","",""
"3","","1","","","","301","32","13010048","",""
"2.6","","","","","","301","93","13010049","",""
"111031","","1","","","","301","4","13010050","",""
"111031","0.2","cmn_walk_def_N","","1","","301","3","13010051","",""
"111031","","-230","","-277","1.5","301","2","13010052","",""
"1.5","","","","","","301","93","13010053","",""
"111031","","13","","1","","301","12","13010054","",""
"111031","0.2","nyx_301_yuni_02","1","0","nyx_idle_normal","301","3","13010055","","0.2"
"3","","","","","","301","93","13010056","",""
"111031","","0","","","","301","4","13010057","",""
"111031","0.2","cmn_walk_def_N","","1","","301","3","13010058","",""
"111031","","-95","","-277","1.5","301","2","13010059","",""
"1.5","","","","","","301","93","13010060","",""
"111031","0.2","nyx_301_yuni_02","1","0","nyx_idle_normal","301","3","13010061","","0.2"
"0.4","","","","","","301","93","13010062","",""
"4","","1","","","","301","32","13010063","",""
"2.6","","","","","","301","93","13010064","",""
"111031","","1","","","","301","4","13010065","",""
"111031","0.2","cmn_walk_def_N","","1","","301","3","13010066","",""
"111031","","-230","","-277","1.5","301","2","13010067","",""
"1.5","","","","","","301","93","13010068","",""
"111031","0.2","nyx_301_yuni_02","1","0","nyx_idle_normal","301","3","13010069","","0.2"
"3","","","","","","301","93","13010070","",""
"111031","","0","","","","301","4","13010071","",""
"111031","0.2","cmn_walk_def_N","","1","","301","3","13010072","",""
"111031","","165","","-277","4","301","2","13010073","",""
"4","","","","","","301","93","13010074","",""
"111031","","12","","1","","301","12","13010075","",""
"111031","0.2","nyx_301_yuni_02","1","0","nyx_idle_normal","301","3","13010076","","0.2"
"3","","","","","","301","93","13010077","",""
"111031","","1","","","","301","4","13010078","",""
"111031","0.2","cmn_walk_def_N","","1","","301","3","13010079","",""
"111031","","-230","","-277","4","301","2","13010080","",""
"4","","","","","","301","93","13010081","",""
"111031","","17","","1","","301","12","13010082","",""
"111031","0.2","cmn_pose02_def_N","1","0","nyx_idle_normal","301","3","13010083","","0.2"
"4","","","","","","301","93","13010084","",""
"111031","","0","","","","301","4","13010085","",""
"111031","0.2","cmn_walk_def_N","","1","","301","3","13010086","",""
"111031","","165","","-277","4","301","2","13010087","",""
"4","","","","","","301","93","13010088","",""
"111031","0.2","nyx_301_yuni_02","0","0","nyx_303_yuni_01","301","3","13010089","","0.2"
"2.4","","","","","","301","93","13010090","",""
"111031","","7","","1","","301","12","13010091","",""
"1.6","","","","","","301","93","13010092","",""
"111031","","1","","","","301","4","13010093","",""
"111031","0.2","cmn_walk_def_N","","1","","301","3","13010094","",""
"111031","","-230","","-277","4","301","2","13010095","",""
"4","","","","","","301","93","13010096","",""
"111031","","2","","1","","301","12","13010097","",""
"111031","0.2","nyx_301_yuni_02","1","0","cmn_pose02_def_N","301","3","13010098","","0.2"
"4","","","","","","301","93","13010099","",""
"13010071","","","","","","301","101","13010100","",""
"1","1.2","111031","-277","110","4000","302","1","13020001","nyx_idle_normal","1"
"2","1.2","2","-277","120","-200","302","5","13020002","NoItem","1"
"3","1","1","1","0","0","302","31","13020003","",""
"20","0","3","1","-110","-240","302","31","13020004","",""
"21","1","4","1.2","40","-195","302","31","13020005","",""
"bgm_M347","","bgm_M347","","","","302","25","13020006","",""
"2","","","","","","302","93","13020007","",""
"111031","","nyx_302_yuni_01","1","0","nyx_idle_normal","302","3","13020008","","0.2"
"111031","","-200","","-277","0","302","2","13020009","",""
"2","","-200","","-279","0","302","2","13020010","",""
"111031","","…ぷはーっ！","","10","","302","11","13020011","",""
"0","","","","","","302","93","13020012","",""
"3","","1","","","","302","32","13020013","",""
"13020011","","","","","","302","91","13020014","",""
"111031","","いかんいかん\n資材の山に埋もれて\nしまうところだった","","10","","302","11","13020015","",""
"0","","","","","","302","91","13020016","",""
"2","0.2","nyx_302_yuni_02","1","0","NoItem","302","3","13020017","",""
"111031","0.2","nyx_302_yuni_02","1","0","nyx_idle_normal","302","3","13020018","","0.2"
"111031","","だが怪我の功名、\n探していた部品を\n偶然にも発見できた","","10","","302","11","13020019","",""
"5","","","","","","302","93","13020020","",""
"111031","","0","","","","302","4","13020021","",""
"111031","0.2","nyx_cmn_03","","1","","302","3","13020022","",""
"111031","","ふむ…これは僥倖\nかくなる上は再び\n潜航してみるか…","","10","","302","11","13020023","",""
"0","","","","","","302","91","13020024","",""
"111031","0.2","nyx_301_yuni_01","","1","","302","3","13020025","",""
"111031","","存外意義あるものだ\n資材ダイビングとか\nいう新種の探索行は","","10","","302","11","13020026","",""
"0","","1","","","","302","91","13020027","",""
"111031","","まあ万一溺れたとて\n後輩たちの誰ぞが\nきっと気付くだろう","","10","","302","11","13020028","",""
"0","","1","","","","302","91","13020029","",""
"111031","0.2","nyx_302_yuni_03","1","0","nyx_302_yuni_04","302","3","13020030","",""
"111031","","是非もなし\nいざ往かん！","","10","","302","11","13020031","",""
"0","","1","","","","302","91","13020032","",""
"1.5","","","","","","302","93","13020033","",""
"111031","","む。奥に入りすぎた\nこれは…出られぬ！\n誰かー！　誰か―！","","10","","302","11","13020034","",""
"0","","","","","","302","91","13020035","",""
"6","","","","","","302","93","13020036","",""
"111031","","2","","1","","302","12","13020037","",""
"4","","","","","","302","93","13020038","",""
"111031","","4","","1","","302","12","13020039","",""
"4","","","","","","302","93","13020040","",""
"13020036","","","","","","302","101","13020041","",""
"1","1.2","111031","-221.5","110","49","303","1","13030001","nyx_303_yuni_07","1"
"4","1","1","1","0","0","303","31","13030002","",""
"bgm_M347","","bgm_M347","","","","303","25","13030003","",""
"2","","","","","","303","93","13030004","",""
"111031","","ふむ、紆余曲折は\nあったが無事完成…\nといったところか","","10","","303","11","13030005","",""
"0","","","","","","303","91","13030006","",""
"111031","0.2","nyx_303_yuni_01_noshadow","","1","","303","3","13030007","",""
"111031","","ふふふ…我ながら\n納得の出来栄え…","","10","","303","11","13030008","",""
"0","","","","","","303","91","13030009","",""
"111031","","外観の完成度も\nさることながら\n特筆すべきは機能だ","","10","","303","11","13030010","",""
"0","","","","","","303","91","13030011","",""
"111031","0.2","nyx_303_yuni_03","","1","","303","3","13030012","",""
"111031","","試しに動作試験を\nしてみるとしよう","","10","","303","11","13030013","",""
"0","","","","","","303","91","13030014","",""
"111031","0.2","nyx_303_yuni_02","1","0","nyx_303_yuni_04","303","3","13030015","","0.2"
"3","","","","","","303","93","13030016","",""
"111031","0.2","nyx_303_yuni_07","","1","","303","3","13030017","",""
"111031","","ふむ…\n表情映写の動作に\n問題はないようだ","","10","","303","11","13030018","",""
"0","","","","","","303","91","13030019","",""
"111031","0.2","nyx_303_yuni_09","1","0","nyx_303_yuni_04","303","3","13030020","","0.2"
"111031","","次はいずれの機能を\n試してみるか…","","10","","303","11","13030021","",""
"0","","","","","","303","91","13030022","",""
"0.5","","","","","","303","93","13030023","",""
"111031","","とりあえず適当な\nスイッチを…おっと\nこのボタンはいかん","","10","","303","11","13030024","",""
"1.5","","","","","","303","93","13030025","",""
"111031","0.2","nyx_303_yuni_02","","0","","303","3","13030026","",""
"1","","","","","","303","93","13030027","",""
"111031","0.2","nyx_303_yuni_06","1","0","nyx_303_yuni_05","303","3","13030028","",""
"2","","","","","","303","93","13030029","",""
"111031","","…危ない危ない\n自爆装置を起動して\nしまうところだった","","10","","303","11","13030030","",""
"0.1","","","","","","303","93","13030031","",""
"111031","0.2","nyx_303_yuni_08","","1","","303","3","13030032","",""
"13030030","","","","","","303","91","13030033","",""
"2","","","","","","303","93","13030034","",""
"111031","0.2","nyx_303_yuni_09","1","0","nyx_303_yuni_04","303","3","13030035","","0.2"
"2","","","","","","303","93","13030036","",""
"111031","0.2","nyx_303_yuni_02","1","0","nyx_303_yuni_03","303","3","13030037","","0.2"
"1.8","","","","","","303","93","13030038","",""
"111031","","6","","1","","303","12","13030039","",""
"3.2","","","","","","303","93","13030040","",""
"111031","0.2","nyx_303_yuni_09","1","0","nyx_303_yuni_04","303","3","13030041","","0.2"
"2","","","","","","303","93","13030042","",""
"111031","0.2","nyx_303_yuni_02","1","0","nyx_303_yuni_08","303","3","13030043","","0.2"
"1.8","","","","","","303","93","13030044","",""
"111031","","2","","1","","303","12","13030045","",""
"1.2","","","","","","303","93","13030046","",""
"13030034","","","","","","303","101","13030047","",""
