d9eb2b1b1b285f0b41ec3b9478c89d3f8eef5d2c2657d2391ea917578cba4ebf,8d569c00816375da411359b364d533d74a8d3c3ecb36c81403fc946f72643ddf,c4d619f04221c8cb4c8aa7a2a6faab9b091aaf8006583b7f244183afdf3e937d,7d8b06b1c232155a43d2af7a1d36b5f2e103bea29e9262376354523560140424,c9f4190be296f366272831442fee3eafe38c7d51a98805385631819467d9aa8e,01784c0e3ffd10c8e1a651ba000a871b6d770eb96bc387147e0afbef8cce4b24,bff41451fb8cfbf9a9633b6aa82096b29453ec17ea103fa80e9b1f11db0f3231,dd8dfd8c0598d6ba48dd822f31206ee23db910847b13a8390a8f869a10745784,ff44fc20b562d3958e6c45043b9bc46a7da1e61d967c4a0e7deecbb9b6b68f20,1d258b38d0eb43a4a14024b472c48369c8fba8a7b50f8c993b33354e9dfb4a75,68154e56b7a9cefbca0e1aa28c54eecf068bbe28ba920da117b861e2b14a1c77,dfd2971f2b00425b06e26791187315f97d3372194053b7c45bbc751de4ea17ea
"タマキ（カフェ）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","タマキ（カフェ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31251","3060142","31251"
"モニカ（カフェ）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","モニカ（カフェ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31252","6441132","31252"
"コッコロ（レンジャー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","コッコロ（レンジャー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31253","1432162","31253"
"シオリ（レンジャー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","シオリ（レンジャー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31254","2104132","31254"
"ジータ（ウォーロック）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ジータ（ウォーロック）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31255","2101122","31255"
"ビカラのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ビカラの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31256","5110132","31256"
"カリン（アルケミスト）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","カリン（アルケミスト）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31257","1081122","31257"
"リリ（フォールン）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","リリ（フォールン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31258","8181112","31258"
"クリア（フォールン）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","クリア（フォールン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31260","1281112","31260"
"プレシア（フォールン）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","プレシア（フォールン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31261","5283212","31261"
"イリヤ（儀装束）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","イリヤ（儀装束）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31262","171142","31262"
"ユキ（儀装束）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ユキ（儀装束）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31263","7211144","31263"
"クローチェのメモリーピース","1","2015/12/17 15:00:00","11","0","0","クローチェの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31264","1284142","31264"
"ライラエルのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ライラエルの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31265","8001112","31265"
"ネネカ（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ネネカ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31266","4343232","31266"
"アキノ（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","アキノ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31267","11132","31267"
"ユカリ（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ユカリ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31268","7210142","31268"
"ランファ（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ランファ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31269","8092122","31269"
"クウカ（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","クウカ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31270","1202142","31270"
"シノブ（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","シノブ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31271","2144142","31271"
"キャル（編入生）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","キャル（編入生）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31272","1170152","31272"
"スズナ（編入生）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","スズナ（編入生）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31273","2222142","31273"
"サレン（サラサリア）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","サレン（サラサリア）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31275","2083142","31275"
"ルカ（サラサリア）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ルカ（サラサリア）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31276","8210142","31276"
"リンドのメモリーピース","1","2015/12/17 15:00:00","11","0","0","リンドの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31277","8194312","31277"
"ヴルムのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ヴルムの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31278","282112","31278"
"ペコリーヌ（クリスマス）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ペコリーヌ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31279","5314152","31279"
"クレジッタ（クリスマス）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","クレジッタ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31280","1283322","31280"
"イノリ（ニューイヤー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","イノリ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31283","144142","31283"
"ハツネ（ニューイヤー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ハツネ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31284","5032132","31284"
"カスミ（ニューイヤー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","カスミ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31285","1022142","31285"
"ヒヨリ（アストラル）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ヒヨリ（アストラル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31287","5174142","31287"
"レイ（アストラル）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","レイ（アストラル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31288","8301152","31288"
"ユイ（アストラル）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ユイ（アストラル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31289","7201152","31289"
"エリスのメモリーピース","1","2015/12/17 15:00:00","11","0","0","エリスの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31290","381212","31290"
"ユニ（ウィンター）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ユニ（ウィンター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31293","7241132","31293"
"クロエ（ウィンター）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","クロエ（ウィンター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31294","1284132","31294"
"チエル（ウィンター）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","チエル（ウィンター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31295","3103132","31295"
"アネモネのメモリーピース","1","2015/12/17 15:00:00","11","0","0","アネモネの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31296","43112","31296"
"ネフィ＝ネラのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ネフィ＝ネラの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31297","4352112","31297"
"マコト（コマンダー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","マコト（コマンダー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31298","6014232","31298"
"エリコ（コマンダー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","エリコ（コマンダー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31299","381142","31299"
"ヤマトのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ヤマトの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31300","7060012","31300"
"ワカナのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ワカナの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31301","9010012","31301"
"フブキのメモリーピース","1","2015/12/17 15:00:00","11","0","0","フブキの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31302","5252002","31302"
"キョウカ（スプリング）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","キョウカ（スプリング）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31307","1174142","31307"
"スズメ（スプリング）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","スズメ（スプリング）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31308","2222242","31308"
"クルルのメモリーピース","1","2015/12/17 15:00:00","11","0","0","クルルの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31309","1282212","31309"
"マホ（ドリームパーク）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","マホ（ドリームパーク）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31310","6054152","31310"
"ネア（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ネア（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31311","4300122","31311"
"ミソラ（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ミソラ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31312","6124310","31312"
"リリ（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","リリ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31316","8181122","31316"
"アメス（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","アメス（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31317","63122","31317"
"ホマレ（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ホマレ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31318","5460132","31318"
"エミリア（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","エミリア（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31319","361122","31319"
"エキドナ（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","エキドナ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31320","311112","31320"
"レム（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","レム（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31321","8362122","31321"
"ノゾミ（アルケミスト）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ノゾミ（アルケミスト）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31322","4424152","31322"
"ルイズマリーのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ルイズマリーの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31323","8201112","31323"
"イロハのメモリーピース","1","2015/12/17 15:00:00","11","0","0","イロハの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31324","184112","31324"
"ソノのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ソノの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31325","2444112","31325"
"ライラエル （クリスマス）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ライラエル（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31328","8001122","31328"
"イオ（クリスマス）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","イオ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31329","104142","31329"
"グレイスのメモリーピース","1","2015/12/17 15:00:00","11","0","0","グレイスの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31330","1283212","31330"
"ヴァイオレットのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ヴァイオレットの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31331","200112","31331"
"モニカ（ニューイヤー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","モニカ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31332","6441142","31332"
"サレン（ニューイヤー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","サレン（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31335","2083152","31335"
"メドゥーサのメモリーピース","1","2015/12/17 15:00:00","11","0","0","メドゥーサの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31336","6334002","31336"
"ラビリスタ（アルファ）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ラビリスタ（アルファ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31337","8051132","31337"
"ネネカ（アルファ）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ネネカ（アルファ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31338","4343242","31338"
"クリスティーナ（アルファ）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","クリスティーナ（アルファ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31339","1281242","31339"
"フィオのメモリーピース","1","2015/12/17 15:00:00","11","0","0","フィオの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31340","5201112","31340"
"ランファ（儀装束）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ランファ（儀装束）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31343","8092132","31343"
"チカ（儀装束）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","チカ（儀装束）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31344","3110142","31344"
"クローチェ（エアリアル）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","クローチェ（エアリアル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31345","1284222","31345"
"アオイ（パイロット）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","アオイ（パイロット）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31346","4152","31346"
"ホウオウのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ホウオウの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31347","5402112","31347"
"ツムギ（ジオ・ゲヘナ）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ツムギ（ジオ・ゲヘナ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31348","3262142","31348"
"カノンのメモリーピース","1","2015/12/17 15:00:00","11","0","0","カノンの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31349","1044112","31349"
"エリス（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","エリス（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31350","381222","31350"
"シェフィ（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","シェフィ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31351","2103232","31351"
"プレシア（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","プレシア（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31352","5283222","31352"
"クリア（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","クリア（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31353","1281122","31353"
"アネモネ（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","アネモネ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31354","43122","31354"
"アイラのメモリーピース","1","2015/12/17 15:00:00","11","0","0","アイラの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31355","1111","31355"
"シナツのメモリーピース","1","2015/12/17 15:00:00","11","0","0","シナツの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31356","2140112","31356"
"ヒヨリ（サラサリア）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ヒヨリ（サラサリア）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31357","5174152","31357"
"ユキノのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ユキノの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31358","7211212","31358"
"サツキのメモリーピース","1","2015/12/17 15:00:00","11","0","0","サツキの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31359","2032112","31359"
"アラクネのメモリーピース","1","2015/12/17 15:00:00","11","0","0","アラクネの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31360","80112","31360"
"サクラのメモリーピース","1","2015/12/17 15:00:00","11","0","0","サクラの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31361","2012112","31361"
"ナーナのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ナーナの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31362","4040012","31362"
"ミソラ（クリスマス）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ミソラ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31363","6124320","31363"
"ユイ（クリスマス）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ユイ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31364","7201162","31364"
"シズル（ニューイヤー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","シズル（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31365","2122152","31365"
"ニノン（サマー）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ニノン（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31371","4144142","31371"
"カスミ（シスター）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","カスミ（シスター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31374","1022152","31374"
"コッコロ（嚮導幼君）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","コッコロ（嚮導幼君）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31376","1432172","31376"
"ヒヨリ（プリンセス）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ヒヨリ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31801","5174212","31801"
"ユイ（プリンセス）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ユイ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31802","7201212","31802"
"レイ（プリンセス）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","レイ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31803","8301212","31803"
"ペコリーヌ（プリンセス）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","ペコリーヌ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31804","5314212","31804"
"コッコロ（プリンセス）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","コッコロ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31805","1432212","31805"
"キャル（プリンセス）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","キャル（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31806","1170212","31806"
"ハツネ＆シオリのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ハツネ＆シオリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31807","5032212","31807"
"ミソギ＆ミミ＆キョウカのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ミソギ＆ミミ＆キョウカの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31808","6124212","31808"
"アキノ＆サレンのメモリーピース","1","2015/12/17 15:00:00","11","0","0","アキノ＆サレンの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31809","11212","31809"
"アン＆グレアのメモリーピース","1","2015/12/17 15:00:00","11","0","0","アン＆グレアの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31810","94212","31810"
"シズル＆リノのメモリーピース","1","2015/12/17 15:00:00","11","0","0","シズル＆リノの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31811","2122212","31810"
"シェフィ（プリンセス）のメモリーピース","1","2015/12/17 15:00:00","11","0","0","シェフィ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31812","2103242","31812"
"ヒヨリのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","ヒヨリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32001","5174111","32001"
"ユイのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","ユイの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32002","7201111","32002"
"レイのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","レイの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32003","8301111","32003"
"ミソギのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","ミソギの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32004","6124111","32004"
"マツリのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","マツリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32005","6032111","32005"
