62d2807b75aae47e4a76f5f1c689b94555702a9c1deaeead4f1560ec4e54057f,7ba1715132d4842ce184969bbe79636df0b43b12705c487e11148b60b1b08848,a3dfda054b94a4ed2c09ef8a9f52fe7b045124c1232544f5e1740e18b41778f9,c9a310c770130c56aea3171aed826ef0248265708ac26176a452f63dd0dc984a,ed7647306e2a84c176138a7c1141cfaa82e587067c4b451a0d60d7d66e7b8873,92db765c6b73df01aea9505016ad439a4ac80a7627ead393e914766323f3f3c5,925e61f37bd38d8e0bb8e8285cd0f65ffb4f8418e8be14817b2b0bb5363bdc9d,fb69166bf76474f1f58e2950128cc67cc86f528a525e20e6928ca31d60917841,5820fa0977652241c80ff3a7166a0ac44ea730d807a13460ab8da4294da743c6,6d538a668275f66e544fc1480401c5ae1287c15d1f0b88de2c9d7e9c79d6e3bd,d5ed2ee68f0c4500e3133b0ad715e12f01848e116305de9c921fe3a93813717f
"36","0","1","105","1.3","5","1","102531","03_uek_cmn_idol_def_N","1360001","110"
"36","0","1","10","1.3","10","1","102831","03_uek_cmn_idol_def_N","1360002","100"
"36","","93","","","","1","","","1360003",""
"36","0","3","03_uek_36_suzume_loop","0","1","102531","03_uek_36_suzume","","1360004","0"
"36","0","3","03_uek_36_saren_loop","0","1","102831","03_uek_36_saren","","1360005","0"
"36","","91","","","","0","","","1360006",""
"36","","11","0","","0","102531","きゃっ！？　おおお\n落ちちゃいます～！\nお嬢様～！！？？","","1360007","10"
"36","","91","","","","0","","","1360008",""
"36","","11","0","","0","102831","スズメ、大丈夫！？\n高い場所だから\n気をつけなさいね","","1360009","10"
"37","0","1","-118","1.3","-22","1","112531","01_uek_cmn_idol_def_N","1370001","100"
"37","0","1","0","1.3","0","1","112431","01_uek_cmn_idol_def_N","1370002","100"
"37","1","1","179","1.3","0","1","112631","01_uek_27_tamaki_loop","1370003","100"
"37","","3","","","0","112631","01_uek_27_tamaki_loop","","1370004","0"
"37","","91","","","","0","","","1370005",""
"37","","3","","","0","112631","01_uek_27_tamaki_loop","","1370006","0"
"37","","91","","","","0","","","1370007",""
"37","","3","","","0","112631","01_uek_27_tamaki_loop","","1370008","0"
"37","","91","","","","0","","","1370009",""
"37","","3","","0.5","0","112631","01_uek_cmn_pose06","","1370010","1"
"37","","11","0","","0","112631","あっ！ほら見て\nしまむー、しぶりん\n星がすごいよ！","","1370011","10"
"37","","91","","","","0","","","1370012",""
"37","","3","01_uek_35_rei_loop","","1","112531","01_uek_35_rei","","1370013","0"
"37","","11","0","","0","112531","…トップアイドルに\nなった時の景色って\nこんな感じなのかな","","1370014","10"
"37","","91","","","","0","","","1370015",""
"37","","3","","0.2","0","112631","01_uek_cmn_idol_def_N","","1370016","1"
"37","","3","01_uek_16_uduki_loop","","1","112431","01_uek_37_uduki","","1370017","0"
"37","","11","0","","0","112431","あの星みたいに\n私たちも\n輝きたいですね！","","1370018","10"
"37","","91","","","","0","","","1370019",""
"101","","31","30","1","1","101","14","","11010001","0"
"111","","31","150","1","1","111","11","","11110001","0"
"112","","31","150","1","1","112","12","","11120001","0"
"113","","31","125","1","1","113","13","","11130001","0"
