d6d89d09a1a646bd9f0f1775e4d11068a836c2dc5b106147785aea3a76ea51f9,89b2ab61eedd32adf98299e6a6a8fcd9def79d2985b51998c1776b6ca13b2799,8e6b508b55fa9e0baccd3b5630f0f23a6540c5a73192c85d2ff0228714fcb87c,07d8fe3759f6f507b22e8501ca728fa6556c58069e980db78ea21caacdb35ed9,87000a32137c3cd35b38cf302874ec6520378c0432ae37a435b3895f7d43464c,457c8c3201e64457d06cb96562161d2bd94672388131331d7be297357112f66a,789ddb83c2c0687a37034a6e6631577300383e181ec478d7b8da637b21d85b5f,40e8f0329b451563f274bfbe3fbd5bcf725bdc861e73b2dab1a9549b7f8b7022,23c81d05c43cf7928b8e44c14a6502539bd80bdaf08cae109fac4b0419a9b102,a7adb20b215eb13295c93b14610e4339e0abc935464fecd5b28912287a161972,f7700ef0d0ebd24d12972ff98aadb62d4073c8a4dd1cedb2de11b670a013ad87
"11","0","2","0.2","…………","1","10","1010804","0","1010804026","1"
"91","","0","","","","","1010804","","1010804027",""
"3","0.5","2","","dsb_idle_relax_Ex2","","1","1010804","","1010804028",""
"33","","3","","130","2","0","1010804","","1010804029","12"
"33","","4","","130","2","0","1010804","","1010804030","12"
"33","","20","","130","2","0","1010804","","1010804031","12"
"33","","30","","120","2","-183","1010804","","1010804032","12"
"33","","43","","130","2","0","1010804","","1010804033","12"
"2","","124531","","-345","2","-219","1010804","","1010804034","12"
"2","","2","","130","2","-360","1010804","","1010804035","12"
"93","","2.5","","0","","","1010804","","1010804036",""
"3","0.3","124531","","dsb_idle_surprise1","","1","1010804","","1010804037",""
"21","","vo_dsb_1010804","","vo_dsb_4002","0","0","1010804","","1010804038",""
"11","0","124531","0.2","（あの子……\nなんだかずっと静かね～\n電撃が強すぎちゃったかな？）","1","10","1010804","0","1010804039","1"
"91","","0","","","","","1010804","","1010804040",""
"3","0.2","124531","","dsb_talk_wish","","1","1010804","","1010804041",""
"21","","vo_dsb_1010804","","vo_dsb_4003","0","0","1010804","","1010804042",""
"11","0","124531","0.2","お客さま～？\nお湯加減と電撃加減はいかがですか～","1","10","1010804","0","1010804043","1"
"91","","0","","","","","1010804","","1010804044",""
"3","0.2","124531","","dsb_idle_wish","","1","1010804","","1010804045",""
"3","0.5","2","","dsb_kuka_idle_relax","","1","1010804","","1010804046",""
"22","","0","","0","","","1010804","","1010804047",""
"21","","vo_dsb_1010804","","vo_dsb_4004","0.9","0","1010804","","1010804048",""
"11","0","2","0.2","……い","1","10","1010804","0","1010804049","1"
"91","","0","","","","","1010804","","1010804050",""
"3","0.2","124531","","dsb_idle_wish_normal2","","1","1010804","","1010804051",""
"21","","vo_dsb_1010804","","vo_dsb_4005","0","0","1010804","","1010804052",""
"11","0","124531","0.2","い？","1","10","1010804","0","1010804053","1"
"91","","0","","","","","1010804","","1010804054",""
"3","0.2","124531","","dsb_idle_wish_surprise","","1","1010804","","1010804055",""
"3","0.3","2","","dsb_kuka_ecstasy","dsb_kuka_idle_dere2","0","1010804","0.3","1010804056","1"
"21","","vo_dsb_1010804","","vo_dsb_4006","0","0","1010804","","1010804057",""
"11","0","2","0.2","イイですぅ～～！！","1","10","1010804","0","1010804058","1"
"91","","0","","","","","1010804","","1010804059",""
"3","0.2","124531","","dsb_idle_wish","","1","1010804","","1010804060",""
"3","0.5","2","","dsb_kuka_talk_sad_dere","","1","1010804","","1010804061",""
"21","","vo_dsb_1010804","","vo_dsb_4007","0","0","1010804","","1010804062",""
"11","0","2","0.2","この甘くビリっとくる感じが\nもうたまりません～♪\nあひんっ！　くうん！　はうぅうっ！","1","10","1010804","0","1010804063","1"
"93","","6.2","","1","","","1010804","","1010804064",""
"3","0","2","","dsb_kuka_electric","dsb_talk_sad2","0","1010804","0.5","1010804065","1"
"91","","1010804063","","","","","1010804","","1010804066",""
"3","0.2","124531","","dsb_talk_joy3_nervous","","1","1010804","","1010804067",""
"21","","vo_dsb_1010804","","vo_dsb_4008","0","0","1010804","","1010804068",""
"11","0","124531","0.2","ああ、しっかり味わってくれてたんだ～\nなんだか温泉を楽しんでるのとは\n違うような感じがするけど……\n喜んでくれてるなら、いっか☆","1","10","1010804","0","1010804069","1"
"91","","0","","","","","1010804","","1010804070",""
"3","0.2","124531","","dsb_idle_joy3","","1","1010804","","1010804071",""
"3","0.5","2","","dsb_kuka_wish1","","1","1010804","","1010804072",""
"21","","vo_dsb_1010804","","vo_dsb_4009","0","0","1010804","","1010804073",""
"11","0","2","0.2","若女将！\nもっと……もっとクウカに刺激を！\n激しくシビれさせてください～！！","1","10","1010804","0","1010804074","1"
"93","","5","","1","","","1010804","","1010804075",""
"3","0.2","2","","dsb_kuka_wish2","","1","1010804","","1010804076",""
"91","","1010804074","","","","","1010804","","1010804077",""
"3","0.2","124531","","dsb_talk_joy3","","1","1010804","","1010804078",""
"21","","vo_dsb_1010804","","vo_dsb_4010","0","0","1010804","","1010804079",""
"11","0","124531","0.2","かしこまりました～♪\nえ～い☆","1","10","1010804","0","1010804080","1"
"91","","0","","","","","1010804","","1010804081",""
"22","","0","","0","","","1010804","","1010804082",""
"23","","se_10044200","","se_10044200_homare_movement","","0","1010804","","1010804083",""
"3","0.2","2","","dsb_kuka_wish3","","1","1010804","","1010804084",""
"3","0.1","124531","","dsb_attack_in","dsb_attack_loop","0","1010804","0","1010804085","1"
"3","0","99","","dsb_attack_in","dsb_attack_loop","0","1010804","0","1010804086","1"
"32","","44","","1","","","1010804","","1010804087",""
"93","","1.4","","0","","","1010804","","1010804088",""
"32","","30","","0","","","1010804","","1010804089",""
"32","","43","","0","","","1010804","","1010804090",""
"32","","45","","1","","","1010804","","1010804091",""
"32","","43","","0","","","1010804","","1010804092",""
"32","","46","","1","","","1010804","","1010804093",""
"122","","20","","20","","3.1","1010804","","1010804094",""
"23","","se_10044200","","se_10044200_thunder","","0","1010804","","1010804095",""
"21","","vo_dsb_1010804","","vo_dsb_4011","0","0","1010804","","1010804096",""
"11","0","2","0","はぁああああん！！","0","5","1010804","0","1010804097","0"
"93","","0.1","","0","","","1010804","","1010804098",""
"3","0","2","","dsb_empty","","0","1010804","","1010804099",""
"93","","3","","0","","","1010804","","1010804100",""
"122","","20","","20","","0.5","1010804","","1010804101",""
"32","","30","","1","","","1010804","","1010804102",""
"32","","43","","1","","","1010804","","1010804103",""
"32","","45","","0","","","1010804","","1010804104",""
"32","","47","","1","","","1010804","","1010804105",""
"23","","se_10044200","","se_10044200_poof","","0","1010804","","1010804106",""
"3","0","2","","dsb_kuka_damage_gaku","","1","1010804","","1010804107",""
"93","","1","","0","","","1010804","","1010804108",""
"3","0.1","124531","","dsb_attack_out","dsb_talk_surprise","0","1010804","0.2","1010804109","1"
"3","0.1","99","","dsb_attack_out","dsb_empty","0","1010804","0","1010804110","0"
"21","","vo_dsb_1010804","","vo_dsb_4012","0","0","1010804","","1010804111",""
"11","0","124531","0.2","あっ。\nちょ～っとサービスしすぎちゃった……\nかな？","1","10","1010804","0","1010804112","1"
"91","","0","","","","","1010804","","1010804113",""
"22","","0","","0","","","1010804","","1010804114",""
"3","0.2","124531","","dsb_idle_surprise1","","1","1010804","","1010804115",""
"3","0.1","2","","dsb_kuka_damage_dere2_in","dsb_kuka_damage_dere2_loop","0","1010804","0","1010804116","1"
"93","","0.3","","0","","","1010804","","1010804117",""
"32","","47","","0","","","1010804","","1010804118",""
"32","","48","","1","","","1010804","","1010804119",""
"23","","se_adv_emote_heart_01","","se_adv_emote_heart_01","","0","1010804","","1010804120",""
"93","","1","","0","","","1010804","","1010804121",""
"21","","vo_dsb_1010804","","vo_dsb_4013","0","0","1010804","","1010804122",""
"11","0","2","0.2","……ぐふ。\nぐふふふふ……\n温泉に……目覚めちゃいますぅ……\nじゅるり。","1","10","1010804","0","1010804123","1"
"91","","0","","","","","1010804","","1010804124",""
"3","0.2","2","","dsb_kuka_damage_dead","","1","1010804","","1010804125",""
"3","0.2","124531","","dsb_talk_joy3","","1","1010804","","1010804126",""
"21","","vo_dsb_1010804","","vo_dsb_4014","0","0","1010804","","1010804127",""
"11","0","124531","0.2","よかった～なんともないみたい。\nそれにしても……\n今の威力で喜んじゃうなんてね～\n……ウワサ以上だよ、クウカちゃん♪","1","10","1010804","0","1010804128","1"
"91","","0","","","","","1010804","","1010804129",""
"3","0.2","124531","","dsb_idle_joy3","","1","1010804","","1010804130",""
"93","","0.3","","0","","","1010804","","1010804131",""
"5","2","12","dsb_idle_normal","1","-165","70","1010805","0","1010805001","-345"
"5","2","3","dsb_idle_normal_joy","2","165","70","1010805","1","1010805002","-345"
"31","1","1","","1","0","0","1010805","","1010805003","1"
"31","1","3","","3","0","0","1010805","","1010805004","1"
"31","1","4","","4","0","0","1010805","","1010805005","1"
"31","1","13","","10","0","0","1010805","","1010805006","1"
"31","1","23","","20","0","0","1010805","","1010805007","1"
"31","1","33","","30","-168","155","1010805","","1010805008","1"
"31","1","33","","31","-168","-155","1010805","","1010805009","1"
"13","","1","","170","","","1010805","","1010805010",""
"13","","2","","170","","","1010805","","1010805011",""
"91","","0","","","","","1010805","","1010805012",""
"23","","se_10044200","","se_10044200_cmn_amb","","1","1010805","","1010805013",""
"23","","se_10044200","","se_10044200_cmn_steam","","0","1010805","","1010805014",""
"93","","6.1","","0","","","1010805","","1010805015",""
"23","","se_10044200","","se_10044200_hotspring_03","","1","1010805","","1010805016",""
"93","","1.4","","0","","","1010805","","1010805017",""
"3","0.5","2","","dsb_talk_arm_crossed_joy","dsb_talk_arm_crossed_joy_loop","0","1010805","0.5","1010805018","1"
"21","","vo_dsb_1010805","","vo_dsb_5001","0","0","1010805","","1010805019",""
"11","0","2","0.2","ふう……\nさすがはエルフの森の薬草ね。\n体の疲れが一気になくなっていくわ。","1","10","1010805","0","1010805020","1"
"91","","0","","","","","1010805","","1010805021",""
"3","0.5","2","","dsb_idle_arm_joy_crossed","","1","1010805","","1010805022",""
"3","0.5","1","","dsb_talk_joy3","","1","1010805","","1010805023",""
"21","","vo_dsb_1010805","","vo_dsb_5002","0","0","1010805","","1010805024",""
"11","0","1","0.2","喜んでもらえてよかったわ～♪\n実はね、その薬草には\n癒しの魔法もかけてあるの。","1","10","1010805","0","1010805025","1"
"91","","0","","","","","1010805","","1010805026",""
"3","0.5","1","","dsb_idle_normal","","1","1010805","","1010805027",""
"3","0.5","2","","dsb_talk_arm_crossed_normal2_loop","","1","1010805","","1010805028",""
"21","","vo_dsb_1010805","","vo_dsb_5003","0","0","1010805","","1010805029",""
"11","0","2","0.2","なるほど……\nそれでこの疲労回復効果なのね。\n優れた効能を更に強化……\nうんうん、効率的だわ！","1","10","1010805","0","1010805030","1"
"91","","0","","","","","1010805","","1010805031",""
"3","0.5","2","","dsb_talk_doya_Ex1_loop","","1","1010805","","1010805032",""
"21","","vo_dsb_1010805","","vo_dsb_5004","0","0","1010805","","1010805033",""
"11","0","2","0.2","おかげでバリバリ働けそうよ！\nもうすぐにでも！\nさっそくお風呂からあがって\n臨時のバイトを探さないと！","1","10","1010805","0","1010805034","1"
"91","","0","","","","","1010805","","1010805035",""
"23","","se_10044200","","se_10044200_get_out_water","","0","1010805","","1010805036",""
"3","0.2","2","","dsb_stand_up_in","dsb_stand_up_loop","0","1010805","0.2","1010805037","1"
"3","0.5","1","","dsb_talk_surprise1_misato","","1","1010805","","1010805038",""
"21","","vo_dsb_1010805","","vo_dsb_5005","0","0","1010805","","1010805039",""
"11","0","1","0.2","あらあら、もう上がっちゃうの？\nせっかくの温泉なんだから\nもうちょっとゆっくりしていって？","1","10","1010805","0","1010805040","1"
"91","","0","","","","","1010805","","1010805041",""
"3","0.5","1","","dsb_idle_surprise1_misato","","1","1010805","","1010805042",""
"3","0.5","2","","dsb_stand_talk_normal2","","1","1010805","","1010805043",""
"21","","vo_dsb_1010805","","vo_dsb_5006","0","0","1010805","","1010805044",""
"11","0","2","0.2","もう十分、疲れはとれたわ。\nあんまり長湯しちゃうと\nかえって時間がもったいないもの。\n時は金なりよ！","1","10","1010805","0","1010805045","1"
"91","","0","","","","","1010805","","1010805046",""
"3","0.5","2","","dsb_stand_up_loop","","1","1010805","","1010805047",""
"3","0.5","1","","dsb_talk_sad2_blink2","","1","1010805","","1010805048",""
"21","","vo_dsb_1010805","","vo_dsb_5007","0","0","1010805","","1010805049",""
"11","0","1","0.2","時は金なり……\nそうね\nそういう考え方もあるわね～","1","10","1010805","0","1010805050","1"
"91","","0","","","","","1010805","","1010805051",""
"3","0.5","1","","dsb_talk_worry_misato","","1","1010805","","1010805052",""
"21","","vo_dsb_1010805","","vo_dsb_5008","0","0","1010805","","1010805053",""
"11","0","1","0.2","でも……\nたまには時間をぜいたくに使うのも\nいいんじゃないかしら？","1","10","1010805","0","1010805054","1"
"91","","0","","","","","1010805","","1010805055",""
"3","0.2","2","","dsb_stand_wish_surprise_idle","","1","1010805","","1010805056",""
"21","","vo_dsb_1010805","","vo_dsb_5009","0","0","1010805","","1010805057",""
"11","0","2","0.2","え？","1","10","1010805","0","1010805058","1"
"91","","0","","","","","1010805","","1010805059",""
"3","0.2","1","","dsb_talk_wish_nervous","","1","1010805","","1010805060",""
"21","","vo_dsb_1010805","","vo_dsb_5010","0","0","1010805","","1010805061",""
"11","0","1","0.2","疲れがたまるのは体だけじゃないわ。\nあんまり気を張りすぎたら\n心だって疲れちゃうもの。","1","10","1010805","0","1010805062","1"
"91","","0","","","","","1010805","","1010805063",""
"3","0.5","1","","dsb_misato_talk_sad2_dere","","1","1010805","","1010805064",""
"21","","vo_dsb_1010805","","vo_dsb_5011","0","0","1010805","","1010805065",""
"11","0","1","0.2","そういう目に見えないところを癒すのも\n大切なことだって……\n私は思うの♪","1","10","1010805","0","1010805066","1"
"91","","0","","","","","1010805","","1010805067",""
"3","0.5","1","","dsb_idle_normal_misato","","1","1010805","","1010805068",""
"3","0.2","2","","dsb_stand_thinking","","1","1010805","","1010805069",""
"21","","vo_dsb_1010805","","vo_dsb_5012","0","0","1010805","","1010805070",""
"11","0","2","0.2","た、たしかに……\nそういう考え方もあるわね。\nはるばるオーエドまで足を運んだんだし\nこの機会を生かした方がいいのかも……","1","10","1010805","0","1010805071","1"
"91","","0","","","","","1010805","","1010805072",""
"3","0.2","2","","dsb_stand_talk_guts","dsb_stand_talk_guts_loop","0","1010805","0.5","1010805073","1"
"22","","0","","0","","","1010805","","1010805074",""
"21","","vo_dsb_1010805","","vo_dsb_5013","0.9","0","1010805","","1010805075",""
"11","0","2","0.2","……分かったわ。\nしっかりたっぷり時間を使って\n徹底的にリラックスしてみせる！\nこれも必要経費ってやつよ！","1","10","1010805","0","1010805076","1"
"91","","0","","","","","1010805","","1010805077",""
"23","","se_10044200","","se_10044200_get_out_water","","0","1010805","","1010805078",""
"3","0.5","2","","dsb_stand_sitdown_in","dsb_stand_sitdown_loop","0","1010805","0.5","1010805079","1"
"3","0.5","1","","dsb_talk_joy3","","1","1010805","","1010805080",""
"21","","vo_dsb_1010805","","vo_dsb_5014","0","0","1010805","","1010805081",""
"11","0","1","0.2","うふふ、それがいいわ～\n温泉はの～んびりするところだもの。\nどうぞ、ごゆるりと♪","1","10","1010805","0","1010805082","1"
"91","","0","","","","","1010805","","1010805083",""
"93","","0.3","","0","","","1010805","","1010805084",""
"5","2","11","dsb_idle_normal","1","-165","70","1010806","0","1010806001","-345"
"5","2","8","dsb_idle_relax","2","165","70","1010806","1","1010806002","-345"
"31","1","1","","1","0","0","1010806","","1010806003","1"
"31","1","3","","3","0","0","1010806","","1010806004","1"
"31","1","4","","4","0","0","1010806","","1010806005","1"
"31","1","18","","10","0","0","1010806","","1010806006","1"
"31","1","28","","20","0","0","1010806","","1010806007","1"
"31","1","38","","30","-168","155","1010806","","1010806008","1"
"31","1","38","","31","-168","-155","1010806","","1010806009","1"
"13","","1","","170","","","1010806","","1010806010",""
"13","","2","","170","","","1010806","","1010806011",""
"91","","0","","","","","1010806","","1010806012",""
"23","","se_10044200","","se_10044200_cmn_amb","","1","1010806","","1010806013",""
"23","","se_10044200","","se_10044200_cmn_steam","","0","1010806","","1010806014",""
"93","","6","","0","","","1010806","","1010806015",""
"23","","se_10044200","","se_10044200_hotspring_08","","1","1010806","","1010806016",""
"93","","1.5","","0","","","1010806","","1010806017",""
"3","0.5","2","","dsb_talk_memory_nervous","","1","1010806","","1010806018",""
"21","","vo_dsb_1010806","","vo_dsb_6001","0","0","1010806","","1010806019",""
"11","0","2","0.2","あああああ～～っ！\n燃えるっ！\nわたくしの脂肪が燃えていますわ～っ！","1","10","1010806","0","1010806020","1"
"91","","0","","","","","1010806","","1010806021",""
"3","0.5","2","","dsb_talk_guts_pain","dsb_talk_guts_pain_loop","0","1010806","0.5","1010806022","1"
"21","","vo_dsb_1010806","","vo_dsb_6002","0","0","1010806","","1010806023",""
"11","0","2","0.2","ブラック労働のストレスからの食欲！\n食欲からのぜい肉！\nこの私腹を肥やすのは却下ですわ！\nすっきりごっそり清算しますわよ～！！","1","10","1010806","0","1010806024","1"
"91","","0","","","","","1010806","","1010806025",""
"3","0.5","2","","dsb_idle_guts_pain","","1","1010806","","1010806026",""
"3","0.5","1","","dsb_talk_normal_joy","","1","1010806","","1010806027",""
"21","","vo_dsb_1010806","","vo_dsb_6003","0","0","1010806","","1010806028",""
"11","0","1","0.2","入浴時間には気をつけてね？\n脂肪燃焼効果が高いから……\n入りすぎると大変なことになるわよ。","1","10","1010806","0","1010806029","1"
"91","","0","","","","","1010806","","1010806030",""
"3","0.5","1","","dsb_idle_normal","","1","1010806","","1010806031",""
"3","0.5","2","","dsb_talk_normal","","1","1010806","","1010806032",""
"21","","vo_dsb_1010806","","vo_dsb_6004","0","0","1010806","","1010806033",""
"11","0","2","0.2","ええ、ええ！　もちろんですわ！\nそれにしても……短時間で\nこれほどの温泉が用意できるとは。\nさすがは『隻眼の悪魔』ですわね？","1","10","1010806","0","1010806034","1"
"91","","0","","","","","1010806","","1010806035",""
"3","0.5","2","","dsb_idle_normal","","1","1010806","","1010806036",""
"3","0.5","1","","dsb_talk_sad2_surprise","","1","1010806","","1010806037",""
"21","","vo_dsb_1010806","","vo_dsb_6005","0","0","1010806","","1010806038",""
"11","0","1","0.2","お褒めの言葉どうも。\nといっても……\n私はあなたの依頼に応えただけだけど。","1","10","1010806","0","1010806039","1"
"91","","0","","","","","1010806","","1010806040",""
"3","0.5","1","","dsb_idle_sad_talk1","","1","1010806","","1010806041",""
"3","0.5","2","","dsb_talk_normal_dere2","","1","1010806","","1010806042",""
"21","","vo_dsb_1010806","","vo_dsb_6006","0","0","1010806","","1010806043",""
"11","0","2","0.2","あらあらご謙遜ですこと。\nもっとつけ入る隙を見せてくれたら\nわたくしも楽ですのに。","1","10","1010806","0","1010806044","1"
"91","","0","","","","","1010806","","1010806045",""
"3","0.5","2","","dsb_idle_normal","","1","1010806","","1010806046",""
"3","0.5","1","","dsb_talk_normal_suprise1","","1","1010806","","1010806047",""
"21","","vo_dsb_1010806","","vo_dsb_6007","0","0","1010806","","1010806048",""
"11","0","1","0.2","私が楽にしてあげるのは患者だけよ。\n商売の取引相手は範囲外。","1","10","1010806","0","1010806049","1"
"91","","0","","","","","1010806","","1010806050",""
"3","0.5","1","","dsb_idle_normal","","1","1010806","","1010806051",""
"3","0.5","2","","dsb_talk_thinking_dere","","1","1010806","","1010806052",""
"21","","vo_dsb_1010806","","vo_dsb_6008","0","0","1010806","","1010806053",""
"11","0","2","0.2","あらあらあら手厳しいですわね\nおそろしいですわね。\n冷や汗をかいてしまいますわ～\nそれはもうダクダクと……んん？","1","10","1010806","0","1010806054","1"
"91","","0","","","","","1010806","","1010806055",""
"3","0.3","2","","dsb_talk_worry_anger","","1","1010806","","1010806056",""
"21","","vo_dsb_1010806","","vo_dsb_6009","0","0","1010806","","1010806057",""
"11","0","2","0.2","この汗の量……\nおかしくありませんこと？\nいくら発汗作用が優れているからと\nいっても、これは……","1","10","1010806","0","1010806058","1"
"91","","0","","","","","1010806","","1010806059",""
"3","0.5","2","","dsb_talk_surprise3","","1","1010806","","1010806060",""
"21","","vo_dsb_1010806","","vo_dsb_6010","0","0","1010806","","1010806061",""
"11","0","2","0.2","それに……\n気のせいかしら？\nなんだか肌がヒリついてきたような……","1","10","1010806","0","1010806062","1"
"91","","0","","","","","1010806","","1010806063",""
"3","0.5","2","","dsb_idle_surprise1_sjhy2","","1","1010806","","1010806064",""
"3","0.5","1","","dsb_talk_nerrvous","","1","1010806","","1010806065",""
"22","","0","","0","","","1010806","","1010806066",""
"21","","vo_dsb_1010806","","vo_dsb_6011","0.9","0","1010806","","1010806067",""
"11","0","1","0.2","……ねえ、クレジッタ。\nあなた、秘書さんに出張だってウソを\nついてここに来たのよね？","1","10","1010806","0","1010806068","1"
"91","","0","","","","","1010806","","1010806069",""
"3","0.5","1","","dsb_idle_normal","","1","1010806","","1010806070",""
"3","0.5","2","","dsb_shock_credita_in","dsb_shock_credita_loop","0","1010806","0.5","1010806071","1"
"21","","vo_dsb_1010806","","vo_dsb_6012","0","0","1010806","","1010806072",""
"11","0","2","0.2","ギギギギクッ？\nどうしてそれを！？","1","10","1010806","0","1010806073","1"
"91","","0","","","","","1010806","","1010806074",""
"3","0.5","2","","dsb_idle_joy_sad","","1","1010806","","1010806075",""
"3","0.5","1","","dsb_talk_normal_joy","","1","1010806","","1010806076",""
"21","","vo_dsb_1010806","","vo_dsb_6013","0","0","1010806","","1010806077",""
"11","0","1","0.2","秘書さんからの依頼でね？\n……虚偽の申請をしたお仕置きを\nしてほしいって言われちゃったの。\nだから……","1","10","1010806","0","1010806078","1"
"91","","0","","","","","1010806","","1010806079",""
"3","0.5","1","","dsb_talk_sad2_talkjoy2","","1","1010806","","1010806080",""
"21","","vo_dsb_1010806","","vo_dsb_6014","0","0","1010806","","1010806081",""
"11","0","1","0.2","この温泉……\nちょっと刺激的にしておいたわ。\nトウガラシをた～っぷり入れて、ね。","1","10","1010806","0","1010806082","1"
"91","","0","","","","","1010806","","1010806083",""
"3","0.5","1","","dsb_idle_sad_talkjoy2","","1","1010806","","1010806084",""
"3","0.5","2","","dsb_surprise_credita","dsb_talk_surprise_credita","0","1010806","0.5","1010806085","1"
"21","","vo_dsb_1010806","","vo_dsb_6015","0","0","1010806","","1010806086",""
"11","0","2","0.2","んなっ……！？\nなんてモノを入れてますの～っ！！","1","10","1010806","0","1010806087","1"
"91","","0","","","","","1010806","","1010806088",""
"3","0.5","2","","dsb_idle_joy_sad","","1","1010806","","1010806089",""
"3","0.5","1","","dsb_talk_surprise1_normal2","","1","1010806","","1010806090",""
"21","","vo_dsb_1010806","","vo_dsb_6016","0","0","1010806","","1010806091",""
"11","0","1","0.2","ああ、心配しないで。\nちゃんと脂肪燃焼効果はあるから。\nちなみに私もよく入ってるし。\n健康に害はないわよ。","1","10","1010806","0","1010806092","1"
"91","","0","","","","","1010806","","1010806093",""
"3","0.5","1","","dsb_idle_surprise1_sjhy","","1","1010806","","1010806094",""
"3","0.3","2","","dsb_hot_dead","","1","1010806","","1010806095",""
"21","","vo_dsb_1010806","","vo_dsb_6017","0","0","1010806","","1010806096",""
"11","0","2","0.2","だからって……ああっ！！\n目っ！　刺激が目に！　来ましたわ！\nくうう……ですが報酬を払った以上\n最大限利用しませんと～ッ！！！","1","10","1010806","0","1010806097","1"
"91","","0","","","","","1010806","","1010806098",""
"3","0.3","1","","dsb_talk_thinking_surprise","","1","1010806","","1010806099",""
"21","","vo_dsb_1010806","","vo_dsb_6018","0","0","1010806","","1010806100",""
"11","0","1","0.2","途中で投げ出さないなんて\nさすがは商売人ね……\nこの覚悟の決まった損得勘定、\n伊達じゃないわ……！","1","10","1010806","0","1010806101","1"
"91","","0","","","","","1010806","","1010806102",""
"93","","0.3","","0","","","1010806","","1010806103",""
"5","2","10","dsb_idle_normal","1","-165","70","1010807","0","1010807001","-345"
"5","2","1","dsb_idle_relax_dere2","2","165","70","1010807","1","1010807002","-345"
"5","2","10","dsb_lago","99","-215","70","1010807","0","1010807003","-350"
"31","1","1","","1","0","0","1010807","","1010807004","1"
"31","1","3","","3","0","0","1010807","","1010807005","1"
"31","1","4","","4","0","0","1010807","","1010807006","1"
"31","1","11","","10","0","0","1010807","","1010807007","1"
"31","1","21","","20","0","0","1010807","","1010807008","1"
"31","1","31","","30","-168","155","1010807","","1010807009","1"
"31","1","31","","31","-168","-155","1010807","","1010807010","1"
"31","1","41","","32","-175","-222","1010807","","1010807011","1"
"13","","1","","170","","","1010807","","1010807012",""
"13","","2","","170","","","1010807","","1010807013",""
"91","","0","","","","","1010807","","1010807014",""
"23","","se_10044200","","se_10044200_cmn_amb","","1","1010807","","1010807015",""
"23","","se_10044200","","se_10044200_cmn_steam","","0","1010807","","1010807016",""
"93","","6","","0","","","1010807","","1010807017",""
"23","","se_10044200","","se_10044200_hotspring_01","","1","1010807","","1010807018",""
"93","","1.5","","0","","","1010807","","1010807019",""
"3","0.5","2","","dsb_talk_relax_nervous","","1","1010807","","1010807020",""
"21","","vo_dsb_1010807","","vo_dsb_7001","0","0","1010807","","1010807021",""
"11","0","2","0.2","はぁ～いい湯加減……♪\n体がほぐれるぅ……\nたまには温泉もいいわね～","1","10","1010807","0","1010807022","1"
"91","","0","","","","","1010807","","1010807023",""
"3","0.5","2","","dsb_idle_relax_dere2","","1","1010807","","1010807024",""
"3","0.5","1","","dsb_talk_joy3","","1","1010807","","1010807025",""
"21","","vo_dsb_1010807","","vo_dsb_7002","0","0","1010807","","1010807026",""
"11","0","1","0.2","ありがと～☆\nそう言ってもらえると\n私も若女将として鼻が高いよ～♪","1","10","1010807","0","1010807027","1"
"91","","0","","","","","1010807","","1010807028",""
"3","0.5","1","","dsb_idle_normal","","1","1010807","","1010807029",""
"3","0.5","2","","dsb_talk_surprise1_joy2","","1","1010807","","1010807030",""
"21","","vo_dsb_1010807","","vo_dsb_7003","0","0","1010807","","1010807031",""
"11","0","2","0.2","よっ、オーエド一の若女将！\n……って、【ドラゴンズネスト】ぉ！？\nなんであんたがここに！？","1","10","1010807","0","1010807032","1"
"93","","3.2","","1","","","1010807","","1010807033",""
"3","0.5","2","","dsb_talk_surprise2","","1","1010807","","1010807034",""
"91","","1010807032","","","","","1010807","","1010807035",""
"3","0.5","2","","dsb_idle_surprise2","","1","1010807","","1010807036",""
"3","0.5","1","","dsb_talk_joy3","","1","1010807","","1010807037",""
"21","","vo_dsb_1010807","","vo_dsb_7004","0","0","1010807","","1010807038",""
"11","0","1","0.2","わぁ～♪\nキャルちゃんノリツッコミだ～\nウワサ通りの切れ味鋭い名ツッコミ☆","1","10","1010807","0","1010807039","1"
"91","","0","","","","","1010807","","1010807040",""
"3","0.5","1","","dsb_idle_normal","","1","1010807","","1010807041",""
"3","0.5","2","","dsb_talk_sad_shy","","1","1010807","","1010807042",""
"21","","vo_dsb_1010807","","vo_dsb_7005","0","0","1010807","","1010807043",""
"11","0","2","0.2","誰が言ってたのよ、そんなこと！？\nまったく……\nどうせならもっとマシなウワサが\n流れてほしいもんだわ。","1","10","1010807","0","1010807044","1"
"91","","0","","","","","1010807","","1010807045",""
"3","0.5","2","","dsb_idle_sad","","1","1010807","","1010807046",""
"3","0.5","1","","dsb_talk_thinking_joy","","1","1010807","","1010807047",""
"21","","vo_dsb_1010807","","vo_dsb_7006","0","0","1010807","","1010807048",""
"11","0","1","0.2","人の口に戸は立てられないもんね～\n……そういうキャルちゃんだって\nここのウワサを聞いてきたんでしょ？","1","10","1010807","0","1010807049","1"
"91","","0","","","","","1010807","","1010807050",""
"3","0.5","1","","dsb_idle_arm_crossed","","1","1010807","","1010807051",""
"3","0.3","2","","dsb_talk_arm_crossed_normal2","dsb_talk_arm_crossed_normal2_loop","0","1010807","0.5","1010807052","1"
