e3e8ea5887f9d15186a188b3822a021e08b516f8bc36dd71264d3222d296cc2b,fda95f022cd37b1547df4952c17ed6fb63411b6d137dc48d30982a1247bc9820,a2e2708704211d96565a002db2084ad74838c62b4ad8e1474e963b674f764dc7,8906b09916f261a15ea0e0d2c942a610818722f2bb19b084e5b414c1febc06d9,03aa8695937f56351ce207114dd07c633867df1e304ee207a20c347805f140ff,eebcdd1ea2261d00794b46347ee5e28df05d78757a0df371bb2a80bed194ea21,c48fbda622e3df7a12ec3b682e27f02c783d53949a70a81a23287b5040ab4d51,3de58feb1513e66b30e2ccb471d624008a7238f44253b49e3b797198ec32d869,a6b1fd40176ab2de36e395aef23415f42219c01a0dbc1542041d3e36fe3a4af5,8f31f97f5b4cf3ee2841b4012f5e0773547e4476e6c4d771325991a5cf504e95,7f7a9674f0c6ac2a80b5066ba38006fd498ca9ed3b898fbaacd3c6a415f69b27
"204020","cgg_talk_surprise1","0","","cgg_surprise","0","0.2","102811","3","204","1"
"204021","","","","4","1.4","0.2","102811","12","204",""
"204022","","","","0","","","3","93","204",""
"204023","","","","cgg_idle_def","1","0.2","102811","3","204",""
"204024","","","","cgg_idle_reaction3","1","0.2","1","3","204",""
"204025","","","","11","1.4","0.2","1","12","204",""
"204026","","","","0","","","3","93","204",""
"204027","","","","cgg_idle_normal","1","0.2","1","3","204",""
"204028","","","","cgg_talk_joy3_blink","1","0.2","102811","3","204",""
"204029","","","","10","1.4","0.2","102811","12","204",""
"204030","","","","0","","","3","93","204",""
"204031","","","","0","","","204015","101","204",""
"204032","","","","0.5","","","0","22","204",""
"204033","1","0","","1","1","0.1","1","6","204","0"
"204034","1","0","","1","1","0.1","102811","6","204","0"
"204035","","","","0","","","0.1","93","204",""
"204036","","","","cgg_idle_normal","1","0","1","3","204",""
"204037","","","","cgg_idle_def","1","0","102811","3","204",""
"205001","-420","0","cgg_idle_normal","1","100","160","1","5","205","-230"
"205002","420","1","cgg_idle_def","102511","100","1.6","1","1","205","-230"
"205003","1","0","","1","1","0.1","1","6","205","1"
"205004","1","0","","1","1","0.1","102511","6","205","1"
"205005","","","","0","","","0.2","93","205",""
"205006","0","","","vo_minigame_1007_top_talk_11_017","0","","vo_minigame_1007","21","205",""
"205007","0","0","0","なんででしょう～！？\nさっきから同じグッズ\nしか出ません～！\nドジのせいですか！？","6","0","102511","11","205","0"
"205008","cgg_idle_surprise2","0","","cgg_surprise2","0","0.2","1","3","205","1"
"205009","cgg_talk_surprise1","0","","cgg_surprise","0","0.2","102511","3","205","1"
"205010","","","","0","","","5.5","93","205",""
"205011","cgg_idle_shock","0","","cgg_shock","0","0.2","1","3","205","1"
"205012","","0","","cgg_talk_sad2","1","0.2","102511","3","205","1"
"205013","","","","","","","205007","91","205",""
"205014","","","","0","","","0.5","93","205",""
"205015","","","","cgg_idle_def","1","0.2","102511","3","205",""
"205016","","","","cgg_idle_reaction4","1","0.2","1","3","205",""
"205017","","","","2","1.4","0.2","1","12","205",""
"205018","","","","0","","","3","93","205",""
"205019","","","","cgg_idle_normal","1","0.2","1","3","205",""
"205020","","","","cgg_idle_tsun","1","0.2","102511","3","205",""
"205021","","","","5","1.4","0.2","102511","12","205",""
"205022","","","","0","","","3","93","205",""
"205023","","","","cgg_idle_def","1","0.2","102511","3","205",""
"205024","","","","cgg_idle_surprise_sad","1","0.2","1","3","205",""
"205025","","","","1","1.4","0.2","1","12","205",""
"205026","","","","0","","","3","93","205",""
"205027","","","","cgg_idle_normal","1","0.2","1","3","205",""
"205028","","","","cgg_talk_sad2","1","0.2","102511","3","205",""
"205029","","","","15","1.4","0.2","102511","12","205",""
"205030","","","","0","","","3","93","205",""
"205031","","","","0","","","205015","101","205",""
"205032","","","","0.5","","","0","22","205",""
"205033","1","0","","1","1","0.1","1","6","205","0"
"205034","1","0","","1","1","0.1","102511","6","205","0"
"205035","","","","0","","","0.1","93","205",""
"205036","","","","cgg_idle_normal","1","0","1","3","205",""
"205037","","","","cgg_idle_def","1","0","102511","3","205",""
"206001","-420","0","cgg_idle_normal","1","100","160","1","5","206","-230"
"206002","420","1","cgg_idle_def","110911","100","1.6","1","1","206","-230"
"206003","1","0","","1","1","0.1","1","6","206","1"
"206004","1","0","","1","1","0.1","110911","6","206","1"
"206005","","","","0","","","0.2","93","206",""
"206006","0","","","vo_minigame_1007_top_talk_12_018","0","","vo_minigame_1007","21","206",""
"206007","0","0","0","そこそこ揃いましたね\nカルミナそこそこ侍の\n称号をあげますので\nほら、無心で回す！","6","0","110911","11","206","0"
"206008","cgg_idle_doya","0","","cgg_talk_doya","0","0.2","1","3","206","1"
"206009","","","","cgg_talk_joy1_normal","1","0.2","110911","3","206",""
"206010","","","","0","","","2.3","93","206",""
"206011","","","","cgg_idle_surprise2","1","0.2","1","3","206",""
"206012","","","","cgg_talk_joy3_blink2","1","0.2","110911","3","206",""
"206013","","","","0","","","3.2","93","206",""
"206014","cgg_idle_reaction1","0","","cgg_talk_handsup","0","0.2","1","3","206","1"
"206015","cgg_idle_guts_anger","0","","cgg_talk_guts_anger_NoBlink","0","0.2","110911","3","206","1"
"206016","","","","","","","206007","91","206",""
"206017","","","","0","","","0.5","93","206",""
"206018","","","","cgg_idle_def","1","0.2","110911","3","206",""
"206019","cgg_idle_doya","0","","cgg_talk_doya","0","0.2","1","3","206","1"
"206020","","","","10","1.4","0.2","1","12","206",""
"206021","","","","0","","","3","93","206",""
"206022","","","","cgg_idle_normal","1","0.2","1","3","206",""
"206023","","","","cgg_talk_sad","1","0.2","110911","3","206",""
"206024","","","","5","1.4","0.2","110911","12","206",""
"206025","","","","0","","","3","93","206",""
"206026","","","","cgg_idle_def","1","0.2","110911","3","206",""
"206027","cgg_idle_surprise2","0","","cgg_surprise2","0","0.2","1","3","206","1"
"206028","","","","4","1.4","0.2","1","12","206",""
"206029","","","","0","","","3","93","206",""
"206030","","","","cgg_idle_normal","1","0.2","1","3","206",""
"206031","cgg_idle_guts_anger","0","","cgg_talk_guts_anger","0","0.2","110911","3","206","1"
"206032","","","","11","1.4","0.2","110911","12","206",""
"206033","","","","0","","","3","93","206",""
"206034","","","","0","","","206018","101","206",""
"206035","","","","0.5","","","0","22","206",""
"206036","1","0","","1","1","0.1","1","6","206","0"
"206037","1","0","","1","1","0.1","110911","6","206","0"
"206038","","","","0","","","0.1","93","206",""
"206039","","","","cgg_idle_normal","1","0","1","3","206",""
"206040","","","","cgg_idle_def","1","0","110911","3","206",""
"301001","-420","0","cgg_idle_normal","1","100","160","1","5","301","-230"
"301002","420","1","cgg_idle_def","105811","100","1.6","1","1","301","-230"
"301003","1","0","","1","1","0.1","1","6","301","1"
"301004","1","0","","1","1","0.1","105811","6","301","1"
"301005","","","","0","","","0.2","93","301",""
"301006","0","3","","vo_minigame_1007_top_talk_13_019","0","","vo_minigame_1007","21","301",""
"301007","0","0","0","やばいですね☆\nオールコンプリート\nですよ♪\nパチパチパチ～☆","6","0","105811","11","301","0"
"301008","","","","cgg_idle_reaction1","1","0.2","1","3","301",""
"301009","cgg_talk_surprise_kira","0","","cgg_surprise_kira","0","0.2","105811","3","301","1"
"301010","","","","0","","","1.7","93","301",""
"301011","cgg_idle_nod","0","","cgg_talk_nod","0","0.2","1","3","301","1"
"301012","","","","cgg_talk_joy1_normal","1","0.2","105811","3","301",""
"301013","","","","0","","","1.8","93","301",""
"301014","cgg_idle_reaction3","0","","cgg_joy","0","0.2","1","3","301","1"
"301015","cgg_idle_def","0.2","","cgg_handclap_def_N","0","0.2","105811","3","301","1"
"301016","","","","","","","301007","91","301",""
"301017","","","","0","","","0.5","93","301",""
"301018","cgg_idle_doya","0","","cgg_talk_doya","0","0.2","1","3","301","1"
"301019","","","","10","1.4","0.2","1","12","301",""
"301020","","","","0","","","3","93","301",""
"301021","","","","cgg_idle_normal","1","0.2","1","3","301",""
"301022","cgg_talk_surprise_kira","0","","cgg_surprise_kira","0","0.2","105811","3","301","1"
"301023","","","","7","1.4","0.2","105811","12","301",""
"301024","","","","0","","","3","93","301",""
"301025","","","","cgg_idle_def","1","0.2","105811","3","301",""
"301026","","","","cgg_idle_surprise3","1","0.2","1","3","301",""
"301027","","","","6","1.4","0.2","1","12","301",""
"301028","","","","0","","","3","93","301",""
"301029","","","","cgg_idle_normal","1","0.2","1","3","301",""
"301030","","","","cgg_idle_joy3","1","0.1","105811","3","301",""
"301031","","","","10","1.4","0.2","105811","12","301",""
"301032","","","","0","","","3","93","301",""
"301033","","","","cgg_idle_def","1","0.2","105811","3","301",""
"301034","","","","0","","","301018","101","301",""
"301035","","","","0.5","","","0","22","301",""
"301036","1","0","","1","1","0.1","1","6","301","0"
"301037","1","0","","1","1","0.1","105811","6","301","0"
"301038","","","","0","","","0.1","93","301",""
"301039","","","","cgg_idle_normal","1","0","1","3","301",""
"301040","","","","cgg_idle_def","1","0","105811","3","301",""
"302001","-420","0","cgg_idle_normal","1","100","160","1","5","302","-230"
"302002","420","1","cgg_idle_def","105911","100","1.6","1","1","302","-230"
"302003","1","0","","1","1","0.1","1","6","302","1"
"302004","1","0","","1","1","0.1","105911","6","302","1"
"302005","","","","0","","","0.2","93","302",""
"302006","0","","","vo_minigame_1007_top_talk_14_020","0","","vo_minigame_1007","21","302",""
"302007","0","0","0","主さま…\n見事な収集ぶりで\nございました\nさすがでございます","6","0","105911","11","302","0"
"302008","","","","cgg_idle_reaction5","1","0.2","1","3","302",""
"302009","","","","cgg_talk_joy3","1","0.2","105911","3","302",""
"302010","","","","0","","","4.5","93","302",""
"302011","cgg_idle_doya","0","","cgg_talk_doya","0","0.2","1","3","302","1"
"302012","","","","cgg_talk_wish","1","0.2","105911","3","302",""
"302013","","","","","","","302007","91","302",""
"302014","","","","0","","","0.5","93","302",""
"302015","","","","cgg_idle_def","1","0.2","105911","3","302",""
"302016","cgg_idle_nod","0","","cgg_talk_nod","0","0.2","1","3","302","1"
"302017","","","","6","1.4","0.2","1","12","302",""
"302018","","","","0","","","3","93","302",""
"302019","","","","cgg_idle_normal","1","0.2","1","3","302",""
"302020","","","","cgg_talk_joy3_blink","1","0.2","105911","3","302",""
"302021","","","","7","1.4","0.2","105911","12","302",""
"302022","","","","0","","","3","93","302",""
"302023","","","","cgg_idle_def","1","0.2","105911","3","302",""
"302024","","","","cgg_idle_reaction3","1","0.2","1","3","302",""
"302025","","","","10","1.4","0.2","1","12","302",""
"302026","","","","0","","","3","93","302",""
"302027","","","","cgg_idle_normal","1","0.2","1","3","302",""
"302028","cgg_idle_guts","0","","cgg_talk_guts","0","0.2","105911","3","302","1"
"302029","","","","11","1.4","0.2","105911","12","302",""
"302030","","","","0","","","3","93","302",""
"302031","","","","0","","","302015","101","302",""
"302032","","","","0.5","","","0","22","302",""
"302033","1","0","","1","1","0.1","1","6","302","0"
"302034","1","0","","1","1","0.1","105911","6","302","0"
"302035","","","","0","","","0.1","93","302",""
"302036","","","","cgg_idle_normal","1","0","1","3","302",""
"302037","","","","cgg_idle_def","1","0","105911","3","302",""
"303001","-420","0","cgg_idle_normal","1","100","160","1","5","303","-230"
"303002","420","1","cgg_idle_def","106011","100","1.6","1","1","303","-230"
"303003","1","0","","1","1","0.1","1","6","303","1"
"303004","1","0","","1","1","0.1","106011","6","303","1"
"303005","","","","0","","","0.2","93","303",""
"303006","0","","","vo_minigame_1007_top_talk_15_021","0","","vo_minigame_1007","21","303",""
"303007","0","0","0","へぇ、全部揃えちゃう\nなんて、あんたも\n頑張ったじゃない\nま、褒めてあげるわ","6","0","106011","11","303","0"
"303008","cgg_idle_doya","0","","cgg_talk_doya","0","0.2","1","3","303","1"
"303009","cgg_talk_surprise1","0","","cgg_surprise","0","0.2","106011","3","303","1"
"303010","","","","0","","","3","93","303",""
"303011","","","","cgg_talk_joy1_normal","1","0.2","106011","3","303",""
"303012","","","","0","","","2.1","93","303",""
"303013","cgg_idle_reaction1","0","","cgg_talk_handsup","0","0.2","1","3","303","1"
"303014","cgg_idle_doya","0","","cgg_talk_doya","0","0.2","106011","3","303","1"
"303015","","","","","","","303007","91","303",""
"303016","","","","0","","","0.5","93","303",""
"303017","","","","cgg_idle_def","1","0.2","106011","3","303",""
"303018","cgg_idle_doya","0","","cgg_talk_doya","0","0.2","1","3","303","1"
"303019","","","","6","1.4","0.2","1","12","303",""
"303020","","","","0","","","3","93","303",""
"303021","","","","cgg_idle_normal","1","0.2","1","3","303",""
"303022","cgg_talk_surprise1","0","","cgg_surprise","0","0.2","106011","3","303","1"
"303023","","","","4","1.4","0.2","106011","12","303",""
"303024","","","","0","","","3","93","303",""
"303025","","","","cgg_idle_def","1","0.2","106011","3","303",""
"303026","cgg_idle_guts2","0","","cgg_talk_guts2","0","0.2","1","3","303","1"
"303027","","","","7","1.4","0.2","1","12","303",""
"303028","","","","0","","","3","93","303",""
"303029","","","","cgg_idle_normal","1","0.2","1","3","303",""
"303030","","","","cgg_idle_bitter","1","0.2","106011","3","303",""
"303031","","","","1","1.4","0.2","106011","12","303",""
"303032","","","","0","","","3","93","303",""
"303033","","","","0","","","303017","101","303",""
"303034","","","","0.5","","","0","22","303",""
"303035","1","0","","1","1","0.1","1","6","303","0"
"303036","1","0","","1","1","0.1","106011","6","303","0"
"303037","","","","0","","","0.1","93","303",""
"303038","","","","cgg_idle_normal","1","0","1","3","303",""
"303039","","","","cgg_idle_def","1","0","106011","3","303",""
"304001","-420","0","cgg_idle_normal","1","100","160","1","5","304","-230"
"304002","420","1","cgg_idle_def","106411","100","1.6","1","1","304","-230"
"304003","1","0","","1","1","0.1","1","6","304","1"
"304004","1","0","","1","1","0.1","106411","6","304","1"
"304005","","","","0","","","0.2","93","304",""
"304006","0","","","vo_minigame_1007_top_talk_16_022","0","","vo_minigame_1007","21","304",""
"304007","0","0","0","すごいわね…\n全部のグッズが\n並んでいるのを見ると\n壮観だわ","5","0","106411","11","304","0"
"304008","cgg_idle_doya","0","","cgg_talk_doya","0","0.2","1","3","304","1"
"304009","cgg_talk_surprise_dere","0","","cgg_surprise_dere","0","0.2","106411","3","304","2"
"304010","","","","0","","","5.2","93","304",""
"304011","","","","cgg_talk_joy3","1","0.2","106411","3","304",""
"304012","","","","","","","304007","91","304",""
"304013","","","","0","","","0.5","93","304",""
"304014","","","","cgg_idle_def","1","0.2","106411","3","304",""
"304015","","","","cgg_idle_surprise3","1","0.2","1","3","304",""
"304016","","","","6","1.4","0.2","1","12","304",""
"304017","","","","0","","","3","93","304",""
"304018","","","","cgg_idle_normal","1","0.2","1","3","304",""
"304019","","","","cgg_talk_joy1","1","0.2","106411","3","304",""
"304020","","","","10","1.4","0.2","106411","12","304",""
"304021","","","","0","","","3","93","304",""
"304022","","","","cgg_idle_def","1","0.2","106411","3","304",""
"304023","cgg_idle_doya","0","","cgg_talk_doya","0","0.2","1","3","304","1"
"304024","","","","6","1.4","0.2","1","12","304",""
"304025","","","","0","","","3","93","304",""
"304026","","","","cgg_idle_normal","1","0.2","1","3","304",""
"304027","cgg_talk_surprise_kira","0","","cgg_surprise_kira","0","0.2","106411","3","304","1"
"304028","","","","7","1.4","0.2","106411","12","304",""
"304029","","","","0","","","3","93","304",""
"304030","","","","0","","","304015","101","304",""
"304031","","","","0.5","","","0","22","304",""
"304032","1","0","","1","1","0.1","1","6","304","0"
"304033","1","0","","1","1","0.1","106411","6","304","0"
"304034","","","","0","","","0.1","93","304",""
"304035","","","","cgg_idle_normal","1","0","1","3","304",""
"304036","","","","cgg_idle_def","1","0","106411","3","304",""
"305001","-420","0","cgg_idle_normal","1","100","160","1","5","305","-230"
"305002","420","1","cgg_idle_def","110911","100","1.6","1","1","305","-230"
"305003","1","0","","1","1","0.1","1","6","305","1"
"305004","1","0","","1","1","0.1","110911","6","305","1"
"305005","","","","0","","","0.2","93","305",""
"305006","0","","","vo_minigame_1007_top_talk_17_023","0","","vo_minigame_1007","21","305",""
"305007","0","0","0","フルコンプおめです！\nようやく始まりますね\n先輩の果てしなく長い\nカルミナすこすこ道が","6","0","110911","11","305","0"
"305008","cgg_idle_doya","0","","cgg_talk_doya","0","0.2","1","3","305","1"
"305009","","","","cgg_talk_joy1","1","0.2","110911","3","305",""
"305010","","","","0","","","1.9","93","305",""
"305011","","","","cgg_idle_nod","1","0.2","1","3","305",""
"305012","","","","cgg_talk_joy3_dere","1","0.2","110911","3","305",""
"305013","","","","","","","305007","91","305",""
"305014","","","","0","","","0.5","93","305",""
"305015","","","","cgg_idle_def","1","0.2","110911","3","305",""
"305016","cgg_idle_doya","0","","cgg_talk_doya","0","0.2","1","3","305","1"
"305017","","","","6","1.4","0.2","1","12","305",""
"305018","","","","0","","","3","93","305",""
"305019","","","","cgg_idle_normal","1","0.2","1","3","305",""
"305020","","","","cgg_talk_joy3","1","0.2","110911","3","305",""
"305021","","","","10","1.4","0.2","110911","12","305",""
"305022","","","","0","","","3","93","305",""
"305023","","","","cgg_idle_def","1","0.2","110911","3","305",""
"305024","","","","cgg_idle_reaction3","1","0.2","1","3","305",""
"305025","","","","10","1.4","0.2","1","12","305",""
"305026","","","","0","","","3","93","305",""
"305027","","","","cgg_idle_normal","1","0.2","1","3","305",""
"305028","cgg_idle_arm_crossed","0","","cgg_talk_arm_crossed","0","0.2","110911","3","305","1"
"305029","","","","7","1.4","0.2","110911","12","305",""
"305030","","","","0","","","3","93","305",""
"305031","","","","0","","","305015","101","305",""
"305032","","","","0.5","","","0","22","305",""
"305033","1","0","","1","1","0.1","1","6","305","0"
"305034","1","0","","1","1","0.1","110911","6","305","0"
"305035","","","","0","","","0.1","93","305",""
"305036","","","","cgg_idle_normal","1","0","1","3","305",""
"305037","","","","cgg_idle_def","1","0","110911","3","305",""
"306001","-420","0","cgg_idle_normal","1","100","160","1","5","306","-230"
"306002","290","1","cgg_idle_def","117211","100","1.6","1","1","306","-230"
"306003","405","1","cgg_idle_def","117311","101","1.6","1","1","306","-230"
"306004","520","1","cgg_idle_def","117411","102","1.6","1","1","306","-230"
"306005","1","0","","1","1","0.1","1","6","306","1"
"306006","1","0","","1","1","0.1","117211","6","306","1"
"306007","1","0","","1","1","0.1","117311","6","306","1"
"306008","1","0","","1","1","0.1","117411","6","306","1"
"306009","","","","0","","","0.2","93","306",""
"306010","0","","","vo_minigame_1007_top_talk_18_024","0","","vo_minigame_1007","21","306",""
"306011","0","0","0","私たちのグッズを\n全部集めてくれて\nありがとう♪","7","0","117211","11","306","0"
"306012","","","","cgg_idle_reaction1","1","0.2","1","3","306",""
"306013","","","","cgg_talk_joy1_normal","1","0.2","117211","3","306",""
"306014","","","","0","","","2.4","93","306",""
"306015","cgg_idle_reaction3","0","","cgg_joy","0","0.2","1","3","306","1"
"306016","","","","cgg_talk_surprise_nozomi","1","0.2","117211","3","306",""
"306017","","","","","","","306011","91","306",""
"306018","","","","cgg_idle_def","1","0.2","117211","3","306",""
"306019","0","","","vo_minigame_1007_top_talk_18_025","0","","vo_minigame_1007","21","306",""
"306020","0","0","0","全部集めてしまう\nなんて、驚きました\nおめでとうございます","5","0","117311","11","306","0"
"306021","cgg_idle_doya","0","","cgg_talk_doya","0","0.2","1","3","306","1"
"306022","","","","cgg_talk_surprise1","1","0.2","117311","3","306",""
"306023","","","","0","","","4.5","93","306",""
"306024","","","","cgg_idle_reaction5","1","0.2","1","3","306",""
"306025","","","","cgg_talk_wish","1","0.2","117311","3","306",""
"306026","","","","","","","306020","91","306",""
"306027","","","","cgg_idle_def","1","0.2","117311","3","306",""
"306028","0","","","vo_minigame_1007_top_talk_18_026","0","","vo_minigame_1007","21","306",""
"306029","0","0","0","せっかく\n揃えたんですから\nその…大事にして\nくださいよ！","5","0","117411","11","306","0"
"306030","","","","cgg_idle_surprise1","1","0.2","1","3","306",""
"306031","","","","cgg_idle_tsun","1","0.2","117411","3","306",""
"306032","","","","0","","","4.3","93","306",""
"306033","cgg_idle_guts2","0","","cgg_talk_guts2","0","0.2","1","3","306","1"
"306034","","","","cgg_talk_joy1","1","0.2","117411","3","306",""
"306035","","","","","","","306029","91","306",""
"306036","","","","0","","","0.5","93","306",""
"306037","","","","cgg_idle_def","1","0.2","117411","3","306",""
"306038","","","","cgg_idle_normal","1","0.2","1","3","306",""
"306039","","","","cgg_talk_joy1","1","0.2","117211","3","306",""
"306040","","","","10","1.4","0.2","117211","12","306",""
"306041","","","","0","","","3","93","306",""
"306042","","","","cgg_idle_def","1","0.2","117211","3","306",""
"306043","","","","cgg_talk_wish","1","0.2","117311","3","306",""
"306044","","","","7","1.4","0.2","117311","12","306",""
"306045","","","","0","","","3","93","306",""
"306046","","","","cgg_idle_def","1","0.2","117311","3","306",""
"306047","cgg_idle_guts","0","","cgg_talk_guts","0","0.2","117411","3","306","1"
"306048","","","","4","1.4","0.2","117411","12","306",""
"306049","","","","0","","","3","93","306",""
"306050","","","","cgg_idle_def","1","0.2","117411","3","306",""
"306051","","","","cgg_idle_reaction3","1","0.2","1","3","306",""
"306052","","","","6","1.4","0.2","1","12","306",""
"306053","","","","0","","","3","93","306",""
"306054","","","","0","","","306038","101","306",""
"306055","","","","0.5","","","0","22","306",""
"306056","1","0","","1","1","0.1","1","6","306","0"
"306057","1","0","","1","1","0.1","117211","6","306","0"
"306058","1","0","","1","1","0.1","117311","6","306","0"
"306059","1","0","","1","1","0.1","117411","6","306","0"
"306060","","","","0","","","0.1","93","306",""
"306061","","","","cgg_idle_normal","1","0","1","3","306",""
"306062","","","","cgg_idle_def","1","0","117211","3","306",""
"306063","","","","cgg_idle_def","1","0","117311","3","306",""
"306064","","","","cgg_idle_def","1","0","117411","3","306",""
