56c4139de7a97759a3477f5be2782cfc3a3a1e1e4bdbb8ea2de4f5fa21ae4642,88fbb16998c55268848c682963b21b1d18e152599ed347464835d2631f76b127,67586ee569db52e3b090003cc50977ad82c07d4b8d97a53822bd1070a02f3700,e3ccef517f773cbf4bc637f3f60caf25e43d4b25e4725c9be94837976ea5ef42,12324282fbd18d3a240d2f1b6de801156b3de707db12b49ac3860c3dce51e8a3,23ac6864bfb2fe8e0d698063543d235db43693ee969cc361d80ed57a6216be99,aad65f4be78821b9460a461e6dbd0d1b86c73a0bb1a85972e095db97de1f1205,bbef607e90692a46bad35371177c5926baf50e158199a037ebf30a995d6c0d25,0760e21eb72c68df1b7f8a5dc75078da942563e4189ec50d9a586db893ec0104,68be5281c6d22311a115dff1c298292bb71ab00e8426a24960142279ad7f0139,dc0296e69164910d4c2506d34b889f81075041aad227d9ea1bdf36661f305315
"","","","72032","vo_asb_0726","0","","21","72","0","vo_asb"
"0","0","0","72033","そりゃそうですよね……\nいきなり前のめり過ぎ太郎でした……","10","1","11","72","1","1"
"","","","72034","","0","","91","72","0","0"
"0","0.2","","72035","clear_guts1_in","0","1","3","72","clear_guts1_talk","1"
"","","","72036","vo_asb_0727","0","","21","72","0","vo_asb"
"0","0","0","72037","でも、諦めるわけにはいかないなって。\n時々森に通って、300年を３年くらい\nに、縮めようと思ってるんです！","10","1","11","72","1","1"
"","","","72038","","0","","91","72","0","0"
"","","","72039","","","","101","72","","72040"
"0","0.3","","72040","1","1","0","6","72","1","1"
"0","0.3","","72041","1","1","0","6","72","1","0"
"","","","72042","-120","-250","1","2","72","0.3","1"
"","","","72043","-100","0","1","2","72","0.3","0"
"","","","72044","0","","","22","72","","0"
"","","","72045","0","","","93","72","","0.4"
"0","2.2","riri_idle","82001","1","52","-250","5","82","30","1"
"0","0","","82002","1","1","0","6","82","1","1"
"0","1","black","82003","0","29","0","5","82","50","0"
"0","0","","82004","1","1","0","6","82","1","0"
"","","","82005","","","","91","82","","0"
"0","0.2","","82006","1","1","1","6","82","1","1"
"0","0.2","","82007","1","1","1","6","82","1","0"
"","","","82008","-20","-250","2","2","82","0.3","1"
"","","","82009","0","0","2","2","82","0.3","0"
"","","","82010","0","","","93","82","","0.6"
"","0.2","","82011","riri_talk","1","","3","82","","1"
"","","","82012","vo_asb_0821","0","","21","82","0","vo_asb"
"0","0","0","82013","その頃わたくしは、\nスカウトをお受けしておりました。\nミサト様いわく、わたくしには保育士の\n『天賦の才』があるそうで。","10","1","11","82","1","1"
"","","","82014","","0","","91","82","0","0"
"","0.2","","82015","sad_talk_surprise","1","","3","82","","1"
"","","","82016","vo_asb_0822","0","","21","82","0","vo_asb"
"0","0","0","82017","小さいお子様はともかく、動物さんに\n好かれる自覚はありますし……\n冒険者という仕事に不向きなことも、\n自認していますけれど……","10","1","11","82","1","1"
"","","","82018","","0","","91","82","0","0"
"","0.2","","82019","guts2_talk_Ex1","1","","3","82","","1"
"","","","82020","vo_asb_0823","0","","21","82","0","vo_asb"
"0","0","0","82021","それでも……適性など踏み越えて、\n己の道を突き進むのが冒険者です。\n一度決めたことを、\n曲げるわけには参りません……！","10","1","11","82","1","1"
"","","","82022","","0","","91","82","0","0"
"","0.2","","82023","talk_joy","1","","3","82","","1"
"","","","82024","vo_asb_0824","0","","21","82","0","vo_asb"
"0","0","0","82025","と、不退転の決意を申し上げたら、\nミサト様、「は～い♪」と、\n二つ返事で分かってくださって。","10","1","11","82","1","1"
"","","","82026","","0","","91","82","0","0"
"","0.2","","82027","wish_talk_joyR_riri","1","","3","82","","1"
"","","","82028","vo_asb_0825","0","","21","82","0","vo_asb"
"0","0","0","82029","柔和で、寛容で、お話のわかる……\n彼女こそ、真の保育士さんで\nいらっしゃいますね。","10","1","11","82","1","1"
"","","","82030","","0","","91","82","0","0"
"","0.2","","82031","surprise_talk_nervous","1","","3","82","","1"
"","","","82032","vo_asb_0826","0","","21","82","0","vo_asb"
"0","0","0","82033","……別れ際に、\n「また誘うわね～♪」と、\n同じく柔和な笑顔でおっしゃって\nおられたのがやや気にはなりますが……","10","1","11","82","1","1"
"","","","82034","","0","","91","82","0","0"
"","","","82035","","","","101","82","","82036"
"0","0.3","","82036","1","1","0","6","82","1","1"
"0","0.3","","82037","1","1","0","6","82","1","0"
"","","","82038","-120","-250","1","2","82","0.3","1"
"","","","82039","-100","0","1","2","82","0.3","0"
"","","","82040","0","","","22","82","","0"
"","","","82041","0","","","93","82","","0.4"
"0","2.2","clear_surprise_talk","92001","1","52","-250","5","92","30","2"
"0","0","","92002","1","1","0","6","92","1","1"
"0","1","black","92003","0","29","0","5","92","50","0"
"0","0","","92004","1","1","0","6","92","1","0"
"","","","92005","","","","91","92","","0"
"0","0.2","","92006","1","1","1","6","92","1","1"
"0","0.2","","92007","1","1","1","6","92","1","0"
"","","","92008","-20","-250","2","2","92","0.3","1"
"","","","92009","0","0","2","2","92","0.3","0"
"","","","92010","0","","","93","92","","0.6"
"","","","92011","vo_asb_0921","0","","21","92","0","vo_asb"
"0","0","0","92012","穴って、不思議ですよね……","10","1","11","92","1","1"
"","","","92013","","0","","91","92","0","0"
"","","","92014","vo_asb_0922","0","","21","92","0","vo_asb"
"0","0","0","92015","暗くて、狭くて。\n涼しくて、静かで。\nなんとなく、落ち着く……というか。","10","1","11","92","1","1"
"","","","92016","","0","","91","92","0","0"
"0","0.1","","92017","surpriseToKohon","0","1","3","92","clear_kohon_loop_normal2","1"
"","","","92018","vo_asb_0923","0","","21","92","0","vo_asb"
"0","0","0","92019","そういうの。\nわたし、意外と好きなの、かも……？\n穴があったら入りたい、\nじゃないですけど……","10","1","11","92","1","1"
"","","","92020","","0","","91","92","0","0"
"","0.2","","92021","clear_wish_talk_joy_noShy","1","","3","92","","1"
"","","","92022","vo_asb_0924","0","","21","92","0","vo_asb"
"0","0","0","92023","掘り方、習ったし。\n自分用の穴、掘ってみようかな……？","10","1","11","92","1","1"
"","","","92024","","0","","91","92","0","0"
"","","","92025","","","","101","92","","92026"
"0","0.3","","92026","1","1","0","6","92","1","1"
"0","0.3","","92027","1","1","0","6","92","1","0"
"","","","92028","-120","-250","1","2","92","0.3","1"
"","","","92029","-100","0","1","2","92","0.3","0"
"","","","92030","0","","","22","92","","0"
"","","","92031","0","","","93","92","","0.4"
"0","2.2","idle_precia","102001","1","52","-250","5","102","30","3"
"0","0","","102002","1","1","0","6","102","1","1"
"0","1","black","102003","0","29","0","5","102","50","0"
"0","0","","102004","1","1","0","6","102","1","0"
"","","","102005","","","","91","102","","0"
"0","0.2","","102006","1","1","1","6","102","1","1"
"0","0.2","","102007","1","1","1","6","102","1","0"
"","","","102008","-20","-250","2","2","102","0.3","1"
"","","","102009","0","0","2","2","102","0.3","0"
"","","","102010","0","","","93","102","","0.6"
"","0.3","","102011","doya_idle_surprise_precia","1","","3","102","","1"
"","","","102012","vo_asb_1021","0","","21","102","0","vo_asb"
"0","0","0","102013","「へんたいふしんしゃさんは\nあなにおちるべきです」","10","1","11","102","1","1"
"","","","102014","","0","","91","102","0","0"
"","0.3","","102015","talk_precia","1","","3","102","","1"
"","","","102016","vo_asb_1022","0","","21","102","0","vo_asb"
"0","0","0","102017","キョウカ。\nだん。","10","1","11","102","1","1"
"","","","102018","","0","","91","102","0","0"
"","0.3","","102019","think_idle_anger_precia","1","","3","102","","1"
"","","","102020","vo_asb_1023","0","","21","102","0","vo_asb"
"0","0","0","102021","へんたいふしんしゃ。\nとは……？","10","1","11","102","1","1"
"","","","102022","","0","","91","102","0","0"
"0","0.2","","102023","thinkToSad_precia","0","1","3","102","sad_talk_surprise_precia","1"
"","","","102024","vo_asb_1024","0","","21","102","0","vo_asb"
"0","0","0","102025","……まだ、しらないこと。\nたくさん。","10","1","11","102","1","1"
"","","","102026","","0","","91","102","0","0"
"","0.3","","102027","guts2_talk_joy_precia","1","","3","102","","1"
"","","","102028","vo_asb_1025","0","","21","102","0","vo_asb"
"0","0","0","102029","どんどん。\nまなんでく。ぞ。","10","1","11","102","1","1"
"","","","102030","","0","","91","102","0","0"
"","","","102031","","","","101","102","","102032"
"0","0.3","","102032","1","1","0","6","102","1","1"
"0","0.3","","102033","1","1","0","6","102","1","0"
"","","","102034","-120","-250","1","2","102","0.3","1"
"","","","102035","-100","0","1","2","102","0.3","0"
"","","","102036","0","","","22","102","","0"
"","","","102037","0","","","93","102","","0.4"
"0","2.2","clear_wish_talk_joy","112001","1","52","-250","5","112","30","2"
"0","0","","112002","1","1","0","6","112","1","1"
"0","1","black","112003","0","29","0","5","112","50","0"
"0","0","","112004","1","1","0","6","112","1","0"
"","","","112005","","","","91","112","","0"
"0","0.2","","112006","1","1","1","6","112","1","1"
"0","0.2","","112007","1","1","1","6","112","1","0"
"","","","112008","-20","-250","2","2","112","0.3","1"
"","","","112009","0","0","2","2","112","0.3","0"
"","","","112010","0","","","93","112","","0.6"
"","","","112011","vo_asb_1121","0","","21","112","0","vo_asb"
"0","0","0","112012","ミツキさんの出してくれた\nオリジナルのお茶、\n不思議な香りでした。","10","1","11","112","1","1"
"","","","112013","","0","","91","112","0","0"
"","0.2","","112014","clear_memoly_talk","1","","3","112","","1"
"","","","112015","vo_asb_1122","0","","21","112","0","vo_asb"
"0","0","0","112016","嗅いだだけでふわ～と、\n体が熱くなって。\nミツキさんいわく、\n滋養強壮の効果があるんだそうです。","10","1","11","112","1","1"
"","","","112017","","0","","91","112","0","0"
"","0.3","","112018","clear_surprise_talk","1","","3","112","","1"
"","","","112019","vo_asb_1123","0","","21","112","0","vo_asb"
"0","0","0","112020","なぜかお兄さんが珍しく焦った様子で、\n飲まない方がいい、と止めるので、\n香りを嗅ぐだけに\n留めておきましたけど……","10","1","11","112","1","1"
"","","","112021","","0","","91","112","0","0"
"","0.2","","112022","clear_wish_talk_normal2","1","","3","112","","1"
"","","","112023","vo_asb_1124","0","","21","112","0","vo_asb"
"0","0","0","112024","ミツキさん、\n「次はもっと効くのを\n飲ませてあげるから、\nまたいらっしゃいね」","10","1","11","112","1","1"
"","","","112025","","","","91","112","0","0"
"","","","112026","vo_asb_1125","0","","21","112","0","vo_asb"
"0","0","0","112027","って言ってくれていたので、\nまた遊びに行こうと思います。","10","1","11","112","1","1"
"","","","112028","","0","","91","112","0","0"
"0","0.2","","112029","wishToTalk","0","1","3","112","clear_talk_joyR","1"
"","","","112030","vo_asb_1126","0","","21","112","0","vo_asb"
"0","0","0","112031","ふふ……入口は怖かったですけど。\n見かけによらないんですね、\nギルドって。これも学びです♪","10","1","11","112","1","1"
"","","","112032","","0","","91","112","0","0"
"","","","112033","","","","101","112","","112034"
"0","0.3","","112034","1","1","0","6","112","1","1"
"0","0.3","","112035","1","1","0","6","112","1","0"
"","","","112036","-120","-250","1","2","112","0.3","1"
"","","","112037","-100","0","1","2","112","0.3","0"
"","","","112038","0","","","22","112","","0"
"","","","112039","0","","","93","112","","0.4"
"0","2.2","notice_loop","122001","1","52","-250","5","122","30","3"
"0","0","","122002","1","1","0","6","122","1","1"
"0","1","black","122003","0","29","0","5","122","50","0"
"0","0","","122004","1","1","0","6","122","1","0"
"","","","122005","","","","91","122","","0"
"0","0.2","","122006","1","1","1","6","122","1","1"
"0","0.2","","122007","1","1","1","6","122","1","0"
"","","","122008","-20","-250","2","2","122","0.3","1"
"","","","122009","0","0","2","2","122","0.3","0"
"","","","122010","0","","","93","122","","0.6"
"","","","122011","vo_asb_1221","0","","21","122","0","vo_asb"
"0","0","0","122012","ミツキの。\nけはい……","10","1","11","122","1","1"
"","","","122013","","0","","91","122","0","0"
"","0.3","","122014","sad_idle_surprise","1","","3","122","","1"
"","","","122015","vo_asb_1222","0","","21","122","0","vo_asb"
"0","0","0","122016","のっと。\nただもの。","10","1","11","122","1","1"
"","","","122017","","0","","91","122","0","0"
"","0.3","","122018","surprise_idle_anger_precia","1","","3","122","","1"
"","","","122019","vo_asb_1223","0","","21","122","0","vo_asb"
"0","0","0","122020","わるもの？\nせいぎ、の、みかた？","10","1","11","122","1","1"
"","","","122021","","0","","91","122","0","0"
"0","0.2","","122022","surpriseToThink_precia","0","1","3","122","think_idle_Ex1_precia","1"
"","","","122023","vo_asb_1224","0","","21","122","0","vo_asb"
"0","0","0","122024","ふくざつ。","10","1","11","122","1","1"
"","","","122025","","0","","91","122","0","0"
"","","","122026","","","","101","122","","122027"
"0","0.3","","122027","1","1","0","6","122","1","1"
"0","0.3","","122028","1","1","0","6","122","1","0"
"","","","122029","-120","-250","1","2","122","0.3","1"
"","","","122030","-100","0","1","2","122","0.3","0"
"","","","122031","0","","","22","122","","0"
"","","","122032","0","","","93","122","","0.4"
"0","2.2","lift_down_normal","132001","1","52","-250","5","132","30","3"
"0","0","","132002","1","1","0","6","132","1","1"
"0","1","black","132003","0","29","0","5","132","50","0"
"0","0","","132004","1","1","0","6","132","1","0"
"","","","132005","","","","91","132","","0"
"0","0.2","","132006","1","1","1","6","132","1","1"
"0","0.2","","132007","1","1","1","6","132","1","0"
"","","","132008","-20","-250","2","2","132","0.3","1"
"","","","132009","0","0","2","2","132","0.3","0"
"","","","132010","0","","","93","132","","0.6"
"","","","132011","vo_asb_1321","0","","21","132","0","vo_asb"
"0","0","0","132012","ぼうけん、グッズ。\nたくさん。","10","1","11","132","1","1"
"","","","132013","","0","","91","132","0","0"
"0","0.2","","132014","lift_down_shy_in","0","1","3","132","lift_down_shy","1"
"","","","132015","vo_asb_1322","0","","21","132","0","vo_asb"
"0","0","0","132016","もちきれ……ない。","10","1","11","132","1","1"
"","","","132017","","0","","91","132","0","0"
"0","0.2","","132018","lift_up_in","0","1","3","132","lift_up_loop","1"
"","","","132019","vo_asb_1323","0","","21","132","0","vo_asb"
"0","0","0","132020","でも。\nもつ。よ。","10","1","11","132","1","1"
"","","","132021","","0","","91","132","0","0"
"","","","132022","vo_asb_1324","0","","21","132","0","vo_asb"
"0","0","0","132023","これ、が。\nまもりたいもの、の。\nおもさ。","10","1","11","132","1","1"
"","","","132024","","0","","91","132","0","0"
"","","","132025","","","","101","132","","132026"
"0","0.3","","132026","1","1","0","6","132","1","1"
"0","0.3","","132027","1","1","0","6","132","1","0"
"","","","132028","-120","-250","1","2","132","0.3","1"
"","","","132029","-100","0","1","2","132","0.3","0"
"","","","132030","0","","","22","132","","0"
"","","","132031","0","","","93","132","","0.4"
"0","2.2","sad_talk_dere","142001","1","52","-250","5","142","30","1"
"0","0","","142002","1","1","0","6","142","1","1"
"0","1","black","142003","0","29","0","5","142","50","0"
"0","0","","142004","1","1","0","6","142","1","0"
"","","","142005","","","","91","142","","0"
"0","0.2","","142006","1","1","1","6","142","1","1"
"0","0.2","","142007","1","1","1","6","142","1","0"
"","","","142008","-20","-250","2","2","142","0.3","1"
"","","","142009","0","0","2","2","142","0.3","0"
"","","","142010","0","","","93","142","","0.6"
"","","","142011","vo_asb_1421","0","","21","142","0","vo_asb"
"0","0","0","142012","お礼にいただいたお弁当が、\nあまりにもおいしくて……","10","1","11","142","1","1"
"","","","142013","","0","","91","142","0","0"
"","0.3","","142014","sad_talk_joyR","1","","3","142","","1"
"","","","142015","vo_asb_1422","0","","21","142","0","vo_asb"
"0","0","0","142016","わたくしもいつか、\nあんな心のこもったお弁当を作って、\n兄様にそっとお渡しすることが\nできたら、なんて……","10","1","11","142","1","1"
"","","","142017","","0","","91","142","0","0"
"","0.3","","142018","wish_talk_nervous_riri","1","","3","142","","1"
"","","","142019","vo_asb_1423","0","","21","142","0","vo_asb"
"0","0","0","142020","まだ卵焼きすらも\n焦がしてしまう分際で、\nつい、出過ぎたことを\n夢想してしまいました。","10","1","11","142","1","1"
"","","","142021","","0","","91","142","0","0"
"","0.2","","142022","wish_talk_normal2_riri","1","","3","142","","1"
"","","","142023","vo_asb_1424","0","","21","142","0","vo_asb"
"0","0","0","142024","……でも。\n今回の冒険で、夢見ることは\n大きな力だと知りましたから。","10","1","11","142","1","1"
"","","","142025","","0","","91","142","0","0"
"","0.2","","142026","guts2_talk_riri","1","","3","142","","1"
"","","","142027","vo_asb_1425","0","","21","142","0","vo_asb"
"0","0","0","142028","いつか兄様をもお支えできる\n冒険者になることを、諦めず、\nいつまでも夢想し続けながら、\n一歩ずつ、歩みを進めていく所存です。","10","1","11","142","1","1"
"","","","142029","","0","","91","142","0","0"
"","","","142030","","","","101","142","","142031"
"0","0.3","","142031","1","1","0","6","142","1","1"
"0","0.3","","142032","1","1","0","6","142","1","0"
"","","","142033","-120","-250","1","2","142","0.3","1"
"","","","142034","-100","0","1","2","142","0.3","0"
"","","","142035","0","","","22","142","","0"
"","","","142036","0","","","93","142","","0.4"
