514a5e4393f5b5a4e3011e81e3cdc3d4468e808a465249b266376302b4ffd6ed,14529119c984f8ba75e3649af466fa7a610016e2edbc52f662143a212eae4e0b,c83bd18bbabb7d5f0a5954615134a9bf20c29412d0ae0d6759d1e44604f29c2b,99707dc8c82b5acd31c408fc8e31dd534a409e242850495d2a9c87d072b917ac,cac13c7533d67c6a7b0ece9c0c8b6161a19be0dc966c43e1cc4a776d12706023,8781896d74732dd7dfa533377fc6e8ec454805e27e0cf97e5c7eda2abf6a1d9d,37343f869c0ed8b6a28eb89cb39ce72120aaef762b1c6b0e88789982ba85574b,be3e65bbecd73fbc087e8b638c6365ae48ab877364ebda518c0b7a8ac50755ba,b12e0ea3dfd34ffff9f63cc32cf17ed6fc633ee1c20b5ba4a64e91b804762f10,4c191a4f8b34f568cf04eb6b33b0e5bf1dce04825d065105b368c57fd4494dae,00063297f5991f2e7e7758e2be2983a34b2d3c58df56a782c8774c6de3c11c17
"","113511","","0.2","1007005","3","svd_idle_memory","","","1","1007005074"
"0","113411","","0","1007005","12","7","","","1","1007005075"
"","113411","1","0.2","1007005","3","svd_talk_thinking","","","1","1007005076"
"","3","","","1007005","93","","","","","1007005077"
"","113411","1","0.2","1007005","3","svd_idle_thinking","","","1","1007005078"
"0","113511","","0","1007005","12","6","","","1","1007005079"
"","113511","","0.2","1007005","3","svd_talk_normal","","","1","1007005080"
"","3","","","1007005","93","","","","","1007005081"
"","113511","","0.2","1007005","3","svd_idle_normal","","","1","1007005082"
"0","113411","","0","1007005","12","9","","","1","1007005083"
"","113411","1","0.2","1007005","3","svd_talk_memory","","","1","1007005084"
"","3","","","1007005","93","","","","","1007005085"
"","113411","1","0.2","1007005","3","svd_idle_memory","","","1","1007005086"
"","1007005071","","","1007005","101","","","","","1007005087"
"0","333","0","1","1007005","6","1","","1","1","1007005088"
"","113511","","","1007005","4","1","","","","1007005089"
"","113511","","0.2","1007005","3","svd_run","","","1","1007005090"
"","113511","0","","1007005","2","-750","","0.8","-300","1007005091"
"","113411","","","1007005","4","0","","","","1007005092"
"","113411","","0.2","1007005","3","svd_run","","","1","1007005093"
"","113411","0","","1007005","2","750","","0.8","-300","1007005094"
"","0.6","","","1007005","93","","","","","1007005095"
"0","113511","0","0.2","1007005","6","1","","1","1","1007005096"
"0","113411","0","0.2","1007005","6","1","","1","1","1007005097"
"","0","","","1007005","91","","","","","1007005098"
"0","2","-300","2.08","1007006","5","113511","svd_idle_normal","-750","100","1007006001"
"1","1","-300","2.08","1007006","5","113411","svd_idle_normal","650","100","1007006002"
"0","3","0","1","1007006","5","333","svd_white_loop","0","0","1007006003"
"0","333","0","0","1007006","6","1","","1","1","1007006004"
"","113511","","","1007006","7","2","","0","0","1007006005"
"","113511","0","","1007006","2","-750","","0.5","-300","1007006006"
"0","113411","0","0","1007006","6","1","","1","1","1007006007"
"","7","0.8","0","1007006","31","17","","-40","-140","1007006008"
"","17","","","1007006","34","2","","0","0","1007006009"
"","1","","","1007006","93","","","","","1007006010"
"0","333","0.4","0.8","1007006","6","1","","1","1","1007006011"
"0","113511","1","0.2","1007006","3","svd_idle_see_sad_pre2","","svd_idle_see_sad2","0","1007006012"
"","113511","0","","1007006","2","-600","","1.1","-300","1007006013"
"","1","","","1007006","93","","","","","1007006014"
"","17","","","1007006","32","1","","","","1007006015"
"","0","","","1007006","91","","","","","1007006016"
"","113511","80","","1007006","94","240","","0","260","1007006017"
"","17","","","1007006","32","0","","","","1007006018"
"0","113511","","0","1007006","12","15","","","1","1007006019"
"","113511","","0.2","1007006","3","svd_walk_sad2","","","1","1007006020"
"","113511","","","1007006","7","0","","0","2","1007006021"
"","113511","0","","1007006","2","-250","","2","-300","1007006022"
"","2","","","1007006","93","","","","","1007006023"
"","113511","","0.2","1007006","3","svd_idle_sad","","","1","1007006024"
"","0.5","","","1007006","93","","","","","1007006025"
"","0","","","1007006","91","","","","","1007006026"
"","113511","","0.2","1007006","3","svd_talk_sad","","","1","1007006027"
"","vo_svd","","","1007006","21","vo_svd_0621","","0","0","1007006028"
"0","113511","0","0","1007006","11","一匹も釣れないとは…\n本当に不甲斐ないですわ…","1","0","6","1007006029"
"","0","","","1007006","91","","","","","1007006030"
"","113511","","0.2","1007006","3","svd_idle_sad","","","1","1007006031"
"","113411","","0.2","1007006","3","svd_walk_glad","","","1","1007006032"
"","113411","0","","1007006","2","250","","2","-300","1007006033"
"0","113411","1","0.4","1007006","6","1","","1","1","1007006034"
"","2","","","1007006","93","","","","","1007006035"
"","113411","","0.2","1007006","3","svd_idle_normal","","","1","1007006036"
"","0.4","","","1007006","93","","","","","1007006037"
"","113411","","0.2","1007006","3","svd_talk_memory","","","1","1007006038"
"","vo_svd","","","1007006","21","vo_svd_0622","","0","0","1007006039"
"0","113411","0","0","1007006","11","でも、魚を釣ってるときの\n弟くんかっこよかったね…","1","0","6","1007006040"
"","0","","","1007006","91","","","","","1007006041"
"","113411","","0.2","1007006","3","svd_idle_memory","","","1","1007006042"
"","113511","","0.2","1007006","3","svd_talk_memory","","","1","1007006043"
"","vo_svd","","","1007006","21","vo_svd_0623","","0","0","1007006044"
"0","113511","0","0","1007006","11","えぇ…あんな顔をした\nあのおかたに釣られるなら\n魚も本望でしょう…","1","0","6","1007006045"
"","0","","","1007006","91","","","","","1007006046"
"","113511","","0.2","1007006","3","svd_idle_memory","","","1","1007006047"
"","113411","","0.2","1007006","3","svd_talk_normal","","","1","1007006048"
"","vo_svd","","","1007006","21","vo_svd_0624","","0","0","1007006049"
"0","113411","0","0","1007006","11","でも次は私たちが\nご馳走したいよね！","1","0","6","1007006050"
"","0","","","1007006","91","","","","","1007006051"
"","113411","","0.2","1007006","3","svd_idle_normal","","","1","1007006052"
"","113511","","0.2","1007006","3","svd_talk_sad","","","1","1007006053"
"","vo_svd","","","1007006","21","vo_svd_0625","","0","0","1007006054"
"0","113511","0","0","1007006","11","しかし釣りは思いのほか\n難しいですわ…\nそうなると…","1","0","5","1007006055"
"","0","","","1007006","91","","","","","1007006056"
"","113511","","0.2","1007006","3","svd_idle_sad","","","1","1007006057"
"0.2","113411","1","0.2","1007006","3","svd_surprise","","svd_talk_joy2","0","1007006058"
"","vo_svd","","","1007006","21","vo_svd_0626","","0","0","1007006059"
"0","113411","0","0","1007006","11","…！　素潜り！\n素潜りならいける気がするよ！","1","0","6","1007006060"
"","0","","","1007006","91","","","","","1007006061"
"","113411","","0.2","1007006","3","svd_idle_joy2","","","1","1007006062"
"0.2","113511","1","0.2","1007006","3","svd_surprise","","svd_talk_wish","0","1007006063"
"","vo_svd","","","1007006","21","vo_svd_0627","","0","0","1007006064"
"0","113511","0","0","1007006","11","なるほど！\nさっそく参りましょう！\n深海の主を狩りに！","1","0","6","1007006065"
"","3","","","1007006","93","","","","","1007006066"
"0.2","113511","1","0.2","1007006","3","svd_attack_standby","","svd_attack_idle","0","1007006067"
"","1007006065","","","1007006","91","","","","","1007006068"
"","0","","","1007006","93","","","","","1007006069"
"0.2","113511","1","0.2","1007006","3","svd_attack_finish","","svd_idle_normal","0","1007006070"
"","0.4","","","1007006","93","","","","","1007006071"
"","","","","1007006","102","","","","","1007006072"
"","1","","","1007006","93","","","","","1007006073"
"0","113511","","0","1007006","12","11","","","1","1007006074"
"0.2","113511","1","0.2","1007006","3","svd_cmn_think","","svd_idle_thinking","0","1007006075"
"","3","","","1007006","93","","","","","1007006076"
"","113511","","0.2","1007006","3","svd_idle_thinking","","","1","1007006077"
"0","113411","","0","1007006","12","4","","","1","1007006078"
"0.2","113411","1","0.2","1007006","3","svd_surprise","","svd_idle_surprise1","0","1007006079"
"","3","","","1007006","93","","","","","1007006080"
"","113411","1","0.2","1007006","3","svd_idle_surprise1","","","1","1007006081"
"0","113511","","0","1007006","12","1","","","1","1007006082"
"","113511","","0.2","1007006","3","svd_talk_sad","","","1","1007006083"
"","3","","","1007006","93","","","","","1007006084"
"","113511","","0.2","1007006","3","svd_idle_sad","","","1","1007006085"
"0","113411","","0","1007006","12","7","","","1","1007006086"
"","113411","1","0.2","1007006","3","svd_talk_normal","","","1","1007006087"
"","3","","","1007006","93","","","","","1007006088"
"","113411","1","0.2","1007006","3","svd_idle_normal","","","1","1007006089"
"","1007006074","","","1007006","101","","","","","1007006090"
"0","333","0","1","1007006","6","1","","1","1","1007006091"
"","113511","","","1007006","4","1","","","","1007006092"
"","113511","","0.2","1007006","3","svd_run","","","1","1007006093"
"","113511","0","","1007006","2","-750","","0.8","-300","1007006094"
"","113411","","","1007006","4","0","","","","1007006095"
"","113411","","0.2","1007006","3","svd_run","","","1","1007006096"
"","113411","0","","1007006","2","750","","0.8","-300","1007006097"
"","0.6","","","1007006","93","","","","","1007006098"
"0","113511","0","0.2","1007006","6","1","","1","1","1007006099"
"0","113411","0","0.2","1007006","6","1","","1","1","1007006100"
"","0","","","1007006","91","","","","","1007006101"
"0","1","-560","2.08","1007007","5","113511","svd_idle_normal","-250","100","1007007001"
"1","2","-560","2.08","1007007","5","113411","svd_idle_normal","250","100","1007007002"
"0","3","0","1","1007007","5","333","svd_white_loop","0","0","1007007003"
"0","333","0","0","1007007","6","1","","1","1","1007007004"
"0","113511","0","0","1007007","6","1","","1","1","1007007005"
"0","113411","0","0","1007007","6","1","","1","1","1007007006"
"","1","","","1007007","93","","","","","1007007007"
"0","333","0.4","0.8","1007007","6","1","","1","1","1007007008"
"0.2","113511","1","0.2","1007007","3","svd_jump2","","svd_idle_normal","0","1007007009"
"0.2","113411","1","0.2","1007007","3","svd_jump2","","svd_idle_normal","0","1007007010"
"","0.3","","","1007007","93","","","","","1007007011"
"","113511","0","","1007007","2","-250","","0.75","-300","1007007012"
"","113411","0","","1007007","2","250","","0.75","-300","1007007013"
"0","113511","1","0.4","1007007","6","1","","1","1","1007007014"
"0","113411","1","0.4","1007007","6","1","","1","1","1007007015"
"0","113511","","0","1007007","12","6","","","0.2","1007007016"
"0","113411","","0","1007007","12","6","","","0.2","1007007017"
"","1.2","","","1007007","93","","","","","1007007018"
"","0","","","1007007","91","","","","","1007007019"
"","113411","","0.2","1007007","3","svd_idle_normal","","","1","1007007020"
"","113511","","0.2","1007007","3","svd_talk_joy2","","","1","1007007021"
"","vo_svd","","","1007007","21","vo_svd_0721","","0","0","1007007022"
"0","113511","0","0","1007007","11","お姉ちゃんも弟くんの\n楽しそうな顔が見られて\nうれしかったよ！","1","0","7","1007007023"
"","0","","","1007007","91","","","","","1007007024"
"","113511","","0.2","1007007","3","svd_idle_joy2","","","1","1007007025"
"","113411","","0.2","1007007","3","svd_talk_memory","","","1","1007007026"
"","vo_svd","","","1007007","21","vo_svd_0722","","0","0","1007007027"
"0","113411","0","0","1007007","11","そもそも、あなた様からの\nボールを落とすなんて、絶対に\nあってはいけませんわ…","1","0","6","1007007028"
"","0","","","1007007","91","","","","","1007007029"
"","113411","","0.2","1007007","3","svd_idle_memory","","","1","1007007030"
"","113511","","0.2","1007007","3","svd_talk_joy2","","","1","1007007031"
"","vo_svd","","","1007007","21","vo_svd_0723","","0","0","1007007032"
"0","113511","0","0","1007007","11","その通り！\nどんな場所に来ようと\n必ず打ち返してみせるよ！","1","0","6","1007007033"
"","0","","","1007007","91","","","","","1007007034"
"","113511","","0.2","1007007","3","svd_idle_joy2","","","1","1007007035"
"","113411","","0.2","1007007","3","svd_talk_sad","","","1","1007007036"
"","vo_svd","","","1007007","21","vo_svd_0724","","0","0","1007007037"
"0","113411","0","0","1007007","11","ですが、あなた様からの\n贈り物と考えると、そのまま\n受け止めたくなる誘惑も…","1","0","6","1007007038"
"","0","","","1007007","91","","","","","1007007039"
"","113411","","0.2","1007007","3","svd_idle_sad","","","1","1007007040"
"","113511","","0.2","1007007","3","svd_talk_anger","","","1","1007007041"
"","vo_svd","","","1007007","21","vo_svd_0725","","0","0","1007007042"
"0","113511","0","0","1007007","11","ダメだよ！　誘惑を振り切って\n私たちはボールを返すの！\nそれが…","1","0","7","1007007043"
"","4.2","","","1007007","93","","","","","1007007044"
"","113511","","0.2","1007007","3","svd_talk_sad","","","1","1007007045"
"","1007007043","","","1007007","91","","","","","1007007046"
"","113511","","0.2","1007007","3","svd_idle_sad","","","1","1007007047"
"","113411","","0.2","1007007","3","svd_talk_sad","","","1","1007007048"
"","vo_svd","","","1007007","21","vo_svd_0726","","0","0","1007007049"
"0","113411","0","0","1007007","11","ビーチバレー…\nなんて酷なスポーツ…","1","0","5","1007007050"
"","0","","","1007007","91","","","","","1007007051"
"","113411","","0.2","1007007","3","svd_idle_sad","","","1","1007007052"
"","","","","1007007","102","","","","","1007007053"
"","1","","","1007007","93","","","","","1007007054"
"0","113511","","0","1007007","12","13","","","1","1007007055"
"","113511","","0.2","1007007","3","svd_talk_normal","","","1","1007007056"
"","3","","","1007007","93","","","","","1007007057"
"","113511","","0.2","1007007","3","svd_idle_normal","","","1","1007007058"
"0","113411","","0","1007007","12","12","","","1","1007007059"
"","113411","1","0.2","1007007","3","svd_talk_sad","","","1","1007007060"
"","3","","","1007007","93","","","","","1007007061"
"","113411","1","0.2","1007007","3","svd_idle_sad","","","1","1007007062"
"0","113511","","0","1007007","12","4","","","1","1007007063"
"","113511","","0.2","1007007","3","svd_talk_anger","","","1","1007007064"
"","3","","","1007007","93","","","","","1007007065"
"","113511","","0.2","1007007","3","svd_idle_wish","","","1","1007007066"
"0","113411","","0","1007007","12","11","","","1","1007007067"
"","113411","1","0.2","1007007","3","svd_talk_wish","","","1","1007007068"
"","3","","","1007007","93","","","","","1007007069"
"","113411","1","0.2","1007007","3","svd_idle_wish","","","1","1007007070"
"","1007007055","","","1007007","101","","","","","1007007071"
"0","333","0","1","1007007","6","1","","1","1","1007007072"
"","113511","","","1007007","4","1","","","","1007007073"
"","113511","","0.2","1007007","3","svd_run","","","1","1007007074"
"","113511","0","","1007007","2","-750","","0.8","-300","1007007075"
"","113411","","","1007007","4","0","","","","1007007076"
"","113411","","0.2","1007007","3","svd_run","","","1","1007007077"
"","113411","0","","1007007","2","750","","0.8","-300","1007007078"
"","0.6","","","1007007","93","","","","","1007007079"
"0","113511","0","0.2","1007007","6","1","","1","1","1007007080"
"0","113411","0","0.2","1007007","6","1","","1","1","1007007081"
"","0","","","1007007","91","","","","","1007007082"
"0","2","-300","2.08","1007008","5","113511","svd_idle_normal","-650","100","1007008001"
"1","1","-300","2.08","1007008","5","113411","svd_idle_normal","650","100","1007008002"
"0","3","0","1","1007008","5","333","svd_white_loop","0","0","1007008003"
"0","333","0","0","1007008","6","1","","1","1","1007008004"
"0","113511","0","0","1007008","6","1","","1","1","1007008005"
"0","113411","0","0","1007008","6","1","","1","1","1007008006"
"","1","","","1007008","93","","","","","1007008007"
"0","333","0.4","0.8","1007008","6","1","","1","1","1007008008"
"","113511","","0.2","1007008","3","svd_walk_sad","","","1","1007008009"
"","113511","0","","1007008","2","-250","","2","-300","1007008010"
"0","113511","1","0.4","1007008","6","1","","1","1","1007008011"
"","113411","","0.2","1007008","3","svd_walk_sad","","","1","1007008012"
"","113411","0","","1007008","2","250","","2","-300","1007008013"
"0","113411","1","0.4","1007008","6","1","","1","1","1007008014"
"","2","","","1007008","93","","","","","1007008015"
"","0","","","1007008","91","","","","","1007008016"
"","113411","","0.2","1007008","3","svd_idle_sad","","","1","1007008017"
"","113511","","0.2","1007008","3","svd_idle_sad","","","1","1007008018"
"","0.6","","","1007008","93","","","","","1007008019"
"","113511","","0.2","1007008","3","svd_talk_sad","","","1","1007008020"
"","vo_svd","","","1007008","21","vo_svd_0821","","0","0","1007008021"
"0","113511","0","0","1007008","11","ついに…\n終わってしまったのですね…","1","0","6","1007008022"
"","0","","","1007008","91","","","","","1007008023"
"","113511","","0.2","1007008","3","svd_idle_sad","","","1","1007008024"
"","113411","","0.2","1007008","3","svd_talk_sad","","","1","1007008025"
"","vo_svd","","","1007008","21","vo_svd_0822","","0","0","1007008026"
"0","113411","0","0","1007008","11","弟くんのがんばりを\n見届けられて\nうれしい気持ちと…","1","0","6","1007008027"
"","0","","","1007008","91","","","","","1007008028"
"","113411","","0.2","1007008","3","svd_idle_sad","","","1","1007008029"
"","113511","","0.2","1007008","3","svd_talk_sad","","","1","1007008030"
"","vo_svd","","","1007008","21","vo_svd_0823","","0","0","1007008031"
"0","113511","0","0","1007008","11","もう戻らない一度きりの夏への\n切なさが…","1","0","6","1007008032"
"","0","","","1007008","91","","","","","1007008033"
"","113511","","0.2","1007008","3","svd_idle_sad","","","1","1007008034"
"","113411","","0.2","1007008","3","svd_talk_anger","","","1","1007008035"
"","vo_svd","","","1007008","21","vo_svd_0824","","0","0","1007008036"
"0","113411","0","0","1007008","11","ダメ！　エリコちゃん！\n教室に向かう弟くんを\n笑って見送ろう！","1","0","6","1007008037"
"","4","","","1007008","93","","","","","1007008038"
"0.2","113411","1","0.2","1007008","3","svd_talk_guts2","","svd_idle_guts2","0","1007008039"
"","1007008037","","","1007008","91","","","","","1007008040"
"","113411","","0.2","1007008","3","svd_idle_wish","","","1","1007008041"
"","113511","","0.2","1007008","3","svd_talk_thinking","","","1","1007008042"
"","vo_svd","","","1007008","21","vo_svd_0825","","0","0","1007008043"
"0","113511","0","0","1007008","11","そうですね…！\nそれこそがあのおかたのため。","1","0","6","1007008044"
"","3.5","","","1007008","93","","","","","1007008045"
"0.2","113511","1","0.2","1007008","3","svd_talk_guts2","","svd_idle_guts2","0","1007008046"
"","1007008044","","","1007008","91","","","","","1007008047"
"","113511","","0.2","1007008","3","svd_idle_wish","","","1","1007008048"
"0.2","113411","1","0.2","1007008","3","svd_cmn_smile1","","svd_idle_wish","0","1007008049"
"","vo_svd","","","1007008","21","vo_svd_0826","","0","0","1007008050"
"0","113411","0","0","1007008","11","いってらっしゃい！\n弟くん！","1","0","7","1007008051"
"","0","","","1007008","91","","","","","1007008052"
"","113411","","0.2","1007008","3","svd_idle_wish","","","1","1007008053"
"","113511","","0.2","1007008","3","svd_talk_wish2","","","1","1007008054"
"","vo_svd","","","1007008","21","vo_svd_0827","","0","0","1007008055"
"0","113511","0","0","1007008","11","私たちはいつでもどこでも\nあなた様を見守って\nおりますわ…！","1","0","7","1007008056"
"","3","","","1007008","93","","","","","1007008057"
"0.2","113511","1","0.2","1007008","3","svd_obsession2","","svd_idle_wish2","0","1007008058"
"","1007008056","","","1007008","91","","","","","1007008059"
"","","","","1007008","102","","","","","1007008060"
"","1","","","1007008","93","","","","","1007008061"
"0","113411","","0","1007008","12","10","","","1","1007008062"
"","113411","","0.2","1007008","3","svd_talk_normal","","","1","1007008063"
"","3","","","1007008","93","","","","","1007008064"
"","113411","","0.2","1007008","3","svd_idle_normal","","","1","1007008065"
"0","113511","","0","1007008","12","12","","","1","1007008066"
"","113511","1","0.2","1007008","3","svd_talk_sad","","","1","1007008067"
"","3","","","1007008","93","","","","","1007008068"
"","113511","1","0.2","1007008","3","svd_idle_sad","","","1","1007008069"
"0","113411","","0","1007008","12","7","","","1","1007008070"
"0.2","113411","1","0.2","1007008","3","svd_talk_guts2","","svd_idle_guts2","0","1007008071"
"","3","","","1007008","93","","","","","1007008072"
"","113411","","0.2","1007008","3","svd_idle_guts2","","","1","1007008073"
"0","113511","","0","1007008","12","7","","","1","1007008074"
"","113511","1","0.2","1007008","3","svd_talk_wish","","","1","1007008075"
"","3","","","1007008","93","","","","","1007008076"
"","113511","1","0.2","1007008","3","svd_idle_wish","","","1","1007008077"
"","1007008062","","","1007008","101","","","","","1007008078"
"0","333","0","1","1007008","6","1","","1","1","1007008079"
"","113511","","","1007008","4","1","","","","1007008080"
"","113511","","0.2","1007008","3","svd_run","","","1","1007008081"
"","113511","0","","1007008","2","-750","","0.8","-300","1007008082"
"","113411","","","1007008","4","0","","","","1007008083"
"","113411","","0.2","1007008","3","svd_run","","","1","1007008084"
"","113411","0","","1007008","2","750","","0.8","-300","1007008085"
"","0.6","","","1007008","93","","","","","1007008086"
"0","113511","0","0.2","1007008","6","1","","1","1","1007008087"
"0","113411","0","0.2","1007008","6","1","","1","1","1007008088"
"","0","","","1007008","91","","","","","1007008089"
