19d613b12c88574229e3e52e86a74fd47b2465c6e12622245ed39a40d2001026,eeaff8240e9bb561c85840813acc014c35a12f0ef29024f993a959bb2dee8348,9b45c8302194d0c17f327d11585d2ed871c63d6a34800015d116bcfadd567ff2,a478f63532bd531f1adc0765392c0539d3a5b80fef77ff0e8748e3a2af7b2073,f7259a0e3651370c5a724a4ae4e94ef1ef941f8dda0a9e6facd5a4df50858f3e,5ba4309552ca049faf52878396d35bab2c743b70cf5ed9d4d51d24295438d1d8,0df7966450dc24e2869b4803d17c7743e7d71a75c9a51d7c391c30310ebce171,5839013aacc80c360c3a8b1ddc526f8a130cc69afb21ce0234c37ecafb155268,eb190f4c6da853f9c6130a374fdb1b6d4dc217c92b79d205e476ab6b49f49570,6325a6b6feaf133eeb08f668f43dc256b2ba43f482c29da879dc85ab7136ab6a,dc7c9287f1b1a79bfa7a61924d0fb45abc1e92cb3e27938993b2b6b3483d5bd8
"20212","","travel_topdrama_r_2000_talk_cool_loop_normal2","1","0","travel_topdrama_r_2000_talk_cool_in_normal2","104311","3","0","1202120008","0.2"
"20212","","0","","0","vo_travel_talk_20021_01","vo_travel_talk","21","","1202120009",""
"20212","0","1","1","10","あたしはそういう時は直進するけどな！\nでも判断に迷うってことは疲れてんだろ。\nほら、甘い物食って休憩しようぜ。","104311","11","0","1202120010","0"
"20212","","","","","","0","91","","1202120011",""
"20212","","travel_topdrama_r_2000_eat_idle","1","0","travel_topdrama_r_2000_eat_in","104311","3","0","1202120012","0.2"
"20212","","travel_topdrama_r_2000_eat_idle","1","0","travel_topdrama_r_2000_eat_in","3","3","0","1202120013","0.2"
"20212","","","","0","travel_topdrama_r_2000_eat_in","101411","3","","1202120014","0.2"
"20212","","","","0","travel_topdrama_r_2000_eat_in","4","3","","1202120015","0.2"
"20212","","","","","","0","91","","1202120016",""
"20212","","","","1","travel_topdrama_r_2000_eat_talk","101411","3","","1202120017","0"
"20212","","","","1","travel_topdrama_r_2000_eat_talk","4","3","","1202120018","0"
"20212","","0","","0","vo_travel_talk_20021_02","vo_travel_talk","21","","1202120019",""
"20212","0","1","1","10","あぁ、疲れた脳に糖分が染みるね。\n気を取り直して推理してみた結果……\n私たちが進むべき道は、まっすぐだ！","101411","11","0","1202120020","0"
"20212","","","","","","0","91","","1202120021",""
"20212","","","","1","travel_topdrama_r_2000_eat_idle","101411","3","","1202120022","0.2"
"20212","","","","1","travel_topdrama_r_2000_eat_idle","4","3","","1202120023","0.2"
"20212","","","","","","","112","","1202120024",""
"20212","","","","","","0","91","","1202120025",""
"20221","travel_topdrama_r_2000_idle_smile","42","-68","101","102111","1","1","1","1202210001","0.8"
"20221","travel_topdrama_r_2000_idle_smile_normal","-42","-68","102","102311","1","1","0","1202210002","0.8"
"20221","travel_topdrama_r_2022_pukici","-100","-68","103","3","3","5","0","1202210003","0.8"
"20221","mana","0","-75","110","0","0","5","0","1202210004","1"
"20221","","","","","","0","91","","1202210005",""
"20221","","","","","0","10","93","","1202210006",""
"20221","","","","","","1202210006","101","","1202210007",""
"20221","","","","0","none","0","3","","1202210008","0"
"20221","","","","","","0","91","","1202210009",""
"20222","","","","","103","102111","13","","1202220001",""
"20222","","","","","104","102311","13","","1202220002",""
"20222","","","","","105","3","13","","1202220003",""
"20222","","travel_topdrama_r_2000_talk_sad_loop_dere","1","0","travel_topdrama_r_2000_talk_sad_in_dere","102111","3","","1202220004","0.2"
"20222","","0","","0","vo_travel_talk_20022_00","vo_travel_talk","21","","1202220005",""
"20222","0","1","1","10","今日の冒険、いつかお芝居にして\nみんなに見せてあげたいなぁ……♪\nアヤネとクルミの大冒険、なんてどう？","102111","11","0","1202220006","0"
"20222","","","","","","0","91","","1202220007",""
"20222","","","","1","travel_topdrama_r_2000_idle_sad_joy","102111","3","","1202220008","0.2"
"20222","","travel_topdrama_r_2000_talk_kyapi_loop","1","0","travel_topdrama_r_2000_talk_kyapi_in","102311","3","0.2","1202220009","0.2"
"20222","","0","","0","vo_travel_talk_20022_01","vo_travel_talk","21","","1202220010",""
"20222","0","1","1","10","私も賛成だよ！ 冒険冒険っ♪\n宝物あるかな～魔物が出るのかな♪\nさあ寄ってらっしゃい出てらっしゃい！","102311","11","0","1202220011","0"
"20222","","","","","","0","91","","1202220012",""
"20222","","","","1","travel_topdrama_r_2000_talk_smile_loop","102311","3","","1202220013","0.2"
"20222","","","","1","travel_topdrama_r_2000_talk_sad_loop_dere","102111","3","","1202220014","0.2"
"20222","","","","1","travel_topdrama_r_2022_laugh","3","3","","1202220015","0"
"20222","","0","","0","vo_travel_talk_20022_02","vo_travel_talk","21","","1202220016",""
"20222","0","1","1","10","『おい、魔物を気軽に呼び寄せるな！\n探すのは宝箱だけ！　急に走り出すな！\nあーあ……まったく、引率は大変だぜ』","3","11","0","1202220017","0"
"20222","","","","","","0","91","","1202220018",""
"20222","","","","","","","112","","1202220019",""
"20222","","","","","","0","91","","1202220020",""
"20231","travel_topdrama_r_2000_idle_doya","42","-68","101","104811","1","1","1","1202310001","0.8"
"20231","travel_topdrama_r_2000_idle_sad_surprise","-42","-68","102","104611","1","1","0","1202310002","0.8"
"20231","mana","0","-75","110","0","0","5","0","1202310003","1"
"20231","","","","","","0","91","","1202310004",""
"20231","","","","","0","10","93","","1202310005",""
"20231","","","","","","1202310005","101","","1202310006",""
"20231","","","","0","none","0","3","","1202310007","0"
"20231","","","","","","0","91","","1202310008",""
"20232","","","","","103","104811","13","","1202320001",""
"20232","","","","","104","104611","13","","1202320002",""
"20232","","travel_topdrama_r_2000_talk_doya_loop_faceAnger","1","0","travel_topdrama_r_2000_talk_doya_in_faceAnger","104811","3","0","1202320003","0.2"
"20232","","0","","0","vo_travel_talk_20023_00","vo_travel_talk","21","","1202320004",""
"20232","0","1","1","10","いろんな仕事を請け負ってきてるから\nのんびりする暇はないわ。調査に採集\n発掘に商売。冒険も効率的にいくわよ！","104811","11","0","1202320005","0"
"20232","","","","","","0","91","","1202320006",""
"20232","","","","1","travel_topdrama_r_2000_idle_doya_anger","104811","3","","1202320007","0.2"
"20232","","travel_topdrama_r_2000_talk_kyapi_loop_dere2","1","0","travel_topdrama_r_2000_talk_kyapi_in_dere2","104611","3","0","1202320008","0.2"
"20232","","0","","0","vo_travel_talk_20023_01","vo_travel_talk","21","","1202320009",""
"20232","0","1","1","10","ミフユはいっつも働きすぎにゃ。\n休憩はのんびりゆっくりするものにゃ。\nここで一緒に日向ぼっこするにゃ～♪","104611","11","0","1202320010","0"
"20232","","","","","","0","91","","1202320011",""
"20232","","","","1","travel_topdrama_r_2000_idle_sleep","104611","3","","1202320012","0.2"
"20232","","","","1","travel_topdrama_r_2000_talk_normal_surprise","104811","3","0","1202320013","0.2"
"20232","","0","","0","vo_travel_talk_20023_02","vo_travel_talk","21","","1202320014",""
"20232","0","1","1","10","たしかにここなら、質の良い休息が\nとれそうね♪　それじゃタイマーを\nセットして……効率的に休憩開始よ！","104811","11","0","1202320015","0"
"20232","","","","","","0","91","","1202320016",""
"20232","","","1","0","travel_topdrama_r_2000_talk_guts_in","104811","3","","1202320017","0.2"
"20232","","","","","","0","91","","1202320018",""
"20232","","","","1","travel_topdrama_r_2000_talk_guts_loop","104811","3","","1202320019","0"
"20232","","","","","0","1","93","","1202320020",""
"20232","","","","","","","112","","1202320021",""
"20232","","","","","","0","91","","1202320022",""
"20241","travel_topdrama_r_2000_idle_memory_blink","42","-68","101","102711","1","1","1","1202410001","0.8"
"20241","travel_topdrama_r_2000_idle_normal","-42","-68","102","105111","1","1","0","1202410002","0.8"
"20241","mana","0","-75","110","0","0","5","0","1202410003","1"
"20241","","","","","","0","91","","1202410004",""
"20241","","","","","0","10","93","","1202410005",""
"20241","","","","","","1202410005","101","","1202410006",""
"20241","","","","0","none","0","3","","1202410007","0"
"20241","","","","","","0","91","","1202410008",""
"20242","","","","","103","102711","13","","1202420001",""
"20242","","","","","104","105111","13","","1202420002",""
"20242","","","","1","travel_topdrama_r_2000_talk_wish_loop","102711","3","","1202420003","0.2"
"20242","","0","","0","vo_travel_talk_20024_00","vo_travel_talk","21","","1202420004",""
"20242","0","1","1","10","私の行く手を阻むものは容赦なく\n壊しつくしますわ、クスクス。すべては\nあのおかたと私の未来のため……","102711","11","0","1202420005","0"
"20242","","","","","","0","91","","1202420006",""
"20242","","","","1","travel_topdrama_r_2000_idle_wish_joy","102711","3","","1202420007","0.2"
"20242","","travel_topdrama_r_2000_humu_loop","1","0","travel_topdrama_r_2000_humu_in","105111","3","0","1202420008","0.2"
"20242","","0","","0","vo_travel_talk_20024_01","vo_travel_talk","21","","1202420009",""
"20242","0","1","1","10","さすが壊し屋。来た道には瓦礫が\n山積みだわ。そのうえまだ壊すつもり\nだなんて、恐れ入るわね。ふふっ……♪","105111","11","0","1202420010","0"
"20242","","","","","","0","91","","1202420011",""
"20242","","","","1","travel_topdrama_r_2000_humu_loop_shy","105111","3","","1202420012","0.2"
"20242","","","","1","travel_topdrama_r_2000_talk_sad_loop_doya","102711","3","","1202420013","0.2"
"20242","","0","","0","vo_travel_talk_20024_02","vo_travel_talk","21","","1202420014",""
"20242","0","1","1","10","実験材料を探しに来たあなたも同じです\n隻眼の悪魔。お互い満足のいく成果を\n手に入れましょう……クスクスクス。","102711","11","0","1202420015","0"
"20242","","","","","","0","91","","1202420016",""
"20242","","","","1","travel_topdrama_r_2000_idle_sad_nervous","102711","3","","1202420017","0.2"
"20242","","","","","","","112","","1202420018",""
"20242","","","","","","0","91","","1202420019",""
"20251","travel_topdrama_r_2000_hop_loop","42","-68","101","100511","1","1","1","1202510001","0.8"
"20251","travel_topdrama_r_2000_idle_doya_talkJoy1R","-42","-68","102","103711","1","1","0","1202510002","0.8"
"20251","mana","0","-75","110","0","0","5","0","1202510003","1"
"20251","","","","","","0","91","","1202510004",""
"20251","","","","","0","10","93","","1202510005",""
"20251","","","","","","1202510005","101","","1202510006",""
"20251","","","","0","none","0","3","","1202510007","0"
"20251","","","","","","0","91","","1202510008",""
"20252","","","","","103","100511","13","","1202520001",""
"20252","","","","","104","103711","13","","1202520002",""
"20252","","travel_topdrama_r_2000_hop_loop","1","0","travel_topdrama_r_2000_hop_in","100511","3","","1202520003","0.2"
"20252","","0","","0","vo_travel_talk_20025_00","vo_travel_talk","21","","1202520004",""
"20252","0","1","1","10","うわあー！　すごいッス！　絶景ッス！\nかっこいいッスー！　トラタイガーが\n修行してる場所みたいッスー！","100511","11","0","1202520005","0"
"20252","","","","","","0","91","","1202520006",""
"20252","","","","1","travel_topdrama_r_2000_hop_idle","100511","3","","1202520007","0.2"
"20252","","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","1","0","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","103711","3","","1202520008","0.2"
"20252","","0","","0","vo_travel_talk_20025_01","vo_travel_talk","21","","1202520009",""
"20252","0","1","1","10","過酷な環境に身を置いて己を\n研鑽するのもまた、冒険の醍醐味だね。\nそれにここなら思う存分変身──……","103711","11","0","1202520010","0"
"20252","","","","","","0","91","","1202520011",""
"20252","","travel_topdrama_r_2000_tomo_henshin_loop","1","0","travel_topdrama_r_2000_tomo_henshin_in","103711","3","0","1202520012","0.1"
"20252","","travel_topdrama_r_2000_matsuri_eieio_loop","1","0","travel_topdrama_r_2000_matsuri_eieio_in","100511","3","0.2","1202520013","0.2"
"20252","","0","","0","vo_travel_talk_20025_02","vo_travel_talk","21","","1202520014",""
"20252","0","1","1","10","正義のヒーローに変身しちゃうッス！\nなんて、それは冗談ッスけど……あれ、\nトモね～ちゃんも変身ポーズッスか？","100511","11","0","1202520015","0"
"20252","","","","","","0","91","","1202520016",""
"20252","","","","","","","112","","1202520017",""
"20252","","","","","","0","91","","1202520018",""
"20261","travel_topdrama_r_2000_idle_wish_joy","0","-68","101","105911","1","1","1","1202610001","0.8"
"20261","mana","0","-75","110","0","0","5","0","1202610002","1"
"20261","","","","","","0","91","","1202610003",""
"20261","","","","","0","10","93","","1202610004",""
"20261","","","","","","1202610004","101","","1202610005",""
"20261","","","","0","none","0","3","","1202610006","0"
"20261","","","","","","0","91","","1202610007",""
"20262","","","","","103","105911","13","","1202620001",""
"20262","","travel_topdrama_r_2000_talk_surprise_loop","1","0","travel_topdrama_r_2000_wishToSurprise","105911","3","0","1202620002","0.1"
"20262","","0","","0","vo_travel_talk_20026_00","vo_travel_talk","21","","1202620003",""
"20262","0","1","1","10","ふむ、ずいぶんと遠くまで来たようで\nございます。ですが、冒険というのは\nいつの時分にも楽しいものですね……♪","105911","11","0","1202620004","0"
"20262","","","","","","0","91","","1202620005",""
"20262","","","","1","travel_topdrama_r_2000_talk_wish_loop","105911","3","","1202620006","0.2"
"20262","","0","","0","vo_travel_talk_20026_01","vo_travel_talk","21","","1202620007",""
"20262","0","1","1","10","わたくしも、みなさまに負けないよう、\n調査を進めてまいります。\n見ていてくださいまし、主さま。","105911","11","0","1202620008","0"
"20262","","","","","","0","91","","1202620009",""
"20262","","","","","","","112","","1202620010",""
"20262","","","","","","0","91","","1202620011",""
"20271","travel_topdrama_r_2000_ames_idle_normal","0","-68","101","123011","1","1","1","1202710001","0.8"
"20271","mana","0","-75","110","0","0","5","0","1202710002","1"
"20271","","","","","","0","91","","1202710003",""
"20271","","","","","0","10","93","","1202710004",""
"20271","","","","","","1202710004","101","","1202710005",""
"20271","","","","0","none","0","3","","1202710006","0"
"20271","","","","","","0","91","","1202710007",""
"20272","","","","","103","123011","13","","1202720001",""
"20272","","travel_topdrama_r_2000_ames_talk_wish_loop","1","0","travel_topdrama_r_2000_ames_talk_wish_in","123011","3","0","1202720002","0.2"
"20272","","0","","0","vo_travel_talk_20027_00","vo_travel_talk","21","","1202720003",""
"20272","0","1","1","10","はぁ、はぁ……冒険って想像してたより\nずっと体力が必要なのね……ん、でも\n実際に来てみると、いい景色だわ♪","123011","11","0","1202720004","0"
"20272","","","","","","0","91","","1202720005",""
"20272","","","","1","travel_topdrama_r_2000_ames_talk_yareyare","123011","3","","1202720006","0.2"
"20272","","0","","0","vo_travel_talk_20027_01","vo_travel_talk","21","","1202720007",""
"20272","0","1","1","10","今度はあいつと一緒に……\nどこに行こうかしら。\nエスコートしてもらわなくちゃね。","123011","11","0","1202720008","0"
"20272","","","","","","0","91","","1202720009",""
"20272","","","","1","travel_topdrama_r_2000_ames_idle_yareyare","123011","3","","1202720010","0.2"
"20272","","","","","","","112","","1202720011",""
"20272","","","","","","0","91","","1202720012",""
"20281","travel_topdrama_r_2000_idle_cool","42","-68","101","106811","1","1","1","1202810001","0.8"
"20281","travel_topdrama_r_2000_kaiser_idle_arm_crossed","-42","-68","102","106911","1","1","0","1202810002","0.8"
"20281","mana","0","-75","110","0","0","5","0","1202810003","1"
"20281","","","","","","0","91","","1202810004",""
"20281","","","","","0","10","93","","1202810005",""
"20281","","","","","","1202810005","101","","1202810006",""
"20281","","","","0","none","0","3","","1202810007","0"
"20281","","","","","","0","91","","1202810008",""
"20282","","","","","103","106811","13","","1202820001",""
"20282","","","","","104","106911","13","","1202820002",""
"20282","","travel_topdrama_r_2000_talk_cool_loop","1","0","travel_topdrama_r_2000_talk_cool_in","106811","3","0","1202820003","0.2"
"20282","","0","","0","vo_travel_talk_20028_00","vo_travel_talk","21","","1202820004",""
"20282","0","1","1","10","アハハ、不機嫌顔だね。ま、いきなり\n引っ張り出されたらそりゃ不満か。\nほらほら、冒険だよ、楽しまなくちゃ！","106811","11","0","1202820005","0"
"20282","","","","","","0","91","","1202820006",""
"20282","","","","1","travel_topdrama_r_2000_idle_cool","106811","3","","1202820007","0.2"
"20282","","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","1","0","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","106911","3","0","1202820008","0.2"
"20282","","0","","0","vo_travel_talk_20028_01","vo_travel_talk","21","","1202820009",""
"20282","0","1","1","10","あなたの能天気な物言い、はらわたが\n煮え返るほど不快だわ。この期に及んで\n冒険ですって……？　ふざけないで。","106911","11","0","1202820010","0"
"20282","","","","","","0","91","","1202820011",""
"20282","","","","1","travel_topdrama_r_2000_kaiser_idle_arm_crossed","106911","3","","1202820012","0.2"
"20282","","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","1","0","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","106811","3","","1202820013","0.2"
"20282","","0","","0","vo_travel_talk_20028_02","vo_travel_talk","21","","1202820014",""
"20282","0","1","1","10","アタシは本気だよ。山の頂上に谷底、\n海に草原、広がる世界！　おにぎりも\n持ったし準備は万端。さぁ、行くよ！","106811","11","0","1202820015","0"
"20282","","","","","","0","91","","1202820016",""
"20282","","","","1","travel_topdrama_r_2000_idle_arm_crossed","106811","3","","1202820017","0.2"
"20282","","","","","","","112","","1202820018",""
"20282","","","","","","0","91","","1202820019",""
"30011","travel_topdrama_r_3001_idle_B","-17.5","-75.6","51","1000001","1","1","0","1300110001","0.8"
"30011","travel_topdrama_r_3001_idle_B","-17.5","-75.6","50","12","1","5","0","1300110002","0.8"
"30011","travel_topdrama_r_3001_idle_A","31.4","-56.1","49","1000002","1","1","0","1300110003","0.8"
"30011","travel_topdrama_r_3001_idle_A","31.4","-56.1","48","11","1","5","0","1300110004","0.8"
"30011","travel_topdrama_r_3001_idle_A","31.4","-56.1","49","13","2","5","0","1300110005","0.8"
"30011","normal","0","-88","110","0","0","5","","1300110006","1"
"30011","","-43.7","0.5","-30.3","300101","300101","31","","1300110007","1"
"30011","","-110","1","260","300103","300103","31","","1300110008","1"
"30011","","-127","1","215","300111","300111","31","","1300110009","1"
"30011","","","","","0","0","91","","1300110010",""
"30011","","","","0","travel_topdrama_r_3001_idle_B","1000001","3","0","1300110011","0"
"30011","","","","0","travel_topdrama_r_3001_idle_B","12","3","0","1300110012","0"
"30011","","","","0","travel_topdrama_r_3001_idle_A","1000002","3","0","1300110013","0"
"30011","","","","0","travel_topdrama_r_3001_idle_A","11","3","0","1300110014","0"
"30011","","","","","0","1.7","93","","1300110015",""
"30011","","","","","0","1300110011","101","","1300110016",""
"30011","","","","0","none","0","3","","1300110017","0"
"30011","","","","","0","0","91","","1300110018",""
"30012","","-110","1","260","300106","300106","31","","1300120001","0"
"30012","","-110","1","260","300108","300108","31","","1300120002","0"
"30012","","92.6","0.4","17.3","300100","300100","31","","1300120003","0"
"30012","","92.6","0.4","0","300104","300104","31","","1300120004","0"
"30012","","","","","","0","91","","1300120005",""
"30012","","","","1","travel_topdrama_r_3001_idle_A","1000002","3","","1300120006","0.5"
"30012","","","","1","travel_topdrama_r_3001_idle_A","11","3","","1300120007","0.5"
"30012","","","","1","travel_topdrama_r_3001_idle_B","1000001","3","","1300120008","0.5"
"30012","","","","1","travel_topdrama_r_3001_idle_B","12","3","","1300120009","0.5"
"30012","","","","","0","0.2","93","","1300120010",""
"30012","","","","","1","300100","32","","1300120011",""
"30012","","","","","0","2","93","","1300120012",""
"30012","","","","","0","300103","32","","1300120013",""
"30012","","","","","1","300108","32","","1300120014",""
"30012","","","","","1","300106","32","","1300120015",""
"30012","","","","0","se_travel_top_fishing_hit","se_travel_top","23","","1300120016",""
"30012","","","","0","travel_topdrama_r_3001_1_01_A","1000002","3","","1300120017","0"
"30012","","","","0","travel_topdrama_r_3001_1_01_A","11","3","","1300120018","0"
"30012","","","","0","travel_topdrama_r_3001_1_01_B","1000001","3","","1300120019","0.5"
"30012","","","","0","travel_topdrama_r_3001_1_01_B","12","3","","1300120020","0.5"
"30012","","","","","","0","91","","1300120021",""
"30012","","","","","0","300108","32","","1300120022",""
"30012","","","","0","travel_topdrama_r_3001_1_02_A","1000002","3","","1300120023","0"
"30012","","","","0","travel_topdrama_r_3001_1_02_A","11","3","","1300120024","0"
"30012","","","","0","travel_topdrama_r_3001_1_02_B","1000001","3","","1300120025","0.2"
"30012","","","","0","travel_topdrama_r_3001_1_02_B","12","3","","1300120026","0.2"
"30012","","","","","0","1","93","","1300120027",""
"30012","","","","","0","300100","32","","1300120028",""
"30012","","","","","","0","91","","1300120029",""
"30012","","-110","1","260","300107","300107","31","","1300120030","1"
"30012","","","","0","se_travel_top_fishing_appear_box","se_travel_top","23","","1300120031",""
"30012","","","","0","travel_topdrama_r_3001_1_03_A","1000002","3","","1300120032",""
"30012","","","","0","travel_topdrama_r_3001_1_03_A","11","3","","1300120033",""
"30012","","","","0","travel_topdrama_r_3001_1_03_A","13","3","","1300120034",""
"30012","","","","0","travel_topdrama_r_3001_1_03_B","1000001","3","","1300120035",""
"30012","","travel_topdrama_r_3001_1_03_B_loop","1","0","travel_topdrama_r_3001_1_03_B","12","3","","1300120036","0.2"
"30012","","","","","0","0.8","93","","1300120037",""
"30012","","","","","0","300106","32","","1300120038",""
"30012","","","","","","","111","","1300120039",""
"30012","","","","","","0","91","","1300120040",""
"30021","travel_topdrama_r_3001_idle_B","-17.5","-75.6","51","1000001","1","1","0","1300210001","0.8"
"30021","travel_topdrama_r_3001_idle_B","-17.5","-75.6","50","12","1","5","0","1300210002","0.8"
"30021","travel_topdrama_r_3001_idle_A","31.4","-56.1","49","1000002","1","1","0","1300210003","0.8"
"30021","travel_topdrama_r_3001_idle_A","31.4","-56.1","48","11","1","5","0","1300210004","0.8"
"30021","travel_topdrama_r_3001_idle_A","31.4","-56.1","49","13","2","5","0","1300210005","0.8"
"30021","normal","0","-88","110","0","0","5","","1300210006","1"
"30021","","-43.7","0.5","-30.3","300201","300201","31","","1300210007","1"
"30021","","-110","1","260","300203","300203","31","","1300210008","1"
"30021","","-127","1","215","300211","300211","31","","1300210009","1"
"30021","","","","","0","0","91","","1300210010",""
"30021","","","","0","travel_topdrama_r_3001_idle_B","1000001","3","0","1300210011","0"
"30021","","","","0","travel_topdrama_r_3001_idle_B","12","3","0","1300210012","0"
"30021","","","","0","travel_topdrama_r_3001_idle_A","1000002","3","0","1300210013","0"
"30021","","","","0","travel_topdrama_r_3001_idle_A","11","3","0","1300210014","0"
"30021","","","","","0","1.7","93","","1300210015",""
"30021","","","","","0","1300210011","101","","1300210016",""
"30021","","","","0","none","0","3","","1300210017","0"
"30021","","","","","0","0","91","","1300210018",""
"30022","","-110","1","260","300206","300206","31","","1300220001","0"
"30022","","-110","1","260","300208","300208","31","","1300220002","0"
"30022","","92.6","0.4","17.3","300200","300200","31","","1300220003","0"
"30022","","92.6","0.4","0","300204","300204","31","","1300220004","0"
"30022","","","","","","0","91","","1300220005",""
"30022","","","","1","travel_topdrama_r_3001_idle_A","1000002","3","","1300220006","0.5"
"30022","","","","1","travel_topdrama_r_3001_idle_A","11","3","","1300220007","0.5"
"30022","","","","1","travel_topdrama_r_3001_idle_B","1000001","3","","1300220008","0.5"
"30022","","","","1","travel_topdrama_r_3001_idle_B","12","3","","1300220009","0.5"
"30022","","","","","0","0.2","93","","1300220010",""
"30022","","","","","1","300200","32","","1300220011",""
"30022","","","","","0","2","93","","1300220012",""
"30022","","","","","0","300203","32","","1300220013",""
"30022","","","","","1","300208","32","","1300220014",""
"30022","","","","","1","300206","32","","1300220015",""
"30022","","","","0","se_travel_top_fishing_hit","se_travel_top","23","","1300220016",""
"30022","","","","0","travel_topdrama_r_3001_1_01_A","1000002","3","","1300220017","0"
"30022","","","","0","travel_topdrama_r_3001_1_01_A","11","3","","1300220018","0"
"30022","","","","0","travel_topdrama_r_3001_1_01_B","1000001","3","","1300220019","0.5"
"30022","","","","0","travel_topdrama_r_3001_1_01_B","12","3","","1300220020","0.5"
"30022","","","","","","0","91","","1300220021",""
"30022","","","","","0","300208","32","","1300220022",""
"30022","","","","0","travel_topdrama_r_3001_1_02_A","1000002","3","","1300220023","0"
"30022","","","","0","travel_topdrama_r_3001_1_02_A","11","3","","1300220024","0"
"30022","","","","0","travel_topdrama_r_3001_1_02_B","1000001","3","","1300220025","0.2"
"30022","","","","0","travel_topdrama_r_3001_1_02_B","12","3","","1300220026","0.2"
"30022","","","","","0","1","93","","1300220027",""
"30022","","","","","0","300200","32","","1300220028",""
"30022","","","","","","0","91","","1300220029",""
"30022","","-110","1","260","300107","300207","31","","1300220030","1"
"30022","","","","0","se_travel_top_fishing_appear_silverbox","se_travel_top","23","","1300220031",""
"30022","","","","0","travel_topdrama_r_3001_1_03_A","1000002","3","","1300220032",""
"30022","","","","0","travel_topdrama_r_3002_03_A","11","3","","1300220033",""
"30022","","","","0","travel_topdrama_r_3002_03_A","13","3","","1300220034",""
"30022","","","","0","travel_topdrama_r_3001_1_03_B","1000001","3","","1300220035",""
"30022","","travel_topdrama_r_3001_1_03_B_loop","1","0","travel_topdrama_r_3001_1_03_B","12","3","","1300220036","0.2"
"30022","","","","","0","0.8","93","","1300220037",""
"30022","","","","","0","300206","32","","1300220038",""
"30022","","","","","","","111","","1300220039",""
"30022","","","","","","0","91","","1300220040",""
"30031","travel_topdrama_r_3001_idle_B","-17.5","-75.6","51","1000001","1","1","0","1300310001","0.8"
"30031","travel_topdrama_r_3001_idle_B","-17.5","-75.6","50","12","1","5","0","1300310002","0.8"
"30031","travel_topdrama_r_3001_idle_A","31.4","-56.1","49","1000002","1","1","0","1300310003","0.8"
"30031","travel_topdrama_r_3001_idle_A","31.4","-56.1","48","11","1","5","0","1300310004","0.8"
"30031","travel_topdrama_r_3001_none","-170","-20","52","15","4","5","0","1300310005","0.85"
"30031","normal","0","-88","110","0","0","5","","1300310006","1"
"30031","","-43.7","0.5","-30.3","300301","300301","31","","1300310007","1"
"30031","","-110","1","260","300303","300303","31","","1300310008","1"
"30031","","-127","1","215","300311","300311","31","","1300310009","1"
"30031","","","","","0","0","91","","1300310010",""
"30031","","","","0","travel_topdrama_r_3001_idle_B","1000001","3","0","1300310011","0"
"30031","","","","0","travel_topdrama_r_3001_idle_B","12","3","0","1300310012","0"
"30031","","","","0","travel_topdrama_r_3001_idle_A","1000002","3","0","1300310013","0"
"30031","","","","0","travel_topdrama_r_3001_idle_A","11","3","0","1300310014","0"
"30031","","","","","0","1.7","93","","1300310015",""
"30031","","","","","0","1300310011","101","","1300310016",""
"30031","","","","0","none","0","3","","1300310017","0"
"30031","","","","","0","0","91","","1300310018",""
"30032","","-110","1","260","300306","300306","31","","1300320001","0"
"30032","","-110","1","260","300308","300308","31","","1300320002","0"
"30032","","92.6","0.4","17.3","300300","300300","31","","1300320003","0"
"30032","","92.6","0.4","0","300304","300304","31","","1300320004","0"
"30032","","","","","","0","91","","1300320005",""
"30032","","","","1","travel_topdrama_r_3001_idle_A","1000002","3","","1300320006","0.5"
"30032","","","","1","travel_topdrama_r_3001_idle_A","11","3","","1300320007","0.5"
"30032","","","","1","travel_topdrama_r_3001_idle_B","1000001","3","","1300320008","0.5"
"30032","","","","1","travel_topdrama_r_3001_idle_B","12","3","","1300320009","0.5"
"30032","","","","","0","0.2","93","","1300320010",""
"30032","","","","","1","300300","32","","1300320011",""
"30032","","","","","0","2","93","","1300320012",""
"30032","","","","","0","300303","32","","1300320013",""
"30032","","","","","1","300308","32","","1300320014",""
"30032","","","","","1","300306","32","","1300320015",""
"30032","","","","0","se_travel_top_fishing_hit","se_travel_top","23","","1300320016",""
"30032","","","","0","travel_topdrama_r_3001_1_01_A","1000002","3","","1300320017","0"
"30032","","","","0","travel_topdrama_r_3001_1_01_A","11","3","","1300320018","0"
"30032","","","","0","travel_topdrama_r_3001_1_01_B","1000001","3","","1300320019","0.5"
"30032","","","","0","travel_topdrama_r_3001_1_01_B","12","3","","1300320020","0.5"
"30032","","","","","","0","91","","1300320021",""
"30032","","","","","0","300308","32","","1300320022",""
"30032","","","","0","travel_topdrama_r_3001_1_02_A","1000002","3","","1300320023","0"
"30032","","","","0","travel_topdrama_r_3001_1_02_A","11","3","","1300320024","0"
"30032","","","","0","travel_topdrama_r_3001_1_02_B","1000001","3","","1300320025","0.2"
