b4ce14692ca0bd87a48c7e43d458264ca9adb2014264d063f19aab044fbec9ac,ad961dadb938c7151c4b3a7b959c7acce6ea424040d2999749ee5c227aeb7fba,a831f100ae4848ce259c15203909a1d230a11a7f1ef0ce412073ef30994b0c6f,44db306c42eeca41a12197e6fc51fa7b050fb68e65f269b7b4fa0e8ab95d0ab8,b33f0c7b44221fafc3a070601fdd307e958f3e4ab383194e236007e80943effe
"236","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74005404","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"237","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74005404","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"238","ＨＰ吸収ダウン","9","74005404","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"239","バトル時間制限","limit_time","74005405","バトル時間が60秒になる。"
"240","ダメージ減衰","18","74005405","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"241","ＴＰ上昇上限付与","17","74005405","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"242","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74005405","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"243","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74005405","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"244","ＨＰ吸収ダウン","9","74005405","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"245","ダメージ減衰","18","74005501","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"246","ＴＰ上昇上限付与","17","74005501","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"247","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74005501","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"248","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74005501","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"249","ＨＰ吸収ダウン","9","74005501","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"250","ＴＰダウンカット","boss_tp_down_cut","74005501","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"251","モンスター追加","add_shadow","74005502","ゴーレム、ウパルパが追加される。"
"252","ダメージ減衰","18","74005502","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"253","ＴＰ上昇上限付与","17","74005502","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"254","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74005502","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"255","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74005502","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"256","ＨＰ吸収ダウン","9","74005502","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"257","ＴＰダウンカット","boss_tp_down_cut","74005502","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"258","モンスター追加","add_shadow","74005503","ミヤコ、アオイが追加される。"
"259","ダメージ減衰","18","74005503","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"260","ＴＰ上昇上限付与","17","74005503","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"261","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74005503","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"262","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74005503","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"263","ＨＰ吸収ダウン","9","74005503","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"264","ＴＰダウンカット","boss_tp_down_cut","74005503","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"265","モンスター追加","add_shadow","74005504","ルナポッドが追加される。"
"266","ダメージ減衰","18","74005504","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"267","ＴＰ上昇上限付与","17","74005504","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"268","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74005504","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"269","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74005504","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"270","ＨＰ吸収ダウン","9","74005504","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"271","ＴＰダウンカット","boss_tp_down_cut","74005504","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"272","バトル時間制限","limit_time","74005505","バトル時間が60秒になる。"
"273","ダメージ減衰","18","74005505","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"274","ＴＰ上昇上限付与","17","74005505","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"275","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74005505","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"276","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74005505","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"277","ＨＰ吸収ダウン","9","74005505","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"278","ＴＰダウンカット","boss_tp_down_cut","74005505","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"279","シャドウ強化","star6_shadow","74006102","ハツネ（サマー）、サレン（サマー）、スズナ、キョウカのシャドウに専用装備が追加される。"
"280","シャドウ強化","star6_shadow","74006103","スズナ、キョウカのシャドウが★6になる。"
"281","編成キャラ数制限","limit_chara_num","74006103","編成可能キャラ数が4キャラになる。"
"282","編成キャラ数制限","limit_chara_num","74006104","編成可能キャラ数が4キャラになる。"
"283","物理無効バリア","27","74006104","バトル開始時、すべてのシャドウに物理無効バリアを展開する。"
"284","魔法無効バリア","28","74006104","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。"
"285","編成キャラ数制限","limit_chara_num","74006105","編成可能キャラ数が4キャラになる。"
"286","物理無効バリア","27","74006105","バトル開始時、すべてのシャドウに物理無効バリアを展開する。"
"287","魔法無効バリア","28","74006105","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。"
"288","シャドウ強化","star6_shadow","74006202","レイ（ニューイヤー）、シズル（ノワール）、シズル、ネアのシャドウに専用装備が追加される。"
"289","シャドウ強化","star6_shadow","74006203","レイ（ニューイヤー）、シズルのシャドウが★6になる。"
"290","編成キャラ数制限","limit_chara_num","74006203","編成可能キャラ数が4キャラになる。"
"291","編成キャラ数制限","limit_chara_num","74006204","編成可能キャラ数が4キャラになる。"
"292","ＴＰ回復","energy_recover","74006204","バトル開始時、すべてのシャドウのＴＰを特大回復。"
"293","編成キャラ数制限","limit_chara_num","74006205","編成可能キャラ数が4キャラになる。"
"294","ＴＰ回復","energy_recover","74006205","バトル開始時、すべてのシャドウのＴＰを特大回復させ、ＴＰ継続回復状態を付与する。"
"295","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74006301","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"296","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74006301","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"297","ＴＰダウンカット","boss_tp_down_cut","74006301","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。"
"298","魔法ダメージカット","boss_magic_cut","74006302","バトル開始時、すべてのモンスターが魔法ダメージ30％カット状態になる。"
"299","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74006302","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"300","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74006302","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"301","ＴＰダウンカット","boss_tp_down_cut","74006302","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。"
"302","魔法ダメージカット","boss_magic_cut","74006303","バトル開始時、すべてのモンスターが魔法ダメージ60％カット状態になる。"
"303","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74006303","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"304","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74006303","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"305","ＴＰダウンカット","boss_tp_down_cut","74006303","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。"
"306","ボス行動パターン変化","boss_ub_enhance","74006304","ボスモンスターの行動パターンが変化する。"
"307","魔法ダメージカット","boss_magic_cut","74006304","バトル開始時、すべてのモンスターが魔法ダメージ90％カット状態になる。"
"308","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74006304","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"309","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74006304","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"310","ＴＰダウンカット","boss_tp_down_cut","74006304","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。"
"311","ボス行動パターン変化","boss_ub_enhance","74006305","ボスモンスターの行動パターンが変化する。"
"312","魔法ダメージカット","boss_magic_cut","74006305","バトル開始時、すべてのモンスターが魔法ダメージ90％カット状態になる。"
"313","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74006305","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"314","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74006305","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"315","ＴＰダウンカット","boss_tp_down_cut","74006305","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。"
"316","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74006401","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"317","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74006401","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"318","物理ダメージカット","boss_physics_cut","74006402","バトル開始時、すべてのモンスターが物理ダメージ30％カット状態になる。"
"319","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74006402","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"320","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74006402","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"321","物理ダメージカット","boss_physics_cut","74006403","バトル開始時、すべてのモンスターが物理ダメージ60％カット状態になる。"
"322","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74006403","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"323","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74006403","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"324","モンスター追加","add_shadow","74006404","ジャングルガード、マコトのシャドウ、エリコのシャドウ、スタンプが追加される。"
"325","ボス行動パターン変化","boss_ub_enhance","74006404","ボスモンスターの行動パターンが変化する。"
"326","物理ダメージカット","boss_physics_cut","74006404","バトル開始時、すべてのモンスターが物理ダメージ90％カット状態になる。"
"327","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74006404","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"328","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74006404","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"329","ボス行動パターン変化","boss_ub_enhance","74006405","ボスモンスターの行動パターンが変化する。"
"330","物理ダメージカット","boss_physics_cut","74006405","バトル開始時、すべてのモンスターが物理ダメージ90％カット状態になる。"
"331","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74006405","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"332","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74006405","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"333","ＴＰダウンカット","boss_tp_down_cut","74006405","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。"
"334","ダメージ減衰","18","74006501","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"335","ＴＰ上昇上限付与","17","74006501","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"336","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74006501","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"337","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74006501","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"338","ＨＰ吸収ダウン","9","74006501","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"339","ＴＰダウンカット","boss_tp_down_cut","74006501","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"340","全属性ボーナス特大アップ","33","74006502","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。"
"341","ダメージ減衰","18","74006502","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"342","ＴＰ上昇上限付与","17","74006502","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"343","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74006502","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"344","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74006502","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"345","ＨＰ吸収ダウン","9","74006502","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"346","ＴＰダウンカット","boss_tp_down_cut","74006502","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"347","全属性ボーナス特大アップ","33","74006503","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。"
"348","ダメージ減衰","18","74006503","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"349","ＴＰ上昇上限付与","17","74006503","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"350","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74006503","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"351","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74006503","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"352","ＨＰ吸収ダウン","9","74006503","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"353","ＴＰダウンカット","boss_tp_down_cut","74006503","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"354","全属性ボーナス特大アップ","33","74006504","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。"
"355","ダメージ減衰","18","74006504","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"356","ＴＰ上昇上限付与","17","74006504","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"357","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74006504","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"358","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74006504","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"359","ＨＰ吸収ダウン","9","74006504","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"360","ＴＰダウンカット","boss_tp_down_cut","74006504","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"361","バトル時間制限","limit_time","74006505","バトル時間が60秒になる。"
"362","全属性ボーナス特大アップ","33","74006505","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。"
"363","ダメージ減衰","18","74006505","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"364","ＴＰ上昇上限付与","17","74006505","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"365","物理防御力（ダウン不可）アップ","boss_def_lower_limit","74006505","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"366","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","74006505","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"367","ＨＰ吸収ダウン","9","74006505","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"368","ＴＰダウンカット","boss_tp_down_cut","74006505","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"369","シャドウ強化","star6_shadow","74007102","リン（レンジャー）、サレン（サマー）、リノのシャドウに専用装備１が追加される。"
"370","シャドウ強化","star6_shadow","74007103","リノのシャドウが★6になる。"
"371","編成キャラ数制限","limit_chara_num","74007103","編成可能キャラ数が4キャラになる。"
"372","シャドウ強化","star6_shadow","74007104","サレン（サマー）、リノのシャドウに専用装備２が追加される。"
"373","編成キャラ数制限","limit_chara_num","74007104","編成可能キャラ数が4キャラになる。"
"374","物理無効バリア","27","74007104","バトル開始時、すべてのシャドウに物理無効バリアを展開する。"
"375","魔法無効バリア","28","74007104","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。"
"376","編成キャラ数制限","limit_chara_num","74007105","編成可能キャラ数が4キャラになる。"
"377","物理無効バリア","27","74007105","バトル開始時、すべてのシャドウに物理無効バリアを展開する。"
"378","魔法無効バリア","28","74007105","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。"
"379","シャドウ強化","star6_shadow","74007202","マツリ、ハツネ（サマー）、イオ（サマー）、アメス（サマー）のシャドウに専用装備１が追加される。"
"380","シャドウ強化","star6_shadow","74007203","マツリのシャドウが★6になる。"
"381","編成キャラ数制限","limit_chara_num","74007203","編成可能キャラ数が4キャラになる。"
"382","シャドウ強化","star6_shadow","74007204","ハツネ（サマー）、イオ（サマー）のシャドウに専用装備２が追加される。"
"383","編成キャラ数制限","limit_chara_num","74007204","編成可能キャラ数が4キャラになる。"
"384","ＴＰ回復","energy_recover","74007204","バトル開始時、すべてのシャドウのＴＰを特大回復。"
"385","バトル時間制限","limit_time","74007205","バトル時間が60秒になる。"
"386","編成キャラ数制限","limit_chara_num","74007205","編成可能キャラ数が4キャラになる。"
"387","ＴＰ回復","energy_recover","74007205","バトル開始時、すべてのシャドウのＴＰを特大回復。"
"388","ダメージ減衰","18","74007301","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"389","防御力（ダウン不可）アップ","boss_def_lower_limit","74007301","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。"
"390","ダメージ減衰","18","74007302","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"391","防御力（ダウン不可）アップ","boss_def_lower_limit","74007302","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。"
"392","全ダメージカット","boss_damage_cut","74007302","すべてのモンスターが受けるダメージを一定値カットさせる。"
"393","与ダメージアップ","damage_up","74007302","すべてのモンスターの与えるダメージをアップさせる。"
"394","防御力アップ","boss_def_up","74007302","すべてのモンスターの物理/魔法防御力をアップさせる。"
"395","ダメージ減衰","18","74007303","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"396","防御力（ダウン不可）アップ","boss_def_lower_limit","74007303","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。"
"397","全ダメージカット","boss_damage_cut","74007303","すべてのモンスターが受けるダメージを一定値カットさせる。"
"398","与ダメージアップ","damage_up","74007303","すべてのモンスターの与えるダメージをアップさせる。"
"399","防御力アップ","boss_def_up","74007303","すべてのモンスターの物理/魔法防御力をアップさせる。"
"400","クリティカルダウン","critical_down","74007303","すべてのキャラの物理/魔法クリティカルをダウンさせる。"
"401","ダメージ減衰","18","74007304","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"402","防御力（ダウン不可）アップ","boss_def_lower_limit","74007304","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。"
"403","全ダメージカット","boss_damage_cut","74007304","すべてのモンスターが受けるダメージを一定値カットさせる。"
"404","与ダメージアップ","damage_up","74007304","すべてのモンスターの与えるダメージをアップさせる。"
"405","防御力アップ","boss_def_up","74007304","すべてのモンスターの物理/魔法防御力をアップさせる。"
"406","クリティカルダウン","critical_down","74007304","すべてのキャラの物理/魔法クリティカルをダウンさせる。"
"407","ＨＰ吸収ダウン","9","74007304","すべてのキャラのＨＰ吸収をダウンさせる。"
"408","ダメージ減衰","18","74007305","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"409","防御力（ダウン不可）アップ","boss_def_lower_limit","74007305","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。"
"410","全ダメージカット","boss_damage_cut","74007305","すべてのモンスターが受けるダメージを一定値カットさせる。"
"411","与ダメージアップ","damage_up","74007305","すべてのモンスターの与えるダメージをアップさせる。"
"412","防御力アップ","boss_def_up","74007305","すべてのモンスターの物理/魔法防御力をアップさせる。"
"413","クリティカルダウン","critical_down","74007305","すべてのキャラの物理/魔法クリティカルをダウンさせる。"
"414","ＨＰ吸収ダウン","9","74007305","すべてのキャラのＨＰ吸収をダウンさせる。"
"415","ＴＰダウンカット","boss_tp_down_cut","74007305","すべてのモンスターがＴＰダウンカット状態になる。"
"416","ＨＰ回復量ダウン","hp_recovery_down","74007305","すべてのキャラのＨＰ回復量をダウンさせる。"
"417","防御力（ダウン不可）アップ","boss_def_lower_limit","74007401","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。"
"418","防御力（ダウン不可）アップ","boss_def_lower_limit","74007402","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。"
"419","防御力（ダウン不可）アップ","boss_def_lower_limit","74007403","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。"
"420","ＨＰ吸収ダウン","9","74007403","すべてのキャラのＨＰ吸収をダウンさせる。"
"421","ボス行動パターン変化","boss_ub_enhance","74007404","ボスモンスターの行動パターンが変化する。"
"422","防御力（ダウン不可）アップ","boss_def_lower_limit","74007404","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。"
"423","ＨＰ吸収ダウン","9","74007404","すべてのキャラのＨＰ吸収をダウンさせる。"
"424","ボス行動パターン変化","boss_ub_enhance","74007405","ボスモンスターの行動パターンが変化する。"
"425","防御力（ダウン不可）アップ","boss_def_lower_limit","74007405","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。"
"426","ＨＰ吸収ダウン","9","74007405","すべてのキャラのＨＰ吸収をダウンさせる。"
"427","ダメージ減衰","34","74007501","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。"
"428","防御力（ダウン不可）アップ","boss_def_lower_limit","74007501","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。"
"429","ダメージ減衰","34","74007502","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。"
"430","防御力（ダウン不可）アップ","boss_def_lower_limit","74007502","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。"
"431","ＴＰダウンカット","boss_tp_down_cut","74007502","すべてのモンスターがＴＰダウンカット状態になる。"
"432","ダメージ減衰","34","74007503","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。"
"433","防御力（ダウン不可）アップ","boss_def_lower_limit","74007503","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。"
"434","ＴＰダウンカット","boss_tp_down_cut","74007503","すべてのモンスターがＴＰダウンカット状態になる。"
"435","ＨＰ吸収ダウン","9","74007503","すべてのキャラのＨＰ吸収をダウンさせる。"
"436","モンスター追加","add_shadow","74007504","ルナポッドが追加される。"
"437","ダメージ減衰","34","74007504","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。"
"438","防御力（ダウン不可）アップ","boss_def_lower_limit","74007504","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。"
"439","ＴＰダウンカット","boss_tp_down_cut","74007504","すべてのモンスターがＴＰダウンカット状態になる。"
"440","ＨＰ吸収ダウン","9","74007504","すべてのキャラのＨＰ吸収をダウンさせる。"
"441","モンスター追加","add_shadow","74007505","ツムギのシャドウが追加される。"
"442","ダメージ減衰","34","74007505","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。"
"443","防御力（ダウン不可）アップ","boss_def_lower_limit","74007505","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。"
"444","ＴＰダウンカット","boss_tp_down_cut","74007505","すべてのモンスターがＴＰダウンカット状態になる。"
"445","ＨＰ吸収ダウン","9","74007505","すべてのキャラのＨＰ吸収をダウンさせる。"
"446","ＴＰ上昇ダウン","3","74007505","すべてのキャラのＴＰ上昇をダウンさせる。"
"447","シャドウ強化","star6_shadow","74008102","リマ、カヤ、イノリ、サレン（サマー）のシャドウに専用装備が追加される。"
"448","シャドウ強化","star6_shadow","74008103","リマ、カヤ、イノリのシャドウが★6になる。"
