eecc5cf54d5805cc9e158e282e7fdf7dccbf29d810ec89d87a9194f041026b17,5e9420cd213f2faefbb2597910d563818a6ec80e88d7208154c98fffc6cbcad7,c2d618e3e6d09b82ddd05bf9b4db887c84281812f89668f49e34a99b709592d2,31f454b9235c3f0089e3f7b577a0df7798a452c289badcc0b0eaa868fb4f5455,750f74a0c8acf53cab3e0c3f1768f94821e8089c288632ad66ea8030008b7fad,34df11c490b687e71addd1801b9aee41b6a438e1645253bcbfe63904bc9db851,19850d03a9510aab93fe63b56995969b23db3cafab3289954b4404b4c082d79a,fcb37a72a35e8315963a2c44fa9bb586db21e8334e20f6c063029e3f89b1434c,095a28ea09ed362ab26743f35a92ab6d6040d2a09177fc54bd197735eac0dd07,8456873090e0a141b320c07925cfc6a97773f2f3749fcead68f810d281a0f1dd,31f74e18c42714519fdc580af430bede9b08e862840986db6eaaebefac9cc160,bf84b8abb7dab2a315705a8f8a6c42e26edf4a9da693ab85db5f27cb29f0aebe,fbf003238cf407e7499e6eff580740bb5911e154a3aca06365a4ce29bae87b78,8647b023e57dfee526d6770acf60aebdc75b75c94c6729bea7a42033d64e36a7,0c7b797931152ca71968a346dc360629469555033198cc1183330bde18d60ad3
"26223","0","2622","264","2022/11/03 5:00:00","9101403","2816","0","500","310","10","101401","0","26221","26222"
"26233","0","2623","265","2022/11/03 5:00:00","9109403","2816","0","500","220","10","109401","0","26231","26232"
"26313","0","2631","266","2022/11/04 5:00:00","0","2816","0","500","564","10","0","0","26311","26312"
"26413","0","2641","267","2022/11/05 5:00:00","0","2816","0","500","499","10","0","0","26411","26412"
"26513","0","2651","268","2022/11/06 5:00:00","0","2816","0","500","435","10","0","0","26511","26512"
"26613","0","2661","269","2022/11/07 5:00:00","0","2816","0","500","372","10","0","0","26611","26612"
"26713","0","2671","270","2022/11/08 5:00:00","0","2816","0","500","309","10","0","0","26711","26712"
"26813","0","2681","271","2022/11/09 5:00:00","0","2816","0","500","246","10","0","0","26811","26812"
"26913","0","2691","272","2022/11/10 5:00:00","0","2816","0","500","183","10","0","0","26911","26912"
"27013","0","2701","273","2022/11/11 5:00:00","9104803","2816","0","500","85","10","104801","0","27011","27012"
"27113","0","2711","274","2022/11/12 5:00:00","0","2816","0","500","120","10","0","0","27111","27112"
"27213","0","2721","275","2022/11/13 5:00:00","0","2816","0","500","57","10","0","0","27211","27212"
"27313","0","2731","276","2022/11/14 5:00:00","0","2816","0","500","-6","10","0","0","27311","27312"
"27413","0","2741","277","2022/11/15 5:00:00","0","2816","0","500","-69","10","0","0","27411","27412"
"27513","0","2751","278","2022/11/16 5:00:00","0","2816","0","500","-132","10","0","0","27511","27512"
"27613","0","2761","279","2022/11/17 5:00:00","0","2816","0","500","-195","10","0","0","27611","27612"
"27713","0","2771","280","2022/11/18 5:00:00","0","2816","0","500","-258","10","0","0","27711","27712"
"27813","0","2781","281","2022/11/19 5:00:00","9104503","2816","0","500","-75","10","104501","0","27811","27812"
"27913","0","2791","282","2022/11/20 5:00:00","0","2816","0","500","-20","10","0","0","27911","27912"
"28013","0","2801","283","2022/11/21 5:00:00","0","2816","0","500","-60","10","0","0","28011","28012"
"28113","100601","2811","284","2022/11/22 5:00:00","9100603","2816","0","500","-235","10","102201","0","28111","28112"
"28213","0","2821","285","2022/11/23 5:00:00","0","2816","0","500","-210","10","0","0","28211","28212"
"28313","0","2831","286","2022/11/24 5:00:00","0","2816","0","500","-240","10","0","0","28311","28312"
"28413","0","2841","287","2022/11/25 5:00:00","9100503","2816","0","500","-445","10","100501","0","28411","28412"
"28513","0","2851","288","2022/11/26 5:00:00","0","2816","0","500","-321","10","0","0","28511","28512"
"28613","0","2861","289","2022/11/27 5:00:00","0","2816","0","500","-384","10","0","0","28611","28612"
"28713","0","2871","290","2022/11/28 5:00:00","0","2816","0","500","-448","10","0","0","28711","28712"
"28813","0","2881","291","2022/11/29 5:00:00","0","2816","0","500","-513","10","0","0","28811","28812"
"28913","0","2891","292","2022/11/30 5:00:00","0","2816","0","500","-579","10","0","1","28911","28912"
"29013","0","2901","293","2022/12/01 5:00:00","9109203","2816","4","600","330","11","109201","0","29011","29012"
"29113","0","2911","294","2022/12/02 5:00:00","0","2816","4","600","395","11","0","0","29111","29112"
"29213","0","2921","295","2022/12/03 5:00:00","0","2816","4","600","360","11","0","0","29211","29212"
"29313","0","2931","296","2022/12/04 5:00:00","0","2816","4","600","325","11","0","0","29311","29312"
"29413","0","2941","297","2022/12/05 5:00:00","0","2816","4","600","290","11","0","0","29411","29412"
"29513","0","2951","298","2022/12/06 5:00:00","0","2816","4","600","255","11","0","0","29511","29512"
"29613","0","2961","299","2022/12/07 5:00:00","0","2816","4","600","220","11","0","0","29611","29612"
"29713","0","2971","300","2022/12/08 5:00:00","0","2816","4","600","185","11","0","0","29711","29712"
"29813","0","2981","301","2022/12/09 5:00:00","0","2816","4","600","150","11","0","0","29811","29812"
"29913","0","2991","302","2022/12/10 5:00:00","0","2816","4","600","115","11","0","0","29911","29912"
"30013","0","3001","303","2022/12/11 5:00:00","0","2816","4","600","80","11","0","0","30011","30012"
"30113","0","3011","304","2022/12/12 5:00:00","9102503","2816","4","600","250","11","102501","0","30111","30112"
"30213","0","3021","305","2022/12/13 5:00:00","0","2816","4","600","45","11","0","0","30211","30212"
"30313","0","3031","306","2022/12/14 5:00:00","9106403","2816","4","600","95","11","106401","0","30311","30312"
"30413","0","3041","307","2022/12/15 5:00:00","0","2816","4","600","10","11","0","0","30411","30412"
"30513","0","3051","308","2022/12/16 5:00:00","0","2816","4","600","-25","11","0","0","30511","30512"
"30613","0","3061","309","2022/12/17 5:00:00","0","2816","4","600","-60","11","0","0","30611","30612"
"30713","0","3071","310","2022/12/18 5:00:00","0","2816","4","600","-95","11","0","0","30711","30712"
"30813","0","3081","311","2022/12/19 5:00:00","0","2816","4","600","-130","11","0","0","30811","30812"
"30913","0","3091","312","2022/12/20 5:00:00","0","2816","4","600","-165","11","0","0","30911","30912"
"31013","0","3101","313","2022/12/21 5:00:00","0","2816","4","600","-200","11","0","0","31011","31012"
"31113","0","3111","314","2022/12/22 5:00:00","9103103","2816","4","600","-30","11","103101","0","31111","31112"
"31213","0","3121","315","2022/12/23 5:00:00","0","2816","4","600","-235","11","0","0","31211","31212"
"31313","0","3131","316","2022/12/24 5:00:00","9101203","2816","4","600","-190","11","101201","0","31311","31312"
"31413","0","3141","317","2022/12/25 5:00:00","0","2816","4","600","-115","11","0","0","31411","31412"
"31513","0","3151","318","2022/12/26 5:00:00","0","2816","4","600","-160","11","0","0","31511","31512"
"31613","0","3161","319","2022/12/27 5:00:00","0","2816","4","600","-270","11","0","0","31611","31612"
"31713","0","3171","320","2022/12/28 5:00:00","9118103","2816","4","600","-260","11","118101","0","31711","31712"
"31813","0","3181","321","2022/12/29 5:00:00","0","2816","4","600","-305","11","0","0","31811","31812"
"31913","0","3191","322","2022/12/30 5:00:00","0","2816","4","600","-340","11","0","0","31911","31912"
"32013","0","3201","323","2022/12/31 5:00:00","0","2816","4","600","-378","11","0","1","32011","32012"
"32113","0","3211","324","2023/01/01 5:00:00","9102603","2816","4","600","204","12","102601","0","32111","32112"
"32213","0","3221","325","2023/01/02 5:00:00","0","2816","4","600","323","12","0","0","32211","32212"
"32313","0","3231","326","2023/01/03 5:00:00","9105003","2816","4","600","167","12","105001","0","32311","32312"
"32413","0","3241","327","2023/01/04 5:00:00","0","2816","4","600","387","12","0","0","32411","32412"
"32513","0","3251","328","2023/01/05 5:00:00","0","2816","4","600","343","12","0","0","32511","32512"
"32613","0","3261","329","2023/01/06 5:00:00","0","2816","4","600","301","12","0","0","32611","32612"
"32713","0","3271","330","2023/01/07 5:00:00","0","2816","4","600","258","12","0","0","32711","32712"
"32813","0","3281","331","2023/01/08 5:00:00","0","2816","4","600","216","12","0","0","32811","32812"
"32913","0","3291","332","2023/01/09 5:00:00","0","2816","4","600","174","12","0","0","32911","32912"
"33013","0","3301","333","2023/01/10 5:00:00","0","2816","4","600","133","12","0","0","33011","33012"
"33113","0","3311","334","2023/01/11 5:00:00","0","2816","4","600","91","12","0","0","33111","33112"
"33213","0","3321","335","2023/01/12 5:00:00","9100303","2816","4","600","0","12","100301","0","33211","33212"
"33313","0","3331","336","2023/01/13 5:00:00","0","2816","4","600","49","12","0","0","33311","33312"
"33413","0","3341","337","2023/01/14 5:00:00","0","2816","4","600","6","12","0","0","33411","33412"
"33513","0","3351","338","2023/01/15 5:00:00","0","2816","4","600","-36","12","0","0","33511","33512"
"33613","0","3361","339","2023/01/16 5:00:00","0","2816","4","600","-76","12","0","0","33611","33612"
"33713","0","3371","340","2023/01/17 5:00:00","0","2816","4","600","-119","12","0","0","33711","33712"
"33813","0","3381","341","2023/01/18 5:00:00","0","2816","4","600","-100","12","0","0","33811","33812"
"33913","0","3391","342","2023/01/19 5:00:00","0","2816","4","600","-81","12","0","0","33911","33912"
"34013","0","3401","343","2023/01/20 5:00:00","0","2816","4","600","-161","12","0","0","34011","34012"
"34113","0","3411","344","2023/01/21 5:00:00","0","2816","4","600","-203","12","0","0","34111","34112"
"34213","0","3421","345","2023/01/22 5:00:00","0","2816","4","600","-246","12","0","0","34211","34212"
"34313","0","3431","346","2023/01/23 5:00:00","9100703","2816","4","600","-78","12","100701","0","34311","34312"
"34413","0","3441","347","2023/01/24 5:00:00","9102903","2816","4","600","-209","12","102901","0","34411","34412"
"34513","0","3451","348","2023/01/25 5:00:00","0","2816","4","600","-288","12","0","0","34511","34512"
"34613","0","3461","349","2023/01/26 5:00:00","0","2816","4","600","-290","12","0","0","34611","34612"
"34713","0","3471","350","2023/01/27 5:00:00","0","2816","4","600","-308","12","0","0","34711","34712"
"34813","0","3481","351","2023/01/28 5:00:00","0","2816","4","600","-332","12","0","0","34811","34812"
"34913","0","3491","352","2023/01/29 5:00:00","0","2816","4","600","-330","12","0","0","34911","34912"
"35013","0","3501","353","2023/01/30 5:00:00","0","2816","4","600","-320","12","0","0","35011","35012"
"35113","0","3511","354","2023/01/31 5:00:00","0","2816","4","600","-378","12","0","1","35111","35112"
"35213","0","3521","355","2023/02/01 5:00:00","0","2816","4","600","382","13","0","0","35211","35212"
"35313","0","3531","356","2023/02/02 5:00:00","9103603","2816","4","600","323","13","103601","0","35311","35312"
"35413","0","3541","357","2023/02/03 5:00:00","0","2816","4","600","381","13","0","0","35411","35412"
"35513","0","3551","358","2023/02/04 5:00:00","9109303","2816","4","600","185","13","109301","0","35511","35512"
"35613","0","3561","359","2023/02/05 5:00:00","0","2816","4","600","191","13","0","0","35611","35612"
"35713","0","3571","360","2023/02/06 5:00:00","0","2816","4","600","72","13","0","0","35711","35712"
"35813","0","3581","361","2023/02/07 5:00:00","9107103","2816","4","600","7","13","107101","0","35811","35812"
"35913","0","3591","362","2023/02/08 5:00:00","0","2816","4","600","332","13","0","0","35911","35912"
"36013","0","3601","363","2023/02/09 5:00:00","0","2816","4","600","285","13","0","0","36011","36012"
"36113","0","3611","364","2023/02/10 5:00:00","0","2816","4","600","237","13","0","0","36111","36112"
"36213","0","3621","365","2023/02/11 5:00:00","0","2816","4","600","192","13","0","0","36211","36212"
"36313","0","3631","366","2023/02/12 5:00:00","0","2816","4","600","144","13","0","0","36311","36312"
"36413","0","3641","367","2023/02/13 5:00:00","0","2816","4","600","97","13","0","0","36411","36412"
"36513","0","3651","368","2023/02/14 5:00:00","0","2816","4","600","50","13","0","0","36511","36512"
"36613","0","3661","369","2023/02/15 5:00:00","0","2816","4","600","3","13","0","0","36611","36612"
"36713","0","3671","370","2023/02/16 5:00:00","0","2816","4","600","-43","13","0","0","36711","36712"
"36813","0","3681","371","2023/02/17 5:00:00","0","2816","4","600","-90","13","0","0","36811","36812"
"36913","0","3691","372","2023/02/18 5:00:00","9123003","2816","4","600","-153","13","123001","0","36911","36912"
"37013","0","3701","373","2023/02/19 5:00:00","0","2816","4","600","-93","13","0","0","37011","37012"
"37113","0","3711","374","2023/02/20 5:00:00","0","2816","4","600","-137","13","0","0","37111","37112"
"37213","0","3721","375","2023/02/21 5:00:00","0","2816","4","600","-185","13","0","0","37211","37212"
"37313","0","3731","376","2023/02/22 5:00:00","0","2816","4","600","-232","13","0","0","37311","37312"
"37413","0","3741","377","2023/02/23 5:00:00","0","2816","4","600","-225","13","0","0","37411","37412"
"37513","0","3751","378","2023/02/24 5:00:00","0","2816","4","600","-256","13","0","0","37511","37512"
"37613","0","3761","379","2023/02/25 5:00:00","0","2816","4","600","-280","13","0","0","37611","37612"
"37713","0","3771","380","2023/02/26 5:00:00","0","2816","4","600","-329","13","0","0","37711","37712"
"37813","0","3781","381","2023/02/27 5:00:00","0","2816","4","600","-379","13","0","0","37811","37812"
"37913","0","3791","382","2023/02/28 5:00:00","9111003","2816","4","600","-250","13","111001","1","37911","37912"
"38013","0","3801","383","2023/03/01 5:00:00","9104603","2816","1","100","480","14","104601","0","38011","38012"
"38113","0","3811","384","2023/03/02 5:00:00","0","2816","1","100","560","14","0","0","38111","38112"
"38213","0","3821","385","2023/03/03 5:00:00","9103303","2816","1","100","370","14","103301","0","38211","38212"
"38313","0","3831","386","2023/03/04 5:00:00","0","2816","1","100","553","14","0","0","38311","38312"
"38413","0","3841","387","2023/03/05 5:00:00","0","2816","1","100","476","14","0","0","38411","38412"
"38513","0","3851","388","2023/03/06 5:00:00","0","2816","1","100","400","14","0","0","38511","38512"
"38613","0","3861","389","2023/03/07 5:00:00","9105103","2816","1","100","330","14","105101","0","38611","38612"
"38713","0","3871","390","2023/03/08 5:00:00","0","2816","1","100","325","14","0","0","38711","38712"
"38813","0","3881","391","2023/03/09 5:00:00","0","2816","1","100","250","14","0","0","38811","38812"
"38913","0","3891","392","2023/03/10 5:00:00","9105703","2816","1","100","185","14","105701","0","38911","38912"
"39013","0","3901","393","2023/03/11 5:00:00","0","2816","1","100","175","14","0","0","39011","39012"
"39113","0","3911","394","2023/03/12 5:00:00","9103203","2816","1","100","205","14","103201","0","39111","39112"
"39213","0","3921","395","2023/03/13 5:00:00","0","2816","1","100","110","14","0","0","39211","39212"
"39313","0","3931","396","2023/03/14 5:00:00","9105203","2816","1","100","30","14","105201","0","39311","39312"
"39413","0","3941","397","2023/03/15 5:00:00","0","2816","1","100","-45","14","0","0","39411","39412"
"39513","0","3951","398","2023/03/16 5:00:00","9103403","2816","1","100","-250","14","103401","0","39511","39512"
"39613","0","3961","399","2023/03/17 5:00:00","0","2816","1","100","-50","14","0","0","39611","39612"
"39713","0","3971","400","2023/03/18 5:00:00","0","2816","1","100","-90","14","0","0","39711","39712"
"39813","0","3981","401","2023/03/19 5:00:00","0","2816","1","100","100","14","0","0","39811","39812"
"39913","0","3991","402","2023/03/20 5:00:00","0","2816","1","100","25","14","0","0","39911","39912"
"40013","0","4001","403","2023/03/21 5:00:00","0","2816","1","100","-50","14","0","0","40011","40012"
"40113","0","4011","404","2023/03/22 5:00:00","0","2816","1","100","-125","14","0","0","40111","40112"
"40213","0","4021","405","2023/03/23 5:00:00","0","2816","1","100","-370","14","0","0","40211","40212"
"40313","0","4031","406","2023/03/24 5:00:00","9107003","2816","1","100","-460","14","107001","0","40311","40312"
"40413","0","4041","407","2023/03/25 5:00:00","0","2816","1","100","-200","14","0","0","40411","40412"
"40513","0","4051","408","2023/03/26 5:00:00","0","2816","1","100","-275","14","0","0","40511","40512"
"40613","0","4061","409","2023/03/27 5:00:00","0","2816","1","100","-350","14","0","0","40611","40612"
"40713","0","4071","410","2023/03/28 5:00:00","0","2816","1","100","-425","14","0","0","40711","40712"
"40813","0","4081","411","2023/03/29 5:00:00","0","2816","1","100","-501","14","0","0","40811","40812"
"40913","0","4091","412","2023/03/30 5:00:00","0","2816","1","100","-579","14","0","1","40911","40912"
"40923","0","4092","413","2023/03/30 5:00:00","0","2816","1","100","0","1","0","1","40921","40922"
