9ae0ccf8472d94cca05ed2a15b88119fd7479e9597ab685400f155ca47d348b2,cc42e96f8222c4f62805bc9de7837f434b6e70267a17cf928bc8f191a81bee07,945f5a26f5489f1caf8220cbe99226fe00376fc612ec4e590c4cc93bbd0d5a03,9c62ced7011eb3212a9f65cb307941f36fb7b5a2fd32c7f9ebd9646def421242,26f631ad5b9adfb6c6bbd86376aa244c0af26e6b1c46c87c522cb83ef82ff666,b4591338bf89636a601f69979f4f0eb58bc00c9c552e2d73d2cd98c8efaf1a33,92cbd3ecdcd18e53304144e2ba4a557dd70e24f5d1a091a36497b5e6132acdf5
"3","1","10401","6","0","0","1620"
"4","1","10401","6","0","0","1635"
"5","1","10401","6","0","0","1650"
"0","1","10401","7","0","0","1725"
"1","1","10401","7","0","0","1740"
"2","1","10401","7","0","0","1755"
"3","1","10401","7","0","0","1770"
"4","1","10401","7","0","0","1785"
"5","1","10401","7","0","0","1800"
"0","1","10401","8","0","0","1875"
"1","1","10401","8","0","0","1890"
"2","1","10401","8","0","0","1905"
"3","1","10401","8","0","0","1920"
"4","1","10401","8","0","0","1935"
"5","1","10401","8","0","0","1950"
"0","1","10401","9","0","0","2025"
"1","1","10401","9","0","0","2040"
"2","1","10401","9","0","0","2055"
"3","1","10401","9","0","0","2070"
"4","1","10401","9","0","0","2085"
"5","1","10401","9","0","0","2100"
"0","1","10401","10","0","0","2175"
"1","1","10401","10","0","0","2190"
"2","1","10401","10","0","0","2205"
"3","1","10401","10","0","0","2220"
"4","1","10401","10","0","0","2235"
"5","1","10401","10","0","0","2250"
"0","3","10402","1","0","0","150"
"1","3","10402","1","0","0","180"
"2","3","10402","1","0","0","210"
"3","3","10402","1","0","0","240"
"4","3","10402","1","0","0","270"
"5","3","10402","1","0","0","300"
"0","3","10402","2","0","0","450"
"1","3","10402","2","0","0","480"
"2","3","10402","2","0","0","510"
"3","3","10402","2","0","0","540"
"4","3","10402","2","0","0","570"
"5","3","10402","2","0","0","600"
"0","3","10402","3","0","0","750"
"1","3","10402","3","0","0","780"
"2","3","10402","3","0","0","810"
"3","3","10402","3","0","0","840"
"4","3","10402","3","0","0","870"
"5","3","10402","3","0","0","900"
"0","3","10402","4","0","0","1050"
"1","3","10402","4","0","0","1080"
"2","3","10402","4","0","0","1110"
"3","3","10402","4","0","0","1140"
"4","3","10402","4","0","0","1170"
"5","3","10402","4","0","0","1200"
"0","3","10402","5","0","0","1350"
"1","3","10402","5","0","0","1380"
"2","3","10402","5","0","0","1410"
"3","3","10402","5","0","0","1440"
"4","3","10402","5","0","0","1470"
"5","3","10402","5","0","0","1500"
"0","3","10402","6","0","0","1575"
"1","3","10402","6","0","0","1590"
"2","3","10402","6","0","0","1605"
"3","3","10402","6","0","0","1620"
"4","3","10402","6","0","0","1635"
"5","3","10402","6","0","0","1650"
"0","3","10402","7","0","0","1725"
"1","3","10402","7","0","0","1740"
"2","3","10402","7","0","0","1755"
"3","3","10402","7","0","0","1770"
"4","3","10402","7","0","0","1785"
"5","3","10402","7","0","0","1800"
"0","3","10402","8","0","0","1875"
"1","3","10402","8","0","0","1890"
"2","3","10402","8","0","0","1905"
"3","3","10402","8","0","0","1920"
"4","3","10402","8","0","0","1935"
"5","3","10402","8","0","0","1950"
"0","3","10402","9","0","0","2025"
"1","3","10402","9","0","0","2040"
"2","3","10402","9","0","0","2055"
"3","3","10402","9","0","0","2070"
"4","3","10402","9","0","0","2085"
"5","3","10402","9","0","0","2100"
"0","3","10402","10","0","0","2175"
"1","3","10402","10","0","0","2190"
"2","3","10402","10","0","0","2205"
"3","3","10402","10","0","0","2220"
"4","3","10402","10","0","0","2235"
"5","3","10402","10","0","0","2250"
"0","4","10403","1","0","0","150"
"1","4","10403","1","0","0","180"
"2","4","10403","1","0","0","210"
"3","4","10403","1","0","0","240"
"4","4","10403","1","0","0","270"
"5","4","10403","1","0","0","300"
"0","4","10403","2","0","0","450"
"1","4","10403","2","0","0","480"
"2","4","10403","2","0","0","510"
"3","4","10403","2","0","0","540"
"4","4","10403","2","0","0","570"
"5","4","10403","2","0","0","600"
"0","4","10403","3","0","0","750"
"1","4","10403","3","0","0","780"
"2","4","10403","3","0","0","810"
"3","4","10403","3","0","0","840"
"4","4","10403","3","0","0","870"
"5","4","10403","3","0","0","900"
"0","4","10403","4","0","0","1050"
"1","4","10403","4","0","0","1080"
"2","4","10403","4","0","0","1110"
"3","4","10403","4","0","0","1140"
"4","4","10403","4","0","0","1170"
"5","4","10403","4","0","0","1200"
"0","4","10403","5","0","0","1350"
"1","4","10403","5","0","0","1380"
"2","4","10403","5","0","0","1410"
"3","4","10403","5","0","0","1440"
"4","4","10403","5","0","0","1470"
"5","4","10403","5","0","0","1500"
"0","4","10403","6","0","0","1575"
"1","4","10403","6","0","0","1590"
"2","4","10403","6","0","0","1605"
"3","4","10403","6","0","0","1620"
"4","4","10403","6","0","0","1635"
"5","4","10403","6","0","0","1650"
"0","4","10403","7","0","0","1725"
"1","4","10403","7","0","0","1740"
"2","4","10403","7","0","0","1755"
"3","4","10403","7","0","0","1770"
"4","4","10403","7","0","0","1785"
"5","4","10403","7","0","0","1800"
"0","4","10403","8","0","0","1875"
"1","4","10403","8","0","0","1890"
"2","4","10403","8","0","0","1905"
"3","4","10403","8","0","0","1920"
"4","4","10403","8","0","0","1935"
"5","4","10403","8","0","0","1950"
"0","4","10403","9","0","0","2025"
"1","4","10403","9","0","0","2040"
"2","4","10403","9","0","0","2055"
"3","4","10403","9","0","0","2070"
"4","4","10403","9","0","0","2085"
"5","4","10403","9","0","0","2100"
"0","4","10403","10","0","0","2175"
"1","4","10403","10","0","0","2190"
"2","4","10403","10","0","0","2205"
"3","4","10403","10","0","0","2220"
"4","4","10403","10","0","0","2235"
"5","4","10403","10","0","0","2250"
"0","12","10404","1","0","0","200"
"1","12","10404","1","0","0","240"
"2","12","10404","1","0","0","280"
"3","12","10404","1","0","0","320"
"4","12","10404","1","0","0","360"
"5","12","10404","1","0","0","400"
"0","12","10404","2","0","0","600"
"1","12","10404","2","0","0","640"
"2","12","10404","2","0","0","680"
"3","12","10404","2","0","0","720"
"4","12","10404","2","0","0","760"
"5","12","10404","2","0","0","800"
"0","12","10404","3","0","0","1000"
"1","12","10404","3","0","0","1040"
"2","12","10404","3","0","0","1080"
"3","12","10404","3","0","0","1120"
"4","12","10404","3","0","0","1160"
"5","12","10404","3","0","0","1200"
"0","12","10404","4","0","0","1400"
"1","12","10404","4","0","0","1440"
"2","12","10404","4","0","0","1480"
"3","12","10404","4","0","0","1520"
"4","12","10404","4","0","0","1560"
"5","12","10404","4","0","0","1600"
"0","12","10404","5","0","0","1800"
"1","12","10404","5","0","0","1840"
"2","12","10404","5","0","0","1880"
"3","12","10404","5","0","0","1920"
"4","12","10404","5","0","0","1960"
"5","12","10404","5","0","0","2000"
"0","12","10404","6","0","0","2100"
"1","12","10404","6","0","0","2120"
"2","12","10404","6","0","0","2140"
"3","12","10404","6","0","0","2160"
"4","12","10404","6","0","0","2180"
"5","12","10404","6","0","0","2200"
"0","12","10404","7","0","0","2300"
"1","12","10404","7","0","0","2320"
"2","12","10404","7","0","0","2340"
"3","12","10404","7","0","0","2360"
"4","12","10404","7","0","0","2380"
"5","12","10404","7","0","0","2400"
"0","12","10404","8","0","0","2500"
"1","12","10404","8","0","0","2520"
"2","12","10404","8","0","0","2540"
"3","12","10404","8","0","0","2560"
"4","12","10404","8","0","0","2580"
"5","12","10404","8","0","0","2600"
"0","12","10404","9","0","0","2700"
"1","12","10404","9","0","0","2720"
"2","12","10404","9","0","0","2740"
"3","12","10404","9","0","0","2760"
"4","12","10404","9","0","0","2780"
"5","12","10404","9","0","0","2800"
"0","12","10404","10","0","0","2900"
"1","12","10404","10","0","0","2920"
"2","12","10404","10","0","0","2940"
"3","12","10404","10","0","0","2960"
"4","12","10404","10","0","0","2980"
"5","12","10404","10","0","0","3000"
"0","1","10501","1","0","0","150"
"1","1","10501","1","0","0","180"
"2","1","10501","1","0","0","210"
"3","1","10501","1","0","0","240"
"4","1","10501","1","0","0","270"
"5","1","10501","1","0","0","300"
"0","1","10501","2","0","0","450"
"1","1","10501","2","0","0","480"
"2","1","10501","2","0","0","510"
"3","1","10501","2","0","0","540"
"4","1","10501","2","0","0","570"
"5","1","10501","2","0","0","600"
"0","1","10501","3","0","0","750"
"1","1","10501","3","0","0","780"
"2","1","10501","3","0","0","810"
"3","1","10501","3","0","0","840"
"4","1","10501","3","0","0","870"
"5","1","10501","3","0","0","900"
"0","1","10501","4","0","0","1050"
"1","1","10501","4","0","0","1080"
"2","1","10501","4","0","0","1110"
"3","1","10501","4","0","0","1140"
"4","1","10501","4","0","0","1170"
"5","1","10501","4","0","0","1200"
"0","1","10501","5","0","0","1350"
"1","1","10501","5","0","0","1380"
"2","1","10501","5","0","0","1410"
"3","1","10501","5","0","0","1440"
"4","1","10501","5","0","0","1470"
"5","1","10501","5","0","0","1500"
"0","1","10501","6","0","0","1575"
"1","1","10501","6","0","0","1590"
"2","1","10501","6","0","0","1605"
"3","1","10501","6","0","0","1620"
"4","1","10501","6","0","0","1635"
"5","1","10501","6","0","0","1650"
"0","1","10501","7","0","0","1725"
"1","1","10501","7","0","0","1740"
"2","1","10501","7","0","0","1755"
"3","1","10501","7","0","0","1770"
"4","1","10501","7","0","0","1785"
"5","1","10501","7","0","0","1800"
"0","1","10501","8","0","0","1875"
"1","1","10501","8","0","0","1890"
"2","1","10501","8","0","0","1905"
"3","1","10501","8","0","0","1920"
"4","1","10501","8","0","0","1935"
"5","1","10501","8","0","0","1950"
"0","1","10501","9","0","0","2025"
"1","1","10501","9","0","0","2040"
"2","1","10501","9","0","0","2055"
"3","1","10501","9","0","0","2070"
"4","1","10501","9","0","0","2085"
"5","1","10501","9","0","0","2100"
"0","1","10501","10","0","0","2175"
"1","1","10501","10","0","0","2190"
"2","1","10501","10","0","0","2205"
"3","1","10501","10","0","0","2220"
"4","1","10501","10","0","0","2235"
"5","1","10501","10","0","0","2250"
"0","3","10502","1","0","0","150"
"1","3","10502","1","0","0","180"
"2","3","10502","1","0","0","210"
"3","3","10502","1","0","0","240"
"4","3","10502","1","0","0","270"
"5","3","10502","1","0","0","300"
"0","3","10502","2","0","0","450"
"1","3","10502","2","0","0","480"
"2","3","10502","2","0","0","510"
"3","3","10502","2","0","0","540"
"4","3","10502","2","0","0","570"
"5","3","10502","2","0","0","600"
"0","3","10502","3","0","0","750"
"1","3","10502","3","0","0","780"
"2","3","10502","3","0","0","810"
"3","3","10502","3","0","0","840"
"4","3","10502","3","0","0","870"
"5","3","10502","3","0","0","900"
"0","3","10502","4","0","0","1050"
"1","3","10502","4","0","0","1080"
"2","3","10502","4","0","0","1110"
"3","3","10502","4","0","0","1140"
"4","3","10502","4","0","0","1170"
"5","3","10502","4","0","0","1200"
"0","3","10502","5","0","0","1350"
"1","3","10502","5","0","0","1380"
"2","3","10502","5","0","0","1410"
"3","3","10502","5","0","0","1440"
"4","3","10502","5","0","0","1470"
"5","3","10502","5","0","0","1500"
"0","3","10502","6","0","0","1575"
"1","3","10502","6","0","0","1590"
"2","3","10502","6","0","0","1605"
"3","3","10502","6","0","0","1620"
"4","3","10502","6","0","0","1635"
"5","3","10502","6","0","0","1650"
"0","3","10502","7","0","0","1725"
"1","3","10502","7","0","0","1740"
"2","3","10502","7","0","0","1755"
"3","3","10502","7","0","0","1770"
"4","3","10502","7","0","0","1785"
"5","3","10502","7","0","0","1800"
"0","3","10502","8","0","0","1875"
"1","3","10502","8","0","0","1890"
"2","3","10502","8","0","0","1905"
"3","3","10502","8","0","0","1920"
"4","3","10502","8","0","0","1935"
"5","3","10502","8","0","0","1950"
"0","3","10502","9","0","0","2025"
"1","3","10502","9","0","0","2040"
"2","3","10502","9","0","0","2055"
"3","3","10502","9","0","0","2070"
"4","3","10502","9","0","0","2085"
"5","3","10502","9","0","0","2100"
"0","3","10502","10","0","0","2175"
"1","3","10502","10","0","0","2190"
"2","3","10502","10","0","0","2205"
"3","3","10502","10","0","0","2220"
"4","3","10502","10","0","0","2235"
"5","3","10502","10","0","0","2250"
"0","4","10503","1","0","0","150"
"1","4","10503","1","0","0","180"
"2","4","10503","1","0","0","210"
"3","4","10503","1","0","0","240"
"4","4","10503","1","0","0","270"
"5","4","10503","1","0","0","300"
"0","4","10503","2","0","0","450"
"1","4","10503","2","0","0","480"
"2","4","10503","2","0","0","510"
"3","4","10503","2","0","0","540"
"4","4","10503","2","0","0","570"
"5","4","10503","2","0","0","600"
"0","4","10503","3","0","0","750"
"1","4","10503","3","0","0","780"
"2","4","10503","3","0","0","810"
"3","4","10503","3","0","0","840"
"4","4","10503","3","0","0","870"
"5","4","10503","3","0","0","900"
"0","4","10503","4","0","0","1050"
"1","4","10503","4","0","0","1080"
"2","4","10503","4","0","0","1110"
"3","4","10503","4","0","0","1140"
"4","4","10503","4","0","0","1170"
"5","4","10503","4","0","0","1200"
"0","4","10503","5","0","0","1350"
"1","4","10503","5","0","0","1380"
"2","4","10503","5","0","0","1410"
"3","4","10503","5","0","0","1440"
"4","4","10503","5","0","0","1470"
"5","4","10503","5","0","0","1500"
"0","4","10503","6","0","0","1575"
"1","4","10503","6","0","0","1590"
"2","4","10503","6","0","0","1605"
"3","4","10503","6","0","0","1620"
"4","4","10503","6","0","0","1635"
"5","4","10503","6","0","0","1650"
"0","4","10503","7","0","0","1725"
"1","4","10503","7","0","0","1740"
"2","4","10503","7","0","0","1755"
"3","4","10503","7","0","0","1770"
"4","4","10503","7","0","0","1785"
"5","4","10503","7","0","0","1800"
"0","4","10503","8","0","0","1875"
"1","4","10503","8","0","0","1890"
"2","4","10503","8","0","0","1905"
"3","4","10503","8","0","0","1920"
"4","4","10503","8","0","0","1935"
"5","4","10503","8","0","0","1950"
"0","4","10503","9","0","0","2025"
"1","4","10503","9","0","0","2040"
"2","4","10503","9","0","0","2055"
"3","4","10503","9","0","0","2070"
"4","4","10503","9","0","0","2085"
"5","4","10503","9","0","0","2100"
"0","4","10503","10","0","0","2175"
"1","4","10503","10","0","0","2190"
"2","4","10503","10","0","0","2205"
"3","4","10503","10","0","0","2220"
"4","4","10503","10","0","0","2235"
"5","4","10503","10","0","0","2250"
"0","14","10504","1","0","0","500"
"1","14","10504","1","0","0","600"
"2","14","10504","1","0","0","700"
"3","14","10504","1","0","0","800"
"4","14","10504","1","0","0","900"
"5","14","10504","1","0","0","1000"
"0","14","10504","2","0","0","1500"
"1","14","10504","2","0","0","1600"
"2","14","10504","2","0","0","1700"
"3","14","10504","2","0","0","1800"
"4","14","10504","2","0","0","1900"
"5","14","10504","2","0","0","2000"
"0","14","10504","3","0","0","2500"
"1","14","10504","3","0","0","2600"
"2","14","10504","3","0","0","2700"
"3","14","10504","3","0","0","2800"
"4","14","10504","3","0","0","2900"
"5","14","10504","3","0","0","3000"
"0","14","10504","4","0","0","3500"
"1","14","10504","4","0","0","3600"
"2","14","10504","4","0","0","3700"
"3","14","10504","4","0","0","3800"
"4","14","10504","4","0","0","3900"
"5","14","10504","4","0","0","4000"
"0","14","10504","5","0","0","4500"
"1","14","10504","5","0","0","4600"
"2","14","10504","5","0","0","4700"
"3","14","10504","5","0","0","4800"
"4","14","10504","5","0","0","4900"
"5","14","10504","5","0","0","5000"
"0","14","10504","6","0","0","5250"
"1","14","10504","6","0","0","5300"
"2","14","10504","6","0","0","5350"
"3","14","10504","6","0","0","5400"
"4","14","10504","6","0","0","5450"
"5","14","10504","6","0","0","5500"
"0","14","10504","7","0","0","5750"
"1","14","10504","7","0","0","5800"
"2","14","10504","7","0","0","5850"
"3","14","10504","7","0","0","5900"
"4","14","10504","7","0","0","5950"
"5","14","10504","7","0","0","6000"
"0","14","10504","8","0","0","6250"
"1","14","10504","8","0","0","6300"
"2","14","10504","8","0","0","6350"
"3","14","10504","8","0","0","6400"
"4","14","10504","8","0","0","6450"
"5","14","10504","8","0","0","6500"
"0","14","10504","9","0","0","6750"
"1","14","10504","9","0","0","6800"
"2","14","10504","9","0","0","6850"
"3","14","10504","9","0","0","6900"
"4","14","10504","9","0","0","6950"
"5","14","10504","9","0","0","7000"
"0","14","10504","10","0","0","7250"
"1","14","10504","10","0","0","7300"
"2","14","10504","10","0","0","7350"
"3","14","10504","10","0","0","7400"
"4","14","10504","10","0","0","7450"
"5","14","10504","10","0","0","7500"
"0","1","10601","1","0","0","150"
"1","1","10601","1","0","0","180"
"2","1","10601","1","0","0","210"
"3","1","10601","1","0","0","240"
"4","1","10601","1","0","0","270"
"5","1","10601","1","0","0","300"
"0","1","10601","2","0","0","450"
"1","1","10601","2","0","0","480"
"2","1","10601","2","0","0","510"
"3","1","10601","2","0","0","540"
"4","1","10601","2","0","0","570"
"5","1","10601","2","0","0","600"
"0","1","10601","3","0","0","750"
"1","1","10601","3","0","0","780"
"2","1","10601","3","0","0","810"
"3","1","10601","3","0","0","840"
"4","1","10601","3","0","0","870"
"5","1","10601","3","0","0","900"
"0","1","10601","4","0","0","1050"
"1","1","10601","4","0","0","1080"
"2","1","10601","4","0","0","1110"
"3","1","10601","4","0","0","1140"
"4","1","10601","4","0","0","1170"
"5","1","10601","4","0","0","1200"
"0","1","10601","5","0","0","1350"
"1","1","10601","5","0","0","1380"
"2","1","10601","5","0","0","1410"
"3","1","10601","5","0","0","1440"
"4","1","10601","5","0","0","1470"
"5","1","10601","5","0","0","1500"
"0","1","10601","6","0","0","1575"
"1","1","10601","6","0","0","1590"
"2","1","10601","6","0","0","1605"
"3","1","10601","6","0","0","1620"
"4","1","10601","6","0","0","1635"
"5","1","10601","6","0","0","1650"
"0","1","10601","7","0","0","1725"
"1","1","10601","7","0","0","1740"
"2","1","10601","7","0","0","1755"
"3","1","10601","7","0","0","1770"
"4","1","10601","7","0","0","1785"
"5","1","10601","7","0","0","1800"
"0","1","10601","8","0","0","1875"
"1","1","10601","8","0","0","1890"
"2","1","10601","8","0","0","1905"
"3","1","10601","8","0","0","1920"
"4","1","10601","8","0","0","1935"
"5","1","10601","8","0","0","1950"
"0","1","10601","9","0","0","2025"
"1","1","10601","9","0","0","2040"
"2","1","10601","9","0","0","2055"
"3","1","10601","9","0","0","2070"
"4","1","10601","9","0","0","2085"
"5","1","10601","9","0","0","2100"
"0","1","10601","10","0","0","2175"
"1","1","10601","10","0","0","2190"
"2","1","10601","10","0","0","2205"
"3","1","10601","10","0","0","2220"
"4","1","10601","10","0","0","2235"
"5","1","10601","10","0","0","2250"
"0","3","10602","1","0","0","150"
"1","3","10602","1","0","0","180"
"2","3","10602","1","0","0","210"
"3","3","10602","1","0","0","240"
"4","3","10602","1","0","0","270"
"5","3","10602","1","0","0","300"
"0","3","10602","2","0","0","450"
"1","3","10602","2","0","0","480"
"2","3","10602","2","0","0","510"
"3","3","10602","2","0","0","540"
"4","3","10602","2","0","0","570"
"5","3","10602","2","0","0","600"
"0","3","10602","3","0","0","750"
"1","3","10602","3","0","0","780"
"2","3","10602","3","0","0","810"
"3","3","10602","3","0","0","840"
"4","3","10602","3","0","0","870"
"5","3","10602","3","0","0","900"
"0","3","10602","4","0","0","1050"
"1","3","10602","4","0","0","1080"
"2","3","10602","4","0","0","1110"
"3","3","10602","4","0","0","1140"
"4","3","10602","4","0","0","1170"
"5","3","10602","4","0","0","1200"
"0","3","10602","5","0","0","1350"
"1","3","10602","5","0","0","1380"
"2","3","10602","5","0","0","1410"
"3","3","10602","5","0","0","1440"
"4","3","10602","5","0","0","1470"
"5","3","10602","5","0","0","1500"
"0","3","10602","6","0","0","1575"
"1","3","10602","6","0","0","1590"
"2","3","10602","6","0","0","1605"
"3","3","10602","6","0","0","1620"
"4","3","10602","6","0","0","1635"
"5","3","10602","6","0","0","1650"
"0","3","10602","7","0","0","1725"
"1","3","10602","7","0","0","1740"
"2","3","10602","7","0","0","1755"
"3","3","10602","7","0","0","1770"
"4","3","10602","7","0","0","1785"
"5","3","10602","7","0","0","1800"
"0","3","10602","8","0","0","1875"
"1","3","10602","8","0","0","1890"
"2","3","10602","8","0","0","1905"
"3","3","10602","8","0","0","1920"
"4","3","10602","8","0","0","1935"
"5","3","10602","8","0","0","1950"
"0","3","10602","9","0","0","2025"
"1","3","10602","9","0","0","2040"
"2","3","10602","9","0","0","2055"
"3","3","10602","9","0","0","2070"
"4","3","10602","9","0","0","2085"
"5","3","10602","9","0","0","2100"
"0","3","10602","10","0","0","2175"
"1","3","10602","10","0","0","2190"
"2","3","10602","10","0","0","2205"
"3","3","10602","10","0","0","2220"
"4","3","10602","10","0","0","2235"
"5","3","10602","10","0","0","2250"
"0","4","10603","1","0","0","150"
"1","4","10603","1","0","0","180"
"2","4","10603","1","0","0","210"
"3","4","10603","1","0","0","240"
"4","4","10603","1","0","0","270"
"5","4","10603","1","0","0","300"
"0","4","10603","2","0","0","450"
"1","4","10603","2","0","0","480"
"2","4","10603","2","0","0","510"
"3","4","10603","2","0","0","540"
"4","4","10603","2","0","0","570"
"5","4","10603","2","0","0","600"
"0","4","10603","3","0","0","750"
"1","4","10603","3","0","0","780"
"2","4","10603","3","0","0","810"
"3","4","10603","3","0","0","840"
"4","4","10603","3","0","0","870"
"5","4","10603","3","0","0","900"
"0","4","10603","4","0","0","1050"
"1","4","10603","4","0","0","1080"
"2","4","10603","4","0","0","1110"
"3","4","10603","4","0","0","1140"
"4","4","10603","4","0","0","1170"
"5","4","10603","4","0","0","1200"
"0","4","10603","5","0","0","1350"
"1","4","10603","5","0","0","1380"
"2","4","10603","5","0","0","1410"
"3","4","10603","5","0","0","1440"
"4","4","10603","5","0","0","1470"
"5","4","10603","5","0","0","1500"
"0","4","10603","6","0","0","1575"
"1","4","10603","6","0","0","1590"
"2","4","10603","6","0","0","1605"
"3","4","10603","6","0","0","1620"
"4","4","10603","6","0","0","1635"
"5","4","10603","6","0","0","1650"
"0","4","10603","7","0","0","1725"
"1","4","10603","7","0","0","1740"
"2","4","10603","7","0","0","1755"
"3","4","10603","7","0","0","1770"
"4","4","10603","7","0","0","1785"
"5","4","10603","7","0","0","1800"
"0","4","10603","8","0","0","1875"
"1","4","10603","8","0","0","1890"
"2","4","10603","8","0","0","1905"
"3","4","10603","8","0","0","1920"
"4","4","10603","8","0","0","1935"
"5","4","10603","8","0","0","1950"
"0","4","10603","9","0","0","2025"
"1","4","10603","9","0","0","2040"
"2","4","10603","9","0","0","2055"
"3","4","10603","9","0","0","2070"
"4","4","10603","9","0","0","2085"
"5","4","10603","9","0","0","2100"
"0","4","10603","10","0","0","2175"
"1","4","10603","10","0","0","2190"
"2","4","10603","10","0","0","2205"
"3","4","10603","10","0","0","2220"
"4","4","10603","10","0","0","2235"
"5","4","10603","10","0","0","2250"
"0","13","10604","1","0","0","200"
"1","13","10604","1","0","0","240"
"2","13","10604","1","0","0","280"
"3","13","10604","1","0","0","320"
"4","13","10604","1","0","0","360"
"5","13","10604","1","0","0","400"
"0","13","10604","2","0","0","600"
"1","13","10604","2","0","0","640"
"2","13","10604","2","0","0","680"
"3","13","10604","2","0","0","720"
"4","13","10604","2","0","0","760"
"5","13","10604","2","0","0","800"
"0","13","10604","3","0","0","1000"
"1","13","10604","3","0","0","1040"
"2","13","10604","3","0","0","1080"
"3","13","10604","3","0","0","1120"
"4","13","10604","3","0","0","1160"
"5","13","10604","3","0","0","1200"
"0","13","10604","4","0","0","1400"
"1","13","10604","4","0","0","1440"
"2","13","10604","4","0","0","1480"
"3","13","10604","4","0","0","1520"
"4","13","10604","4","0","0","1560"
"5","13","10604","4","0","0","1600"
"0","13","10604","5","0","0","1800"
"1","13","10604","5","0","0","1840"
"2","13","10604","5","0","0","1880"
"3","13","10604","5","0","0","1920"
"4","13","10604","5","0","0","1960"
"5","13","10604","5","0","0","2000"
"0","13","10604","6","0","0","2100"
"1","13","10604","6","0","0","2120"
"2","13","10604","6","0","0","2140"
"3","13","10604","6","0","0","2160"
"4","13","10604","6","0","0","2180"
"5","13","10604","6","0","0","2200"
"0","13","10604","7","0","0","2300"
"1","13","10604","7","0","0","2320"
"2","13","10604","7","0","0","2340"
"3","13","10604","7","0","0","2360"
"4","13","10604","7","0","0","2380"
"5","13","10604","7","0","0","2400"
"0","13","10604","8","0","0","2500"
"1","13","10604","8","0","0","2520"
"2","13","10604","8","0","0","2540"
"3","13","10604","8","0","0","2560"
"4","13","10604","8","0","0","2580"
"5","13","10604","8","0","0","2600"
"0","13","10604","9","0","0","2700"
"1","13","10604","9","0","0","2720"
"2","13","10604","9","0","0","2740"
"3","13","10604","9","0","0","2760"
"4","13","10604","9","0","0","2780"
"5","13","10604","9","0","0","2800"
"0","13","10604","10","0","0","2900"
"1","13","10604","10","0","0","2920"
"2","13","10604","10","0","0","2940"
"3","13","10604","10","0","0","2960"
"4","13","10604","10","0","0","2980"
"5","13","10604","10","0","0","3000"
"0","1","10701","1","0","0","150"
"1","1","10701","1","0","0","180"
"2","1","10701","1","0","0","210"
"3","1","10701","1","0","0","240"
"4","1","10701","1","0","0","270"
"5","1","10701","1","0","0","300"
"0","1","10701","2","0","0","450"
"1","1","10701","2","0","0","480"
"2","1","10701","2","0","0","510"
"3","1","10701","2","0","0","540"
"4","1","10701","2","0","0","570"
"5","1","10701","2","0","0","600"
"0","1","10701","3","0","0","750"
"1","1","10701","3","0","0","780"
"2","1","10701","3","0","0","810"
"3","1","10701","3","0","0","840"
"4","1","10701","3","0","0","870"
"5","1","10701","3","0","0","900"
"0","1","10701","4","0","0","1050"
"1","1","10701","4","0","0","1080"
"2","1","10701","4","0","0","1110"
"3","1","10701","4","0","0","1140"
"4","1","10701","4","0","0","1170"
"5","1","10701","4","0","0","1200"
"0","1","10701","5","0","0","1350"
"1","1","10701","5","0","0","1380"
"2","1","10701","5","0","0","1410"
"3","1","10701","5","0","0","1440"
"4","1","10701","5","0","0","1470"
"5","1","10701","5","0","0","1500"
"0","1","10701","6","0","0","1575"
"1","1","10701","6","0","0","1590"
"2","1","10701","6","0","0","1605"
"3","1","10701","6","0","0","1620"
"4","1","10701","6","0","0","1635"
"5","1","10701","6","0","0","1650"
"0","1","10701","7","0","0","1725"
"1","1","10701","7","0","0","1740"
"2","1","10701","7","0","0","1755"
"3","1","10701","7","0","0","1770"
"4","1","10701","7","0","0","1785"
"5","1","10701","7","0","0","1800"
"0","1","10701","8","0","0","1875"
"1","1","10701","8","0","0","1890"
"2","1","10701","8","0","0","1905"
"3","1","10701","8","0","0","1920"
"4","1","10701","8","0","0","1935"
"5","1","10701","8","0","0","1950"
"0","1","10701","9","0","0","2025"
"1","1","10701","9","0","0","2040"
"2","1","10701","9","0","0","2055"
"3","1","10701","9","0","0","2070"
"4","1","10701","9","0","0","2085"
"5","1","10701","9","0","0","2100"
"0","1","10701","10","0","0","2175"
"1","1","10701","10","0","0","2190"
"2","1","10701","10","0","0","2205"
"3","1","10701","10","0","0","2220"
"4","1","10701","10","0","0","2235"
"5","1","10701","10","0","0","2250"
"0","3","10702","1","0","0","150"
"1","3","10702","1","0","0","180"
"2","3","10702","1","0","0","210"
"3","3","10702","1","0","0","240"
"4","3","10702","1","0","0","270"
"5","3","10702","1","0","0","300"
"0","3","10702","2","0","0","450"
"1","3","10702","2","0","0","480"
"2","3","10702","2","0","0","510"
"3","3","10702","2","0","0","540"
"4","3","10702","2","0","0","570"
"5","3","10702","2","0","0","600"
"0","3","10702","3","0","0","750"
"1","3","10702","3","0","0","780"
"2","3","10702","3","0","0","810"
"3","3","10702","3","0","0","840"
"4","3","10702","3","0","0","870"
"5","3","10702","3","0","0","900"
"0","3","10702","4","0","0","1050"
"1","3","10702","4","0","0","1080"
"2","3","10702","4","0","0","1110"
"3","3","10702","4","0","0","1140"
"4","3","10702","4","0","0","1170"
"5","3","10702","4","0","0","1200"
"0","3","10702","5","0","0","1350"
