7fceea33906eb45f749530e840b259942141b366d9753a81ff78582527864a59,03b25fdd9f5e96eba378efe190cbe3228b9d9972c5c5333c2d7c072c92e4794d,074d7fcf360ea6fa1bd37e07ceae8a32781c39c3f1155a42333cf4b13e6a50f2,d6865758757238fd6a27257f69b2044c3b9a877fb756d4775de0e71e29a93911,b22277e131e973abed06dcd4557e48280221048a0b17e1ca5bf12c7c2e916b53,e45bcd991595b75af00dc305fe1ce91bbea2a3cdd988275fa611c8fc815c2bb6,bef2f581fd5faab575cab1d047cad60718db0503513991a55c6c8dc3aa4c6a86,1262c0689124e0e0bbd3f889f821401960d1db9d291346d6f0bd6c84412d1efd,ea024a99b54bf258bfcebb812a91b7fa573b93b87b48f0b6690ecabf60145dd6,b21fb3599d447c1d081e7e8c50caf20e15af2f5dc360d55d88d61fab96b22b74,1fb4af8a05afee90d083a30e21c4863bda8613acdbe44fe7358aa90e196531f2,4ee9a0d1c4e69ec19c245679073f08d6a578e0a7ba1ba59e6babdea5d48cc4c0,d75e22adf7a58941a3c4f063516f943a8c42b04de104b70ac951650df3bc4e49,e053eebf1dd93a03d756ae7a622f2f02dd550e44c7d1ecf8480c64cf6e4cf62b,afbcb7c6bcf05289d49a7840ed9d115ddbce78e3d7ce1d67d906830185a1d169,c585535623f30363cfb607b1c9344bdfa1d6374bb1598703eb8a849347f56874,545c9c0ac827649b97810ca4eec777d3bd0df5fb51350a2d5732d769c686e180,d07ecde2b6ade02aa319e8e265233e5b0e717ad47854d3a4863804c5f68e4903,3efd04844f066c71fae31299dfa77b63dbd06657ab4690073d5d5733fe6545fa,3f1c6e5259c129bfb113266f51e7a3b4ae1091251e396137cb79d7c724c52ff2,62afacf84d5ad584fcc0623e55a9c87d2b474b95748318b5ce784db0abce0514
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1037","0","0","12","0","10000","0","247"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1037","0","0","12","22002","250000","22003","248"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1037","0","0","12","22002","500000","22003","249"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1037","0","0","12","22002","750000","22003","250"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1037","0","0","12","22002","1000000","22003","251"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1038","0","0","12","0","10000","0","252"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1038","0","0","12","22002","250000","22003","253"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1038","0","0","12","22002","500000","22003","254"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1038","0","0","12","22002","750000","22003","255"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1038","0","0","12","22002","1000000","22003","256"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1039","0","0","12","0","10000","0","257"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1039","0","0","12","22002","250000","22003","258"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1039","0","0","12","22002","500000","22003","259"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1039","0","0","12","22002","750000","22003","260"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1039","0","0","12","22002","1000000","22003","261"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1040","0","0","12","0","10000","0","262"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1040","0","0","12","22002","250000","22003","263"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1040","0","0","12","22002","500000","22003","264"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1040","0","0","12","22002","750000","22003","265"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1040","0","0","12","22002","1000000","22003","266"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1041","0","0","12","0","10000","0","267"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1041","0","0","12","22002","250000","22003","268"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1041","0","0","12","22002","500000","22003","269"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1041","0","0","12","22002","750000","22003","270"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1041","0","0","12","22002","1000000","22003","271"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1042","0","0","12","0","10000","0","272"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1042","0","0","12","22002","250000","22003","273"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1042","0","0","12","22002","500000","22003","274"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1042","0","0","12","22002","750000","22003","275"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1042","0","0","12","22002","1000000","22003","276"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1043","0","0","12","0","10000","0","277"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1043","0","0","12","22002","250000","22003","278"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1043","0","0","12","22002","500000","22003","279"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1043","0","0","12","22002","750000","22003","280"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1043","0","0","12","22002","1000000","22003","281"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1044","0","0","12","0","10000","0","282"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1044","0","0","12","22002","250000","22003","283"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1044","0","0","12","22002","500000","22003","284"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1044","0","0","12","22002","750000","22003","285"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1044","0","0","12","22002","1000000","22003","286"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1045","0","0","12","0","10000","0","287"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1045","0","0","12","22002","250000","22003","288"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1045","0","0","12","22002","500000","22003","289"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1045","0","0","12","22002","750000","22003","290"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1045","0","0","12","22002","1000000","22003","291"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1046","0","0","12","0","10000","0","292"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1046","0","0","12","22002","250000","22003","293"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1046","0","0","12","22002","500000","22003","294"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1046","0","0","12","22002","750000","22003","295"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1046","0","0","12","22002","1000000","22003","296"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1047","0","0","12","0","10000","0","297"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1047","0","0","12","22002","250000","22003","298"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1047","0","0","12","22002","500000","22003","299"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1047","0","0","12","22002","750000","22003","300"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1047","0","0","12","22002","1000000","22003","301"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1048","0","0","12","0","10000","0","302"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1048","0","0","12","22002","250000","22003","303"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1048","0","0","12","22002","500000","22003","304"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1048","0","0","12","22002","750000","22003","305"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1048","0","0","12","22002","1000000","22003","306"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1049","0","0","12","0","10000","0","307"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1049","0","0","12","22002","250000","22003","308"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1049","0","0","12","22002","500000","22003","309"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1049","0","0","12","22002","750000","22003","310"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1049","0","0","12","22002","1000000","22003","311"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1050","0","0","12","0","10000","0","312"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1050","0","0","12","22002","250000","22003","313"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1050","0","0","12","22002","500000","22003","314"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1050","0","0","12","22002","750000","22003","315"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1050","0","0","12","22002","1000000","22003","316"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1051","0","0","12","0","10000","0","317"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1051","0","0","12","22002","250000","22003","318"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1051","0","0","12","22002","500000","22003","319"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1051","0","0","12","22002","750000","22003","320"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1051","0","0","12","22002","1000000","22003","321"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1052","0","0","12","0","10000","0","322"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1052","0","0","12","22002","250000","22003","323"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1052","0","0","12","22002","500000","22003","324"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1052","0","0","12","22002","750000","22003","325"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1052","0","0","12","22002","1000000","22003","326"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1053","0","0","12","0","10000","0","327"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1053","0","0","12","22002","250000","22003","328"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1053","0","0","12","22002","500000","22003","329"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1053","0","0","12","22002","750000","22003","330"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1053","0","0","12","22002","1000000","22003","331"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1054","0","0","12","0","10000","0","332"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1054","0","0","12","22002","250000","22003","333"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1054","0","0","12","22002","500000","22003","334"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1054","0","0","12","22002","750000","22003","335"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1054","0","0","12","22002","1000000","22003","336"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1055","0","0","12","0","10000","0","337"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1055","0","0","12","22002","250000","22003","338"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1055","0","0","12","22002","500000","22003","339"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1055","0","0","12","22002","750000","22003","340"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1055","0","0","12","22002","1000000","22003","341"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1056","0","0","12","0","10000","0","342"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1056","0","0","12","22002","250000","22003","343"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1056","0","0","12","22002","500000","22003","344"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1056","0","0","12","22002","750000","22003","345"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1056","0","0","12","22002","1000000","22003","346"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1057","0","0","12","0","10000","0","347"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1057","0","0","12","22002","250000","22003","348"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1057","0","0","12","22002","500000","22003","349"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1057","0","0","12","22002","750000","22003","350"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1057","0","0","12","22002","1000000","22003","351"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1058","0","0","12","0","10000","0","352"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1058","0","0","12","22002","250000","22003","353"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1058","0","0","12","22002","500000","22003","354"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1058","0","0","12","22002","750000","22003","355"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1058","0","0","12","22002","1000000","22003","356"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1059","0","0","12","0","10000","0","357"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1059","0","0","12","22002","250000","22003","358"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1059","0","0","12","22002","500000","22003","359"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1059","0","0","12","22002","750000","22003","360"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1059","0","0","12","22002","1000000","22003","361"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1060","0","0","12","0","10000","0","362"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1060","0","0","12","22002","250000","22003","363"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1060","0","0","12","22002","500000","22003","364"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1060","0","0","12","22002","750000","22003","365"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1060","0","0","12","22002","1000000","22003","366"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1061","0","0","12","0","10000","0","367"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1061","0","0","12","22002","250000","22003","368"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1061","0","0","12","22002","500000","22003","369"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1061","0","0","12","22002","750000","22003","370"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1061","0","0","12","22002","1000000","22003","371"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1063","0","0","12","0","10000","0","372"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1063","0","0","12","22002","250000","22003","373"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1063","0","0","12","22002","500000","22003","374"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1063","0","0","12","22002","750000","22003","375"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1063","0","0","12","22002","1000000","22003","376"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1064","0","0","12","0","10000","0","377"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1064","0","0","12","22002","250000","22003","378"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1064","0","0","12","22002","500000","22003","379"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1064","0","0","12","22002","750000","22003","380"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1064","0","0","12","22002","1000000","22003","381"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1065","0","0","12","0","10000","0","382"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1065","0","0","12","22002","250000","22003","383"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1065","0","0","12","22002","500000","22003","384"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1065","0","0","12","22002","750000","22003","385"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1065","0","0","12","22002","1000000","22003","386"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1066","0","0","12","0","10000","0","387"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1066","0","0","12","22002","250000","22003","388"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1066","0","0","12","22002","500000","22003","389"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1066","0","0","12","22002","750000","22003","390"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1066","0","0","12","22002","1000000","22003","391"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1067","0","0","12","0","10000","0","392"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1067","0","0","12","22002","250000","22003","393"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1067","0","0","12","22002","500000","22003","394"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1067","0","0","12","22002","750000","22003","395"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1067","0","0","12","22002","1000000","22003","396"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1068","0","0","12","0","10000","0","397"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1068","0","0","12","22002","250000","22003","398"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1068","0","0","12","22002","500000","22003","399"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1068","0","0","12","22002","750000","22003","400"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1068","0","0","12","22002","1000000","22003","401"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1069","0","0","12","0","10000","0","402"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1069","0","0","12","22002","250000","22003","403"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1069","0","0","12","22002","500000","22003","404"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1069","0","0","12","22002","750000","22003","405"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1069","0","0","12","22002","1000000","22003","406"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1070","0","0","12","0","10000","0","407"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1070","0","0","12","22002","250000","22003","408"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1070","0","0","12","22002","500000","22003","409"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1070","0","0","12","22002","750000","22003","410"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1070","0","0","12","22002","1000000","22003","411"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1071","0","0","12","0","10000","0","412"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1071","0","0","12","22002","250000","22003","413"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1071","0","0","12","22002","500000","22003","414"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1071","0","0","12","22002","750000","22003","415"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1071","0","0","12","22002","1000000","22003","416"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1072","0","0","12","0","10000","0","417"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1072","0","0","12","22002","250000","22003","418"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1072","0","0","12","22002","500000","22003","419"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1072","0","0","12","22002","750000","22003","420"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1072","0","0","12","22002","1000000","22003","421"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1073","0","0","12","0","10000","0","422"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1073","0","0","12","22002","250000","22003","423"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1073","0","0","12","22002","500000","22003","424"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1073","0","0","12","22002","750000","22003","425"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1073","0","0","12","22002","1000000","22003","426"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1074","0","0","12","0","10000","0","427"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1074","0","0","12","22002","250000","22003","428"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1074","0","0","12","22002","500000","22003","429"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1074","0","0","12","22002","750000","22003","430"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1074","0","0","12","22002","1000000","22003","431"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1075","0","0","12","0","10000","0","432"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1075","0","0","12","22002","250000","22003","433"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1075","0","0","12","22002","500000","22003","434"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1075","0","0","12","22002","750000","22003","435"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1075","0","0","12","22002","1000000","22003","436"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1076","0","0","12","0","10000","0","437"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1076","0","0","12","22002","250000","22003","438"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1076","0","0","12","22002","500000","22003","439"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1076","0","0","12","22002","750000","22003","440"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1076","0","0","12","22002","1000000","22003","441"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1077","0","0","12","0","10000","0","442"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1077","0","0","12","22002","250000","22003","443"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1077","0","0","12","22002","500000","22003","444"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1077","0","0","12","22002","750000","22003","445"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1077","0","0","12","22002","1000000","22003","446"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1078","0","0","12","0","10000","0","447"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1078","0","0","12","22002","250000","22003","448"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1078","0","0","12","22002","500000","22003","449"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1078","0","0","12","22002","750000","22003","450"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1078","0","0","12","22002","1000000","22003","451"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1079","0","0","12","0","10000","0","452"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1079","0","0","12","22002","250000","22003","453"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1079","0","0","12","22002","500000","22003","454"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1079","0","0","12","22002","750000","22003","455"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1079","0","0","12","22002","1000000","22003","456"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1080","0","0","12","0","10000","0","457"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1080","0","0","12","22002","250000","22003","458"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1080","0","0","12","22002","500000","22003","459"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1080","0","0","12","22002","750000","22003","460"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1080","0","0","12","22002","1000000","22003","461"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1081","0","0","12","0","10000","0","462"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1081","0","0","12","22002","250000","22003","463"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1081","0","0","12","22002","500000","22003","464"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1081","0","0","12","22002","750000","22003","465"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1081","0","0","12","22002","1000000","22003","466"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1082","0","0","12","0","10000","0","467"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1082","0","0","12","22002","250000","22003","468"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1082","0","0","12","22002","500000","22003","469"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1082","0","0","12","22002","750000","22003","470"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1082","0","0","12","22002","1000000","22003","471"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1083","0","0","12","0","10000","0","472"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1083","0","0","12","22002","250000","22003","473"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1083","0","0","12","22002","500000","22003","474"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1083","0","0","12","22002","750000","22003","475"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1083","0","0","12","22002","1000000","22003","476"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1084","0","0","12","0","10000","0","477"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1084","0","0","12","22002","250000","22003","478"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1084","0","0","12","22002","500000","22003","479"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1084","0","0","12","22002","750000","22003","480"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1084","0","0","12","22002","1000000","22003","481"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1085","0","0","12","0","10000","0","482"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1085","0","0","12","22002","250000","22003","483"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1085","0","0","12","22002","500000","22003","484"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1085","0","0","12","22002","750000","22003","485"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1085","0","0","12","22002","1000000","22003","486"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1086","0","0","12","0","10000","0","487"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1086","0","0","12","22002","250000","22003","488"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1086","0","0","12","22002","500000","22003","489"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1086","0","0","12","22002","750000","22003","490"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1086","0","0","12","22002","1000000","22003","491"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1087","0","0","12","0","10000","0","492"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1087","0","0","12","22002","250000","22003","493"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1087","0","0","12","22002","500000","22003","494"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1087","0","0","12","22002","750000","22003","495"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1087","0","0","12","22002","1000000","22003","496"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1088","0","0","12","0","10000","0","497"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1088","0","0","12","22002","250000","22003","498"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1088","0","0","12","22002","500000","22003","499"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1088","0","0","12","22002","750000","22003","500"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1088","0","0","12","22002","1000000","22003","501"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1089","0","0","12","0","10000","0","502"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1089","0","0","12","22002","250000","22003","503"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1089","0","0","12","22002","500000","22003","504"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1089","0","0","12","22002","750000","22003","505"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1089","0","0","12","22002","1000000","22003","506"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1090","0","0","12","0","10000","0","507"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1090","0","0","12","22002","250000","22003","508"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1090","0","0","12","22002","500000","22003","509"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1090","0","0","12","22002","750000","22003","510"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1090","0","0","12","22002","1000000","22003","511"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1091","0","0","12","0","10000","0","512"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1091","0","0","12","22002","250000","22003","513"
