b5ef02ae827cf77c39cf5d25b7ad331eaf0fd73752e3fee739f9c2bceee482bd,9b3ffd85b59fb1bb93bbff93d28e10d85906eb21be7bd7c7516cf16a22e55d31,ed44f1157ee346c0971aa31a37720f2e941d2f67b7e3755bd9b474b43e2f2555,0a12fdcd73d3519d218eff2b97c3f2045c4165a9c7d5619c9ef16cf453966091,266b628d201904c7ca736a34fd87158cb9767fc55b7805594f50f1b4c25c5498,7cad2464b2a8d348e3fd9c9e4e5bd018ecd6472940487929fc19eeaff7dd7cac,8db8102d30ae241cf7c71d1ae139cd77ff2f1196c31096e70a24a935928b2308,4d0de01ffe777b3c4b883892a837e3aa66f00f1024a6c363c80dfe169a6112a0,6fdba1178c11afbe0d41659c4026f40bd56f29fbe0b9f31cf5bce24cc45de79e,d5ee07d18291d9b63d41730a535222f624b2a25dd13e1bb0b37c428ff25aa96e,d70019371890706f08a6c8e0965d86dbf880c4856b546051ec00c8f5badd93c3
"","","518","8","150","0","40022","91002","0","0","9"
"","","519","8","150","0","40022","91002","0","0","10"
"","","520","2","50","0","40023","25203","0","0","1"
"","","521","12","2000000","0","40023","94002","0","0","1"
"","","522","2","50","0","40023","25201","0","0","2"
"","","523","12","2000000","0","40023","94002","0","0","2"
"","","524","2","50","0","40023","25205","0","0","3"
"","","525","12","2000000","0","40023","94002","0","0","3"
"","","526","2","50","0","40023","25202","0","0","4"
"","","527","12","2000000","0","40023","94002","0","0","4"
"","","528","2","25","0","40023","25204","0","0","5"
"","","529","12","2000000","0","40023","94002","0","0","5"
"","","530","2","50","0","40023","25203","0","0","6"
"","","531","12","2000000","0","40023","94002","0","0","6"
"","","532","2","50","0","40023","25201","0","0","7"
"","","533","12","2000000","0","40023","94002","0","0","7"
"","","534","2","50","0","40023","25205","0","0","8"
"","","535","12","2000000","0","40023","94002","0","0","8"
"","","536","2","50","0","40023","25202","0","0","9"
"","","537","12","2000000","0","40023","94002","0","0","9"
"","","538","2","25","0","40023","25204","0","0","10"
"","","539","12","2000000","0","40023","94002","0","0","10"
"","","540","8","100","0","80017","91002","0","530232","1"
"","","541","8","100","0","80017","91002","0","530233","2"
"","","542","8","100","0","80017","91002","0","530234","3"
"","","543","8","100","0","80017","91002","0","530235","4"
"","","544","8","100","0","80018","91002","0","530236","1"
"","","545","8","100","0","80018","91002","0","530237","2"
"","","546","8","100","0","80018","91002","0","530238","3"
"","","547","8","100","0","80018","91002","0","530239","4"
