e23b78e85e3f4e58b12b36904bd4efdbd15221077948bd569d1cf50829f125e3,c26732a69e7f8949439e7a2acbc2c0e9aef8e82015809aca0b23158a29a3a692,90bcd08f42125c050cefd141987e4cee88b3225a6d332efdb3ad35030fc09afd,233e7e6eda98480215be1d4503f601826a523665103b86db3a365774765aff70,2572375537fa8d83abf0296cf8a6cbdf16204f8702436ec153fa2b5075d28185
"10031001","闇属性ボーナス特大アップ","16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","4100310"
"10031002","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100310"
"10031003","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100310"
"10031004","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100310"
"10031005","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n75％カット状態になる。","4100310"
"10031006","ＴＰ上昇ダウン","3","バトル開始時、すべてのキャラのＴＰ上昇を中ダウンさせる。","4100310"
"10031007","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","4100310"
"10040101","火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","4100401"
"10040102","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100401"
"10040103","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100401"
"10040104","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100401"
"10040201","水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","4100402"
"10040202","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100402"
"10040203","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100402"
"10040204","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100402"
"10040301","光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","4100403"
"10040302","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100403"
"10040303","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100403"
"10040304","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100403"
"10040305","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100403"
"10040306","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100403"
"10040401","闇属性ボーナス特大アップ","16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","4100404"
"10040402","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100404"
"10040403","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100404"
"10040404","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100404"
"10040405","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100404"
"10040406","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100404"
"10040501","風属性ボーナス特大アップ","14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","4100405"
"10040502","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100405"
"10040503","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100405"
"10040504","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100405"
"10040505","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100405"
"10040506","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100405"
"10040601","闇属性ボーナス特大アップ","16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","4100406"
"10040602","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100406"
"10040603","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100406"
"10040604","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100406"
"10040605","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100406"
"10040606","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100406"
"10040701","火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","4100407"
"10040702","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100407"
"10040703","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100407"
"10040704","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100407"
"10040705","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100407"
"10040706","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100407"
"10040801","水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","4100408"
"10040802","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100408"
"10040803","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100408"
"10040804","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100408"
"10040805","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n75％カット状態になる。","4100408"
"10040806","ＴＰ上昇ダウン","3","バトル開始時、すべてのキャラのＴＰ上昇をダウンさせる。","4100408"
"10040807","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100408"
"10040901","風属性ボーナス特大アップ","14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","4100409"
"10040902","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100409"
"10040903","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100409"
"10040904","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100409"
"10040905","ＴＰ上昇ダウン","3","バトル開始時、すべてのキャラのＴＰ上昇をダウンさせる。","4100409"
"10040906","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100409"
"10041001","光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","4100410"
"10041002","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100410"
"10041003","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100410"
"10041004","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100410"
"10041005","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n75％カット状態になる。","4100410"
"10041006","ＴＰ上昇ダウン","3","バトル開始時、すべてのキャラのＴＰ上昇をダウンさせる。","4100410"
"10041007","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100410"
"10050101","火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","4100501"
"10050102","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100501"
"10050103","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100501"
"10050104","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100501"
"10050201","風属性ボーナス特大アップ","14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","4100502"
"10050202","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100502"
"10050203","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100502"
"10050204","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100502"
"10050301","光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","4100503"
"10050302","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100503"
"10050303","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100503"
"10050304","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100503"
"10050305","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100503"
"10050306","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100503"
"10050401","水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","4100504"
"10050402","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100504"
"10050403","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100504"
"10050404","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100504"
"10050405","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100504"
"10050406","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100504"
"10050501","闇属性ボーナス特大アップ","16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","4100505"
"10050502","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100505"
"10050503","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100505"
"10050504","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100505"
"10050505","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100505"
"10050506","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100505"
"10050601","風属性ボーナス特大アップ","14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","4100506"
"10050602","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100506"
"10050603","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100506"
"10050604","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100506"
"10050605","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100506"
"10050606","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100506"
"10050701","光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","4100507"
"10050702","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100507"
"10050703","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100507"
"10050704","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100507"
"10050705","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100507"
"10050706","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100507"
"10050801","火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","4100508"
"10050802","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100508"
"10050803","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100508"
"10050804","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100508"
"10050805","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n75％カット状態になる。","4100508"
"10050806","ＴＰ上昇ダウン","3","バトル開始時、すべてのキャラのＴＰ上昇をダウンさせる。","4100508"
"10050807","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100508"
"10050901","水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","4100509"
"10050902","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100509"
"10050903","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100509"
"10050904","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100509"
"10050905","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n75％カット状態になる。","4100509"
"10050906","ＴＰ上昇ダウン","3","バトル開始時、すべてのキャラのＴＰ上昇をダウンさせる。","4100509"
"10050907","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100509"
"10051001","闇属性ボーナス特大アップ","16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","4100510"
"10051002","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100510"
"10051003","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100510"
"10051004","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100510"
"10051005","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n75％カット状態になる。","4100510"
"10051006","ＴＰ上昇ダウン","3","バトル開始時、すべてのキャラのＴＰ上昇をダウンさせる。","4100510"
"10051007","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100510"
"10060101","風属性ボーナス特大アップ","14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","4100601"
"10060102","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100601"
"10060103","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100601"
"10060104","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100601"
"10060201","火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","4100602"
"10060202","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100602"
"10060203","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100602"
"10060204","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100602"
"10060301","闇属性ボーナス特大アップ","16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","4100603"
"10060302","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100603"
"10060303","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100603"
"10060304","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100603"
"10060305","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100603"
"10060306","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100603"
"10060401","水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","4100604"
"10060402","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100604"
"10060403","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100604"
"10060404","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100604"
"10060405","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100604"
"10060406","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100604"
"10060501","光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","4100605"
"10060502","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100605"
"10060503","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100605"
"10060504","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100605"
"10060505","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100605"
"10060506","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100605"
"10060601","風属性ボーナス特大アップ","14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","4100606"
"10060602","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100606"
"10060603","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100606"
"10060604","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100606"
"10060605","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100606"
"10060606","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100606"
"10060701","火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","4100607"
"10060702","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100607"
"10060703","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100607"
"10060704","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100607"
"10060705","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100607"
"10060706","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100607"
"10060801","水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","4100608"
"10060802","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100608"
"10060803","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100608"
"10060804","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100608"
"10060805","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n75％カット状態になる。","4100608"
"10060806","ＴＰ上昇ダウン","3","バトル開始時、すべてのキャラのＴＰ上昇をダウンさせる。","4100608"
"10060807","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100608"
"10060901","闇属性ボーナス特大アップ","16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","4100609"
"10060902","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100609"
"10060903","物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100609"
"10060904","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100609"
"10060905","ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n75％カット状態になる。","4100609"
"10060906","ＴＰ上昇ダウン","3","バトル開始時、すべてのキャラのＴＰ上昇をダウンさせる。","4100609"
"10060907","ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100609"
"10061001","光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","4100610"
"10061002","ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100610"
