1bc8340e46acb1006902c975bb258b674d1a100370e6f556d91fc1615f8c772f,e3988afbbb1e4e28fb7a7ddd5141cadab9de763de4b0f12ebd4678f16b42b676,0197bd7c6088b7ae518f119b48248fad4146db154af5efe4fb907110719e8e06,a35e12800da00651174dd24479dc66889bc0dbaccefd716afcfe315d2a6faa2f,3e0b57526089584c9d9c68269a42aed5ce23df290b7c9eede65744b90347af55,8c1b24db8de1d3ef47f4d58262963f5d5d15272daae36b0e5fee940d1deb7699,38212c08e62b6fb00a7d42c78dbe7b9eb0ca0f7a54959b13c6f547cc627a38dc,b4d7b12ee2fd0270fc708764fca4aa2323e1d8afdd20c98cf0e1534410be6514,7f170e6124f0811f985db7ce32c42764c6f024e5872153795b3ef4582555e08d,2c0532e3c11288c88e0ba6df929243ac744ef43882be8ad4b7208f82c6412640,982f394303b4e66a0f6ade5a40fd56982a33ce48e8bcc65a7d5b643115bccc57,af3337a4060a3e86c60e7ec85a2a185c44b9689a659a3f480fe3b1daa8495b07
"300709","3","54000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","15840000000000","1","1","3007","-1","300709"
"300710","3","54000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","13320000000000","1","1","3007","-1","300710"
"300711","3","54000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","11160000000000","1","1","3007","-1","300711"
"300712","3","54000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","9720000000000","1","1","3007","-1","300712"
"300713","3","54000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","7560000000000","1","1","3007","-1","300713"
"300714","3","54000","バトル開始から90秒間、味方のＴＰが毎秒アップ","0","毎秒ＴＰアップ90秒","5040000000000","1","1","3007","-1","300714"
"300715","3","54000","バトル開始から15秒間、敵がスタン状態になる","0","スタン15秒","3960000000000","1","1","3007","-1","300715"
"300716","3","54000","バトル開始から90秒間、味方のＨＰが毎秒回復","0","毎秒ＨＰ回復90秒","2880000000000","1","1","3007","-1","300716"
"300717","3","54000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","1440000000000","1","1","3007","-1","300717"
"300718","3","54000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","360000000000","1","1","3007","-1","300718"
