95a0376a0d6c46b0e31cb33b843641d84a55d17dd77bd343cf6b7d2268c28fc0,f6c09f191b2d40af0f8cdb973c6bccae3075c79fd7a1d50bb0e8f4d9d9564c73,36db4943d6c29165d67c3b7187e75ee8855e650afcc4d7da6c9ee0a88b52c4ed,72d7d35f07064c4f622e7200c2cf3c28893c9560d4b7462b43cdb5ab1b1f4645,20d7b948036d0f6e6417398a24b1d74f5f8e5ec20bfb55e6bc5ff26738f8acc8,1cfb811d6b74d2a173a0b66ff97bbc95e553043781527e33656a5e4347d7dbb7,154354229d04bf59a72268748366e78ac1c237f98c1c648e77a103e3437ee12f,c4854c86fd55bab1bc08c9ebceb9239d9633b5dfa7d5b86290d70ba1d6ce2f8b,a63e66f2e785d7682d3e80f180770f3b77d6a38811e2252afdf145a9667ed216,173b7af2f6dd8f69348891330e58d3777fba066bbd50b0d429001e705325f9d8,1c6669c67080ba4d9e68d7750b5dee00901b1a40bd0cd30754470a0f48f056b8
"2","250","0.01","","-360","16614","","100911","","","16614043"
"3","wac_birthday_idle_normal","","","1","16614","","105111","0.2","","16614044"
"2","370","0.01","","-320","16614","","105111","","","16614045"
"3","wac_birthday_idle_kyapi","","","1","16614","","101311","0.2","","16614046"
"2","490","0.01","","-340","16614","","101311","","","16614047"
"93","","","","","16614","","0","","","16614048"
"32","1","","","","16614","","800","","","16614049"
"93","","","","","16614","","0.7","","","16614050"
"32","1","","","","16614","","702","","","16614051"
"93","","","","","16614","","0.5","","","16614052"
"23","se_sys_login_birthday_blow_candle","","","0","16614","","se_common","","","16614053"
"32","0","","","","16614","","701","","","16614054"
"93","","","","","16614","","0.4","","","16614055"
"23","se_sys_login_birthday_cracker","","","0","16614","","se_common","","","16614056"
"32","1","","","","16614","","700","","","16614057"
"23","se_sys_login_birthday_calendar_applause","","","0","16614","","se_common","","","16614058"
"3","wac_birthday_clap","wac_birthday_idle_smile","1","0","16614","","105611","0.2","0.2","16614059"
"3","wac_birthday_clap","wac_birthday_idle_normal","1","0","16614","","105111","0.2","0.2","16614060"
"93","","","","","16614","","0.1","","","16614061"
"3","wac_birthday_clap","wac_birthday_idle_doya","1","0","16614","","100911","0.2","0.2","16614062"
"93","","","","","16614","","0.1","","","16614063"
"3","wac_birthday_clap","wac_birthday_idle_kyapi","1","0","16614","","101311","0.2","0.2","16614064"
"93","","","","","16614","","2","","","16614065"
"131","","","","","16614","","1","","","16614066"
"21","vo_wac_16614_000","0","","0","16614","","vo_wac_16614","","","16614067"
"11","誕生、日……？\n私のですか？\nなぜそんなことを\n覚えているのですか？","1","1","10","16614","0.5","102711","0","0","16614068"
"91","","","","","16614","","0","","","16614069"
"3","wac_birthday_eriko_idle_wish","","","1","16614","","102711","0.2","","16614070"
"3","wac_birthday_talk_doya","","","1","16614","","105611","0.2","","16614071"
"21","vo_wac_16614_001","0","","0","16614","","vo_wac_16614","","","16614072"
"11","なぜって、同じギルドの\nメンバーじゃないか。\nいつも身を挺して戦ってくれてる\nアンタに、心ばかりのお礼だよ。","1","1","10","16614","0.5","105611","0","0","16614073"
"91","","","","","16614","","0","","","16614074"
"3","wac_birthday_idle_doya","","","1","16614","","105611","0.2","","16614075"
"3","wac_birthday_talk_normal","","","1","16614","","102711","0.2","","16614076"
"21","vo_wac_16614_002","0","","0","16614","","vo_wac_16614","","","16614077"
"11","………………そう、ですか。\nそれならありがたく\nいただくことにしましょう。","1","1","10","16614","0.5","102711","0","0","16614078"
"91","","","","","16614","","0","","","16614079"
"3","wac_birthday_talk_wish","","","1","16614","","102711","0.2","","16614080"
"21","vo_wac_16614_003","0","","0","16614","","vo_wac_16614","","","16614081"
"11","はむっ。\n……ふふ、甘い、ですね。\nまるであのおかたの優しさのよう。\n……ありがとうござい、ます。","1","1","10","16614","0.5","102711","0","0","16614082"
"91","","","","","16614","","0","","","16614083"
"22","","","","","16614","","0","","","16614084"
"25","bgm_M321_2C","","","","17414","","bgm_M321","","","17414001"
"1","110811","-1000","-70","250","17414","wac_birthday_idle_normal","1","2","0","17414002"
"1","110911","230","-270","256","17414","wac_birthday_idle_kyapi","1","2","1","17414003"
"1","111011","410","-310","257","17414","wac_birthday_idle_doya","1","2","1","17414004"
"13","300","","","","17414","","110811","","","17414005"
"13","300","","","","17414","","110911","","","17414006"
"31","501","0","1","0","17414","","501","0","","17414007"
"31","600","0","1","0","17414","","600","1","","17414008"
"31","602","0","1","0","17414","","602","0","","17414009"
"31","603","0","1","0","17414","","603","0","","17414010"
"31","604","60","1","30","17414","","604","1","","17414011"
"31","613","0","1","0","17414","","613","1","","17414012"
"31","700","0","1","0","17414","","700","0","","17414013"
"31","701","0","1","0","17414","","701","0","","17414014"
"31","702","0","1","0","17414","","702","0","","17414015"
"31","800","0","1","0","17414","","800","0","","17414016"
"31","920","60","1","30","17414","","920","1","","17414017"
"93","","","","","17414","","1","","","17414018"
"3","wac_birthday_reaction_05","wac_birthday_reaction_03","1","0","17414","","111011","0.2","0.2","17414019"
"93","","","","","17414","","0.1","","","17414020"
"3","wac_birthday_reaction_01","wac_birthday_reaction_03","1","0","17414","","110911","0.2","0.2","17414021"
"93","","","","","17414","","0.3","","","17414022"
"3","wac_birthday_run_01","","","1","17414","","110811","0.2","","17414023"
"2","0","3","","-70","17414","","110811","","","17414024"
"93","","","","","17414","","2.5","","","17414025"
"32","1","","","","17414","","602","","","17414026"
"93","","","","","17414","","0.6","","","17414027"
"32","1","","","","17414","","501","","","17414028"
"32","0","","","","17414","","600","","","17414029"
"32","0","","","","17414","","613","","","17414030"
"32","0","","","","17414","","604","","","17414031"
"32","1","","","","17414","","701","","","17414032"
"33","0","0.01","","0","17414","","920","","","17414033"
"3","wac_birthday_blowout_01","wac_birthday_wish_01","1","0","17414","","110811","0.2","0.2","17414034"
"2","-200","0.01","","-330","17414","","110811","","","17414035"
"3","wac_birthday_idle_kyapi","","","1","17414","","110911","0.2","","17414036"
"2","180","0.01","","-320","17414","","110911","","","17414037"
"3","wac_birthday_idle_doya","","","1","17414","","111011","0.2","","17414038"
"2","320","0.01","","-340","17414","","111011","","","17414039"
"93","","","","","17414","","0","","","17414040"
"32","1","","","","17414","","800","","","17414041"
"93","","","","","17414","","0.7","","","17414042"
"32","1","","","","17414","","702","","","17414043"
"93","","","","","17414","","0.5","","","17414044"
"23","se_sys_login_birthday_blow_candle","","","0","17414","","se_common","","","17414045"
"32","0","","","","17414","","701","","","17414046"
"93","","","","","17414","","0.4","","","17414047"
"23","se_sys_login_birthday_cracker","","","0","17414","","se_common","","","17414048"
"32","1","","","","17414","","700","","","17414049"
"23","se_sys_login_birthday_calendar_applause","","","0","17414","","se_common","","","17414050"
"3","wac_birthday_clap","wac_birthday_idle_kyapi","1","0","17414","","110911","0.2","0.2","17414051"
"93","","","","","17414","","0.1","","","17414052"
"3","wac_birthday_clap","wac_birthday_idle_doya","1","0","17414","","111011","0.2","0.2","17414053"
"93","","","","","17414","","2","","","17414054"
"131","","","","","17414","","1","","","17414055"
"21","vo_wac_17414_000","0","","0","17414","","vo_wac_17414","","","17414056"
"11","うわ何コレ、ビビんだけど。\nまぁまぁデカめの生モノ\n野ざらしで放置されてンじゃん。\n城壁だぞ。新手のバイオテロか？","1","1","10","17414","0.5","110811","0","0","17414057"
"91","","","","","17414","","0","","","17414058"
"3","wac_birthday_idle_smile","","","1","17414","","110811","0.2","","17414059"
"3","wac_birthday_talk_sad","","","1","17414","","110911","0.2","","17414060"
"21","vo_wac_17414_001","0","","0","17414","","vo_wac_17414","","","17414061"
"11","照れ隠しなのか新手のモノボケなのか\n知らないですけどクロエ先輩……\nあきらかバースデーケーキ前にして\nそのすっとぼけは無理ないです？","1","1","10","17414","0.5","110911","0","0","17414062"
"91","","","","","17414","","0","","","17414063"
"3","wac_birthday_idle_sad","","","1","17414","","110911","0.2","","17414064"
"3","wac_birthday_chloe_talk_sad","","","1","17414","","110811","0.2","","17414065"
"21","vo_wac_17414_002","0","","0","17414","","vo_wac_17414","","","17414066"
"11","あ？　じゃあさ、そんなン言うなら\nこっちも言わせてもらうけどさ。\nあんたらサプライズするならするで\nもっと上手いことやってくんない。","1","1","10","17414","0.5","110811","0","0","17414067"
"91","","","","","17414","","0","","","17414068"
"3","wac_birthday_talk_smile","","","1","17414","","110811","0.2","","17414069"
"21","vo_wac_17414_003","0","","0","17414","","vo_wac_17414","","","17414070"
"11","朝からユニ先輩クリームまみれなのよ。\n気付くわそりゃ。喜びどころムズいわ。\nとっくにニヤ散らかした後だわ。\nいんだけどさべつに。ありがとね。","1","1","10","17414","0.5","110811","0","0","17414071"
"91","","","","","17414","","0","","","17414072"
"22","","","","","17414","","0","","","17414073"
"25","bgm_M321_2C","","","","17614","","bgm_M321","","","17614001"
"1","104311","-1000","-70","250","17614","wac_birthday_idle_normal","1","2","0","17614002"
"1","101011","200","-270","256","17614","wac_birthday_idle_wish","1","2","1","17614003"
"1","101411","320","-310","258","17614","wac_birthday_idle_smile","1","2","1","17614004"
"1","101711","450","-290","257","17614","wac_birthday_idle_kyapi","1","2","1","17614005"
"13","300","","","","17614","","104311","","","17614006"
"13","300","","","","17614","","101011","","","17614007"
"13","300","","","","17614","","101411","","","17614008"
"13","300","","","","17614","","101711","","","17614009"
"31","501","0","1","0","17614","","501","0","","17614010"
"31","600","0","1","0","17614","","600","1","","17614011"
"31","602","0","1","0","17614","","602","0","","17614012"
"31","603","0","1","0","17614","","603","0","","17614013"
"31","604","60","1","30","17614","","604","1","","17614014"
"31","613","0","1","0","17614","","613","1","","17614015"
"31","700","0","1","0","17614","","700","0","","17614016"
"31","701","0","1","0","17614","","701","0","","17614017"
"31","702","0","1","0","17614","","702","0","","17614018"
"31","800","0","1","0","17614","","800","0","","17614019"
"31","921","60","1","30","17614","","921","1","","17614020"
"93","","","","","17614","","1","","","17614021"
"3","wac_birthday_reaction_01","wac_birthday_reaction_03","1","0","17614","","101411","0.2","0.2","17614022"
"93","","","","","17614","","0.1","","","17614023"
"3","wac_birthday_reaction_03","wac_birthday_reaction_04","1","0","17614","","101011","0.2","0.2","17614024"
"3","wac_birthday_reaction_02","wac_birthday_reaction_03","1","0","17614","","101711","0.2","0.2","17614025"
"93","","","","","17614","","0.3","","","17614026"
"3","wac_birthday_makoto_run_01","","","1","17614","","104311","0.2","","17614027"
"2","0","3","","-70","17614","","104311","","","17614028"
"93","","","","","17614","","2.5","","","17614029"
"32","1","","","","17614","","602","","","17614030"
"93","","","","","17614","","0.6","","","17614031"
"32","1","","","","17614","","501","","","17614032"
"32","0","","","","17614","","600","","","17614033"
"32","0","","","","17614","","613","","","17614034"
"32","0","","","","17614","","604","","","17614035"
"32","1","","","","17614","","701","","","17614036"
"33","0","0.01","","0","17614","","921","","","17614037"
"3","wac_birthday_makoto_blowout_02","wac_birthday_makoto_wish_01","1","0","17614","","104311","0.2","0.2","17614038"
"2","-200","0.01","","-330","17614","","104311","","","17614039"
"3","wac_birthday_idle_wish","","","1","17614","","101011","0.2","","17614040"
"2","180","0.01","","-320","17614","","101011","","","17614041"
"3","wac_birthday_idle_smile","","","1","17614","","101411","0.2","","17614042"
"2","290","0.01","","-360","17614","","101411","","","17614043"
"3","wac_birthday_idle_kyapi","","","1","17614","","101711","0.2","","17614044"
"2","420","0.01","","-340","17614","","101711","","","17614045"
"93","","","","","17614","","0","","","17614046"
"32","1","","","","17614","","800","","","17614047"
"93","","","","","17614","","0.7","","","17614048"
"32","1","","","","17614","","702","","","17614049"
"93","","","","","17614","","0.5","","","17614050"
"23","se_sys_login_birthday_blow_candle","","","0","17614","","se_common","","","17614051"
"32","0","","","","17614","","701","","","17614052"
"93","","","","","17614","","0.4","","","17614053"
"23","se_sys_login_birthday_cracker","","","0","17614","","se_common","","","17614054"
"32","1","","","","17614","","700","","","17614055"
"23","se_sys_login_birthday_calendar_applause","","","0","17614","","se_common","","","17614056"
"3","wac_birthday_clap_to_wish","wac_birthday_idle_wish","1","0","17614","","101011","0.2","0.2","17614057"
"93","","","","","17614","","0.1","","","17614058"
"3","wac_birthday_clap","wac_birthday_idle_smile","1","0","17614","","101411","0.2","0.2","17614059"
"93","","","","","17614","","0.1","","","17614060"
"3","wac_birthday_clap","wac_birthday_idle_kyapi","1","0","17614","","101711","0.2","0.2","17614061"
"93","","","","","17614","","2","","","17614062"
"131","","","","","17614","","1","","","17614063"
"21","vo_wac_17614_000","0","","0","17614","","vo_wac_17614","","","17614064"
"11","なんじゃこりゃ、ケーキか？\n誰かの忘れ物……なわけないよな。\nなんでこんなもんが？","1","1","10","17614","0.5","104311","0","0","17614065"
"91","","","","","17614","","0","","","17614066"
"3","wac_birthday_idle_normal","","","1","17614","","104311","0.2","","17614067"
"3","wac_birthday_talk_wish","","","1","17614","","101011","0.2","","17614068"
"21","vo_wac_17614_001","0","","0","17614","","vo_wac_17614","","","17614069"
"11","なんでって、今日はマコトはんの\nお誕生日やんか～？\nうちらと王子はんで、特製ケーキ、\n用意したんどすえ～♪","1","1","10","17614","0.5","101011","0","0","17614070"
"91","","","","","17614","","0","","","17614071"
"3","wac_birthday_idle_wish","","","1","17614","","101011","0.2","","17614072"
"3","wac_birthday_talk_smile","","","1","17614","","101411","0.2","","17614073"
"21","vo_wac_17614_002","0","","0","17614","","vo_wac_17614","","","17614074"
"11","ギルドの仕事にいつも一番熱心な、\n君への労いも兼ねているよ。\n改めてお誕生日、おめでとう♪","1","1","10","17614","0.5","101411","0","0","17614075"
"91","","","","","17614","","0","","","17614076"
"3","wac_birthday_idle_smile","","","1","17614","","101411","0.2","","17614077"
"3","wac_birthday_talk_smile","","","1","17614","","101711","0.2","","17614078"
"21","vo_wac_17614_003","0","","0","17614","","vo_wac_17614","","","17614079"
"11","本当に、いつもお疲れさまさ～♪\nおいしーケーキをたっくさん食べて、\nこれからも私たちの分まで、\nお仕事頑張ってね～？","1","1","10","17614","0.5","101711","0","0","17614080"
"91","","","","","17614","","0","","","17614081"
"3","wac_birthday_idle_smile","","","1","17614","","101711","0.2","","17614082"
"3","wac_birthday_makoto_talk_smile","","","1","17614","","104311","0.2","","17614083"
"21","vo_wac_17614_004","0","","0","17614","","vo_wac_17614","","","17614084"
"11","うれしいじゃねぇか、ありがとな！\n……って、ちょっと待て。\nギルドの仕事はみんなにも\n頑張ってもらわないと困るって！？　","1","1","10","17614","0.5","104311","0","0","17614085"
"91","","","","","17614","","0","","","17614086"
"3","wac_birthday_talk_doya","","","1","17614","","104311","0.2","","17614087"
"21","vo_wac_17614_005","0","","0","17614","","vo_wac_17614","","","17614088"
"11","まぁ、でも、今日はケーキに\n免じて勘弁してやるか。\nおまえも、わざわざありがとな。\nこれからも、一緒に頑張ろうぜ♪","1","1","10","17614","0.5","104311","0","0","17614089"
"91","","","","","17614","","0","","","17614090"
"22","","","","","17614","","0","","","17614091"
"25","bgm_M321_2C","","","","17714","","bgm_M321","","","17714001"
"1","100411","-1000","-70","250","17714","wac_birthday_idle_normal","1","2","0","17714002"
"1","103611","230","-270","256","17714","wac_birthday_idle_doya","1","2","1","17714003"
"1","102011","410","-310","257","17714","wac_birthday_idle_smile","1","2","1","17714004"
"13","300","","","","17714","","100411","","","17714005"
"13","300","","","","17714","","103611","","","17714006"
"31","501","0","1","0","17714","","501","0","","17714007"
"31","600","0","1","0","17714","","600","1","","17714008"
"31","602","0","1","0","17714","","602","0","","17714009"
"31","603","0","1","0","17714","","603","0","","17714010"
"31","604","60","1","30","17714","","604","1","","17714011"
"31","613","0","1","0","17714","","613","1","","17714012"
"31","700","0","1","0","17714","","700","0","","17714013"
"31","701","0","1","0","17714","","701","0","","17714014"
"31","702","0","1","0","17714","","702","0","","17714015"
"31","800","0","1","0","17714","","800","0","","17714016"
"31","922","60","1","30","17714","","922","1","","17714017"
"93","","","","","17714","","1","","","17714018"
"3","wac_birthday_reaction_01","wac_birthday_reaction_03","1","0","17714","","102011","0.2","0.2","17714019"
"93","","","","","17714","","0.1","","","17714020"
"3","wac_birthday_reaction_01","wac_birthday_reaction_03","1","0","17714","","103611","0.2","0.2","17714021"
"93","","","","","17714","","0.3","","","17714022"
"3","wac_birthday_run_01","","","1","17714","","100411","0.2","","17714023"
"2","0","3","","-70","17714","","100411","","","17714024"
"93","","","","","17714","","2.5","","","17714025"
"32","1","","","","17714","","602","","","17714026"
"93","","","","","17714","","0.6","","","17714027"
"32","1","","","","17714","","501","","","17714028"
"32","0","","","","17714","","600","","","17714029"
"32","0","","","","17714","","613","","","17714030"
"32","0","","","","17714","","604","","","17714031"
"32","1","","","","17714","","701","","","17714032"
"33","0","0.01","","0","17714","","922","","","17714033"
"3","wac_birthday_blowout_01","wac_birthday_wish_02","1","0","17714","","100411","0.2","0.2","17714034"
"2","-200","0.01","","-330","17714","","100411","","","17714035"
"3","wac_birthday_idle_doya","","","1","17714","","103611","0.2","","17714036"
"2","180","0.01","","-320","17714","","103611","","","17714037"
"3","wac_birthday_idle_smile","","","1","17714","","102011","0.2","","17714038"
"2","320","0.01","","-340","17714","","102011","","","17714039"
"93","","","","","17714","","0","","","17714040"
"32","1","","","","17714","","800","","","17714041"
"93","","","","","17714","","0.7","","","17714042"
"32","1","","","","17714","","702","","","17714043"
"93","","","","","17714","","0.5","","","17714044"
"23","se_sys_login_birthday_blow_candle","","","0","17714","","se_common","","","17714045"
"32","0","","","","17714","","701","","","17714046"
"93","","","","","17714","","0.4","","","17714047"
"23","se_sys_login_birthday_cracker","","","0","17714","","se_common","","","17714048"
"32","1","","","","17714","","700","","","17714049"
"23","se_sys_login_birthday_calendar_applause","","","0","17714","","se_common","","","17714050"
"3","wac_birthday_clap","wac_birthday_idle_doya","1","0","17714","","103611","0.2","0.2","17714051"
"93","","","","","17714","","0.1","","","17714052"
"3","wac_birthday_clap","wac_birthday_idle_smile","1","0","17714","","102011","0.2","0.2","17714053"
"93","","","","","17714","","2","","","17714054"
"131","","","","","17714","","1","","","17714055"
"21","vo_wac_17714_000","0","","0","17714","","vo_wac_17714","","","17714056"
"11","あれ、このケーキって……？\nもしかして、ミソギのお誕生日、\nお祝いしてくれるの！？","1","1","10","17714","0.5","100411","0","0","17714057"
"91","","","","","17714","","0","","","17714058"
"3","wac_birthday_idle_smile","","","1","17714","","100411","0.2","","17714059"
"3","wac_birthday_kyoka_talk_wish","","","1","17714","","103611","0.2","","17714060"
"21","vo_wac_17714_001","0","","0","17714","","vo_wac_17714","","","17714061"
"11","そういうこと。\nお誕生日おめでとう、ミソギ♪\nミミと二人で手作りしたの！\nたくさん食べてね！","1","1","10","17714","0.5","103611","0","0","17714062"
"91","","","","","17714","","0","","","17714063"
"3","wac_birthday_idle_wish","","","1","17714","","103611","0.2","","17714064"
"3","wac_birthday_talk_normal","","","1","17714","","100411","0.2","","17714065"
"21","vo_wac_17714_002","0","","0","17714","","vo_wac_17714","","","17714066"
"11","やったー、ありがとー！\nそれにしても、おっきい～……\n運ぶの、大変じゃなかった？","1","1","10","17714","0.5","100411","0","0","17714067"
"91","","","","","17714","","0","","","17714068"
"3","wac_birthday_idle_normal","","","1","17714","","100411","0.2","","17714069"
"3","wac_birthday_talk_smile","","","1","17714","","102011","0.2","","17714070"
"21","vo_wac_17714_003","0","","0","17714","","vo_wac_17714","","","17714071"
"11","じつは、ミミたちだけじゃ運べなくて。\nおにいちゃんも手伝ってくれたの～♪","1","1","10","17714","0.5","102011","0","0","17714072"
"91","","","","","17714","","0","","","17714073"
"3","wac_birthday_idle_smile","","","1","17714","","102011","0.2","","17714074"
"3","wac_birthday_talk_kyapi","","","1","17714","","100411","0.2","","17714075"
"21","vo_wac_17714_004","0","","0","17714","","vo_wac_17714","","","17714076"
"11","そうなんだ～、えへへ～♪\nにいちゃん、いつもありがとう！\n今度新しいイタズラを思いついたら、\n最初ににいちゃんに教えてあげる！","1","1","10","17714","0.5","100411","0","0","17714077"
"91","","","","","17714","","0","","","17714078"
"22","","","","","17714","","0","","","17714079"
"25","bgm_M321_2C","","","","17814","","bgm_M321","","","17814001"
"1","103711","-1000","-70","250","17814","wac_birthday_idle_normal","1","2","0","17814002"
"1","104711","200","-270","256","17814","wac_birthday_idle_doya","1","2","1","17814003"
"1","100511","320","-310","258","17814","wac_birthday_idle_smile","1","2","1","17814004"
"1","107111","450","-290","257","17814","wac_birthday_idle_normal","1","2","1","17814005"
"13","300","","","","17814","","103711","","","17814006"
"13","300","","","","17814","","104711","","","17814007"
"13","300","","","","17814","","100511","","","17814008"
"13","300","","","","17814","","107111","","","17814009"
"31","501","0","1","0","17814","","501","0","","17814010"
"31","600","0","1","0","17814","","600","1","","17814011"
"31","602","0","1","0","17814","","602","0","","17814012"
"31","603","0","1","0","17814","","603","0","","17814013"
"31","604","60","1","30","17814","","604","1","","17814014"
"31","613","0","1","0","17814","","613","1","","17814015"
"31","700","0","1","0","17814","","700","0","","17814016"
"31","701","0","1","0","17814","","701","0","","17814017"
"31","702","0","1","0","17814","","702","0","","17814018"
"31","800","0","1","0","17814","","800","0","","17814019"
"31","923","60","1","30","17814","","923","1","","17814020"
"93","","","","","17814","","1","","","17814021"
"3","wac_birthday_reaction_02","wac_birthday_reaction_03","1","0","17814","","100511","0.2","0.2","17814022"
"93","","","","","17814","","0.1","","","17814023"
"3","wac_birthday_reaction_05","wac_birthday_reaction_03","1","0","17814","","104711","0.2","0.2","17814024"
"3","wac_birthday_reaction_01","wac_birthday_reaction_04","1","0","17814","","107111","0.2","0.2","17814025"
"93","","","","","17814","","0.3","","","17814026"
"3","wac_birthday_run_01","","","1","17814","","103711","0.2","","17814027"
"2","0","3","","-70","17814","","103711","","","17814028"
"93","","","","","17814","","2.5","","","17814029"
"32","1","","","","17814","","602","","","17814030"
"93","","","","","17814","","0.6","","","17814031"
"32","1","","","","17814","","501","","","17814032"
"32","0","","","","17814","","600","","","17814033"
"32","0","","","","17814","","613","","","17814034"
"32","0","","","","17814","","604","","","17814035"
"32","1","","","","17814","","701","","","17814036"
"33","0","0.01","","0","17814","","923","","","17814037"
"3","wac_birthday_blowout_01","wac_birthday_wish_01","1","0","17814","","103711","0.2","0.2","17814038"
"2","-200","0.01","","-330","17814","","103711","","","17814039"
"3","wac_birthday_idle_doya","","","1","17814","","104711","0.2","","17814040"
"2","180","0.01","","-320","17814","","104711","","","17814041"
"3","wac_birthday_idle_smile","","","1","17814","","100511","0.2","","17814042"
"2","300","0.01","","-360","17814","","100511","","","17814043"
"3","wac_birthday_idle_normal","","","1","17814","","107111","0.2","","17814044"
"2","430","0.01","","-340","17814","","107111","","","17814045"
"93","","","","","17814","","0","","","17814046"
"32","1","","","","17814","","800","","","17814047"
"93","","","","","17814","","0.7","","","17814048"
"32","1","","","","17814","","702","","","17814049"
"93","","","","","17814","","0.5","","","17814050"
"23","se_sys_login_birthday_blow_candle","","","0","17814","","se_common","","","17814051"
"32","0","","","","17814","","701","","","17814052"
"93","","","","","17814","","0.4","","","17814053"
"23","se_sys_login_birthday_cracker","","","0","17814","","se_common","","","17814054"
"32","1","","","","17814","","700","","","17814055"
"23","se_sys_login_birthday_calendar_applause","","","0","17814","","se_common","","","17814056"
"3","wac_birthday_clap","wac_birthday_idle_doya","1","0","17814","","104711","0.2","0.2","17814057"
"93","","","","","17814","","0.1","","","17814058"
"3","wac_birthday_clap","wac_birthday_idle_smile","1","0","17814","","100511","0.2","0.2","17814059"
"93","","","","","17814","","0.1","","","17814060"
"3","wac_birthday_clap","wac_birthday_idle_normal","1","0","17814","","107111","0.2","0.2","17814061"
"93","","","","","17814","","2","","","17814062"
"131","","","","","17814","","1","","","17814063"
"21","vo_wac_17814_000","0","","0","17814","","vo_wac_17814","","","17814064"
"11","ええっと、確認なんですけど。\nもしかして、もしかしなくても、\n私の誕生日ケーキってことで\nあってますか？","1","1","10","17814","0.5","103711","0","0","17814065"
"91","","","","","17814","","0","","","17814066"
"3","wac_birthday_idle_smile","","","1","17814","","103711","0.2","","17814067"
"3","wac_birthday_talk_normal","","","1","17814","","104711","0.2","","17814068"
"21","vo_wac_17814_001","0","","0","17814","","vo_wac_17814","","","17814069"
"11","うん、そうだよ。\n【王宮騎士団（NIGHTMARE）】\nと少年から、またひとつ成長した\nトモちゃんにプレゼントだ。","1","1","10","17814","0.5","104711","0","0","17814070"
"91","","","","","17814","","0","","","17814071"
"3","wac_birthday_idle_normal","","","1","17814","","104711","0.2","","17814072"
"3","wac_birthday_talk_smile","","","1","17814","","100511","0.2","","17814073"
"21","vo_wac_17814_002","0","","0","17814","","vo_wac_17814","","","17814074"
"11","お誕生日、おめでとうッス！\nいやー、自分も早く誕生日を迎えて、\nジュンさんやトモね～ちゃんみたいな\n大人になりたいッス！","1","1","10","17814","0.5","100511","0","0","17814075"
"91","","","","","17814","","0","","","17814076"
"3","wac_birthday_idle_smile","","","1","17814","","100511","0.2","","17814077"
"3","wac_birthday_talk_smile","","","1","17814","","103711","0.2","","17814078"
"21","vo_wac_17814_003","0","","0","17814","","vo_wac_17814","","","17814079"
"11","あはは、ありがとう。\n私は大人って呼ばれるには\n早すぎる気もするけどね。\nまだ成人すらしていないわけだし。","1","1","10","17814","0.5","103711","0","0","17814080"
"91","","","","","17814","","0","","","17814081"
"3","wac_birthday_idle_smile","","","1","17814","","103711","0.2","","17814082"
"3","wac_birthday_christina_talk_doya","","","1","17814","","107111","0.2","","17814083"
"21","vo_wac_17814_004","0","","0","17814","","vo_wac_17814","","","17814084"
"11","……なぜそこでこちらを見る？\n言っておくが、いつかオマエたち全員、\n今のワタシと同じ年齢になる日が来る。\nその時を、せいぜい震えて待つがいい。","1","1","10","17814","0.5","107111","0","0","17814085"
"91","","","","","17814","","0","","","17814086"
"3","wac_birthday_christina_idle_doya","","","1","17814","","107111","0.2","","17814087"
"3","wac_birthday_talk_smile","","","1","17814","","103711","0.2","","17814088"
"21","vo_wac_17814_005","0","","0","17814","","vo_wac_17814","","","17814089"
"11","これはこれは、失礼いたしました♪\n……あなたも、今日はありがとう。\n記念になる日に傍にいてくれて、\n本当にうれしいよ♪","1","1","10","17814","0.5","103711","0","0","17814090"
"91","","","","","17814","","0","","","17814091"
"22","","","","","17814","","0","","","17814092"
"25","bgm_M321_2C","","","","17824","","bgm_M321","","","17824001"
"1","106111","-1000","-70","250","17824","wac_birthday_idle_normal","1","2","0","17824002"
"1","107111","310","-290","256","17824","wac_birthday_idle_doya","1","2","1","17824003"
"13","300","","","","17824","","106111","","","17824004"
"13","300","","","","17824","","107111","","","17824005"
"31","501","0","1","0","17824","","501","0","","17824006"
"31","601","0","1","0","17824","","601","1","","17824007"
"31","602","0","1","0","17824","","602","0","","17824008"
"31","603","0","1","0","17824","","603","0","","17824009"
"31","604","60","1","30","17824","","604","1","","17824010"
"31","613","0","1","0","17824","","613","1","","17824011"
"31","700","0","1","0","17824","","700","0","","17824012"
"31","701","0","1","0","17824","","701","0","","17824013"
"31","702","0","1","0","17824","","702","0","","17824014"
"31","800","0","1","0","17824","","800","0","","17824015"
"31","924","60","1","30","17824","","924","1","","17824016"
"93","","","","","17824","","1","","","17824017"
"3","wac_birthday_reaction_01","wac_birthday_reaction_04","1","0","17824","","107111","0.2","0.2","17824018"
"93","","","","","17824","","0.4","","","17824019"
"3","wac_birthday_run_01","","","1","17824","","106111","0.2","","17824020"
"2","0","3","","-70","17824","","106111","","","17824021"
"93","","","","","17824","","2.5","","","17824022"
"32","1","","","","17824","","602","","","17824023"
"93","","","","","17824","","0.6","","","17824024"
"32","1","","","","17824","","501","","","17824025"
"32","0","","","","17824","","601","","","17824026"
"32","0","","","","17824","","613","","","17824027"
"32","0","","","","17824","","604","","","17824028"
"32","1","","","","17824","","701","","","17824029"
"33","0","0.01","","0","17824","","924","","","17824030"
"3","wac_birthday_blowout_01","wac_birthday_wish_02","1","0","17824","","106111","0.2","0.2","17824031"
