52efa1f6eae6e896d422d847430eb70239c6716cfcc0a663099f85d679698931,f5a25d2edcd78b6a6f641456b868092c9f7339988ae0bc3c9106659d98d649b2,ccc7f1b2cdba69a1bcca2f3cc3e0ddaa22731b189392a8f3199f8e742e63eb28,2a7328185ece5d73478ad7682b0a1a041540dc082ac34f84e0dc601f93990648,3bbf06f6009a63f902f125d266fd271e028fa387295a3588509c8b1d8bbadda3,34ef05046c29675b9ab71c22db199c9d99d1ff9bab371ea31e45779b58006c1e,64805d489152d48f9e34c93bce040ac2ad094fe10bfc4bd653e3ea037bd5fa6e,c0802614861f08599625833e66c7d0ab94cca1f992696fba6f8f9f30b2b17a28,402a66e6a3e8054d134655f4c0fab920c7b518ac3dbc07d9c06a7e618af60946,152b6a25b9d0a9236045811430103bfb4f08cec16afd5ef68c8af9018735e51f,bd4998ccce9f8cd4f2a019200d35490d4463f6bc536d09204b3be806ec248434
"1","7","0","0","","1007005","113411","12","","","1007005075"
"1","svd_talk_thinking","","0.2","1","1007005","113411","3","","","1007005076"
"","","","","","1007005","3","93","","","1007005077"
"1","svd_idle_thinking","","0.2","1","1007005","113411","3","","","1007005078"
"1","6","0","0","","1007005","113511","12","","","1007005079"
"1","svd_talk_normal","","0.2","","1007005","113511","3","","","1007005080"
"","","","","","1007005","3","93","","","1007005081"
"1","svd_idle_normal","","0.2","","1007005","113511","3","","","1007005082"
"1","9","0","0","","1007005","113411","12","","","1007005083"
"1","svd_talk_memory","","0.2","1","1007005","113411","3","","","1007005084"
"","","","","","1007005","3","93","","","1007005085"
"1","svd_idle_memory","","0.2","1","1007005","113411","3","","","1007005086"
"","","","","","1007005","1007005071","101","","","1007005087"
"1","1","0","1","0","1007005","333","6","","1","1007005088"
"","1","","","","1007005","113511","4","","","1007005089"
"1","svd_run","","0.2","","1007005","113511","3","","","1007005090"
"-300","-750","","","0","1007005","113511","2","","0.8","1007005091"
"","0","","","","1007005","113411","4","","","1007005092"
"1","svd_run","","0.2","","1007005","113411","3","","","1007005093"
"-300","750","","","0","1007005","113411","2","","0.8","1007005094"
"","","","","","1007005","0.6","93","","","1007005095"
"1","1","0","0.2","0","1007005","113511","6","","1","1007005096"
"1","1","0","0.2","0","1007005","113411","6","","1","1007005097"
"","","","","","1007005","0","91","","","1007005098"
"100","113511","0","2.08","-300","1007006","2","5","svd_idle_normal","-750","1007006001"
"100","113411","1","2.08","-300","1007006","1","5","svd_idle_normal","650","1007006002"
"0","333","0","1","0","1007006","3","5","svd_white_loop","0","1007006003"
"1","1","0","0","0","1007006","333","6","","1","1007006004"
"0","2","","","","1007006","113511","7","","0","1007006005"
"-300","-750","","","0","1007006","113511","2","","0.5","1007006006"
"1","1","0","0","0","1007006","113411","6","","1","1007006007"
"-140","17","","0","0.8","1007006","7","31","","-40","1007006008"
"0","2","","","","1007006","17","34","","0","1007006009"
"","","","","","1007006","1","93","","","1007006010"
"1","1","0","0.8","0.4","1007006","333","6","","1","1007006011"
"0","svd_idle_see_sad_pre2","0","0.2","1","1007006","113511","3","","svd_idle_see_sad2","1007006012"
"-300","-600","","","0","1007006","113511","2","","1.1","1007006013"
"","","","","","1007006","1","93","","","1007006014"
"","1","","","","1007006","17","32","","","1007006015"
"","","","","","1007006","0","91","","","1007006016"
"260","240","","","80","1007006","113511","94","","0","1007006017"
"","0","","","","1007006","17","32","","","1007006018"
"1","15","0","0","","1007006","113511","12","","","1007006019"
"1","svd_walk_sad2","","0.2","","1007006","113511","3","","","1007006020"
"2","0","","","","1007006","113511","7","","0","1007006021"
"-300","-250","","","0","1007006","113511","2","","2","1007006022"
"","","","","","1007006","2","93","","","1007006023"
"1","svd_idle_sad","","0.2","","1007006","113511","3","","","1007006024"
"","","","","","1007006","0.5","93","","","1007006025"
"","","","","","1007006","0","91","","","1007006026"
"1","svd_talk_sad","","0.2","","1007006","113511","3","","","1007006027"
"0","vo_svd_0621","","","","1007006","vo_svd","21","","0","1007006028"
"6","一匹も釣れないとは…\n本当に不甲斐ないですわ…","0","0","0","1007006","113511","11","1","0","1007006029"
"","","","","","1007006","0","91","","","1007006030"
"1","svd_idle_sad","","0.2","","1007006","113511","3","","","1007006031"
"1","svd_walk_glad","","0.2","","1007006","113411","3","","","1007006032"
"-300","250","","","0","1007006","113411","2","","2","1007006033"
"1","1","0","0.4","1","1007006","113411","6","","1","1007006034"
"","","","","","1007006","2","93","","","1007006035"
"1","svd_idle_normal","","0.2","","1007006","113411","3","","","1007006036"
"","","","","","1007006","0.4","93","","","1007006037"
"1","svd_talk_memory","","0.2","","1007006","113411","3","","","1007006038"
"0","vo_svd_0622","","","","1007006","vo_svd","21","","0","1007006039"
"6","でも、魚を釣ってるときの\n弟くんかっこよかったね…","0","0","0","1007006","113411","11","1","0","1007006040"
"","","","","","1007006","0","91","","","1007006041"
"1","svd_idle_memory","","0.2","","1007006","113411","3","","","1007006042"
"1","svd_talk_memory","","0.2","","1007006","113511","3","","","1007006043"
"0","vo_svd_0623","","","","1007006","vo_svd","21","","0","1007006044"
"6","えぇ…あんな顔をした\nあのおかたに釣られるなら\n魚も本望でしょう…","0","0","0","1007006","113511","11","1","0","1007006045"
"","","","","","1007006","0","91","","","1007006046"
"1","svd_idle_memory","","0.2","","1007006","113511","3","","","1007006047"
"1","svd_talk_normal","","0.2","","1007006","113411","3","","","1007006048"
"0","vo_svd_0624","","","","1007006","vo_svd","21","","0","1007006049"
"6","でも次は私たちが\nご馳走したいよね！","0","0","0","1007006","113411","11","1","0","1007006050"
"","","","","","1007006","0","91","","","1007006051"
"1","svd_idle_normal","","0.2","","1007006","113411","3","","","1007006052"
"1","svd_talk_sad","","0.2","","1007006","113511","3","","","1007006053"
"0","vo_svd_0625","","","","1007006","vo_svd","21","","0","1007006054"
"5","しかし釣りは思いのほか\n難しいですわ…\nそうなると…","0","0","0","1007006","113511","11","1","0","1007006055"
"","","","","","1007006","0","91","","","1007006056"
"1","svd_idle_sad","","0.2","","1007006","113511","3","","","1007006057"
"0","svd_surprise","0.2","0.2","1","1007006","113411","3","","svd_talk_joy2","1007006058"
"0","vo_svd_0626","","","","1007006","vo_svd","21","","0","1007006059"
"6","…！　素潜り！\n素潜りならいける気がするよ！","0","0","0","1007006","113411","11","1","0","1007006060"
"","","","","","1007006","0","91","","","1007006061"
"1","svd_idle_joy2","","0.2","","1007006","113411","3","","","1007006062"
"0","svd_surprise","0.2","0.2","1","1007006","113511","3","","svd_talk_wish","1007006063"
"0","vo_svd_0627","","","","1007006","vo_svd","21","","0","1007006064"
"6","なるほど！\nさっそく参りましょう！\n深海の主を狩りに！","0","0","0","1007006","113511","11","1","0","1007006065"
"","","","","","1007006","3","93","","","1007006066"
"0","svd_attack_standby","0.2","0.2","1","1007006","113511","3","","svd_attack_idle","1007006067"
"","","","","","1007006","1007006065","91","","","1007006068"
"","","","","","1007006","0","93","","","1007006069"
"0","svd_attack_finish","0.2","0.2","1","1007006","113511","3","","svd_idle_normal","1007006070"
"","","","","","1007006","0.4","93","","","1007006071"
"","","","","","1007006","","102","","","1007006072"
"","","","","","1007006","1","93","","","1007006073"
"1","11","0","0","","1007006","113511","12","","","1007006074"
"0","svd_cmn_think","0.2","0.2","1","1007006","113511","3","","svd_idle_thinking","1007006075"
"","","","","","1007006","3","93","","","1007006076"
"1","svd_idle_thinking","","0.2","","1007006","113511","3","","","1007006077"
"1","4","0","0","","1007006","113411","12","","","1007006078"
"0","svd_surprise","0.2","0.2","1","1007006","113411","3","","svd_idle_surprise1","1007006079"
"","","","","","1007006","3","93","","","1007006080"
"1","svd_idle_surprise1","","0.2","1","1007006","113411","3","","","1007006081"
"1","1","0","0","","1007006","113511","12","","","1007006082"
"1","svd_talk_sad","","0.2","","1007006","113511","3","","","1007006083"
"","","","","","1007006","3","93","","","1007006084"
"1","svd_idle_sad","","0.2","","1007006","113511","3","","","1007006085"
"1","7","0","0","","1007006","113411","12","","","1007006086"
"1","svd_talk_normal","","0.2","1","1007006","113411","3","","","1007006087"
"","","","","","1007006","3","93","","","1007006088"
"1","svd_idle_normal","","0.2","1","1007006","113411","3","","","1007006089"
"","","","","","1007006","1007006074","101","","","1007006090"
"1","1","0","1","0","1007006","333","6","","1","1007006091"
"","1","","","","1007006","113511","4","","","1007006092"
"1","svd_run","","0.2","","1007006","113511","3","","","1007006093"
"-300","-750","","","0","1007006","113511","2","","0.8","1007006094"
"","0","","","","1007006","113411","4","","","1007006095"
"1","svd_run","","0.2","","1007006","113411","3","","","1007006096"
"-300","750","","","0","1007006","113411","2","","0.8","1007006097"
"","","","","","1007006","0.6","93","","","1007006098"
"1","1","0","0.2","0","1007006","113511","6","","1","1007006099"
"1","1","0","0.2","0","1007006","113411","6","","1","1007006100"
"","","","","","1007006","0","91","","","1007006101"
"100","113511","0","2.08","-560","1007007","1","5","svd_idle_normal","-250","1007007001"
"100","113411","1","2.08","-560","1007007","2","5","svd_idle_normal","250","1007007002"
"0","333","0","1","0","1007007","3","5","svd_white_loop","0","1007007003"
"1","1","0","0","0","1007007","333","6","","1","1007007004"
"1","1","0","0","0","1007007","113511","6","","1","1007007005"
"1","1","0","0","0","1007007","113411","6","","1","1007007006"
"","","","","","1007007","1","93","","","1007007007"
"1","1","0","0.8","0.4","1007007","333","6","","1","1007007008"
"0","svd_jump2","0.2","0.2","1","1007007","113511","3","","svd_idle_normal","1007007009"
"0","svd_jump2","0.2","0.2","1","1007007","113411","3","","svd_idle_normal","1007007010"
"","","","","","1007007","0.3","93","","","1007007011"
"-300","-250","","","0","1007007","113511","2","","0.75","1007007012"
"-300","250","","","0","1007007","113411","2","","0.75","1007007013"
"1","1","0","0.4","1","1007007","113511","6","","1","1007007014"
"1","1","0","0.4","1","1007007","113411","6","","1","1007007015"
"0.2","6","0","0","","1007007","113511","12","","","1007007016"
"0.2","6","0","0","","1007007","113411","12","","","1007007017"
"","","","","","1007007","1.2","93","","","1007007018"
"","","","","","1007007","0","91","","","1007007019"
"1","svd_idle_normal","","0.2","","1007007","113411","3","","","1007007020"
"1","svd_talk_joy2","","0.2","","1007007","113511","3","","","1007007021"
"0","vo_svd_0721","","","","1007007","vo_svd","21","","0","1007007022"
"7","お姉ちゃんも弟くんの\n楽しそうな顔が見られて\nうれしかったよ！","0","0","0","1007007","113511","11","1","0","1007007023"
"","","","","","1007007","0","91","","","1007007024"
"1","svd_idle_joy2","","0.2","","1007007","113511","3","","","1007007025"
"1","svd_talk_memory","","0.2","","1007007","113411","3","","","1007007026"
"0","vo_svd_0722","","","","1007007","vo_svd","21","","0","1007007027"
"6","そもそも、あなた様からの\nボールを落とすなんて、絶対に\nあってはいけませんわ…","0","0","0","1007007","113411","11","1","0","1007007028"
"","","","","","1007007","0","91","","","1007007029"
"1","svd_idle_memory","","0.2","","1007007","113411","3","","","1007007030"
"1","svd_talk_joy2","","0.2","","1007007","113511","3","","","1007007031"
"0","vo_svd_0723","","","","1007007","vo_svd","21","","0","1007007032"
"6","その通り！\nどんな場所に来ようと\n必ず打ち返してみせるよ！","0","0","0","1007007","113511","11","1","0","1007007033"
"","","","","","1007007","0","91","","","1007007034"
"1","svd_idle_joy2","","0.2","","1007007","113511","3","","","1007007035"
"1","svd_talk_sad","","0.2","","1007007","113411","3","","","1007007036"
"0","vo_svd_0724","","","","1007007","vo_svd","21","","0","1007007037"
"6","ですが、あなた様からの\n贈り物と考えると、そのまま\n受け止めたくなる誘惑も…","0","0","0","1007007","113411","11","1","0","1007007038"
"","","","","","1007007","0","91","","","1007007039"
"1","svd_idle_sad","","0.2","","1007007","113411","3","","","1007007040"
"1","svd_talk_anger","","0.2","","1007007","113511","3","","","1007007041"
"0","vo_svd_0725","","","","1007007","vo_svd","21","","0","1007007042"
"7","ダメだよ！　誘惑を振り切って\n私たちはボールを返すの！\nそれが…","0","0","0","1007007","113511","11","1","0","1007007043"
"","","","","","1007007","4.2","93","","","1007007044"
"1","svd_talk_sad","","0.2","","1007007","113511","3","","","1007007045"
"","","","","","1007007","1007007043","91","","","1007007046"
"1","svd_idle_sad","","0.2","","1007007","113511","3","","","1007007047"
"1","svd_talk_sad","","0.2","","1007007","113411","3","","","1007007048"
"0","vo_svd_0726","","","","1007007","vo_svd","21","","0","1007007049"
"5","ビーチバレー…\nなんて酷なスポーツ…","0","0","0","1007007","113411","11","1","0","1007007050"
"","","","","","1007007","0","91","","","1007007051"
"1","svd_idle_sad","","0.2","","1007007","113411","3","","","1007007052"
"","","","","","1007007","","102","","","1007007053"
"","","","","","1007007","1","93","","","1007007054"
"1","13","0","0","","1007007","113511","12","","","1007007055"
"1","svd_talk_normal","","0.2","","1007007","113511","3","","","1007007056"
"","","","","","1007007","3","93","","","1007007057"
"1","svd_idle_normal","","0.2","","1007007","113511","3","","","1007007058"
"1","12","0","0","","1007007","113411","12","","","1007007059"
"1","svd_talk_sad","","0.2","1","1007007","113411","3","","","1007007060"
"","","","","","1007007","3","93","","","1007007061"
"1","svd_idle_sad","","0.2","1","1007007","113411","3","","","1007007062"
"1","4","0","0","","1007007","113511","12","","","1007007063"
"1","svd_talk_anger","","0.2","","1007007","113511","3","","","1007007064"
"","","","","","1007007","3","93","","","1007007065"
"1","svd_idle_wish","","0.2","","1007007","113511","3","","","1007007066"
"1","11","0","0","","1007007","113411","12","","","1007007067"
"1","svd_talk_wish","","0.2","1","1007007","113411","3","","","1007007068"
"","","","","","1007007","3","93","","","1007007069"
"1","svd_idle_wish","","0.2","1","1007007","113411","3","","","1007007070"
"","","","","","1007007","1007007055","101","","","1007007071"
"1","1","0","1","0","1007007","333","6","","1","1007007072"
"","1","","","","1007007","113511","4","","","1007007073"
"1","svd_run","","0.2","","1007007","113511","3","","","1007007074"
"-300","-750","","","0","1007007","113511","2","","0.8","1007007075"
"","0","","","","1007007","113411","4","","","1007007076"
"1","svd_run","","0.2","","1007007","113411","3","","","1007007077"
"-300","750","","","0","1007007","113411","2","","0.8","1007007078"
"","","","","","1007007","0.6","93","","","1007007079"
"1","1","0","0.2","0","1007007","113511","6","","1","1007007080"
"1","1","0","0.2","0","1007007","113411","6","","1","1007007081"
"","","","","","1007007","0","91","","","1007007082"
"100","113511","0","2.08","-300","1007008","2","5","svd_idle_normal","-650","1007008001"
"100","113411","1","2.08","-300","1007008","1","5","svd_idle_normal","650","1007008002"
"0","333","0","1","0","1007008","3","5","svd_white_loop","0","1007008003"
"1","1","0","0","0","1007008","333","6","","1","1007008004"
"1","1","0","0","0","1007008","113511","6","","1","1007008005"
"1","1","0","0","0","1007008","113411","6","","1","1007008006"
"","","","","","1007008","1","93","","","1007008007"
"1","1","0","0.8","0.4","1007008","333","6","","1","1007008008"
"1","svd_walk_sad","","0.2","","1007008","113511","3","","","1007008009"
"-300","-250","","","0","1007008","113511","2","","2","1007008010"
"1","1","0","0.4","1","1007008","113511","6","","1","1007008011"
"1","svd_walk_sad","","0.2","","1007008","113411","3","","","1007008012"
"-300","250","","","0","1007008","113411","2","","2","1007008013"
"1","1","0","0.4","1","1007008","113411","6","","1","1007008014"
"","","","","","1007008","2","93","","","1007008015"
"","","","","","1007008","0","91","","","1007008016"
"1","svd_idle_sad","","0.2","","1007008","113411","3","","","1007008017"
"1","svd_idle_sad","","0.2","","1007008","113511","3","","","1007008018"
"","","","","","1007008","0.6","93","","","1007008019"
"1","svd_talk_sad","","0.2","","1007008","113511","3","","","1007008020"
"0","vo_svd_0821","","","","1007008","vo_svd","21","","0","1007008021"
"6","ついに…\n終わってしまったのですね…","0","0","0","1007008","113511","11","1","0","1007008022"
"","","","","","1007008","0","91","","","1007008023"
"1","svd_idle_sad","","0.2","","1007008","113511","3","","","1007008024"
"1","svd_talk_sad","","0.2","","1007008","113411","3","","","1007008025"
"0","vo_svd_0822","","","","1007008","vo_svd","21","","0","1007008026"
"6","弟くんのがんばりを\n見届けられて\nうれしい気持ちと…","0","0","0","1007008","113411","11","1","0","1007008027"
"","","","","","1007008","0","91","","","1007008028"
"1","svd_idle_sad","","0.2","","1007008","113411","3","","","1007008029"
"1","svd_talk_sad","","0.2","","1007008","113511","3","","","1007008030"
"0","vo_svd_0823","","","","1007008","vo_svd","21","","0","1007008031"
"6","もう戻らない一度きりの夏への\n切なさが…","0","0","0","1007008","113511","11","1","0","1007008032"
"","","","","","1007008","0","91","","","1007008033"
"1","svd_idle_sad","","0.2","","1007008","113511","3","","","1007008034"
"1","svd_talk_anger","","0.2","","1007008","113411","3","","","1007008035"
"0","vo_svd_0824","","","","1007008","vo_svd","21","","0","1007008036"
"6","ダメ！　エリコちゃん！\n教室に向かう弟くんを\n笑って見送ろう！","0","0","0","1007008","113411","11","1","0","1007008037"
"","","","","","1007008","4","93","","","1007008038"
"0","svd_talk_guts2","0.2","0.2","1","1007008","113411","3","","svd_idle_guts2","1007008039"
"","","","","","1007008","1007008037","91","","","1007008040"
"1","svd_idle_wish","","0.2","","1007008","113411","3","","","1007008041"
"1","svd_talk_thinking","","0.2","","1007008","113511","3","","","1007008042"
"0","vo_svd_0825","","","","1007008","vo_svd","21","","0","1007008043"
"6","そうですね…！\nそれこそがあのおかたのため。","0","0","0","1007008","113511","11","1","0","1007008044"
"","","","","","1007008","3.5","93","","","1007008045"
"0","svd_talk_guts2","0.2","0.2","1","1007008","113511","3","","svd_idle_guts2","1007008046"
"","","","","","1007008","1007008044","91","","","1007008047"
"1","svd_idle_wish","","0.2","","1007008","113511","3","","","1007008048"
"0","svd_cmn_smile1","0.2","0.2","1","1007008","113411","3","","svd_idle_wish","1007008049"
"0","vo_svd_0826","","","","1007008","vo_svd","21","","0","1007008050"
"7","いってらっしゃい！\n弟くん！","0","0","0","1007008","113411","11","1","0","1007008051"
"","","","","","1007008","0","91","","","1007008052"
"1","svd_idle_wish","","0.2","","1007008","113411","3","","","1007008053"
"1","svd_talk_wish2","","0.2","","1007008","113511","3","","","1007008054"
"0","vo_svd_0827","","","","1007008","vo_svd","21","","0","1007008055"
"7","私たちはいつでもどこでも\nあなた様を見守って\nおりますわ…！","0","0","0","1007008","113511","11","1","0","1007008056"
"","","","","","1007008","3","93","","","1007008057"
"0","svd_obsession2","0.2","0.2","1","1007008","113511","3","","svd_idle_wish2","1007008058"
"","","","","","1007008","1007008056","91","","","1007008059"
"","","","","","1007008","","102","","","1007008060"
"","","","","","1007008","1","93","","","1007008061"
"1","10","0","0","","1007008","113411","12","","","1007008062"
"1","svd_talk_normal","","0.2","","1007008","113411","3","","","1007008063"
"","","","","","1007008","3","93","","","1007008064"
"1","svd_idle_normal","","0.2","","1007008","113411","3","","","1007008065"
"1","12","0","0","","1007008","113511","12","","","1007008066"
"1","svd_talk_sad","","0.2","1","1007008","113511","3","","","1007008067"
"","","","","","1007008","3","93","","","1007008068"
"1","svd_idle_sad","","0.2","1","1007008","113511","3","","","1007008069"
"1","7","0","0","","1007008","113411","12","","","1007008070"
"0","svd_talk_guts2","0.2","0.2","1","1007008","113411","3","","svd_idle_guts2","1007008071"
"","","","","","1007008","3","93","","","1007008072"
"1","svd_idle_guts2","","0.2","","1007008","113411","3","","","1007008073"
"1","7","0","0","","1007008","113511","12","","","1007008074"
"1","svd_talk_wish","","0.2","1","1007008","113511","3","","","1007008075"
"","","","","","1007008","3","93","","","1007008076"
"1","svd_idle_wish","","0.2","1","1007008","113511","3","","","1007008077"
"","","","","","1007008","1007008062","101","","","1007008078"
"1","1","0","1","0","1007008","333","6","","1","1007008079"
"","1","","","","1007008","113511","4","","","1007008080"
"1","svd_run","","0.2","","1007008","113511","3","","","1007008081"
"-300","-750","","","0","1007008","113511","2","","0.8","1007008082"
"","0","","","","1007008","113411","4","","","1007008083"
"1","svd_run","","0.2","","1007008","113411","3","","","1007008084"
"-300","750","","","0","1007008","113411","2","","0.8","1007008085"
"","","","","","1007008","0.6","93","","","1007008086"
"1","1","0","0.2","0","1007008","113511","6","","1","1007008087"
"1","1","0","0.2","0","1007008","113411","6","","1","1007008088"
"","","","","","1007008","0","91","","","1007008089"
