cbcc2a11a699acb7886289b15d49024fef1a04d677dcd49fb2706c8d82fa9d7c,d180d4ee2853f4fb1509b9d244c642c2bfadf3939cc6ae919d7fce96b42a04f6,b1e16c143a22a718ed4f1769bb67bbc55d5f61cc7502baabef9d66a96afff000,13dde2c0413437e54f1952e613bf65d54f14f9ffec40861ac842dc39a81bbcd5,28dea93882c5f0bf1f9b04de3c11cecfd640c0b5cb9f9ea51abe1e9b21804cce,5ce5af8d01fb1923d2aecbd60baf1b429f8c628bb7257db0cd5ba9a81502bf87,0ae1736af21c848aae3676fc68a22b8e4e752d3f13fa5c17c58f1f09c0889569,9acd7254b14fc1d5e1e7662268c00a4e22b8bce0d4d1ce4c50b01d4a2eb1ab1c,a17c77ce2f70eb563e6a58bafa164457a135b8990147617d8a6b210d1509419c,06157df17104571aa77bbe88a9ebc3317cfd525a1b36136a97416dd4a7889003,688287669bfb4f295885db7f2e1f86fb0f5b0038da48def342a8b17e7e2d98b6
"","","","91","","","0","","","20192","1201920016"
"1","","","3","","0.2","106111","","travel_topdrama_r_2000_idle_guts2_joy","20192","1201920017"
"","","","112","","","","","","20192","1201920018"
"","","","91","","","0","","","20192","1201920019"
"101","1","0","1","-68","0.8","1","travel_topdrama_r_2000_idle_smile","118511","20201","1202010001"
"110","0","0","5","-75","1","0","mana","0","20201","1202010002"
"","","","91","","","0","","","20201","1202010003"
"","","","93","","","10","","0","20201","1202010004"
"","","","101","","","1202010004","","","20201","1202010005"
"0","","","3","","0","0","","none","20201","1202010006"
"","","","91","","","0","","","20201","1202010007"
"","","","13","","","118511","","103","20202","1202020001"
"0","","travel_topdrama_r_2000_talk_smile_loop","3","1","0.2","118511","","travel_topdrama_r_2000_talk_smile_in","20202","1202020002"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20020_00","20202","1202020003"
"10","0","1","11","1","0","118511","0","多くの方々に依頼をかけましたが、\nギルドの垣根を越えて協力し合い、\n調査が進んでいるようですね。","20202","1202020004"
"","","","91","","","0","","","20202","1202020005"
"0","","travel_topdrama_r_2000_talk_wish_loop_joy","3","1","0.2","118511","","travel_topdrama_r_2000_talk_wish_in_joy","20202","1202020006"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20020_01","20202","1202020007"
"10","0","1","11","1","0","118511","0","私も、見ているだけじゃありませんよ。\nみなさんが安心して冒険できるよう、\nしっかりサポートしますからね♪","20202","1202020008"
"","","","91","","","0","","","20202","1202020009"
"1","","","3","","0.2","118511","","travel_topdrama_r_2000_idle_wish_joy","20202","1202020010"
"","","","112","","","","","","20202","1202020011"
"","","","91","","","0","","","20202","1202020012"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_sad","101411","20211","1202110001"
"103","1","42","5","-68","0.8","3","travel_topdrama_r_2012_empty","3","20211","1202110002"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_cool_surprise","104311","20211","1202110003"
"104","0","-42","5","-68","0.8","3","travel_topdrama_r_2012_empty","4","20211","1202110004"
"110","0","0","5","-75","1","0","mana","0","20211","1202110005"
"","","","91","","","0","","","20211","1202110006"
"","","","93","","","10","","0","20211","1202110007"
"","","","101","","","1202110007","","","20211","1202110008"
"0","","","3","","0","0","","none","20211","1202110009"
"","","","91","","","0","","","20211","1202110010"
"","","","13","","","101411","","103","20212","1202120001"
"","","","13","","","104311","","104","20212","1202120002"
"1","","","3","","0.2","101411","","travel_topdrama_r_2000_talk_sad_loop","20212","1202120003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20021_00","20212","1202120004"
"10","0","1","11","1","0","101411","0","この先進むべきは、右か左か……\n地図を見ても分からなくなってきたよ。\nさっきも行き止まりだったし……","20212","1202120005"
"","","","91","","","0","","","20212","1202120006"
"1","","","3","","0.2","101411","","travel_topdrama_r_2000_idle_sad","20212","1202120007"
"0","0","travel_topdrama_r_2000_talk_cool_loop_normal2","3","1","0.2","104311","","travel_topdrama_r_2000_talk_cool_in_normal2","20212","1202120008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20021_01","20212","1202120009"
"10","0","1","11","1","0","104311","0","あたしはそういう時は直進するけどな！\nでも判断に迷うってことは疲れてんだろ。\nほら、甘い物食って休憩しようぜ。","20212","1202120010"
"","","","91","","","0","","","20212","1202120011"
"0","0","travel_topdrama_r_2000_eat_idle","3","1","0.2","104311","","travel_topdrama_r_2000_eat_in","20212","1202120012"
"0","0","travel_topdrama_r_2000_eat_idle","3","1","0.2","3","","travel_topdrama_r_2000_eat_in","20212","1202120013"
"0","","","3","","0.2","101411","","travel_topdrama_r_2000_eat_in","20212","1202120014"
"0","","","3","","0.2","4","","travel_topdrama_r_2000_eat_in","20212","1202120015"
"","","","91","","","0","","","20212","1202120016"
"1","","","3","","0","101411","","travel_topdrama_r_2000_eat_talk","20212","1202120017"
"1","","","3","","0","4","","travel_topdrama_r_2000_eat_talk","20212","1202120018"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20021_02","20212","1202120019"
"10","0","1","11","1","0","101411","0","あぁ、疲れた脳に糖分が染みるね。\n気を取り直して推理してみた結果……\n私たちが進むべき道は、まっすぐだ！","20212","1202120020"
"","","","91","","","0","","","20212","1202120021"
"1","","","3","","0.2","101411","","travel_topdrama_r_2000_eat_idle","20212","1202120022"
"1","","","3","","0.2","4","","travel_topdrama_r_2000_eat_idle","20212","1202120023"
"","","","112","","","","","","20212","1202120024"
"","","","91","","","0","","","20212","1202120025"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_smile","102111","20221","1202210001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_smile_normal","102311","20221","1202210002"
"103","0","-100","5","-68","0.8","3","travel_topdrama_r_2022_pukici","3","20221","1202210003"
"110","0","0","5","-75","1","0","mana","0","20221","1202210004"
"","","","91","","","0","","","20221","1202210005"
"","","","93","","","10","","0","20221","1202210006"
"","","","101","","","1202210006","","","20221","1202210007"
"0","","","3","","0","0","","none","20221","1202210008"
"","","","91","","","0","","","20221","1202210009"
"","","","13","","","102111","","103","20222","1202220001"
"","","","13","","","102311","","104","20222","1202220002"
"","","","13","","","3","","105","20222","1202220003"
"0","","travel_topdrama_r_2000_talk_sad_loop_dere","3","1","0.2","102111","","travel_topdrama_r_2000_talk_sad_in_dere","20222","1202220004"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20022_00","20222","1202220005"
"10","0","1","11","1","0","102111","0","今日の冒険、いつかお芝居にして\nみんなに見せてあげたいなぁ……♪\nアヤネとクルミの大冒険、なんてどう？","20222","1202220006"
"","","","91","","","0","","","20222","1202220007"
"1","","","3","","0.2","102111","","travel_topdrama_r_2000_idle_sad_joy","20222","1202220008"
"0","0.2","travel_topdrama_r_2000_talk_kyapi_loop","3","1","0.2","102311","","travel_topdrama_r_2000_talk_kyapi_in","20222","1202220009"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20022_01","20222","1202220010"
"10","0","1","11","1","0","102311","0","私も賛成だよ！ 冒険冒険っ♪\n宝物あるかな～魔物が出るのかな♪\nさあ寄ってらっしゃい出てらっしゃい！","20222","1202220011"
"","","","91","","","0","","","20222","1202220012"
"1","","","3","","0.2","102311","","travel_topdrama_r_2000_talk_smile_loop","20222","1202220013"
"1","","","3","","0.2","102111","","travel_topdrama_r_2000_talk_sad_loop_dere","20222","1202220014"
"1","","","3","","0","3","","travel_topdrama_r_2022_laugh","20222","1202220015"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20022_02","20222","1202220016"
"10","0","1","11","1","0","3","0","『おい、魔物を気軽に呼び寄せるな！\n探すのは宝箱だけ！　急に走り出すな！\nあーあ……まったく、引率は大変だぜ』","20222","1202220017"
"","","","91","","","0","","","20222","1202220018"
"","","","112","","","","","","20222","1202220019"
"","","","91","","","0","","","20222","1202220020"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_doya","104811","20231","1202310001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_sad_surprise","104611","20231","1202310002"
"110","0","0","5","-75","1","0","mana","0","20231","1202310003"
"","","","91","","","0","","","20231","1202310004"
"","","","93","","","10","","0","20231","1202310005"
"","","","101","","","1202310005","","","20231","1202310006"
"0","","","3","","0","0","","none","20231","1202310007"
"","","","91","","","0","","","20231","1202310008"
"","","","13","","","104811","","103","20232","1202320001"
"","","","13","","","104611","","104","20232","1202320002"
"0","0","travel_topdrama_r_2000_talk_doya_loop_faceAnger","3","1","0.2","104811","","travel_topdrama_r_2000_talk_doya_in_faceAnger","20232","1202320003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20023_00","20232","1202320004"
"10","0","1","11","1","0","104811","0","いろんな仕事を請け負ってきてるから\nのんびりする暇はないわ。調査に採集\n発掘に商売。冒険も効率的にいくわよ！","20232","1202320005"
"","","","91","","","0","","","20232","1202320006"
"1","","","3","","0.2","104811","","travel_topdrama_r_2000_idle_doya_anger","20232","1202320007"
"0","0","travel_topdrama_r_2000_talk_kyapi_loop_dere2","3","1","0.2","104611","","travel_topdrama_r_2000_talk_kyapi_in_dere2","20232","1202320008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20023_01","20232","1202320009"
"10","0","1","11","1","0","104611","0","ミフユはいっつも働きすぎにゃ。\n休憩はのんびりゆっくりするものにゃ。\nここで一緒に日向ぼっこするにゃ～♪","20232","1202320010"
"","","","91","","","0","","","20232","1202320011"
"1","","","3","","0.2","104611","","travel_topdrama_r_2000_idle_sleep","20232","1202320012"
"1","0","","3","","0.2","104811","","travel_topdrama_r_2000_talk_normal_surprise","20232","1202320013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20023_02","20232","1202320014"
"10","0","1","11","1","0","104811","0","たしかにここなら、質の良い休息が\nとれそうね♪　それじゃタイマーを\nセットして……効率的に休憩開始よ！","20232","1202320015"
"","","","91","","","0","","","20232","1202320016"
"0","","","3","1","0.2","104811","","travel_topdrama_r_2000_talk_guts_in","20232","1202320017"
"","","","91","","","0","","","20232","1202320018"
"1","","","3","","0","104811","","travel_topdrama_r_2000_talk_guts_loop","20232","1202320019"
"","","","93","","","1","","0","20232","1202320020"
"","","","112","","","","","","20232","1202320021"
"","","","91","","","0","","","20232","1202320022"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_memory_blink","102711","20241","1202410001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_normal","105111","20241","1202410002"
"110","0","0","5","-75","1","0","mana","0","20241","1202410003"
"","","","91","","","0","","","20241","1202410004"
"","","","93","","","10","","0","20241","1202410005"
"","","","101","","","1202410005","","","20241","1202410006"
"0","","","3","","0","0","","none","20241","1202410007"
"","","","91","","","0","","","20241","1202410008"
"","","","13","","","102711","","103","20242","1202420001"
"","","","13","","","105111","","104","20242","1202420002"
"1","","","3","","0.2","102711","","travel_topdrama_r_2000_talk_wish_loop","20242","1202420003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20024_00","20242","1202420004"
"10","0","1","11","1","0","102711","0","私の行く手を阻むものは容赦なく\n壊しつくしますわ、クスクス。すべては\nあのおかたと私の未来のため……","20242","1202420005"
"","","","91","","","0","","","20242","1202420006"
"1","","","3","","0.2","102711","","travel_topdrama_r_2000_idle_wish_joy","20242","1202420007"
"0","0","travel_topdrama_r_2000_humu_loop","3","1","0.2","105111","","travel_topdrama_r_2000_humu_in","20242","1202420008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20024_01","20242","1202420009"
"10","0","1","11","1","0","105111","0","さすが壊し屋。来た道には瓦礫が\n山積みだわ。そのうえまだ壊すつもり\nだなんて、恐れ入るわね。ふふっ……♪","20242","1202420010"
"","","","91","","","0","","","20242","1202420011"
"1","","","3","","0.2","105111","","travel_topdrama_r_2000_humu_loop_shy","20242","1202420012"
"1","","","3","","0.2","102711","","travel_topdrama_r_2000_talk_sad_loop_doya","20242","1202420013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20024_02","20242","1202420014"
"10","0","1","11","1","0","102711","0","実験材料を探しに来たあなたも同じです\n隻眼の悪魔。お互い満足のいく成果を\n手に入れましょう……クスクスクス。","20242","1202420015"
"","","","91","","","0","","","20242","1202420016"
"1","","","3","","0.2","102711","","travel_topdrama_r_2000_idle_sad_nervous","20242","1202420017"
"","","","112","","","","","","20242","1202420018"
"","","","91","","","0","","","20242","1202420019"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_hop_loop","100511","20251","1202510001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_doya_talkJoy1R","103711","20251","1202510002"
"110","0","0","5","-75","1","0","mana","0","20251","1202510003"
"","","","91","","","0","","","20251","1202510004"
"","","","93","","","10","","0","20251","1202510005"
"","","","101","","","1202510005","","","20251","1202510006"
"0","","","3","","0","0","","none","20251","1202510007"
"","","","91","","","0","","","20251","1202510008"
"","","","13","","","100511","","103","20252","1202520001"
"","","","13","","","103711","","104","20252","1202520002"
"0","","travel_topdrama_r_2000_hop_loop","3","1","0.2","100511","","travel_topdrama_r_2000_hop_in","20252","1202520003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20025_00","20252","1202520004"
"10","0","1","11","1","0","100511","0","うわあー！　すごいッス！　絶景ッス！\nかっこいいッスー！　トラタイガーが\n修行してる場所みたいッスー！","20252","1202520005"
"","","","91","","","0","","","20252","1202520006"
"1","","","3","","0.2","100511","","travel_topdrama_r_2000_hop_idle","20252","1202520007"
"0","","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","3","1","0.2","103711","","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","20252","1202520008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20025_01","20252","1202520009"
"10","0","1","11","1","0","103711","0","過酷な環境に身を置いて己を\n研鑽するのもまた、冒険の醍醐味だね。\nそれにここなら思う存分変身──……","20252","1202520010"
"","","","91","","","0","","","20252","1202520011"
"0","0","travel_topdrama_r_2000_tomo_henshin_loop","3","1","0.1","103711","","travel_topdrama_r_2000_tomo_henshin_in","20252","1202520012"
"0","0.2","travel_topdrama_r_2000_matsuri_eieio_loop","3","1","0.2","100511","","travel_topdrama_r_2000_matsuri_eieio_in","20252","1202520013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20025_02","20252","1202520014"
"10","0","1","11","1","0","100511","0","正義のヒーローに変身しちゃうッス！\nなんて、それは冗談ッスけど……あれ、\nトモね～ちゃんも変身ポーズッスか？","20252","1202520015"
"","","","91","","","0","","","20252","1202520016"
"","","","112","","","","","","20252","1202520017"
"","","","91","","","0","","","20252","1202520018"
"101","1","0","1","-68","0.8","1","travel_topdrama_r_2000_idle_wish_joy","105911","20261","1202610001"
"110","0","0","5","-75","1","0","mana","0","20261","1202610002"
"","","","91","","","0","","","20261","1202610003"
"","","","93","","","10","","0","20261","1202610004"
"","","","101","","","1202610004","","","20261","1202610005"
"0","","","3","","0","0","","none","20261","1202610006"
"","","","91","","","0","","","20261","1202610007"
"","","","13","","","105911","","103","20262","1202620001"
"0","0","travel_topdrama_r_2000_talk_surprise_loop","3","1","0.1","105911","","travel_topdrama_r_2000_wishToSurprise","20262","1202620002"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20026_00","20262","1202620003"
"10","0","1","11","1","0","105911","0","ふむ、ずいぶんと遠くまで来たようで\nございます。ですが、冒険というのは\nいつの時分にも楽しいものですね……♪","20262","1202620004"
"","","","91","","","0","","","20262","1202620005"
"1","","","3","","0.2","105911","","travel_topdrama_r_2000_talk_wish_loop","20262","1202620006"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20026_01","20262","1202620007"
"10","0","1","11","1","0","105911","0","わたくしも、みなさまに負けないよう、\n調査を進めてまいります。\n見ていてくださいまし、主さま。","20262","1202620008"
"","","","91","","","0","","","20262","1202620009"
"","","","112","","","","","","20262","1202620010"
"","","","91","","","0","","","20262","1202620011"
"101","1","0","1","-68","0.8","1","travel_topdrama_r_2000_ames_idle_normal","123011","20271","1202710001"
"110","0","0","5","-75","1","0","mana","0","20271","1202710002"
"","","","91","","","0","","","20271","1202710003"
"","","","93","","","10","","0","20271","1202710004"
"","","","101","","","1202710004","","","20271","1202710005"
"0","","","3","","0","0","","none","20271","1202710006"
"","","","91","","","0","","","20271","1202710007"
"","","","13","","","123011","","103","20272","1202720001"
"0","0","travel_topdrama_r_2000_ames_talk_wish_loop","3","1","0.2","123011","","travel_topdrama_r_2000_ames_talk_wish_in","20272","1202720002"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20027_00","20272","1202720003"
"10","0","1","11","1","0","123011","0","はぁ、はぁ……冒険って想像してたより\nずっと体力が必要なのね……ん、でも\n実際に来てみると、いい景色だわ♪","20272","1202720004"
"","","","91","","","0","","","20272","1202720005"
"1","","","3","","0.2","123011","","travel_topdrama_r_2000_ames_talk_yareyare","20272","1202720006"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20027_01","20272","1202720007"
"10","0","1","11","1","0","123011","0","今度はあいつと一緒に……\nどこに行こうかしら。\nエスコートしてもらわなくちゃね。","20272","1202720008"
"","","","91","","","0","","","20272","1202720009"
"1","","","3","","0.2","123011","","travel_topdrama_r_2000_ames_idle_yareyare","20272","1202720010"
"","","","112","","","","","","20272","1202720011"
"","","","91","","","0","","","20272","1202720012"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_cool","106811","20281","1202810001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_kaiser_idle_arm_crossed","106911","20281","1202810002"
"110","0","0","5","-75","1","0","mana","0","20281","1202810003"
"","","","91","","","0","","","20281","1202810004"
"","","","93","","","10","","0","20281","1202810005"
"","","","101","","","1202810005","","","20281","1202810006"
"0","","","3","","0","0","","none","20281","1202810007"
"","","","91","","","0","","","20281","1202810008"
"","","","13","","","106811","","103","20282","1202820001"
"","","","13","","","106911","","104","20282","1202820002"
"0","0","travel_topdrama_r_2000_talk_cool_loop","3","1","0.2","106811","","travel_topdrama_r_2000_talk_cool_in","20282","1202820003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20028_00","20282","1202820004"
"10","0","1","11","1","0","106811","0","アハハ、不機嫌顔だね。ま、いきなり\n引っ張り出されたらそりゃ不満か。\nほらほら、冒険だよ、楽しまなくちゃ！","20282","1202820005"
"","","","91","","","0","","","20282","1202820006"
"1","","","3","","0.2","106811","","travel_topdrama_r_2000_idle_cool","20282","1202820007"
"0","0","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","3","1","0.2","106911","","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","20282","1202820008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20028_01","20282","1202820009"
"10","0","1","11","1","0","106911","0","あなたの能天気な物言い、はらわたが\n煮え返るほど不快だわ。この期に及んで\n冒険ですって……？　ふざけないで。","20282","1202820010"
"","","","91","","","0","","","20282","1202820011"
"1","","","3","","0.2","106911","","travel_topdrama_r_2000_kaiser_idle_arm_crossed","20282","1202820012"
"0","","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","3","1","0.2","106811","","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","20282","1202820013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20028_02","20282","1202820014"
"10","0","1","11","1","0","106811","0","アタシは本気だよ。山の頂上に谷底、\n海に草原、広がる世界！　おにぎりも\n持ったし準備は万端。さぁ、行くよ！","20282","1202820015"
"","","","91","","","0","","","20282","1202820016"
"1","","","3","","0.2","106811","","travel_topdrama_r_2000_idle_arm_crossed","20282","1202820017"
"","","","112","","","","","","20282","1202820018"
"","","","91","","","0","","","20282","1202820019"
"51","0","-17.5","1","-75.6","0.8","1","travel_topdrama_r_3001_idle_B","1000001","30011","1300110001"
"50","0","-17.5","5","-75.6","0.8","1","travel_topdrama_r_3001_idle_B","12","30011","1300110002"
"49","0","31.4","1","-56.1","0.8","1","travel_topdrama_r_3001_idle_A","1000002","30011","1300110003"
"48","0","31.4","5","-56.1","0.8","1","travel_topdrama_r_3001_idle_A","11","30011","1300110004"
"49","0","31.4","5","-56.1","0.8","2","travel_topdrama_r_3001_idle_A","13","30011","1300110005"
"110","","0","5","-88","1","0","normal","0","30011","1300110006"
"-30.3","","-43.7","31","0.5","1","300101","","300101","30011","1300110007"
"260","","-110","31","1","1","300103","","300103","30011","1300110008"
"215","","-127","31","1","1","300111","","300111","30011","1300110009"
"","","","91","","","0","","0","30011","1300110010"
"0","0","","3","","0","1000001","","travel_topdrama_r_3001_idle_B","30011","1300110011"
"0","0","","3","","0","12","","travel_topdrama_r_3001_idle_B","30011","1300110012"
"0","0","","3","","0","1000002","","travel_topdrama_r_3001_idle_A","30011","1300110013"
"0","0","","3","","0","11","","travel_topdrama_r_3001_idle_A","30011","1300110014"
"","","","93","","","1.7","","0","30011","1300110015"
"","","","101","","","1300110011","","0","30011","1300110016"
"0","","","3","","0","0","","none","30011","1300110017"
"","","","91","","","0","","0","30011","1300110018"
"260","","-110","31","1","0","300106","","300106","30012","1300120001"
"260","","-110","31","1","0","300108","","300108","30012","1300120002"
"17.3","","92.6","31","0.4","0","300100","","300100","30012","1300120003"
"0","","92.6","31","0.4","0","300104","","300104","30012","1300120004"
"","","","91","","","0","","","30012","1300120005"
"1","","","3","","0.5","1000002","","travel_topdrama_r_3001_idle_A","30012","1300120006"
"1","","","3","","0.5","11","","travel_topdrama_r_3001_idle_A","30012","1300120007"
"1","","","3","","0.5","1000001","","travel_topdrama_r_3001_idle_B","30012","1300120008"
"1","","","3","","0.5","12","","travel_topdrama_r_3001_idle_B","30012","1300120009"
"","","","93","","","0.2","","0","30012","1300120010"
"","","","32","","","300100","","1","30012","1300120011"
"","","","93","","","2","","0","30012","1300120012"
"","","","32","","","300103","","0","30012","1300120013"
"","","","32","","","300108","","1","30012","1300120014"
"","","","32","","","300106","","1","30012","1300120015"
"0","","","23","","","se_travel_top","","se_travel_top_fishing_hit","30012","1300120016"
"0","","","3","","0","1000002","","travel_topdrama_r_3001_1_01_A","30012","1300120017"
"0","","","3","","0","11","","travel_topdrama_r_3001_1_01_A","30012","1300120018"
"0","","","3","","0.5","1000001","","travel_topdrama_r_3001_1_01_B","30012","1300120019"
"0","","","3","","0.5","12","","travel_topdrama_r_3001_1_01_B","30012","1300120020"
"","","","91","","","0","","","30012","1300120021"
"","","","32","","","300108","","0","30012","1300120022"
"0","","","3","","0","1000002","","travel_topdrama_r_3001_1_02_A","30012","1300120023"
"0","","","3","","0","11","","travel_topdrama_r_3001_1_02_A","30012","1300120024"
"0","","","3","","0.2","1000001","","travel_topdrama_r_3001_1_02_B","30012","1300120025"
"0","","","3","","0.2","12","","travel_topdrama_r_3001_1_02_B","30012","1300120026"
"","","","93","","","1","","0","30012","1300120027"
"","","","32","","","300100","","0","30012","1300120028"
"","","","91","","","0","","","30012","1300120029"
"260","","-110","31","1","1","300107","","300107","30012","1300120030"
"0","","","23","","","se_travel_top","","se_travel_top_fishing_appear_box","30012","1300120031"
"0","","","3","","","1000002","","travel_topdrama_r_3001_1_03_A","30012","1300120032"
"0","","","3","","","11","","travel_topdrama_r_3001_1_03_A","30012","1300120033"
"0","","","3","","","13","","travel_topdrama_r_3001_1_03_A","30012","1300120034"
"0","","","3","","","1000001","","travel_topdrama_r_3001_1_03_B","30012","1300120035"
"0","","travel_topdrama_r_3001_1_03_B_loop","3","1","0.2","12","","travel_topdrama_r_3001_1_03_B","30012","1300120036"
"","","","93","","","0.8","","0","30012","1300120037"
"","","","32","","","300106","","0","30012","1300120038"
"","","","111","","","","","","30012","1300120039"
"","","","91","","","0","","","30012","1300120040"
"51","0","-17.5","1","-75.6","0.8","1","travel_topdrama_r_3001_idle_B","1000001","30021","1300210001"
"50","0","-17.5","5","-75.6","0.8","1","travel_topdrama_r_3001_idle_B","12","30021","1300210002"
"49","0","31.4","1","-56.1","0.8","1","travel_topdrama_r_3001_idle_A","1000002","30021","1300210003"
"48","0","31.4","5","-56.1","0.8","1","travel_topdrama_r_3001_idle_A","11","30021","1300210004"
"49","0","31.4","5","-56.1","0.8","2","travel_topdrama_r_3001_idle_A","13","30021","1300210005"
"110","","0","5","-88","1","0","normal","0","30021","1300210006"
"-30.3","","-43.7","31","0.5","1","300201","","300201","30021","1300210007"
"260","","-110","31","1","1","300203","","300203","30021","1300210008"
"215","","-127","31","1","1","300211","","300211","30021","1300210009"
"","","","91","","","0","","0","30021","1300210010"
"0","0","","3","","0","1000001","","travel_topdrama_r_3001_idle_B","30021","1300210011"
"0","0","","3","","0","12","","travel_topdrama_r_3001_idle_B","30021","1300210012"
"0","0","","3","","0","1000002","","travel_topdrama_r_3001_idle_A","30021","1300210013"
"0","0","","3","","0","11","","travel_topdrama_r_3001_idle_A","30021","1300210014"
"","","","93","","","1.7","","0","30021","1300210015"
"","","","101","","","1300210011","","0","30021","1300210016"
"0","","","3","","0","0","","none","30021","1300210017"
"","","","91","","","0","","0","30021","1300210018"
"260","","-110","31","1","0","300206","","300206","30022","1300220001"
"260","","-110","31","1","0","300208","","300208","30022","1300220002"
"17.3","","92.6","31","0.4","0","300200","","300200","30022","1300220003"
"0","","92.6","31","0.4","0","300204","","300204","30022","1300220004"
"","","","91","","","0","","","30022","1300220005"
"1","","","3","","0.5","1000002","","travel_topdrama_r_3001_idle_A","30022","1300220006"
"1","","","3","","0.5","11","","travel_topdrama_r_3001_idle_A","30022","1300220007"
"1","","","3","","0.5","1000001","","travel_topdrama_r_3001_idle_B","30022","1300220008"
"1","","","3","","0.5","12","","travel_topdrama_r_3001_idle_B","30022","1300220009"
"","","","93","","","0.2","","0","30022","1300220010"
"","","","32","","","300200","","1","30022","1300220011"
"","","","93","","","2","","0","30022","1300220012"
"","","","32","","","300203","","0","30022","1300220013"
"","","","32","","","300208","","1","30022","1300220014"
"","","","32","","","300206","","1","30022","1300220015"
"0","","","23","","","se_travel_top","","se_travel_top_fishing_hit","30022","1300220016"
"0","","","3","","0","1000002","","travel_topdrama_r_3001_1_01_A","30022","1300220017"
"0","","","3","","0","11","","travel_topdrama_r_3001_1_01_A","30022","1300220018"
"0","","","3","","0.5","1000001","","travel_topdrama_r_3001_1_01_B","30022","1300220019"
"0","","","3","","0.5","12","","travel_topdrama_r_3001_1_01_B","30022","1300220020"
"","","","91","","","0","","","30022","1300220021"
"","","","32","","","300208","","0","30022","1300220022"
"0","","","3","","0","1000002","","travel_topdrama_r_3001_1_02_A","30022","1300220023"
"0","","","3","","0","11","","travel_topdrama_r_3001_1_02_A","30022","1300220024"
"0","","","3","","0.2","1000001","","travel_topdrama_r_3001_1_02_B","30022","1300220025"
"0","","","3","","0.2","12","","travel_topdrama_r_3001_1_02_B","30022","1300220026"
"","","","93","","","1","","0","30022","1300220027"
"","","","32","","","300200","","0","30022","1300220028"
"","","","91","","","0","","","30022","1300220029"
"260","","-110","31","1","1","300207","","300107","30022","1300220030"
"0","","","23","","","se_travel_top","","se_travel_top_fishing_appear_silverbox","30022","1300220031"
"0","","","3","","","1000002","","travel_topdrama_r_3001_1_03_A","30022","1300220032"
"0","","","3","","","11","","travel_topdrama_r_3002_03_A","30022","1300220033"
"0","","","3","","","13","","travel_topdrama_r_3002_03_A","30022","1300220034"
"0","","","3","","","1000001","","travel_topdrama_r_3001_1_03_B","30022","1300220035"
"0","","travel_topdrama_r_3001_1_03_B_loop","3","1","0.2","12","","travel_topdrama_r_3001_1_03_B","30022","1300220036"
"","","","93","","","0.8","","0","30022","1300220037"
"","","","32","","","300206","","0","30022","1300220038"
"","","","111","","","","","","30022","1300220039"
"","","","91","","","0","","","30022","1300220040"
"51","0","-17.5","1","-75.6","0.8","1","travel_topdrama_r_3001_idle_B","1000001","30031","1300310001"
