f821240a4c6ea609d8932929515dc685143f8abaddfd1eba84e1b0a359ed23d7,9582fb46285d99c82ecaead73bfebdbe3c3c403b82a119a70d8de98b4b41152f,c349d5c8b24d7653cc1b4654a59ad6d992cea13d67391a0bde4853d826de0d66,e2857f5d847e7b498fc9223341f25ede383c58c47ec8ca07ff8e14083da85567,2f47b494f7927dfc7be9aaf02f26e4c0857ba925bff07b9ee65d426052a75682,bd87f3408d7a9fee135330c72cbd2135f3d2a63c73f7072875d3cc6f4ef8cafc,2cb9efd492fae9eb66c74c385a761db86eaf2d89172e88a594c42e5e36602d76
"870","0","10702","4","0","3","3"
"900","0","10702","5","0","3","3"
"1050","0","10702","0","0","3","4"
"1080","0","10702","1","0","3","4"
"1110","0","10702","2","0","3","4"
"1140","0","10702","3","0","3","4"
"1170","0","10702","4","0","3","4"
"1200","0","10702","5","0","3","4"
"1350","0","10702","0","0","3","5"
"1380","0","10702","1","0","3","5"
"1410","0","10702","2","0","3","5"
"1440","0","10702","3","0","3","5"
"1470","0","10702","4","0","3","5"
"1500","0","10702","5","0","3","5"
"150","0","10703","0","0","4","1"
"180","0","10703","1","0","4","1"
"210","0","10703","2","0","4","1"
"240","0","10703","3","0","4","1"
"270","0","10703","4","0","4","1"
"300","0","10703","5","0","4","1"
"450","0","10703","0","0","4","2"
"480","0","10703","1","0","4","2"
"510","0","10703","2","0","4","2"
"540","0","10703","3","0","4","2"
"570","0","10703","4","0","4","2"
"600","0","10703","5","0","4","2"
"750","0","10703","0","0","4","3"
"780","0","10703","1","0","4","3"
"810","0","10703","2","0","4","3"
"840","0","10703","3","0","4","3"
"870","0","10703","4","0","4","3"
"900","0","10703","5","0","4","3"
"1050","0","10703","0","0","4","4"
"1080","0","10703","1","0","4","4"
"1110","0","10703","2","0","4","4"
"1140","0","10703","3","0","4","4"
"1170","0","10703","4","0","4","4"
"1200","0","10703","5","0","4","4"
"1350","0","10703","0","0","4","5"
"1380","0","10703","1","0","4","5"
"1410","0","10703","2","0","4","5"
"1440","0","10703","3","0","4","5"
"1470","0","10703","4","0","4","5"
"1500","0","10703","5","0","4","5"
"1000","0","10704","0","0","9","1"
"1200","0","10704","1","0","9","1"
"1400","0","10704","2","0","9","1"
"1600","0","10704","3","0","9","1"
"1800","0","10704","4","0","9","1"
"2000","0","10704","5","0","9","1"
"3000","0","10704","0","0","9","2"
"3200","0","10704","1","0","9","2"
"3400","0","10704","2","0","9","2"
"3600","0","10704","3","0","9","2"
"3800","0","10704","4","0","9","2"
"4000","0","10704","5","0","9","2"
"5000","0","10704","0","0","9","3"
"5200","0","10704","1","0","9","3"
"5400","0","10704","2","0","9","3"
"5600","0","10704","3","0","9","3"
"5800","0","10704","4","0","9","3"
"6000","0","10704","5","0","9","3"
"7000","0","10704","0","0","9","4"
"7200","0","10704","1","0","9","4"
"7400","0","10704","2","0","9","4"
"7600","0","10704","3","0","9","4"
"7800","0","10704","4","0","9","4"
"8000","0","10704","5","0","9","4"
"9000","0","10704","0","0","9","5"
"9200","0","10704","1","0","9","5"
"9400","0","10704","2","0","9","5"
"9600","0","10704","3","0","9","5"
"9800","0","10704","4","0","9","5"
"10000","0","10704","5","0","9","5"
"150","0","10801","0","0","1","1"
"180","0","10801","1","0","1","1"
"210","0","10801","2","0","1","1"
"240","0","10801","3","0","1","1"
"270","0","10801","4","0","1","1"
"300","0","10801","5","0","1","1"
"450","0","10801","0","0","1","2"
"480","0","10801","1","0","1","2"
"510","0","10801","2","0","1","2"
"540","0","10801","3","0","1","2"
"570","0","10801","4","0","1","2"
"600","0","10801","5","0","1","2"
"750","0","10801","0","0","1","3"
"780","0","10801","1","0","1","3"
"810","0","10801","2","0","1","3"
"840","0","10801","3","0","1","3"
"870","0","10801","4","0","1","3"
"900","0","10801","5","0","1","3"
"1050","0","10801","0","0","1","4"
"1080","0","10801","1","0","1","4"
"1110","0","10801","2","0","1","4"
"1140","0","10801","3","0","1","4"
"1170","0","10801","4","0","1","4"
"1200","0","10801","5","0","1","4"
"1350","0","10801","0","0","1","5"
"1380","0","10801","1","0","1","5"
"1410","0","10801","2","0","1","5"
"1440","0","10801","3","0","1","5"
"1470","0","10801","4","0","1","5"
"1500","0","10801","5","0","1","5"
"300","0","10802","0","0","2","1"
"360","0","10802","1","0","2","1"
"420","0","10802","2","0","2","1"
"480","0","10802","3","0","2","1"
"540","0","10802","4","0","2","1"
"600","0","10802","5","0","2","1"
"900","0","10802","0","0","2","2"
"960","0","10802","1","0","2","2"
"1020","0","10802","2","0","2","2"
"1080","0","10802","3","0","2","2"
"1140","0","10802","4","0","2","2"
"1200","0","10802","5","0","2","2"
"1500","0","10802","0","0","2","3"
"1560","0","10802","1","0","2","3"
"1620","0","10802","2","0","2","3"
"1680","0","10802","3","0","2","3"
"1740","0","10802","4","0","2","3"
"1800","0","10802","5","0","2","3"
"2100","0","10802","0","0","2","4"
"2160","0","10802","1","0","2","4"
"2220","0","10802","2","0","2","4"
"2280","0","10802","3","0","2","4"
"2340","0","10802","4","0","2","4"
"2400","0","10802","5","0","2","4"
"2700","0","10802","0","0","2","5"
"2760","0","10802","1","0","2","5"
"2820","0","10802","2","0","2","5"
"2880","0","10802","3","0","2","5"
"2940","0","10802","4","0","2","5"
"3000","0","10802","5","0","2","5"
"1000","0","10803","0","0","8","1"
"1200","0","10803","1","0","8","1"
"1400","0","10803","2","0","8","1"
"1600","0","10803","3","0","8","1"
"1800","0","10803","4","0","8","1"
"2000","0","10803","5","0","8","1"
"3000","0","10803","0","0","8","2"
"3200","0","10803","1","0","8","2"
"3400","0","10803","2","0","8","2"
"3600","0","10803","3","0","8","2"
"3800","0","10803","4","0","8","2"
"4000","0","10803","5","0","8","2"
"5000","0","10803","0","0","8","3"
"5200","0","10803","1","0","8","3"
"5400","0","10803","2","0","8","3"
"5600","0","10803","3","0","8","3"
"5800","0","10803","4","0","8","3"
"6000","0","10803","5","0","8","3"
"7000","0","10803","0","0","8","4"
"7200","0","10803","1","0","8","4"
"7400","0","10803","2","0","8","4"
"7600","0","10803","3","0","8","4"
"7800","0","10803","4","0","8","4"
"8000","0","10803","5","0","8","4"
"9000","0","10803","0","0","8","5"
"9200","0","10803","1","0","8","5"
"9400","0","10803","2","0","8","5"
"9600","0","10803","3","0","8","5"
"9800","0","10803","4","0","8","5"
"10000","0","10803","5","0","8","5"
"1000","0","10804","0","0","9","1"
"1200","0","10804","1","0","9","1"
"1400","0","10804","2","0","9","1"
"1600","0","10804","3","0","9","1"
"1800","0","10804","4","0","9","1"
"2000","0","10804","5","0","9","1"
"3000","0","10804","0","0","9","2"
"3200","0","10804","1","0","9","2"
"3400","0","10804","2","0","9","2"
"3600","0","10804","3","0","9","2"
"3800","0","10804","4","0","9","2"
"4000","0","10804","5","0","9","2"
"5000","0","10804","0","0","9","3"
"5200","0","10804","1","0","9","3"
"5400","0","10804","2","0","9","3"
"5600","0","10804","3","0","9","3"
"5800","0","10804","4","0","9","3"
"6000","0","10804","5","0","9","3"
"7000","0","10804","0","0","9","4"
"7200","0","10804","1","0","9","4"
"7400","0","10804","2","0","9","4"
"7600","0","10804","3","0","9","4"
"7800","0","10804","4","0","9","4"
"8000","0","10804","5","0","9","4"
"9000","0","10804","0","0","9","5"
"9200","0","10804","1","0","9","5"
"9400","0","10804","2","0","9","5"
"9600","0","10804","3","0","9","5"
"9800","0","10804","4","0","9","5"
"10000","0","10804","5","0","9","5"
