b9025b34bed511c176e87a5623263c3a533ac47f8f98bf4504a22e255565e5e4,76a096a1bcb3caa957e81c5eee74a528c42c37b9b588f208f502b3d79c349d53,284d5a22f1e9652b364598f188273cf56a536d5e601e99277caf4bcf581d46c6,66799aeba7abfffd6ec07431b644b78adf47a2eb3d781aa24d6fa98e70f5845a,e84cec91c3c315bf0dbe88ea2ed567e7e8b88347c32d3a2934f1782088de58fd,6ab57fc0f9264859651606e43cec206c2bc6bb4b6877a792ec046385bd78250a,d7338c515eaaef530f3882d43bcf3120720b20ef08c8d4d388974de28692cc12,099d376bc4ebf516c6add9d3954c94c656f569be208f913c2d666361b5558a6b,e5637f7936dc484cac70befac1f007ac3a21e966c5e4d006fea45f5884998ba8,cde5b0be5d836da2e4d471f65829d2414dcd1f7c19aea06ad6712a4fa0e70de8,074e80f173ac5bc9f08f6935c413947cb95931e70aefc33f4cbf2dcef625f60d
"","103","","","20192","106111","","13","","1201920001",""
"","104","","","20192","107011","","13","","1201920002",""
"1","travel_topdrama_r_2000_eieio_in","","travel_topdrama_r_2000_eieio_loop","20192","106111","0","3","","1201920003","0.2"
"","vo_travel_talk_20019_00","","0","20192","vo_travel_talk","0","21","","1201920004",""
"1","よーし！　ネネカと一緒に冒険だ！\nせっかくだし、何か悪いことするか？\n七冠とやれば派手になりそうだしさ！","0","1","20192","106111","10","11","0","1201920005","0"
"","","","","20192","0","","91","","1201920006",""
"","travel_topdrama_r_2000_eieio_loop","","","20192","106111","1","3","","1201920007","0.2"
"1","travel_topdrama_r_2000_talk_doya_in_sad","","travel_topdrama_r_2000_talk_doya_loop_sad","20192","107011","0","3","","1201920008","0.2"
"","vo_travel_talk_20019_01","","0","20192","vo_travel_talk","0","21","","1201920009",""
"1","はぁ……謹んでお断りします。\nそれと悪事というのは露見しないよう、\nこっそりと行うものですよ？","0","1","20192","107011","10","11","0","1201920010","0"
"","","","","20192","0","","91","","1201920011",""
"","travel_topdrama_r_2000_idle_doya_sad","","","20192","107011","1","3","","1201920012","0.2"
"1","travel_topdrama_r_2000_talk_guts2_in_joy","","travel_topdrama_r_2000_talk_guts2_loop_joy","20192","106111","0","3","","1201920013","0.2"
"","vo_travel_talk_20019_02","","0","20192","vo_travel_talk","0","21","","1201920014",""
"1","オマエが言うと説得力あるな……\nけど、大悪党はこっそりなんてしない！\nド派手に、バーっと暴れまわるんだ！","0","1","20192","106111","10","11","0","1201920015","0"
"","","","","20192","0","","91","","1201920016",""
"","travel_topdrama_r_2000_idle_guts2_joy","","","20192","106111","1","3","","1201920017","0.2"
"","","","","20192","","","112","","1201920018",""
"","","","","20192","0","","91","","1201920019",""
"-68","118511","travel_topdrama_r_2000_idle_smile","0","20201","1","101","1","1","1202010001","0.8"
"-75","0","mana","0","20201","0","110","5","0","1202010002","1"
"","","","","20201","0","","91","","1202010003",""
"","0","","","20201","10","","93","","1202010004",""
"","","","","20201","1202010004","","101","","1202010005",""
"","none","","","20201","0","0","3","","1202010006","0"
"","","","","20201","0","","91","","1202010007",""
"","103","","","20202","118511","","13","","1202020001",""
"1","travel_topdrama_r_2000_talk_smile_in","","travel_topdrama_r_2000_talk_smile_loop","20202","118511","0","3","","1202020002","0.2"
"","vo_travel_talk_20020_00","","0","20202","vo_travel_talk","0","21","","1202020003",""
"1","多くの方々に依頼をかけましたが、\nギルドの垣根を越えて協力し合い、\n調査が進んでいるようですね。","0","1","20202","118511","10","11","0","1202020004","0"
"","","","","20202","0","","91","","1202020005",""
"1","travel_topdrama_r_2000_talk_wish_in_joy","","travel_topdrama_r_2000_talk_wish_loop_joy","20202","118511","0","3","","1202020006","0.2"
"","vo_travel_talk_20020_01","","0","20202","vo_travel_talk","0","21","","1202020007",""
"1","私も、見ているだけじゃありませんよ。\nみなさんが安心して冒険できるよう、\nしっかりサポートしますからね♪","0","1","20202","118511","10","11","0","1202020008","0"
"","","","","20202","0","","91","","1202020009",""
"","travel_topdrama_r_2000_idle_wish_joy","","","20202","118511","1","3","","1202020010","0.2"
"","","","","20202","","","112","","1202020011",""
"","","","","20202","0","","91","","1202020012",""
"-68","101411","travel_topdrama_r_2000_idle_sad","42","20211","1","101","1","1","1202110001","0.8"
"-68","3","travel_topdrama_r_2012_empty","42","20211","3","103","5","1","1202110002","0.8"
"-68","104311","travel_topdrama_r_2000_idle_cool_surprise","-42","20211","1","102","1","0","1202110003","0.8"
"-68","4","travel_topdrama_r_2012_empty","-42","20211","3","104","5","0","1202110004","0.8"
"-75","0","mana","0","20211","0","110","5","0","1202110005","1"
"","","","","20211","0","","91","","1202110006",""
"","0","","","20211","10","","93","","1202110007",""
"","","","","20211","1202110007","","101","","1202110008",""
"","none","","","20211","0","0","3","","1202110009","0"
"","","","","20211","0","","91","","1202110010",""
"","103","","","20212","101411","","13","","1202120001",""
"","104","","","20212","104311","","13","","1202120002",""
"","travel_topdrama_r_2000_talk_sad_loop","","","20212","101411","1","3","","1202120003","0.2"
"","vo_travel_talk_20021_00","","0","20212","vo_travel_talk","0","21","","1202120004",""
"1","この先進むべきは、右か左か……\n地図を見ても分からなくなってきたよ。\nさっきも行き止まりだったし……","0","1","20212","101411","10","11","0","1202120005","0"
"","","","","20212","0","","91","","1202120006",""
"","travel_topdrama_r_2000_idle_sad","","","20212","101411","1","3","","1202120007","0.2"
"1","travel_topdrama_r_2000_talk_cool_in_normal2","","travel_topdrama_r_2000_talk_cool_loop_normal2","20212","104311","0","3","0","1202120008","0.2"
"","vo_travel_talk_20021_01","","0","20212","vo_travel_talk","0","21","","1202120009",""
"1","あたしはそういう時は直進するけどな！\nでも判断に迷うってことは疲れてんだろ。\nほら、甘い物食って休憩しようぜ。","0","1","20212","104311","10","11","0","1202120010","0"
"","","","","20212","0","","91","","1202120011",""
"1","travel_topdrama_r_2000_eat_in","","travel_topdrama_r_2000_eat_idle","20212","104311","0","3","0","1202120012","0.2"
"1","travel_topdrama_r_2000_eat_in","","travel_topdrama_r_2000_eat_idle","20212","3","0","3","0","1202120013","0.2"
"","travel_topdrama_r_2000_eat_in","","","20212","101411","0","3","","1202120014","0.2"
"","travel_topdrama_r_2000_eat_in","","","20212","4","0","3","","1202120015","0.2"
"","","","","20212","0","","91","","1202120016",""
"","travel_topdrama_r_2000_eat_talk","","","20212","101411","1","3","","1202120017","0"
"","travel_topdrama_r_2000_eat_talk","","","20212","4","1","3","","1202120018","0"
"","vo_travel_talk_20021_02","","0","20212","vo_travel_talk","0","21","","1202120019",""
"1","あぁ、疲れた脳に糖分が染みるね。\n気を取り直して推理してみた結果……\n私たちが進むべき道は、まっすぐだ！","0","1","20212","101411","10","11","0","1202120020","0"
"","","","","20212","0","","91","","1202120021",""
"","travel_topdrama_r_2000_eat_idle","","","20212","101411","1","3","","1202120022","0.2"
"","travel_topdrama_r_2000_eat_idle","","","20212","4","1","3","","1202120023","0.2"
"","","","","20212","","","112","","1202120024",""
"","","","","20212","0","","91","","1202120025",""
"-68","102111","travel_topdrama_r_2000_idle_smile","42","20221","1","101","1","1","1202210001","0.8"
"-68","102311","travel_topdrama_r_2000_idle_smile_normal","-42","20221","1","102","1","0","1202210002","0.8"
"-68","3","travel_topdrama_r_2022_pukici","-100","20221","3","103","5","0","1202210003","0.8"
"-75","0","mana","0","20221","0","110","5","0","1202210004","1"
"","","","","20221","0","","91","","1202210005",""
"","0","","","20221","10","","93","","1202210006",""
"","","","","20221","1202210006","","101","","1202210007",""
"","none","","","20221","0","0","3","","1202210008","0"
"","","","","20221","0","","91","","1202210009",""
"","103","","","20222","102111","","13","","1202220001",""
"","104","","","20222","102311","","13","","1202220002",""
"","105","","","20222","3","","13","","1202220003",""
"1","travel_topdrama_r_2000_talk_sad_in_dere","","travel_topdrama_r_2000_talk_sad_loop_dere","20222","102111","0","3","","1202220004","0.2"
"","vo_travel_talk_20022_00","","0","20222","vo_travel_talk","0","21","","1202220005",""
"1","今日の冒険、いつかお芝居にして\nみんなに見せてあげたいなぁ……♪\nアヤネとクルミの大冒険、なんてどう？","0","1","20222","102111","10","11","0","1202220006","0"
"","","","","20222","0","","91","","1202220007",""
"","travel_topdrama_r_2000_idle_sad_joy","","","20222","102111","1","3","","1202220008","0.2"
"1","travel_topdrama_r_2000_talk_kyapi_in","","travel_topdrama_r_2000_talk_kyapi_loop","20222","102311","0","3","0.2","1202220009","0.2"
"","vo_travel_talk_20022_01","","0","20222","vo_travel_talk","0","21","","1202220010",""
"1","私も賛成だよ！ 冒険冒険っ♪\n宝物あるかな～魔物が出るのかな♪\nさあ寄ってらっしゃい出てらっしゃい！","0","1","20222","102311","10","11","0","1202220011","0"
"","","","","20222","0","","91","","1202220012",""
"","travel_topdrama_r_2000_talk_smile_loop","","","20222","102311","1","3","","1202220013","0.2"
"","travel_topdrama_r_2000_talk_sad_loop_dere","","","20222","102111","1","3","","1202220014","0.2"
"","travel_topdrama_r_2022_laugh","","","20222","3","1","3","","1202220015","0"
"","vo_travel_talk_20022_02","","0","20222","vo_travel_talk","0","21","","1202220016",""
"1","『おい、魔物を気軽に呼び寄せるな！\n探すのは宝箱だけ！　急に走り出すな！\nあーあ……まったく、引率は大変だぜ』","0","1","20222","3","10","11","0","1202220017","0"
"","","","","20222","0","","91","","1202220018",""
"","","","","20222","","","112","","1202220019",""
"","","","","20222","0","","91","","1202220020",""
"-68","104811","travel_topdrama_r_2000_idle_doya","42","20231","1","101","1","1","1202310001","0.8"
"-68","104611","travel_topdrama_r_2000_idle_sad_surprise","-42","20231","1","102","1","0","1202310002","0.8"
"-75","0","mana","0","20231","0","110","5","0","1202310003","1"
"","","","","20231","0","","91","","1202310004",""
"","0","","","20231","10","","93","","1202310005",""
"","","","","20231","1202310005","","101","","1202310006",""
"","none","","","20231","0","0","3","","1202310007","0"
"","","","","20231","0","","91","","1202310008",""
"","103","","","20232","104811","","13","","1202320001",""
"","104","","","20232","104611","","13","","1202320002",""
"1","travel_topdrama_r_2000_talk_doya_in_faceAnger","","travel_topdrama_r_2000_talk_doya_loop_faceAnger","20232","104811","0","3","0","1202320003","0.2"
"","vo_travel_talk_20023_00","","0","20232","vo_travel_talk","0","21","","1202320004",""
"1","いろんな仕事を請け負ってきてるから\nのんびりする暇はないわ。調査に採集\n発掘に商売。冒険も効率的にいくわよ！","0","1","20232","104811","10","11","0","1202320005","0"
"","","","","20232","0","","91","","1202320006",""
"","travel_topdrama_r_2000_idle_doya_anger","","","20232","104811","1","3","","1202320007","0.2"
"1","travel_topdrama_r_2000_talk_kyapi_in_dere2","","travel_topdrama_r_2000_talk_kyapi_loop_dere2","20232","104611","0","3","0","1202320008","0.2"
"","vo_travel_talk_20023_01","","0","20232","vo_travel_talk","0","21","","1202320009",""
"1","ミフユはいっつも働きすぎにゃ。\n休憩はのんびりゆっくりするものにゃ。\nここで一緒に日向ぼっこするにゃ～♪","0","1","20232","104611","10","11","0","1202320010","0"
"","","","","20232","0","","91","","1202320011",""
"","travel_topdrama_r_2000_idle_sleep","","","20232","104611","1","3","","1202320012","0.2"
"","travel_topdrama_r_2000_talk_normal_surprise","","","20232","104811","1","3","0","1202320013","0.2"
"","vo_travel_talk_20023_02","","0","20232","vo_travel_talk","0","21","","1202320014",""
"1","たしかにここなら、質の良い休息が\nとれそうね♪　それじゃタイマーを\nセットして……効率的に休憩開始よ！","0","1","20232","104811","10","11","0","1202320015","0"
"","","","","20232","0","","91","","1202320016",""
"1","travel_topdrama_r_2000_talk_guts_in","","","20232","104811","0","3","","1202320017","0.2"
"","","","","20232","0","","91","","1202320018",""
"","travel_topdrama_r_2000_talk_guts_loop","","","20232","104811","1","3","","1202320019","0"
"","0","","","20232","1","","93","","1202320020",""
"","","","","20232","","","112","","1202320021",""
"","","","","20232","0","","91","","1202320022",""
"-68","102711","travel_topdrama_r_2000_idle_memory_blink","42","20241","1","101","1","1","1202410001","0.8"
"-68","105111","travel_topdrama_r_2000_idle_normal","-42","20241","1","102","1","0","1202410002","0.8"
"-75","0","mana","0","20241","0","110","5","0","1202410003","1"
"","","","","20241","0","","91","","1202410004",""
"","0","","","20241","10","","93","","1202410005",""
"","","","","20241","1202410005","","101","","1202410006",""
"","none","","","20241","0","0","3","","1202410007","0"
"","","","","20241","0","","91","","1202410008",""
"","103","","","20242","102711","","13","","1202420001",""
"","104","","","20242","105111","","13","","1202420002",""
"","travel_topdrama_r_2000_talk_wish_loop","","","20242","102711","1","3","","1202420003","0.2"
"","vo_travel_talk_20024_00","","0","20242","vo_travel_talk","0","21","","1202420004",""
"1","私の行く手を阻むものは容赦なく\n壊しつくしますわ、クスクス。すべては\nあのおかたと私の未来のため……","0","1","20242","102711","10","11","0","1202420005","0"
"","","","","20242","0","","91","","1202420006",""
"","travel_topdrama_r_2000_idle_wish_joy","","","20242","102711","1","3","","1202420007","0.2"
"1","travel_topdrama_r_2000_humu_in","","travel_topdrama_r_2000_humu_loop","20242","105111","0","3","0","1202420008","0.2"
"","vo_travel_talk_20024_01","","0","20242","vo_travel_talk","0","21","","1202420009",""
"1","さすが壊し屋。来た道には瓦礫が\n山積みだわ。そのうえまだ壊すつもり\nだなんて、恐れ入るわね。ふふっ……♪","0","1","20242","105111","10","11","0","1202420010","0"
"","","","","20242","0","","91","","1202420011",""
"","travel_topdrama_r_2000_humu_loop_shy","","","20242","105111","1","3","","1202420012","0.2"
"","travel_topdrama_r_2000_talk_sad_loop_doya","","","20242","102711","1","3","","1202420013","0.2"
"","vo_travel_talk_20024_02","","0","20242","vo_travel_talk","0","21","","1202420014",""
"1","実験材料を探しに来たあなたも同じです\n隻眼の悪魔。お互い満足のいく成果を\n手に入れましょう……クスクスクス。","0","1","20242","102711","10","11","0","1202420015","0"
"","","","","20242","0","","91","","1202420016",""
"","travel_topdrama_r_2000_idle_sad_nervous","","","20242","102711","1","3","","1202420017","0.2"
"","","","","20242","","","112","","1202420018",""
"","","","","20242","0","","91","","1202420019",""
"-68","100511","travel_topdrama_r_2000_hop_loop","42","20251","1","101","1","1","1202510001","0.8"
"-68","103711","travel_topdrama_r_2000_idle_doya_talkJoy1R","-42","20251","1","102","1","0","1202510002","0.8"
"-75","0","mana","0","20251","0","110","5","0","1202510003","1"
"","","","","20251","0","","91","","1202510004",""
"","0","","","20251","10","","93","","1202510005",""
"","","","","20251","1202510005","","101","","1202510006",""
"","none","","","20251","0","0","3","","1202510007","0"
"","","","","20251","0","","91","","1202510008",""
"","103","","","20252","100511","","13","","1202520001",""
"","104","","","20252","103711","","13","","1202520002",""
"1","travel_topdrama_r_2000_hop_in","","travel_topdrama_r_2000_hop_loop","20252","100511","0","3","","1202520003","0.2"
"","vo_travel_talk_20025_00","","0","20252","vo_travel_talk","0","21","","1202520004",""
"1","うわあー！　すごいッス！　絶景ッス！\nかっこいいッスー！　トラタイガーが\n修行してる場所みたいッスー！","0","1","20252","100511","10","11","0","1202520005","0"
"","","","","20252","0","","91","","1202520006",""
"","travel_topdrama_r_2000_hop_idle","","","20252","100511","1","3","","1202520007","0.2"
"1","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","20252","103711","0","3","","1202520008","0.2"
"","vo_travel_talk_20025_01","","0","20252","vo_travel_talk","0","21","","1202520009",""
"1","過酷な環境に身を置いて己を\n研鑽するのもまた、冒険の醍醐味だね。\nそれにここなら思う存分変身──……","0","1","20252","103711","10","11","0","1202520010","0"
"","","","","20252","0","","91","","1202520011",""
"1","travel_topdrama_r_2000_tomo_henshin_in","","travel_topdrama_r_2000_tomo_henshin_loop","20252","103711","0","3","0","1202520012","0.1"
"1","travel_topdrama_r_2000_matsuri_eieio_in","","travel_topdrama_r_2000_matsuri_eieio_loop","20252","100511","0","3","0.2","1202520013","0.2"
"","vo_travel_talk_20025_02","","0","20252","vo_travel_talk","0","21","","1202520014",""
"1","正義のヒーローに変身しちゃうッス！\nなんて、それは冗談ッスけど……あれ、\nトモね～ちゃんも変身ポーズッスか？","0","1","20252","100511","10","11","0","1202520015","0"
"","","","","20252","0","","91","","1202520016",""
"","","","","20252","","","112","","1202520017",""
"","","","","20252","0","","91","","1202520018",""
"-68","105911","travel_topdrama_r_2000_idle_wish_joy","0","20261","1","101","1","1","1202610001","0.8"
"-75","0","mana","0","20261","0","110","5","0","1202610002","1"
"","","","","20261","0","","91","","1202610003",""
"","0","","","20261","10","","93","","1202610004",""
"","","","","20261","1202610004","","101","","1202610005",""
"","none","","","20261","0","0","3","","1202610006","0"
"","","","","20261","0","","91","","1202610007",""
"","103","","","20262","105911","","13","","1202620001",""
"1","travel_topdrama_r_2000_wishToSurprise","","travel_topdrama_r_2000_talk_surprise_loop","20262","105911","0","3","0","1202620002","0.1"
"","vo_travel_talk_20026_00","","0","20262","vo_travel_talk","0","21","","1202620003",""
"1","ふむ、ずいぶんと遠くまで来たようで\nございます。ですが、冒険というのは\nいつの時分にも楽しいものですね……♪","0","1","20262","105911","10","11","0","1202620004","0"
"","","","","20262","0","","91","","1202620005",""
"","travel_topdrama_r_2000_talk_wish_loop","","","20262","105911","1","3","","1202620006","0.2"
"","vo_travel_talk_20026_01","","0","20262","vo_travel_talk","0","21","","1202620007",""
"1","わたくしも、みなさまに負けないよう、\n調査を進めてまいります。\n見ていてくださいまし、主さま。","0","1","20262","105911","10","11","0","1202620008","0"
"","","","","20262","0","","91","","1202620009",""
"","","","","20262","","","112","","1202620010",""
"","","","","20262","0","","91","","1202620011",""
"-68","123011","travel_topdrama_r_2000_ames_idle_normal","0","20271","1","101","1","1","1202710001","0.8"
"-75","0","mana","0","20271","0","110","5","0","1202710002","1"
"","","","","20271","0","","91","","1202710003",""
"","0","","","20271","10","","93","","1202710004",""
"","","","","20271","1202710004","","101","","1202710005",""
"","none","","","20271","0","0","3","","1202710006","0"
"","","","","20271","0","","91","","1202710007",""
"","103","","","20272","123011","","13","","1202720001",""
"1","travel_topdrama_r_2000_ames_talk_wish_in","","travel_topdrama_r_2000_ames_talk_wish_loop","20272","123011","0","3","0","1202720002","0.2"
"","vo_travel_talk_20027_00","","0","20272","vo_travel_talk","0","21","","1202720003",""
"1","はぁ、はぁ……冒険って想像してたより\nずっと体力が必要なのね……ん、でも\n実際に来てみると、いい景色だわ♪","0","1","20272","123011","10","11","0","1202720004","0"
"","","","","20272","0","","91","","1202720005",""
"","travel_topdrama_r_2000_ames_talk_yareyare","","","20272","123011","1","3","","1202720006","0.2"
"","vo_travel_talk_20027_01","","0","20272","vo_travel_talk","0","21","","1202720007",""
"1","今度はあいつと一緒に……\nどこに行こうかしら。\nエスコートしてもらわなくちゃね。","0","1","20272","123011","10","11","0","1202720008","0"
"","","","","20272","0","","91","","1202720009",""
"","travel_topdrama_r_2000_ames_idle_yareyare","","","20272","123011","1","3","","1202720010","0.2"
"","","","","20272","","","112","","1202720011",""
"","","","","20272","0","","91","","1202720012",""
"-68","106811","travel_topdrama_r_2000_idle_cool","42","20281","1","101","1","1","1202810001","0.8"
"-68","106911","travel_topdrama_r_2000_kaiser_idle_arm_crossed","-42","20281","1","102","1","0","1202810002","0.8"
"-75","0","mana","0","20281","0","110","5","0","1202810003","1"
"","","","","20281","0","","91","","1202810004",""
"","0","","","20281","10","","93","","1202810005",""
"","","","","20281","1202810005","","101","","1202810006",""
"","none","","","20281","0","0","3","","1202810007","0"
"","","","","20281","0","","91","","1202810008",""
"","103","","","20282","106811","","13","","1202820001",""
"","104","","","20282","106911","","13","","1202820002",""
"1","travel_topdrama_r_2000_talk_cool_in","","travel_topdrama_r_2000_talk_cool_loop","20282","106811","0","3","0","1202820003","0.2"
"","vo_travel_talk_20028_00","","0","20282","vo_travel_talk","0","21","","1202820004",""
"1","アハハ、不機嫌顔だね。ま、いきなり\n引っ張り出されたらそりゃ不満か。\nほらほら、冒険だよ、楽しまなくちゃ！","0","1","20282","106811","10","11","0","1202820005","0"
"","","","","20282","0","","91","","1202820006",""
"","travel_topdrama_r_2000_idle_cool","","","20282","106811","1","3","","1202820007","0.2"
"1","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","20282","106911","0","3","0","1202820008","0.2"
"","vo_travel_talk_20028_01","","0","20282","vo_travel_talk","0","21","","1202820009",""
"1","あなたの能天気な物言い、はらわたが\n煮え返るほど不快だわ。この期に及んで\n冒険ですって……？　ふざけないで。","0","1","20282","106911","10","11","0","1202820010","0"
"","","","","20282","0","","91","","1202820011",""
"","travel_topdrama_r_2000_kaiser_idle_arm_crossed","","","20282","106911","1","3","","1202820012","0.2"
"1","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","20282","106811","0","3","","1202820013","0.2"
"","vo_travel_talk_20028_02","","0","20282","vo_travel_talk","0","21","","1202820014",""
"1","アタシは本気だよ。山の頂上に谷底、\n海に草原、広がる世界！　おにぎりも\n持ったし準備は万端。さぁ、行くよ！","0","1","20282","106811","10","11","0","1202820015","0"
"","","","","20282","0","","91","","1202820016",""
"","travel_topdrama_r_2000_idle_arm_crossed","","","20282","106811","1","3","","1202820017","0.2"
"","","","","20282","","","112","","1202820018",""
"","","","","20282","0","","91","","1202820019",""
"-75.6","1000001","travel_topdrama_r_3001_idle_B","-17.5","30011","1","51","1","0","1300110001","0.8"
"-75.6","12","travel_topdrama_r_3001_idle_B","-17.5","30011","1","50","5","0","1300110002","0.8"
"-56.1","1000002","travel_topdrama_r_3001_idle_A","31.4","30011","1","49","1","0","1300110003","0.8"
"-56.1","11","travel_topdrama_r_3001_idle_A","31.4","30011","1","48","5","0","1300110004","0.8"
"-56.1","13","travel_topdrama_r_3001_idle_A","31.4","30011","2","49","5","0","1300110005","0.8"
"-88","0","normal","0","30011","0","110","5","","1300110006","1"
"0.5","300101","","-43.7","30011","300101","-30.3","31","","1300110007","1"
"1","300103","","-110","30011","300103","260","31","","1300110008","1"
"1","300111","","-127","30011","300111","215","31","","1300110009","1"
"","0","","","30011","0","","91","","1300110010",""
"","travel_topdrama_r_3001_idle_B","","","30011","1000001","0","3","0","1300110011","0"
"","travel_topdrama_r_3001_idle_B","","","30011","12","0","3","0","1300110012","0"
"","travel_topdrama_r_3001_idle_A","","","30011","1000002","0","3","0","1300110013","0"
"","travel_topdrama_r_3001_idle_A","","","30011","11","0","3","0","1300110014","0"
"","0","","","30011","1.7","","93","","1300110015",""
"","0","","","30011","1300110011","","101","","1300110016",""
"","none","","","30011","0","0","3","","1300110017","0"
"","0","","","30011","0","","91","","1300110018",""
"1","300106","","-110","30012","300106","260","31","","1300120001","0"
"1","300108","","-110","30012","300108","260","31","","1300120002","0"
"0.4","300100","","92.6","30012","300100","17.3","31","","1300120003","0"
"0.4","300104","","92.6","30012","300104","0","31","","1300120004","0"
"","","","","30012","0","","91","","1300120005",""
"","travel_topdrama_r_3001_idle_A","","","30012","1000002","1","3","","1300120006","0.5"
"","travel_topdrama_r_3001_idle_A","","","30012","11","1","3","","1300120007","0.5"
"","travel_topdrama_r_3001_idle_B","","","30012","1000001","1","3","","1300120008","0.5"
"","travel_topdrama_r_3001_idle_B","","","30012","12","1","3","","1300120009","0.5"
"","0","","","30012","0.2","","93","","1300120010",""
"","1","","","30012","300100","","32","","1300120011",""
"","0","","","30012","2","","93","","1300120012",""
"","0","","","30012","300103","","32","","1300120013",""
"","1","","","30012","300108","","32","","1300120014",""
"","1","","","30012","300106","","32","","1300120015",""
"","se_travel_top_fishing_hit","","","30012","se_travel_top","0","23","","1300120016",""
"","travel_topdrama_r_3001_1_01_A","","","30012","1000002","0","3","","1300120017","0"
"","travel_topdrama_r_3001_1_01_A","","","30012","11","0","3","","1300120018","0"
"","travel_topdrama_r_3001_1_01_B","","","30012","1000001","0","3","","1300120019","0.5"
"","travel_topdrama_r_3001_1_01_B","","","30012","12","0","3","","1300120020","0.5"
"","","","","30012","0","","91","","1300120021",""
"","0","","","30012","300108","","32","","1300120022",""
"","travel_topdrama_r_3001_1_02_A","","","30012","1000002","0","3","","1300120023","0"
"","travel_topdrama_r_3001_1_02_A","","","30012","11","0","3","","1300120024","0"
"","travel_topdrama_r_3001_1_02_B","","","30012","1000001","0","3","","1300120025","0.2"
"","travel_topdrama_r_3001_1_02_B","","","30012","12","0","3","","1300120026","0.2"
"","0","","","30012","1","","93","","1300120027",""
"","0","","","30012","300100","","32","","1300120028",""
"","","","","30012","0","","91","","1300120029",""
"1","300107","","-110","30012","300107","260","31","","1300120030","1"
"","se_travel_top_fishing_appear_box","","","30012","se_travel_top","0","23","","1300120031",""
"","travel_topdrama_r_3001_1_03_A","","","30012","1000002","0","3","","1300120032",""
"","travel_topdrama_r_3001_1_03_A","","","30012","11","0","3","","1300120033",""
"","travel_topdrama_r_3001_1_03_A","","","30012","13","0","3","","1300120034",""
"","travel_topdrama_r_3001_1_03_B","","","30012","1000001","0","3","","1300120035",""
"1","travel_topdrama_r_3001_1_03_B","","travel_topdrama_r_3001_1_03_B_loop","30012","12","0","3","","1300120036","0.2"
"","0","","","30012","0.8","","93","","1300120037",""
"","0","","","30012","300106","","32","","1300120038",""
"","","","","30012","","","111","","1300120039",""
"","","","","30012","0","","91","","1300120040",""
"-75.6","1000001","travel_topdrama_r_3001_idle_B","-17.5","30021","1","51","1","0","1300210001","0.8"
"-75.6","12","travel_topdrama_r_3001_idle_B","-17.5","30021","1","50","5","0","1300210002","0.8"
"-56.1","1000002","travel_topdrama_r_3001_idle_A","31.4","30021","1","49","1","0","1300210003","0.8"
"-56.1","11","travel_topdrama_r_3001_idle_A","31.4","30021","1","48","5","0","1300210004","0.8"
"-56.1","13","travel_topdrama_r_3001_idle_A","31.4","30021","2","49","5","0","1300210005","0.8"
"-88","0","normal","0","30021","0","110","5","","1300210006","1"
"0.5","300201","","-43.7","30021","300201","-30.3","31","","1300210007","1"
"1","300203","","-110","30021","300203","260","31","","1300210008","1"
"1","300211","","-127","30021","300211","215","31","","1300210009","1"
"","0","","","30021","0","","91","","1300210010",""
"","travel_topdrama_r_3001_idle_B","","","30021","1000001","0","3","0","1300210011","0"
"","travel_topdrama_r_3001_idle_B","","","30021","12","0","3","0","1300210012","0"
"","travel_topdrama_r_3001_idle_A","","","30021","1000002","0","3","0","1300210013","0"
"","travel_topdrama_r_3001_idle_A","","","30021","11","0","3","0","1300210014","0"
"","0","","","30021","1.7","","93","","1300210015",""
"","0","","","30021","1300210011","","101","","1300210016",""
"","none","","","30021","0","0","3","","1300210017","0"
"","0","","","30021","0","","91","","1300210018",""
"1","300206","","-110","30022","300206","260","31","","1300220001","0"
"1","300208","","-110","30022","300208","260","31","","1300220002","0"
"0.4","300200","","92.6","30022","300200","17.3","31","","1300220003","0"
"0.4","300204","","92.6","30022","300204","0","31","","1300220004","0"
"","","","","30022","0","","91","","1300220005",""
"","travel_topdrama_r_3001_idle_A","","","30022","1000002","1","3","","1300220006","0.5"
"","travel_topdrama_r_3001_idle_A","","","30022","11","1","3","","1300220007","0.5"
"","travel_topdrama_r_3001_idle_B","","","30022","1000001","1","3","","1300220008","0.5"
"","travel_topdrama_r_3001_idle_B","","","30022","12","1","3","","1300220009","0.5"
"","0","","","30022","0.2","","93","","1300220010",""
"","1","","","30022","300200","","32","","1300220011",""
"","0","","","30022","2","","93","","1300220012",""
"","0","","","30022","300203","","32","","1300220013",""
"","1","","","30022","300208","","32","","1300220014",""
"","1","","","30022","300206","","32","","1300220015",""
"","se_travel_top_fishing_hit","","","30022","se_travel_top","0","23","","1300220016",""
"","travel_topdrama_r_3001_1_01_A","","","30022","1000002","0","3","","1300220017","0"
"","travel_topdrama_r_3001_1_01_A","","","30022","11","0","3","","1300220018","0"
"","travel_topdrama_r_3001_1_01_B","","","30022","1000001","0","3","","1300220019","0.5"
