1784297dfd4d8bd64994f1db8891e5a35859445cc7372bb8bed7282f2bd69758,38e1674cd3faa49e37777ebcedb8f56427bf48630db41f68a773232874c2572f,f17fbfb9c70fa49a95ebf6d331522d5ffc4deb844303939a4db6cf9fef65eb78,4c712a1594b894759383d1718f3f0fba3b76567ddca6ba63d6068b8262deb7dd,fa8095ad3f161d4b825a498427eb4147239af4ed823c5e70c96a04d4578a34d3,4a3b8b7c31eaf92fb89a2affb89585e908ea6f86fb5d503ddd7afd37fb9e14ab,95412758fb969d3d9a787dd346086b1d103615393ad300e2c2b45fcb31f9f53d,0baa10550ba33479735881529a232c86bd47029c3075c8bd0efba78fa1cd274e,0a2b8d0c4641083fe491f3f665d017525c6285e5cc5c4d1329d7b289e8d443d1,6b37b9995796ffdc9cdade04b2e1b28c01d2b7f9e2f3564f5a64f6debc510baa,94bc72cf922e31f924a62c2b3e7aebebc04c3d4dd108eecb1760e334afd80393
"131011","62157","1","","3","","","5146062","0.2","","wish_talk_joy"
"vo_apg","62158","0","","21","0","","5146062","","","vo_apg_0214"
"131011","62159","10","0","11","1","0","5146062","0","1","なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪"
"0","62160","","","91","","","5146062","","",""
"0","62161","","","22","","","5146062","","","0"
"131011","62162","1","","3","","","5146062","0.2","","wish_idle_joy"
"100911","62163","2","0","12","0","0","5146062","-30","0","10"
"131011","62164","2","0","12","0","0","5146062","0","0","7"
"2","62165","","","93","","","5146062","","","0"
"62167","62166","","","101","","","5146062","","",""
"0","62167","","","22","","","5146062","","","0.2"
"1","63001","110","walk_surprise_sad_blue","1","-10","1","5146063","1.8","-288","106611"
"3","63002","111","walk_surprise_sad_blue","5","-10","1","5146063","1.8","-288","1066"
"1","63003","100","idle_normal_noface","1","260","1","5146063","1.8","-288","130911"
"1","63004","101","idle_normal_kururu","5","260","1","5146063","1.8","-288","99"
"1","63005","103","empty","1","-420","0","5146063","1.8","-268","126411"
"1","63006","113","empty","5","-420","0","5146063","1.8","-268","98"
"106611","63007","","","13","","","5146063","","","210"
"130911","63008","","","13","","","5146063","","","200"
"126411","63009","","","13","","","5146063","","","203"
"7","63010","15","idle","5","0","0","5146063","0.85","-174","7"
"20","63011","210","empty","5","0","0","5146063","1","156","20"
"22","63012","211","empty","5","0","0","5146063","1","66","22"
"21","63013","60","empty","5","0","0","5146063","1","153","211"
"21","63014","190","empty","5","0","0","5146063","1","0","212"
"1","63015","0","","31","0","","5146063","1","1","1"
"2","63016","0","","31","-57.7","","5146063","1","1","2"
"2","63017","","","37","","","5146063","","","black"
"10","63018","0","","31","0","","5146063","0","1","10"
"16","63019","-420","","31","-268","","5146063","0","1","16"
"20","63020","0","","31","0","","5146063","1","1","20"
"20","63021","","","36","","","5146063","","","20"
"20","63022","","","36","","","5146063","","","22"
"0","63023","","","91","","","5146063","","","0"
"0","63024","0","","102","","","5146063","","","0"
"0.4","63025","","","93","","","5146063","","","0"
"2","63026","","","37","","","5146063","","","iris_out"
"106611","63027","-288","","2","2.5","","5146063","","0","-260"
"1066","63028","-288","","2","2.5","","5146063","","0","-260"
"2.5","63029","","","93","","","5146063","","","0"
"106611","63030","1","","3","","","5146063","0.2","","sad_idle_blue"
"1066","63031","1","","3","","","5146063","0.2","0","sad_idle_blue"
"0.1","63032","","","93","","","5146063","","","0"
"106611","63033","1","","3","","","5146063","0.2","","tired_talk1"
"1066","63034","1","","3","","","5146063","0.2","","tired_talk1"
"vo_apg","63035","0","","21","0","","5146063","","","vo_apg_0301"
"106611","63036","10","0","11","1","0","5146063","0","1","ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！"
"0","63037","","","91","","","5146063","","",""
"106611","63038","1","","3","","","5146063","0.2","","tired_talk2"
"1066","63039","1","","3","","","5146063","0.2","","tired_talk2"
"vo_apg","63040","0","","21","0","","5146063","","","vo_apg_0302"
"106611","63041","10","0","11","1","0","5146063","0","1","あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…"
"0","63042","","","91","","","5146063","","",""
"106611","63043","1","","3","","","5146063","0.2","","tired_idle"
"1066","63044","1","","3","","","5146063","0.2","","tired_idle"
"130911","63045","1","","3","","","5146063","0.2","","talk_normal"
"99","63046","1","","3","","","5146063","0.2","","talk_normal"
"vo_apg","63047","0","","21","0","","5146063","","","vo_apg_0303"
"130911","63048","10","0","11","1","0","5146063","0","1","イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？"
"0","63049","","","91","","","5146063","","",""
"130911","63050","1","","3","","","5146063","0.2","","idle_normal"
"211","63051","0","","3","","","5146063","0","","coaster_3_in"
"106611","63052","","","4","","","5146063","","","0"
"1066","63053","","","4","","","5146063","","","0"
"106611","63054","0","","3","doya_talk_nervous_furimuki","0","5146063","0","1","doya_in_nervous_furimuki"
"1066","63055","0","","3","doya_talk_nervous_furimuki","0","5146063","0","1","doya_in_nervous_furimuki"
"vo_apg","63056","0","","21","0","","5146063","","","vo_apg_0304"
"106611","63057","10","0","11","1","0","5146063","0","1","ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ"
"0","63058","","","91","","","5146063","","",""
"106611","63059","1","","3","","","5146063","0.2","","cool_talk_dere"
"1066","63060","1","","3","","","5146063","0.2","","cool_talk_dere"
"vo_apg","63061","0","","21","0","","5146063","","","vo_apg_0305"
"106611","63062","10","0","11","1","0","5146063","0","1","もっとスリルがほしいとこですが、\nま、こんなもんですよねー！"
"0","63063","","","91","","","5146063","","",""
"106611","63064","1","","3","","","5146063","0.2","","cool_idle_doya"
"1066","63065","1","","3","","","5146063","0.2","","cool_idle_doya"
"211","63066","0","","3","","","5146063","0","","coaster_3_out"
"130911","63067","1","","3","","","5146063","0.2","","kururu_sad_talk"
"99","63068","1","","3","","","5146063","0.2","","kururu_sad_talk"
"vo_apg","63069","0","","21","0","","5146063","","","vo_apg_0306"
"130911","63070","10","0","11","1","0","5146063","0","1","そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！"
"0","63071","","","91","","","5146063","","",""
"0","63072","","","22","","","5146063","","","0"
"130911","63073","1","","3","","","5146063","0.2","","idle_normal_noface"
"99","63074","1","","3","","","5146063","0.2","","idle_normal_kururu"
"106611","63075","1","","3","","","5146063","0.2","","cool_idle_surprise"
"1066","63076","1","","3","","","5146063","0.2","","cool_idle_surprise"
"126411","63077","0","","3","kuroche_pose_talk_anger","0","5146063","0","1","kuroche_appear"
"98","63078","0","","3","kuroche_pose_talk_anger","0","5146063","0","1","kuroche_appear"
"0.5","63079","","","93","","","5146063","","","0"
"15","63080","0.5","","122","","","5146063","","","15"
"16","63081","","","32","","","5146063","","","1"
"106611","63082","0","","3","","","5146063","0","","inori_dodge_in"
"1066","63083","0","","3","","","5146063","0","","inori_dodge_in"
"0.6","63084","","","93","","","5146063","","","0"
"vo_apg","63085","0","","21","0","","5146063","","","vo_apg_0307"
"126411","63086","10","0","11","1","0","5146063","20","1","はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！"
"0","63087","","","91","","","5146063","","",""
"126411","63088","1","","3","","","5146063","0.2","","kuroche_pose_idle_doya"
"106611","63089","0","","3","inori_anger_talk","0","5146063","0.1","1","inori_dodge_out"
"1066","63090","0","","3","inori_anger_talk","0","5146063","0.1","1","inori_dodge_out"
"vo_apg","63091","0","","21","0","","5146063","","","vo_apg_0308"
"106611","63092","10","0","11","1","0","5146063","0","1","は？　いや、こっちは全然\n話がみえねーんですけど…"
"0","63093","","","91","","","5146063","","",""
"106611","63094","1","","3","","","5146063","0.2","","inori_anger_idle"
"1066","63095","1","","3","","","5146063","0.2","","inori_anger_idle"
"130911","63096","1","","3","","","5146063","0.2","","kururu_guid_talk"
"99","63097","1","","3","","","5146063","0.2","","kururu_guid_talk"
"vo_apg","63098","0","","21","0","","5146063","","","vo_apg_0309"
"130911","63099","10","0","11","1","0","5146063","0","1","ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！"
"0","63100","","","91","","","5146063","","",""
"130911","63101","1","","3","","","5146063","0.2","","idle_normal_noface"
"99","63102","1","","3","","","5146063","0.2","","idle_normal_kururu"
"16","63103","","","37","","","5146063","","","low"
"se_10055900","63104","1","","23","","","5146063","","","se_10055900_chroche_01"
"106611","63105","0","","3","inori_jitabata_loop","0","5146063","0.2","1","inori_jitabata_in"
"1066","63106","0","","3","inori_jitabata_loop","0","5146063","0.2","1","inori_jitabata_in"
"126411","63107","0","","3","kuroche_catch_loop","0","5146063","0.2","1","kuroche_catch_in"
"98","63108","0","","3","kuroche_catch_loop","0","5146063","0.2","1","kuroche_catch_in"
"vo_apg","63109","0","","21","0","","5146063","","","vo_apg_0310"
"126411","63110","10","0","11","1","-27","5146063","112","1","ではではっ♪\nしっかりつかまっててくださいね～っ♪"
"0","63111","","","91","","","5146063","","",""
"0","63112","","","22","","","5146063","","","0"
"se_10055900_chroche_01","63113","","","24","","","5146063","","","0.2"
"se_10055900","63114","0","","23","","","5146063","","","se_10055900_chroche_02"
"16","63115","","","37","","","5146063","","","high"
"5","63116","1","","122","","","5146063","","","5"
"1","63117","","","93","","","5146063","","","0"
"106611","63118","0","","3","","","5146063","0","","inori_jitabata_takeoff"
"1066","63119","0","","3","","","5146063","0","","inori_jitabata_takeoff"
"126411","63120","0","","3","","","5146063","0","","kuroche_catch_takeoff"
"98","63121","0","","3","","","5146063","0","","kuroche_catch_takeoff"
"100","63122","0.5","","122","","","5146063","","","100"
"0.4","63123","","","93","","","5146063","","","0"
"130911","63124","","","4","","","5146063","","","0"
"130911","63125","0","","3","","","5146063","0","","kururu_furimuki_watch"
"99","63126","0","","3","","","5146063","0","","empty"
"1.5","63127","","","93","","","5146063","","","0"
"2","63128","","","37","","","5146063","","","fade_in"
"1.5","63129","","","93","","","5146063","","","0"
"98","63130","0","","3","","","5146063","0","","empty"
"se_10055900","63131","1","","23","","","5146063","","","se_10055900_chroche_03"
"212","63132","0","","3","","","5146063","0","","coaster_4_in"
"se_10055900","63133","0","","23","","","5146063","","","se_10055900_photo"
"0.3","63134","","","93","","","5146063","","","0"
"30","63135","0.5","","122","","","5146063","","","30"
"vo_apg","63136","0","","21","0","","5146063","","","vo_apg_0311"
"20","63137","0","","3","","","5146063","0","","0311_in"
"3.6","63138","","","93","","","5146063","","","1"
"20","63139","0","","3","","","5146063","0","","0311_mid"
"","63140","","","92","","","5146063","","",""
"20","63141","0","","3","","","5146063","0","","0311_out"
"0.2","63142","","","93","","","5146063","","","0"
"30","63143","0.5","","122","","","5146063","","","30"
"vo_apg","63144","0","","21","0","","5146063","","","vo_apg_0312"
"20","63145","0","","3","","","5146063","0","","0312_in"
"2.4","63146","","","93","","","5146063","","","1"
"20","63147","0","","3","","","5146063","0","","0312_mid"
"","63148","","","92","","","5146063","","",""
"20","63149","0","","3","","","5146063","0","","0312_out"
"0.2","63150","","","93","","","5146063","","","0"
"20","63151","","","37","","","5146063","","","scale15"
"212","63152","0","","3","","","5146063","0","","coaster_4_change"
"vo_apg","63153","0","","21","0","","5146063","","","vo_apg_0313"
"20","63154","76","","2","0","","5146063","","0","0"
"20","63155","1","","3","","","5146063","0","","empty"
"22","63156","0","","3","","","5146063","0","","0313_in"
"2.4","63157","","","93","","","5146063","","","1"
"22","63158","1","","3","","","5146063","0","","0313_mid"
"","63159","","","92","","","5146063","","",""
"22","63160","0","","3","","","5146063","0","","0313_out"
"0.2","63161","","","93","","","5146063","","","0"
"0","63162","","","22","","","5146063","","","0"
"se_10055900_chroche_03","63163","","","24","","","5146063","","","0.5"
"2","63164","","","37","","","5146063","","","white"
"2","63165","","","93","","","5146063","","","0"
"20","63166","","","37","","","5146063","","","scale1"
"212","63167","0","","3","","","5146063","0","","empty"
"130911","63168","1","","3","","","5146063","0.2","","kururu_wish_idle_joy"
"99","63169","1","","3","","","5146063","0.2","","idle_normal"
"106611","63170","1","","3","","","5146063","0.2","","see_guru"
"1066","63171","1","","3","","","5146063","0.2","","see_guru"
"126411","63172","1","","3","","","5146063","0.2","","idle_normal_joy"
"130911","63173","","","4","","","5146063","","","1"
"130911","63174","-278","","2","0","","5146063","","0","225"
"106611","63175","-288","","2","0","","5146063","","0","0"
"1066","63176","-288","","2","0","","5146063","","0","0"
"126411","63177","-278","","2","0","","5146063","","0","-225"
"2","63178","","","93","","","5146063","","","0"
"126411","63179","1","","3","","","5146063","0.2","","joy_talk"
"vo_apg","63180","0","","21","0","","5146063","","","vo_apg_0314"
"126411","63181","10","0","11","1","0","5146063","0","1","はい！\nスリル満点と評判の\n空の旅、いかがでしたか？"
"0","63182","","","91","","","5146063","","",""
"126411","63183","1","","3","","","5146063","0.2","","idle_normal_joy"
"2","63184","-108","","33","0","","5146063","","0","23"
"2","63185","","","37","","","5146063","","","iris_end_1"
"106611","63186","0","","3","","","5146063","0.2","","gakkari"
"1066","63187","0","","3","","","5146063","0.2","","gakkari"
"vo_apg","63188","0","","21","0","","5146063","","","vo_apg_0315"
"106611","63189","4","1.1","11","0","-31","5146063","23","0","うぷ…もう、こりごりですよ…"
"6","63190","","","93","","","5146063","","","0"
"2","63191","","","37","","","5146063","","","iris_end_2"
"1","63192","","","93","","","5146063","","","0"
"63194","63193","","","101","","","5146063","","",""
"0","63194","","","22","","","5146063","","","0.2"
"1","64001","106","walk_normal","1","-130","1","5146064","1.8","-480","105811"
"6","64002","107","walk_normal","5","-130","1","5146064","1.8","-480","1058"
"1","64003","103","walk_normal","1","130","1","5146064","1.8","-480","131511"
"1","64004","100","idle_normal_noface","1","290","1","5146064","1.8","-278","130911"
"1","64005","101","idle_normal_kururu","5","290","1","5146064","1.8","-278","99"
"105811","64006","","","13","","","5146064","","","206"
"131511","64007","","","13","","","5146064","","","203"
"130911","64008","","","13","","","5146064","","","200"
"8","64009","15","idle","5","0","0","5146064","0.85","-174","8"
"20","64010","210","empty","5","-242","0","5146064","1","-53","20"
"22","64011","211","empty","5","-128","0","5146064","1","-194","22"
"1","64012","0","","31","0","","5146064","1","1","1"
"2","64013","0","","31","-57.7","","5146064","0","1","2"
"12","64014","0","","31","0","","5146064","0","1","12"
"13","64015","0","","31","0","","5146064","0","1","13"
"20","64016","0","","31","0","","5146064","1","1","20"
"20","64017","","","36","","","5146064","","","105811"
"20","64018","","","36","","","5146064","","","131511"
"20","64019","","","36","","","5146064","","","20"
"20","64020","","","36","","","5146064","","","22"
"0","64021","","","91","","","5146064","","","0"
"0","64022","0","","102","","","5146064","","","0"
"13","64023","","","32","","","5146064","","","1"
"20","64024","","","37","","","5146064","","","scale15"
"2","64025","","","93","","","5146064","","",""
"vo_apg","64026","0","","21","0","","5146064","","","vo_apg_0401"
"22","64027","0","","3","","","5146064","0","","0401_in"
"2.7","64028","","","93","","","5146064","","","1"
"22","64029","0","","3","","","5146064","0","","0401_mid"
"","64030","","","92","","","5146064","","",""
"22","64031","0","","3","","","5146064","0","","0401_out"
"0.2","64032","","","93","","","5146064","","","0"
"22","64033","-194","","2","0","","5146064","","0","129"
"vo_apg","64034","0","","21","0","","5146064","","","vo_apg_0402"
"22","64035","0","","3","","","5146064","0","","0402_in"
"2.9","64036","","","93","","","5146064","","","1"
"22","64037","0","","3","","","5146064","0","","0402_mid"
"","64038","","","92","","","5146064","","",""
"22","64039","0","","3","","","5146064","0","","0402_out"
"0.2","64040","","","93","","","5146064","","","0"
"0","64041","","","22","","","5146064","","","0"
"22","64042","1","","3","","","5146064","0","","empty"
"0.5","64043","","","93","","","5146064","","","0"
"2","64044","","","32","","","5146064","","","1"
"2","64045","","","37","","","5146064","","","fade_in"
"1","64046","","","93","","","5146064","","","0"
"13","64047","","","32","","","5146064","","","0"
"20","64048","","","37","","","5146064","","","scale1"
"105811","64049","-298","","2","0","","5146064","","0","-194"
"1058","64050","-298","","2","0","","5146064","","0","-194"
"131511","64051","-288","","2","0","","5146064","","0","-34"
"2","64052","","","37","","","5146064","","","iris_out"
"105811","64053","-298","","2","2","","5146064","","0","-385"
"1058","64054","-298","","2","2","","5146064","","0","-385"
"131511","64055","-288","","2","2","","5146064","","0","-225"
"2","64056","","","93","","","5146064","","","0"
"105811","64057","","","4","","","5146064","","","0"
"1058","64058","","","4","","","5146064","","","0"
"131511","64059","","","4","","","5146064","","","0"
"105811","64060","1","","3","","","5146064","0.2","","idle_normal"
"1058","64061","1","","3","","","5146064","0.2","0","idle_normal"
"131511","64062","1","","3","","","5146064","0.2","","idle_normal"
"0.5","64063","","","93","","","5146064","","","0"
"130911","64064","1","","3","","","5146064","0.2","","talk_normal"
"99","64065","1","","3","","","5146064","0.2","","talk_normal"
"vo_apg","64066","0","","21","0","","5146064","","","vo_apg_0403"
"130911","64067","10","0","11","1","0","5146064","0","1","はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？"
"0","64068","","","91","","","5146064","","",""
"130911","64069","1","","3","","","5146064","0.2","","kururu_wish_talk_joy"
"99","64070","1","","3","","","5146064","0.2","","kururu_wish_talk_joy"
"vo_apg","64071","0","","21","0","","5146064","","","vo_apg_0404"
"130911","64072","10","0","11","1","0","5146064","0","1","ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪"
"0","64073","","","91","","","5146064","","",""
"130911","64074","1","","3","","","5146064","0.2","","idle_normal_noface"
"99","64075","1","","3","","","5146064","0.2","","idle_normal_kururu"
"105811","64076","0","","3","guts2_talk_joy","0","5146064","0.2","1","guts2_in_joy"
"1058","64077","0","","3","guts2_talk_joy","0","5146064","0.2","1","guts2_in_joy"
"vo_apg","64078","0","","21","0","","5146064","","","vo_apg_0405"
"105811","64079","10","0","11","1","0","5146064","0","1","はい！　とっても\nおいしそうでした☆"
"0","64080","","","91","","","5146064","","",""
"105811","64081","1","","3","","","5146064","0.2","","guts2_idle_joy"
"1058","64082","1","","3","","","5146064","0.2","","guts2_idle_joy"
"131511","64083","1","","3","","","5146064","0.5","","memory_talk"
"vo_apg","64084","0","","21","0","","5146064","","","vo_apg_0406"
"131511","64085","10","0","11","1","0","5146064","0","1","おなか。\nぐるる…"
"0","64086","","","91","","","5146064","","",""
"131511","64087","1","","3","","","5146064","0.2","","memory_idle"
"130911","64088","1","","3","","","5146064","0.2","","joy_talk"
"99","64089","1","","3","","","5146064","0.2","","joy_talk"
"vo_apg","64090","0","","21","0","","5146064","","","vo_apg_0407"
"130911","64091","10","0","11","1","0","5146064","0","1","ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？"
"0","64092","","","91","","","5146064","","",""
"130911","64093","1","","3","","","5146064","0.5","","kururu_joy_slow"
"131511","64094","1","","3","","","5146064","0.5","","anger_idle_anger"
"vo_apg","64095","0","","21","0","","5146064","","","vo_apg_0408"
"131511","64096","10","0","11","1","0","5146064","0","1","だっしゅ"
"0","64097","","","91","","","5146064","","",""
"131511","64098","1","","3","","","5146064","0.2","","walk_jog_dere"
"131511","64099","-288","","2","3","","5146064","","0","1100"
"0.5","64100","","","93","","","5146064","","","0"
"105811","64101","0","","3","anger_talk_normal2","0.2","5146064","0.2","1","notice_in_normal2"
"1058","64102","0","","3","anger_talk_normal2","0.2","5146064","0.2","1","notice_in_normal2"
"vo_apg","64103","0","","21","0","","5146064","","","vo_apg_0409"
"105811","64104","10","0","11","1","0","5146064","0","1","あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！"
"0","64105","","","91","","","5146064","","",""
"0","64106","","","22","","","5146064","","","0"
"105811","64107","1","","3","","","5146064","0.2","","run_dash_doya"
"1058","64108","1","","3","","","5146064","0.2","","run_dash_doya"
"105811","64109","-298","","2","1.8","","5146064","","0","1100"
"1058","64110","-298","","2","1.8","","5146064","","0","1100"
"1.8","64111","","","93","","","5146064","","","0"
"130911","64112","","","4","","","5146064","","","0"
"130911","64113","0","","3","anger_talk_surprise2_shy","0.2","5146064","0","1","hawawa"
"vo_apg","64114","0","","21","0","","5146064","","","vo_apg_0410"
"130911","64115","10","0","11","1","0","5146064","0","1","はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？"
"0","64116","","","91","","","5146064","","",""
"0","64117","","","22","","","5146064","","","0"
"0.1","64118","","","93","","","5146064","","","0"
"1","64119","","","37","","","5146064","","","alter"
"12","64120","","","32","","","5146064","","","1"
"0.4","64121","","","93","","","5146064","","","0"
"8","64122","1","","6","1","0","5146064","0","0","1"
"105811","64123","-278","","2","0","","5146064","","0","-725"
"1058","64124","-278","","2","0","","5146064","","0","-725"
"131511","64125","-278","","2","0","","5146064","","0","-925"
"105811","64126","1","","3","","","5146064","0","","run_dash_peko"
"1058","64127","1","","3","","","5146064","0","","run_dash_peko"
"131511","64128","1","","3","","","5146064","0","","run_dash_presia"
"130911","64129","1","","3","","","5146064","0","","empty"
"105811","64130","-278","","2","10","","5146064","","0","1185"
"1058","64131","-278","","2","10","","5146064","","0","1185"
"131511","64132","-278","","2","10","","5146064","","0","985"
"0.3","64133","","","93","","","5146064","","","0"
"0.8","64134","","","93","","","5146064","","","0"
"vo_apg","64135","0","","21","0","","5146064","","","vo_apg_0411"
"105811","64136","10","1","11","0","0","5146064","40","0","まずはあの屋台から～☆"
"3","64137","","","93","","","5146064","","","0"
"vo_apg","64138","0","","21","0","","5146064","","","vo_apg_0412"
"131511","64139","8","1.3","11","0","0","5146064","40","0","ぜんぶ\nたべるよ"
"0.3","64140","","","93","","","5146064","","","0"
"3.6","64141","","","93","","","5146064","","","0"
"64143","64142","","","101","","","5146064","","",""
"0","64143","","","22","","","5146064","","","0.2"
"1","65001","110","wish_idle_normal_lookup","1","-225","0","5146065","1.8","-278","131011"
"1","65002","111","idle_normal","5","-225","0","5146065","1.8","-278","99"
"1","65003","109","idle_normal","5","-225","0","5146065","1.8","-278","98"
"1","65004","101","idle_normal_noface","1","225","1","5146065","1.8","-278","130911"
"1","65005","102","idle_normal_kururu","5","225","1","5146065","1.8","-278","97"
"1","65006","100","idle_normal","5","225","1","5146065","1.8","-278","96"
"1","65007","105","empty","1","-920","0","5146065","1.85","-305","106011"
"4","65008","106","empty","5","-920","0","5146065","1.85","-305","1060"
"131011","65009","","","13","","","5146065","","","210"
"130911","65010","","","13","","","5146065","","","201"
"106011","65011","","","13","","","5146065","","","205"
"8","65012","15","idle","5","0","0","5146065","0.85","-174","8"
"1","65013","0","","31","0","","5146065","1","1","1"
"0","65014","","","91","","","5146065","","","0"
"0","65015","0","","102","","","5146065","","","0"
"1","65016","","","93","","","5146065","","","0"
"131011","65017","1","","3","","","5146065","0.2","","wish_idle_joy_lookup"
"vo_apg","65018","0","","21","0","","5146065","","","vo_apg_0501"
"131011","65019","10","0","11","1","0","5146065","0","1","くる～\nくる～"
"0","65020","","","91","","","5146065","","",""
"130911","65021","1","","3","","","5146065","0.2","","talk_normal_surprise"
"97","65022","1","","3","","","5146065","0.2","","talk_normal_surprise"
"vo_apg","65023","0","","21","0","","5146065","","","vo_apg_0502"
"130911","65024","10","0","11","1","0","5146065","0","1","どうしたんですか\nマホちゃんさん？"
"0","65025","","","91","","","5146065","","",""
"130911","65026","1","","3","","","5146065","0.2","","idle_normal_noface"
"97","65027","1","","3","","","5146065","0.2","","idle_normal_kururu"
"131011","65028","1","","3","","","5146065","0.2","","sad_talk_normalR"
"vo_apg","65029","0","","21","0","","5146065","","","vo_apg_0503"
"131011","65030","10","0","11","1","0","5146065","0","1","ん、観覧車かいらしな～って。\nくるくる～って"
"0","65031","","","91","","","5146065","","",""
"131011","65032","0","","3","notice_loop_normal2","0","5146065","0.2","1","notice_in_normal2"
"vo_apg","65033","0","","21","0","","5146065","","","vo_apg_0504"
"131011","65034","10","0","11","1","0","5146065","0","1","せや♪"
"0","65035","","","91","","","5146065","","",""
"130911","65036","1","","3","","","5146065","0.2","","kururu_wish_idle_light"
"97","65037","1","","3","","","5146065","0.2","","kururu_wish_idle_light"
"131011","65038","0","","3","maho_kururinpa_loop","0","5146065","0","1","maho_kururinpa_in"
"99","65039","0","","3","maho_kururinpa_loopF","0","5146065","0","1","maho_kururinpa_inF"
"98","65040","0","","3","maho_kururinpa_loopB","0","5146065","0","1","maho_kururinpa_inB"
"vo_apg","65041","0","","21","0","","5146065","","","vo_apg_0505"
"131011","65042","10","0","11","1","0","5146065","0","1","みらくるまほりんくるりんぱ～♪"
"0","65043","","","91","","","5146065","","",""
"130911","65044","1","","3","","","5146065","0.2","","kururu_wish_talk_joy"
"vo_apg","65045","0","","21","0","","5146065","","","vo_apg_0506"
"130911","65046","10","0","11","1","0","5146065","0","1","わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪"
"0","65047","","","91","","","5146065","","",""
"131011","65048","0","","3","idle_normal","0.2","5146065","0","1","maho_kururinpa_out"
"99","65049","0","","3","idle_normal","0.2","5146065","0","1","maho_kururinpa_outF"
"98","65050","0","","3","idle_normal","0.2","5146065","0","1","maho_kururinpa_outB"
"130911","65051","0","","3","kururu_kururinpa_loop","0","5146065","0.2","0","kururu_sad_talk_surprise_to_kururinpa"
"97","65052","0","","3","kururu_kururinpa_loopF","0","5146065","0.2","0","kururu_sad_talk_surprise_to_kururinpaF"
"96","65053","0","","3","kururu_kururinpa_loopB","0","5146065","0.2","0","kururu_sad_talk_surprise_to_kururinpaB"
"vo_apg","65054","0","","21","0","","5146065","","","vo_apg_0507"
"130911","65055","10","0","11","1","0","5146065","0","1","えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？"
"0","65056","","","91","","","5146065","","",""
"130911","65057","0","","3","idle_normal_noface","0","5146065","0","1","kururu_kururinpa_out"
"97","65058","0","","3","idle_normal_kururu","0","5146065","0","1","kururu_kururinpa_outF"
"96","65059","0","","3","idle_normal","0","5146065","0","1","kururu_kururinpa_outB"
"131011","65060","1","","3","","","5146065","0.2","","joy_talk"
"vo_apg","65061","0","","21","0","","5146065","","","vo_apg_0508"
"131011","65062","10","0","11","1","0","5146065","0","1","上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪"
"0","65063","","","91","","","5146065","","",""
"131011","65064","1","","3","","","5146065","0.2","","idle_normal"
"130911","65065","0","","3","kururu_kururinpa_loop","0","5146065","0.2","0","kururu_hello_fast_to_kururinpa"
"97","65066","0","","3","kururu_kururinpa_loopF","0","5146065","0.2","0","kururu_hello_fast_to_kururinpaF"
"96","65067","0","","3","kururu_kururinpa_loopB","0","5146065","0.2","0","kururu_hello_fast_to_kururinpaB"
"vo_apg","65068","0","","21","0","","5146065","","","vo_apg_0509"
"130911","65069","10","0","11","1","0","5146065","0","1","はーい♪\nみらくるくるるんくるりんぱ～♪"
"0","65070","","","91","","","5146065","","",""
"130911","65071","0","","3","idle_normal_noface","0","5146065","0","1","kururu_kururinpa_out"
"97","65072","0","","3","idle_normal_kururu","0","5146065","0","1","kururu_kururinpa_outF"
"96","65073","0","","3","idle_normal","0","5146065","0","1","kururu_kururinpa_outB"
"131011","65074","0","","3","sad_talk_normalR","0.2","5146065","0.2","1","smile2"
"99","65075","0","","3","sad_talk_normalR","0.2","5146065","0.2","1","smile2"
"98","65076","0","","3","sad_talk_normalR","0.2","5146065","0.2","1","smile2"
"vo_apg","65077","0","","21","0","","5146065","","","vo_apg_0510"
"131011","65078","10","0","11","1","0","5146065","0","1","うふふ♪\nくる多いなぁ♪"
"0","65079","","","91","","","5146065","","",""
"131011","65080","0","","3","maho_kurukuru_loop","0","5146065","0.2","1","maho_kurukuru_in"
"99","65081","0","","3","maho_kurukuru_loopF","0","5146065","0.2","1","maho_kurukuru_inF"
"98","65082","0","","3","maho_kurukuru_loopB","0","5146065","0.2","1","maho_kurukuru_inB"
