556af41ae83024d298687be3ccd41d94611a644b2859d13e4d63e36016c7c047,961471151746ec60fb0ac64d387cda542008625a6ba9df8cb5b3d861abaad89d,8ed92f813cb37ea9d744c25ee164a0a0888ccc4c8be9413c1ecd873010382495,238bd544773ab3a78076f6f97660936bf9f833a2cdb46578a146b88ff695f7c6,c332d603af9def05cfe198823d68390067ea4c825c5c08072bc0e348655ec060,e30d7c59fa0c3cc8cf7ab84b9492bbcd3dbd86b874862b211998e4f1832a0856,79c4b17415275bbf76022673f68118e093a008a0f73a0cc0aaaf5b1807fe467e,fe0ca3b75096bba6b4d9804c25f4a50c528f0d69bc18107ce9c6005be065737a,ab58ee6ed12ff38a5848e665acfc36ea87c5b3dbfe618382c2358b3a3dc92bb9
"0","43.5","1","0","522","3","11","0.65","320120206"
"0","-98","2","502012206","523","1","50","0.7","320120207"
"0","0","3","502012208","524","2","72","1","320120207"
"0","49","1","0","525","3","13","0.65","320120207"
"0","10","1","0","526","1","30","1.2","320120208"
"0","40","1","0","527","1","40","0.9","320120209"
"0","-20","1","0","528","1","-35","1.1","320120210"
"0","-74","2","502012301","529","1","40","0.7","320120306"
"0","10","3","502012303","530","2","67","1","320120306"
"0","43.5","1","0","531","3","11","0.65","320120306"
"0","-98","2","502012306","532","1","50","0.7","320120307"
"0","0","3","502012308","533","2","72","1","320120307"
"0","49","1","0","534","3","13","0.65","320120307"
"0","10","1","0","535","1","30","1.2","320120308"
"0","40","1","0","536","1","40","0.9","320120309"
"0","-20","1","0","537","1","-35","1.1","320120310"
"0","-74","2","502012401","538","1","40","0.7","320120406"
"0","10","3","502012403","539","2","67","1","320120406"
"0","43.5","1","0","540","3","11","0.65","320120406"
"0","-98","2","502012406","541","1","50","0.7","320120407"
"0","0","3","502012408","542","2","72","1","320120407"
"0","49","1","0","543","3","13","0.65","320120407"
"0","10","1","0","544","1","30","1.2","320120408"
"0","40","1","0","545","1","40","0.9","320120409"
"0","-20","1","0","546","1","-35","1.1","320120410"
"0","-74","2","502012501","547","1","40","0.7","320120506"
"0","10","3","502012503","548","2","67","1","320120506"
"0","43.5","1","0","549","3","11","0.65","320120506"
"0","-98","2","502012506","550","1","50","0.7","320120507"
"0","0","3","502012508","551","2","72","1","320120507"
"0","49","1","0","552","3","13","0.65","320120507"
"0","10","1","0","553","1","30","1.2","320120508"
"0","40","1","0","554","1","40","0.9","320120509"
"0","-20","1","0","555","1","-35","1.1","320120510"
"0","-74","2","502013101","556","1","40","0.7","320130106"
"0","10","3","502013103","557","2","67","0.8","320130106"
"0","43.5","1","0","558","3","11","0.65","320130106"
"0","-98","2","502013106","559","1","50","0.7","320130107"
"0","50","3","502013108","560","2","72","0.9","320130107"
"0","49","1","0","561","3","13","0.65","320130107"
"0","10","1","0","562","1","30","1.2","320130108"
"0","40","1","0","563","1","40","0.8","320130109"
"0","-20","1","0","564","1","-35","1.1","320130110"
"0","-74","2","502013201","565","1","40","0.7","320130206"
"0","10","3","502013203","566","2","67","0.8","320130206"
"0","43.5","1","0","567","3","11","0.65","320130206"
"0","-98","2","502013206","568","1","50","0.7","320130207"
"0","50","3","502013208","569","2","72","0.9","320130207"
"0","49","1","0","570","3","13","0.65","320130207"
"0","10","1","0","571","1","30","1.2","320130208"
"0","40","1","0","572","1","40","0.8","320130209"
"0","-20","1","0","573","1","-35","1.1","320130210"
"0","-74","2","502013301","574","1","40","0.7","320130306"
"0","10","3","502013303","575","2","67","0.8","320130306"
"0","43.5","1","0","576","3","11","0.65","320130306"
"0","-98","2","502013306","577","1","50","0.7","320130307"
"0","50","3","502013308","578","2","72","0.9","320130307"
"0","49","1","0","579","3","13","0.65","320130307"
"0","10","1","0","580","1","30","1.2","320130308"
"0","40","1","0","581","1","40","0.8","320130309"
"0","-20","1","0","582","1","-35","1.1","320130310"
"0","-74","2","502013401","583","1","40","0.7","320130406"
"0","10","3","502013403","584","2","67","0.8","320130406"
"0","43.5","1","0","585","3","11","0.65","320130406"
"0","-98","2","502013406","586","1","50","0.7","320130407"
"0","50","3","502013408","587","2","72","0.9","320130407"
"0","49","1","0","588","3","13","0.65","320130407"
"0","10","1","0","589","1","30","1.2","320130408"
"0","40","1","0","590","1","40","0.8","320130409"
"0","-20","1","0","591","1","-35","1.1","320130410"
"0","-74","2","502013501","592","1","40","0.7","320130506"
"0","10","3","502013503","593","2","67","0.8","320130506"
"0","43.5","1","0","594","3","11","0.65","320130506"
"0","-98","2","502013506","595","1","50","0.7","320130507"
"0","50","3","502013508","596","2","72","0.9","320130507"
"0","49","1","0","597","3","13","0.65","320130507"
"0","10","1","0","598","1","30","1.2","320130508"
"0","40","1","0","599","1","40","0.8","320130509"
"0","-20","1","0","600","1","-35","1.1","320130510"
"0","-74","2","502014101","601","1","40","0.7","320140106"
"0","13","3","502014103","602","2","67","1","320140106"
"0","43.5","1","0","603","3","11","0.65","320140106"
"0","-68","2","502014106","604","1","50","0.7","320140107"
"0","30","3","502014108","605","2","62","0.95","320140107"
"0","29","1","0","606","3","13","0.65","320140107"
"0","5","1","0","607","1","10","1","320140108"
"0","0","1","0","608","1","20","0.8","320140109"
"0","-20","1","0","609","1","-35","1.1","320140110"
"0","-74","2","502014201","610","1","40","0.7","320140206"
"0","13","3","502014203","611","2","67","1","320140206"
"0","43.5","1","0","612","3","11","0.65","320140206"
"0","-68","2","502014206","613","1","50","0.7","320140207"
"0","30","3","502014208","614","2","62","0.95","320140207"
"0","29","1","0","615","3","13","0.65","320140207"
"0","5","1","0","616","1","10","1","320140208"
"0","0","1","0","617","1","20","0.8","320140209"
"0","-20","1","0","618","1","-35","1.1","320140210"
"0","-74","2","502014301","619","1","40","0.7","320140306"
"0","13","3","502014303","620","2","67","1","320140306"
"0","43.5","1","0","621","3","11","0.65","320140306"
"0","-68","2","502014306","622","1","50","0.7","320140307"
"0","30","3","502014308","623","2","62","0.95","320140307"
"0","29","1","0","624","3","13","0.65","320140307"
"0","5","1","0","625","1","10","1","320140308"
"0","0","1","0","626","1","20","0.8","320140309"
"0","-20","1","0","627","1","-35","1.1","320140310"
"0","-74","2","502014401","628","1","40","0.7","320140406"
"0","13","3","502014403","629","2","67","1","320140406"
"0","43.5","1","0","630","3","11","0.65","320140406"
"0","-68","2","502014406","631","1","50","0.7","320140407"
"0","30","3","502014408","632","2","62","0.95","320140407"
"0","29","1","0","633","3","13","0.65","320140407"
"0","5","1","0","634","1","10","1","320140408"
"0","0","1","0","635","1","20","0.8","320140409"
"0","-20","1","0","636","1","-35","1.1","320140410"
"0","-74","2","502014501","637","1","40","0.7","320140506"
"0","13","3","502014503","638","2","67","1","320140506"
"0","43.5","1","0","639","3","11","0.65","320140506"
"0","-68","2","502014506","640","1","50","0.7","320140507"
"0","30","3","502014508","641","2","62","0.95","320140507"
"0","29","1","0","642","3","13","0.65","320140507"
"0","5","1","0","643","1","10","1","320140508"
"0","0","1","0","644","1","20","0.8","320140509"
"0","-20","1","0","645","1","-35","1.1","320140510"
