8acf6ba8c07a5ae4623c1a540e457f85a3b371faca9b3bb2d358d22b6a2fad6f,5cef5cd936e214f4ab52e41aee85f21d06703cd1e8d3e994596dc10e395d2107,67b75e99d5088aa086dd5e09966264894657a434488f2b7033c657b71c7535c1,11d1c6d7e1ef08abb9fcd3609cbfef004411d4582fc4ca30e87c1a48be01c6e5,e0d93db2e12aba1b2e5f9dee9e3814f1f9982053be0bf03f7bbee14f224789b9,07f2eb4dc2d4c752a345f79bdad5a3d357498053ad4067732d9a8ae2ebf23f5a,da5e494ab8c30e2ad778088b2a6c3777c2f71d3d3c71287f14d647f8674095aa,860e73ae8d998cecf8b8140ed0cd21003505f7d6a556654e08911356dc80f9da,d234b4b2d9ac40e1cbc638c491c2fd894ccae70e3fe5f72ed84d668b3c158654,edb5196a9a9eddd98adf42cf427b60ff23c9d1a5f8ae276011f4e56b08763987,b4f3b586e5790a41a9536662ca920dafc2071c8c2c6c2b30bbecf29bb0714699
"92","","","","","","10402","","","1104020048",""
"35","30","","1","","","10402","","","1104020049",""
"32","30","","1","","","10402","","","1104020050",""
"93","0.2","","0","","","10402","","","1104020051",""
"6","1","1","1","1","0","10402","","0","1104020052","0"
"6","2","1","1","1","0","10402","","0","1104020053","0"
"6","3","1","1","1","0","10402","","0","1104020054","0"
"6","4","1","1","1","0","10402","","0","1104020055","0"
"32","0","","0","","","10402","","","1104020056",""
"32","1","","0","","","10402","","","1104020057",""
"32","2","","0","","","10402","","","1104020058",""
"32","3","","0","","","10402","","","1104020059",""
"32","5","","0","","","10402","","","1104020060",""
"32","6","","0","","","10402","","","1104020061",""
"32","10","","0","","","10402","","","1104020062",""
"32","20","","0","","","10402","","","1104020063",""
"32","50","","0","","","10402","","","1104020064",""
"93","0.3","","0","","","10402","","","1104020065",""
"5","4","18","1","0","0","10501","empty","0","1105010001","1"
"5","105000","36","2","0","0","10501","animation","0","1105010002","1"
"31","105000","0","10","0","1","10501","","","1105010003","0"
"31","105001","0","11","0","1","10501","","","1105010004","0"
"31","105002","0","12","0","1","10501","","","1105010005","0"
"31","4","0","13","0","1","10501","","","1105010006","0"
"35","13","0","0","0","1","10501","","","1105010007","1"
"31","103010","0","14","0","0.91","10501","","","1105010008","0"
"31","1","0","15","0","1","10501","","","1105010009","1"
"31","2","0","16","0","1","10501","","","1105010010","0"
"31","3","0","17","0","1","10501","","","1105010011","0"
"31","5","0","19","0","1","10501","","","1105010012","0"
"31","4","0","18","0","1","10501","","","1105010013","0"
"35","18","0","0","0","1","10501","","","1105010014","1"
"32","18","","1","","","10501","","","1105010015",""
"91","0","","0","","","10501","","","1105010016",""
"32","19","","1","","","10501","","","1105010017",""
"32","10","","1","","","10501","","","1105010018",""
"32","11","","1","","","10501","","","1105010019",""
"93","0.6","","0","","","10501","","","1105010020",""
"121","180","1.3","0","1.3","0","10501","","","1105010021","0"
"3","1","0","skate","","","10501","","","1105010022","0"
"3","2","0","animation","","","10501","","","1105010023","0"
"23","se_caravan","0","se_caravan_event_shefi_1","","","10501","","","1105010024",""
"93","0.5","","0","","","10501","","","1105010025",""
"121","-82","1.3","0","1.3","1","10501","","","1105010026","3"
"93","0.33","","0","","","10501","","","1105010027",""
"23","se_caravan","0","se_caravan_event_shefi_amb_1","","","10501","","","1105010028",""
"93","0.6","","0","","","10501","","","1105010029",""
"21","vo_caravan","0","vo_caravan_event_008_000","","","10501","","","1105010030",""
"93","0.1","","0","","","10501","","","1105010031",""
"93","0.33","","0","","","10501","","","1105010032",""
"23","se_caravan","0","se_caravan_event_shefi_2","","","10501","","","1105010033",""
"93","0.17","","0","","","10501","","","1105010034",""
"121","100","1.3","0","1.3","0.4","10501","","","1105010035","3"
"93","0.34","","0","","","10501","","","1105010036",""
"93","0.5","","0","","","10501","","","1105010037",""
"121","-155","1.3","0","1.3","0.53","10501","","","1105010038","3"
"93","0.06","","0","","","10501","","","1105010039",""
"93","0.4","","0","","","10501","","","1105010040",""
"21","vo_caravan","0","vo_caravan_event_008_001","","","10501","","","1105010041",""
"93","0.04","","0","","","10501","","","1105010042",""
"121","0","1.3","0","1.3","0.8","10501","","","1105010043","3"
"93","0.06","","0","","","10501","","","1105010044",""
"93","0.4","","0","","","10501","","","1105010045",""
"23","se_caravan","0","se_caravan_event_shefi_amb_2","","","10501","","","1105010046",""
"93","0.1","","0","","","10501","","","1105010047",""
"121","0","1.1","0","1.1","0.43","10501","","","1105010048","3"
"32","12","","1","","","10501","","","1105010049",""
"93","0.07","","0","","","10501","","","1105010050",""
"23","se_caravan","0","se_caravan_event_shefi_3","","","10501","","","1105010051",""
"93","0.43","","0","","","10501","","","1105010052",""
"23","se_caravan","0","se_caravan_event_shefi_4","","","10501","","","1105010053",""
"93","0.6","","0","","","10501","","","1105010054",""
"23","se_caravan","0","se_caravan_event_shefi_emote","","","10501","","","1105010055",""
"93","0.3","","0","","","10501","","","1105010056",""
"21","vo_caravan","0","vo_caravan_event_008_002","","","10501","","","1105010057",""
"93","0.6","","0","","","10501","","","1105010058",""
"32","18","","0","","","10501","","","1105010059",""
"93","0.7","","0","","","10501","","","1105010060",""
"35","13","","1","","","10501","","","1105010061",""
"32","13","","1","","","10501","","","1105010062",""
"101","1105010065","","1","","","10501","","","1105010063",""
"121","0","1.1","0","1.1","0","10501","","","1105010064","0"
"35","14","","1","","","10501","","","1105010065",""
"32","14","","1","","","10501","","","1105010066",""
"32","16","","1","","","10501","","","1105010067",""
"35","18","","1","","","10501","","","1105010068",""
"24","se_caravan_event_shefi_1","","0.5","","","10501","","","1105010069",""
"24","se_caravan_event_shefi_2","","0.5","","","10501","","","1105010070",""
"24","se_caravan_event_shefi_3","","0.5","","","10501","","","1105010071",""
"24","se_caravan_event_shefi_4","","0.5","","","10501","","","1105010072",""
"24","se_caravan_event_shefi_amb_1","","0.5","","","10501","","","1105010073",""
"24","se_caravan_event_shefi_amb_2","","0.5","","","10501","","","1105010074",""
"24","se_caravan_event_shefi_emote","","0.5","","","10501","","","1105010075",""
"93","0.4","","0","","","10501","","","1105010076",""
"92","","","","","","10501","","","1105010077",""
"35","17","","1","","","10501","","","1105010078",""
"32","17","","1","","","10501","","","1105010079",""
"93","0.2","","0","","","10501","","","1105010080",""
"6","1","0","0","0","0","10501","","0","1105010081","0.01"
"6","2","0","0","0","0","10501","","0","1105010082","0.01"
"32","10","","0","","","10501","","","1105010083",""
"32","11","","0","","","10501","","","1105010084",""
"32","12","","0","","","10501","","","1105010085",""
"32","14","","0","","","10501","","","1105010086",""
"32","15","","0","","","10501","","","1105010087",""
"32","16","","0","","","10501","","","1105010088",""
"32","18","","0","","","10501","","","1105010089",""
"93","0.3","","0","","","10501","","","1105010090",""
"5","1","18","1","0","0","20101","empty","0","1201010001","1"
"5","2","20","2","0","0","20101","empty","0","1201010002","1"
"5","3","26","3","0","0","20101","empty","0","1201010003","1"
"5","4","27","4","0","0","20101","empty","0","1201010004","1"
"5","21","21","21","0","0","20101","empty","0","1201010005","1"
"5","22","20","22","0","0","20101","empty","0","1201010006","1"
"5","23","19","23","0","0","20101","empty","0","1201010007","1"
"5","201000","25","201000","0","0","20101","empty","0","1201010008","1"
"31","900001","0","900001","0","1","20101","","","1201010009","0"
"31","201000","0","201000","0","1","20101","","","1201010010","0"
"35","201000","","0","0","","20101","","","1201010011",""
"31","201001","0","201001","0","1","20101","","","1201010012","0"
"31","201002","0","201002","0","1","20101","","","1201010013","0"
"31","1","0","15","0","1","20101","","","1201010014","0"
"31","2","0","16","0","1","20101","","","1201010015","0"
"31","3","0","17","0","1","20101","","","1201010016","0"
"91","0","","","","","20101","","","1201010017",""
"32","900001","","1","","","20101","","","1201010018",""
"93","0.7","","0","","","20101","","","1201010019",""
"32","201000","0","1","","","20101","","","1201010020","0"
"32","15","0","1","","","20101","","","1201010021","0"
"93","0.3","","0","","","20101","","","1201010022",""
"23","se_caravan","0","se_caravan_party_drama_one","","","20101","","","1201010023",""
"3","1","0","party","","","20101","","","1201010024","0"
"3","2","0","party","","","20101","","","1201010025","0"
"3","3","0","party","","","20101","","","1201010026","0"
"3","4","0","party","","","20101","","","1201010027","0"
"3","21","0","party","","","20101","","","1201010028","0"
"3","22","0","party","","","20101","","","1201010029","0"
"3","23","0","party","","","20101","","","1201010030","0"
"3","201000","0","party","","","20101","","","1201010031","0"
"35","201000","","1","","","20101","","","1201010032",""
"93","0.4","","0","","","20101","","","1201010033",""
"21","vo_caravan","0","vo_caravan_party_001","","","20101","","","1201010034",""
"93","0.55","","0","","","20101","","","1201010035",""
"23","se_caravan","0","se_caravan_party_drama_two","","","20101","","","1201010036",""
"93","1.1","","0","","","20101","","","1201010037",""
"23","se_caravan","0","se_caravan_party_drama_three","","","20101","","","1201010038",""
"21","vo_caravan","0","vo_caravan_party_002","","","20101","","","1201010039",""
"93","0.45","","0","","","20101","","","1201010040",""
"32","201001","","1","","","20101","","","1201010041",""
"93","1.5","","0","","","20101","","","1201010042",""
"101","1201010047","","1","","","20101","","","1201010043",""
"24","se_caravan_party_drama_one","","0.5","","","20101","","","1201010044",""
"24","se_caravan_party_drama_two","","0.5","","","20101","","","1201010045",""
"24","se_caravan_party_drama_three","","0.5","","","20101","","","1201010046",""
"35","201002","","1","","","20101","","","1201010047",""
"32","201002","","1","","","20101","","","1201010048",""
"35","900001","","1","","","20101","","","1201010049",""
"32","16","","1","","","20101","","","1201010050",""
"93","0.4","","0","","","20101","","","1201010051",""
"92","","","","","","20101","","","1201010052",""
"35","17","","1","","","20101","","","1201010053",""
"32","17","","1","","","20101","","","1201010054",""
"93","0.2","","0","","","20101","","","1201010055",""
"6","1","0","0","0","0","20101","","0","1201010056","0.01"
"6","2","0","0","0","0","20101","","0","1201010057","0.01"
"6","3","0","0","0","0","20101","","0","1201010058","0.01"
"6","4","0","0","0","0","20101","","0","1201010059","0.01"
"6","21","0","0","0","0","20101","","0","1201010060","0.01"
"6","22","0","0","0","0","20101","","0","1201010061","0.01"
"6","23","0","0","0","0","20101","","0","1201010062","0.01"
"6","201000","0","0","0","0","20101","","0","1201010063","0.01"
"32","201002","","0","","","20101","","","1201010064",""
"32","15","","0","","","20101","","","1201010065",""
"32","201001","","0","","","20101","","","1201010066",""
"32","16","","0","","","20101","","","1201010067",""
"32","201000","","0","","","20101","","","1201010068",""
"93","0.3","","0","","","20101","","","1201010069",""
"1","1","57","105811","-754","-255","20201","empty","0","1202010001","1"
"5","202000","58","202000","-126","-255","20201","empty","0","1202010002","1"
"5","100","56","100","-1000","-210","20201","idle","1","1202010003","0.43"
"5","110","55","110","-1000","-210","20201","idle","1","1202010004","0.43"
"5","1000","52","1000","283","-183","20201","empty","0","1202010005","0.55"
"5","1001","53","1001","450","-239","20201","empty","0","1202010006","0.55"
"31","202000","0","0","0","1","20201","","","1202010007","0"
"31","202004","0","202004","0","1","20201","","","1202010008","0"
"31","900001","0","1","0","1","20201","","","1202010009","0"
"31","3","0","3","0","1","20201","","","1202010010","0"
"35","3","","0","","","20201","","","1202010011",""
"32","3","","1","","","20201","","","1202010012",""
"31","6","0","4","0","1","20201","","","1202010013","0"
"31","202006","0","202006","0","1","20201","","","1202010014","0"
"31","202001","0","202001","0","1","20201","","","1202010015","0"
"31","202002","203","2020021","167","1","20201","","","1202010016","0"
"31","202002","370","2020022","81","1","20201","","","1202010017","0"
"31","202003","-186","202003","-25","1","20201","","","1202010018","0"
"31","900004","-372","6","-210","1","20201","","","1202010019","0"
"31","202005","340","202005","-215","1","20201","","","1202010020","0"
"91","0","","0","","","20201","","","1202010021",""
"32","1","","1","","","20201","","","1202010022",""
"93","0.7","","0","","","20201","","","1202010023",""
"32","0","","1","","","20201","","","1202010024",""
"32","202004","","1","","","20201","","","1202010025",""
"3","1000","1","idle","","","20201","","","1202010026","0"
"3","1001","1","idle","","","20201","","","1202010027","0"
"23","se_caravan","0","se_caravan_chikamiti_drama_first","","","20201","","","1202010028",""
"3","100","0","run_stop_short","idle","1","20201","","0","1202010029","0"
"3","110","0","run_stop_short","idle","1","20201","","0","1202010030","0"
"2","100","-210","-372","1.5","","20201","","","1202010031",""
"2","110","-210","-372","1.5","","20201","","","1202010032",""
"3","105811","1","shortcut_run","","","20201","","","1202010033","0"
"2","105811","-255","-126","1.5","","20201","","","1202010034",""
"93","0.2","","0","","","20201","","","1202010035",""
"21","vo_caravan","0","vo_caravan_chikamichi_001","","","20201","","","1202010036",""
"3","1000","0","awake","idle","1","20201","","0.1","1202010037","0.2"
"3","1001","0","awake","idle","1","20201","","0.1","1202010038","0.2"
"93","0.5","","0","","","20201","","","1202010039",""
"32","202001","","1","","","20201","","","1202010040",""
"32","2020021","","1","","","20201","","","1202010041",""
"32","2020022","","1","","","20201","","","1202010042",""
"93","0.8","","0","","","20201","","","1202010043",""
"3","105811","0","shortcut_surprise_in","shortcut_surprise_loop","1","20201","","","1202010044","0.2"
"93","1","","0","","","20201","","","1202010045",""
"32","3","","0","","","20201","","","1202010046",""
"101","1202010065","","","","","20201","","","1202010047",""
"101","1202010049","","","","","20201","","","1202010048",""
"35","3","","1","","","20201","","","1202010049",""
"93","0.2","","0","","","20201","","","1202010050",""
"32","202001","","0","","","20201","","","1202010051",""
"32","2020021","","0","","","20201","","","1202010052",""
"32","2020022","","0","","","20201","","","1202010053",""
"24","se_caravan_chikamiti_drama_first","","0.5","","","20201","","","1202010054",""
"3","100","1","idle","","","20201","","","1202010055",""
"3","110","1","idle","","","20201","","","1202010056",""
"2","100","-210","-372","0","","20201","","","1202010057",""
"2","110","-210","-372","0","","20201","","","1202010058",""
"3","105811","1","shortcut_surprise_loop","","","20201","","","1202010059","0.2"
"2","105811","-255","-126","0","","20201","","","1202010060",""
"3","1000","1","idle","","","20201","","","1202010061","0.2"
"3","1001","1","idle","","","20201","","","1202010062","0.2"
"32","2020021","","0","","","20201","","","1202010063",""
"32","2020022","","0","","","20201","","","1202010064",""
"32","202006","","1","","","20201","","","1202010065",""
"93","100","","0","","","20201","","","1202010066",""
"101","1202010066","","","","","20201","","","1202010067",""
"101","1202010069","","","","","20201","","","1202010068",""
"32","202006","","0","","","20201","","","1202010069",""
"32","2020021","","0","","","20201","","","1202010070",""
"32","2020022","","0","","","20201","","","1202010071",""
"93","0.2","","0","","","20201","","","1202010072",""
"21","vo_caravan","0","vo_caravan_chikamichi_002","","","20201","","","1202010073",""
"23","se_caravan","0","se_caravan_chikamiti_drama_second_one","","","20201","","","1202010074",""
"3","105811","0","shortcut_throw","shortcut_throw_loop","1","20201","","0.2","1202010075","0.1"
"3","202000","0","shortcut_throw","","","20201","","","1202010076",""
"93","1.2","","0","","","20201","","","1202010077",""
"23","se_caravan","0","se_caravan_chikamiti_drama_second_two","","","20201","","","1202010078",""
"3","1000","0","joy","idle","1","20201","","0.1","1202010079","0.1"
"3","1001","0","joy","idle","1","20201","","0.1","1202010080","0.1"
"32","202005","","1","","","20201","","","1202010081",""
"93","0.5","","0","","","20201","","","1202010082",""
"3","105811","0","shortcut_relief","shortcut_relief_loop","1","20201","","0.1","1202010083","0.1"
"93","1.4","","0","","","20201","","","1202010084",""
"3","1000","0","move_pass","move_pass_loop","1","20201","","0.1","1202010085","0.1"
"3","1001","0","move_pass","move_pass_loop","1","20201","","0.1","1202010086","0.1"
"93","0.1","","0","","","20201","","","1202010087",""
"23","se_caravan","0","se_caravan_chikamiti_drama_second_three","","","20201","","","1202010088",""
"93","0.3","","0","","","20201","","","1202010089",""
"3","105811","1","shortcut_run","","","20201","","","1202010090","0.2"
"2","105811","-255","1746","3.4","0","20201","","","1202010091",""
"32","202003","","1","","","20201","","","1202010092",""
"33","202003","-25","1686","3.4","0","20201","","","1202010093",""
"3","100","1","run","","","20201","","","1202010094","0.2"
"3","110","1","run","","","20201","","","1202010095","0.2"
"32","6","","1","","","20201","","","1202010096",""
"2","100","-210","1500","3.4","0","20201","","","1202010097",""
"2","110","-210","1500","3.4","0","20201","","","1202010098",""
"33","6","-210","1500","3.4","0","20201","","","1202010099",""
"93","0.6","","0","","","20201","","","1202010100",""
"101","1202010102","","","","","20201","","","1202010101",""
"32","4","","1","","","20201","","","1202010102",""
"93","0.7","","0","","","20201","","","1202010103",""
"6","100","1","1","1","0","20201","","0","1202010104","0"
"6","110","1","1","1","0","20201","","0","1202010105","0"
"32","0","","0","","","20201","","","1202010106",""
"32","202004","","0","","","20201","","","1202010107",""
"32","6","","0","","","20201","","","1202010108",""
"32","202001","","0","","","20201","","","1202010109",""
"32","2020021","","0","","","20201","","","1202010110",""
"32","2020022","","0","","","20201","","","1202010111",""
"32","202006","","0","","","20201","","","1202010112",""
"32","2020021","","0","","","20201","","","1202010113",""
"32","2020022","","0","","","20201","","","1202010114",""
"32","202003","","0","","","20201","","","1202010115",""
"32","202005","","0","","","20201","","","1202010116",""
"6","105811","1","1","1","0","20201","","0","1202010117","0"
"6","202000","1","1","1","0","20201","","0","1202010118","0"
"6","1000","1","1","1","0","20201","","0","1202010119","0"
"6","1001","1","1","1","0","20201","","0","1202010120","0"
"24","se_caravan_chikamiti_drama_second_one","","0.5","","","20201","","","1202010121",""
"24","se_caravan_chikamiti_drama_second_two","","0.5","","","20201","","","1202010122",""
"24","se_caravan_chikamiti_drama_second_three","","0.5","","","20201","","","1202010123",""
"93","1","","0","","","20201","","","1202010124",""
"1","1","57","105811","-126","-255","20202","empty","0","1202020001","1"
"5","202000","58","202000","-126","-255","20202","empty","0","1202020002","1"
"5","100","56","100","-1085","-210","20202","idle","1","1202020003","0.43"
"5","110","55","110","-1085","-210","20202","idle","1","1202020004","0.43"
"5","1000","52","1000","283","-183","20202","empty","0","1202020005","0.55"
"5","1001","53","1001","450","-239","20202","empty","0","1202020006","0.55"
"31","202000","0","0","0","1","20202","","","1202020007","0"
"31","202004","0","202004","0","1","20202","","","1202020008","0"
"31","3","0","3","0","1","20202","","","1202020009","0"
"31","6","0","4","0","1","20202","","","1202020010","0"
"31","202003","-186","202003","-25","1","20202","","","1202020011","0"
"31","900004","-372","6","-210","1","20202","","","1202020012","0"
"31","202005","340","202005","-215","1","20202","","","1202020013","0"
"91","0","","0","","","20202","","","1202020014",""
"32","3","","1","","","20202","","","1202020015",""
"93","0.2","","0","","","20202","","","1202020016",""
"32","0","","1","","","20202","","","1202020017",""
"32","202004","","1","","","20202","","","1202020018",""
"3","100","1","idle","","","20202","","","1202020019",""
"3","110","1","idle","","","20202","","","1202020020",""
"2","100","-210","-372","0","","20202","","","1202020021",""
"2","110","-210","-372","0","","20202","","","1202020022",""
"3","105811","1","shortcut_surprise_loop","","","20202","","","1202020023",""
"2","105811","-255","-126","0","","20202","","","1202020024",""
"3","1000","1","idle","","","20202","","","1202020025","0.2"
"3","1001","1","idle","","","20202","","","1202020026","0.2"
"93","0.2","","0","","","20202","","","1202020027",""
"21","vo_caravan","0","vo_caravan_chikamichi_002","","","20202","","","1202020028",""
"23","se_caravan","0","se_caravan_chikamiti_drama_second_one","","","20202","","","1202020029",""
"3","105811","0","shortcut_throw","shortcut_throw_loop","1","20202","","0.2","1202020030","0.1"
"3","202000","0","shortcut_throw","","","20202","","","1202020031",""
"93","1.2","","0","","","20202","","","1202020032",""
"23","se_caravan","0","se_caravan_chikamiti_drama_second_two","","","20202","","","1202020033",""
"3","1000","0","joy","idle","1","20202","","0.1","1202020034","0.1"
"3","1001","0","joy","idle","1","20202","","0.1","1202020035","0.1"
"32","202005","","1","","","20202","","","1202020036",""
"93","0.5","","0","","","20202","","","1202020037",""
"3","105811","0","shortcut_relief","shortcut_relief_loop","1","20202","","0.1","1202020038","0.1"
"93","1.4","","0","","","20202","","","1202020039",""
"3","1000","0","move_pass","move_pass_loop","1","20202","","0.1","1202020040","0.1"
"3","1001","0","move_pass","move_pass_loop","1","20202","","0.1","1202020041","0.1"
"93","0.1","","0","","","20202","","","1202020042",""
"23","se_caravan","0","se_caravan_chikamiti_drama_second_three","","","20202","","","1202020043",""
"93","0.3","","0","","","20202","","","1202020044",""
"3","105811","1","shortcut_run","","","20202","","","1202020045","0.2"
"2","105811","-255","1746","3.4","0","20202","","","1202020046",""
"32","202003","","1","","","20202","","","1202020047",""
"33","202003","-25","1686","3.4","0","20202","","","1202020048",""
"3","100","1","run","","","20202","","","1202020049","0.2"
"3","110","1","run","","","20202","","","1202020050","0.2"
"32","6","","1","","","20202","","","1202020051",""
"2","100","-210","1500","3.4","0","20202","","","1202020052",""
"2","110","-210","1500","3.4","0","20202","","","1202020053",""
"33","6","-210","1500","3.4","0","20202","","","1202020054",""
"93","0.6","","0","","","20202","","","1202020055",""
"101","1202020057","","","","","20202","","","1202020056",""
"32","4","","1","","","20202","","","1202020057",""
"93","0.7","","0","","","20202","","","1202020058",""
"6","100","1","1","1","0","20202","","0","1202020059","0"
"6","110","1","1","1","0","20202","","0","1202020060","0"
"32","0","","0","","","20202","","","1202020061",""
"32","202004","","0","","","20202","","","1202020062",""
"32","6","","0","","","20202","","","1202020063",""
"32","202003","","0","","","20202","","","1202020064",""
"32","202005","","0","","","20202","","","1202020065",""
"6","105811","1","1","1","0","20202","","0","1202020066","0"
"6","202000","1","1","1","0","20202","","0","1202020067","0"
"6","1000","1","1","1","0","20202","","0","1202020068","0"
"6","1001","1","1","1","0","20202","","0","1202020069","0"
"24","se_caravan_chikamiti_drama_second_one","","0.5","","","20202","","","1202020070",""
"24","se_caravan_chikamiti_drama_second_two","","0.5","","","20202","","","1202020071",""
"24","se_caravan_chikamiti_drama_second_three","","0.5","","","20202","","","1202020072",""
"93","1","","0","","","20202","","","1202020073",""
"1","1","62","105811","0","-34","90001","empty","0","1900010001","1"
"1","1","66","105911","0","-34","90001","empty","0","1900010002","1"
"1","1","64","106011","0","-34","90001","empty","0","1900010003","1"
"1","1","64","106411","0","-34","90001","empty","0","1900010004","1"
"1","1","52","118511","0","-34","90001","empty","0","1900010005","1"
"5","100","58","100","-1085","-266","90001","idle","1","1900010006","0.4"
"5","110","56","110","-1085","-266","90001","idle","1","1900010007","0.4"
"31","900000","0","0","0","1","90001","","","1900010008","0"
"31","900001","0","1","0","1","90001","","","1900010009","0"
"31","900003","0","3","0","1","90001","","","1900010010","0"
"31","900004","-1085","4","-266","1","90001","","","1900010011","0"
"31","900005","0","5","0","1","90001","","","1900010012","0"
"31","900009","0","9","-34","1","90001","","","1900010013","0"
"91","0","","0","","","90001","","","1900010014",""
"32","1","","1","","","90001","","","1900010015",""
"93","0.7","","0","","","90001","","","1900010016",""
"32","0","","1","","","90001","","","1900010017",""
"32","9","","1","","","90001","","","1900010018",""
"3","118511","1","checkpoint_karin_idle","","","90001","","","1900010019","0"
"29","1","0.5","0","0","10","90001","","1","1900010020","0"
"23","se_caravan","0","se_caravan_goal_amb","","","90001","","","1900010021",""
"93","0.9","","0","","","90001","","","1900010022",""
"23","se_caravan","0","se_caravan_goal_onigiri","","","90001","","","1900010023",""
"93","0.5","","0","","","90001","","","1900010024",""
"3","100","0","run_checkpoint","idle","1","90001","","0","1900010025","0"
"3","110","0","run_checkpoint","idle","1","90001","","0","1900010026","0"
"32","4","","1","","","90001","","","1900010027",""
"2","100","-276","67","2.5","11","90001","","","1900010028",""
"2","110","-276","67","2.5","11","90001","","","1900010029",""
"33","4","-276","67","2.5","11","90001","","","1900010030",""
"93","2","","0","","","90001","","","1900010031",""
"23","se_caravan","0","se_caravan_goal_chara_appear","","","90001","","","1900010032",""
"3","105811","0","checkpoint_peko_in","checkpoint_peko_loop","1","90001","","0","1900010033","0"
"3","105911","0","checkpoint_kokkoro_in","checkpoint_kokkoro_loop","1","90001","","0","1900010034","0"
"3","106011","0","checkpoint_kyaru_in","checkpoint_kyaru_loop","1","90001","","0","1900010035","0"
"3","106411","0","checkpoint_shefy_in","checkpoint_shefy_loop","1","90001","","0","1900010036","0"
"140","6","0","0","","","90001","","","1900010037",""
"93","1.6","","0","","","90001","","","1900010038",""
"32","5","","1","","","90001","","","1900010039",""
"3","118511","1","checkpoint_karin_clap","","","90001","","","1900010040","0.2"
"93","3","","0","","","90001","","","1900010041",""
"29","0","0.5","0","","","90001","","","1900010042",""
"113","1","","","","","90001","","","1900010043",""
"93","0.3","","0","","","90001","","","1900010044",""
"32","3","","1","","","90001","","","1900010045",""
"93","0.2","","0","","","90001","","","1900010046",""
"6","100","1","1","1","0","90001","","0","1900010047","0"
"6","110","1","1","1","0","90001","","0","1900010048","0"
"32","0","","0","","","90001","","","1900010049",""
"32","5","","0","","","90001","","","1900010050",""
"32","9","","0","","","90001","","","1900010051",""
"6","105811","1","1","1","0","90001","","0","1900010052","0"
"6","105911","1","1","1","0","90001","","0","1900010053","0"
"6","106011","1","1","1","0","90001","","0","1900010054","0"
"6","106411","1","1","1","0","90001","","0","1900010055","0"
"6","118511","1","1","1","0","90001","","0","1900010056","0"
"93","0.1","","0","","","90001","","","1900010057",""
"1","1","62","105811","0","-34","90002","empty","0","1900020001","1"
"1","1","66","105911","0","-34","90002","empty","0","1900020002","1"
"1","1","64","106011","0","-34","90002","empty","0","1900020003","1"
"1","1","64","106411","0","-34","90002","empty","0","1900020004","1"
"1","1","52","118511","0","-34","90002","empty","0","1900020005","1"
"5","900000","54","900","0","-34","90002","empty","0","1900020006","1"
"5","100","58","100","-1085","-266","90002","idle","1","1900020007","0.4"
"5","110","56","110","-1085","-266","90002","idle","1","1900020008","0.4"
"31","900000","0","0","0","1","90002","","","1900020009","0"
"31","900001","0","1","0","1","90002","","","1900020010","0"
"31","900002","0","2","0","1","90002","","","1900020011","0"
"31","900003","0","3","0","1","90002","","","1900020012","0"
"31","900004","-1085","4","-266","1","90002","","","1900020013","0"
"31","900005","0","5","0","1","90002","","","1900020014","0"
"31","900006","0","6","0","1","90002","","","1900020015","0"
"31","900008","0","8","0","1","90002","","","1900020016","0"
"31","900009","0","9","-34","1","90002","","","1900020017","0"
"91","0","","0","","","90002","","","1900020018",""
"32","1","","1","","","90002","","","1900020019",""
"93","0.7","","0","","","90002","","","1900020020",""
"32","0","","1","","","90002","","","1900020021",""
"32","9","","1","","","90002","","","1900020022",""
"3","118511","1","checkpoint_karin_idle","","","90002","","","1900020023","0"
"29","1","0.5","0","0","10","90002","","1","1900020024","0"
"23","se_caravan","0","se_caravan_goal_amb","","","90002","","","1900020025",""
"93","0.9","","0","","","90002","","","1900020026",""
"23","se_caravan","0","se_caravan_goal_onigiri","","","90002","","","1900020027",""
"93","0.5","","0","","","90002","","","1900020028",""
"3","100","0","run_checkpoint","idle","1","90002","","0","1900020029","0"
"3","110","0","run_checkpoint","idle","1","90002","","0","1900020030","0"
"32","4","","1","","","90002","","","1900020031",""
"2","100","-266","67","2.5","11","90002","","","1900020032",""
"2","110","-266","67","2.5","11","90002","","","1900020033",""
"33","4","-266","67","2.5","11","90002","","","1900020034",""
"93","2","","0","","","90002","","","1900020035",""
"23","se_caravan","0","se_caravan_goal_chara_appear","","","90002","","","1900020036",""
"3","105811","0","checkpoint_peko_in","checkpoint_peko_loop","1","90002","","0","1900020037","0"
"3","105911","0","checkpoint_kokkoro_in","checkpoint_kokkoro_loop","1","90002","","0","1900020038","0"
"3","106011","0","checkpoint_kyaru_in","checkpoint_kyaru_loop","1","90002","","0","1900020039","0"
"3","106411","0","checkpoint_shefy_in","checkpoint_shefy_loop","1","90002","","0","1900020040","0"
"140","6","0","0","","","90002","","","1900020041",""
"93","1.6","","0","","","90002","","","1900020042",""
"32","5","","1","","","90002","","","1900020043",""
"3","118511","1","checkpoint_karin_clap","","","90002","","","1900020044","0.2"
"93","3","","0","","","90002","","","1900020045",""
"29","0","0.5","0","","","90002","","","1900020046",""
"113","1","","","","","90002","","","1900020047",""
"93","0.3","","0","","","90002","","","1900020048",""
"32","2","","1","","","90002","","","1900020049",""
"93","0.4","","0","","","90002","","","1900020050",""
