7e57c23b1e7afe876bbe880c93c4cf4eb4d9def973b2fdf0d831e4c805350459,646beb876c266dafadcba0c771bb6c803779378840e4c4144e05d83b1e77a456,03d6121bd39b59e19c5ffbef5e260e35bb5cac411344c53dff2f575760542b12,4a380cd8ecd58bbf3dc87e1865362eb807c488a385da4ea361272da78e82c552,0d34ef785c9489d74733c196aa35d7a066f3bbe76d900a86c537f27865ab0eee,5437707d597fa878936ec4234655760fa50c953094a0b962b0304eb798314477,373167100aa1c50a005de8e9f0e1cd52a827bc2af8c18ef9b97a830a67fc11d2,214b3babe9dab3815bf1cb40e713ff65683521d6449e8dac2803e019c734640e,90e6741533ee9e7992ad2d8ec4b4f948beb6a46c985180a8e04b131a5e8ecad7,8a7d14d74cf1670fa22ecf96ab39ba7e18c4339f1a94d3684f938f6c705aed6c,7089a101635aec1e11bc85930122af140fbb059b229d07614ee13595b4f10638,411997a4a5411f9090a4449fc848308b3cc5e50396afbca02a84c0fae6474a21,1636cb52adc6398fcbca146ca4d9bbcd23ce1e8b5f066da5c89b5facbfce7eba,18795ad64c101ded0c26752d32d5b78731f9b64a9af67e1a4e1574bfc9f6d02e,71ce2d713b59642d885477a80df4013eeff0d418c7e641d877651430c21e09f9,f7d6af31345f92b694a133d61bc65085f9a9b338e4f493478af5ee14e587bffa,76cad1037fd8ae94897dfcab1201c38afd8178e682663185c988c7f0824ff306,b214eaa63fbada8ac6ed1d9fe527bf581e34cea26a683c91d1d9516c012a1c07,35b7cd5b84475b357ebc7fa4893ac7de0dca4c03b4714ff8179b82bf03563ab4,cd9b37d54a1964b0081126528aca464638e2423d53e85d418e36cab52654d0da,a4a86d3c7e93f3414847d729cb34db6c201a59ff8de76764a436d0e9b1806530
"301","91002","0","3500","31043","0","1","18","3500","0","2","8","700","0","0","0","245","2","90006","0","1024"
"701","91002","0","3000","31043","0","1","16","3000","0","2","8","1500","0","0","0","246","2","90006","0","1024"
"1501","91002","0","2500","31043","0","1","14","2500","0","2","8","3000","0","0","0","247","2","90006","0","1024"
"3001","91002","0","2000","31043","0","1","12","2000","0","2","8","5000","0","0","0","248","2","90006","0","1024"
"5001","91002","0","1500","31043","0","1","10","1500","0","2","8","7000","0","0","0","249","2","90006","0","1024"
"7001","91002","0","1000","31043","0","1","8","1000","0","2","8","10000","0","0","0","250","2","90006","0","1024"
"10001","91002","0","750","31043","0","1","7","750","0","2","8","15000","0","0","0","251","2","90006","0","1024"
"15001","91002","0","500","31043","0","1","5","500","0","2","8","-1","0","0","0","252","2","90006","0","1024"
"1","91002","0","5000","31022","0","1","30","5000","0","2","8","50","0","0","0","253","2","90006","0","1025"
"51","91002","0","4500","31022","0","1","25","4500","0","2","8","150","0","0","0","254","2","90006","0","1025"
"151","91002","0","4000","31022","0","1","20","4000","0","2","8","300","0","0","0","255","2","90006","0","1025"
"301","91002","0","3500","31022","0","1","18","3500","0","2","8","700","0","0","0","256","2","90006","0","1025"
"701","91002","0","3000","31022","0","1","16","3000","0","2","8","1500","0","0","0","257","2","90006","0","1025"
"1501","91002","0","2500","31022","0","1","14","2500","0","2","8","3000","0","0","0","258","2","90006","0","1025"
"3001","91002","0","2000","31022","0","1","12","2000","0","2","8","5000","0","0","0","259","2","90006","0","1025"
"5001","91002","0","1500","31022","0","1","10","1500","0","2","8","7000","0","0","0","260","2","90006","0","1025"
"7001","91002","0","1000","31022","0","1","8","1000","0","2","8","10000","0","0","0","261","2","90006","0","1025"
"10001","91002","0","750","31022","0","1","7","750","0","2","8","15000","0","0","0","262","2","90006","0","1025"
"15001","91002","0","500","31022","0","1","5","500","0","2","8","-1","0","0","0","263","2","90006","0","1025"
"1","91002","0","5000","31025","0","1","30","5000","0","2","8","50","0","0","0","264","2","90006","0","1026"
"51","91002","0","4500","31025","0","1","25","4500","0","2","8","150","0","0","0","265","2","90006","0","1026"
"151","91002","0","4000","31025","0","1","20","4000","0","2","8","300","0","0","0","266","2","90006","0","1026"
"301","91002","0","3500","31025","0","1","18","3500","0","2","8","700","0","0","0","267","2","90006","0","1026"
"701","91002","0","3000","31025","0","1","16","3000","0","2","8","1500","0","0","0","268","2","90006","0","1026"
"1501","91002","0","2500","31025","0","1","14","2500","0","2","8","3000","0","0","0","269","2","90006","0","1026"
"3001","91002","0","2000","31025","0","1","12","2000","0","2","8","5000","0","0","0","270","2","90006","0","1026"
"5001","91002","0","1500","31025","0","1","10","1500","0","2","8","7000","0","0","0","271","2","90006","0","1026"
"7001","91002","0","1000","31025","0","1","8","1000","0","2","8","10000","0","0","0","272","2","90006","0","1026"
"10001","91002","0","750","31025","0","1","7","750","0","2","8","15000","0","0","0","273","2","90006","0","1026"
"15001","91002","0","500","31025","0","1","5","500","0","2","8","-1","0","0","0","274","2","90006","0","1026"
"1","91002","0","5000","31018","0","1","30","5000","0","2","8","50","0","0","0","275","2","90006","0","1027"
"51","91002","0","4500","31018","0","1","25","4500","0","2","8","150","0","0","0","276","2","90006","0","1027"
"151","91002","0","4000","31018","0","1","20","4000","0","2","8","300","0","0","0","277","2","90006","0","1027"
"301","91002","0","3500","31018","0","1","18","3500","0","2","8","700","0","0","0","278","2","90006","0","1027"
"701","91002","0","3000","31018","0","1","16","3000","0","2","8","1500","0","0","0","279","2","90006","0","1027"
"1501","91002","0","2500","31018","0","1","14","2500","0","2","8","3000","0","0","0","280","2","90006","0","1027"
"3001","91002","0","2000","31018","0","1","12","2000","0","2","8","5000","0","0","0","281","2","90006","0","1027"
"5001","91002","0","1500","31018","0","1","10","1500","0","2","8","7000","0","0","0","282","2","90006","0","1027"
"7001","91002","0","1000","31018","0","1","8","1000","0","2","8","10000","0","0","0","283","2","90006","0","1027"
"10001","91002","0","750","31018","0","1","7","750","0","2","8","15000","0","0","0","284","2","90006","0","1027"
"15001","91002","0","500","31018","0","1","5","500","0","2","8","-1","0","0","0","285","2","90006","0","1027"
"1","91002","0","5000","31042","0","1","30","5000","0","2","8","50","0","0","0","286","2","90006","0","1028"
"51","91002","0","4500","31042","0","1","25","4500","0","2","8","150","0","0","0","287","2","90006","0","1028"
"151","91002","0","4000","31042","0","1","20","4000","0","2","8","300","0","0","0","288","2","90006","0","1028"
"301","91002","0","3500","31042","0","1","18","3500","0","2","8","700","0","0","0","289","2","90006","0","1028"
"701","91002","0","3000","31042","0","1","16","3000","0","2","8","1500","0","0","0","290","2","90006","0","1028"
"1501","91002","0","2500","31042","0","1","14","2500","0","2","8","3000","0","0","0","291","2","90006","0","1028"
"3001","91002","0","2000","31042","0","1","12","2000","0","2","8","5000","0","0","0","292","2","90006","0","1028"
"5001","91002","0","1500","31042","0","1","10","1500","0","2","8","7000","0","0","0","293","2","90006","0","1028"
"7001","91002","0","1000","31042","0","1","8","1000","0","2","8","10000","0","0","0","294","2","90006","0","1028"
"10001","91002","0","750","31042","0","1","7","750","0","2","8","15000","0","0","0","295","2","90006","0","1028"
"15001","91002","0","500","31042","0","1","5","500","0","2","8","-1","0","0","0","296","2","90006","0","1028"
"1","91002","0","5500","31043","0","1","35","5500","0","2","8","50","0","0","0","297","2","90006","0","1029"
"51","91002","0","5000","31043","0","1","30","5000","0","2","8","150","0","0","0","298","2","90006","0","1029"
"151","91002","0","4500","31043","0","1","25","4500","0","2","8","300","0","0","0","299","2","90006","0","1029"
"301","91002","0","4000","31043","0","1","20","4000","0","2","8","700","0","0","0","300","2","90006","0","1029"
"701","91002","0","3500","31043","0","1","18","3500","0","2","8","1500","0","0","0","301","2","90006","0","1029"
"1501","91002","0","3000","31043","0","1","16","3000","0","2","8","3000","0","0","0","302","2","90006","0","1029"
"3001","91002","0","2500","31043","0","1","14","2500","0","2","8","5000","0","0","0","303","2","90006","0","1029"
"5001","91002","0","2000","31043","0","1","12","2000","0","2","8","7000","0","0","0","304","2","90006","0","1029"
"7001","91002","0","1500","31043","0","1","10","1500","0","2","8","10000","0","0","0","305","2","90006","0","1029"
"10001","91002","0","1000","31043","0","1","8","1000","0","2","8","15000","0","0","0","306","2","90006","0","1029"
"15001","91002","0","750","31043","0","1","7","750","0","2","8","-1","0","0","0","307","2","90006","0","1029"
"1","91002","0","5000","31025","0","1","30","5000","0","2","8","50","0","0","0","308","2","90006","0","1030"
"51","91002","0","4500","31025","0","1","25","4500","0","2","8","150","0","0","0","309","2","90006","0","1030"
"151","91002","0","4000","31025","0","1","20","4000","0","2","8","300","0","0","0","310","2","90006","0","1030"
"301","91002","0","3500","31025","0","1","18","3500","0","2","8","700","0","0","0","311","2","90006","0","1030"
"701","91002","0","3000","31025","0","1","16","3000","0","2","8","1500","0","0","0","312","2","90006","0","1030"
"1501","91002","0","2500","31025","0","1","14","2500","0","2","8","3000","0","0","0","313","2","90006","0","1030"
"3001","91002","0","2000","31025","0","1","12","2000","0","2","8","5000","0","0","0","314","2","90006","0","1030"
"5001","91002","0","1500","31025","0","1","10","1500","0","2","8","7000","0","0","0","315","2","90006","0","1030"
"7001","91002","0","1000","31025","0","1","8","1000","0","2","8","10000","0","0","0","316","2","90006","0","1030"
"10001","91002","0","750","31025","0","1","7","750","0","2","8","15000","0","0","0","317","2","90006","0","1030"
"15001","91002","0","500","31025","0","1","5","500","0","2","8","-1","0","0","0","318","2","90006","0","1030"
"1","91002","0","5000","31022","0","1","30","5000","0","2","8","50","0","0","0","319","2","90006","0","1031"
"51","91002","0","4500","31022","0","1","25","4500","0","2","8","150","0","0","0","320","2","90006","0","1031"
"151","91002","0","4000","31022","0","1","20","4000","0","2","8","300","0","0","0","321","2","90006","0","1031"
"301","91002","0","3500","31022","0","1","18","3500","0","2","8","700","0","0","0","322","2","90006","0","1031"
"701","91002","0","3000","31022","0","1","16","3000","0","2","8","1500","0","0","0","323","2","90006","0","1031"
"1501","91002","0","2500","31022","0","1","14","2500","0","2","8","3000","0","0","0","324","2","90006","0","1031"
"3001","91002","0","2000","31022","0","1","12","2000","0","2","8","5000","0","0","0","325","2","90006","0","1031"
"5001","91002","0","1500","31022","0","1","10","1500","0","2","8","7000","0","0","0","326","2","90006","0","1031"
"7001","91002","0","1000","31022","0","1","8","1000","0","2","8","10000","0","0","0","327","2","90006","0","1031"
"10001","91002","0","750","31022","0","1","7","750","0","2","8","15000","0","0","0","328","2","90006","0","1031"
"15001","91002","0","500","31022","0","1","5","500","0","2","8","-1","0","0","0","329","2","90006","0","1031"
"1","91002","0","5000","31018","0","1","30","5000","0","2","8","50","0","0","0","330","2","90006","0","1032"
"51","91002","0","4500","31018","0","1","25","4500","0","2","8","150","0","0","0","331","2","90006","0","1032"
"151","91002","0","4000","31018","0","1","20","4000","0","2","8","300","0","0","0","332","2","90006","0","1032"
"301","91002","0","3500","31018","0","1","18","3500","0","2","8","700","0","0","0","333","2","90006","0","1032"
"701","91002","0","3000","31018","0","1","16","3000","0","2","8","1500","0","0","0","334","2","90006","0","1032"
"1501","91002","0","2500","31018","0","1","14","2500","0","2","8","3000","0","0","0","335","2","90006","0","1032"
"3001","91002","0","2000","31018","0","1","12","2000","0","2","8","5000","0","0","0","336","2","90006","0","1032"
"5001","91002","0","1500","31018","0","1","10","1500","0","2","8","7000","0","0","0","337","2","90006","0","1032"
"7001","91002","0","1000","31018","0","1","8","1000","0","2","8","10000","0","0","0","338","2","90006","0","1032"
"10001","91002","0","750","31018","0","1","7","750","0","2","8","15000","0","0","0","339","2","90006","0","1032"
"15001","91002","0","500","31018","0","1","5","500","0","2","8","-1","0","0","0","340","2","90006","0","1032"
"1","91002","0","5000","31042","0","1","30","5000","0","2","8","50","0","0","0","341","2","90006","0","1033"
"51","91002","0","4500","31042","0","1","25","4500","0","2","8","150","0","0","0","342","2","90006","0","1033"
"151","91002","0","4000","31042","0","1","20","4000","0","2","8","300","0","0","0","343","2","90006","0","1033"
"301","91002","0","3500","31042","0","1","18","3500","0","2","8","700","0","0","0","344","2","90006","0","1033"
"701","91002","0","3000","31042","0","1","16","3000","0","2","8","1500","0","0","0","345","2","90006","0","1033"
"1501","91002","0","2500","31042","0","1","14","2500","0","2","8","3000","0","0","0","346","2","90006","0","1033"
"3001","91002","0","2000","31042","0","1","12","2000","0","2","8","5000","0","0","0","347","2","90006","0","1033"
"5001","91002","0","1500","31042","0","1","10","1500","0","2","8","7000","0","0","0","348","2","90006","0","1033"
"7001","91002","0","1000","31042","0","1","8","1000","0","2","8","10000","0","0","0","349","2","90006","0","1033"
"10001","91002","0","750","31042","0","1","7","750","0","2","8","15000","0","0","0","350","2","90006","0","1033"
"15001","91002","0","500","31042","0","1","5","500","0","2","8","-1","0","0","0","351","2","90006","0","1033"
"1","91002","0","5000","31043","0","1","30","5000","0","2","8","50","0","0","0","352","2","90006","0","1034"
"51","91002","0","4500","31043","0","1","25","4500","0","2","8","150","0","0","0","353","2","90006","0","1034"
"151","91002","0","4000","31043","0","1","20","4000","0","2","8","300","0","0","0","354","2","90006","0","1034"
"301","91002","0","3500","31043","0","1","18","3500","0","2","8","700","0","0","0","355","2","90006","0","1034"
"701","91002","0","3000","31043","0","1","16","3000","0","2","8","1500","0","0","0","356","2","90006","0","1034"
"1501","91002","0","2500","31043","0","1","14","2500","0","2","8","3000","0","0","0","357","2","90006","0","1034"
"3001","91002","0","2000","31043","0","1","12","2000","0","2","8","5000","0","0","0","358","2","90006","0","1034"
"5001","91002","0","1500","31043","0","1","10","1500","0","2","8","7000","0","0","0","359","2","90006","0","1034"
"7001","91002","0","1000","31043","0","1","8","1000","0","2","8","10000","0","0","0","360","2","90006","0","1034"
"10001","91002","0","750","31043","0","1","7","750","0","2","8","15000","0","0","0","361","2","90006","0","1034"
"15001","91002","0","500","31043","0","1","5","500","0","2","8","-1","0","0","0","362","2","90006","0","1034"
"1","91002","0","5000","31025","0","1","30","5000","0","2","8","50","0","0","0","363","2","90006","0","1035"
"51","91002","0","4500","31025","0","1","25","4500","0","2","8","150","0","0","0","364","2","90006","0","1035"
"151","91002","0","4000","31025","0","1","20","4000","0","2","8","300","0","0","0","365","2","90006","0","1035"
"301","91002","0","3500","31025","0","1","18","3500","0","2","8","700","0","0","0","366","2","90006","0","1035"
"701","91002","0","3000","31025","0","1","16","3000","0","2","8","1500","0","0","0","367","2","90006","0","1035"
"1501","91002","0","2500","31025","0","1","14","2500","0","2","8","3000","0","0","0","368","2","90006","0","1035"
"3001","91002","0","2000","31025","0","1","12","2000","0","2","8","5000","0","0","0","369","2","90006","0","1035"
"5001","91002","0","1500","31025","0","1","10","1500","0","2","8","7000","0","0","0","370","2","90006","0","1035"
"7001","91002","0","1000","31025","0","1","8","1000","0","2","8","10000","0","0","0","371","2","90006","0","1035"
"10001","91002","0","750","31025","0","1","7","750","0","2","8","15000","0","0","0","372","2","90006","0","1035"
"15001","91002","0","500","31025","0","1","5","500","0","2","8","-1","0","0","0","373","2","90006","0","1035"
"1","91002","0","5000","31022","0","1","30","5000","0","2","8","50","0","0","0","374","2","90006","0","1036"
"51","91002","0","4500","31022","0","1","25","4500","0","2","8","150","0","0","0","375","2","90006","0","1036"
"151","91002","0","4000","31022","0","1","20","4000","0","2","8","300","0","0","0","376","2","90006","0","1036"
"301","91002","0","3500","31022","0","1","18","3500","0","2","8","700","0","0","0","377","2","90006","0","1036"
"701","91002","0","3000","31022","0","1","16","3000","0","2","8","1500","0","0","0","378","2","90006","0","1036"
"1501","91002","0","2500","31022","0","1","14","2500","0","2","8","3000","0","0","0","379","2","90006","0","1036"
"3001","91002","0","2000","31022","0","1","12","2000","0","2","8","5000","0","0","0","380","2","90006","0","1036"
"5001","91002","0","1500","31022","0","1","10","1500","0","2","8","7000","0","0","0","381","2","90006","0","1036"
"7001","91002","0","1000","31022","0","1","8","1000","0","2","8","10000","0","0","0","382","2","90006","0","1036"
"10001","91002","0","750","31022","0","1","7","750","0","2","8","15000","0","0","0","383","2","90006","0","1036"
"15001","91002","0","500","31022","0","1","5","500","0","2","8","-1","0","0","0","384","2","90006","0","1036"
"1","91002","0","5000","31018","0","1","30","5000","0","2","8","100","0","0","0","385","2","90006","0","1037"
"101","91002","0","4500","31018","0","1","25","4500","0","2","8","300","0","0","0","386","2","90006","0","1037"
"301","91002","0","4000","31018","0","1","20","4000","0","2","8","500","0","0","0","387","2","90006","0","1037"
"501","91002","0","3500","31018","0","1","18","3500","0","2","8","1000","0","0","0","388","2","90006","0","1037"
"1001","91002","0","3000","31018","0","1","16","3000","0","2","8","2000","0","0","0","389","2","90006","0","1037"
"2001","91002","0","2500","31018","0","1","14","2500","0","2","8","4500","0","0","0","390","2","90006","0","1037"
"4501","91002","0","2000","31018","0","1","12","2000","0","2","8","7000","0","0","0","391","2","90006","0","1037"
"7001","91002","0","1500","31018","0","1","10","1500","0","2","8","10000","0","0","0","392","2","90006","0","1037"
"10001","91002","0","1000","31018","0","1","8","1000","0","2","8","15000","0","0","0","393","2","90006","0","1037"
"15001","91002","0","750","31018","0","1","7","750","0","2","8","20000","0","0","0","394","2","90006","0","1037"
"20001","91002","0","500","31018","0","1","5","500","0","2","8","-1","0","0","0","395","2","90006","0","1037"
"1","91002","0","5000","31043","0","1","30","5000","0","2","8","100","0","0","0","396","2","90006","0","1038"
"101","91002","0","4500","31043","0","1","25","4500","0","2","8","300","0","0","0","397","2","90006","0","1038"
"301","91002","0","4000","31043","0","1","20","4000","0","2","8","500","0","0","0","398","2","90006","0","1038"
"501","91002","0","3500","31043","0","1","18","3500","0","2","8","1000","0","0","0","399","2","90006","0","1038"
"1001","91002","0","3000","31043","0","1","16","3000","0","2","8","2000","0","0","0","400","2","90006","0","1038"
"2001","91002","0","2500","31043","0","1","14","2500","0","2","8","4500","0","0","0","401","2","90006","0","1038"
"4501","91002","0","2000","31043","0","1","12","2000","0","2","8","7000","0","0","0","402","2","90006","0","1038"
"7001","91002","0","1500","31043","0","1","10","1500","0","2","8","10000","0","0","0","403","2","90006","0","1038"
"10001","91002","0","1000","31043","0","1","8","1000","0","2","8","15000","0","0","0","404","2","90006","0","1038"
"15001","91002","0","750","31043","0","1","7","750","0","2","8","20000","0","0","0","405","2","90006","0","1038"
"20001","91002","0","500","31043","0","1","5","500","0","2","8","-1","0","0","0","406","2","90006","0","1038"
"1","91002","0","5000","31025","0","1","30","5000","0","2","8","100","0","0","0","407","2","90006","0","1039"
"101","91002","0","4500","31025","0","1","25","4500","0","2","8","300","0","0","0","408","2","90006","0","1039"
"301","91002","0","4000","31025","0","1","20","4000","0","2","8","500","0","0","0","409","2","90006","0","1039"
"501","91002","0","3500","31025","0","1","18","3500","0","2","8","1000","0","0","0","410","2","90006","0","1039"
"1001","91002","0","3000","31025","0","1","16","3000","0","2","8","2000","0","0","0","411","2","90006","0","1039"
"2001","91002","0","2500","31025","0","1","14","2500","0","2","8","4500","0","0","0","412","2","90006","0","1039"
"4501","91002","0","2000","31025","0","1","12","2000","0","2","8","7000","0","0","0","413","2","90006","0","1039"
"7001","91002","0","1500","31025","0","1","10","1500","0","2","8","10000","0","0","0","414","2","90006","0","1039"
"10001","91002","0","1000","31025","0","1","8","1000","0","2","8","15000","0","0","0","415","2","90006","0","1039"
"15001","91002","0","750","31025","0","1","7","750","0","2","8","20000","0","0","0","416","2","90006","0","1039"
"20001","91002","0","500","31025","0","1","5","500","0","2","8","-1","0","0","0","417","2","90006","0","1039"
"1","91002","0","5000","31042","0","1","30","5000","0","2","8","100","0","0","0","418","2","90006","0","1040"
"101","91002","0","4500","31042","0","1","25","4500","0","2","8","300","0","0","0","419","2","90006","0","1040"
"301","91002","0","4000","31042","0","1","20","4000","0","2","8","500","0","0","0","420","2","90006","0","1040"
"501","91002","0","3500","31042","0","1","18","3500","0","2","8","1000","0","0","0","421","2","90006","0","1040"
"1001","91002","0","3000","31042","0","1","16","3000","0","2","8","2000","0","0","0","422","2","90006","0","1040"
"2001","91002","0","2500","31042","0","1","14","2500","0","2","8","4500","0","0","0","423","2","90006","0","1040"
"4501","91002","0","2000","31042","0","1","12","2000","0","2","8","7000","0","0","0","424","2","90006","0","1040"
"7001","91002","0","1500","31042","0","1","10","1500","0","2","8","10000","0","0","0","425","2","90006","0","1040"
"10001","91002","0","1000","31042","0","1","8","1000","0","2","8","15000","0","0","0","426","2","90006","0","1040"
"15001","91002","0","750","31042","0","1","7","750","0","2","8","20000","0","0","0","427","2","90006","0","1040"
"20001","91002","0","500","31042","0","1","5","500","0","2","8","-1","0","0","0","428","2","90006","0","1040"
"1","91002","0","5000","31022","0","1","30","5000","0","2","8","100","0","0","0","429","2","90006","0","1041"
"101","91002","0","4500","31022","0","1","25","4500","0","2","8","300","0","0","0","430","2","90006","0","1041"
"301","91002","0","4000","31022","0","1","20","4000","0","2","8","500","0","0","0","431","2","90006","0","1041"
"501","91002","0","3500","31022","0","1","18","3500","0","2","8","1000","0","0","0","432","2","90006","0","1041"
"1001","91002","0","3000","31022","0","1","16","3000","0","2","8","2000","0","0","0","433","2","90006","0","1041"
"2001","91002","0","2500","31022","0","1","14","2500","0","2","8","4500","0","0","0","434","2","90006","0","1041"
"4501","91002","0","2000","31022","0","1","12","2000","0","2","8","7000","0","0","0","435","2","90006","0","1041"
"7001","91002","0","1500","31022","0","1","10","1500","0","2","8","10000","0","0","0","436","2","90006","0","1041"
"10001","91002","0","1000","31022","0","1","8","1000","0","2","8","15000","0","0","0","437","2","90006","0","1041"
"15001","91002","0","750","31022","0","1","7","750","0","2","8","20000","0","0","0","438","2","90006","0","1041"
"20001","91002","0","500","31022","0","1","5","500","0","2","8","-1","0","0","0","439","2","90006","0","1041"
"1","91002","0","5000","31043","0","1","30","5000","0","2","8","100","0","0","0","440","2","90006","0","1042"
"101","91002","0","4500","31043","0","1","25","4500","0","2","8","300","0","0","0","441","2","90006","0","1042"
"301","91002","0","4000","31043","0","1","20","4000","0","2","8","500","0","0","0","442","2","90006","0","1042"
"501","91002","0","3500","31043","0","1","18","3500","0","2","8","1000","0","0","0","443","2","90006","0","1042"
"1001","91002","0","3000","31043","0","1","16","3000","0","2","8","2000","0","0","0","444","2","90006","0","1042"
"2001","91002","0","2500","31043","0","1","14","2500","0","2","8","4500","0","0","0","445","2","90006","0","1042"
"4501","91002","0","2000","31043","0","1","12","2000","0","2","8","7000","0","0","0","446","2","90006","0","1042"
"7001","91002","0","1500","31043","0","1","10","1500","0","2","8","10000","0","0","0","447","2","90006","0","1042"
"10001","91002","0","1000","31043","0","1","8","1000","0","2","8","15000","0","0","0","448","2","90006","0","1042"
"15001","91002","0","750","31043","0","1","7","750","0","2","8","20000","0","0","0","449","2","90006","0","1042"
"20001","91002","0","500","31043","0","1","5","500","0","2","8","-1","0","0","0","450","2","90006","0","1042"
"1","91002","0","5000","31018","0","1","30","5000","0","2","8","100","0","0","0","451","2","90006","0","1043"
"101","91002","0","4500","31018","0","1","25","4500","0","2","8","300","0","0","0","452","2","90006","0","1043"
"301","91002","0","4000","31018","0","1","20","4000","0","2","8","500","0","0","0","453","2","90006","0","1043"
"501","91002","0","3500","31018","0","1","18","3500","0","2","8","1000","0","0","0","454","2","90006","0","1043"
"1001","91002","0","3000","31018","0","1","16","3000","0","2","8","2000","0","0","0","455","2","90006","0","1043"
"2001","91002","0","2500","31018","0","1","14","2500","0","2","8","4500","0","0","0","456","2","90006","0","1043"
"4501","91002","0","2000","31018","0","1","12","2000","0","2","8","7000","0","0","0","457","2","90006","0","1043"
"7001","91002","0","1500","31018","0","1","10","1500","0","2","8","10000","0","0","0","458","2","90006","0","1043"
"10001","91002","0","1000","31018","0","1","8","1000","0","2","8","15000","0","0","0","459","2","90006","0","1043"
"15001","91002","0","750","31018","0","1","7","750","0","2","8","20000","0","0","0","460","2","90006","0","1043"
"20001","91002","0","500","31018","0","1","5","500","0","2","8","-1","0","0","0","461","2","90006","0","1043"
"1","91002","0","5000","31025","0","1","30","5000","0","2","8","100","0","0","0","462","2","90006","0","1044"
"101","91002","0","4500","31025","0","1","25","4500","0","2","8","300","0","0","0","463","2","90006","0","1044"
"301","91002","0","4000","31025","0","1","20","4000","0","2","8","500","0","0","0","464","2","90006","0","1044"
"501","91002","0","3500","31025","0","1","18","3500","0","2","8","1000","0","0","0","465","2","90006","0","1044"
"1001","91002","0","3000","31025","0","1","16","3000","0","2","8","2000","0","0","0","466","2","90006","0","1044"
"2001","91002","0","2500","31025","0","1","14","2500","0","2","8","4500","0","0","0","467","2","90006","0","1044"
"4501","91002","0","2000","31025","0","1","12","2000","0","2","8","7000","0","0","0","468","2","90006","0","1044"
"7001","91002","0","1500","31025","0","1","10","1500","0","2","8","10000","0","0","0","469","2","90006","0","1044"
"10001","91002","0","1000","31025","0","1","8","1000","0","2","8","15000","0","0","0","470","2","90006","0","1044"
"15001","91002","0","750","31025","0","1","7","750","0","2","8","20000","0","0","0","471","2","90006","0","1044"
"20001","91002","0","500","31025","0","1","5","500","0","2","8","-1","0","0","0","472","2","90006","0","1044"
"1","91002","0","5000","31042","0","1","30","5000","0","2","8","100","0","0","0","473","2","90006","0","1045"
"101","91002","0","4500","31042","0","1","25","4500","0","2","8","300","0","0","0","474","2","90006","0","1045"
"301","91002","0","4000","31042","0","1","20","4000","0","2","8","500","0","0","0","475","2","90006","0","1045"
"501","91002","0","3500","31042","0","1","18","3500","0","2","8","1000","0","0","0","476","2","90006","0","1045"
"1001","91002","0","3000","31042","0","1","16","3000","0","2","8","2000","0","0","0","477","2","90006","0","1045"
"2001","91002","0","2500","31042","0","1","14","2500","0","2","8","4500","0","0","0","478","2","90006","0","1045"
"4501","91002","0","2000","31042","0","1","12","2000","0","2","8","7000","0","0","0","479","2","90006","0","1045"
"7001","91002","0","1500","31042","0","1","10","1500","0","2","8","10000","0","0","0","480","2","90006","0","1045"
"10001","91002","0","1000","31042","0","1","8","1000","0","2","8","15000","0","0","0","481","2","90006","0","1045"
"15001","91002","0","750","31042","0","1","7","750","0","2","8","20000","0","0","0","482","2","90006","0","1045"
"20001","91002","0","500","31042","0","1","5","500","0","2","8","-1","0","0","0","483","2","90006","0","1045"
"1","91002","0","5000","31022","0","1","30","5000","0","2","8","100","0","0","0","484","2","90006","0","1046"
"101","91002","0","4500","31022","0","1","25","4500","0","2","8","300","0","0","0","485","2","90006","0","1046"
"301","91002","0","4000","31022","0","1","20","4000","0","2","8","500","0","0","0","486","2","90006","0","1046"
"501","91002","0","3500","31022","0","1","18","3500","0","2","8","1000","0","0","0","487","2","90006","0","1046"
"1001","91002","0","3000","31022","0","1","16","3000","0","2","8","2000","0","0","0","488","2","90006","0","1046"
"2001","91002","0","2500","31022","0","1","14","2500","0","2","8","4500","0","0","0","489","2","90006","0","1046"
"4501","91002","0","2000","31022","0","1","12","2000","0","2","8","7000","0","0","0","490","2","90006","0","1046"
"7001","91002","0","1500","31022","0","1","10","1500","0","2","8","10000","0","0","0","491","2","90006","0","1046"
"10001","91002","0","1000","31022","0","1","8","1000","0","2","8","15000","0","0","0","492","2","90006","0","1046"
"15001","91002","0","750","31022","0","1","7","750","0","2","8","20000","0","0","0","493","2","90006","0","1046"
"20001","91002","0","500","31022","0","1","5","500","0","2","8","-1","0","0","0","494","2","90006","0","1046"
"1","91002","0","5000","31043","0","1","30","5000","0","2","8","100","0","0","0","495","2","90006","0","1047"
"101","91002","0","4500","31043","0","1","25","4500","0","2","8","300","0","0","0","496","2","90006","0","1047"
"301","91002","0","4000","31043","0","1","20","4000","0","2","8","500","0","0","0","497","2","90006","0","1047"
"501","91002","0","3500","31043","0","1","18","3500","0","2","8","1000","0","0","0","498","2","90006","0","1047"
"1001","91002","0","3000","31043","0","1","16","3000","0","2","8","2000","0","0","0","499","2","90006","0","1047"
"2001","91002","0","2500","31043","0","1","14","2500","0","2","8","4500","0","0","0","500","2","90006","0","1047"
"4501","91002","0","2000","31043","0","1","12","2000","0","2","8","7000","0","0","0","501","2","90006","0","1047"
