aa77f205d56789a5d4e0f20c4511109decd4107fb5794ac855d890abadf85113,de95e74baf452e99d35f199c71887e9ec8e571d15a2211402853574518789ad0,e9b1c8ad1683f17301762e7d55ce57c4ca119a86b86368f301b10488ff827ad5,fadefed80d55b1bec7e3242e7dac71d8ee60119266fbdf0c96ffe419930de9ff,e761191d54ffc9c5ffe13a7ac775b26ab5168441370b0d0056710a35d8e9e2b7,99fd95186da4c3afeca9b62d9758725d69ec6266aff68e464cb73e031f5c6be0,ad68071cfbe1085d9b4e337473dfd9bf1d4135b47b888dbd6758119f639007a9,7ca076144d9a7681987fb66598246a0ede028f8031307e40e19f83aa70630752,acc73b721f201d2957e36a331aca67008d592e60530f71a5b3951aa26db7458e,1d5a05a1307f02825a9e09083aa9a53d398ba893af331af50afa7d29f53df458,a48633e78962c25a81134a2ad81b812a47ccb65b9cb715d94d60a21ee04ed91d
"0","91","","","","","14114","","","","14114079"
"100911","3","0.2","wac_birthday_talk_smile","1","","14114","","","","14114080"
"vo_wac_14114","21","","vo_wac_14114_003","0","0","14114","","","","14114081"
"100911","11","0","で、でもその……みんな、ありがとう！\n内なる封印が解かれそうなほどの……\n望外の喜びだ！　だから……\n大切に食べる！　味わって食べるぞ！","10","1","14114","0","0.5","1","14114082"
"0","91","","","","","14114","","","","14114083"
"0","22","","","","","14114","","","","14114084"
"bgm_M321","25","","bgm_M321_2C","","","14314","","","","14314001"
"1","1","2","101711","250","-1000","14314","0","wac_birthday_idle_normal","-70","14314002"
"1","1","2","104311","256","200","14314","1","wac_birthday_idle_normal","-270","14314003"
"1","1","2","101011","258","320","14314","1","wac_birthday_idle_wish","-310","14314004"
"1","1","2","101411","257","450","14314","1","wac_birthday_idle_smile","-290","14314005"
"101711","13","","300","","","14314","","","","14314006"
"104311","13","","300","","","14314","","","","14314007"
"501","31","0","501","0","0","14314","","","1","14314008"
"600","31","1","600","0","0","14314","","","1","14314009"
"602","31","0","602","0","0","14314","","","1","14314010"
"603","31","0","603","0","0","14314","","","1","14314011"
"604","31","1","604","30","60","14314","","","1","14314012"
"613","31","1","613","0","0","14314","","","1","14314013"
"700","31","0","700","0","0","14314","","","1","14314014"
"701","31","0","701","0","0","14314","","","1","14314015"
"702","31","0","702","0","0","14314","","","1","14314016"
"800","31","0","800","0","0","14314","","","1","14314017"
"915","31","1","915","30","60","14314","","","1","14314018"
"1","93","","","","","14314","","","","14314019"
"101011","3","0.2","wac_birthday_reaction_03","0","wac_birthday_reaction_05","14314","0.2","","1","14314020"
"0.1","93","","","","","14314","","","","14314021"
"104311","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_03","14314","0.2","","1","14314022"
"101411","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","14314","0.2","","1","14314023"
"0.3","93","","","","","14314","","","","14314024"
"101711","3","0.2","wac_birthday_run_01","1","","14314","","","","14314025"
"101711","2","","0","-70","3","14314","","","","14314026"
"2.5","93","","","","","14314","","","","14314027"
"602","32","","1","","","14314","","","","14314028"
"0.6","93","","","","","14314","","","","14314029"
"501","32","","1","","","14314","","","","14314030"
"600","32","","0","","","14314","","","","14314031"
"613","32","","0","","","14314","","","","14314032"
"604","32","","0","","","14314","","","","14314033"
"701","32","","1","","","14314","","","","14314034"
"915","33","","0","0","0.01","14314","","","","14314035"
"101711","3","0.2","wac_birthday_blowout_02","0","wac_birthday_wish_02","14314","0.2","","1","14314036"
"101711","2","","-200","-330","0.01","14314","","","","14314037"
"104311","3","0.2","wac_birthday_idle_normal","1","","14314","","","","14314038"
"104311","2","","180","-320","0.01","14314","","","","14314039"
"101011","3","0.2","wac_birthday_idle_wish","1","","14314","","","","14314040"
"101011","2","","300","-360","0.01","14314","","","","14314041"
"101411","3","0.2","wac_birthday_idle_smile","1","","14314","","","","14314042"
"101411","2","","430","-340","0.01","14314","","","","14314043"
"0","93","","","","","14314","","","","14314044"
"800","32","","1","","","14314","","","","14314045"
"0.7","93","","","","","14314","","","","14314046"
"702","32","","1","","","14314","","","","14314047"
"0.5","93","","","","","14314","","","","14314048"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","14314","","","","14314049"
"701","32","","0","","","14314","","","","14314050"
"0.4","93","","","","","14314","","","","14314051"
"se_common","23","","se_sys_login_birthday_cracker","0","","14314","","","","14314052"
"700","32","","1","","","14314","","","","14314053"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","14314","","","","14314054"
"104311","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","14314","0.2","","1","14314055"
"0.1","93","","","","","14314","","","","14314056"
"101011","3","0.2","wac_birthday_clap_to_wish","0","wac_birthday_idle_wish","14314","0.2","","1","14314057"
"0.1","93","","","","","14314","","","","14314058"
"101411","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","14314","0.2","","1","14314059"
"2","93","","","","","14314","","","","14314060"
"1","131","","","","","14314","","","","14314061"
"vo_wac_14314","21","","vo_wac_14314_000","0","0","14314","","","","14314062"
"101711","11","0","わぁっ、この誕生日ケーキ……！\nみんなで作ってくれたさ～？\nこんなでっかいケーキ、\n見たことないさー！","10","1","14314","0","0.5","1","14314063"
"0","91","","","","","14314","","","","14314064"
"101711","3","0.2","wac_birthday_idle_kyapi","1","","14314","","","","14314065"
"104311","3","0.2","wac_birthday_talk_doya","1","","14314","","","","14314066"
"vo_wac_14314","21","","vo_wac_14314_001","0","0","14314","","","","14314067"
"104311","11","0","へへ、慣れないことしちまったけど、\nあたしもちょっと手伝ったんだぜ。\nその、いちご切ったりとかさ……\nほんのちょっとだけだけどな！","10","1","14314","0","0.5","1","14314068"
"0","91","","","","","14314","","","","14314069"
"104311","3","0.2","wac_birthday_idle_doya","1","","14314","","","","14314070"
"101711","3","0.2","wac_birthday_talk_smile","1","","14314","","","","14314071"
"vo_wac_14314","21","","vo_wac_14314_002","0","0","14314","","","","14314072"
"101711","11","0","えへへ、言葉にできないくらい\nうれしいさ～！　この気持ちを\nみんなに伝えるには……\n歌って踊るしかないさー！","10","1","14314","0","0.5","1","14314073"
"0","91","","","","","14314","","","","14314074"
"101711","3","0.2","wac_birthday_talk_kyapi","1","","14314","","","","14314075"
"vo_wac_14314","21","","vo_wac_14314_003","0","0","14314","","","","14314076"
"101711","11","0","ほら、みんなも歌ってほしいさ～！\nそうしてくれたら私、\n今までで一番の踊りを\n披露して見せるから！","10","1","14314","0","0.5","1","14314077"
"0","91","","","","","14314","","","","14314078"
"0","22","","","","","14314","","","","14314079"
"bgm_M321","25","","bgm_M321_2C","","","14714","","","","14714001"
"1","1","2","105611","250","-1000","14714","0","wac_birthday_idle_normal","-70","14714002"
"1","1","2","100911","256","170","14714","1","wac_birthday_idle_doya","-260","14714003"
"1","1","2","105111","259","250","14714","1","wac_birthday_idle_normal","-310","14714004"
"1","1","2","102711","257","370","14714","1","wac_birthday_idle_wish","-270","14714005"
"1","1","2","101311","258","500","14714","1","wac_birthday_idle_smile","-310","14714006"
"105611","13","","300","","","14714","","","","14714007"
"100911","13","","300","","","14714","","","","14714008"
"501","31","0","501","0","0","14714","","","1","14714009"
"600","31","1","600","0","0","14714","","","1","14714010"
"602","31","0","602","0","0","14714","","","1","14714011"
"603","31","0","603","0","0","14714","","","1","14714012"
"604","31","1","604","30","60","14714","","","1","14714013"
"613","31","1","613","0","0","14714","","","1","14714014"
"700","31","0","700","0","0","14714","","","1","14714015"
"701","31","0","701","0","0","14714","","","1","14714016"
"702","31","0","702","0","0","14714","","","1","14714017"
"800","31","0","800","0","0","14714","","","1","14714018"
"916","31","1","916","30","60","14714","","","1","14714019"
"1","93","","","","","14714","","","","14714020"
"105111","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_04","14714","0.2","","1","14714021"
"100911","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_03","14714","0.2","","1","14714022"
"0.1","93","","","","","14714","","","","14714023"
"102711","3","0.2","wac_birthday_reaction_05","0","wac_birthday_reaction_03","14714","0.2","","1","14714024"
"101311","3","0.2","wac_birthday_reaction_03","0","wac_birthday_reaction_05","14714","0.2","","1","14714025"
"0.3","93","","","","","14714","","","","14714026"
"105611","3","0.2","wac_birthday_run_01","1","","14714","","","","14714027"
"105611","2","","0","-70","3","14714","","","","14714028"
"2.5","93","","","","","14714","","","","14714029"
"602","32","","1","","","14714","","","","14714030"
"0.6","93","","","","","14714","","","","14714031"
"501","32","","1","","","14714","","","","14714032"
"600","32","","0","","","14714","","","","14714033"
"613","32","","0","","","14714","","","","14714034"
"604","32","","0","","","14714","","","","14714035"
"701","32","","1","","","14714","","","","14714036"
"916","33","","0","0","0.01","14714","","","","14714037"
"105611","3","0.2","wac_birthday_blowout_01","0","wac_birthday_wish_01","14714","0.2","","1","14714038"
"105611","2","","-200","-330","0.01","14714","","","","14714039"
"100911","3","0.2","wac_birthday_idle_doya","1","","14714","","","","14714040"
"100911","2","","150","-320","0.01","14714","","","","14714041"
"105111","3","0.2","wac_birthday_idle_normal","1","","14714","","","","14714042"
"105111","2","","260","-360","0.01","14714","","","","14714043"
"102711","3","0.2","wac_birthday_idle_wish","1","","14714","","","","14714044"
"102711","2","","380","-320","0.01","14714","","","","14714045"
"101311","3","0.2","wac_birthday_idle_smile","1","","14714","","","","14714046"
"101311","2","","500","-340","0.01","14714","","","","14714047"
"0","93","","","","","14714","","","","14714048"
"800","32","","1","","","14714","","","","14714049"
"0.7","93","","","","","14714","","","","14714050"
"702","32","","1","","","14714","","","","14714051"
"0.5","93","","","","","14714","","","","14714052"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","14714","","","","14714053"
"701","32","","0","","","14714","","","","14714054"
"0.4","93","","","","","14714","","","","14714055"
"se_common","23","","se_sys_login_birthday_cracker","0","","14714","","","","14714056"
"700","32","","1","","","14714","","","","14714057"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","14714","","","","14714058"
"100911","3","0.2","wac_birthday_clap","0","wac_birthday_idle_doya","14714","0.2","","1","14714059"
"102711","3","0.2","wac_birthday_clap_to_wish","0","wac_birthday_idle_wish","14714","0.2","","1","14714060"
"0.1","93","","","","","14714","","","","14714061"
"105111","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","14714","0.2","","1","14714062"
"0.1","93","","","","","14714","","","","14714063"
"101311","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","14714","0.2","","1","14714064"
"2","93","","","","","14714","","","","14714065"
"1","131","","","","","14714","","","","14714066"
"vo_wac_14714","21","","vo_wac_14714_000","0","0","14714","","","","14714067"
"105611","11","0","おっと……こいつは驚いた。\nまさかこんな仕込みをしていたなんて。\nアンタらの誕生日は覚えてたが、\n自分のはすっかり忘れちまってたよ。","10","1","14714","0","0.5","1","14714068"
"0","91","","","","","14714","","","","14714069"
"105611","3","0.2","wac_birthday_idle_smile","1","","14714","","","","14714070"
"100911","3","0.2","wac_birthday_talk_doya","1","","14714","","","","14714071"
"vo_wac_14714","21","","vo_wac_14714_001","0","0","14714","","","","14714072"
"100911","11","0","ふっ、ルカには日ごろ世話になってる\nからな！　生誕を祝うのは当然だ！\nちなみに私はローソクを立てたぞ！\n見ろ、完璧なバランスだろう！？","10","1","14714","0","0.5","1","14714073"
"0","91","","","","","14714","","","","14714074"
"100911","3","0.2","wac_birthday_idle_doya","1","","14714","","","","14714075"
"105611","3","0.2","wac_birthday_talk_smile","1","","14714","","","","14714076"
"vo_wac_14714","21","","vo_wac_14714_002","0","0","14714","","","","14714077"
"105611","11","0","ああ、たしかに、こいつはすごい。\nまるで絵の中から飛び出してきた\nみたいじゃないか……ありがとう。\n大切にいただくとするよ。","10","1","14714","0","0.5","1","14714078"
"0","91","","","","","14714","","","","14714079"
"105611","3","0.2","wac_birthday_talk_doya","1","","14714","","","","14714080"
"vo_wac_14714","21","","vo_wac_14714_003","0","0","14714","","","","14714081"
"105611","11","0","そら、アンタたちも食べな。\nせっかく用意してくれた\nごちそうなんだ。みんなで\n景気よく楽しもうじゃないか♪","10","1","14714","0","0.5","1","14714082"
"0","91","","","","","14714","","","","14714083"
"0","22","","","","","14714","","","","14714084"
"bgm_M321","25","","bgm_M321_2C","","","16114","","","","16114001"
"1","1","2","106811","250","-1000","16114","0","wac_birthday_idle_normal","-70","16114002"
"1","1","2","101111","256","230","16114","1","wac_birthday_idle_smile","-270","16114003"
"1","1","2","104911","257","410","16114","1","wac_birthday_idle_normal","-310","16114004"
"106811","13","","300","","","16114","","","","16114005"
"101111","13","","300","","","16114","","","","16114006"
"104911","13","","300","","","16114","","","","16114007"
"501","31","0","501","0","0","16114","","","1","16114008"
"600","31","1","600","0","0","16114","","","1","16114009"
"602","31","0","602","0","0","16114","","","1","16114010"
"603","31","0","603","0","0","16114","","","1","16114011"
"604","31","1","604","30","60","16114","","","1","16114012"
"613","31","1","613","0","0","16114","","","1","16114013"
"700","31","0","700","0","0","16114","","","1","16114014"
"701","31","0","701","0","0","16114","","","1","16114015"
"702","31","0","702","0","0","16114","","","1","16114016"
"800","31","0","800","0","0","16114","","","1","16114017"
"917","31","1","917","30","60","16114","","","1","16114018"
"1","93","","","","","16114","","","","16114019"
"104911","3","0.2","wac_birthday_reaction_05","0","wac_birthday_reaction_03","16114","0.2","","1","16114020"
"0.1","93","","","","","16114","","","","16114021"
"101111","3","0.2","wac_birthday_reaction_03","0","wac_birthday_reaction_05","16114","0.2","","1","16114022"
"0.3","93","","","","","16114","","","","16114023"
"106811","3","0.2","wac_birthday_run_01","1","","16114","","","","16114024"
"106811","2","","0","-70","3","16114","","","","16114025"
"2.5","93","","","","","16114","","","","16114026"
"602","32","","1","","","16114","","","","16114027"
"0.6","93","","","","","16114","","","","16114028"
"501","32","","1","","","16114","","","","16114029"
"600","32","","0","","","16114","","","","16114030"
"613","32","","0","","","16114","","","","16114031"
"604","32","","0","","","16114","","","","16114032"
"701","32","","1","","","16114","","","","16114033"
"917","33","","0","0","0.01","16114","","","","16114034"
"106811","3","0.2","wac_birthday_blowout_01","0","wac_birthday_wish_01","16114","0.2","","1","16114035"
"106811","2","","-200","-330","0.01","16114","","","","16114036"
"101111","3","0.2","wac_birthday_idle_smile","1","","16114","","","","16114037"
"101111","2","","180","-320","0.01","16114","","","","16114038"
"104911","3","0.2","wac_birthday_idle_normal","1","","16114","","","","16114039"
"104911","2","","320","-340","0.01","16114","","","","16114040"
"0","93","","","","","16114","","","","16114041"
"800","32","","1","","","16114","","","","16114042"
"0.7","93","","","","","16114","","","","16114043"
"702","32","","1","","","16114","","","","16114044"
"0.5","93","","","","","16114","","","","16114045"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","16114","","","","16114046"
"701","32","","0","","","16114","","","","16114047"
"0.4","93","","","","","16114","","","","16114048"
"se_common","23","","se_sys_login_birthday_cracker","0","","16114","","","","16114049"
"700","32","","1","","","16114","","","","16114050"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","16114","","","","16114051"
"101111","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","16114","0.2","","1","16114052"
"0.1","93","","","","","16114","","","","16114053"
"104911","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","16114","0.2","","1","16114054"
"2","93","","","","","16114","","","","16114055"
"1","131","","","","","16114","","","","16114056"
"vo_wac_16114","21","","vo_wac_16114_000","0","0","16114","","","","16114057"
"106811","11","0","これはこれは……驚いたね。\n立派なケーキじゃないか。\nわざわざ用意してくれたんだ？\n嬉しいことしてくれるねえ。","10","1","16114","0","0.5","1","16114058"
"0","91","","","","","16114","","","","16114059"
"106811","3","0.2","wac_birthday_idle_normal","1","","16114","","","","16114060"
"101111","3","0.2","wac_birthday_talk_smile","1","","16114","","","","16114061"
"vo_wac_16114","21","","vo_wac_16114_001","0","0","16114","","","","16114062"
"101111","11","0","マスターにはいつもお世話に\nなってますもんね♪\nお兄ちゃんと私たちみんなで\n作っちゃいました！","10","1","16114","0","0.5","1","16114063"
"0","91","","","","","16114","","","","16114064"
"101111","3","0.2","wac_birthday_idle_smile","1","","16114","","","","16114065"
"104911","3","0.2","wac_birthday_talk_wish","1","","16114","","","","16114066"
"vo_wac_16114","21","","vo_wac_16114_002","0","0","16114","","","","16114067"
"104911","11","0","クレープ屋さんで培った技術を\nふんだんにつぎ込んだ\nお姉ちゃんと弟くんとの愛の傑作だよ！\nさぁ、マスター。食べて食べて。","10","1","16114","0","0.5","1","16114068"
"0","91","","","","","16114","","","","16114069"
"104911","3","0.2","wac_birthday_idle_wish","1","","16114","","","","16114070"
"101111","3","0.2","wac_birthday_talk_doya","1","","16114","","","","16114071"
"vo_wac_16114","21","","vo_wac_16114_003","0","0","16114","","","","16114072"
"101111","11","0","妹も！　妹もいましたからね！\nお姉ちゃん！","10","1","16114","0","0.5","1","16114073"
"0","91","","","","","16114","","","","16114074"
"101111","3","0.2","wac_birthday_idle_doya","1","","16114","","","","16114075"
"106811","3","0.2","wac_birthday_talk_smile","1","","16114","","","","16114076"
"vo_wac_16114","21","","vo_wac_16114_004","0","0","16114","","","","16114077"
"106811","11","0","はは、これはアタシだけじゃあ\n食べきれないなあ。\nもちろん、手伝ってくれるん\nだよね、少年？","10","1","16114","0","0.5","1","16114078"
"0","91","","","","","16114","","","","16114079"
"0","22","","","","","16114","","","","16114080"
"bgm_M321","25","","bgm_M321_2C","","","16414","","","","16414001"
"1","1","2","105311","250","-1000","16414","0","wac_birthday_idle_normal","-70","16414002"
"1","1","2","103011","256","170","16414","1","wac_birthday_idle_doya","-260","16414003"
"1","1","2","100811","259","270","16414","1","wac_birthday_idle_smile","-310","16414004"
"1","1","2","104511","257","400","16414","1","wac_birthday_idle_normal","-270","16414005"
"1","1","2","105511","258","500","16414","1","wac_birthday_idle_wish","-310","16414006"
"105311","13","","300","","","16414","","","","16414007"
"103011","13","","300","","","16414","","","","16414008"
"501","31","0","501","0","0","16414","","","1","16414009"
"600","31","1","600","0","0","16414","","","1","16414010"
"602","31","0","602","0","0","16414","","","1","16414011"
"603","31","0","603","0","0","16414","","","1","16414012"
"604","31","1","604","30","60","16414","","","1","16414013"
"613","31","1","613","0","0","16414","","","1","16414014"
"700","31","0","700","0","0","16414","","","1","16414015"
"701","31","0","701","0","0","16414","","","1","16414016"
"702","31","0","702","0","0","16414","","","1","16414017"
"800","31","0","800","0","0","16414","","","1","16414018"
"918","31","1","918","30","60","16414","","","1","16414019"
"1","93","","","","","16414","","","","16414020"
"100811","3","0.2","wac_birthday_reaction_03","0","wac_birthday_reaction_05","16414","0.2","","1","16414021"
"103011","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","16414","0.2","","1","16414022"
"0.1","93","","","","","16414","","","","16414023"
"104511","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_04","16414","0.2","","1","16414024"
"105511","3","0.2","wac_birthday_reaction_05","0","wac_birthday_reaction_03","16414","0.2","","1","16414025"
"0.3","93","","","","","16414","","","","16414026"
"105311","3","0.2","wac_birthday_run_01","1","","16414","","","","16414027"
"105311","2","","0","-70","3","16414","","","","16414028"
"2.5","93","","","","","16414","","","","16414029"
"602","32","","1","","","16414","","","","16414030"
"0.6","93","","","","","16414","","","","16414031"
"501","32","","1","","","16414","","","","16414032"
"600","32","","0","","","16414","","","","16414033"
"613","32","","0","","","16414","","","","16414034"
"604","32","","0","","","16414","","","","16414035"
"701","32","","1","","","16414","","","","16414036"
"918","33","","0","0","0.01","16414","","","","16414037"
"105311","3","0.2","wac_birthday_blowout_03","0","wac_birthday_wish_01","16414","0.2","","1","16414038"
"105311","2","","-200","-330","0.01","16414","","","","16414039"
"103011","3","0.2","wac_birthday_idle_doya","1","","16414","","","","16414040"
"103011","2","","150","-320","0.01","16414","","","","16414041"
"100811","3","0.2","wac_birthday_idle_smile","1","","16414","","","","16414042"
"100811","2","","260","-360","0.01","16414","","","","16414043"
"104511","3","0.2","wac_birthday_idle_normal","1","","16414","","","","16414044"
"104511","2","","390","-320","0.01","16414","","","","16414045"
"105511","3","0.2","wac_birthday_idle_wish","1","","16414","","","","16414046"
"105511","2","","490","-340","0.01","16414","","","","16414047"
"0","93","","","","","16414","","","","16414048"
"800","32","","1","","","16414","","","","16414049"
"0.7","93","","","","","16414","","","","16414050"
"702","32","","1","","","16414","","","","16414051"
"0.5","93","","","","","16414","","","","16414052"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","16414","","","","16414053"
"701","32","","0","","","16414","","","","16414054"
"0.4","93","","","","","16414","","","","16414055"
"se_common","23","","se_sys_login_birthday_cracker","0","","16414","","","","16414056"
"700","32","","1","","","16414","","","","16414057"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","16414","","","","16414058"
"103011","3","0.2","wac_birthday_clap","0","wac_birthday_idle_doya","16414","0.2","","1","16414059"
"104511","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","16414","0.2","","1","16414060"
"0.1","93","","","","","16414","","","","16414061"
"100811","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","16414","0.2","","1","16414062"
"0.1","93","","","","","16414","","","","16414063"
"105511","3","0.2","wac_birthday_clap_to_wish","0","wac_birthday_idle_wish","16414","0.2","","1","16414064"
"2","93","","","","","16414","","","","16414065"
"1","131","","","","","16414","","","","16414066"
"vo_wac_16414","21","","vo_wac_16414_000","0","0","16414","","","","16414067"
"105311","11","0","私の誕生日祝い、だと……？\nな、なんと巨大なケーキだ！\nそれにとんでもなく香しい匂いが……！\nこれを私のために……？","10","1","16414","0","0.5","1","16414068"
"0","91","","","","","16414","","","","16414069"
"105311","3","0.2","wac_birthday_idle_smile","1","","16414","","","","16414070"
"103011","3","0.2","wac_birthday_talk_kyapi","1","","16414","","","","16414071"
"vo_wac_16414","21","","vo_wac_16414_001","0","0","16414","","","","16414072"
"103011","11","0","イエース！　スウィートなものを\nコレデモカとテンコ盛りにした、\nスペシャルスウィートケーキデス！\nお召し上がりクダサーイ！","10","1","16414","0","0.5","1","16414073"
"0","91","","","","","16414","","","","16414074"
"103011","3","0.2","wac_birthday_idle_kyapi","1","","16414","","","","16414075"
"105311","3","0.2","wac_birthday_talk_sad","1","","16414","","","","16414076"
"vo_wac_16414","21","","vo_wac_16414_002","0","0","16414","","","","16414077"
"105311","11","0","いったいどれだけ砂糖を使ったんだ！？\n尋常じゃなく甘い匂いがする……\nくぅっ、甘味は控え目にと歯医者さんに\n言われたばかりなのに……！","10","1","16414","0","0.5","1","16414078"
"0","91","","","","","16414","","","","16414079"
"105311","3","0.2","wac_birthday_talk_doya","1","","16414","","","","16414080"
"vo_wac_16414","21","","vo_wac_16414_003","0","0","16414","","","","16414081"
"105311","11","0","し、しかし……部下の気持ちを\n無下にしてはいけないな！\nうむ、それなら完食もやむなしだ！\n早速いただくとしよう！","10","1","16414","0","0.5","1","16414082"
"0","91","","","","","16414","","","","16414083"
"0","22","","","","","16414","","","","16414084"
"bgm_M321","25","","bgm_M321_2C","","","16614","","","","16614001"
"1","1","2","102711","250","-1000","16614","0","wac_birthday_idle_normal","-70","16614002"
"1","1","2","105611","256","170","16614","1","wac_birthday_idle_smile","-260","16614003"
"1","1","2","100911","259","270","16614","1","wac_birthday_idle_doya","-310","16614004"
"1","1","2","105111","257","380","16614","1","wac_birthday_idle_normal","-270","16614005"
"1","1","2","101311","258","510","16614","1","wac_birthday_idle_kyapi","-310","16614006"
"102711","13","","300","","","16614","","","","16614007"
"105611","13","","300","","","16614","","","","16614008"
"501","31","0","501","0","0","16614","","","1","16614009"
"600","31","1","600","0","0","16614","","","1","16614010"
"602","31","0","602","0","0","16614","","","1","16614011"
"603","31","0","603","0","0","16614","","","1","16614012"
"604","31","1","604","30","60","16614","","","1","16614013"
"613","31","1","613","0","0","16614","","","1","16614014"
"700","31","0","700","0","0","16614","","","1","16614015"
"701","31","0","701","0","0","16614","","","1","16614016"
"702","31","0","702","0","0","16614","","","1","16614017"
"800","31","0","800","0","0","16614","","","1","16614018"
"919","31","1","919","30","60","16614","","","1","16614019"
"1","93","","","","","16614","","","","16614020"
"100911","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","16614","0.2","","1","16614021"
"105611","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_03","16614","0.2","","1","16614022"
"0.1","93","","","","","16614","","","","16614023"
"105111","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_04","16614","0.2","","1","16614024"
"101311","3","0.2","wac_birthday_reaction_03","0","wac_birthday_reaction_05","16614","0.2","","1","16614025"
"0.3","93","","","","","16614","","","","16614026"
"102711","3","0.2","wac_birthday_run_01","1","","16614","","","","16614027"
"102711","2","","0","-70","3","16614","","","","16614028"
"2.5","93","","","","","16614","","","","16614029"
"602","32","","1","","","16614","","","","16614030"
"0.6","93","","","","","16614","","","","16614031"
"501","32","","1","","","16614","","","","16614032"
"600","32","","0","","","16614","","","","16614033"
"613","32","","0","","","16614","","","","16614034"
"604","32","","0","","","16614","","","","16614035"
"701","32","","1","","","16614","","","","16614036"
"919","33","","0","0","0.01","16614","","","","16614037"
"102711","3","0.2","wac_birthday_eriko_blowout_03","0","wac_birthday_eriko_wish_04","16614","0.2","","1","16614038"
"102711","2","","-200","-330","0.01","16614","","","","16614039"
"105611","3","0.2","wac_birthday_idle_smile","1","","16614","","","","16614040"
"105611","2","","150","-320","0.01","16614","","","","16614041"
"100911","3","0.2","wac_birthday_idle_doya","1","","16614","","","","16614042"
"100911","2","","250","-360","0.01","16614","","","","16614043"
"105111","3","0.2","wac_birthday_idle_normal","1","","16614","","","","16614044"
"105111","2","","370","-320","0.01","16614","","","","16614045"
"101311","3","0.2","wac_birthday_idle_kyapi","1","","16614","","","","16614046"
"101311","2","","490","-340","0.01","16614","","","","16614047"
"0","93","","","","","16614","","","","16614048"
"800","32","","1","","","16614","","","","16614049"
"0.7","93","","","","","16614","","","","16614050"
"702","32","","1","","","16614","","","","16614051"
"0.5","93","","","","","16614","","","","16614052"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","16614","","","","16614053"
"701","32","","0","","","16614","","","","16614054"
"0.4","93","","","","","16614","","","","16614055"
"se_common","23","","se_sys_login_birthday_cracker","0","","16614","","","","16614056"
"700","32","","1","","","16614","","","","16614057"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","16614","","","","16614058"
"105611","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","16614","0.2","","1","16614059"
"105111","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","16614","0.2","","1","16614060"
"0.1","93","","","","","16614","","","","16614061"
"100911","3","0.2","wac_birthday_clap","0","wac_birthday_idle_doya","16614","0.2","","1","16614062"
"0.1","93","","","","","16614","","","","16614063"
"101311","3","0.2","wac_birthday_clap","0","wac_birthday_idle_kyapi","16614","0.2","","1","16614064"
"2","93","","","","","16614","","","","16614065"
"1","131","","","","","16614","","","","16614066"
"vo_wac_16614","21","","vo_wac_16614_000","0","0","16614","","","","16614067"
"102711","11","0","誕生、日……？\n私のですか？\nなぜそんなことを\n覚えているのですか？","10","1","16614","0","0.5","1","16614068"
"0","91","","","","","16614","","","","16614069"
"102711","3","0.2","wac_birthday_eriko_idle_wish","1","","16614","","","","16614070"
"105611","3","0.2","wac_birthday_talk_doya","1","","16614","","","","16614071"
"vo_wac_16614","21","","vo_wac_16614_001","0","0","16614","","","","16614072"
"105611","11","0","なぜって、同じギルドの\nメンバーじゃないか。\nいつも身を挺して戦ってくれてる\nアンタに、心ばかりのお礼だよ。","10","1","16614","0","0.5","1","16614073"
"0","91","","","","","16614","","","","16614074"
"105611","3","0.2","wac_birthday_idle_doya","1","","16614","","","","16614075"
"102711","3","0.2","wac_birthday_talk_normal","1","","16614","","","","16614076"
"vo_wac_16614","21","","vo_wac_16614_002","0","0","16614","","","","16614077"
