754afb93d33801ce739e0acb0a69f5b987d76ac3b1ec60f0f7a224b0a7bf57e8,e223663dda3b53ae488d7664b6dc60b44852cdbb33d2d2bb96d2ce23509c94a1,141d88da25192cf4b4b5c3de2b75bb6df81f2642e30e723d93194eaa8608ff34,e48e457fad48f9e8ff61b6127d1397d223ff3e96e0a1a45788566c34c047045d,cc1e772d6932fc9776a826864d9e6121cda05b1f739e146e725597f96fcdbc2f
"12","48","107801","1","キャル（サマー）"
"13","48","107901","1","タマキ（サマー）"
"14","48","108101","1","シノブ（ハロウィン）"
"15","48","108301","1","ミサキ（ハロウィン）"
"16","48","108401","1","チカ（クリスマス）"
"17","48","108601","1","アヤネ（クリスマス）"
"18","48","108701","1","ヒヨリ（ニューイヤー）"
"19","48","108801","1","ユイ（ニューイヤー）"
"20","48","109101","1","シズル（バレンタイン）"
"21","48","109201","1","アン"
"22","48","109401","1","グレア"
"23","48","109501","1","クウカ（オーエド）"
"24","48","109601","1","ニノン（オーエド）"
"25","48","110001","1","スズナ（サマー）"
"26","48","110301","1","サレン（サマー）"
"27","48","110401","1","マコト（サマー）"
"28","48","110601","1","マホ（サマー）"
"29","48","110701","1","アオイ（編入生）"
"30","48","110801","1","クロエ"
"31","48","110901","1","チエル"
"32","48","111001","1","ユニ"
"33","48","111101","1","キョウカ（ハロウィン）"
"34","48","111301","1","ミミ（ハロウィン）"
"35","48","111401","1","ルナ"
"36","48","111501","1","クリスティーナ（クリスマス）"
"37","48","111701","1","イリヤ（クリスマス）"
"38","48","111801","1","ペコリーヌ（ニューイヤー）"
"39","48","111901","1","コッコロ（ニューイヤー）"
"40","48","112001","1","キャル（ニューイヤー）"
"41","48","112201","1","カスミ（マジカル）"
"42","48","112701","1","リン（レンジャー）"
"43","48","112801","1","マヒル（レンジャー）"
"44","48","112901","1","リノ（ワンダー）"
"45","48","113101","1","ルカ（サマー）"
"46","48","113301","1","ナナカ（サマー）"
"47","48","113401","1","ハツネ（サマー）"
"48","48","113601","1","ジュン（サマー）"
"49","48","113701","1","アカリ（エンジェル）"
"50","48","113801","1","ヨリ（エンジェル）"
"51","48","113901","1","ツムギ（ハロウィン）"
"52","48","114001","1","レイ（ハロウィン）"
"53","48","114201","1","モニカ（マジカル）"
"54","48","114301","1","トモ（マジカル）"
"55","48","114401","1","アキノ（クリスマス）"
"56","48","114501","1","サレン（クリスマス）"
"57","48","115001","1","ネネカ（ニューイヤー）"
"58","48","115501","1","コッコロ（儀装束）"
"59","48","115701","1","カスミ（サマー）"
"60","48","115901","1","マコト（シンデレラ）"
"61","48","116001","1","マホ（シンデレラ）"
"62","48","116201","1","クロエ（聖学祭）"
"63","48","116301","1","チエル（聖学祭）"
"64","48","116401","1","ユニ（聖学祭）"
"65","48","116501","1","イノリ（タイムトラベル）"
"66","48","116601","1","カヤ（タイムトラベル）"
"67","48","116701","1","アオイ（作業服）"
"68","48","116901","1","ミフユ（作業服）"
"69","48","117001","1","エリコ（サマー）"
"70","48","117101","1","シズル（サマー）"
"71","48","117201","1","ノゾミ（サマー）"
"72","48","117301","1","チカ（サマー）"
"73","48","117501","1","ミツキ（オーエド）"
"74","48","117601","1","ユキ（オーエド）"
"75","48","117701","1","カオリ（ハロウィン）"
"76","48","117901","1","スズナ（ハロウィン）"
"77","48","118001","1","クレジッタ"
"78","48","119001","1","イオ（ノワール）"
"79","48","119101","1","クウカ（ノワール）"
"80","48","119301","1","リノ（クリスマス）"
"81","48","119901","1","ミヤコ（クリスマス）"
"82","48","120001","1","シズル（ノワール）"
"83","48","120701","1","シェフィ（ニューイヤー）"
"84","48","120901","1","イリヤ（ニューイヤー）"
"85","48","121001","1","ペコリーヌ（オーバーロード）"
"86","48","121101","1","キャル（オーバーロード）"
"87","48","121301","1","クルミ（ステージ）"
"88","48","121401","1","ミサキ（ステージ）"
"89","48","121501","1","アユミ（怪盗）"
"90","48","121601","1","イノリ（怪盗）"
"91","48","121901","1","アンナ（パイレーツ）"
"92","48","122001","1","シノブ（パイレーツ）"
"93","48","122201","1","ユカリ（キャンプ）"
"94","48","122301","1","ヴァンピィ"
"95","48","122501","1","レイ（サマー）"
"96","48","122601","1","ユイ（サマー）"
"97","48","122701","1","キョウカ（サマー）"
"98","48","122901","1","ミミ（サマー）"
"99","48","123101","1","マホ（エクスプローラー）"
"100","48","123201","1","アヤネ（エクスプローラー）"
"101","48","123301","1","ネア"
"102","48","123601","1","トモ（ハロウィン）"
"103","48","123701","1","ナナカ（ハロウィン）"
"104","48","123801","1","クリスティーナ（ワイルド）"
"105","48","123901","1","マツリ（ワイルド）"
"106","48","124001","1","アカリ（クリスマス）"
"107","48","124201","1","ジュン（クリスマス）"
"108","48","124501","1","ホマレ（ニューイヤー）"
"109","48","124601","1","ミサト（ニューイヤー）"
"110","48","124801","1","ノゾミ（リベレイター）"
"111","48","125001","1","ムイミ（リベレイター）"
"112","48","125101","1","タマキ（カフェ）"
"113","48","125201","1","モニカ（カフェ）"
"114","48","125301","1","コッコロ（レンジャー）"
"115","48","125401","1","シオリ（レンジャー）"
"116","48","125501","1","ジータ（ウォーロック）"
"117","48","125601","1","ビカラ"
"118","48","125801","1","リリ（フォールン）"
"119","48","126001","1","クリア（フォールン）"
"120","48","126101","1","プレシア（フォールン）"
"121","48","126201","1","イリヤ（儀装束）"
"122","48","126301","1","ユキ（儀装束）"
"123","48","126601","1","ネネカ（サマー）"
"124","48","126801","1","ユカリ（サマー）"
"125","48","126901","1","ランファ（サマー）"
"126","48","127101","1","シノブ（サマー）"
"127","48","127201","1","キャル（編入生）"
"128","48","127301","1","スズナ（編入生）"
"129","48","127501","1","サレン（サラサリア）"
"130","48","127601","1","ルカ（サラサリア）"
"131","48","127701","1","リンド"
"132","48","127801","1","ヴルム"
"133","48","127901","1","ペコリーヌ（クリスマス）"
"134","48","128001","1","クレジッタ（クリスマス）"
"135","48","128401","1","ハツネ（ニューイヤー）"
"136","48","128501","1","カスミ（ニューイヤー）"
"137","48","128701","1","ヒヨリ（アストラル）"
"138","48","128901","1","ユイ（アストラル）"
"139","48","129301","1","ユニ（ウィンター）"
"140","48","129401","1","クロエ（ウィンター）"
"141","48","129501","1","チエル（ウィンター）"
"142","48","129801","1","マコト（コマンダー）"
"143","48","129901","1","エリコ（コマンダー）"
"144","48","130001","1","ヤマト"
"145","48","130101","1","ワカナ"
"146","48","130201","1","フブキ"
"147","48","130701","1","キョウカ（スプリング）"
"148","48","130801","1","スズメ（スプリング）"
"149","48","130901","1","クルル"
"150","48","131001","1","マホ（ドリームパーク）"
"151","48","131101","1","ネア（サマー）"
"152","48","131201","1","ミソラ（サマー）"
"153","48","131601","1","リリ（サマー）"
"154","48","131701","1","アメス（サマー）"
"155","48","131801","1","ホマレ（サマー）"
"156","48","132201","1","ノゾミ（アルケミスト）"
"157","48","132801","1","ライラエル（クリスマス）"
"158","48","132901","1","イオ（クリスマス）"
"159","48","133501","1","サレン（ニューイヤー）"
"160","48","133601","1","メドゥーサ"
"161","48","133701","1","ラビリスタ（アルファ）"
"162","48","133801","1","ネネカ（アルファ）"
"163","48","133901","1","クリスティーナ（アルファ）"
"164","48","134401","1","チカ（儀装束）"
"1","49","117001","1","エリコ（サマー）"
"2","49","117101","1","シズル（サマー）"
"3","49","127101","1","シノブ（サマー）"
"4","49","126901","1","ランファ（サマー）"
"5","49","122901","1","ミミ（サマー）"
"6","49","122501","1","レイ（サマー）"
"7","49","117201","1","ノゾミ（サマー）"
"1","50","134301","1","ランファ（儀装束）"
"2","50","118001","1","クレジッタ"
"3","50","123301","1","ネア"
"4","50","127201","1","キャル（編入生）"
"5","50","113401","1","ハツネ（サマー）"
"6","50","113601","1","ジュン（サマー）"
"1","51","109901","1","エミリア"
"2","51","109701","1","レム"
"3","51","132101","1","レム（サマー）"
"4","51","132001","1","エキドナ（サマー）"
"1","52","132201","1","ノゾミ（アルケミスト）"
"2","52","127701","1","リンド"
"3","52","127801","1","ヴルム"
"4","52","113901","1","ツムギ（ハロウィン）"
"1","53","134701","1","ホウオウ"
"2","53","134501","1","クローチェ（エアリアル）"
"3","53","134601","1","アオイ（パイロット）"
"4","53","130101","1","ワカナ"
"5","53","130001","1","ヤマト"
"6","53","130201","1","フブキ"
"7","53","123801","1","クリスティーナ（ワイルド）"
