b4aa905035b327ee736d1f8edf89faef13491eec2840e8deb992987537eef49e,fc475327134b605741616aa289fbe1ab138cd0fc02f1548f6544a98026b95e53,ae63b33a915eae53d487b13b01c832bb6ffaa5b2b8a27cfac360f2a3cca992f4,a9f66c8619d5df483e68574b7062ba3020ecd515730e26060a8d9cdf48e5b483,81ac90cd49976afed47cc29b0625cfca4610cdf89eb9d73f9547813bd6f76076,b6de204641f8be44d2af43efad2d6bfba978c5bc6f1f87538cf870f45f323dc7,af7c9dc93334bf1a30727df0e4a96a75db41a94c36387d2e8e56efc31d1d9bc8,d446435c9356c61bdc4ece806d4255953943f2ed504997e6beeaaa20d3ac1d8d,0ad3286952910de14b9489819e2fd7385207bbc0e2284423c6092331463a715e,a3f459f6eccc9ad79be5ae5f86407193115a8602c4524fc9cbeff853eb112f2a,10f28aac2cf884c1553f2287b1195ed63494c70588d7d89e1f0d8b193e185995,bbb1fec810c063829bfab9b5d0d379be272feb29fae71185aa7ddd094c9c9549,dd5718b5557c30e2d6f2e053d447f457a4c8aae77421a6a08e5ac53c6093a035,9a83001a0fcde4c7d5a795a559d4ed731250d725d1229574708e4a331348544f,bf2f27166e54b99bfd7416b48895f88eb03386cd37bd3a5a2ce3c98f11575a75,99f31f3e7ed7c6e5d1708fe69c262b2d5970310f27594cf0300984b172515ccd,3be68fbd7a5b057958fb05e472774391ccf7fb637c1e7c2169a11defd6d6bc3c,e6e72111dce420bbd097f131b9c16ce90dd9cccb4b3e692b526a488fdd95078a,a600c471378db333d645cb5936217ef140d618db6bedf636349518e125191c56,407160c9a46f94546459d042a88a1d276e6375408452e9108c88b59b771de09b,25b53862fa6cabadcb81c2e92eb5d5273bddd60df8fbfbf291b69988c0493954
"109700103","800","0","1","25","0","0","0","3","物理ダメージ+{0}","2","0","0","範囲内のその他の敵すべてに{0}の物理ダメージ","1","1","0","25","99","1","1"
"109700201","-1","0","1","15","0","0","0","3","物理ダメージ+{0}","1.2","0","0","敵単体に{0}の物理ダメージ","1","1","0","15","1","1","1"
"109700202","-1","0","8","0","0","0","0","3","凍結の確定成功Ｌｖ+1","3","0","0","敵単体を一定時間行動不能にする","1","1","1","0","1","4","1"
"109700301","2160","0","4","7.5","0","0","0","5","ＨＰ回復量+{0}","7.5","0","1","味方単体のＨＰを{0}回復","1","2","0","1","1","1","2"
"109701101","2160","0","23","2","109701103","0","0","3","","0","109701102","0","","1","1","0","1","99","100","1"
"109701102","2160","0","1","45","0","0","0","3","物理ダメージ+{0}","3.6","0","0","範囲内の行動不能の敵すべてに{0}の物理ダメージ","1","1","0","45","99","1","1"
"109701103","2160","0","1","25","0","0","0","3","物理ダメージ+{0}","2","0","0","範囲内のその他の敵すべてに{0}の物理ダメージ","1","1","0","25","99","1","1"
"109701104","2160","0","7","0","0","0","0","4","","0","0","0","","1","1","0","0","1","1","1"
"109701105","50","0","1","45","0","0","0","1","物理ダメージ+{0}","3.6","0","0","範囲内の敵すべてに{0}の物理ダメージ","1","1","0","45","99","1","2"
"109701201","-1","0","7","0","0","0","0","3","","0","0","0","","1","1","0","0","1","1","1"
"109701202","150","0","1","20","0","0","0","3","物理ダメージ+{0}","1.6","0","0","範囲内の敵すべてに{0}の物理ダメージ","1","1","0","20","99","1","2"
"109701203","150","0","8","0","0","0","0","3","凍結の確定成功Ｌｖ+1","4","0","0","範囲内の敵を一定時間行動不能にする","1","1","1","0","99","4","2"
"109750101","0","0","90","15","0","0","0","0","物理攻撃力アップ+{0}","15","0","1","自分の物理攻撃力を{0}アップ","1","0","0","1","0","2","0"
"109751101","0","0","90","240","0","0","0","0","物理攻撃力アップ+{0}","15","0","1","自分の物理攻撃力を{0}アップ","1","0","0","1","0","2","0"
"109800101","2160","0","1","12","0","0","0","3","魔法ダメージ+{0}","1.08","0","0","敵全体に{0}の魔法ダメージ","1","1","0","12","99","2","3"
"109800102","2160","0","8","0","0","0","0","3","束縛の確定成功Ｌｖ+1","4","0","0","敵全体を一定時間行動不能にする","1","1","0","0","99","5","3"
"109800201","-1","0","23","2","109800203","0","0","3","","0","109800202","0","","1","1","0","1","1","100","1"
"109800202","-1","0","1","30","0","0","0","3","魔法ダメージ+{0}","2.4","0","0","敵単体に、行動不能の時{0}の魔法ダメージ","1","1","0","30","1","2","1"
"109800203","-1","0","1","15","0","0","0","3","魔法ダメージ+{0}","1.2","0","0","敵単体に、行動不能でない時{0}の魔法ダメージ","1","1","0","15","1","2","1"
"109800204","-1","0","3","0","0","0","0","3","","500","0","0","","1","1","0","300","1","3","1"
"109800205","-1","0","3","0","0","0","0","3","","500","0","0","","1","1","0","150","1","3","1"
"109800301","2160","0","56","1","0","0","0","14","確定成功Ｌｖ+1","0","0","0","敵単体に次の物理攻撃が確定で回避される状態を付与する","1","1","0","2","1","1","3"
"109801101","2160","0","1","22.5","0","0","0","3","魔法ダメージ+{0}","1.8","0","0","敵全体に{0}の魔法ダメージ","1","1","0","22.5","99","2","3"
"109801102","2160","0","8","0","0","0","0","3","束縛の確定成功Ｌｖ+1","5","0","0","敵全体を一定時間行動不能にする","1","1","0","0","99","5","3"
"109801103","2160","0","3","0","0","0","0","3","","1500","0","0","","1","1","0","750","99","3","3"
"109801201","-1","0","23","2","109801203","0","0","3","","0","109801202","0","","1","1","0","1","1","100","1"
"109801202","-1","0","1","60","0","0","0","3","魔法ダメージ+{0}","4.8","0","0","敵単体に、行動不能の時{0}の魔法ダメージ","1","1","0","60","1","2","1"
"109801203","-1","0","1","30","0","0","0","3","魔法ダメージ+{0}","2.4","0","0","敵単体に、行動不能でない時{0}の魔法ダメージ","1","1","0","30","1","2","1"
"109801204","-1","0","3","0","0","0","0","3","","1000","0","0","","1","1","0","600","1","3","1"
"109801205","-1","0","3","0","0","0","0","3","","750","0","0","","1","1","0","225","1","3","1"
"109850101","0","0","90","15","0","0","0","0","魔法攻撃力アップ+{0}","15","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","4","0"
"109851101","0","0","90","240","0","0","0","0","魔法攻撃力アップ+{0}","15","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","4","0"
"109900101","2160","0","4","15","0","0","0","25","ＨＰ回復量+{0}","15","0","1.5","味方単体のＨＰを{0}回復","1","2","0","1","1","2","2"
"109900102","2160","0","10","0.9","0","0","0","3","物理防御力アップ+{0}","0.9","1","18","味方全体の物理防御力を{0}アップ","1","2","0","1","99","20","3"
"109900103","2160","0","10","0.9","0","0","0","3","魔法防御力アップ+{0}","0.9","1","18","味方全体の魔法防御力を{0}アップ","1","2","0","1","99","40","3"
"109900201","-1","0","1","15","0","0","0","3","魔法ダメージ+{0}","1.2","0","0","敵単体に{0}の魔法ダメージ","1","1","0","15","1","2","1"
"109900202","0","0","10","11","0","0","0","7","魔法攻撃力アップ+{0}","11","1","12","自分の魔法攻撃力を{0}アップ","1","2","1","1","1","30","3"
"109900301","1000","0","1","7.5","0","0","0","2","魔法ダメージ+{0}","0.6","0","0","敵単体に{0}の魔法ダメージ","1","1","0","7.5","1","2","1"
"109900302","1000","0","1","7.5","0","0","0","2","魔法ダメージ+{0}","0.6","0","0","敵単体に{0}の魔法ダメージ","1","1","0","7.5","1","2","1"
"109900303","1000","0","1","7.5","0","0","0","2","魔法ダメージ+{0}","0.6","0","0","敵単体に{0}の魔法ダメージ","1","1","0","7.5","1","2","1"
"109900304","1000","0","1","7.5","0","0","0","2","魔法ダメージ+{0}","0.6","0","0","敵単体に{0}の魔法ダメージ","1","1","0","7.5","1","2","1"
"109901101","2160","0","4","15","0","0","0","25","ＨＰ回復量+{0}","15","0","1.5","味方単体のＨＰを{0}回復","1","2","0","1","1","2","2"
"109901102","2160","0","10","1.1","0","0","0","3","物理防御力アップ+{0}","1.1","1","18","味方全体の物理・魔法防御力を{0}アップ","1","2","0","1","99","20","3"
"109901103","2160","0","10","1.1","0","0","0","3","魔法防御力アップ+{0}","1.1","1","18","","1","2","0","1","99","40","3"
"109901104","2160","0","10","50","0","0","0","3","魔法攻撃力アップ+{0}","50","1","18","味方全体の魔法攻撃力を{0}アップ","1","2","0","1","99","30","3"
"109901105","2160","0","48","1.6","0","0","18.5","3","回復量+{0}","0.08","1","0","毎秒ＨＰを{0}回復する","1","2","0","1.6","99","2","3"
"109901106","2160","0","6","45","0","0","0","3","無効ダメージ量+{0}","18","0","0","{0}ダメージ分の物魔無効バリアを展開する","1","2","0","45","99","5","3"
"109901107","2160","0","35","188","0","0","0","7","","180","0","1","自分に情熱の花束を付与する","1","2","0","1","1","0","3"
"109901108","0","0","45","0","0","0","0","7","","0","0","0","","1","2","0","1","1","1","1"
"109901109","0","0","28","0","109901110","0","0","7","","0","0","0","","1","2","0","0","1","1211","1"
"109901110","2160","0","22","0","0","0","0","7","","0","10990102","0","","1","2","0","-1","1","1","3"
"109901201","-1","0","1","45","0","0","0","3","魔法ダメージ+{0}","3.6","0","0","敵単体に{0}の魔法ダメージ","1","1","0","45","1","2","1"
"109901202","0","0","10","42","0","0","0","7","魔法攻撃力アップ+{0}","42","1","12","自分の魔法攻撃力を{0}アップ","1","2","1","1","1","30","3"
"109910101","2160","0","28","2","109910103","0","0","7","","1","109910102","0","","1","2","0","1","1","6188","3"
"109910102","-1","0","1","45","0","0","0","3","魔法ダメージ+{0}","3.6","0","0","敵単体に{0}の魔法ダメージ","1","1","0","45","1","2","1"
"109910103","-1","0","1","0","0","0","0","3","魔法ダメージ+{0}","1","0","0","敵単体に{0}の魔法ダメージ","1","1","0","0","1","2","1"
"109950101","0","0","90","15","0","0","0","0","魔法攻撃力アップ+{0}","15","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","4","0"
"109951101","0","0","90","240","0","0","0","0","魔法攻撃力アップ+{0}","15","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","4","0"
"110000101","0","0","28","2","110000102","0","0","7","","0","110000103","0","","1","2","0","1","1","1211","3"
"110000102","-1","0","1","60","0","0","0","3","物理ダメージ+{0}","4.8","0","0","敵単体に{0}の物理ダメージ","1","1","0","60","1","1","1"
"110000103","-1","0","1","60","0","0","1","3","","4.8","0","0","","1","1","0","60","1","1","1"
"110000201","-1","0","1","8","0","0","0","3","物理ダメージ+{0}","0.6","0","0","敵単体に{0}の物理ダメージを３回与える","1","1","0","8","1","1","1"
"110000202","-1","0","1","8","0","0","0","3","","0.6","0","0","","1","1","0","8","1","1","1"
"110000203","-1","0","1","8","0","0","0","3","","0.6","0","0","","1","1","0","8","1","1","1"
"110000301","0","0","10","32","0","0","0","7","物理攻撃力アップ+{0}","32","1","180","自分の物理攻撃力を{0}アップ","1","2","1","1","1","10","3"
"110000302","0","0","45","0","0","0","0","7","","0","0","0","","1","2","0","1","1","1","3"
"110000303","0","0","16","0","0","0","0","7","","0","0","0","自分のＴＰを全回復","1","2","1","1000","1","1","3"
"110001201","-1","0","1","10","0","0","1","3","物理ダメージ+{0}","0.75","0","0","敵単体に{0}の物理ダメージを３回与える","1","1","0","10","1","1","1"
"110001202","-1","0","1","10","0","0","1","3","","0.75","0","0","","1","1","0","10","1","1","1"
"110001203","-1","0","1","10","0","0","1","3","","0.75","0","0","","1","1","0","10","1","1","1"
"110001204","0","0","10","12.5","1","0","0","7","物理攻撃力アップ+{0}","12.5","1","12","自分の物理攻撃力を{0}アップ","1","2","1","1","1","10","1"
"110001301","0","0","10","96","0","0","0","7","物理攻撃力アップ+{0}","96","1","180","自分の物理攻撃力を{0}アップ","1","2","1","1","1","10","3"
"110001302","0","0","10","28","0","0","0","7","","0","1","180","自分の物理攻撃クリティカル時のダメージを{0}％アップ","1","2","1","1","1","110","3"
"110001303","0","0","16","0","0","0","0","7","","0","0","0","自分のＴＰを全回復","1","2","1","1000","1","1","3"
"110001304","0","0","45","0","0","0","0","7","","0","0","0","","1","2","0","1","1","1","3"
"110001305","2160","0","22","0","0","0","0","7","","0","11000102","0","","1","2","0","-1","1","1","2"
"110050101","0","0","90","15","0","0","0","0","物理攻撃力アップ+{0}","15","0","1","自分の物理攻撃力を{0}アップ","1","0","0","1","0","2","0"
"110051101","0","0","90","240","0","0","0","0","物理攻撃力アップ+{0}","15","0","1","自分の物理攻撃力を{0}アップ","1","0","0","1","0","2","0"
"110100101","2160","0","1","12","0","0","0","3","全体魔法ダメージ+{0}","1.08","0","0","敵全体に{0}の魔法ダメージ","1","1","0","12","99","2","3"
"110100102","2160","0","4","6","0","0","0","3","ＨＰ回復量+{0}","6","0","0.45","味方全体のＨＰを{0}回復","1","2","0","1","99","2","3"
"110100201","900","0","1","8","0","0","0","3","魔法ダメージ+{0}","0.6","0","0","範囲内の敵すべてに{0}の魔法ダメージ","1","1","0","8","99","2","1"
"110100202","900","0","26","0.18","0","0","0","3","","0","4","0","","1","1","0","4","99","110100203","1"
"110100203","2160","0","4","4","0","0","0","5","ＨＰ回復量+{0}","4","0","0.25","味方単体のＨＰを{0}回復","1","2","0","1","1","2","2"
"110100301","900","0","1","4.5","0","0","0","3","魔法ダメージ+{0}","0.36","0","0","範囲内の敵に{0}の魔法ダメージ","1","1","0","4.5","99","2","1"
"110100302","900","0","10","0.375","0","0","0","3","魔法防御力ダウン+{0}","0.375","1","12","範囲内の敵の魔法防御力を{0}ダウン","1","1","1","1","99","41","1"
"110101201","1100","0","1","12","0","0","0","3","魔法ダメージ+{0}","1","0","0","範囲内の敵すべてに{0}の魔法ダメージ","1","1","0","12","99","2","1"
"110101202","1100","0","26","0.18","0","0","0","3","","0","4","0","","1","1","0","4","99","110101203","1"
"110101203","2160","0","4","5","0","0","0","5","ＨＰ回復量+{0}","5","0","0.3","味方単体のＨＰを{0}回復","1","2","0","1","1","2","2"
"110101301","1100","0","1","22.5","0","0","0","3","魔法ダメージ+{0}","1.8","0","0","範囲内の敵に{0}の魔法ダメージ","1","1","0","22.5","99","2","1"
"110101302","1100","0","10","0.6","0","0","0","3","魔法防御力ダウン+{0}","0.6","1","18","範囲内の敵の魔法防御力を{0}ダウン","1","1","1","1","99","41","1"
"110101303","1100","0","26","0.18","0","0","0","3","","0","3","0","","1","1","0","4","99","110101301","1"
"110101304","1100","0","26","0.06","0","0","0","3","","0.06","2","0","","1","1","0","4","99","110101302","1"
"110101305","0","0","10","25","0","0","0","7","魔法攻撃力アップ+{0}","25","1","180","自分の魔法攻撃力を{0}アップ","1","2","1","1","1","30","3"
"110101306","0","0","10","150","0","0","0","7","","0","1","180","自分の魔法クリティカルを{0}アップ","1","2","1","1","1","70","3"
"110150101","0","0","90","15","0","0","0","0","魔法攻撃力アップ+{0}","15","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","4","0"
"110151101","0","0","90","240","0","0","0","0","魔法攻撃力アップ+{0}","15","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","4","0"
"110300101","2160","0","10","10.5","0","0","0","3","物理攻撃力アップ+{0}","10.5","1","12","味方全体の物理攻撃力を{0}アップ","1","2","1","1","99","10","3"
"110300102","2160","0","10","10.5","0","0","0","3","魔法攻撃力アップ+{0}","10.5","1","12","味方全体の魔法攻撃力を{0}アップ","1","2","1","1","99","30","3"
"110300103","2160","0","8","0","0","0","0","3","","12","0","0","味方全体の行動速度アップ","1","2","0","1.5","99","2","3"
"110300201","2160","0","16","1.25","0","0","0","3","ＴＰ回復量+{0}","0","0","0","味方全体のＴＰを{0}回復","1","2","0","175","99","1","3"
"110300301","2160","0","10","2.5","0","0","0","3","物理攻撃力アップ+{0}","2.5","1","12","味方全体の物理攻撃力を{0}アップ","1","2","1","1","99","10","3"
"110300302","2160","0","10","2.5","0","0","0","3","魔法攻撃力アップ+{0}","2.5","1","12","味方全体の魔法攻撃力を{0}アップ","1","2","1","1","99","30","3"
"110300303","2160","0","10","20","0","0","0","3","物理クリティカルアップ+{0}","0","1","12","味方全体の物理クリティカルを{0}アップ","1","2","1","1","99","60","3"
"110300304","2160","0","10","20","0","0","0","3","魔法クリティカルアップ+{0}","0","1","12","味方全体の魔法クリティカルを{0}アップ","1","2","1","1","99","70","3"
"110301201","2160","0","16","1.35","0","0","0","3","ＴＰ回復量+{0}","0","0","0","味方全体のＴＰを{0}回復","1","2","0","200","99","1","3"
"110301202","2160","0","10","18","0","0","0","3","物理攻撃力アップ+{0}","18","1","20","味方全体の物理攻撃力を{0}アップ","1","2","1","1","99","10","3"
"110301203","2160","0","10","18","0","0","0","3","魔法攻撃力アップ+{0}","18","1","20","味方全体の魔法攻撃力を{0}アップ","1","2","1","1","99","30","3"
"110301301","2160","0","10","25","0","0","0","3","物理攻撃力アップ+{0}","25","1","12","味方全体の物理攻撃力を{0}アップ","1","2","1","1","99","10","3"
"110301302","2160","0","10","25","0","0","0","3","魔法攻撃力アップ+{0}","25","1","12","味方全体の魔法攻撃力を{0}アップ","1","2","1","1","99","30","3"
"110301303","2160","0","10","100","0","0","0","3","","0","1","12","味方全体の物理クリティカルを{0}アップ","1","2","1","1","99","60","3"
"110301304","2160","0","10","100","0","0","0","3","","0","1","12","味方全体の魔法クリティカルを{0}アップ","1","2","1","1","99","70","3"
"110301305","2160","0","10","0.6","0","0","0","3","物理防御力アップ+{0}","0.6","1","12","味方全体の物理防御力を{0}アップ","1","2","1","1","99","20","3"
"110301306","2160","0","10","0.6","0","0","0","3","魔法防御力アップ+{0}","0.6","1","12","味方全体の魔法防御力を{0}アップ","1","2","1","1","99","40","3"
"110320201","2160","0","16","0","0","0","0","3","","0","0","0","味方全体のＴＰを{0}回復","1","2","0","500","99","1","3"
"110320202","2160","0","10","-1040","0","0","0","3","物理攻撃力アップ+{0}","4","1","20","味方全体の物理攻撃力を{0}アップ","1","2","1","1","99","10","3"
"110320203","2160","0","10","-1040","0","0","0","3","魔法攻撃力アップ+{0}","4","1","20","味方全体の魔法攻撃力を{0}アップ","1","2","1","1","99","30","3"
"110321201","2160","0","16","0","0","0","0","3","","0","0","0","味方全体のＴＰを{0}回復","1","2","0","551","99","1","3"
"110321202","2160","0","10","-1022","0","0","0","3","物理攻撃力アップ+{0}","22","1","20","味方全体の物理攻撃力を{0}アップ","1","2","1","1","99","10","3"
"110321203","2160","0","10","-1022","0","0","0","3","魔法攻撃力アップ+{0}","22","1","20","味方全体の魔法攻撃力を{0}アップ","1","2","1","1","99","30","3"
"110350101","0","0","90","15","0","0","0","0","物理攻撃力アップ+{0}","15","0","1","自分の物理攻撃力を{0}アップ","1","0","0","1","0","2","0"
"110351101","0","0","90","15","0","0","0","0","物理攻撃力アップ+{0}","15","0","1","自分の物理攻撃力を{0}アップ","1","0","0","1","0","2","0"
"110351102","0","0","90","30","0","0","0","0","","0","0","1","自分の魔法防御力を{0}アップ","1","0","0","1","0","5","0"
"110400101","-1","0","23","2","110400103","0","0","3","","0","110400102","0","","1","1","0","1","1","700","1"
"110400102","-1","0","1","60","0","0","0","3","物理ダメージ+{0}","5","0","0","残りの攻撃対象が１つの場合、敵単体に{0}の物理ダメージ","1","1","0","60","1","1","1"
"110400103","-1","0","1","40","0","0","0","3","物理ダメージ+{0}","3.6","0","0","残りの攻撃対象が２つ以上の場合、敵単体に{0}の物理ダメージ","1","1","0","40","1","1","1"
"110400104","-1","0","10","1.1","0","0","0","3","物理防御力ダウン+{0}","1.1","1","18","残りの攻撃対象が１つの場合、敵単体の物理防御力を{0}ダウン","1","1","1","1","1","21","1"
"110400201","-1","0","1","20","0","0","0","3","物理ダメージ+{0}","1.6","0","0","敵単体に{0}の物理ダメージ","1","1","0","20","1","1","1"
"110400202","-1","0","23","0","0","0","0","3","","0","110400203","0","","1","1","0","1","1","700","1"
"110400203","-1","0","1","10","0","0","0","3","物理ダメージ+{0}","0.8","0","0","残りの攻撃対象が１つの場合、敵単体に{0}の追加物理ダメージ","1","1","0","10","1","1","1"
"110400204","-1","0","10","0.3","0","0","0","3","物理防御力ダウン+{0}","0.3","1","12","残りの攻撃対象が１つの場合、敵単体の物理防御力を{0}ダウン","1","1","0","1","1","21","1"
"110400301","-1","0","28","0","110400303","0","0","3","","0","110400302","0","","1","1","0","1","1","700","1"
"110400302","0","0","10","10","0","0","0","7","物理攻撃力アップ+{0}","10","1","180","自分の物理攻撃力を{0}アップ","1","2","1","1","1","10","1"
"110400303","0","0","10","10","0","0","0","7","","10","1","12","","1","2","1","1","1","10","1"
"110401201","-1","0","1","20","0","0","0","3","物理ダメージ+{0}","1.6","0","0","敵単体に{0}の物理ダメージ","1","1","0","20","1","1","1"
"110401202","-1","0","23","0","0","0","0","3","","0","110401203","0","","1","1","0","1","1","700","1"
"110401203","-1","0","1","20","0","0","0","3","物理ダメージ+{0}","1.6","0","0","残りの攻撃対象が１つの場合、敵単体に{0}の追加物理ダメージ","1","1","0","20","1","1","1"
"110401204","-1","0","10","0.5","0","0","0","3","物理防御力ダウン+{0}","0.5","1","12","残りの攻撃対象が１つの場合、敵単体の物理防御力を{0}ダウン","1","1","0","1","1","21","1"
"110401205","-1","0","28","0","0","0","0","3","","0","110401206","0","","1","1","0","1","1","700","1"
"110401206","0","0","10","5","0","0","0","7","物理攻撃力アップ+{0}","5","1","180","残りの攻撃対象が１つの場合、自分の物理攻撃力を{0}アップ","1","2","0","1","1","10","1"
"110401301","-1","0","28","0","110401303","0","0","3","","0","110401302","0","","1","1","0","1","1","700","1"
"110401302","0","0","10","40","0","0","0","7","物理攻撃力アップ+{0}","40","1","180","自分の物理攻撃力を{0}アップ","1","2","1","1","1","10","1"
"110401303","0","0","10","40","0","0","0","7","","40","1","12","","1","2","1","1","1","10","1"
"110401304","-1","0","28","0","110401306","0","0","3","","0","110401305","0","","1","1","0","1","1","700","1"
"110401305","0","0","10","9","0","0","0","7","","0","1","180","自分の物理攻撃クリティカル時のダメージを{0}％アップ","1","2","1","1","1","110","1"
"110401306","0","0","10","9","0","0","0","7","","0","1","12","","1","2","1","1","1","110","1"
"110401307","0","0","16","0","0","0","0","7","","0","0","0","自分のＴＰを{0}回復","1","2","0","150","1","1","1"
"110450101","0","0","90","15","0","0","0","0","物理攻撃力アップ+{0}","15","0","1","自分の物理攻撃力を{0}アップ","1","0","0","1","0","2","0"
"110451101","0","0","90","240","0","0","0","0","物理攻撃力アップ+{0}","15","0","1","自分の物理攻撃力を{0}アップ","1","0","0","1","0","2","0"
"110500101","790","0","26","0.5","0","0","0","3","","0","3","0","","1","1","0","4","99","110500102","1"
"110500102","790","0","1","30","0","0","0","3","物理ダメージ+{0}","1.42","0","0","範囲内の敵に{0}の物理ダメージ","1","1","0","30","99","1","1"
"110500201","790","0","1","10","0","0","0","3","物理ダメージ+{0}","0.8","0","0","範囲内の敵に{0}の物理ダメージ","1","1","0","10","99","1","1"
"110500202","790","0","3","0","0","0","0","3","","500","0","0","","1","1","0","200","1","3","1"
"110500301","0","0","10","20","0","0","0","7","物理攻撃力アップ+{0}","20","1","12","自分の物理攻撃力を{0}アップ","1","2","1","1","1","10","1"
"110500302","300","0","8","0","0","0","0","3","","12","0","0","範囲内の味方の行動速度アップ","1","2","0","1.35","99","2","2"
"110501201","790","0","1","22.5","0","0","0","3","物理ダメージ+{0}","1.8","0","0","範囲内の敵に{0}の物理ダメージ","1","1","0","22.5","99","1","1"
"110501202","790","0","3","0","0","0","0","3","","1000","0","0","","1","1","0","400","1","3","1"
"110501203","790","0","8","0","0","0","0","3","スタンの確定成功Ｌｖ+1","1.5","0","0","範囲内の敵を一定時間行動不能にする","1","1","0","0","99","7","1"
"110501301","300","0","8","0","0","0","0","3","","18","0","0","範囲内の味方の行動速度アップ","1","2","0","1.55","99","2","2"
"110501302","0","0","10","35","0","0","0","7","物理攻撃力アップ+{0}","35","1","180","自分の物理攻撃力を{0}アップ","1","2","1","1","1","10","1"
"110501303","0","0","10","6","0","0","0","7","","0","1","180","自分の物理攻撃クリティカル時のダメージを{0}％アップ","1","2","1","1","1","110","1"
"110501304","0","0","16","0","0","0","0","7","","0","0","0","自分のＴＰを{0}回復","1","2","0","150","1","1","1"
"110550101","0","0","90","15","0","0","0","0","物理攻撃力アップ+{0}","15","0","1","自分の物理攻撃力を{0}アップ","1","0","0","1","0","2","0"
"110551101","0","0","90","240","0","0","0","0","物理攻撃力アップ+{0}","15","0","1","自分の物理攻撃力を{0}アップ","1","0","0","1","0","2","0"
"110600101","2160","0","1","20","0","0","0","2","魔法ダメージ+{0}","1.6","0","0","敵単体に{0}の魔法ダメージ","1","1","0","20","1","2","2"
"110600102","2160","0","1","20","0","0","0","2","魔法ダメージ+{0}","1.6","0","0","敵単体に{0}の魔法ダメージ","1","1","0","20","1","2","2"
"110600103","2160","0","1","20","0","0","0","2","魔法ダメージ+{0}","1.6","0","0","敵単体に{0}の魔法ダメージ","1","1","0","20","1","2","2"
"110600104","2160","0","1","20","0","0","0","2","魔法ダメージ+{0}","1.6","0","0","敵単体に{0}の魔法ダメージ","1","1","0","20","1","2","2"
"110600201","0","0","10","15","0","0","0","7","魔法攻撃力アップ+{0}","15","1","12","自分の魔法攻撃力を{0}アップ","1","2","1","1","1","30","1"
"110600202","0","0","16","1","0","0","0","7","ＴＰ回復量+{0}","0","0","0","自分のＴＰを{0}回復","1","2","0","100","1","1","1"
"110600301","2160","0","1","25","0","0","0","2","魔法ダメージ+{0}","2","0","0","敵単体に{0}の魔法ダメージ","1","1","0","25","1","2","2"
"110601201","0","0","10","60","0","0","0","7","魔法攻撃力アップ+{0}","60","1","15","自分の魔法攻撃力を{0}アップ","1","2","1","1","1","30","1"
"110601202","0","0","16","1.5","0","0","0","7","ＴＰ回復量+{0}","0","0","0","自分のＴＰを{0}回復","1","2","0","150","1","1","1"
"110601203","0","0","10","15","0","0","0","7","ＴＰ上昇アップ+{0}","0","0","15","自分のＴＰ上昇を{0}アップ","1","2","0","1","1","80","1"
"110601301","2160","0","1","37.5","0","0","0","2","魔法ダメージ+{0}","3","0","0","敵単体に{0}の魔法ダメージ","1","1","0","37.5","1","2","2"
"110601302","2160","0","10","0.8","0","0","0","2","魔法防御力ダウン+{0}","0.8","1","18","敵単体の魔法防御力を{0}ダウン","1","1","1","1","1","41","2"
"110601303","0","0","10","85","0","0","0","7","魔法攻撃力アップ+{0}","85","1","18","自分の魔法攻撃力を{0}アップ","1","2","1","1","1","30","1"
"110601304","0","0","10","150","0","0","0","7","","0","1","18","自分の魔法クリティカルを{0}アップ","1","2","1","1","1","70","1"
"110601305","0","0","10","25","0","0","0","7","","0","1","18","自分の魔法攻撃クリティカル時のダメージを{0}％アップ","1","2","1","1","1","120","1"
"110620201","0","0","10","-2065","0","0","0","7","魔法攻撃力アップ+{0}","23","1","12","自分の魔法攻撃力を{0}アップ","1","2","1","1","1","30","1"
"110620202","0","0","16","0","0","0","0","7","","0","0","0","自分のＴＰを{0}回復","1","2","0","360","1","1","1"
"110621201","0","0","10","-2020","0","0","0","7","魔法攻撃力アップ+{0}","68","1","15","自分の魔法攻撃力を{0}アップ","1","2","1","1","1","30","1"
"110621202","0","0","16","0","0","0","0","7","","0","0","0","自分のＴＰを{0}回復","1","2","0","540","1","1","1"
"110621203","0","0","10","15","0","0","0","7","ＴＰ上昇アップ+{0}","0","0","15","自分のＴＰ上昇を{0}アップ","1","2","0","1","1","80","1"
"110650101","0","0","90","15","0","0","0","0","魔法攻撃力アップ+{0}","15","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","4","0"
"110651101","0","0","90","240","0","0","0","0","魔法攻撃力アップ+{0}","15","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","4","0"
"110700101","2160","0","1","30","0","0","0","3","物理ダメージ+{0}","2.4","0","0","敵単体に{0}の物理ダメージ","1","1","0","30","1","1","1"
"110700102","2160","0","10","1","0","0","0","3","物理防御力ダウン+{0}","1","1","18","敵単体の物理防御力を{0}ダウン","1","1","1","1","1","21","1"
