b2e88ccb59c67f819d940a5823bc8cb2acaa8740a96856cb0831da350d3ac8c8,9167f10fcdb434c7227efb6f5928c97e2be5b3afa123eb2257ce05f8a9b65225,c8bd6944aea67701d47a1382fee8163cc22c70c08e259e630c600649b1883eae,313b639ec676fe2b7fadb0a246e6848f2c377a25a738415ef3c6c8002a731cd3,5e354b0a146635e3c580a81ced8b69e34e7bc142c0771da2884cb2f7a5fa12af
"11","5","-1","-21.8","30050306"
"13","5","-2.8","-23.6","30050307"
"13","5","-1.3","-19.8","30050308"
"12","5","-1.2","-18","30050309"
"11","5","-4.1","-16.1","30050310"
"11","5","-2.2","-15.4","30050311"
"12","5","-1.9","-16.4","30050312"
"13","5","-6.1","-16.4","30050313"
"11","5","-14","-12","30050314"
"11","5","-12","-10.6","30050315"
"12","5","-7.6","-16.2","30050316"
"11","5","-7.7","-9.8","30050317"
"13","5","-11","-14","30050318"
"13","5","-10","-14","30050319"
"13","5","-12","-14","30050320"
"12","5","-14","-14.1","30050321"
"11","5","-6.4","-8.9","30050322"
"11","5","-5.9","-10.5","30050323"
"11","5","-9","-8.8","30050324"
"12","5","-9.6","-5.6","30050325"
"12","5","-8","-5","30050326"
"12","5","-6.1","-5.5","30050327"
"13","5","-7.9","-6","30050328"
"11","5","-3.7","-5.7","30050329"
"12","5","-2.2","-9","30050330"
"12","5","-2.2","-12","30050331"
"12","5","-0.2","-10","30050332"
"12","5","0.3","-11.9","30050333"
"13","5","-1","-13","30050334"
"13","5","1.2","-10.9","30050335"
"13","5","-3","-11","30050336"
"11","5","1","-16","30050337"
"11","5","3.6","-15.3","30050338"
"11","5","4","-13","30050339"
"13","5","3","-14","30050340"
"11","5","4","-10.2","30050341"
"12","5","4","-8.9","30050342"
"12","5","-0.1","-5.2","30050343"
"12","5","1","-3.2","30050344"
"11","5","4.7","-3.3","30050346"
"11","5","4.2","-1","30050347"
"13","5","-9","4","30050348"
"12","5","-10","7","30050349"
"12","5","-8","7","30050350"
"11","5","-6","7","30050351"
"11","5","-4","6","30050352"
"11","5","-7","0","30050353"
"11","5","-5","0","30050354"
"13","5","-1","6","30050355"
"12","5","-2.3","6","30050356"
"11","5","4","10.8","30050357"
"12","5","6.5","8.5","30050358"
"12","5","5.8","6.8","30050359"
"13","5","6","5","30050360"
"11","5","6","2.8","30050361"
"11","5","2.1","2.7","30050362"
"12","5","-12","-4","30050363"
"11","5","-12","-6","30050364"
"13","5","-10","-3","30050365"
"13","5","-11","-4","30050366"
"11","5","1.8","5.6","30050367"
"13","5","3.5","15.8","30050368"
"13","5","0.9","18.6","30050369"
"11","5","4.1","18.7","30050370"
"12","5","0.6","13.5","30050371"
"13","5","-1","14.8","30050372"
"13","5","-1","16","30050373"
"11","5","-2","15","30050374"
"11","5","-2","19","30050375"
"11","5","-1","19","30050376"
"12","5","-7.5","13.1","30050377"
"11","5","-5","13","30050378"
"13","5","-9","16","30050379"
"13","5","-8","15","30050380"
"12","5","-9","14","30050381"
"11","5","-10","15.8","30050382"
"11","5","-10","17.6","30050383"
"12","5","-10.2","19.5","30050384"
"12","5","-13.6","13.8","30050390"
"12","5","-13.5","10.7","30050391"
"11","5","-10.7","10.6","30050392"
"11","5","-10","12","30050393"
"12","5","-14.1","18","30050394"
"13","5","-14","20","30050395"
"13","5","-13","19","30050396"
"13","5","-15","21","30050397"
"12","5","-18.2","18.7","30050398"
"11","5","-20","18.7","30050399"
"12","5","-20","14.7","30050400"
"11","5","-20","13","30050401"
"11","5","-19.9","10.9","30050402"
"13","5","-20","12","30050403"
"13","5","-20","16","30050404"
"11","5","-22.9","14","30050405"
"13","5","-22.8","15","30050406"
"12","5","-23","19","30050407"
"11","5","-23","21","30050408"
"13","5","-23","22","30050409"
"13","5","-23","20","30050410"
"12","5","-21.2","23.6","30050411"
"12","5","-18.2","23.6","30050412"
"991006","5","-5.7","-20.8","30050413"
"991006","5","-5.7","-19","30050414"
"11","5","-0.4","-3.2","30050416"
"12","5","-2.1","-3.3","30050417"
"12","5","1","-0.4","30050418"
"11","5","-0.4","-0.5","30050419"
"12","5","-2.1","-0.5","30050420"
"991005","5","1","-1.8","30050421"
"991005","5","-0.8","-1.8","30050422"
"991005","5","-2.3","-1.8","30050423"
"991005","5","-13.1","15.2","30050424"
"991005","5","-15.3","15.2","30050425"
"991005","5","-17.4","15.2","30050426"
"13","5","-14","16","30050427"
"13","5","-16","16","30050428"
"13","5","-18","16","30050429"
"12","5","-19.2","7.8","30050430"
"13","5","-22.8","10.6","30050431"
"11","5","-22.7","9.5","30050432"
"991001","5","-4.8","16.5","30050433"
"991002","5","-4.8","17.5","30050434"
"991001","5","1.4","7.7","30050435"
"991002","5","1.4","8.3","30050436"
"991002","5","1.5","16","30050437"
"991003","5","1.3","15.6","30050438"
"991001","5","-17.1","5.5","30050439"
"991002","5","-17.1","6.5","30050440"
"11","6","-23.6","7","30060001"
"12","6","-21.3","17.2","30060003"
"13","6","-21.8","6.4","30060005"
"13","6","-21.8","8.4","30060006"
"11","6","-21","4","30060007"
"11","6","-15.7","1.6","30060008"
"11","6","-16.7","3.5","30060009"
"13","6","-21.9","1.5","30060010"
"13","6","-23.7","2.7","30060011"
"13","6","-23.7","-3","30060012"
"12","6","-22.8","-5.9","30060018"
"11","6","-21.6","-10.5","30060019"
"13","6","-19.7","-11.5","30060020"
"13","6","-19.7","-13.5","30060021"
"13","6","-19.7","-9.5","30060022"
"12","6","-23.8","-16.1","30060023"
"11","6","-23.7","-18.7","30060024"
"11","6","-21.8","-21","30060025"
"13","6","-3.8","-10.9","30060036"
"12","6","-11.1","-10.3","30060043"
"12","6","-14.3","-11.6","30060044"
"12","6","-4.8","-15.1","30060045"
"11","6","1.3","-10","30060054"
"12","6","-6.3","4.1","30060062"
"11","6","-4.2","12.7","30060064"
"11","6","-2.9","11.9","30060065"
"13","6","-7.4","15.5","30060067"
"13","6","-9.7","16.4","30060068"
"11","6","-25","18.1","30060073"
"13","6","-16.7","17.5","30060077"
"990002","6","-10.9","23.4","30060079"
"990001","6","-23.7","5","30060080"
"990001","6","-10.6","-13","30060081"
"11","6","-13","1.8","30060083"
"13","6","-10.5","10.6","30060085"
"13","6","-16.7","8.5","30060086"
"12","6","-14.2","11.6","30060087"
"12","6","-14.2","9.7","30060088"
"13","6","-3.7","-0.5","30060089"
"13","6","-3.7","0.6","30060090"
"12","6","-7.3","-6.5","30060091"
"12","6","-6.1","-5.4","30060092"
"13","6","-6.1","-6.7","30060093"
"13","6","-7.5","-5.5","30060094"
"13","6","-5.8","-10.9","30060095"
"11","6","-7.2","-11.1","30060097"
"12","6","-12.3","-19.5","30060098"
"12","6","-10.4","-19.5","30060099"
"13","6","-8.9","-18","30060100"
"13","6","-11.4","-16.5","30060101"
"13","6","-21.5","-17.4","30060102"
"13","6","-20.1","-16","30060103"
"12","6","-20.1","-17.4","30060104"
"13","6","-21.9","-2.1","30060106"
"11","6","-21.9","21.2","30060107"
"11","6","-24.2","20.3","30060108"
"12","6","-1.8","16.8","30060115"
"11","6","-10.6","1","30060116"
"11","6","-10.6","2.5","30060117"
"13","6","0.1","9","30060118"
"13","6","0.1","7.5","30060119"
"11","6","-0.6","4.8","30060120"
"12","6","-1.8","19.4","30060121"
"12","6","-1.8","21.7","30060122"
"13","6","-1.7","20.5","30060123"
"13","6","-1.7","18.1","30060124"
"11","6","2.2","15.8","30060125"
"13","6","1.2","19.5","30060126"
"13","6","1.2","21","30060127"
"13","6","1.2","22.5","30060128"
"13","6","-11.5","20","30060130"
"11","6","-10.1","-4","30060132"
"12","6","-22.8","-8","30060135"
"11","6","-13.6","-18.8","30060137"
"11","6","-11.1","-14.3","30060138"
"12","6","-12","-4","30060139"
"13","6","-16.7","10.4","30060140"
"11","6","-21.6","-12.6","30060141"
"11","6","-19","-25.2","30060145"
"13","6","-1.9","-4.8","30060146"
"11","6","-2.2","-7.2","30060148"
"11","6","1.4","14.2","30060150"
"11","6","-1.7","8.5","30060151"
"11","6","-2.6","10","30060152"
"12","6","-5.2","9.5","30060153"
"13","6","-10","12.5","30060154"
"13","6","-6","12.8","30060155"
"12","6","-5.6","16.6","30060156"
"12","6","-7","23","30060157"
"11","6","-5.6","19.7","30060158"
"11","6","-5.6","21.7","30060159"
"12","6","-18.8","5.5","30060161"
"11","6","-18.7","7.5","30060162"
"12","6","-18.8","9.5","30060163"
"11","6","-18.6","11.5","30060164"
"13","6","-18.7","13.3","30060165"
"13","6","-19.4","15.3","30060166"
"12","6","-21.3","-16","30060167"
"13","6","-14.8","-6","30060168"
"12","6","-14.8","-4.5","30060169"
"13","6","-14.8","-3","30060170"
"12","6","-14.8","-1.5","30060171"
"11","6","-13.6","-7.6","30060172"
"11","6","-8.1","-14.3","30060175"
"11","6","-6.8","-15.8","30060176"
"13","6","-20.6","-25","30060179"
"13","6","-17.4","-25.1","30060180"
"11","6","-23.6","10","30060181"
"13","6","-15.9","20.9","30060182"
"13","6","-15.9","22.9","30060183"
"11","6","-12.6","22.7","30060184"
"990001","6","-9.6","7","30060186"
"991005","6","-19.7","-20.8","30060187"
"991005","6","-18.7","-20.8","30060188"
"991005","6","-17.7","-20.8","30060189"
"991005","6","-16.7","-20.8","30060190"
"991006","6","-2.8","-0.8","30060191"
"991006","6","-2.8","0.2","30060192"
"991006","6","-2.8","1.2","30060193"
"991005","6","-4.7","18.2","30060194"
"991005","6","-5.7","18.2","30060195"
"991005","6","-6.7","18.2","30060196"
"991005","6","-7.7","18.2","30060197"
"12","6","-10.2","-7.7","30060198"
"12","6","-16.6","-8.2","30060199"
"11","6","-17","-10.4","30060200"
"11","6","-17.4","-13","30060201"
"12","6","-19","-4.3","30060202"
"11","6","-17.8","-6.2","30060203"
"11","6","-18.2","-8.1","30060204"
"12","6","-21.3","15.1","30060205"
"12","6","-21.3","11.9","30060206"
"13","6","-19.4","17.1","30060207"
"991005","6","-18.7","16.2","30060208"
"991005","6","-19.7","16.2","30060209"
"991005","6","-20.7","16.2","30060210"
"991005","6","-21.7","16.2","30060211"
"991005","6","-22.7","16.2","30060212"
"11","6","-14.1","-23.3","30060213"
"11","6","-14.1","-21.3","30060214"
"13","6","-2.8","-9.5","30060216"
"11","6","0.1","-11.2","30060217"
"11","6","-2","-13.9","30060218"
"12","6","2","-7.5","30060221"
"13","6","-1.9","-0.5","30060222"
"13","6","-1.9","0.6","30060223"
"11","6","2.9","-1.2","30060224"
"11","6","-3","-3.3","30060225"
"11","6","-0.1","-3","30060227"
"11","6","3.2","1.7","30060228"
"11","6","0.7","4.1","30060229"
"12","6","1.8","11.6","30060230"
"11","6","4.2","19.8","30060231"
"11","6","4.2","23","30060232"
"13","6","-9.9","8.9","30060233"
"13","6","-10.5","5.6","30060234"
"13","6","-9.9","4.5","30060235"
"11","6","-19.5","21.3","30060236"
"13","6","-19.4","-22","30060243"
"13","6","-17.4","-22","30060244"
"13","6","-18.4","-20","30060245"
"991004","6","-20.7","-6.6","30060246"
"991003","6","-21.2","-6.6","30060247"
"991003","6","-21.6","-14.3","30060248"
"991004","6","-20.3","-14.3","30060249"
"991001","6","-5.2","-13.1","30060250"
"991002","6","-5.2","-12.7","30060251"
"991001","6","-4.2","-6.6","30060252"
"991002","6","-4.2","-5.2","30060253"
"991002","6","-7.2","2.8","30060254"
"991001","6","-7.2","1.4","30060255"
"991001","6","-4.2","5.9","30060256"
"991002","6","-4.2","6.3","30060257"
"991003","6","-13.6","17.8","30060258"
"991004","6","-12.3","17.8","30060259"
"991001","6","-13.2","4.4","30060260"
"991002","6","-13.2","5.8","30060261"
"990001","7","-21.2","19","30070003"
"990001","7","-21.2","-4","30070004"
"991003","7","3","5.8","30070019"
"991002","7","3.4","6.1","30070020"
"21","7","-22","-11.2","30070035"
"21","7","-18.8","-8.4","30070038"
"22","7","-14","-15.6","30070040"
"22","7","-14","-7.4","30070041"
"21","7","-11.7","-10.4","30070042"
"21","7","-12.8","-19.5","30070046"
"21","7","-11.4","-21","30070047"
"22","7","-8.1","-20","30070048"
"23","7","-6.5","-18.7","30070050"
"21","7","-7.8","-13.9","30070051"
"23","7","-6.3","-10.5","30070052"
"21","7","-11","-5.8","30070055"
"23","7","-6.3","-8.5","30070058"
"21","7","-4.8","-17","30070062"
"22","7","-5","-12.5","30070064"
"21","7","-2.7","-19","30070067"
"23","7","-2.4","-15.5","30070068"
"21","7","1.2","-18.8","30070069"
"21","7","2.3","-17.2","30070070"
"21","7","0.4","-22","30070072"
"23","7","-2.4","-13.5","30070077"
"21","7","5.7","-19","30070078"
"21","7","9.2","-17.6","30070079"
"22","7","3.5","-12.8","30070080"
"21","7","9.5","-11.7","30070081"
"22","7","0","-5.6","30070088"
"21","7","7.2","-7.6","30070090"
"23","7","0.8","1","30070096"
"21","7","-0.9","2.6","30070097"
"21","7","1.1","7.2","30070099"
"21","7","4.1","2.5","30070102"
"21","7","4.7","15.7","30070108"
"21","7","3.3","13.7","30070110"
"21","7","-1.7","8.6","30070113"
"21","7","-6.7","10.8","30070114"
"22","7","0.1","10.5","30070115"
"22","7","-5","15","30070116"
"23","7","-0.3","13.9","30070117"
"23","7","-10.6","11","30070119"
"21","7","-13.6","14.9","30070123"
"23","7","-19.2","16.5","30070124"
"23","7","-18.5","12.4","30070125"
"21","7","-13.9","8.9","30070127"
"21","7","-21.8","15","30070131"
"23","7","-19.3","11.6","30070132"
"22","7","-21.8","9.5","30070133"
"21","7","-21.6","4.3","30070134"
"21","7","-21.1","0","30070136"
"23","7","-19.3","3.1","30070137"
"23","7","-18.8","5.8","30070138"
"23","7","-17.2","4.1","30070139"
"21","7","-15.5","1.9","30070141"
"22","7","-14.1","5.9","30070143"
"23","7","-13.4","0.2","30070144"
"23","7","-11.4","3.7","30070145"
"23","7","-4.9","0.7","30070147"
"21","7","-7.5","-0.6","30070148"
"21","7","-2.5","-1.2","30070154"
"22","7","-15.3","-5","30070157"
"21","7","-17.7","-5.6","30070158"
"21","7","-22","-1.9","30070159"
"22","7","-21.9","-6.8","30070160"
"21","7","-17.7","-15","30070163"
"23","7","-21.6","-15.1","30070165"
"21","7","7.1","5.1","30070167"
"23","7","3.1","6.9","30070168"
"23","7","-2.3","4.4","30070171"
"21","7","-5","4","30070172"
"990001","7","-4.2","-10","30070173"
"990001","7","4.8","-6","30070174"
"991001","7","-20.1","13","30070179"
"991004","7","-19.6","13.3","30070181"
"991005","7","-7.7","-5.8","30070186"
"991005","7","-6.7","-5.8","30070187"
"991005","7","-5.6","-5.8","30070188"
"991005","7","-4.6","-5.8","30070189"
"22","7","0","-4.1","30070190"
"22","7","1.7","-4.1","30070191"
"22","7","1.7","-5.6","30070192"
"991005","7","-0.6","-4.8","30070193"
"991005","7","0.4","-4.8","30070194"
"991005","7","1.4","-4.8","30070195"
"991005","7","2.4","-4.8","30070196"
"21","7","3.3","17.7","30070197"
"991006","7","4.2","13.3","30070198"
"991006","7","4.2","14.4","30070199"
"991006","7","4.2","15.6","30070200"
"991006","7","4.2","16.8","30070201"
"991006","7","4.2","18","30070202"
"23","7","-1.2","14.5","30070203"
"21","7","-6.7","6.8","30070204"
"21","7","-5.2","8.8","30070205"
"991006","7","-5.8","11","30070206"
"991006","7","-5.8","9.8","30070207"
"991006","7","-5.8","8.6","30070208"
"991006","7","-5.8","7.4","30070209"
"991006","7","-5.8","6.3","30070210"
"23","7","-13.4","-1.8","30070211"
"22","7","6.9","11.1","30070212"
"22","7","8","15.4","30070213"
"21","7","0.3","17.9","30070224"
"21","7","-7.9","22.3","30070227"
"21","7","-18.7","21.7","30070232"
"21","7","-16.4","17","30070233"
"21","7","-9.7","17.1","30070234"
"23","7","-11.9","22.4","30070236"
"22","7","-16.1","22","30070237"
"23","7","-0.4","15.2","30070240"
"22","7","3.4","21.2","30070241"
"22","7","-3.4","22.7","30070245"
"23","7","6.7","-2.5","30070247"
"23","7","6.6","-1.5","30070249"
"23","7","7.2","-1.9","30070250"
"23","7","-11.8","4.7","30070254"
"23","7","-10.8","4.4","30070255"
"22","7","7.2","1.4","30070256"
"23","7","-18.5","10.8","30070257"
"23","7","6.1","-16.5","30070258"
"22","7","-6.4","-6.6","30070259"
"22","7","-7.4","-5","30070260"
"22","7","-5.3","-5","30070261"
"23","7","-11.5","11.5","30070262"
"23","7","-10.7","11.9","30070263"
"23","7","-18.5","17.4","30070264"
"23","7","-21.9","-14.4","30070265"
"23","7","-22.2","-15","30070266"
"22","7","-4.2","15.8","30070267"
"23","7","-12.3","22.7","30070268"
"23","7","5.5","-9.5","30070269"
"23","7","1.6","-9.5","30070270"
"22","7","3.3","-21.9","30070271"
"990001","8","-22.5","17.1","30080013"
"991004","8","-19","-8.2","30080074"
"990001","8","-22.5","-16","30080076"
"991003","8","-9.4","2.8","30080193"
"991004","8","-8.3","2.8","30080194"
"991001","8","-16.6","11.8","30080204"
"991002","8","-16.6","12.2","30080205"
"991003","8","-20.6","-8.2","30080209"
"990001","8","-4.5","-11","30080213"
"991003","8","1.7","-6.4","30080214"
"991004","8","2.2","-6.4","30080215"
"991001","8","-15.2","-22.2","30080221"
"991002","8","-15.2","-21.8","30080222"
"991001","8","-18.6","-0.2","30080223"
"991002","8","-18.6","0.2","30080224"
"991001","8","-10.6","-22.7","30080233"
"991002","8","-10.6","-21.3","30080234"
"990001","8","-2.7","12","30080235"
"991006","8","-16.7","-4.2","30080236"
"991006","8","-16.7","-5.7","30080237"
"23","8","24.3","-25.5","30080238"
"21","8","24.5","-25.2","30080239"
"23","8","-22.7","8.5","30080240"
"21","8","-20.3","13.8","30080241"
"21","8","-22.7","5","30080242"
"23","8","-22.7","6.5","30080244"
"22","8","24.4","-25.4","30080245"
"22","8","-19.2","4.5","30080246"
"21","8","-15.6","2.9","30080250"
"21","8","-17.8","3","30080251"
"22","8","-13.4","8.2","30080252"
"23","8","-11.7","5.4","30080254"
"23","8","-11.7","3.5","30080255"
"21","8","-10.8","1.5","30080256"
"21","8","-11.2","-1.6","30080257"
"22","8","-13.8","1.5","30080259"
"22","8","-21.3","1.6","30080260"
"21","8","-22.8","1.6","30080261"
"22","8","-24","-0.5","30080262"
"22","8","-24","-2.7","30080263"
"23","8","-16","-4","30080264"
"23","8","-16","-5","30080265"
"23","8","-16","-6","30080266"
"23","8","-18","-4","30080267"
"23","8","-18","-5","30080268"
"23","8","-18","-6","30080269"
"21","8","-21","-7","30080270"
"22","8","-19.8","-5.5","30080271"
"22","8","-17.1","-9.3","30080272"
"22","8","-17.2","-12.2","30080274"
"21","8","-22","-10","30080275"
"21","8","-22","-12","30080276"
"22","8","-16.8","-14.4","30080277"
"21","8","-15.9","-16.6","30080278"
"21","8","-16","-19.5","30080279"
"22","8","-14","-19","30080281"
"22","8","-13","-17","30080282"
"21","8","-13.8","-24","30080284"
"21","8","-20.6","-23.1","30080286"
"21","8","-17.7","-23.1","30080287"
"22","8","-22","-20","30080288"
"22","8","-22","-22","30080289"
"23","8","-19.3","-23.2","30080290"
"22","8","-11.5","-23.6","30080292"
"21","8","-12.4","-20.1","30080294"
"22","8","-8.4","-19","30080297"
"23","8","-6.6","-20.7","30080300"
"22","8","-5.4","-23.7","30080303"
"21","8","-2.9","-23.8","30080305"
"21","8","-1","-21.8","30080306"
"22","8","-1.2","-18","30080309"
"21","8","-4.1","-16.1","30080310"
"21","8","-2.2","-15","30080311"
"23","8","-6.1","-16.4","30080313"
"21","8","-11.8","-10.6","30080315"
"22","8","-7.6","-16.2","30080316"
"23","8","-11","-14","30080318"
"23","8","-10","-14","30080319"
"23","8","-12","-14","30080320"
"22","8","-14","-14.1","30080321"
"21","8","-6","-9.7","30080323"
"21","8","-9.5","-8","30080324"
"22","8","-6","-5.8","30080327"
"23","8","-8.8","-4.8","30080328"
"21","8","-3.7","-5.7","30080329"
"22","8","-2.2","-9","30080330"
"22","8","-1.7","-11.8","30080331"
"22","8","0.1","-9.8","30080332"
"23","8","-1","-13","30080334"
"23","8","0.2","-10.9","30080335"
"23","8","-2.6","-10.7","30080336"
"21","8","1","-16","30080337"
"21","8","3.6","-15.3","30080338"
"23","8","2.1","-5.9","30080340"
"21","8","4","-10.2","30080341"
"22","8","-0.1","-5.2","30080343"
"22","8","0.3","-2.9","30080344"
"21","8","4.7","-3.3","30080346"
"21","8","4.2","-1","30080347"
"23","8","-9.2","4.2","30080348"
"22","8","-10","7","30080349"
"21","8","-6","7","30080351"
"21","8","-7","0","30080353"
"21","8","-4.9","0","30080354"
"22","8","-2.9","5.8","30080356"
"21","8","4","10.8","30080357"
"21","8","2.1","3","30080362"
"22","8","-12","-4","30080363"
"21","8","-12","-6","30080364"
"23","8","-9.6","-3","30080365"
"23","8","-10.5","-4.6","30080366"
"21","8","1.8","5.6","30080367"
"23","8","3.5","15.8","30080368"
"23","8","0.9","18.7","30080369"
"21","8","4.1","18.7","30080370"
"22","8","0.6","13.5","30080371"
"23","8","-1","15.8","30080373"
"21","8","-2","19","30080375"
"21","8","-8.5","22.5","30080376"
"22","8","-7.5","13.1","30080377"
"21","8","-5","13","30080378"
"23","8","-9","16","30080379"
"23","8","-8","15","30080380"
"22","8","-10.2","19.5","30080384"
"21","8","-11.2","11.1","30080392"
"23","8","-13.3","15.9","30080395"
"23","8","-13.3","14.5","30080396"
"23","8","-15","21","30080397"
"22","8","-18.3","18.1","30080398"
"21","8","-19.9","10.2","30080402"
"23","8","-22.8","15","30080406"
"22","8","-23.3","18.7","30080407"
"21","8","-22.9","21.3","30080408"
"22","8","-21.2","23.6","30080411"
"22","8","-18.2","23.6","30080412"
"991006","8","-5.7","-20.6","30080413"
"991006","8","-5.7","-19.3","30080414"
"22","8","-2.1","-2.9","30080417"
"22","8","0.3","-0.9","30080418"
"22","8","-2.1","-0.9","30080420"
"991005","8","1","-1.8","30080421"
"991005","8","-0.8","-1.8","30080422"
"991005","8","-2.3","-1.8","30080423"
"991005","8","-13.1","15.2","30080424"
"991005","8","-15.3","15.2","30080425"
"991005","8","-17.4","15.2","30080426"
"22","8","-19.2","7.8","30080430"
"23","8","-22.7","10.5","30080431"
"21","8","-19.9","16.7","30080432"
"991001","8","-4.8","16.5","30080433"
"991002","8","-4.8","17.5","30080434"
"991001","8","1.4","7.7","30080435"
"991002","8","1.4","8.3","30080436"
"991002","8","1.5","16","30080437"
"991003","8","1.3","15.6","30080438"
"991001","8","-17.1","5.5","30080439"
"991002","8","-17.1","6.5","30080440"
"23","8","-15.6","-9.2","30080441"
"23","8","-14.5","-11.3","30080442"
"23","8","-13.6","-9.3","30080443"
"23","8","-6.6","-19.7","30080444"
"23","8","-6.6","-18.7","30080445"
"23","8","-5.1","-20.7","30080446"
"23","8","-5.1","-19.7","30080447"
"23","8","-5.1","-18.7","30080448"
"23","8","4.9","4.5","30080449"
"23","8","4.9","6.5","30080450"
"23","8","4.9","5.5","30080451"
"23","8","4.9","7.5","30080452"
"23","8","-9.2","14.7","30080453"
"22","8","-2.8","9.7","30080455"
"23","8","-5.6","9.5","30080456"
"23","8","-8.4","8.4","30080457"
"23","8","-7.6","11.6","30080458"
"23","8","-15.4","14.5","30080459"
"23","8","-15.4","15.9","30080460"
"23","8","-17.5","14.5","30080461"
"23","8","-17.5","15.9","30080462"
"22","8","-5","21","30080463"
"22","8","-12.6","22.6","30080464"
"22","8","-8.4","-10.7","30080465"
"21","8","-6.9","-12.9","30080466"
