2c29dc11d686949dedfb7d73b55ad51aa76a5471cd3e551fd1c3bfcca3679a74,1341ca031e8915ae4c1a37f2a4de676e8a3731e96d5e35f73d6cf4c5d7a54e09,d1acf9f553423b5bd59eec0fc387e49149fb6b73c8378c3aea5355c3767db580,034063545b30eb65b52627bf70c86653dcadded61de67e7c135955819ab901c0,9c275eed11f19d2e8b81e5f7e163b85a59efd507f204e4c48946aa00366585bb,70d3a9370372f244f0a1c77aba9f225dc865ffc5c8ac2aafa96aea61a8b3c63e,5447900f941998c419b9be5e3d08a5bbe23e3de3dd45a2aae2cdb4f3bf224fe4,b2a2b5aa8e4c7fe809f17bd3ff25c1a7663dc946ad2b287b29327d39531552a8,aee9139ca325039d1a09dd95a2f746fe486e3de59762310e94fe71489926746a,9045831d8d4731244ce177ea17730018cb51fde8190e26ae787c561459da9997,47106ab9efa439e0103595ed38b87deacffbe2f171084e590f3e160a89c37149,1a74b2e4e73f2e9af7f0b3d34263cf97fe6221e61c6b64e507c694f62b79e567,f8a5c8b4ef7852014a893a08f760866eaa45d2a18ba89edb48d132dce054632f,c227c0fd0f9dce01cce915d0bbea14c12669e174eb211b2c3e98b928c761718a,28673249ce725ea90f8965900c3ce2200654a78d95589f9e078a39930538e342,d429c2451f6130f040c4b672451d8aec03c705b12eab58c5e37792c000b4cdda,dc519809c8bfdb396016dccb5b6f42cb990371ee44c05d09b932b8f963832b26,4516c689290be65046c03c38e9e1bd800e72ca66c2f67884b88b767d23238eef,fe719c0c39264386c38263c84347ed79f841265a575aec162c63107696ce9bed
"0","0","0","17","108801","0","175","10","4","0","5","0","0","4","172","0","325","0","0"
"0","0","0","33","108801","0","175","10","5","0","15","0","0","4","349","0","505","0","0"
"0","0","0","52","108801","0","175","25","6","0","15","0","0","12","522","0","1035","0","0"
"0","0","0","66","108801","0","175","30","7","0","85","0","0","14","790","0","1395","0","0"
"0","0","0","88","108801","0","175","75","8","0","85","4","0","19","1089","0","1675","0","0"
"0","5","6","109","108801","0","175","110","9","0","100","9","0","25","1389","0","2130","0","0"
"0","10","30","126","108801","0","395","115","10","0","135","14","0","28","1758","0","2490","0","0"
"0","10","53","145","108801","0","735","129","11","0","151","14","0","35","2159","0","2910","0","0"
"0","12","63","171","108801","0","955","138","12","0","177","17","0","56","2471","0","3430","0","0"
"0","17","89","193","108801","0","1075","138","13","0","199","17","0","70","2895","0","3670","0","0"
"0","19","99","230","108801","0","1195","142","14","0","211","17","0","98","3235","0","3930","0","0"
"0","19","113","264","108801","0","1415","151","15","0","211","17","0","125","3631","0","4130","0","0"
"0","19","129","295","108801","0","1415","157","16","0","211","17","0","155","4077","0","4360","0","0"
"0","19","149","334","108801","0","1415","158","17","0","226","17","0","183","4528","0","4490","3","0"
"0","19","164","380","108801","0","1415","158","18","0","251","17","0","219","4976","0","4835","3","0"
"0","19","189","432","108801","0","1510","158","19","0","251","17","0","260","5447","0","5480","3","0"
"0","19","225","479","108801","0","1510","158","20","0","251","17","0","302","6036","0","6065","3","0"
"0","19","260","541","108801","0","1510","158","21","0","251","17","0","351","6612","0","6650","3","0"
"0","19","296","603","108801","0","1610","158","22","0","251","17","0","403","7276","0","7855","3","0"
"0","19","326","669","108801","0","1610","158","23","0","251","17","0","462","8036","0","9315","3","0"
"0","19","326","744","108801","0","1610","158","24","0","251","17","0","523","8877","0","10840","3","0"
"0","19","351","805","108801","0","1610","158","25","0","251","17","0","577","9983","0","12135","3","0"
"0","19","378","854","108801","0","1610","158","26","0","251","17","0","620","11380","0","13130","3","0"
"0","19","395","898","108801","0","1610","158","27","0","251","17","0","661","12920","0","14245","3","0"
"0","19","412","942","108801","0","1610","158","28","0","251","17","0","704","14566","0","15465","3","0"
"0","19","429","990","108801","0","1610","158","29","0","251","17","0","752","16314","0","16840","3","0"
"0","19","447","1041","108801","0","1610","158","30","0","251","17","0","803","18169","0","18295","3","0"
"0","19","465","1093","108801","0","1610","158","31","0","251","17","0","855","20114","0","19830","3","0"
"0","19","483","1146","108801","0","1610","158","32","0","251","17","0","908","22149","0","21440","3","0"
"0","19","501","1200","108801","0","1610","158","33","0","251","17","0","962","24300","0","23220","3","0"
"0","19","518","1256","108801","0","1610","158","34","0","251","17","0","1018","26567","0","25240","3","0"
"0","19","535","1312","108801","0","1610","158","35","0","251","17","0","1074","28945","0","27430","3","0"
"0","19","552","1369","108801","0","1610","158","36","0","251","17","0","1131","31405","0","29790","3","0"
"0","19","569","1428","108801","0","1610","158","37","0","251","17","0","1190","33946","0","32225","3","0"
"0","19","586","1487","108801","0","1610","158","38","0","251","17","0","1249","36576","0","34825","3","0"
"0","19","603","1546","108801","0","1610","158","39","0","251","17","0","1308","39291","0","37590","3","0"
"0","0","0","0","108901","0","100","0","2","0","0","0","14","2","0","0","95","1","0"
"0","0","0","1","108901","0","200","0","3","0","5","0","56","5","4","0","250","2","0"
"0","0","0","6","108901","0","250","0","4","0","20","0","126","10","11","0","600","4","0"
"0","0","0","12","108901","0","250","0","5","0","35","0","235","17","11","0","1290","7","0"
"0","0","0","22","108901","0","250","0","6","0","35","0","375","25","24","0","2250","11","0"
"0","0","0","34","108901","0","250","5","7","0","35","0","587","37","38","0","2910","15","0"
"0","0","0","52","108901","0","250","5","8","0","50","4","766","54","85","0","3850","15","0"
"0","0","0","69","108901","10","250","10","9","0","65","13","950","70","132","0","4725","21","0"
"2","0","0","87","108901","30","250","25","10","0","65","22","1175","92","142","0","5665","26","0"
"7","0","0","108","108901","40","250","38","11","0","65","22","1425","115","167","0","6625","26","3"
"7","0","0","130","108901","50","350","58","12","0","65","25","1683","136","187","0","7385","31","9"
"7","0","0","157","108901","50","450","60","13","0","73","25","1972","169","187","0","8065","35","12"
"7","2","10","188","108901","64","450","62","14","0","81","25","2254","203","235","0","8485","35","12"
"7","4","10","221","108901","78","550","62","15","0","81","25","2591","234","278","0","8785","35","15"
"7","4","10","263","108901","102","650","62","16","0","81","25","2889","273","321","0","9135","35","15"
"7","4","10","315","108901","132","650","62","17","0","81","25","3209","311","321","0","9565","38","15"
"7","4","10","374","108901","169","650","62","18","0","81","25","3567","348","321","0","10060","41","15"
"7","4","10","431","108901","210","745","62","19","0","81","25","4011","397","321","0","10410","41","15"
"7","4","10","492","108901","248","840","62","20","0","81","25","4523","452","321","0","10575","41","15"
"7","4","10","562","108901","284","840","62","21","0","81","25","5081","508","321","0","10815","41","15"
"7","4","10","625","108901","336","840","62","22","0","81","25","5801","566","321","0","11365","41","15"
"7","4","10","688","108901","384","840","62","23","0","81","25","6632","635","321","0","11935","41","15"
"7","4","10","759","108901","416","840","62","24","0","81","25","7521","708","321","0","12525","41","15"
"7","4","10","834","108901","463","840","62","25","0","81","25","8528","779","321","0","13340","41","15"
"7","4","10","920","108901","495","840","62","26","0","81","25","9420","857","321","0","15735","41","15"
"7","4","10","1009","108901","501","840","62","27","0","81","25","10166","937","321","0","20290","41","15"
"7","4","10","1095","108901","507","840","62","28","0","81","25","10968","1019","321","0","25540","41","15"
"7","4","10","1184","108901","513","840","62","29","0","81","25","11827","1108","321","0","31300","41","15"
"7","4","10","1278","108901","519","840","62","30","0","81","25","12723","1202","321","0","37575","41","15"
"7","4","10","1376","108901","525","840","62","31","0","81","25","13656","1300","321","0","44140","41","15"
"7","4","10","1477","108901","531","840","62","32","0","81","25","14616","1401","321","0","51175","41","15"
"7","4","10","1580","108901","537","840","62","33","0","81","25","15621","1504","321","0","58925","41","15"
"7","4","10","1685","108901","543","840","62","34","0","81","25","16682","1609","321","0","67455","41","15"
"7","4","10","1791","108901","549","840","62","35","0","81","25","17781","1715","321","0","76695","41","15"
"7","4","10","1898","108901","555","840","62","36","0","81","25","18917","1822","321","0","86495","41","15"
"7","4","10","2007","108901","561","840","62","37","0","81","25","20090","1931","321","0","96760","41","15"
"7","4","10","2117","108901","567","840","62","38","0","81","25","21301","2041","321","0","107515","41","15"
"7","4","10","2227","108901","573","840","62","39","0","81","25","22550","2151","321","0","118805","41","15"
"0","0","0","0","109001","0","50","0","2","0","0","0","32","3","0","0","15","0","0"
"0","0","0","0","109001","0","100","0","3","0","0","0","109","5","0","0","105","0","0"
"0","0","0","1","109001","0","160","0","4","0","10","0","256","6","0","0","255","0","0"
"0","0","0","2","109001","0","160","10","5","0","30","0","473","9","0","0","500","0","0"
"0","0","0","6","109001","0","340","10","6","0","30","0","748","17","13","0","735","0","0"
"0","0","0","8","109001","0","810","10","7","0","30","0","1087","23","13","0","1115","0","0"
"0","0","0","10","109001","0","1045","10","8","0","30","0","1470","31","13","0","1635","0","0"
"0","0","0","12","109001","10","1045","10","9","0","55","5","1917","40","13","0","1955","0","0"
"0","0","0","18","109001","50","1045","20","10","0","55","10","2419","47","13","0","2105","0","0"
"2","0","0","23","109001","88","1045","30","11","0","55","10","2941","51","13","0","2265","2","11"
"4","0","0","27","109001","130","1045","30","12","0","55","16","3471","57","13","0","2635","2","22"
"6","0","0","33","109001","185","1045","30","13","0","80","19","4019","65","13","0","2825","2","33"
"6","0","0","37","109001","266","1145","30","14","0","105","22","4660","70","13","0","2885","2","33"
"6","0","0","42","109001","354","1245","30","15","0","105","22","5353","75","13","0","2945","2","33"
"6","0","0","45","109001","432","1345","30","16","0","105","22","6086","83","13","0","2945","2","36"
"6","0","0","50","109001","510","1345","30","17","0","105","22","6841","89","13","0","3195","2","39"
"6","0","0","55","109001","617","1345","30","18","0","105","22","7687","92","13","0","3445","2","39"
"6","0","0","59","109001","725","1345","30","19","0","105","22","8638","96","13","0","3740","2","39"
"6","0","0","64","109001","806","1345","30","20","0","114","22","9675","109","13","0","3935","2","39"
"6","0","0","69","109001","901","1345","30","21","0","123","22","10841","115","13","0","4125","2","39"
"6","0","0","75","109001","975","1345","30","22","0","132","22","12179","121","13","0","4470","2","39"
"6","0","0","84","109001","1063","1345","30","23","0","132","22","13586","132","13","0","5055","2","39"
"6","0","0","84","109001","1117","1345","30","24","0","132","22","15158","132","13","0","6235","2","39"
"6","0","0","97","109001","1175","1345","30","25","0","132","22","16817","145","13","0","6875","2","39"
"6","0","0","106","109001","1199","1345","30","26","0","132","22","18706","151","13","0","7435","2","39"
"6","0","0","119","109001","1217","1345","30","27","0","132","22","20658","164","13","0","7965","2","39"
"6","0","0","124","109001","1238","1345","30","28","0","132","22","22843","169","13","0","8265","2","39"
"6","0","0","129","109001","1263","1345","30","29","0","132","22","25156","174","13","0","8885","2","39"
"6","0","0","134","109001","1292","1345","30","30","0","132","22","27653","179","13","0","9185","2","39"
"6","0","0","139","109001","1321","1345","30","31","0","132","22","30224","184","13","0","9805","2","39"
"6","0","0","145","109001","1350","1345","30","32","0","132","22","32921","190","13","0","10205","2","39"
"6","0","0","151","109001","1378","1345","30","33","0","132","22","35711","196","13","0","11075","2","39"
"6","0","0","157","109001","1405","1345","30","34","0","132","22","38681","202","13","0","11675","2","39"
"6","0","0","163","109001","1432","1345","30","35","0","132","22","41757","208","13","0","12645","2","39"
"6","0","0","170","109001","1459","1345","30","36","0","132","22","44976","215","13","0","13245","2","39"
"6","0","0","177","109001","1486","1345","30","37","0","132","22","48260","222","13","0","14265","2","39"
"6","0","0","184","109001","1513","1345","30","38","0","132","22","51654","229","13","0","15285","2","39"
"6","0","0","192","109001","1540","1345","30","39","0","132","22","55196","237","13","0","15885","2","39"
"0","0","0","0","109101","0","75","0","2","0","0","0","22","2","0","0","95","0","0"
"0","0","0","2","109101","0","125","0","3","0","0","0","71","6","0","0","310","0","0"
"0","0","0","4","109101","0","155","0","4","0","10","0","176","11","0","0","685","0","0"
"0","0","0","11","109101","0","155","5","5","0","20","0","289","20","0","0","1435","0","0"
"0","0","0","13","109101","0","245","5","6","0","35","0","499","31","0","0","2300","0","0"
"0","0","0","15","109101","0","715","5","7","0","35","0","746","43","0","0","3270","0","0"
"3","0","0","23","109101","0","715","5","8","0","50","0","1040","57","0","0","4025","0","0"
"7","0","0","31","109101","20","1115","5","9","0","65","9","1353","71","0","0","4630","0","0"
"12","0","0","40","109101","50","1115","30","10","0","65","18","1729","80","0","0","4990","5","0"
"17","0","0","49","109101","88","1115","40","11","0","65","18","2147","88","0","0","5410","7","13"
"17","0","0","56","109101","130","1115","40","12","0","65","21","2581","98","0","0","6180","7","29"
"17","0","0","70","109101","153","1115","40","13","0","98","24","2996","110","0","0","6770","9","42"
"17","0","0","81","109101","194","1115","40","14","0","131","24","3520","123","0","0","7230","9","42"
"17","0","0","92","109101","260","1115","40","15","0","143","24","4095","136","0","0","7530","9","42"
"17","0","0","111","109101","341","1165","40","16","0","155","24","4643","151","0","0","7770","9","45"
"17","0","0","133","109101","429","1215","40","17","0","155","24","5166","176","0","0","8135","9","48"
"17","0","0","151","109101","533","1215","40","18","0","155","24","5739","207","0","0","8685","9","48"
"17","0","0","171","109101","652","1215","40","19","0","170","24","6380","236","0","0","9405","9","48"
"17","0","0","194","109101","771","1215","40","20","0","205","24","7092","265","0","0","10075","9","48"
"17","0","0","218","109101","892","1215","40","21","0","245","24","7882","296","0","0","10735","9","48"
"17","0","0","248","109101","1000","1215","40","22","0","285","24","8791","332","0","0","11505","9","48"
"17","0","0","286","109101","1071","1215","40","23","0","305","24","9793","374","0","0","12620","9","48"
"17","0","0","326","109101","1132","1215","40","24","0","305","24","10881","422","0","0","13810","9","48"
"17","0","0","367","109101","1195","1215","40","25","0","305","24","12096","475","0","0","15025","9","48"
"17","0","0","408","109101","1234","1215","40","26","0","305","24","13406","517","0","0","17285","9","48"
"17","0","0","444","109101","1258","1215","40","27","0","305","24","14787","544","0","0","20840","9","48"
"17","0","0","475","109101","1282","1215","40","28","0","305","24","16261","571","0","0","24925","9","48"
"17","0","0","505","109101","1307","1215","40","29","0","305","24","18064","601","0","0","27460","9","48"
"17","0","0","535","109101","1333","1215","40","30","0","305","24","20193","631","0","0","28380","9","48"
"17","0","0","555","109101","1359","1215","40","31","0","305","24","22524","651","0","0","29360","9","48"
"17","0","0","560","109101","1385","1215","40","32","0","305","24","25075","656","0","0","30705","9","48"
"17","0","0","560","109101","1410","1215","40","33","0","305","24","27736","656","0","0","32355","9","48"
"17","0","0","575","109101","1434","1215","40","34","0","305","24","30429","671","0","0","33840","9","48"
"17","0","0","590","109101","1458","1215","40","35","0","305","24","33301","686","0","0","35325","9","48"
"17","0","0","606","109101","1482","1215","40","36","0","305","24","36272","702","0","0","36810","9","48"
"17","0","0","638","109101","1506","1215","40","37","0","305","24","39212","734","0","0","38130","9","48"
"17","0","0","654","109101","1530","1215","40","38","0","305","24","42384","750","0","0","39640","9","48"
"17","0","0","654","109101","1554","1215","40","39","0","305","24","45781","750","0","0","41340","9","48"
"0","0","0","3","109201","0","50","0","2","0","0","0","0","0","26","0","55","0","0"
"0","0","0","7","109201","0","100","0","3","0","0","0","0","0","94","0","150","0","0"
"0","0","0","14","109201","0","100","10","4","0","0","0","0","2","214","0","270","0","0"
"0","0","0","29","109201","0","100","10","5","0","0","0","0","2","405","0","450","0","0"
"0","0","0","42","109201","0","100","10","6","0","50","0","0","4","634","0","800","0","0"
"0","0","0","56","109201","0","100","15","7","0","85","0","0","8","894","0","1395","0","0"
"1","0","0","63","109201","0","100","30","8","0","120","4","0","10","1286","0","1560","0","0"
"2","0","16","70","109201","0","100","45","9","0","155","9","0","10","1710","0","1700","0","0"
"4","0","45","75","109201","0","320","45","10","0","170","14","0","13","2175","0","1970","0","0"
"5","5","90","80","109201","0","540","45","11","0","186","14","0","13","2687","0","2130","0","0"
"6","11","143","85","109201","0","640","45","12","0","222","14","0","16","3211","0","2230","0","0"
"6","17","205","92","109201","0","640","45","13","0","242","16","0","21","3744","0","2370","0","0"
"6","17","281","99","109201","0","760","45","14","0","272","18","0","25","4324","0","2510","0","0"
"6","17","351","108","109201","0","880","45","15","0","282","22","0","33","4929","0","2540","0","0"
"6","17","426","116","109201","0","880","45","16","0","312","22","0","38","5602","0","2570","0","0"
"6","17","498","125","109201","0","880","45","17","0","342","22","0","42","6330","0","2570","0","0"
"6","17","587","134","109201","0","880","45","18","0","372","22","0","48","7114","0","2570","0","0"
"6","17","720","141","109201","0","880","45","19","0","372","22","0","53","8002","0","2570","0","0"
"6","17","877","155","109201","0","880","45","20","0","372","22","0","63","8923","0","2570","0","0"
"6","17","1079","163","109201","0","980","45","21","0","372","22","0","69","9942","0","2570","0","0"
"6","17","1297","170","109201","0","1080","45","22","0","372","22","0","74","11139","0","2570","0","0"
"6","17","1481","186","109201","0","1080","45","23","0","372","22","0","80","12462","0","2570","0","0"
"6","17","1624","203","109201","0","1080","45","24","0","372","22","0","86","13937","0","2570","0","0"
"6","17","1733","211","109201","0","1080","45","25","0","372","22","0","92","15647","0","2570","0","0"
"6","17","1805","220","109201","0","1080","45","26","0","372","22","0","98","17487","0","3030","0","0"
"6","17","1850","228","109201","0","1080","45","27","0","372","22","0","104","19522","0","3030","0","0"
"6","17","1882","233","109201","0","1080","45","28","0","372","22","0","109","21720","0","3030","0","0"
"6","17","1915","237","109201","0","1080","45","29","0","372","22","0","113","24042","0","3490","0","0"
"6","17","1949","241","109201","0","1080","45","30","0","372","22","0","117","26563","0","3490","0","0"
"6","17","1983","245","109201","0","1080","45","31","0","372","22","0","121","29142","0","3950","0","0"
"6","17","2017","249","109201","0","1080","45","32","0","372","22","0","125","31884","0","3950","0","0"
"6","17","2050","253","109201","0","1080","45","33","0","372","22","0","129","34717","0","4450","0","0"
"6","17","2082","257","109201","0","1080","45","34","0","372","22","0","133","37699","0","4950","0","0"
"6","17","2114","261","109201","0","1080","45","35","0","372","22","0","137","40886","0","4950","0","0"
"6","17","2146","265","109201","0","1080","45","36","0","372","22","0","141","44185","0","4950","0","0"
"6","17","2178","270","109201","0","1080","45","37","0","372","22","0","146","47529","0","5450","0","0"
"6","17","2210","275","109201","0","1080","45","38","0","372","22","0","151","50977","0","5950","0","0"
"6","17","2242","279","109201","0","1080","45","39","0","372","22","0","155","54592","0","5950","0","0"
"0","0","0","3","109301","0","50","0","2","0","0","0","0","0","26","0","55","0","0"
"0","0","0","7","109301","0","100","0","3","0","0","0","0","0","94","0","150","0","0"
"0","0","0","14","109301","0","100","10","4","0","0","0","0","2","214","0","270","0","0"
"0","0","0","29","109301","0","100","10","5","0","0","0","0","2","405","0","450","0","0"
"0","0","0","42","109301","0","100","10","6","0","50","0","0","4","634","0","800","0","0"
"0","0","0","56","109301","0","100","15","7","0","85","0","0","8","894","0","1395","0","0"
"1","0","0","63","109301","0","100","30","8","0","120","4","0","10","1286","0","1560","0","0"
"2","0","16","70","109301","0","100","45","9","0","155","9","0","10","1710","0","1700","0","0"
"4","0","45","75","109301","0","320","45","10","0","170","14","0","13","2175","0","1970","0","0"
"5","5","90","80","109301","0","540","45","11","0","186","14","0","13","2687","0","2130","0","0"
"6","11","143","85","109301","0","640","45","12","0","222","14","0","16","3211","0","2230","0","0"
"6","17","205","92","109301","0","640","45","13","0","242","16","0","21","3744","0","2370","0","0"
"6","17","281","99","109301","0","760","45","14","0","272","18","0","25","4324","0","2510","0","0"
"6","17","351","108","109301","0","880","45","15","0","282","22","0","33","4929","0","2540","0","0"
"6","17","426","116","109301","0","880","45","16","0","312","22","0","38","5602","0","2570","0","0"
"6","17","498","125","109301","0","880","45","17","0","342","22","0","42","6330","0","2570","0","0"
"6","17","587","134","109301","0","880","45","18","0","372","22","0","48","7114","0","2570","0","0"
"6","17","720","141","109301","0","880","45","19","0","372","22","0","53","8002","0","2570","0","0"
"6","17","877","155","109301","0","880","45","20","0","372","22","0","63","8923","0","2570","0","0"
"6","17","1079","163","109301","0","980","45","21","0","372","22","0","69","9942","0","2570","0","0"
"6","17","1297","170","109301","0","1080","45","22","0","372","22","0","74","11139","0","2570","0","0"
"6","17","1481","186","109301","0","1080","45","23","0","372","22","0","80","12462","0","2570","0","0"
"6","17","1624","203","109301","0","1080","45","24","0","372","22","0","86","13937","0","2570","0","0"
"6","17","1733","211","109301","0","1080","45","25","0","372","22","0","92","15647","0","2570","0","0"
"6","17","1805","220","109301","0","1080","45","26","0","372","22","0","98","17487","0","3030","0","0"
"6","17","1850","228","109301","0","1080","45","27","0","372","22","0","104","19522","0","3030","0","0"
"6","17","1882","233","109301","0","1080","45","28","0","372","22","0","109","21720","0","3030","0","0"
"6","17","1915","237","109301","0","1080","45","29","0","372","22","0","113","24042","0","3490","0","0"
"6","17","1949","241","109301","0","1080","45","30","0","372","22","0","117","26563","0","3490","0","0"
"6","17","1983","245","109301","0","1080","45","31","0","372","22","0","121","29142","0","3950","0","0"
"6","17","2017","249","109301","0","1080","45","32","0","372","22","0","125","31884","0","3950","0","0"
"6","17","2050","253","109301","0","1080","45","33","0","372","22","0","129","34717","0","4450","0","0"
"6","17","2082","257","109301","0","1080","45","34","0","372","22","0","133","37699","0","4950","0","0"
"6","17","2114","261","109301","0","1080","45","35","0","372","22","0","137","40886","0","4950","0","0"
"6","17","2146","265","109301","0","1080","45","36","0","372","22","0","141","44185","0","4950","0","0"
"6","17","2178","270","109301","0","1080","45","37","0","372","22","0","146","47529","0","5450","0","0"
"6","17","2210","275","109301","0","1080","45","38","0","372","22","0","151","50977","0","5950","0","0"
"6","17","2242","279","109301","0","1080","45","39","0","372","22","0","155","54592","0","5950","0","0"
"0","0","0","3","109401","0","50","0","2","0","0","0","0","0","26","0","55","0","0"
"0","0","0","7","109401","0","100","0","3","0","0","0","0","0","94","0","150","0","0"
"0","0","0","11","109401","0","100","0","4","0","0","0","0","1","241","0","270","0","0"
"0","0","0","24","109401","0","100","0","5","0","25","0","0","1","432","0","360","0","0"
"0","0","0","37","109401","0","100","0","6","0","75","0","0","3","661","0","710","0","0"
"0","0","0","44","109401","0","100","5","7","0","145","0","0","5","974","0","955","0","0"
"1","0","0","54","109401","0","100","35","8","0","180","4","0","7","1335","0","1120","0","0"
"2","0","16","61","109401","0","100","50","9","0","215","9","0","7","1759","0","1260","0","0"
"4","0","40","73","109401","0","520","50","10","0","230","14","0","8","2194","0","1530","0","0"
"5","5","85","78","109401","0","740","50","11","0","246","14","0","8","2706","0","1690","0","0"
"6","11","138","83","109401","0","840","50","12","0","282","14","0","11","3230","0","1790","0","0"
"6","17","200","90","109401","0","840","50","13","0","302","16","0","16","3763","0","1930","0","0"
"6","17","276","97","109401","0","960","50","14","0","332","18","0","20","4343","0","2070","0","0"
"6","17","346","106","109401","0","1080","50","15","0","342","22","0","28","4948","0","2100","0","0"
"6","17","421","114","109401","0","1080","50","16","0","372","22","0","33","5621","0","2130","0","0"
"6","17","493","123","109401","0","1080","50","17","0","402","22","0","37","6349","0","2130","0","0"
"6","17","582","132","109401","0","1080","50","18","0","432","22","0","43","7133","0","2130","0","0"
"6","17","715","139","109401","0","1080","50","19","0","432","22","0","48","8021","0","2130","0","0"
"6","17","872","153","109401","0","1080","50","20","0","432","22","0","58","8942","0","2130","0","0"
"6","17","1074","161","109401","0","1180","50","21","0","432","22","0","64","9961","0","2130","0","0"
"6","17","1292","168","109401","0","1280","50","22","0","432","22","0","69","11158","0","2130","0","0"
"6","17","1476","184","109401","0","1280","50","23","0","432","22","0","75","12481","0","2130","0","0"
"6","17","1619","201","109401","0","1280","50","24","0","432","22","0","81","13956","0","2130","0","0"
"6","17","1728","209","109401","0","1280","50","25","0","432","22","0","87","15666","0","2130","0","0"
"6","17","1800","218","109401","0","1280","50","26","0","432","22","0","93","17506","0","2590","0","0"
"6","17","1845","226","109401","0","1280","50","27","0","432","22","0","99","19541","0","2590","0","0"
"6","17","1877","231","109401","0","1280","50","28","0","432","22","0","104","21739","0","2590","0","0"
"6","17","1910","235","109401","0","1280","50","29","0","432","22","0","108","24061","0","3050","0","0"
"6","17","1944","239","109401","0","1280","50","30","0","432","22","0","112","26582","0","3050","0","0"
"6","17","1983","247","109401","0","1280","50","31","0","432","22","0","120","29168","0","3050","0","0"
"6","17","2017","251","109401","0","1280","50","32","0","432","22","0","124","31910","0","3050","0","0"
"6","17","2050","255","109401","0","1280","50","33","0","432","22","0","128","34743","0","3550","0","0"
"6","17","2082","259","109401","0","1280","50","34","0","432","22","0","132","37725","0","4050","0","0"
"6","17","2114","263","109401","0","1280","50","35","0","432","22","0","136","40912","0","4050","0","0"
"6","17","2146","267","109401","0","1280","50","36","0","432","22","0","140","44211","0","4050","0","0"
"6","17","2178","272","109401","0","1280","50","37","0","432","22","0","145","47555","0","4550","0","0"
"6","17","2210","277","109401","0","1280","50","38","0","432","22","0","150","51003","0","5050","0","0"
"6","17","2242","281","109401","0","1280","50","39","0","432","22","0","154","54618","0","5050","0","0"
"0","0","0","1","109501","0","100","0","2","0","0","0","2","2","11","0","65","1","0"
"0","0","0","6","109501","0","200","10","3","0","0","0","4","6","35","0","160","2","0"
"0","0","0","16","109501","0","250","20","4","0","0","0","7","12","89","0","450","4","0"
"0","0","0","34","109501","0","250","20","5","0","0","0","7","19","182","0","1050","4","0"
"0","0","0","54","109501","0","250","20","6","0","0","0","7","30","318","0","1875","4","0"
"0","0","0","79","109501","0","250","25","7","0","0","0","33","47","438","0","2740","4","0"
"0","0","0","107","109501","0","250","40","8","0","0","4","59","68","579","0","3610","4","0"
"0","5","0","136","109501","0","250","60","9","0","0","9","59","84","797","0","4415","4","0"
"0","10","5","164","109501","0","350","70","10","0","0","14","59","103","1052","0","5185","4","0"
"0","10","5","201","109501","0","770","94","11","0","0","14","59","123","1273","0","5985","4","0"
"0","14","20","230","109501","0","990","110","12","0","10","14","59","144","1558","0","6525","4","0"
"0","16","20","268","109501","0","1210","112","13","0","20","17","59","182","1770","0","7065","6","0"
"0","18","38","308","109501","0","1330","114","14","0","20","17","59","219","2071","0","7185","6","0"
"0","20","48","350","109501","0","1430","119","15","0","20","17","59","254","2399","0","7325","6","0"
"0","20","48","393","109501","0","1530","125","16","0","20","17","59","294","2747","0","7525","6","0"
"0","20","48","441","109501","0","1530","126","17","0","35","17","59","336","3097","0","7705","9","0"
"0","20","48","498","109501","0","1530","126","18","0","50","17","59","381","3442","0","8110","12","0"
"0","20","48","563","109501","0","1625","126","19","0","50","17","59","435","3808","0","8755","12","0"
"0","20","60","625","109501","0","1720","126","20","0","50","17","59","492","4265","0","9340","12","0"
"0","20","60","703","109501","0","1720","126","21","0","50","17","59","558","4707","0","9960","12","0"
"0","20","60","782","109501","0","1720","126","22","0","50","17","59","627","5231","0","11275","12","0"
"0","20","60","867","109501","0","1720","126","23","0","50","17","59","705","5796","0","13050","12","0"
"0","20","60","958","109501","0","1720","126","24","0","50","17","59","790","6436","0","14575","12","0"
"0","20","70","1044","109501","0","1720","126","25","0","50","17","59","870","7301","0","15870","12","0"
"0","20","85","1119","109501","0","1720","126","26","0","50","17","59","939","8417","0","17160","12","0"
"0","20","95","1189","109501","0","1720","126","27","0","50","17","59","1006","9652","0","18730","12","0"
"0","20","105","1260","109501","0","1720","126","28","0","50","17","59","1076","10974","0","20495","12","0"
"0","20","115","1336","109501","0","1720","126","29","0","50","17","59","1152","12379","0","22490","12","0"
"0","20","120","1426","109501","0","1720","126","30","0","50","17","59","1242","13526","0","26875","12","0"
"0","20","120","1528","109501","0","1720","126","31","0","50","17","59","1344","14400","0","33640","12","0"
"0","20","120","1633","109501","0","1720","126","32","0","50","17","59","1449","15311","0","40775","12","0"
"0","20","120","1740","109501","0","1720","126","33","0","50","17","59","1556","16278","0","48525","12","0"
"0","20","120","1849","109501","0","1720","126","34","0","50","17","59","1665","17301","0","57055","12","0"
"0","20","120","1959","109501","0","1720","126","35","0","50","17","59","1775","18362","0","66295","12","0"
"0","20","120","2070","109501","0","1720","126","36","0","50","17","59","1886","19461","0","76095","12","0"
"0","20","120","2183","109501","0","1720","126","37","0","50","17","59","1999","20598","0","86360","12","0"
"0","20","120","2297","109501","0","1720","126","38","0","50","17","59","2113","21772","0","97115","12","0"
