16f6f94d2ec4d59cc4807da3fc5d44eb2c12c29f7676088997db926377d2c32d,93d5dd2d147dcf817572478619e0beee6ce7865af09cd07b365d865da868f5ac,1da3ed0da0725ee54a99f2ace182141e687f50e93bf86dee97a9be4e0be4deb3,df24cf291b60fdac9e8b86483dffcdf3f8aa624e8887f458f71a7c2d719cdc16,a36f3557ace1265accf0398cceb20284ee576f8b949b76d0287a8e3c95cb86da,8295ad51a4ffacc970ccde8cd2d6af9037e381d084ce4d20c96043a6175a6130,785cd83989d36c71ff127dfaa43b5454b1fc0cd80c1f8faba0ad76911465d3d7,449fca601ab0376a607b1b5bdf370a99c1726e517397f2ca3813f63b0901769b,23b33cdcb62b4f407ca0dcc5597a0e1d82117c4ef3af0e4038c2fb9a490bae6a,7015b695b9d1b7b756ca7b120e6c27b80c1ef16b8f238ec390992b13f294e39b,5245cb6b2fd5f4e3602e56d9b322f353c857260c8061c822397df4c9d3820ee5,0e621d8ca6123e7c23223afd0b3f06c3b3ac8cd7c5cd7e4107cf96a924420fc4,490553ea07ef8fe4269aaba13043c2b6f03f3918ec9808bf2796f32a5350b7e9,3a1bbe6b0c0130103341eda61a1df7f077d1746a3bda4ac96e0fffeef72255c0,6c3b0313a30e8394614b1d440c92a3151fbd911e37bfa7aca951d5013ebfa832,126fc1d815d99b4a833925660195cfb808656ae560152099107f363e5c05aff2,d0862030797000c5648228b99f66a509193f769a3873136492112ebe159b988f,b5564587772750805cfaad0a60992052923accc5edb7faa83f2cc5d7d4d75ffd,094435e182e420ba4bccdaed68890bb80d85d1669a24b8e635ab753ea472566f,34e2484dc5433b9203d065c8aa49db59e1f1a2fb2699cbf4ead73e1e4632ec01
"2169","2169","","このイベント名の「？」に入るのは？","12494","12540","5","5","5","5","ノワールズ","","12523","3","12527","1","12474","5","2","マジカル★ノワールズ！"
"2177","0","ランドソルに伝わる児童文学。かつて存在した伝説の英雄をモデルにした物語","これ、何と言う？","39764","12505","5","6","5","6","魔法ベルル","魔法少女ベルルちゃん","12523","3","27861","1","12523","5","2","魔法少女ベルルちゃん"
"2194","0","有名な童話。ロバ・犬・猫・ニワトリが一致団結し、新生活を切り開く物語","これ、何と言う？","12502","12540","5","5","5","5","ブレーメン","","12513","1","12524","2","12531","5","2","ブレーメンの音楽隊"
"2195","0","有名な童話。貧しい少女が、雪降る街の中でマッチを売る物語","これ、何と言う？","12510","12481","6","5","4","5","マッチ売り","","22770","1","12483","2","12426","5","2","マッチ売りの少女"
"2197","0","有名な童話。幼い兄妹が、知恵をはたらかせてピンチを脱する物語","これ、何と言う？","12504","12464","5","5","5","5","ヘングレー","ヘンゼルとグレーテル","12524","1","12531","2","12540","5","2","ヘンゼルとグレーテル"
"2198","0","和訳すると「灰かぶり」となる名前の童話。魔法の力で成功を掴む物語","これ、何と言う？","12471","12487","5","5","5","5","シンデレラ","","12524","1","12531","2","12521","5","2","シンデレラ"
"2200","0","3匹の猿の彫刻でおなじみの、有名なフレーズ","これ、何と言う？","35211","12363","6","6","4","6","見聞か言わ","見ざる、聞かざる、言わざる","35328","2","32862","2","12431","4","2","見ざる、聞かざる、言わざる"
"2201","0","実際には体験したことがないのに、既に経験したことがあるように感じること。「既視感」とも","これ、何と言う？","12487","12515","5","5","5","5","デジャヴュ","","12532","2","12472","2","12517","5","2","デジャヴュ"
"2202","0","シングル、ダブル、トリプル、その次はなんと言う？","これ、何と言う？","12463","12489","5","5","5","5","クアドラプ","","12521","3","12450","2","12503","5","2","クアドラプル"
"2203","0","","これ、何と言う？","12487","12522","5","5","5","5","デメリット","","12483","1","12513","2","12488","5","2","メリット⇔デメリット"
"2204","0","商売において、実際の価値よりも明らかに高い金銭を要求されること","これ、何と言う？","12412","12383","4","4","4","4","ぼったくり","","12367","1","12387","2","12426","4","2","ぼったくり"
"2205","0","","これ、何と言う？","12458","12455","5","5","5","5","オフェンス","","12531","1","12501","2","12473","5","2","ディフェンス⇔オフェンス"
"2206","0","小さな集団の中で、自分が一番だと威張っている、世間知らずな人のこと","これ、何と言う？","12383","12375","4","4","4","4","たいしょう","","12423","1","12356","2","12358","4","2","お山のたいしょう"
"2211","2211","イベント「ハッピー・チェンジ・エンジェルズ」で獲得できるアイテム","これ、何と言う？","22823","20351","4","6","6","6","大天使の泪	","","12398","3","22825","1","27882","6","2","大天使の泪"
"2214","0","「辛くてもじっと辛抱していれば、いつか成し遂げられること」を指すことわざ","これ、何と言う？","30707","19978","4","6","4","4","石の上にも","","12395","1","12398","2","12418","6","2","石の上にも三年"
"2216","0","ほんの少しの対価で、運よく大きなものを手に入れること。とある生き物の名を使ったことわざ","これ、何と言う？","28023","39899","6","6","4","6","海老鯛釣る","海老で鯛を釣る","37347","1","32769","2","12427","6","2","海老で鯛を釣る"
"2217","0","どんなに上手な人でも、時には失敗すること。とある妖怪の名を使ったことわざ","これ、何と言う？","27827","24029","6","6","4","6","河童川流れ","河童の川流れ","27969","1","31461","2","12428","6","2","河童の川流れ"
"2224","0","「西遊記」に登場する孫悟空が乗る雲。仙人のみ乗ることが出来る","これ、何と言う？","12365","12392","4","4","4","4","きんとうん","","12358","1","12435","2","12435","4","2","きんとうん"
"2227","0","何をしていても美しく魅力的な振る舞いに見える人をあらわすフレーズ","これ、何と言う？","12422","12398","4","4","4","4","ゆりのはな","","12399","3","12426","2","12394","4","2","立てば芍薬、座れば牡丹、\n歩く姿はゆりのはな"
"2228","0","「イラスト」を略さずに言うと？","これ、何と言う？","12524","12471","5","5","5","5","レーション","","12519","3","12540","2","12531","5","2","イラストレーション"
"2229","2229","キャルの口癖の一つ。主に腹を立てたときに言うことが多いが、本気で言ってるわけではない","これ、何と言う？","12406","12371","4","4","4","4","ぶっころす","","12429","2","12387","1","12377","4","2","ぶっころすわよ！"
"2230","2230","キャルの口癖の一つ。良い意味でも悪い意味でもヤバイことが起きたときに言うことが多い","これ、何と言う？","12516","12452","4","5","4","5","ヤバイわよ","","12431","2","12496","1","12424","5","2","ヤバイわよ！"
"2231","1255","ペコリーヌがよく口にする、独特なあいさつ。片手を前に突き出しながら言うのがお決まり","これ、何と言う？","12362","12387","4","4","4","4","おいっす～","","12377","2","12356","1","65374","4","2","おいっす～☆"
"2232","0","小説などで、あえて読者が誤った予想をするように誘導し、後で裏切って驚かせるテクニック","これ、何と言う？","12511","12522","5","5","5","5","ミスリード","","12540","2","12473","2","12489","5","2","ミスリード"
"2233","0","恐ろしいものの例えとして、よく浸透したフレーズ","これ、何と言う？","12363","12362","4","4","4","4","かじおやじ","地震・雷・かじ・おやじ","12420","1","12376","2","12376","4","2","地震・雷・かじ・おやじ"
"2234","0","","これ、略さずに言うと？","12497","12486","5","5","5","5","パーティー","","12451","1","12540","2","12540","5","2","パリピ＝パーティーピーポー"
"2235","0","この世に存在するあらゆる物事をあらわした四字熟語","これ、何と言う？","12400","12375","4","4","4","4","ばんしょう","","12423","1","12435","2","12358","4","2","森羅ばんしょう（ひらがなで）"
"2236","0","突然の雨に降られた時に、軒先などで雨が上がるまでの時間をしのぐこと","これ、何と言う？","12354","12420","4","4","4","4","あまやどり","","12393","1","12414","2","12426","4","2","あまやどり"
"2237","0","晴れているときに降る雨の俗称。そういう時にはとある動物が嫁入りする、という言い伝えから","これ、何と言う？","29392","23233","6","6","4","4","狐の嫁入り","","20837","3","12398","2","12426","6","2","狐の嫁入り"
"2238","2238","","ニノンはなんと詠んだ？","12362","35211","5","4","5","6","お花見デス","お花見デース！！","12487","3","33457","1","12473","6","2","お花見デース！！"
"2240","0","","これ、何と読む？","12375","12385","4","4","4","4","しんちょく","","12423","2","12435","2","12367","4","2","進捗＝しんちょく"
"2241","0","「千夜一夜物語」とも呼ばれる説話集。「アラジンと魔法のランプ」も収録されている","これ、何と言う？","12450","12499","5","5","5","5","アラビアン","","12450","2","12521","2","12531","5","2","アラビアンナイト"
"2242","0","神話に登場する、あらゆる災厄が詰められた箱。現代では、「触れてはならないもの」の代名詞","これ、何と言う？","12497","12489","5","5","6","5","パンドラ箱","パンドラの箱","12521","1","12531","2","31665","5","2","パンドラの箱"
"2243","0","ショーなどの始まりに、司会者が言うあいさつとしてお決まりのフレーズ","これ、何と言う？","12472","12531","5","5","5","5","ジェントル","","12488","1","12455","2","12523","5","2","レディース&ジェントルメン"
"2244","0","旅に出る人に向けてかけるポピュラーなあいさつで、「良い旅を！」という意味がある","これ、何と言う？","12508","12540","5","5","5","5","ボヤージュ","","12472","3","12516","2","12517","5","2","ボン・ボヤージュ！"
"2245","0","「位置について、よーい、どん！」これに意味の近い英語のフレーズ","これ、何と言う？","12473","12487","5","5","5","5","ステディー","","12451","2","12486","2","12540","5","2","レディ ステディー ゴー！"
"2246","0","「賄賂（わいろ）」の別の呼び方。昔は着物のそでを使って、こっそり隠して渡したことから","これ、何と言う？","12381","12398","4","4","4","4","そでのした","","12375","3","12391","2","12383","4","2","そでのした"
"2247","0","","これ、何と読む？","12418","12426","4","4","4","4","もうりょう","","12423","2","12358","2","12358","4","2","魑魅魍魎＝ちみもうりょう"
"2248","2248","スズナが使う『ヒデサイ』という言葉、とある言葉の読み間違いだが、本来なんと読むのが正しい？","これ、何と言う？","12375","12358","4","4","4","4","しゅうさい","","12373","3","12421","1","12356","4","2","しゅうさい"
"2249","0","","これ、何と言う？","12375","12403","4","4","4","4","しのびあし","","12354","2","12398","2","12375","4","2","抜き足、差し足、しのびあし"
"2250","0","「：」の読み方は「コロン」、では「；」の読み方は？","これ、何と言う？","12475","12467","5","5","5","5","セミコロン","","12525","2","12511","2","12531","5","2","セミコロン"
"2251","0","無線で会話のやり取りをするときの決めごと。「ユーコピー？」と聞かれたら、なんと返す？","これ、何と言う？","12450","12467","5","5","5","5","アイコピー","","12500","3","12452","2","12540","5","2","アイコピー"
"2252","0","非常に勢いに乗っていることや、立身出世をすることをたとえるのに使う言葉","これ、何と言う？","12383","12398","4","4","4","4","たきのぼり","","12412","3","12365","2","12426","4","2","鯉のたきのぼり"
"2253","0","","このことわざ、何と言う？","12358","12372","4","4","4","4","うおごころ","","12371","3","12362","2","12429","4","2","うおごころあれば水心あり"
"2254","0","過保護にせず、世間に出して様々な経験をさせた方が子どものためになる。ということわざ","これ、何と言う？","12363","12356","4","4","6","4","かわいい子","","12356","1","12431","2","23376","4","2","かわいい子には旅をさせよ"
"2255","0","","これ、何と言う？","12456","12525","5","5","5","5","エピローグ","","12540","2","12500","2","12464","5","2","プロローグ⇔エピローグ"
"2256","0","","これ、何と言う？","12501","12472","5","5","5","5","フィジカル","","12459","2","12451","2","12523","5","2","心⇒メンタル　体⇒フィジカル"
"2257","0","「人と自分を比べて嫉妬するものではない」という言葉。だだをこねる子どもに対し言われがち","これ、何と言う？","12358","12399","4","4","4","4","うちはうち","","12358","2","12385","2","12385","4","2","よそはよそ、うちはうち"
"2258","0","落語の名作「寿限無」でつけられた名前。じゅげむじゅげむ………ちょうきゅうめいの□□□□□","これ、何と言う？","12385","12358","4","4","4","4","ちょうすけ","","12377","3","12423","2","12369","4","2","ちょうすけ"
"2259","0","「一休さん」のとんちで、意地悪な桔梗屋が店の前に立てた札に書かれていた言葉","これ、何と言う？","12399","12431","4","4","4","4","はしわたる","このはし、わたるべからず","12383","2","12375","2","12427","4","2","このはし、わたるべからず"
"2260","0","どこで誰が聞いているか分からないので、秘密というのは漏れるものだ。という意味のことわざ","これ、何と言う？","38556","30446","4","6","4","6","障子目あり","壁に耳あり 障子に目あり","12354","2","23376","2","12426","6","2","壁に耳あり 障子に目あり"
"2261","0","フィクションで人気のあるジャンル。はるか未来、荒廃して無秩序になった世界が描かれる","これ、何と言う？","12379","12365","4","4","4","4","せいきまつ","","12414","2","12356","2","12388","4","2","せいきまつモノ"
"2262","0","近年フィクションで人気のジャンル。主人公が現代社会から異なる世界に飛ばされるのが始まり","これ、何と言う？","30064","30028","6","6","6","6","異世界転生","","36578","2","19990","2","29983","6","2","異世界転生モノ"
"2263","0","ラブコメのお決まりとして、曲がり角でぶつかったヒロインがくわえている食べ物","これ、何と言う？","12375","12367","5","4","5","4","しょくパン","","12497","1","12423","2","12531","4","2","しょくパン"
"2264","0","時代劇で、わいろを受け取った悪代官が口にするお決まりのセリフ","これ、何と言う？","12431","12424","4","4","4","4","わるよのう","","12398","2","12427","2","12358","4","2","越後屋、お主もわるよのう"
"2265","0","本来はピラミッドのこと。転じて、スポーツや文芸などで後世に語り継がれるべき偉業のこと","これ、何と言う？","12365","12376","4","4","4","4","きんじとう","","12392","2","12435","2","12358","4","2","きんじとう"
"2266","0","「ゲーティア」とも表記される有名な魔法書。ソロモン王の伝承がしるされている","これ、何と言う？","12468","12486","5","5","5","5","ゴエティア","","12451","3","12456","2","12450","5","2","ゴエティア"
"2267","0","神がアダムとイブを最初に住まわせた楽園のこと","これ、何と言う？","12456","12531","4","5","4","5","エデンその","エデンのその","12381","2","12487","2","12398","5","2","エデンのその"
"2268","2268","カオリの故郷のあいさつ。発音は伸ばしたり伸ばさなかったりするが、元気なカオリは伸ばしがち","これ、何と言う？","12495","12479","5","5","5","5","ハイターイ","","12540","2","12452","1","12452","5","2","「ハイターイ！」"
"2269","0","","これ、英訳すると？","12511","12458","5","5","5","5","ミリオネア","","12493","2","12522","2","12450","5","2","百万長者＝ミリオネア"
"2270","0","文芸作品などの、「三部作」を指す言葉","これ、何と言う？","12488","12525","5","5","5","5","トリロジー","","12472","2","12522","2","12540","5","2","トリロジー"
"2271","0","","これ、何と言う？","12487","12473","5","5","5","5","ディストピ","","12488","2","12451","2","12500","5","2","ユートピア⇔ディストピア"
"2272","0","古くは、自分の罪を免除してもらうための証書。現代では、自分の失態を正当化する名目のこと","これ、何と言う？","12417","12374","4","4","4","4","めんざいふ","","12356","3","12435","2","12405","4","2","めんざいふ"
"2273","0","フィクションで人気のジャンル。主人公たちが、死の危険をともなうゲームに参加するストーリー","これ、何と言う？","12487","12466","5","5","5","5","デスゲーム","","12540","2","12473","2","12512","5","2","デスゲーム"
"2274","0","フィクションで人気のジャンル。ひたすら同じ時間を繰り返す世界で、原因を究明するストーリー","これ、何と言う？","12523","12503","5","5","5","5","ループモノ","","12514","2","12540","2","12494","5","2","ループモノ"
"2275","0","太古の時代に使われたと伝承される、「超ベリーグッド」を略したことば","これ、何と言う？","12481","12505","5","5","5","5","チョベリグ","","12522","2","12519","2","12464","5","2","チョベリグ"
"2276","0","有名な詩の一節。「春の眠り心地の良さに、朝が来たことも気づかず寝過ごしてしまう」の意味","これ、何と言う？","26241","35226","4","6","4","4","暁を覚えず","","12360","2","12434","2","12378","6","2","春眠暁を覚えず"
"2277","2277","","このイベント名の「？」に入るのは？","12463","12473","5","5","5","5","クリスマス","","12510","1","12522","1","12473","5","2","メリープリンクリスマス！"
"2278","2278","","このイベント名の「？」に入るのは？","12495","12454","5","5","5","5","ハロウィン","","12451","1","12525","1","12531","5","2","リトル・ブレイブ・\nハロウィンナイト！"
"2279","2279","このイベントの中心と\nなった2人のキャラ","このキャラは誰？","12511","12461","5","5","5","5","ミツキユキ","ミツキとユキ","12518","2","12484","1","12461","5","2","ミツキとユキ"
"2280","2280","このイベントの中心と\nなった4人のキャラ","このキャラは誰？","12488","12471","5","5","5","5","トモシオリ","モニカ・トモ・シオリ・カスミ","12458","2","12514","1","12522","5","2","モニカ・トモ・シオリ・カスミ"
"2281","2281","このイベントの中心と\nなった3人のキャラ","このキャラは誰？","12452","12463","5","5","5","5","イオクウカ","シズル・イオ・クウカ","12454","2","12458","1","12459","5","2","シズル・イオ・クウカ"
"2282","2282","このイベントの中心と\nなったギルドの名前","これ、何？","12489","12468","5","5","5","5","ドラゴンズ","","12531","2","12521","1","12474","5","2","ドラゴンズネスト"
"2283","2283","このイベントの中心と\nなったギルドの名前","これ、何？","12523","12475","5","5","5","5","ルーセント","","12531","2","12540","1","12488","5","2","ルーセント学院"
"2284","2284","このイベントの中心と\nなった3人のキャラ","これ、何？","12463","12511","5","5","5","5","クルミチカ","アヤネ・クルミ・チカ","12481","2","12523","1","12459","5","2","アヤネ・クルミ・チカ"
"2285","0","プリコネRのストーリー機能で、過去に開催されたイベントをダイジェストでプレイできるもの","これ、何と言う？","12473","12540","5","5","5","5","ストーリー","","12522","1","12488","1","12540","5","2","サイドストーリー"
"2286","1266","『ルナ』がよく口にするセリフ。\n「ルナの□□□□□になってくれる？」","これ、何と言う？","12362","12418","4","4","4","4","おともだち","","12384","2","12392","1","12385","4","2","おともだち"
"2287","2287","初対面のシーンで、『アオイ』が極度の緊張のあまり口走った謎のひとこと","これ、何と言う？","12354","12383","4","4","4","4","あやたろう","","12429","3","12420","1","12358","4","2","あやとり大好きあやたろう"
"2288","2019","初対面のシーンで、警戒した『キョウカ』が発したセリフ","これ、何と言う？","38450","39764","6","6","4","6","防犯魔石を","","30707","3","29359","1","12434","6","2","防犯魔石を鳴らしますよ！"
"2289","2289","『クルミ』に教えてあげた、緊張を解くおまじない","これ、何と言う？","12461","12496","5","5","5","5","キデバレヤ","","12524","3","12487","1","12516","5","2","サルキデバレヤ"
"2290","0","フィクション作品、特にヒーロー漫画で、主人公の相棒として行動を共にするキャラのこと","これ、何と言う？","12469","12489","5","5","5","5","サイドキク","サイドキック","12461","3","12452","2","12463","5","2","サイドキック"
"2291","0","「§」マークの正式名称","これ、何と言う？","12475","12471","5","5","5","5","セクション","","12519","3","12463","2","12531","5","2","セクション"
"2292","0","「¶」マークの正式名称","これ、何と言う？","12497","12464","5","5","5","5","パラグラフ","","12521","3","12521","2","12501","5","2","パラグラフ"
"2293","0","「決勝」で勝つと、どうなる？","これ、何と言う？","12422","12375","4","4","4","4","ゆうしょう","","12423","2","12358","2","12358","4","2","ゆうしょう"
"2294","0","「磁石」の英訳を、カタカナで書くと","これ、何と言う？","12510","12493","5","5","5","5","マグネット","","12483","1","12464","2","12488","5","2","マグネット"
"2295","0","膝の裏と、足首との間の部位","これ、何と言う？","12405","12425","4","4","4","4","ふくらはぎ","","12399","1","12367","2","12366","4","2","ふくらはぎ"
"2296","0","「意外なところから、あり得ないものや、思いもよらないものが飛び出すこと」を喩えたことわざ","これ、何と言う？","12402","12358","4","4","4","4","ひょうたん","","12383","2","12423","2","12435","4","2","ひょうたんから駒"
"2297","0","「HOSPITAL」を和訳すると？","これ、何と言う？","12403","12358","4","4","4","4","びょういん","","12356","1","12423","2","12435","4","2","びょういん"
"2298","0","「SHOOTING STAR」を日本語に","これ、何と言う？","12394","12428","4","4","4","4","ながれぼし","","12412","1","12364","2","12375","4","2","ながれぼし"
"2299","0","「風車」の読み方、「ふうしゃ」以外だと？","これ、何と言う？","12363","12368","4","4","4","4","かざぐるま","","12427","1","12374","2","12414","4","2","かざぐるま"
"2300","0","「穽」の読み仮名（ひらがな５文字）","これ、何と読む？","12362","12375","4","4","4","4","おとしあな","","12354","3","12392","2","12394","4","2","おとしあな"
"2301","0","「蝸」の読み仮名（ひらがな５文字）","これ、何と読む？","12363","12388","4","4","4","4","かたつむり","","12416","3","12383","2","12426","4","2","かたつむり"
"2302","0","「鸛」の読み仮名（ひらがな５文字）","これ、何と読む？","12371","12398","4","4","4","4","こうのとり","","12392","3","12358","2","12426","4","2","こうのとり"
"2303","0","「姑」の読み仮名（ひらがな５文字）","これ、何と読む？","12375","12358","4","4","4","4","しゅうとめ","","12392","1","12421","2","12417","4","2","しゅうとめ"
"2304","0","「約定」の読み仮名（ひらがな５文字）","これ、何と読む？","12420","12376","4","4","4","4","やくじょう","","12423","2","12367","2","12358","4","2","やくじょう"
"2305","0","「定石」の読み仮名（ひらがな５文字）","これ、何と読む？","12376","12358","4","4","4","4","じょうせき","","12379","2","12423","2","12365","4","2","じょうせき"
"2306","0","「婉曲」の読み仮名（ひらがな５文字）","これ、何と読む？","12360","12365","4","4","4","4","えんきょく","","12423","2","12435","2","12367","4","2","えんきょく"
"2307","0","「愛猫」の読み仮名（ひらがな５文字）","これ、何と読む？","12354","12403","4","4","4","4","あいびょう","","12423","2","12356","2","12358","4","2","あいびょう"
"2308","0","「心太」の読み仮名（ひらがな５文字）","これ、何と読む？","12392","12429","4","4","4","4","ところてん","","12390","3","12371","2","12435","4","2","ところてん"
"2309","0","「遵守」の読み仮名（ひらがな５文字）","これ、何と読む？","12376","12435","4","4","4","4","じゅんしゅ","","12375","2","12421","2","12421","4","2","じゅんしゅ"
"2310","0","「漸化式」の読み仮名（ひらがな５文字）","これ、何と読む？","12380","12363","4","4","4","4","ぜんかしき","","12375","2","12435","2","12365","4","2","ぜんかしき"
"2311","0","「尽く」の読み仮名（ひらがな５文字）","これ、何と読む？","12371","12372","4","4","4","4","ことごとく","","12392","3","12392","2","12367","4","2","ことごとく"
"2312","0","「山椒」の読み仮名（ひらがな５文字）","これ、何と読む？","12373","12375","4","4","4","4","さんしょう","","12423","1","12435","2","12358","4","2","さんしょう"
"2313","0","「榎茸」の読み仮名（ひらがな５文字）","これ、何と読む？","12360","12365","4","4","4","4","えのきたけ","","12383","2","12398","2","12369","4","2","えのきたけ"
"2314","0","「蒟蒻」の読み仮名（ひらがな５文字）","これ、何と読む？","12371","12395","4","4","4","4","こんにゃく","","12419","1","12435","2","12367","4","2","こんにゃく"
"2315","0","「自然薯」の読み仮名（ひらがな５文字）","これ、何と読む？","12376","12435","4","4","4","4","じねんじょ","","12376","1","12397","2","12423","4","2","じねんじょ"
"2316","0","「辣韮」の読み仮名（ひらがな５文字）","これ、何と読む？","12425","12365","4","4","4","4","らっきょう","","12423","3","12387","2","12358","4","2","らっきょう"
"3001","0","アストライア大陸を舞台としたオンラインゲーム","これ、何と言う？","12450","12488","5","5","5","5","アストルム","","12523","1","12473","1","12512","5","3","レジェンドオブアストルム"
"3002","3002","『シュテッヒパルム』が前世において所属していた暗黒騎士団","これ、何と読む？","12452","12540","5","5","5","5","イモータル","","12479","2","12514","1","12523","5","3","熾炎戦鬼煉獄血盟暗黒団＝ジ・オーダー・オブ・\nゲヘナ・イモータルズ"
"3003","0","農業、林業など、原材料や食料などを作る産業のこと","これ、何と言う？","12384","12356","4","4","4","4","だいいちじ","","12385","2","12356","2","12376","4","3","だいいちじ産業"
"3005","0","1LDK、2LDKなどの間取り用語の中で「D」が表す空間","これ、何と言う？","12480","12491","5","5","5","5","ダイニング","","12531","1","12452","2","12464","5","3","ダイニング"
"3006","0","「救急車」の正式名称","これ、何と言う？","25937","33258","6","6","6","6","救急自動車","","21205","3","24613","2","36554","6","3","救急自動車"
"3007","0","「教科書」の正式名称","これ、何と言う？","25945","29992","6","6","6","6","教科用図書","","22259","3","31185","2","26360","6","3","教科用図書"
"3008","0","視力検査に使われる「C」マークの正式名称","これ、何と言う？","12521","12489","5","5","5","5","ランドルト","","12523","3","12531","2","12488","5","3","ランドルト環"
"3009","0","どの家庭にもある、電化製品に電力を供給するための設備。ブタの鼻にもたとえられる","これ、何と言う？","12467","12475","5","5","5","5","コンセント","","12531","3","12531","2","12488","5","3","コンセント"
"3010","0","「UFO（Unidentified Flying Object）」を和訳した言葉","これ、何と言う？","26410","35469","6","6","6","6","未確認飛行","","39131","2","30906","2","34892","6","3","未確認飛行物体"
"3011","0","猫や犬がケガをしたときに、自分で舐めてしまうのを防止するための首輪","これ、何と言う？","12456","12470","5","5","5","5","エリザベス","","12505","2","12522","2","12473","5","3","エリザベスカラー"
"3012","0","ランドソルで活動する悪徳商会。会長の名がそのまま商会の名前にもなっている","これ、何と言う？","12450","12489","5","5","5","5","アクドーイ","","12540","3","12463","1","12452","5","3","アクドーイ商会"
"3016","2019","【リトルリリカル】で一番しっかりもの、優等生な『キョウカ』の趣味はなに？","この問題の答えは？","12409","12365","4","4","4","4","べんきょう","","12423","3","12435","1","12358","4","3","べんきょう"
"3020","0","ランドソルの中心にそびえ立つ巨塔にして、【トゥインクルウィッシュ】結成のゆえんとなった物","これはどこ？","12477","12398","4","5","4","5","ソルのとう","","12392","1","12523","1","12358","4","3","ソルのとう"
"3026","0","特定の時間になると仕掛けが動いて、「ポッポ、ポッポ…」と鳴く時計","これ、何と言う？","12399","12393","4","4","4","4","はとどけい","","12369","1","12392","2","12356","4","3","はとどけい"
"3029","0","小さい穴から砂を少しずつ落として、落ちた砂の量で時をはかる道具","これ、何と言う？","12377","12393","4","4","4","4","すなどけい","","12369","1","12394","2","12356","4","3","すなどけい"
"3050","0","道路の危険や障害を防ぎ、安全かつスムーズな交通を実現するために定められた法律","これ、何と言う？","36947","20132","6","6","6","6","道路交通法","","36890","2","36335","2","27861","6","3","道路交通法"
"3051","0","労働者を守るために、契約や賃金などの面での最低基準を取り決めた法律","これ、何と言う？","21172","22522","6","6","6","6","労働基準法","","28310","2","20685","2","27861","6","3","労働基準法"
"3053","0","全ての子どもたちの福祉を実現するために、行うべき児童支援を定めた法律","これ、何と言う？","20816","31119","6","6","6","6","児童福祉法","","31049","2","31461","2","27861","6","3","児童福祉法"
"3054","0","建築物の設備や構造などについて、果たすべき最低基準を定めた法律","これ、何と言う？","24314","22522","6","6","6","6","建築基準法","","28310","2","31689","2","27861","6","3","建築基準法"
"3063","0","…しすせそののののののののののののののののののののやゆよ…","このなぞなぞの答えは？","12383","12425","4","4","4","4","たからもの","","12418","3","12363","2","12398","4","3","たからもの"
"3064","0","…しすせそたちちちちちちちちちちちちちちちちちちちちちちちやゆよ…","このなぞなぞの答えは？","12385","12425","4","4","4","4","ちからもち","","12418","3","12363","2","12385","4","3","ちからもち"
"3065","0","肘をぶつけた時にジーンとする部位の、一般的な呼ばれ方","これ、何と言う？","12501","12491","5","5","5","5","ファニボン","ファニーボーン","12508","3","12449","2","12531","5","3","ファニーボーン"
"3066","0","靴紐の先がほつれないようについている硬い部分","これ、何と言う？","12450","12524","5","5","5","5","アグレット","","12483","3","12464","2","12488","5","3","アグレット"
"3067","0","トイレの水詰まりを解消する器具、通称「スッポン」","これ、何と言う？","12521","12459","5","5","5","5","ラバカップ","ラバーカップ","12483","3","12496","2","12503","5","3","ラバーカップ"
"3068","0","地図記号で「◎」","これ、何と読む？","12375","12367","4","4","4","4","しやくしょ","","12375","3","12420","2","12423","4","3","しやくしょ"
"3069","0","地図記号で「⊕」","これ、何と読む？","12411","12435","4","4","4","4","ほけんじょ","","12376","3","12369","2","12423","4","3","ほけんじょ"
"3070","0","地図記号で「∴」","これ、何と読む？","12385","12400","4","4","4","4","ちゃばたけ","","12383","3","12419","2","12369","4","3","ちゃばたけ"
"3073","0","有名な伝承。聖なる場所や山野で、人が突然行方を消すことを、神の仕業ととらえた表現","これ、何と言う？","12363","12363","4","4","4","4","かみかくし","","12367","1","12415","2","12375","4","3","かみかくし"
"3074","0","温泉施設で温泉に入った際にかかる税金","これ、何と言う？","12395","12358","4","4","4","4","にゅうとう","","12392","2","12421","2","12358","4","3","にゅうとう税"
"3075","0","火災など緊急時の避難において大事とされる標語で、頭文字をとって「おはしもち」と表される","これ、何と言う？","12418","12425","4","4","4","4","もどらない","","12394","2","12393","2","12356","4","3","おさない・はしらない・しゃべらない\nもどらない・ちかづかない"
"3076","0","「持国天」・「増長天」・「広目天」・「毘沙門天」、これらの神様を合わせてなんと言う？","これ、何と言う？","12375","12435","4","4","4","4","してんのう","","12398","3","12390","2","12358","4","3","してんのう"
"3077","0","仕事やプライベートの用事を、誤って同じ日時に二重で入れてしまうこと","これ、何と言う？","12502","12461","5","5","5","5","ブッキング","","12531","1","12483","2","12464","5","3","ダブルブッキング"
"3078","0","タロットの大アルカナのひとつ。「刑死者」とも","これ、何と言う？","21514","12373","4","6","4","4","吊るされた","","12428","3","12427","2","12383","4","3","ザ・ハングドマン＝吊るされた男"
"3079","0","もっとも多く流通している自転車の俗称。曲がったハンドルなどが婦人にも乗りやすいことから","これ、何と言う？","12510","12481","5","5","5","5","ママチャリ","","12515","3","12510","2","12522","5","3","ママチャリ"
