80c826ad571819045ff5815004c92aa6a1ab9192da14739b37d5603bbfd2ea40,3eb378de67c24bbb02976a74f1776cd6b7bdfd7a893595bb66aee41b91fc0cce,f5dad1360f2ea45be6cef59fa63065f9055beefcac197f2ebb3c6273677f110c,72f3300af4354348e876300ed7b2a8ba729e9d73bff25824377a065d999f2be4,b2ba06f9f9edef8c0c502326d348e79e62e3e1c00308e420e5de2f9cf60788ef,3dad994e90a7309619511c01a14a547deced204b06eb8a42e2cc7b04c7758e43,52e9b232075493dcb7a0b012001a39dd296fc7274647697ea8fd8402f3dd11c0,39af17313f65c23d1b4489a54286ecade2a86a72ed1c5755df876065dc289150,fa33e428348ba638b945d8e313b196d50eff77672eead4b4877dbd17ce306835,f0fd07e859322ced8a3b1ce05f764f4c1214bf5ba9efa48cb011e334d0c3f1b1,5cea3e1533398041e87c89586160fc289ffd16d104d5452a8f96c6c173ba50d3
"","131120045","","1","3","","3112","3","round_monster_idle","0.2",""
"","131120046","","","0.4","","3112","93","0","",""
"0","131120047","","-250","1000001","0","3112","2","0","",""
"","131120048","","1","1000001","","3112","3","escape","",""
"0","131120049","","-250","1000001","1","3112","2","-600","",""
"","131120050","","","1","","3112","93","0","",""
"0","131120051","","1","1000001","1","3112","6","1","0.2",""
"","131120052","","","0.4","","3112","93","0","",""
"","131120053","","","2","","3112","113","0","",""
"1","131130001","","345.4","311300","0","3113","31","311300","0",""
"","131130002","","","0","","3113","91","","",""
"","131130003","","0","1000001","","3113","3","wait_gradeUp","0.2",""
"","131130004","","","311300","","3113","32","1","",""
"","131130005","","","0.1","","3113","93","0","",""
"","131130006","","","3","","3113","32","0","",""
"","131130007","","","0.8","","3113","93","0","",""
"0","131130008","","1.05","1.05","1.05","3113","123","1.05","0",""
"","131130009","","0.5","5","","3113","122","5","",""
"","131130010","","","1.1","","3113","93","0","",""
"0","131130011","","1.05","1.05","1.05","3113","123","1.05","0",""
"","131130012","","0.5","10","","3113","122","10","",""
"","131130013","","","0.8","","3113","93","0","",""
"","131130014","","0","1000001","","3113","3","glad_dot_light","0.2",""
"","131130015","","","0.1","","3113","93","0","",""
"0.4","131130016","","0.907","0.907","0.907","3113","123","0.907","5",""
"","131130017","","","1","","3113","93","0","",""
"","131130018","","0","1000001","","3113","3","disappoint","0.2",""
"","131130019","","","1","","3113","93","0","",""
"","131130020","","","2","","3113","113","","",""
"1","131140001","","345.4","311400","0","3114","31","311400","0",""
"","131140002","","","0","","3114","91","","",""
"7.4","131140003","","1.05","1.05","1.05","3114","123","1.05","0",""
"","131140004","","0","1000001","","3114","3","wait","0.2",""
"","131140005","","","311400","","3114","32","1","",""
"","131140006","","","0.1","","3114","93","0","",""
"","131140007","","","2","","3114","32","0","",""
"","131140008","","","3.4","","3114","93","0","",""
"3.2","131140009","","0.95","0.95","0.95","3114","123","0.95","5",""
"1","131140010","","0","1000001","shock_short_loop","3114","3","shock_short_in","0.1","0"
"","131140011","","","1.4","","3114","93","0","",""
"","131140012","","0","1000001","","3114","3","disappoint","0.2",""
"","131140013","","","0.7","","3114","93","0","",""
"","131140014","","","2","","3114","113","","",""
"1","131210001","","345.4","312100","0","3121","31","312100","0",""
"","131210002","","","0","","3121","91","","",""
"7.4","131210003","","1.05","1.05","1.05","3121","123","1.05","0",""
"","131210004","","0","1000001","","3121","3","wait","0.2",""
"","131210005","","","2","","3121","35","1","",""
"","131210006","","0","se_travel","","3121","23","se_travel_treasure_big_rock","",""
"","131210007","","","3.7","","3121","93","0","",""
"","131210008","","","312100","","3121","32","1","",""
"","131210009","","0.65","15","","3121","122","15","",""
"","131210010","","","0.5","","3121","93","0","",""
"","131210011","","3.2","20","","3121","122","20","",""
"","131210012","","0","1000001","","3121","3","shock_jump_short","0.2",""
"","131210013","","","0","","3121","91","0","",""
"","131210014","","1","1000001","","3121","3","escape","0",""
"0","131210015","","-240","1000001","2","3121","2","-880","",""
"","131210016","","","0.8","","3121","93","0","",""
"","131210017","","","2","","3121","113","","",""
"","131220001","","1","1000001","","3122","3","idle","0.2",""
"1","131220002","","345","312200","-65","3122","31","11","0",""
"1","131220003","","345","312201","-65","3122","31","12","0",""
"","131220004","","","0","","3122","91","","",""
"6.8","131220005","","1.05","1.05","1.05","3122","123","1.05","0","0"
"","131220006","","0","1000001","","3122","3","wait","0.2",""
"","131220007","","","2","","3122","35","1","",""
"","131220008","","","4","","3122","93","0","",""
"0.4","131220009","","0.95","0.95","0.95","3122","123","0.95","0",""
"","131220010","","","11","","3122","32","1","",""
"","131220011","","","12","","3122","32","1","",""
"","131220012","","0","1000001","","3122","3","arrow_panic","",""
"","131220013","","","2.7","","3122","93","0","",""
"","131220014","","","2","","3122","113","0","",""
"1","131230001","","345.4","6","0","3123","31","6","0",""
"1","131230002","","345.4","7","0","3123","31","7","0",""
"1","131230003","","345.4","310000","0","3123","31","310000","0",""
"1","131230004","","345.4","312300","0","3123","31","312300","0",""
"1","131230005","","345.4","990001","0","3123","31","990001","1",""
"-180","131230006","reward_loop","14","4","345","3123","5","14","1.1","0"
"","131230007","","","0","","3123","91","","",""
"7.4","131230008","","1.05","1.05","1.05","3123","123","1.05","0",""
"","131230009","","0","1000001","","3123","3","wait","0.2",""
"","131230010","","","2","","3123","35","1","",""
"","131230011","","","4.9","","3123","93","0","",""
"","131230012","","0.4","30","","3123","122","30","",""
"","131230013","","","312300","","3123","32","1","",""
"","131230014","","","6","","3123","32","1","",""
"","131230015","","","0.1","","3123","93","0","",""
"","131230016","","","2","","3123","32","0","",""
"","131230017","","","3","","3123","32","0","",""
"","131230018","","0","1000001","","3123","3","dotEyes_noEmotion","",""
"","131230019","","0","vo_travel_round_event","0","3123","21","vo_travel_round_event_3123","",""
"","131230020","","","2.5","","3123","93","0","",""
"","131230021","","","7","","3123","32","1","",""
"","131230022","","","0.1","","3123","93","0","",""
"","131230023","","","6","","3123","32","0","",""
"","131230024","","","0.2","","3123","93","0","",""
"0.3","131230025","","0.95","0.95","0.95","3123","123","0.95","0",""
"","131230026","","","310000","","3123","32","1","",""
"","131230027","","","0.2","","3123","93","0","",""
"","131230028","","0.6","50","","3123","122","50","",""
"","131230029","","","1.6","","3123","93","0","",""
"","131230030","","","2","","3123","113","","",""
"1","131240001","","345.4","312400","0","3124","31","312400","0",""
"1","131240002","","345.4","8","0","3124","31","8","0",""
"","131240003","","","8","","3124","35","0","",""
"","131240004","","","8","","3124","32","1","",""
"1","131240005","","345.4","990002","0","3124","31","990002","1",""
"-240","131240006","empty","56","2","345.4","3124","5","3124","0.5","0"
"","131240007","","","0","","3124","91","","",""
"7.4","131240008","","1.05","1.05","1.05","3124","123","1.05","0",""
"","131240009","","0","1000001","","3124","3","wait","0.2",""
"","131240010","","","2","","3124","35","1","",""
"","131240011","","","5.4","","3124","93","0","",""
"","131240012","","","312400","","3124","32","1","",""
"","131240013","","","0.1","","3124","93","0","",""
"","131240014","","","2","","3124","32","0","",""
"0.4","131240015","","0.95","0.95","0.95","3124","123","0.95","0",""
"","131240016","","0","1000001","","3124","3","glad","0.2",""
"","131240017","","0","3124","","3124","3","drop","0",""
"","131240018","","","0.7","","3124","93","0","",""
"","131240019","","0","1000001","","3124","3","joy_short","0.2",""
"","131240020","","","0.7","","3124","93","0","",""
"","131240021","","0","3124","","3124","3","shock","0",""
"","131240022","","","0.8","","3124","93","0","",""
"0","131240023","","0","1000001","","3124","3","shock_jump_mimic","0.2",""
"","131240024","","","2.4","","3124","93","0","",""
"","131240025","","","2","","3124","113","","",""
"1","132000001","","345.4","320000","0","3200","31","320000","0",""
"1","132000002","","345.4","110","0","3200","31","110","0",""
"1","132000003","","345.4","111","0","3200","31","111","0",""
"1","132000004","","345.4","990001","0","3200","31","990001","1",""
"","132000005","","","0","","3200","91","","",""
"7.4","132000006","","1.05","1.05","1.05","3200","123","1.05","0",""
"","132000007","","0","1000001","","3200","3","wait","0.2",""
"","132000008","","","2","","3200","35","1","",""
"","132000009","","","5.4","","3200","93","0","",""
"","132000010","","0","1000001","","3200","3","glad","0.2",""
"","132000011","","","320000","","3200","32","1","",""
"","132000012","","","1","","3200","93","0","",""
"0.8","132000013","","0.95","0.95","0.95","3200","123","0.95","5",""
"","132000014","","","110","","3200","32","1","",""
"","132000015","","","111","","3200","32","1","",""
"","132000016","","","0.1","","3200","93","0","",""
"","132000017","","","2","","3200","32","0","",""
"","132000018","","","3","","3200","32","0","",""
"","132000019","","","1.1","","3200","93","0","",""
"1","132000020","","0","1000001","joy_round3_loop","3200","3","joy_round3_in","0.2","0"
"","132000021","","","0.5","","3200","93","0","",""
"","132000022","","","998","","3200","32","1","",""
"","132000023","","","5.2","","3200","93","0","",""
"","132000024","","","1","","3200","113","","",""
"1","132010001","","345.4","320000","0","3201","31","320000","0",""
"1","132010002","","345.4","110","0","3201","31","110","0",""
"1","132010003","","345.4","111","0","3201","31","111","0",""
"1","132010004","","345.4","990002","0","3201","31","990002","1",""
"","132010005","","","0","","3201","91","","",""
"7.4","132010006","","1.05","1.05","1.05","3201","123","1.05","0",""
"","132010007","","0","1000001","","3201","3","wait","0.2",""
"","132010008","","","2","","3201","35","1","",""
"","132010009","","","5.4","","3201","93","0","",""
"","132010010","","0","1000001","","3201","3","glad","0.2",""
"","132010011","","","320000","","3201","32","1","",""
"","132010012","","","1","","3201","93","0","",""
"0.8","132010013","","0.95","0.95","0.95","3201","123","0.95","5",""
"","132010014","","","110","","3201","32","1","",""
"","132010015","","","111","","3201","32","1","",""
"","132010016","","","0.1","","3201","93","0","",""
"","132010017","","","2","","3201","32","0","",""
"","132010018","","","3","","3201","32","0","",""
"","132010019","","","1.1","","3201","93","0","",""
"1","132010020","","0","1000001","joy_round3_loop","3201","3","joy_round3_in","0.2","0"
"","132010021","","","0.5","","3201","93","0","",""
"","132010022","","","998","","3201","32","1","",""
"","132010023","","","5.2","","3201","93","0","",""
"","132010024","","","1","","3201","113","","",""
"1","132020001","","345.4","320000","0","3202","31","320000","0",""
"1","132020002","","345.4","320001","0","3202","31","320001","0",""
"1","132020003","","345.4","110","0","3202","31","110","0",""
"1","132020004","","345.4","111","0","3202","31","111","0",""
"1","132020005","","345.4","990003","0","3202","31","990003","1",""
"","132020006","","","0","","3202","91","","",""
"7.4","132020007","","1.05","1.05","1.05","3202","123","1.05","0",""
"","132020008","","0","1000001","","3202","3","wait","0.2",""
"","132020009","","","320001","","3202","32","1","",""
"","132020010","","","0.1","","3202","93","0","",""
"","132020011","","","2","","3202","32","0","",""
"","132020012","","","5.3","","3202","93","0","",""
"","132020013","","0","1000001","","3202","3","glad","0.2",""
"","132020014","","","320000","","3202","32","1","",""
"","132020015","","","1","","3202","93","0","",""
"0.8","132020016","","0.95","0.95","0.95","3202","123","0.95","5",""
"","132020017","","","110","","3202","32","1","",""
"","132020018","","","111","","3202","32","1","",""
"","132020019","","","0.1","","3202","93","0","",""
"","132020020","","","320001","","3202","32","0","",""
"","132020021","","","3","","3202","32","0","",""
"","132020022","","","1.1","","3202","93","0","",""
"1","132020023","","0","1000001","joy_round3_loop","3202","3","joy_round3_in","0.2","0"
"","132020024","","","0.5","","3202","93","0","",""
"","132020025","","","998","","3202","32","1","",""
"","132020026","","","5.2","","3202","93","0","",""
"","132020027","","","1","","3202","113","","",""
"1","132110001","","345.4","6","0","3211","31","6","0",""
"1","132110002","","345.4","7","0","3211","31","7","0",""
"1","132110003","","345.4","8","0","3211","31","8","0",""
"1","132110004","","345.4","111","0","3211","31","111","0",""
"1","132110005","","345.4","110","0","3211","31","110","0",""
"1","132110006","","345.4","321100","0","3211","31","321100","0",""
"1","132110007","","345.4","321101","0","3211","31","321101","0",""
"1","132110008","","345.4","321102","0","3211","31","321102","0",""
"0","132110009","appear","55","3","8000","3211","5","13","1.3","0"
"-250","132110010","03_run","56","2","8000","3211","1","100711","0.89","1"
"","132110011","","","0","","3211","91","","",""
"0","132110012","","1","13","1","3211","6","1","0","0"
"0","132110013","","-250","13","0","3211","2","95","",""
"0","132110014","","-250","100711","0","3211","2","1100","",""
"7.4","132110015","","1.05","1.05","1.05","3211","123","1.05","0",""
"","132110016","","0","1000001","","3211","3","wait","0.2",""
"","132110017","","","2","","3211","35","1","",""
"","132110018","","","4.9","","3211","93","0","",""
"0.3","132110019","","0.95","0.95","0.95","3211","123","0.95","0",""
"","132110020","","0","se_travel","","3211","23","se_travel_treasure_ghost_special_success","",""
"","132110021","","","8","","3211","32","1","",""
"","132110022","","","8","","3211","35","0","",""
"","132110023","","","6","","3211","32","1","",""
"","132110024","","","0.1","","3211","93","0","",""
"","132110025","","","2","","3211","32","0","",""
"","132110026","","","3","","3211","32","0","",""
"","132110027","","0","1000001","","3211","3","dotEyes","0.2",""
"","132110028","","","0.3","","3211","93","0","",""
"","132110029","","0","13","","3211","3","appear","",""
"1","132110030","","1","13","1","3211","6","1","0","0"
"","132110031","","","0.67","","3211","93","0","",""
"","132110032","","0","1000001","","3211","3","shock_jump","",""
"0","132110033","","-250","1000001","1","3211","2","70","",""
"","132110034","","","1.1","","3211","93","0","",""
"","132110035","","1","1000001","","3211","3","escape","",""
"0","132110036","","-250","1000001","1.2","3211","2","-350","",""
"","132110037","","0","13","","3211","3","march_pudding","",""
"","132110038","","","7","","3211","32","1","",""
"","132110039","","","0.1","","3211","93","0","",""
"","132110040","","","6","","3211","32","0","",""
"","132110041","","","0.3","","3211","93","0","",""
"","132110042","","","321100","","3211","32","1","",""
"","132110043","","","0.4","","3211","93","0","",""
"0","132110044","","-250","100711","1.1","3211","2","630","",""
"","132110045","","","0.9","","3211","93","0","",""
"","132110046","","1","vo_travel_round_event","0","3211","21","vo_travel_round_event_3211","",""
"","132110047","","","0.2","","3211","93","0","",""
"","132110048","","1","100711","","3211","3","03_idle","","0"
"","132110049","","","0.3","","3211","93","0","",""
"","132110050","","0","100711","03_idle","3211","3","03_attack","0.2","0.2"
"","132110051","","","321101","","3211","32","1","",""
"","132110052","","1","1000001","","3211","3","run","",""
"","132110053","","","1000001","","3211","4","0","",""
"0","132110054","","-250","1000001","2","3211","2","70","",""
"","132110055","","","0.6","","3211","93","0","",""
"","132110056","","","321102","","3211","32","1","",""
"","132110057","","","110","","3211","32","1","",""
"","132110058","","","111","","3211","32","1","",""
"","132110059","","","0.1","","3211","93","0","",""
"","132110060","","","7","","3211","32","0","",""
"","132110061","","","1.2","","3211","93","0","",""
"","132110062","","","8","","3211","32","0","",""
"","132110063","","","0.1","","3211","93","0","",""
"","132110064","","0","100711","","3211","3","03_joy_short","0.2",""
"1","132110065","","0","1000001","joy_round3_loop","3211","3","joy_round3_in","0.2","0.2"
"","132110066","","","998","","3211","32","1","",""
"","132110067","","","0.7","","3211","93","0","",""
"","132110068","","1","13","","3211","3","pudding_loop","",""
"","132110069","","","4.5","","3211","93","0","",""
"","132110070","","","1","","3211","113","","",""
"","132120001","","1","1000001","","3212","3","idle","0.2",""
"1","132120002","","0","301200","0","3212","31","13","0",""
"1","132120003","","0","101","0","3212","31","14","0",""
"1","132120004","","260","301204","-150","3212","31","16","0",""
"1","132120005","","320","301204","-120","3212","31","19","0",""
"1","132120006","","0","301205","0","3212","31","17","0",""
"1","132120007","","345.4","6","0","3212","31","18","0",""
"1","132120008","","345.4","301201","0","3212","31","20","0",""
"1","132120009","","345.4","301202","0","3212","31","21","0",""
"1","132120010","","345.4","111","0","3212","31","111","0",""
"","132120011","","","111","","3212","35","0","",""
"1","132120012","","345.4","110","0","3212","31","110","0",""
"-234","132120013","round_monster_walk","55","1","9340","3212","5","3","1","0"
"","132120014","","","0","","3212","91","","",""
"0","132120015","","1","3","1","3212","6","1","0","0"
"0","132120016","","-234","3","0","3212","2","345","0","0"
"7.4","132120017","","1.05","1.05","1.05","3212","123","1.05","0","0"
"","132120018","","0","1000001","","3212","3","wait","0.2",""
"","132120019","","","2","","3212","35","1","",""
"1","132120020","","0","301203","0","3212","31","15","0",""
"-250","132120021","<weapon>_run","57","2","9340","3212","1","1000003","0.89","0"
"-290","132120022","<weapon>_run","58","2","9340","3212","1","1000004","0.89","0"
"","132120023","","","4.3","","3212","93","0","",""
"0.4","132120024","","0.95","0.95","0.95","3212","123","0.95","0",""
"","132120025","","","21","","3212","32","1","",""
"","132120026","","","21","","3212","35","0","",""
"","132120027","","","se_travel","","3212","23","se_travel_treasure_success_monster_helper_2","",""
"","132120028","","","18","","3212","32","1","",""
"","132120029","","","0.1","","3212","93","0","",""
"","132120030","","","2","","3212","32","0","",""
"1","132120031","","1","3","1","3212","6","1","0.3","0"
"","132120032","","","13","","3212","32","1","",""
"","132120033","","0","3","","3212","3","round_monster_appear","",""
"","132120034","","0","1000001","","3212","3","back","",""
"","132120035","","","0.67","","3212","93","0","",""
"","132120036","","0","3","","3212","3","round_monster_walk","0.1",""
"0","132120037","","-234","3","1.4","3212","2","220","",""
"","132120038","","","20","","3212","32","1","",""
"","132120039","","","0.1","","3212","93","0","",""
"","132120040","","","18","","3212","32","0","",""
"","132120041","","","0.5","","3212","93","0","",""
"","132120042","","","1000003","","3212","4","1","",""
"0","132120043","","-240","1000003","0","3212","2","1545","",""
"","132120044","","","1000004","","3212","4","1","",""
"0","132120045","","-280","1000004","0","3212","2","1635","",""
"","132120046","","","0.5","","3212","93","0","",""
"","132120047","","0","3","","3212","3","round_monster_attack","0.3",""
"","132120048","","","0.5","","3212","93","0","",""
"","132120049","","","17","","3212","32","1","",""
"","132120050","","0","1000001","","3212","3","back_loop","0.1",""
"","132120051","","","0.5","","3212","93","0","",""
"0","132120052","","-240","1000003","0","3212","2","920","",""
"0","132120053","","-240","1000003","0.16","3212","2","620","",""
"","132120054","","0","1000003","","3212","3","<weapon>_run","0.2",""
"","132120055","","","0.16","","3212","93","0","",""
"","132120056","","0","1000003","","3212","3","<weapon>_attack_skipQuest","0.2",""
"","132120057","","","0.1","","3212","93","0","",""
"0","132120058","","-234","3","0","3212","2","280","",""
"","132120059","","","3","","3212","4","1","",""
"","132120060","","0","3","","3212","3","round_monster_die","0",""
"","132120061","","","16","","3212","32","1","",""
"","132120062","","","0.15","","3212","93","0","",""
"0","132120063","","-280","1000004","0","3212","2","910","",""
"0","132120064","","-280","1000004","0.16","3212","2","710","",""
"","132120065","","0","1000004","","3212","3","<weapon>_run","0.2",""
"","132120066","","","0.16","","3212","93","0","",""
"","132120067","","0","1000004","","3212","3","<weapon>_attack_skipQuest","0.2",""
"","132120068","","","0.1","","3212","93","0","",""
"","132120069","","","0.1","","3212","93","0","",""
"","132120070","","0","3","","3212","3","round_monster_die","0",""
"","132120071","","","19","","3212","32","1","",""
"","132120072","","","0.4","","3212","93","0","",""
"0","132120073","","-240","1000001","0","3212","2","20","",""
"","132120074","","0","1000001","","3212","3","back_origin","0",""
"","132120075","","0","1000001","","3212","3","surprise","0.2",""
"","132120076","","1","1000003","","3212","3","<weapon>_idle","0.2",""
"","132120077","","","0.2","","3212","93","0","",""
"","132120078","","","110","","3212","32","1","",""
"","132120079","","","111","","3212","32","1","",""
"","132120080","","","0.2","","3212","93","0","",""
"","132120081","","1","1000004","","3212","3","<weapon>_idle","0.2",""
"","132120082","","","0.46","","3212","93","0","",""
"0","132120083","","1","3","1","3212","6","1","0.6",""
"","132120084","","","18","","3212","32","1","",""
"","132120085","","","0.02","","3212","93","0","",""
"","132120086","","","20","","3212","32","0","",""
"","132120087","","","21","","3212","32","0","",""
"1","132120088","","0","1000001","joy_round3_loop","3212","3","joy_round3_in","0.2",""
"","132120089","","","0.1","","3212","93","0","",""
"","132120090","","0","1000003","","3212","3","<weapon>_joy_short","0",""
"","132120091","","","0.1","","3212","93","0","",""
"","132120092","","0","1000004","","3212","3","<weapon>_joy_short","0",""
"","132120093","","","0.9","","3212","93","0","",""
"","132120094","","","998","","3212","32","1","",""
"","132120095","","","3.8","","3212","93","0","",""
"","132120096","","","1","","3212","113","0","",""
"1","132130001","","345.4","321300","0","3213","31","321300","0",""
"1","132130002","","345.4","111","0","3213","31","111","0",""
"","132130003","","","111","","3213","35","0","",""
"1","132130004","","345.4","110","0","3213","31","110","0",""
"","132130005","","","0","","3213","91","","",""
"","132130006","","0","1000001","","3213","3","wait_gradeUp","0.2",""
"","132130007","","","321300","","3213","32","1","",""
"","132130008","","","0.1","","3213","93","0","",""
"","132130009","","","2","","3213","32","0","",""
"","132130010","","","0.8","","3213","93","0","",""
"0","132130011","","1.05","1.05","1.05","3213","123","1.05","0",""
"","132130012","","0.5","5","","3213","122","5","",""
"","132130013","","","1.1","","3213","93","0","",""
"0","132130014","","1.05","1.05","1.05","3213","123","1.05","0",""
"","132130015","","0.5","10","","3213","122","10","",""
"","132130016","","","0.8","","3213","93","0","",""
"","132130017","","0","1000001","","3213","3","glad_dot_light","0.2",""
"","132130018","","","0.1","","3213","93","0","",""
"0.4","132130019","","0.907","0.907","0.907","3213","123","0.907","5",""
"","132130020","","","1.5","","3213","93","0","",""
"","132130021","","0.7","20","","3213","122","20","",""
"","132130022","","","1.4","","3213","93","0","",""
"","132130023","","","110","","3213","32","1","",""
"","132130024","","","111","","3213","32","1","",""
"","132130025","","","1.2","","3213","93","0","",""
"1","132130026","","0","1000001","joy_round3_loop","3213","3","joy_round3_in","0.2","0"
"","132130027","","","0.3","","3213","93","0","",""
"","132130028","","","998","","3213","32","1","",""
"","132130029","","","3.8","","3213","93","0","",""
"","132130030","","","1","","3213","113","","",""
"1","132140001","","345.4","321400","0","3214","31","321400","0",""
"-240","132140002","05_idle","57","2","1088","3214","1","103111","0.89","1"
"1","132140003","","345.4","110","0","3214","31","110","0",""
"1","132140004","","345.4","111","0","3214","31","111","0",""
"","132140005","","","0","","3214","91","","",""
"7.4","132140006","","1.05","1.05","1.05","3214","123","1.05","0",""
"","132140007","","0","1000001","","3214","3","wait","0.2",""
"","132140008","","","321400","","3214","32","1","",""
"","132140009","","","0.1","","3214","93","0","",""
"","132140010","","","2","","3214","32","0","",""
"","132140011","","","3.4","","3214","93","0","",""
"3.2","132140012","","0.95","0.95","0.95","3214","123","0.95","5",""
"","132140013","","0","1000001","","3214","3","shock_jump_aura","0.2",""
"","132140014","","","0.1","","3214","93","0","",""
"2","132140015","","-240","1000001","0.6","3214","2","70","",""
"","132140016","","","0.5","","3214","93","0","",""
"","132140017","","1","103111","","3214","3","05_run_gamestart","0",""
"0","132140018","","-240","103111","0.5","3214","2","586","",""
"","132140019","","","0.5","","3214","93","0","",""
"","132140020","","1","103111","","3214","3","05_idle","0.2",""
"","132140021","","","0.5","","3214","93","0","",""
"1","132140022","","0","103111","05_idle","3214","3","shinobu_exorcise","0.2","0"
"","132140023","","0","vo_travel_round_event","0","3214","21","vo_travel_round_event_3214","",""
"","132140024","","","1","","3214","93","0","",""
"","132140025","","","110","","3214","32","1","",""
"","132140026","","","111","","3214","32","1","",""
"","132140027","","","0.1","","3214","93","0","",""
"","132140028","","","3","","3214","32","0","",""
"","132140029","","","1.1","","3214","93","0","",""
"1","132140030","","0","1000001","joy_round3_loop","3214","3","joy_round3_in","0.2","0"
"","132140031","","0","103111","","3214","3","05_joy_short","0.2",""
"","132140032","","","0.5","","3214","93","0","",""
"","132140033","","","998","","3214","32","1","",""
"","132140034","","","3.8","","3214","93","0","",""
"","132140035","","","1","","3214","113","","",""
"1","132150001","","345.4","321500","0","3215","31","321500","1",""
"1","132150002","","345.4","321501","0","3215","31","321501","1",""
"1","132150003","","345.4","120","0","3215","31","120","0",""
"1","132150004","","345.4","121","0","3215","31","121","0",""
"1","132150005","","345.4","990001","0","3215","31","990001","1",""
"","132150006","","","0","","3215","91","","",""
"7.4","132150007","","1.05","1.05","1.05","3215","123","1.05","0",""
"","132150008","","0","1000001","","3215","3","wait_wakuwaku","0.2",""
"","132150009","","","2","","3215","35","1","",""
"","132150010","","","5.2","","3215","93","0","",""
"0.8","132150011","","0.95","0.95","0.95","3215","123","0.95","5",""
"","132150012","","","120","","3215","32","1","",""
"","132150013","","","121","","3215","32","1","",""
"","132150014","","","0.1","","3215","93","0","",""
"","132150015","","","321501","","3215","32","0","",""
"","132150016","","","2","","3215","32","0","",""
"","132150017","","","3","","3215","32","0","",""
"","132150018","","","998","","3215","32","1","",""
"","132150019","","","0.4","","3215","93","0","",""
"","132150020","","1","1000001","","3215","3","dance","0.2",""
"","132150021","","","4.8","","3215","93","0","",""
"","132150022","","","1","","3215","113","","",""
"1","132160001","","345.4","6","0","3216","31","6","0",""
"1","132160002","","345.4","8","0","3216","31","8","0",""
"1","132160003","","345.4","110","0","3216","31","110","0",""
"1","132160004","","345.4","111","0","3216","31","111","0",""
"1","132160005","","345.4","301600","-80","3216","31","301600","0",""
"1","132160006","","345.4","990002","0","3216","31","990002","1",""
"","132160007","","","0","","3216","91","","",""
"7.4","132160008","","1.05","1.05","1.05","3216","123","1.05","0",""
"","132160009","","0","1000001","","3216","3","wait","0.2",""
"","132160010","","","2","","3216","35","1","",""
"","132160011","","","5.4","","3216","93","0","",""
"0.4","132160012","","0.95","0.95","0.95","3216","123","0.95","0",""
"","132160013","","","8","","3216","32","1","",""
"","132160014","","","8","","3216","35","0","",""
"","132160015","","","301600","","3216","32","1","",""
"","132160016","","","6","","3216","32","1","",""
"","132160017","","","111","","3216","32","1","",""
"","132160018","","","111","","3216","35","0","",""
"","132160019","","","0.1","","3216","93","0","",""
"","132160020","","","2","","3216","32","0","",""
"","132160021","","","3","","3216","32","0","",""
"","132160022","","0","1000001","","3216","3","glad","0.1",""
"","132160023","","","0.1","","3216","93","0","",""
"","132160024","","","8","","3216","35","1","",""
"","132160025","","","110","","3216","32","1","",""
"","132160026","","0","se_travel","","3216","23","se_travel_treasure_special_success_butterfly","",""
"","132160027","","","1.5","","3216","93","0","",""
"","132160028","","","998","","3216","32","1","",""
"1","132160029","","0","1000001","joy_round3_loop","3216","3","joy_round3_in","0.2",""
"","132160030","","","5.2","","3216","93","0","",""
"","132160031","","","1","","3216","113","","",""
"1","132170001","","345.4","310000","0","3217","31","310000","0",""
"1","132170002","","0","310001","0","3217","31","310001","0",""
"1","132170003","","345.4","301700","0","3217","31","301700","0",""
"1","132170004","","740","301701","-115","3217","31","301701","0",""
"1","132170005","","345.4","301702","0","3217","31","301702","0",""
"1","132170006","","345.4","120","0","3217","31","120","0",""
"1","132170007","","345.4","321700","0","3217","31","321700","0",""
"-235","132170008","empty","100","5","610","3217","5","15","0.44","0"
"-235","132170009","empty","55","5","610","3217","5","16","0.44","0"
"","132170010","","","0","","3217","91","","",""
"7.4","132170011","","1.05","1.05","1.05","3217","123","1.05","0",""
"","132170012","","0","1000001","","3217","3","wait","0.2",""
"","132170013","","","2","","3217","35","1","",""
"","132170014","","","5.4","","3217","93","0","",""
"0.3","132170015","","0.95","0.95","0.95","3217","123","0.95","0",""
"","132170016","","","310000","","3217","32","1","",""
"","132170017","","","310001","","3217","32","1","",""
"","132170018","","","0.2","","3217","93","0","",""
"","132170019","","0.6","50","","3217","122","50","",""
"","132170020","","0","1000001","","3217","3","shock","0.2",""
"","132170021","","","1.6","","3217","93","0","",""
"","132170022","","","301700","","3217","32","1","",""
"","132170023","","","1.2","","3217","93","0","",""
"","132170024","","0","se_travel","","3217","23","se_travel_treasure_croce_ui","",""
"","132170025","","0","15","","3217","3","punch","",""
"","132170026","","0","16","","3217","3","punch_B","",""
"","132170027","","","0.2","","3217","93","0","",""
"0.1","132170028","","1.05","1.05","1.05","3217","123","1.05","11",""
"","132170029","","","0.1","","3217","93","0","",""
"0.3","132170030","","0.95","0.95","0.95","3217","123","0.95","0",""
"","132170031","","","1","","3217","93","0","",""
"","132170032","","0","se_travel","","3217","23","se_travel_treasure_croce_door","",""
"","132170033","","","0.4","","3217","93","0","",""
"","132170034","","","301701","","3217","32","1","",""
"","132170035","","","0.9","","3217","93","0","",""
