db3d8e5178388d641fe1da7a93e50eb89605985c37c8ffc87d90a1ed6e2a2833,75c4f4a1d3df6c8166d3e288863a483435d36fdfd72d253c5778e61cda982384,6d08b8772f649bab5c3f90f40dabe85827135b66e34cb26224501d7f8e957338,96ba1188b290959dcca32e0ef91f32749f71dcc33cb1de8d0e9912ab2820be49,609ee2244b4663ac9fe0dd65a82161dc7d4528910a17b4645d6bfebc91deea2b,662b7d031ea6e3edef4385e1e3a7d5647a02e04e136a876bf18129ad12a5e6bc,9ffdbbc9ea18ee24e3f7b1190614d1e852e112b6b8e4809c7eee229d242c1661,5c168859a4f21100bed6c3d1c533ad55afe965d0a9f9da28f66f52d47a938ad8,b4e40b58d75fa0e7e735550c903bc2b4cf21c2aab5fda1034afed0158ef77835,440c1fe5d28ea054c03658e52ffaa0e35523f59cdb4cdb1fa9417ad7509353b4,348c30ac42de3318f64d7debcf70a17b08d5760b1e595a4a8dc5d4dbf4a5a5ca
"","wac_talk_doya_in","3","wac_talk_doya_loop","1","0","0.2","101411","","3612","3612001"
"","wac_no_items","3","","","1","0.2","111","","3612","3612002"
"","200","2","0","","-340","","101411","","3612","3612003"
"","200","2","0","","-340","","111","","3612","3612004"
"","0","32","","","","","1","","3612","3612005"
"","1","32","","","","","2","","3612","3612006"
"","0","32","","","","","11","","3612","3612007"
"","vo_wac_220322_000","21","0","","0","","vo_wac_220322","","3612","3612008"
"0","美を表現するというのは\n難事件に直面した時に似ているね\nこれでいいのかなと\n悩みながらの作業だったよ","11","1","1","10","0","101411","0.5","3612","3612009"
"","","91","","","","","0","","3612","3612010"
"","vo_wac_220322_001","21","0","","0","","vo_wac_220322","","3612","3612011"
"0","でも時間をかけただけあって\nいいものができたね\nこれにて事件解決！\n……事件ではないけれど。","11","1","1","10","0","101411","0.5","3612","3612012"
"","","91","","","","","0","","3612","3612013"
"","0","22","","","","","0","","3612","3612014"
"","wac_idle_doya","3","","","1","0.2","101411","","3613","3613001"
"","wac_no_items","3","","","1","0.2","111","","3613","3613002"
"","200","2","0","","-340","","101411","","3613","3613003"
"","200","2","0","","-340","","111","","3613","3613004"
"","0","32","","","","","1","","3613","3613005"
"","1","32","","","","","2","","3613","3613006"
"","0","32","","","","","11","","3613","3613007"
"","","91","","","","","0","","3613","3613008"
"0","106111","1","-108","-212.75","202","2","1","wac_default_11","3711","3711001"
"0","111","5","-108","-212.75","201","2","1","wac_default_11","3711","3711002"
"","1","31","0","1","0","1","1","","3711","3711003"
"","2","31","0","1","0","0","2","","3711","3711004"
"","11","31","0","1","0","0","11","","3711","3711005"
"","wac_paint_11","3","","0","0","0.2","106111","","3711","3711006"
"","wac_paint_11","3","","0","0","0.2","111","","3711","3711007"
"","0","93","","","","","0.3","","3711","3711008"
"","1","32","","","","","11","","3711","3711009"
"","se_10035700_roller","23","","","0","","se_10035700","","3711","3711010"
"","","131","","","","","1","","3711","3711011"
"","wac_talk_kyapi_in","3","wac_talk_kyapi_loop","1","0","0.2","106111","","3712","3712001"
"","wac_no_items","3","","","1","0.2","111","","3712","3712002"
"","200","2","0","","-340","","106111","","3712","3712003"
"","200","2","0","","-340","","111","","3712","3712004"
"","0","32","","","","","1","","3712","3712005"
"","1","32","","","","","2","","3712","3712006"
"","0","32","","","","","11","","3712","3712007"
"","vo_wac_220323_000","21","0","","0","","vo_wac_220323","","3712","3712008"
"0","よおーしっ！\n壁にでかでかと描いてやったぞ！\nこれだけの悪さをするのは\nアタシくらいだろ！","11","1","1","10","0","106111","0.5","3712","3712009"
"","","91","","","","","0","","3712","3712010"
"","vo_wac_220323_001","21","0","","0","","vo_wac_220323","","3712","3712011"
"0","やっぱり悪いことをするのは\n気持ちいいな！\nこれからもどんどんランドソルで\n悪事を働いていってやるぞ！","11","1","1","10","0","106111","0.5","3712","3712012"
"","","91","","","","","0","","3712","3712013"
"","0","22","","","","","0","","3712","3712014"
"","wac_idle_kyapi","3","","","1","0.2","106111","","3713","3713001"
"","wac_no_items","3","","","1","0.2","111","","3713","3713002"
"","200","2","0","","-340","","106111","","3713","3713003"
"","200","2","0","","-340","","111","","3713","3713004"
"","0","32","","","","","1","","3713","3713005"
"","1","32","","","","","2","","3713","3713006"
"","0","32","","","","","11","","3713","3713007"
"","","91","","","","","0","","3713","3713008"
"0","107011","1","-108","-212.75","202","2","1","wac_default_01","3811","3811001"
"0","111","5","-108","-212.75","201","2","1","wac_default_01","3811","3811002"
"","1","31","0","1","0","1","1","","3811","3811003"
"","2","31","0","1","0","0","2","","3811","3811004"
"","11","31","0","1","0","0","11","","3811","3811005"
"","wac_paint_01","3","","0","0","0.2","107011","","3811","3811006"
"","wac_paint_01","3","","0","0","0.2","111","","3811","3811007"
"","0","93","","","","","0","","3811","3811008"
"","1","32","","","","","11","","3811","3811009"
"","se_10035700_brush","23","","","0","","se_10035700","","3811","3811010"
"","","131","","","","","1","","3811","3811011"
"","wac_talk_sad_in","3","wac_talk_sad_loop","1","0","0.2","107011","","3812","3812001"
"","wac_no_items","3","","","1","0.2","111","","3812","3812002"
"","200","2","0","","-340","","107011","","3812","3812003"
"","200","2","0","","-340","","111","","3812","3812004"
"","0","32","","","","","1","","3812","3812005"
"","1","32","","","","","2","","3812","3812006"
"","0","32","","","","","11","","3812","3812007"
"","vo_wac_220324_000","21","0","","0","","vo_wac_220324","","3812","3812008"
"0","ふむ……こんなところでしょうか。\n模倣するのには慣れているつもりですが\n絵にすると少し勝手が違うものですね。","11","1","1","10","0","107011","0.5","3812","3812009"
"","","91","","","","","0","","3812","3812010"
"","vo_wac_220324_001","21","0","","0","","vo_wac_220324","","3812","3812011"
"0","これでランドソルが少しでも\n明るくなれば……などということは\n本来気にする必要はないはずなのに……\n公務に関わっている影響ですかね。","11","1","1","10","0","107011","0.5","3812","3812012"
"","","91","","","","","0","","3812","3812013"
"","0","22","","","","","0","","3812","3812014"
"","wac_idle_sad","3","","","1","0.2","107011","","3813","3813001"
"","wac_no_items","3","","","1","0.2","111","","3813","3813002"
"","200","2","0","","-340","","107011","","3813","3813003"
"","200","2","0","","-340","","111","","3813","3813004"
"","0","32","","","","","1","","3813","3813005"
"","1","32","","","","","2","","3813","3813006"
"","0","32","","","","","11","","3813","3813007"
"","","91","","","","","0","","3813","3813008"
"0","106511","1","-108","-212.75","202","2","1","wac_default_11","3911","3911001"
"0","111","5","-108","-212.75","201","2","1","wac_default_12","3911","3911002"
"","1","31","0","1","0","1","1","","3911","3911003"
"","2","31","0","1","0","0","2","","3911","3911004"
"","11","31","0","1","0","0","11","","3911","3911005"
"","wac_paint_11","3","","0","0","0.2","106511","","3911","3911006"
"","wac_paint_12","3","","0","0","0.2","111","","3911","3911007"
"","0","93","","","","","0.3","","3911","3911008"
"","1","32","","","","","11","","3911","3911009"
"","se_10035700_roller","23","","","0","","se_10035700","","3911","3911010"
"","","131","","","","","1","","3911","3911011"
"","wac_talk_smile_in","3","wac_talk_smile_loop","1","0","0.2","106511","","3912","3912001"
"","wac_no_items","3","","","1","0.2","111","","3912","3912002"
"","200","2","0","","-340","","106511","","3912","3912003"
"","200","2","0","","-340","","111","","3912","3912004"
"","0","32","","","","","1","","3912","3912005"
"","1","32","","","","","2","","3912","3912006"
"","0","32","","","","","11","","3912","3912007"
"","vo_wac_220325_000","21","0","","0","","vo_wac_220325","","3912","3912008"
"0","オラァ！　これでどうだ！\nよし、いい感じに\n仕上がったんじゃないか？","11","1","1","10","0","106511","0.5","3912","3912009"
"","","91","","","","","0","","3912","3912010"
"","vo_wac_220325_001","21","0","","0","","vo_wac_220325","","3912","3912011"
"0","しっかし、壁に絵を描くなんて\n思い切ったことをするもんだね。\n楽しかったし、街のために働くってのも\nたまになら悪くないからいいけどさ。","11","1","1","10","0","106511","0.5","3912","3912012"
"","","91","","","","","0","","3912","3912013"
"","0","22","","","","","0","","3912","3912014"
"","wac_idle_smile","3","","","1","0.2","106511","","3913","3913001"
"","wac_no_items","3","","","1","0.2","111","","3913","3913002"
"","200","2","0","","-340","","106511","","3913","3913003"
"","200","2","0","","-340","","111","","3913","3913004"
"","0","32","","","","","1","","3913","3913005"
"","1","32","","","","","2","","3913","3913006"
"","0","32","","","","","11","","3913","3913007"
"","","91","","","","","0","","3913","3913008"
"0","106611","1","-108","-325","202","2","1","wac_default_bot_01","4011","4011001"
"0","111","5","-108","-325","201","2","1","wac_default_05","4011","4011002"
"","3","31","0","1","0","1","3","","4011","4011003"
"","2","31","0","1","0","0","2","","4011","4011004"
"","13","31","0","1","0","0","13","","4011","4011005"
"","wac_paint_bot_01","3","","0","0","0.2","106611","","4011","4011006"
"","wac_paint_05","3","","0","0","0.2","111","","4011","4011007"
"","0","93","","","","","0","","4011","4011008"
"","1","32","","","","","13","","4011","4011009"
"","se_10035700_brush","23","","","0","","se_10035700","","4011","4011010"
"","","131","","","","","1","","4011","4011011"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","106611","","4012","4012001"
"","wac_no_items","3","","","1","0.2","111","","4012","4012002"
"","200","2","0","","-340","","106611","","4012","4012003"
"","200","2","0","","-340","","111","","4012","4012004"
"","0","32","","","","","3","","4012","4012005"
"","1","32","","","","","2","","4012","4012006"
"","0","32","","","","","13","","4012","4012007"
"","vo_wac_220326_000","21","0","","0","","vo_wac_220326","","4012","4012008"
"0","このっ、このやろっ！\nここをこうしてフィニ～ッシュ！\nふぅ。ボスへの怒り……じゃなくて\n街への想いを込めた傑作ができたです。","11","1","1","10","0","106611","0.5","4012","4012009"
"","","91","","","","","0","","4012","4012010"
"","vo_wac_220326_001","21","0","","0","","vo_wac_220326","","4012","4012011"
"0","これも立派な下克上への道。\nバレない所から少しずつ……って！\nあそこに居るのはボス！？\nこうしちゃいられない！　逃げるです！","11","1","1","10","0","106611","0.5","4012","4012012"
"","","91","","","","","0","","4012","4012013"
"","0","22","","","","","0","","4012","4012014"
"","wac_idle_wish","3","","","1","0.2","106611","","4013","4013001"
"","wac_no_items","3","","","1","0.2","111","","4013","4013002"
"","200","2","0","","-340","","106611","","4013","4013003"
"","200","2","0","","-340","","111","","4013","4013004"
"","0","32","","","","","3","","4013","4013005"
"","1","32","","","","","2","","4013","4013006"
"","0","32","","","","","13","","4013","4013007"
"","","91","","","","","0","","4013","4013008"
"0","103311","1","-108","-325","202","2","1","wac_default_bot_01","4111","4111001"
"0","111","5","-108","-325","201","2","1","wac_default_05","4111","4111002"
"","3","31","0","1","0","1","3","","4111","4111003"
"","2","31","0","1","0","0","2","","4111","4111004"
"","13","31","0","1","0","0","13","","4111","4111005"
"","wac_paint_bot_01","3","","0","0","0.2","103311","","4111","4111006"
"","wac_paint_05","3","","0","0","0.2","111","","4111","4111007"
"","0","93","","","","","0","","4111","4111008"
"","1","32","","","","","13","","4111","4111009"
"","se_10035700_brush","23","","","0","","se_10035700","","4111","4111010"
"","","131","","","","","1","","4111","4111011"
"","wac_talk_smile_in","3","wac_talk_smile_loop","1","0","0.2","103311","","4112","4112001"
"","wac_no_items","3","","","1","0.2","111","","4112","4112002"
"","200","2","0","","-340","","103311","","4112","4112003"
"","200","2","0","","-340","","111","","4112","4112004"
"","0","32","","","","","3","","4112","4112005"
"","1","32","","","","","2","","4112","4112006"
"","0","32","","","","","13","","4112","4112007"
"","vo_wac_220327_000","21","0","","0","","vo_wac_220327","","4112","4112008"
"0","牧場の仕事で柵を塗ったりすっけど、\n絵を描くってのはなかなかねぇから\n苦労したべ。","11","1","1","10","0","103311","0.5","4112","4112009"
"","","91","","","","","0","","4112","4112010"
"","vo_wac_220327_001","21","0","","0","","vo_wac_220327","","4112","4112011"
"0","その割にはよく描けたと思うけんど……\nどうだべ？　牧場に来てくれる人たちが\nこの絵を見てほっこりしてくれると\nうれしいなぁ。","11","1","1","10","0","103311","0.5","4112","4112012"
"","","91","","","","","0","","4112","4112013"
"","0","22","","","","","0","","4112","4112014"
"","wac_idle_smile","3","","","1","0.2","103311","","4113","4113001"
"","wac_no_items","3","","","1","0.2","111","","4113","4113002"
"","200","2","0","","-340","","103311","","4113","4113003"
"","200","2","0","","-340","","111","","4113","4113004"
"","0","32","","","","","3","","4113","4113005"
"","1","32","","","","","2","","4113","4113006"
"","0","32","","","","","13","","4113","4113007"
"","","91","","","","","0","","4113","4113008"
"0","105211","1","419","-212.75","202","2","1","wac_default_11","4211","4211001"
"0","111","5","419","-212.75","201","2","1","wac_default_12","4211","4211002"
"","1","31","0","1","527","1","1","","4211","4211003"
"","10","31","0","1","0","0","10","","4211","4211004"
"","11","31","0","1","527","0","11","","4211","4211005"
"","14","31","0","1","0","0","14","","4211","4211006"
"","18","31","0","1","0","0","18","","4211","4211007"
"","wac_paint_11","3","","0","0","0.2","105211","","4211","4211008"
"","wac_paint_12","3","","0","0","0.2","111","","4211","4211009"
"","0","93","","","","","0.3","","4211","4211010"
"","1","32","","","","","11","","4211","4211011"
"","se_10035700_roller","23","","","0","","se_10035700","","4211","4211012"
"","","131","","","","","1","","4211","4211013"
"","1","32","","","","","14","","4212","4212001"
"","1","32","","","","","18","","4212","4212002"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","105211","","4212","4212003"
"","wac_no_items","3","","","1","0.2","111","","4212","4212004"
"","287","2","0","","-357","","105211","","4212","4212005"
"","287","2","0","","-357","","111","","4212","4212006"
"","0","32","","","","","1","","4212","4212007"
"","1","32","","","","","10","","4212","4212008"
"","0","32","","","","","11","","4212","4212009"
"","0","93","","","","","1.8","","4212","4212010"
"","vo_wac_220328_000","21","0","","0","","vo_wac_220328","","4212","4212011"
"0","と～～ってもかわいい絵が描けたわ♪\n城壁にこんな絵が描いてあれば、\nランドソルが素敵な場所って\n伝わるわよね♪","11","1","1","10","0","105211","0.5","4212","4212012"
"","","91","","","","","0","","4212","4212013"
"","vo_wac_220328_001","21","0","","0","","vo_wac_220328","","4212","4212014"
"0","大切な人たちが居る街を明るくする\nお手伝いができて、とっても幸せ。\nみんなもあったかい気持ちに\nなってくれたらうれしいわ。","11","1","1","10","0","105211","0.5","4212","4212015"
"","","91","","","","","0","","4212","4212016"
"","0","22","","","","","0","","4212","4212017"
"","0","32","","","","","14","","4213","4213001"
"","1","32","","","","","18","","4213","4213002"
"","wac_idle_wish","3","","","1","0.2","105211","","4213","4213003"
"","wac_no_items","3","","","1","0.2","111","","4213","4213004"
"","287","2","0","","-357","","105211","","4213","4213005"
"","287","2","0","","-357","","111","","4213","4213006"
"","0","32","","","","","1","","4213","4213007"
"","1","32","","","","","10","","4213","4213008"
"","0","32","","","","","11","","4213","4213009"
"","","91","","","","","0","","4213","4213010"
"0","103811","1","-108","-212.75","202","2","1","wac_default_01","4311","4311001"
"0","111","5","-108","-212.75","201","2","1","wac_default_02","4311","4311002"
"","1","31","0","1","0","1","1","","4311","4311003"
"","2","31","0","1","0","0","2","","4311","4311004"
"","11","31","0","1","0","0","11","","4311","4311005"
"","wac_paint_01","3","","0","0","0.2","103811","","4311","4311006"
"","wac_paint_02","3","","0","0","0.2","111","","4311","4311007"
"","0","93","","","","","0","","4311","4311008"
"","1","32","","","","","11","","4311","4311009"
"","se_10035700_brush","23","","","0","","se_10035700","","4311","4311010"
"","300","13","","","","","103811","","4311","4311011"
"","","131","","","","","1","","4311","4311012"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","103811","","4312","4312001"
"","wac_no_items","3","","","1","0.2","111","","4312","4312002"
"","200","2","0","","-340","","103811","","4312","4312003"
"","200","2","0","","-340","","111","","4312","4312004"
"","0","32","","","","","1","","4312","4312005"
"","1","32","","","","","2","","4312","4312006"
"","0","32","","","","","11","","4312","4312007"
"","vo_wac_220329_000","21","0","","0","","vo_wac_220329","","4312","4312008"
"0","ゆっくり、時間をかけちゃいましたけど\nこれで完成、です。\nふふっ、絵を描くのって楽しいですね。","11","1","1","10","0","103811","0.5","4312","4312009"
"","","91","","","","","0","","4312","4312010"
"","vo_wac_220329_001","21","0","","0","","vo_wac_220329","","4312","4312011"
"0","これができたら\n私も、ときどき見に来ようと思います。\nこの楽しさを思い出しながら\nのんびりできたらいいと思うんです。","11","1","1","10","0","103811","0.5","4312","4312012"
"","","91","","","","","0","","4312","4312013"
"","0","22","","","","","0","","4312","4312014"
"","wac_idle_wish","3","","","1","0.2","103811","","4313","4313001"
"","wac_no_items","3","","","1","0.2","111","","4313","4313002"
"","200","2","0","","-340","","103811","","4313","4313003"
"","200","2","0","","-340","","111","","4313","4313004"
"","0","32","","","","","1","","4313","4313005"
"","1","32","","","","","2","","4313","4313006"
"","0","32","","","","","11","","4313","4313007"
"","","91","","","","","0","","4313","4313008"
"0","102611","1","-108","-212.75","202","2","1","wac_default_01","4411","4411001"
"0","111","5","-108","-212.75","201","2","1","wac_default_03","4411","4411002"
"","1","31","0","1","0","1","1","","4411","4411003"
"","2","31","0","1","0","0","2","","4411","4411004"
"","11","31","0","1","0","0","11","","4411","4411005"
"","wac_paint_01","3","","0","0","0.2","102611","","4411","4411006"
"","wac_paint_03","3","","0","0","0.2","111","","4411","4411007"
"","0","93","","","","","0","","4411","4411008"
"","1","32","","","","","11","","4411","4411009"
"","se_10035700_brush","23","","","0","","se_10035700","","4411","4411010"
"","300","13","","","","","102611","","4411","4411011"
"","","131","","","","","1","","4411","4411012"
"","wac_talk_smile_in","3","wac_talk_smile_loop","1","0","0.2","102611","","4412","4412001"
"","wac_no_items","3","","","1","0.2","111","","4412","4412002"
"","200","2","0","","-340","","102611","","4412","4412003"
"","200","2","0","","-340","","111","","4412","4412004"
"","0","32","","","","","1","","4412","4412005"
"","1","32","","","","","2","","4412","4412006"
"","0","32","","","","","11","","4412","4412007"
"","vo_wac_220330_000","21","0","","0","","vo_wac_220330","","4412","4412008"
"0","は～めんどくさかった。\nまったく、壁に絵を描くなんて\nそんなことあたしに\nやらせるんじゃないよ。","11","1","1","10","0","102611","0.5","4412","4412009"
"","","91","","","","","0","","4412","4412010"
"","vo_wac_220330_001","21","0","","0","","vo_wac_220330","","4412","4412011"
"0","ん～でもまっひ～もみんなも\n楽しそうだったし、一緒に\nできたのはうれしかった、かな？\nとりあえずあたしは寝るよ。おやすみ。","11","1","1","10","0","102611","0.5","4412","4412012"
"","","91","","","","","0","","4412","4412013"
"","0","22","","","","","0","","4412","4412014"
"","wac_idle_sleep","3","","","1","0.2","102611","","4413","4413001"
"","wac_no_items","3","","","1","0.2","111","","4413","4413002"
"","200","2","0","","-340","","102611","","4413","4413003"
"","200","2","0","","-340","","111","","4413","4413004"
"","0","32","","","","","1","","4413","4413005"
"","1","32","","","","","2","","4413","4413006"
"","0","32","","","","","11","","4413","4413007"
"","","91","","","","","0","","4413","4413008"
"0","106011","1","-167","-325","204","2","1","wac_default_bot_31","4511","4511001"
"0","105811","1","230","-325","202","2","1","wac_default_51","4511","4511002"
"0","106411","1","-330","-350","256","2","1","wac_default_bot_81","4511","4511003"
"0","105911","1","340","-350","254","2","1","wac_default_bot_91","4511","4511004"
"0","111","5","-167","-325","203","2","1","wac_default_34","4511","4511005"
"0","113","5","230","-325","201","2","1","wac_default_bot_52","4511","4511006"
"0","114","5","-330","-350","255","2","1","wac_default_81","4511","4511007"
"0","115","5","340","-350","253","2","1","wac_default_93","4511","4511008"
"","300","13","","","","","106411","","4511","4511009"
"","300","13","","","","","105911","","4511","4511010"
"","300","13","","","","","105811","","4511","4511011"
"","300","13","","","","","106011","","4511","4511012"
"","6","31","0","1","0","1","6","","4511","4511013"
"","10","31","0","1","0","0","10","","4511","4511014"
"","17","31","0","1","0","0","17","","4511","4511015"
"","wac_paint_bot_31","3","","0","0","0.2","106011","","4511","4511016"
"","wac_paint_bot_34","3","","0","0","0.2","111","","4511","4511017"
"","wac_paint_bot_51","3","","0","0","0.2","105811","","4511","4511018"
"","wac_paint_bot_52","3","","0","0","0.2","113","","4511","4511019"
"","wac_paint_bot_81","3","","0","0","0.2","106411","","4511","4511020"
"","wac_paint_81","3","","0","0","0.2","114","","4511","4511021"
"","wac_paint_bot_91","3","","0","0","0.2","105911","","4511","4511022"
"","wac_paint_93","3","","0","0","0.2","115","","4511","4511023"
"","0","93","","","","","0","","4511","4511024"
"","1","32","","","","","17","","4511","4511025"
"","se_sys_login_birthday_calendar_smallbrush","23","","","0","","se_common","","4511","4511026"
"","","131","","","","","1","","4511","4511027"
"","wac_idle_smile_L","3","","","1","0","106411","","4512","4512001"
"","wac_idle_wish_L","3","","","1","0","105911","","4512","4512002"
"","wac_idle_kyapi","3","","","1","0","105811","","4512","4512003"
"","wac_idle_doya","3","","","1","0","106011","","4512","4512004"
"","wac_no_items","3","","","1","0","111","","4512","4512005"
"","wac_no_items","3","","","1","0","113","","4512","4512006"
"","wac_no_items","3","","","1","0","114","","4512","4512007"
"","wac_no_items","3","","","1","0","115","","4512","4512008"
"","-335","2","0","","-360","","106411","","4512","4512009"
"","-190","2","0","","-335","","105911","","4512","4512010"
"","190","2","0","","-335","","105811","","4512","4512011"
"","350","2","0","","-360","","106011","","4512","4512012"
"","-335","2","0","","-360","","111","","4512","4512013"
"","-190","2","0","","-335","","113","","4512","4512014"
"","190","2","0","","-335","","114","","4512","4512015"
"","350","2","0","","-360","","115","","4512","4512016"
"","0","32","","","","","6","","4512","4512017"
"","1","32","","","","","10","","4512","4512018"
"","0","32","","","","","17","","4512","4512019"
"","wac_talk_kyapi_in","3","wac_talk_kyapi_loop","1","0","0.2","105811","","4512","4512020"
"","vo_wac_220331_000","21","0","","0","","vo_wac_220331","","4512","4512021"
"0","ふぅ。今日のお絵かき終了です。\n今日もいい感じに描けました！\nやばいですね☆","11","1","1","10","0","105811","0.5","4512","4512022"
"","","91","","","","","0","","4512","4512023"
"","wac_idle_kyapi","3","","1","1","0.2","105811","","4512","4512024"
"","wac_talk_doya_in","3","wac_talk_doya_loop","1","0","0.2","106011","","4512","4512025"
"","vo_wac_220331_001","21","0","","0","","vo_wac_220331","","4512","4512026"
"0","はぁ～っ、疲れたぁ……\nでも、苦労したぶん\nいい仕上がりになったんじゃない？\nそれなりに楽しかったし。","11","1","1","10","0","106011","0.5","4512","4512027"
"","","91","","","","","0","","4512","4512028"
"","wac_idle_doya","3","","1","1","0.2","106011","","4512","4512029"
"","wac_talk_smile_in_L","3","wac_talk_smile_loop_L","1","0","0.2","106411","","4512","4512030"
"","vo_wac_220331_002","21","0","","0","","vo_wac_220331","","4512","4512031"
"0","そうね、とっても楽しかったわ！\n時間を忘れて熱中しちゃったもの。","11","1","1","10","0","106411","0.5","4512","4512032"
"","","91","","","","","0","","4512","4512033"
"","wac_idle_smile_L","3","","1","1","0.2","106411","","4512","4512034"
"","wac_talk_wish_in_L","3","wac_talk_wish_loop_L","1","0","0.2","105911","","4512","4512035"
"","vo_wac_220331_003","21","0","","0","","vo_wac_220331","","4512","4512036"
"0","きっとランドソルのかたがたにも\nお喜びいただけるはずです。\nそれでは、一仕事終えたことですし……\nお食事にいたしましょう♪","11","1","1","10","0","105911","0.5","4512","4512037"
"","","91","","","","","0","","4512","4512038"
"","0","22","","","","","0","","4512","4512039"
"","","111","","","","","","","4512","4512040"
"","wac_idle_smile_L","3","","","1","0.2","106411","","4513","4513001"
"","wac_idle_wish_L","3","","","1","0.2","105911","","4513","4513002"
"","wac_idle_kyapi","3","","","1","0.2","105811","","4513","4513003"
"","wac_idle_doya","3","","","1","0.2","106011","","4513","4513004"
"","wac_no_items","3","","","1","0.2","111","","4513","4513005"
"","wac_no_items","3","","","1","0.2","113","","4513","4513006"
"","wac_no_items","3","","","1","0.2","114","","4513","4513007"
"","wac_no_items","3","","","1","0.2","115","","4513","4513008"
"","-335","2","0","","-360","","106411","","4513","4513009"
"","-190","2","0","","-335","","105911","","4513","4513010"
"","190","2","0","","-335","","105811","","4513","4513011"
"","350","2","0","","-360","","106011","","4513","4513012"
"","-335","2","0","","-360","","111","","4513","4513013"
"","-190","2","0","","-335","","113","","4513","4513014"
"","190","2","0","","-335","","114","","4513","4513015"
"","350","2","0","","-360","","115","","4513","4513016"
"","0","32","","","","","6","","4513","4513017"
"","1","32","","","","","10","","4513","4513018"
"","0","32","","","","","17","","4513","4513019"
"","","91","","","","","0","","4513","4513020"
"0","100411","1","-108","-212.75","202","2","1","wac_default_11","4611","4611001"
"0","111","5","-108","-212.75","201","2","1","wac_default_11","4611","4611002"
"","1","31","0","1","0","1","1","","4611","4611003"
"","2","31","0","1","0","0","2","","4611","4611004"
"","11","31","0","1","0","0","11","","4611","4611005"
"","wac_paint_11","3","","0","0","0.2","100411","","4611","4611006"
"","wac_paint_11","3","","0","0","0.2","111","","4611","4611007"
"","0","93","","","","","0.3","","4611","4611008"
"","1","32","","","","","11","","4611","4611009"
"","se_10035700_roller","23","","","0","","se_10035700","","4611","4611010"
"","300","13","","","","","100411","","4611","4611011"
"","","131","","","","","1","","4611","4611012"
"","wac_talk_kyapi_in","3","wac_talk_kyapi_loop","1","0","0.2","100411","","4612","4612001"
"","wac_no_items","3","","","1","0.2","111","","4612","4612002"
"","200","2","0","","-340","","100411","","4612","4612003"
"","200","2","0","","-340","","111","","4612","4612004"
"","0","32","","","","","1","","4612","4612005"
"","1","32","","","","","2","","4612","4612006"
"","0","32","","","","","11","","4612","4612007"
"","vo_wac_220401_000","21","0","","0","","vo_wac_220401","","4612","4612008"
"0","あはははっ！\n描き放題って楽しいなー！","11","1","1","10","0","100411","0.5","4612","4612009"
"","","91","","","","","0","","4612","4612010"
"","vo_wac_220401_001","21","0","","0","","vo_wac_220401","","4612","4612011"
"0","誰にも怒られないし\nじゃまもされないもんね♪\nえへへ、好きなだけ描けるって\n最高だね！","11","1","1","10","0","100411","0.5","4612","4612012"
"","","91","","","","","0","","4612","4612013"
"","0","22","","","","","0","","4612","4612014"
"","wac_idle_kyapi","3","","","1","0.2","100411","","4613","4613001"
"","wac_no_items","3","","","1","0.2","111","","4613","4613002"
"","200","2","0","","-340","","100411","","4613","4613003"
"","200","2","0","","-340","","111","","4613","4613004"
"","0","32","","","","","1","","4613","4613005"
"","1","32","","","","","2","","4613","4613006"
"","0","32","","","","","11","","4613","4613007"
"","","91","","","","","0","","4613","4613008"
"0","103611","1","-108","-212.75","202","2","1","wac_default_01","4711","4711001"
"0","111","5","-108","-212.75","201","2","1","wac_default_01","4711","4711002"
"","1","31","0","1","0","1","1","","4711","4711003"
"","2","31","0","1","0","0","2","","4711","4711004"
"","11","31","0","1","0","0","11","","4711","4711005"
"","wac_paint_01","3","","0","0","0.2","103611","","4711","4711006"
"","wac_paint_01","3","","0","0","0.2","111","","4711","4711007"
"","0","93","","","","","0","","4711","4711008"
"","1","32","","","","","11","","4711","4711009"
"","se_10035700_brush","23","","","0","","se_10035700","","4711","4711010"
"","300","13","","","","","103611","","4711","4711011"
"","","131","","","","","1","","4711","4711012"
"","wac_talk_doya_in","3","wac_talk_doya_loop","1","0","0.2","103611","","4712","4712001"
"","wac_no_items","3","","","1","0.2","111","","4712","4712002"
"","200","2","0","","-340","","103611","","4712","4712003"
"","200","2","0","","-340","","111","","4712","4712004"
"","0","32","","","","","1","","4712","4712005"
"","1","32","","","","","2","","4712","4712006"
"","0","32","","","","","11","","4712","4712007"
"","vo_wac_220402_000","21","0","","0","","vo_wac_220402","","4712","4712008"
"0","うん！　上手に描けました！\n公共事業って聞いたときは\n緊張しちゃったけど……\nやってみると、とっても楽しいな♪","11","1","1","10","0","103611","0.5","4712","4712009"
"","","91","","","","","0","","4712","4712010"
"","vo_wac_220402_001","21","0","","0","","vo_wac_220402","","4712","4712011"
"0","芸術も大事な勉強だもんね。\nもっといい絵が描けるように\n帰ったら練習をしないと……！","11","1","1","10","0","103611","0.5","4712","4712012"
"","","91","","","","","0","","4712","4712013"
"","0","22","","","","","0","","4712","4712014"
"","wac_idle_doya","3","","","1","0.2","103611","","4713","4713001"
