a379bb62e84fffcb4990828c7f4a4f66e4021c1ad0b03f26c620cdcc2bb2877e,5af3660125c65066247b003319e7483d8d7bbfd6b0b2631597cb7ca7692d61c1,c8b4023a36ed4cdb1f018d599c279c83a3bb9fb80d8ff9ea6974ac8fa8d8f2f8,fca9d4db924437a187842bc64d13cf737060ac71b9762196b00328c597fff83e,8cdc61c08d3839724775e0541edbe4e40e93a530419876bb8de8886d0f9af732,4e28c4a2779f5f29b2ddf3c5c2baba6fa5622f7f6d29c586f73f309e3e38856c,5c806f660e6db844027bd3d0a358c4aa1f08fd7dfe4dc39a0cf291afd8a0693c,84bca2116ab4482e65a18691aea0729b327b7be9d7140543e501f8321acbca2a,32332731bd2670ad3a6686b48dc398c8eb171a95a24252cbedb1ff1b1bedceb0,6760d0ea7c9f27fdd418afc12bf5513cec3de53815b62ff9248ad080d0bac931
"60℃","0","60000℃","2320008","0","6000℃","0","1","600℃","0"
"でんきん","0","でんせん","2320009","0","でんぷん","0","1","でこぴん","0"
"360","0","960","2320010","0","720","0","1","340","0"
"6分の1","0","2分の1","2320011","0","8分の1","0","1","4分の1","0"
"サイン","0","コタンジェント","2320013","0","タンジェント","0","1","コサイン","0"
"かけ算の答え","0","引き算の答え","2320014","0","割り算の答え","0","1","足し算の答え","0"
"臭素液","0","水素液","2320016","0","ヨウ素液","0","1","炭素液","0"
"ヘンリーの法則","0","ドルトンの法則","2320017","0","キルヒホッフの法則","0","1","ヘスの法則","0"
"とんぼ座","0","ばった座","2320018","0","はえ座","0","1","ちょう座","0"
"地球","0","月","2320020","0","太陽","0","1","木星","0"
"春","0","秋","2320021","0","冬","0","1","夏","0"
"カリウム","0","バリウム","2320022","0","ヘリウム","0","1","トリウム","0"
"イオン","0","フオン","2320025","0","ネオン","0","1","トオン","0"
"小数","0","自然対数","2320026","0","整数","0","1","総数","0"
"リンボーダンス","0","フラダンス","2320029","0","インピーダンス","0","1","ソシアルダンス","0"
"純銀","0","水溶銀","2320030","0","水銀","0","1","水化銀","0"
"1回","0","12回","2320031","0","2回","0","1","4回","0"
"魚群","0","海流","2320032","0","月","0","1","地熱","0"
"N","0","Ne","2320033","0","Na","0","1","Nt","0"
"K","0","Ka","2320034","0","Ca","0","1","Cl","0"
"結氷","0","結膜","2320035","0","結晶","0","1","結節","0"
"2回","0","4回","2320036","0","1回","0","1","3回","0"
"分父","0","分姉","2320037","0","分母","0","1","分兄","0"
"水素","0","炭素","2320040","0","酸素","0","1","臭素","0"
"休火山","0","伏火山","2320041","0","死火山","0","1","弱火山","0"
"アスラスト","0","アスガスト","2320042","0","アスベスト","0","1","アスミスト","0"
"ガンマ","0","シグマ","2320043","0","デルタ","0","1","ゼータ","0"
"さそり座","0","しし座","2320044","0","みずがめ座","0","1","かに座","0"
"みずがめ座","0","かに座","2320045","0","しし座","0","1","さそり座","0"
"頂点","0","面","2320046","0","母線","0","1","辺","0"
"3","0","7","2320049","0","2","0","1","5","0"
"15キロ","0","33キロ","2320050","0","25キロ","0","1","20キロ","0"
"点線","0","無線","2320051","0","前線","0","1","電線","0"
"鉄","0","チタン","2320053","0","アルミニウム","0","1","ニッケル","0"
"恒星","0","超新星","2320054","0","惑星","0","1","衛星","0"
"昼夜","0","日付","2320056","0","季節","0","1","時間","0"
"ミューズ","0","シューズ","2320057","0","ヒューズ","0","1","リューズ","0"
"赤","0","白","2320058","0","緑","0","1","青","0"
"パスカル","0","ジュール","2320059","0","ニュートン","0","1","トル","0"
"ファクトリアル","0","インターセクション","2320060","0","インテグラル","0","1","コンビネーション","0"
"1本","0","16本","2320061","0","2本","0","1","4本","0"
"リマ","0","ペコリーヌ","2321001","0","全員同じ","0","1","キョウカ","0"
"オーエド","0","ランドソル","2321002","0","オーマ","0","1","セントールス","0"
"オーマ","0","エルビス島","2321003","0","セントールス","0","1","オーエド","0"
"オーマ","0","サレンディア","2321004","0","オーエド","0","1","セントールス","0"
"2000","0","1500","2321005","0","2500","0","1","1000","0"
"アルヘナ","0","アルキン","2330001","0","アルベド","0","1","アルガン","0"
"16","0","22","2330002","0","18","0","1","20","0"
"しし座","0","おひつじ座","2330004","0","おうし座","0","1","みずがめ座","0"
"シリウス","0","ベテルギウス","2330005","0","アークトゥルス","0","1","カノープス","0"
"海王星","0","土星","2330007","0","天王星","0","1","木星","0"
"ベントナイト","0","カオリナイト","2330008","0","モアサナイト","0","1","マイカナイト","0"
"やもり座","0","いもり座","2330010","0","とかげ座","0","1","かえる座","0"
"BC","0","DC","2330011","0","AC","0","1","CC","0"
"赤色が青くなる","0","どちらも白くなる","2330012","0","青色が赤くなる","0","1","どちらも変化しない","0"
"外心","0","内心","2330015","0","重心","0","1","垂心","0"
"橙","0","青","2330016","0","緑","0","1","透明","0"
"5本","0","13本","2330017","0","9本","0","1","7本","0"
"16戦目","0","9戦目","2330018","0","31戦目","0","1","23戦目","0"
"みなみのまる座","0","みなみのひしがた座","2330020","0","みなみのさんかく座","0","1","みなみのしかく座","0"
"アクルックス","0","アンタレス","2330021","0","ポルックス","0","1","ベクルックス","0"
"アンドロギュノス座","0","アイスキュロス座","2330022","0","アンドロメダ座","0","1","アンドロイド座","0"
"オリエンタリズム","0","インターナショナリズム","2330023","0","サーカディアンリズム","0","1","ポリリズム","0"
"示準化石","0","自然化石","2330024","0","示相化石","0","1","歯石化石","0"
"ラスカー","0","リヤー","2330026","0","スカラー","0","1","ミュラー","0"
"アセチレン","0","ダイヤモンド","2330027","0","アンモニア","0","1","銀","0"
"989","0","993","2330028","0","997","0","1","991","0"
"イクシオトキシン","0","パフトキシン","2330029","0","アスタキサンチン","0","1","テトロドトキシン","0"
"インダクタンス","0","ヘンリー","2330030","0","コンダクタンス","0","1","ジーメンス","0"
"ラムダ","0","デルタ","2330031","0","シグマ","0","1","ガンマ","0"
"おおぐま座","0","おおいぬ座","2330032","0","こぐま座","0","1","こいぬ座","0"
"カリウム","0","マグネシウム","2330033","0","カルシウム","0","1","ナトリウム","0"
"三畳紀","0","白亜紀","2330034","0","ペルム紀","0","1","ジュラ紀","0"
"モリブデン","0","ロジウム","2330035","0","テクネチウム","0","1","テルル","0"
"アルスマグナ","0","マグカップ","2330036","0","フォッサマグナ","0","1","マグナカルタ","0"
"ヤシロスコープ","0","タシロスコープ","2330037","0","オシロスコープ","0","1","ムシロスコープ","0"
"1里","0","1銭","2330038","0","1分","0","1","1尺","0"
"0気圧","0","1013気圧","2330040","0","1気圧","0","1","10気圧","0"
"NaOH","0","SiO2","2330041","0","NaCl","0","1","MgO","0"
"3個","0","1個","2330042","0","2個","0","1","4個","0"
"7","0","9","2330043","0","10","0","1","8","0"
"窒素","0","水素","2330045","0","酸素","0","1","二酸化炭素","0"
"地球","0","木星","2330047","0","金星","0","1","月","0"
"スプロール現象","0","ヒートアイランド現象","2330048","0","ブロッケン現象","0","1","クリープ現象","0"
"支点","0","交点","2330049","0","作用点","0","1","力点","0"
"ジェーン現象","0","ビューン現象","2330051","0","フェーン現象","0","1","デューン現象","0"
"水星","0","月","2330053","0","太陽","0","1","火星","0"
"熱圏","0","対流圏","2330056","0","成層圏","0","1","中間圏","0"
"水星","0","土星","2330057","0","金星","0","1","火星","0"
"偽分数","0","偉分数","2330058","0","仮分数","0","1","倍分数","0"
"4分の1","0","7分の1","2330061","0","6分の1","0","1","5分の1","0"
"ミステリオン海岸","0","オーエド海岸","2331001","0","マルジェン海岸","0","1","ブリザ海岸","0"
"4","0","3","2331002","0","4.5","0","1","5","0"
"アキノ","0","モニカ","2331003","0","マコト","0","1","コッコロ","0"
"ナンセイ湿地","0","ジュノー湿地","2331004","0","ドロテア湿地","0","1","タリア湿地","0"
"カウダ岬","0","フテラ岬","2331005","0","プロピーナ岬","0","1","エスタ岬","0"
"シャトルバス","0","ワンマンバス","2410002","0","ユニットバス","0","1","路線バス","0"
"自転車","0","潜水艦","2410003","0","新幹線","0","1","救急車","0"
"メタボライズシンドローム","0","メタボットシンドローム","2410004","0","メタボリックシンドローム","0","1","メタボンスシンドローム","0"
"ネットサイクリング","0","ネットドライビング","2410005","0","ネットサーフィン","0","1","ネットランニング","0"
"ショールーミング","0","ハッキング","2410006","0","ストリーミング","0","1","サミング","0"
"闇ファイバー","0","水ファイバー","2410007","0","光ファイバー","0","1","炎ファイバー","0"
"初心者ドライバー","0","新人ドライバー","2410008","0","ペーパードライバー","0","1","若手ドライバー","0"
"スイートピー","0","チューリップ","2410009","0","カーネーション","0","1","エーデルワイス","0"
"お直し","0","お察し","2410011","0","お通し","0","1","お達し","0"
"バブルレス","0","バスドーナッツ","2410012","0","シャンプーハット","0","1","アイガード","0"
"夜なべ","0","夜更し","2410014","0","夜泣き","0","1","夜逃げ","0"
"プール","0","山","2410015","0","花火","0","1","海","0"
"フォルテ","0","カルテット","2410016","0","カルテ","0","1","タルト","0"
"遠遠法","0","正距方位図法","2410017","0","遠近法","0","1","近近法","0"
"シートベルト","0","鎧","2410018","0","ヘルメット","0","1","チャイルドシート","0"
"株主集会","0","緊急集会","2410019","0","株主総会","0","1","特別総会","0"
"上下無用","0","天下御免","2410020","0","天地無用","0","1","天地有情","0"
"人間タッグ","0","人間サッグ","2410022","0","人間ドック","0","1","人間ピッグ","0"
"自動車教育所","0","自動車教養所","2410024","0","自動車教習所","0","1","自動車教会所","0"
"飛行機","0","気球","2410025","0","ヘリコプター","0","1","グライダー","0"
"グレートウォール","0","クライミングウォール","2410026","0","ファイアウォール","0","1","チャイニーズウォール","0"
"スプリングタイム","0","エコロジータイム","2410027","0","サマータイム","0","1","ホットタイム","0"
"ゴールドシート","0","ブルーシート","2410028","0","シルバーシート","0","1","グリーンシート","0"
"べっこう飴","0","金太郎飴","2410030","0","千歳飴","0","1","ニッキ飴","0"
"むら針","0","ぐん針","2410031","0","まち針","0","1","けん針","0"
"秋","0","冬","2410032","0","夏","0","1","春","0"
"花瓶","0","牛乳瓶","2410033","0","魔法瓶","0","1","火炎瓶","0"
"鏡閉じ","0","鏡下げ","2410036","0","鏡開き","0","1","鏡上げ","0"
"ストロング交差点","0","スパゲッティ交差点","2410037","0","スクランブル交差点","0","1","スピーディー交差点","0"
"イクラが大好き","0","俳句が趣味","2410038","0","子育てに積極的","0","1","いつも外出している","0"
"残暑見舞い","0","不幸の手紙","2410039","0","年賀状","0","1","暑中見舞い","0"
"おばあさん","0","おとうさん","2410040","0","おじいさん","0","1","おかあさん","0"
"ペーパークッキー","0","ゴッドクッキー","2410041","0","フォーチュンクッキー","0","1","ラッキークッキー","0"
"まげわっぱ","0","いぶりがっこ","2410042","0","きりたんぽ","0","1","しょっつる","0"
"乱切り","0","輪切り","2410048","0","みじん切り","0","1","せん切り","0"
"しろ胡椒","0","しお胡椒","2410050","0","ゆず胡椒","0","1","くろ胡椒","0"
"たこ焼き","0","卵焼き","2410051","0","たい焼き","0","1","いか焼き","0"
"赤く変色する","0","味が無くなる","2410052","0","水分が出てくる","0","1","ボロボロ崩れる","0"
"さくら","0","もみじ","2410053","0","れんげ","0","1","すみれ","0"
"グリンピース","0","タケノコ","2410054","0","牛肉","0","1","ツナ","0"
"ジョッキ","0","ソーサー","2410055","0","デミタス","0","1","タンブラー","0"
"ぜんざい","0","水ようかん","2410056","0","くず餅","0","1","きんつば","0"
"うどん","0","きしめん","2410057","0","そば","0","1","ラーメン","0"
"ポーチドエッグ","0","プレーンオムレツ","2410058","0","スクランブルエッグ","0","1","サニーサイドアップ","0"
"サビ","0","サラ","2410059","0","ネタ","0","1","ガリ","0"
"マリネリウス財閥","0","ムシエラルゴ商社","2411001","0","メルクリウス財団","0","1","メイケオール結社","0"
"オニギリすごろく","0","レッツ！テオゴニア！","2411002","0","キャラバン","0","1","アドベンチャー","0"
"ジュエル","0","ソル","2411003","0","ルピ","0","1","マナ","0"
"スズメ","0","リノ","2411004","0","アユミ","0","1","タマキ","0"
"一括スキップ","0","デイリー帳","2411005","0","予定帳","0","1","予定表","0"
"茶髪","0","金髪","2420001","0","白髪","0","1","黒髪","0"
"気象予想士","0","気象予言士","2420002","0","気象予報士","0","1","気象予告士","0"
"ジェネレーション","0","ジェネシス","2420003","0","ジェネリック","0","1","ジェネラル","0"
"1","0","9","2420004","0","7","0","1","3","0"
"ソーサー","0","はかま","2420005","0","コースター","0","1","茶托","0"
"お茶の間会議","0","作戦会議","2420006","0","井戸端会議","0","1","世間話会議","0"
"四天王","0","八部衆","2420008","0","七福神","0","1","十二神将","0"
"TW","0","WT","2420009","0","WC","0","1","TO","0"
"終末保険","0","延長保険","2420011","0","終身保険","0","1","終期保険","0"
"レシピエント","0","パタンナー","2420012","0","ドナー","0","1","グレーダー","0"
"裁判官","0","司法書士","2420013","0","検察官","0","1","弁護士","0"
"元旦","0","クリスマスイブ","2420014","0","大晦日","0","1","春分の日","0"
"シワス式海岸","0","イグアス式海岸","2420016","0","リアス式海岸","0","1","リアル式海岸","0"
"たら梅雨","0","さら梅雨","2420017","0","から梅雨","0","1","ばら梅雨","0"
"水害","0","かんがい","2420018","0","冷害","0","1","氷害","0"
"トムボーイ","0","ボールボーイ","2420019","0","ベルボーイ","0","1","カウボーイ","0"
"ケーキ","0","アイスクリーム","2420020","0","ドーナツ","0","1","クレープ","0"
"27回","0","216回","2420021","0","108回","0","1","54回","0"
"デフレーション","0","デノミネーション","2420023","0","インフレーション","0","1","スタグネーション","0"
"憲法試験","0","忍法試験","2420025","0","司法試験","0","1","違法試験","0"
"気温の高い地域","0","乾燥している地域","2420028","0","雪の多い地域","0","1","海に近い地域","0"
"気温が低い状態","0","地震が起こる状態","2420029","0","人口が減った状態","0","1","面積が狭い状態","0"
"ウォッシュボウル","0","クリーニングボウル","2420030","0","フィンガーボウル","0","1","サラダボウル","0"
"？","0","※","2420031","0","！","0","1","！？","0"
"小さじ","0","どれも同じ","2420032","0","大さじ","0","1","茶さじ","0"
"子供専門","0","美容師専門","2420033","0","ペット専門","0","1","役者専門","0"
"サングラス","0","ハリメグラス","2420035","0","ステンドグラス","0","1","オペラグラス","0"
"小麦粉","0","葛粉","2420036","0","片栗粉","0","1","白玉粉","0"
"しょっつる","0","みがきにしん","2420039","0","くさや","0","1","アンチョビ","0"
"豚","0","羊","2420040","0","牛","0","1","鶏","0"
"煙","0","縁","2420042","0","塩","0","1","鉛","0"
"揚げ餃子","0","蒸し餃子","2420046","0","水餃子","0","1","焼き餃子","0"
"ビールグラス","0","ワイングラス","2420048","0","レモングラス","0","1","ステンドグラス","0"
"ジャガイモ","0","大豆","2420049","0","米","0","1","小麦","0"
"牛肉","0","羊肉","2420051","0","鶏肉","0","1","豚肉","0"
"鶏肉","0","ねぎ","2420052","0","卵","0","1","かきあげ","0"
"冬","0","秋","2420053","0","夏","0","1","春","0"
"10cc","0","12cc","2420054","0","5cc","0","1","3cc","0"
"アガリ","0","シロ","2420055","0","シャリ","0","1","ムラサキ","0"
"カプリチオ","0","カプサイシン","2420056","0","カプチーノ","0","1","カプレーゼ","0"
"揚げ物","0","冷や奴","2420057","0","炒め物","0","1","味噌汁","0"
"客船巻き","0","気球巻き","2420058","0","軍艦巻き","0","1","馬車巻き","0"
"麦茶","0","日本酒","2420059","0","緑茶","0","1","焼酎","0"
"ウェルダン","0","ミディアム","2420060","0","レア","0","1","ミディアムレア","0"
"マシュマロ","0","ストロベリージャム","2420061","0","ホイップクリーム","0","1","ソーセージ","0"
"Precious Journey","0","Connecting Happy！！","2421001","0","Mirage Game","0","1","Lost Princess","0"
"Precious Journey","0","つなぐもの","2421002","0","茜色の寄り道","0","1","Connecting Happy！！","0"
"3人","0","2人","2421003","0","5人","0","1","4人","0"
"マサカズ","0","フィッシャーマン・ジーク","2421004","0","カズマサ","0","1","カズヒコ","0"
"鉄","0","魔物","2421005","0","お菓子","0","1","木材","0"
"GPS","0","DOS","2430001","0","CPU","0","1","SSD","0"
"膝枕","0","抱き枕","2430002","0","北枕","0","1","腕枕","0"
"4．4平方メートル","0","6．6平方メートル","2430003","0","3．3平方メートル","0","1","5．5平方メートル","0"
"3親等","0","10親等","2430004","0","6親等","0","1","9親等","0"
"A3","0","B4","2430005","0","B5","0","1","A4","0"
"ドナー","0","パタンナー","2430006","0","レシピエント","0","1","グレーダー","0"
"遺訓分","0","遺愛分","2430007","0","遺留分","0","1","遺令分","0"
"小学校","0","銀行","2430008","0","保健所","0","1","税務署","0"
"個人年金保険","0","火災保険 ","2430009","0","自賠責保険","0","1","家族傷害保険","0"
"ガス","0","固定電話","2430010","0","水道","0","1","電気","0"
"すぐに効き目が出る薬","0","遠くの病院でもらう薬","2430011","0","周りを糖分でくるんだ薬","0","1","高くてなかなか手に入らない薬","0"
"固定資産","0","確定資産","2430015","0","流動資産","0","1","行動資産","0"
"誕生日","0","銀婚式","2430016","0","成人式","0","1","敬老の日","0"
"カラス講","0","カマキリ講","2430017","0","ネズミ講","0","1","クラゲ講","0"
"A4","0","B5","2430018","0","A3","0","1","B4","0"
"案内標識","0","指示標識","2430019","0","規制標識","0","1","警戒標識","0"
"眼帯","0","亜寒帯","2430020","0","岩田帯","0","1","時間帯","0"
"50キロ","0","20キロ","2430021","0","30キロ","0","1","40キロ","0"
"車体の色","0","割引チケットの色","2430022","0","ナンバープレートの色","0","1","運転手の制服の色","0"
"立春","0","夏至","2430023","0","節分","0","1","土用","0"
"1人","0","0人","2430024","0","2人","0","1","3人","0"
"ROAD","0","NUMBER","2430025","0","ROUTE","0","1","COUNTRY","0"
"住民票","0","印鑑登録証明書","2430026","0","戸籍謄本","0","1","課税証明書","0"
"御不浄","0","御内儀","2430027","0","御手洗","0","1","御洗浄","0"
"都入り","0","藪入り","2430028","0","お国入り","0","1","お蔵入り","0"
"脱獄","0","牢獄","2430029","0","疑獄","0","1","地獄","0"
"北東","0","東","2430030","0","北西","0","1","北","0"
"ぼさつ","0","いきさつ","2430031","0","おさつ","0","1","ひっさつ","0"
"子宝手帳","0","育児手帳","2430032","0","母子健康手帳","0","1","臨月手帳","0"
"もみじ肉","0","つつじ肉","2430034","0","さくら肉","0","1","ぼたん肉","0"
"ピッチャー液","0","キャッチャー液","2430041","0","バッター液","0","1","ライト液","0"
"しゃぶしゃぶ","0","ジンギスカン","2430042","0","すきやき","0","1","肉じゃが","0"
"長ネギ","0","白菜","2430043","0","しらたき","0","1","シイタケ","0"
"ジャガイモ","0","コンニャクイモ","2430044","0","サツマイモ","0","1","サトイモ","0"
"サツマイモ","0","サトイモ","2430046","0","コンニャクイモ","0","1","ジャガイモ","0"
"マグロ","0","イワシ","2430047","0","カツオ","0","1","シャケ","0"
"クジラ","0","イルカ","2430048","0","サメ","0","1","マグロ","0"
"ダイコン","0","オクラ","2430049","0","ネギ","0","1","ハクサイ","0"
"真水","0","泥水","2430052","0","塩水","0","1","酢","0"
"ピーターパン","0","ピーカン","2430053","0","ピータン","0","1","ピタパン","0"
"グラッセ","0","パテ","2430054","0","ピューレ","0","1","スフレ","0"
"テリーヌ","0","プラリネ","2430056","0","クルトン","0","1","エシャロット","0"
"杉むき","0","樫むき","2430058","0","桂むき","0","1","松むき","0"
"ようかん","0","きんつば","2430060","0","ういろう","0","1","わらび餅","0"
"ラザニア","0","ブイヤベース","2430061","0","パエリア","0","1","オムレツ","0"
"駆けだしの冒険者","0","裸の冒険者","2431001","0","冒険への初立","0","1","冒険の始まり","0"
"美の饗宴","0","美の伝道者","2431002","0","ユキの審美会","0","1","ユキのビューティーチェック","0"
"緑竜の骸嶺","0","断崖の遺跡","2431003","0","毒瘴の闇稜","0","1","蒼海の孤塔","0"
"ムイミの思い出","0","ノウェムの過ぎ去りし日々","2431004","0","追想のデフラグ","0","1","追憶のメモリー","0"
"GREEDY LOVE","0","フェアリーテイルは夢の中","2431005","0","私色STORY","0","1","Seize The Day！","0"
"ファイン","0","フォックス","2510003","0","フォルテ","0","1","フィーネ","0"
"チェロ","0","ビオラ","2510004","0","コントラバス","0","1","バイオリン","0"
"g","0","i","2510005","0","f","0","1","d","0"
"作曲者","0","第一バイオリン","2510006","0","指揮者","0","1","最年長","0"
"ごぶさた","0","このあいだはどうも","2510007","0","しばらく","0","1","ひさしぶり","0"
"Cuter Voice","0","Create Voice","2510008","0","Character Voice","0","1","Commercial Voice","0"
"キラーソフト","0","バンドルソフト","2510009","0","ローンチソフト","0","1","スタートソフト","0"
"縦ロール","0","ちょこ毛","2510010","0","アホ毛","0","1","盛り髪","0"
"将棋","0","どれも同じ","2510012","0","オセロ","0","1","チェス","0"
"飛車","0","歩兵","2510013","0","王将","0","1","角行","0"
"そよ風","0","爆風","2510014","0","木枯らし","0","1","北風","0"
"ハリケーン","0","モンスーン","2510015","0","スコール","0","1","タイフーン","0"
"なぎ","0","ふち","2510016","0","しけ","0","1","とろ","0"
"バビン","0","ベビン","2510018","0","ボビン","0","1","ブビン","0"
"ボヘミア","0","クリミア","2510019","0","カシミア","0","1","プレミア","0"
"シャンプー","0","ボディーソープ","2510022","0","トリートメント","0","1","リンス","0"
"チーク","0","マラカス","2510023","0","マスカラ","0","1","ヒトカラ","0"
"ステップ","0","スカッド","2510025","0","ステッチ","0","1","スリット","0"
"バインダー","0","バイト","2510027","0","バイヤー","0","1","バイプレーヤー","0"
"軟水","0","井戸水","2510028","0","硬水","0","1","上水","0"
"テンプテーション","0","リインカーネーション","2510029","0","ポルターガイスト","0","1","エクトプラズム","0"
"トランプ","0","将棋の駒","2510030","0","サイコロ","0","1","麻雀牌","0"
"将棋","0","五目並べ","2510031","0","囲碁","0","1","麻雀","0"
"バイオハザード","0","ライフハザード","2510032","0","モラルハザード","0","1","マネーハザード","0"
"バリン","0","ハッパ","2510033","0","バラン","0","1","ラパン","0"
"包丁をよく冷やす","0","包丁をさびつかせる","2510035","0","包丁を軽く温める","0","1","包丁を油まみれにする","0"
"チュチュ","0","リュリュ","2510038","0","シュシュ","0","1","キュキュ","0"
"パニール","0","プリーツ","2510039","0","デニール","0","1","ストール","0"
"除湿液","0","除算液","2510040","0","除光液","0","1","除名液","0"
"ベージュ","0","ミラージュ","2510041","0","ルージュ","0","1","コサージュ","0"
"アンチクルージング","0","アンチドレッシング","2510042","0","アンチエイジング","0","1","アンチクレンジング","0"
"スリーカード","0","フルハウス","2510043","0","ワンペア","0","1","フラッシュ","0"
"ロン","0","チー","2510044","0","ツモ","0","1","ポン","0"
"7月7日","0","5月5日","2510046","0","8月8日","0","1","6月6日","0"
"A","0","D","2510047","0","C","0","1","B","0"
"耳打ち","0","頭打ち","2510048","0","峰打ち","0","1","舌打ち","0"
"トラック","0","タンカー","2510050","0","タクシー","0","1","深夜バス","0"
"タチバナ","0","キリ","2510051","0","ヒマワリ","0","1","キク","0"
"味の強い順番","0","高価な食材の順番","2510053","0","使っている量の多い順番","0","1","カロリーの高い順番","0"
"ドライヤー","0","セットリスト","2510054","0","フライヤー","0","1","プレイヤー","0"
"デジタルジョーカー","0","ドリームジャスティス","2510056","0","ディスクジョッキー","0","1","ダンスジョグ","0"
"側転","0","バク転","2510057","0","暗転","0","1","回転","0"
"ビッグバンド","0","ブロードバンド","2510058","0","ブラスバンド","0","1","ハズバンド","0"
"金","0","角","2510059","0","歩","0","1","銀","0"
"ジャズ音","0","エンカ音","2510060","0","ラップ音","0","1","ロック音","0"
"職員室","0","体育館","2511001","0","プール","0","1","保健室","0"
"4.5","0","3.5","2511002","0","5.5","0","1","6.5","0"
"レイ","0","サレン","2511003","0","ヒヨリ","0","1","シオリ","0"
"どこでもチエルちゃん","0","ちぇる～ん☆チエルちゃん","2511004","0","おしゃべりチエルちゃん","0","1","いつでもチエルちゃん","0"
"リッチモンド・タワー","0","タワー・オブ・クレジッタ","2511005","0","クレジッタ・タワー","0","1","クレジッタ・ビルディング","0"
"6月27日","0","6月22日","2520001","0","7月2日","0","1","7月7日","0"
"皮切り","0","髪切り","2520002","0","骨切り","0","1","身切り","0"
"さわり","0","はなし","2520004","0","にぎり","0","1","まわし","0"
"自由鉤","0","天狗鉤","2520006","0","自在鉤","0","1","自分鉤","0"
"チャチャ","0","チョチョ","2520007","0","チュチュ","0","1","チェチェ","0"
"ライトフィッシング","0","ヘアーフィッシング","2520009","0","フライフィッシング","0","1","ヘビーフィッシング","0"
"糸","0","針","2520010","0","重り","0","1","浮き","0"
"生語り","0","静語り","2520011","0","素語り","0","1","直語り","0"
"露点","0","支点","2520012","0","野点","0","1","屋点","0"
"ステージ","0","ブリッジ","2520013","0","フリンジ","0","1","グランジ","0"
"セパレート","0","セレモニー","2520015","0","セレクトショップ","0","1","セールスランキング","0"
"レギンス","0","スコート","2520016","0","プルオーバー","0","1","オーバーニーソックス","0"
"コーンフレーク","0","ポリッジ","2520018","0","グラノーラ","0","1","オートミール","0"
"ワイアード","0","プレイヤード","2520020","0","ティアード","0","1","ブリザード","0"
"ティーザー広告","0","テスティモニアル広告","2520022","0","サブリミナル広告","0","1","シズル広告","0"
"5本","0","6本","2520023","0","4本","0","1","8本","0"
"トリオ","0","カルテット","2520024","0","クインテット","0","1","デュオ","0"
"メゾアルト","0","テノール","2520025","0","メゾソプラノ","0","1","バリトン","0"
"マドラス","0","ギンガム","2520026","0","アーガイル","0","1","タータン","0"
"先負","0","仏滅","2520028","0","先勝","0","1","大安","0"
"S","0","U","2520029","0","R","0","1","T","0"
"麻雀","0","将棋","2520033","0","囲碁","0","1","花札","0"
"7月1日","0","6月1日","2520034","0","8月1日","0","1","9月1日","0"
"まぶた","0","膝","2520035","0","足の裏","0","1","尻","0"
"ようかん売り","0","ぎゅうひ売り","2520037","0","ういろう売り","0","1","すあま売り","0"
"クラウド","0","サークル","2520038","0","バルーン","0","1","フレーム","0"
"ダイヤのキング","0","クラブのキング","2520039","0","ハートのキング","0","1","スペードのキング","0"
"ルビー","0","ラピスラズリ","2520040","0","アメシスト","0","1","ターコイズ","0"
"地球暦 ","0","御化暦","2520042","0","太陽暦 ","0","1","太陰暦","0"
"11年目","0","31年目","2520043","0","1年目","0","1","21年目","0"
"長編み","0","鎖編み","2520044","0","メリヤス編み","0","1","細編み","0"
"字一色","0","四暗刻","2520045","0","天和","0","1","大三元","0"
"ストレート","0","ファイブカード","2520047","0","フラッシュ","0","1","フルハウス","0"
"川","0","山","2520048","0","海","0","1","瀞","0"
"ラシェ","0","リシェ","2520049","0","サシェ","0","1","カシェ","0"
"南東","0","南西","2520050","0","北東","0","1","北西","0"
"クルーザーネック","0","クルクルネック","2520051","0","クルーネック","0","1","クルブシネック","0"
"ピーチカラー","0","ドールカラー","2520052","0","アースカラー","0","1","パールカラー","0"
"かっぱ","0","せっぱ","2520054","0","かっさ","0","1","せっさ","0"
"キープオン","0","ピースオン","2520055","0","ロールオン","0","1","ページオン","0"
"ウーファー","0","ストーカー","2520056","0","チョーカー","0","1","サイドカー","0"
"24組","0","20組","2520058","0","26組","0","1","30組","0"
"クインテット","0","デュオ","2520059","0","カルテット","0","1","トリオ","0"
"クロノグラフ","0","オシロスコープ","2520060","0","メトロノーム","0","1","バロメーター","0"
"うつ","0","きく","2520061","0","さす","0","1","のむ","0"
"天露の金甘水","0","至高のドラゴンテイルおでん","2521001","0","ゴールデン無限おにぎり","0","1","雲海の魔物肉","0"
"ご飯","0","蜜","2521002","0","卵","0","1","肉","0"
"キャンプ道具","0","弓","2521003","0","土鍋","0","1","だいじょぶマイフレンドくん1号","0"
"竜の卵","0","龍の翼","2521004","0","龍の卵","0","1","竜の翼","0"
"龍の卵をカジノ王から盗む","0","カヤと掃除をする","2521005","0","ホマレの部屋で写真を撮る","0","1","ホマレにいたずらをする","0"
"シャドータイピング","0","スーパータイピング","2530001","0","タッチタイピング","0","1","ノールックタイピング","0"
"ソルトプール","0","スイートスポット","2530002","0","タイドプール","0","1","ソルトスポット","0"
