516543932a6e69baada45ef65e003338688d5065dcdd53f3ac9d295efd7d8d7e,3f522bb5f6aa106311724842e5403802a15fcac58c0fedc6ae854f2dc8a80731,1512769a9a0ef6b739163f1a8a45800cd7c2d93fafa6de7e3e84d53accaaa00b,c6d487172502cd30aebbfa01d5c2682ab3f056446593932d2b12cd19333862cc,20523558ce4233379c4b6b7612f93209a2f5eaf2878e9545ac72188165bd654a,50d6e27373ed57cabcb65747ad3eb8db9c52322bca55dee64a9b873524f58825,6ecea783a8e2f0a48986e743934a1f0e327945f1fb2467b57d0571f69d9c6403,74aea1aea3edcf2183452fa5b8a79fde13167e4637944e186e27a2ba25dbbee6,d554e58b80c46947f2c9c7abc41b0d2108e3731caf2d71683ec34fff607f5511,caad0d784fae6cacdbd127abdb2648a35cfc7b2669dee1f3fd388bd318fe8237,04fcbd2780b4f6549e89eca7c8665a75eb0b340243547b39cd25760609ebb96b
"idle_normal_talkJoy","1.37","10","270","5","102","0","3","-120","3","10004"
"","","10","","91","","","0","","0","10005"
"","","10","","93","","","1.5","","","10006"
"","","10","0","21","0","","vo_alces","","vo_alces_1000","10007"
"4","0","10","1","11","3","0","2","0","くー…\nくー…\n…むにゃ","10008"
"","","10","0","91","0","","0","","","10009"
"","","10","","93","","","0","","","10010"
"","0.2","10","","3","1","","3","","sad_talk_Ex0007","10011"
"","","10","0","21","0","","vo_alces","","vo_alces_1001","10012"
"2","0","10","1","11","10","0","3","0","ふふ、気持ちよさそうに寝ちゃって。\n…風邪ひいちゃうよ～","10013"
"","","10","0","91","0","","0","","","10014"
"","","10","","22","","","0","","0.5","10015"
"","0.2","10","iroha_sleep2","3","0","0","2","1","iroha_sleep_hung","10016"
"","0.2","10","iroha_sleep2","3","0","0","12","1","iroha_sleep_hung","10017"
"","0.2","10","idle_normal_talkJoy","3","0","0","3","1","sono_hung","10018"
"","","10","","93","","","1.2","","0","10019"
"","","10","","23","0","","se_alces","","se_alces_futon","10020"
"","","10","","93","","","2.5","","0","10021"
"","0.2","10","iroha_sleep3","3","0","0","2","1","iroha_sleep2_to_sleep3","10022"
"","0.2","10","iroha_sleep3","3","0","0","12","1","iroha_sleep2_to_sleep3","10023"
"","","10","","93","","","0.6","","0","10024"
"","0.2","10","idle_surprise","3","0","0","3","1","idle_surprise_in","10025"
"","","10","","93","","","1.4","","0","10026"
"","","10","","23","0","","se_alces","","se_alces_sleep","10027"
"","0","10","empty","3","0","0","10","1","iroha_sleep","10028"
"","","10","","93","","","2.4","","0","10029"
"","0.2","10","","3","1","","3","","relief_idle_Ex0010","10030"
"","","10","0","21","0","","vo_alces","","vo_alces_1002","10031"
"0.5","0","10","1","11","10","0","3","0","ふふふ♪","10032"
"","","10","0","91","0","","0","","","10033"
"","","10","","22","","","0","","0","10034"
"","","10","","93","","","3","","1","10035"
"","","10","0","101","0","","10035","","","10036"
"sit_readPaper","1.4","11","350","5","100","1","3","-130","3","11001"
"empty","1.5","11","950","5","102","0","1","-150","1","11002"
"","1","11","-18","31","475","","10","1","10","11003"
"","0","11","-130","31","350","","11","1","11","11004"
"","","11","","91","","","0","","0","11005"
"","","11","","93","","","0.5","","1","11006"
"","","11","0","21","0","","vo_alces","","vo_alces_1100","11007"
"0.5","10","11","1","11","10","0","3","0","…………\n…………","11008"
"","","11","0","91","0","","0","","","11009"
"","0.2","11","sit_readPaper","3","0","0","3","1","sit_readPaperTurn","11010"
"","","11","","93","","","1","","1","11011"
"","","11","","93","","","1","","0","11012"
"","0.2","11","","3","1","","3","","sit_readPaper_surprise","11013"
"","","11","0","21","0","","vo_alces","","vo_alces_1101","11014"
"0.5","10","11","1","11","10","0","3","0","…………\n…………","11015"
"","","11","0","91","0","","0","","","11016"
"","","11","","93","","","1","","0","11017"
"","","11","","23","","","se_alces","","se_alces_emotion_exQuestion","11018"
"","10","11","0","12","0.2","0","3","0","3","11019"
"","0.1","11","sit_readPaper_notice_loop","3","0","0","3","1","sit_readPaper_notice_in","11020"
"","","11","","93","","","1.2","","0","11021"
"","0.2","11","sit_readPaper_kira_talk","3","0","0","3","1","sit_readPaper_kira_in","11022"
"","","11","0","21","0","","vo_alces","","vo_alces_1102","11023"
"3.2","0","11","1","11","10","0","3","0","……っ！！\nトマト３個入りパック150ルピ！？\n神か！？","11024"
"","","11","","91","","","0","","","11025"
"","","11","","22","","","0","","0.5","11026"
"","0.2","11","","3","1","","3","","sit_out_readPaper_light","11027"
"","","11","","93","","","0.5","","0","11028"
"","0.2","11","","3","1","","3","","sono_walletPick_in","11029"
"","","11","","93","","","1.8","","0","11030"
"","0.2","11","sono_walk_quick_R","3","0","0","3","1","sono_walk_quick_R_in","11031"
"","","11","","32","","","11","","1","11032"
"","","11","3.3","2","-130","","3","0","1500","11033"
"","","11","3.3","33","-130","","11","0","1500","11034"
"","","11","","93","","","1","","0","11035"
"","0.2","11","luis_walk_furimuki","3","0","0","1","1","luis_walk_furimuki_in","11036"
"","","11","4","2","-150","","1","0","350","11037"
"","","11","","93","","","4","","0","11038"
"","0.2","11","luis_sad_idle","3","0","0","1","1","luis_walk_to_idle","11039"
"","","11","","23","","","se_alces","","se_alces_emotion_question","11040"
"","0","11","0","12","1.3","0","1","0","5","11041"
"","","11","","93","","","2.1","","0","11042"
"","0.2","11","","3","1","","1","","idle_normal","11043"
"","","11","","22","","","0","","0","11044"
"","","11","","93","","","3","","0","11045"
"","","11","0","101","0","","11045","","","11046"
"luis_run_dash_pain","1.45","12","400","5","101","0","1","-190","1","12001"
"empty","1.45","12","-85","5","102","0","10","-190","1001","12002"
"","","12","-190","31","400","","11","1","11","12003"
"","","12","","13","","","1","","130","12004"
"empty","1.45","12","1050","1","102","1","1","-190","105111","12005"
"empty","1.45","12","1050","5","103","1","10","-190","1002","12006"
"","0","12","-190","31","-85","","12","1","12","12007"
"","","12","","91","","","0","","0","12008"
"","","12","1.3","2","-190","","1","0","-85","12009"
"","","12","1.3","33","-190","","11","0","-85","12010"
"","","12","","32","","","11","","1","12011"
"","","12","","37","","","11","","sweatR_run","12012"
"","","12","","93","","","1.3","","0","12013"
"","0.2","12","anger_talk_Ex0001","3","0","0","1","1","luis_run_turn","12014"
"","","12","0","21","0","","vo_alces","","vo_alces_1200","12015"
"1","0","12","1","11","10","0","1","0","ちょ、あの人なんで\n私を追いかけてくるの！？","12016"
"","","12","0","91","0","","0","","","12017"
"","0.2","12","","3","1","","1","","sad_talk_normalR","12018"
"","","12","0","21","0","","vo_alces","","vo_alces_1201","12019"
"1.6","0","12","1","11","10","0","1","0","すごい剣幕で聞く耳なさそうだし…\nこうなったら『透明になる薬』よ！","12020"
"","","12","0","91","0","","0","","","12021"
"","0.2","12","","3","0","","1","","luis_drink","12022"
"","","12","","22","","","0","","0.5","12023"
"","","12","","93","","","1.6","","0","12024"
"","","12","0","21","0","","vo_alces","","vo_alces_1202","12025"
"0.5","0","12","1","11","10","0","1","0","ごくんっ！！","12026"
"","","12","","93","","","2","","0","12027"
"","","12","","23","","","se_alces","","se_alces_invisible","12028"
"","","12","","32","","","12","","1","12029"
"","0.2","12","1","6","1","0","1","0","1","12030"
"","","12","","93","","","1.8","","0","12031"
"","","12","2","2","-190","","105111","0","250","12032"
"","","12","2","2","-190","","1002","0","250","12033"
"","0.2","12","","3","1","","105111","","mitsuki_run_dash_noface","12034"
"","0.2","12","","3","1","","1002","","mitsuki_run_dash","12035"
"","","12","","93","","","2","","0","12036"
"","0.2","12","","3","1","","105111","","mitsuki_anger_talk_noface","12037"
"","0.2","12","","3","1","","1002","","mitsuki_anger_talk","12038"
"","","12","0","21","0","","vo_alces","","vo_alces_1203","12039"
"0.5","0","12","1","11","10","0","105111","0","追いつめたわよ錬金術師！","12040"
"","","12","0","91","0","","0","","","12041"
"","","12","","22","","","0","","0.5","12042"
"","0.2","12","sad_talk_anger","3","0","0","105111","1","mitsuki_look_in_noface","12043"
"","0.2","12","","3","0","","1002","","mitsuki_look_in","12044"
"","","12","","93","","","1.5","","0","12045"
"","","12","0","21","0","","vo_alces","","vo_alces_1204","12046"
"1.2","0","12","1","11","10","0","105111","0","…ちっ、逃がしたみたいね…","12047"
"","","12","0","91","0","","0","","","12048"
"","0.2","12","mitsuki_armcrossed_talk_noface","3","0","0","105111","1","mitsuki_armcrossed_in_noface","12049"
"","0.2","12","mitsuki_armcrossed_talk","3","0","0","1002","1","mitsuki_armcrossed_in","12050"
"","","12","0","21","0","","vo_alces","","vo_alces_1205","12051"
"2.3","0","12","1","11","10","0","105111","0","まったく、\n何の科学的根拠もないもので\n商いをするなんて…\n私は認めないわ","12052"
"","","12","0","91","0","","0","","","12053"
"","0.2","12","","3","1","","105111","","mitsuki_ecstatic_talk_noface","12054"
"","0.2","12","","3","1","","1002","","mitsuki_ecstatic_talk","12055"
"","","12","0","21","0","","vo_alces","","vo_alces_1206","12056"
"1","0","12","1","11","10","0","105111","0","……あの魔女ばあさんの孫娘か。\n油断ならないみたいね。\n【アルケス錬金堂】……！","12057"
"","","12","0","91","0","","0","","","12058"
"","","12","","22","","","0","","0.5","12059"
"","0.2","12","mitsuki_walkR_noface","3","0","0","105111","1","mitsuki_turnR_noface","12060"
"","0.2","12","mitsuki_walkR","3","0","0","1002","1","mitsuki_turnR","12061"
"","","12","5","2","-190","","105111","0","1050","12062"
"","","12","5","2","-190","","1002","0","1050","12063"
"","","12","","93","","","4.5","","0","12064"
"","0.2","12","","3","1","","1","","idle_normal_Ex0001","12065"
"","","12","","23","","","se_alces","","se_alces_invisible","12066"
"","","12","","32","","","12","","0","12067"
"","","12","","32","","","12","","1","12068"
"","","12","","93","","","0.1","","0","12069"
"","0.3","12","1","6","1","0","1","1","1","12070"
"","","12","","93","","","1.5","","0","12071"
"","","12","","23","","","se_alces","","se_alces_breath","12072"
"","0.2","12","relief_idle","3","0","0","1","1","relief_in","12073"
"","","12","","3","0","","1001","","relief_in","12074"
"","","12","","22","","","0","","0","12075"
"","","12","","93","","","3","","0","12076"
"","","12","0","101","0","","12076","","","12077"
"iroha_wait","1.45","13","0","5","101","0","2","-130","2","13001"
"nebia_wait","1.45","13","0","5","102","0","14","-130","14","13002"
"iroha_wait_ziriziri_idle_empty","1.45","13","0","5","103","0","2","-130","20","13003"
"","","13","","91","","","0","","0","13004"
"","","13","","93","","","0.1","","0","13005"
"","0.2","13","nebia_talk","3","0","0.2","14","1","nebia_talk_in","13006"
"","","13","","93","","","2.8","","0","13007"
"","","13","0","21","0","","vo_alces","","vo_alces_1300","13008"
"2","0","13","1","11","10","0","14","0","へ～\nいろんなものが置いてあるわね","13009"
"","","13","0","91","0","","0","","","13010"
"","0.2","13","nebia_talk2","3","0","0","14","1","nebia_talk2_in","13011"
"","","13","","93","","","1.6","","0","13012"
"","","13","","23","0","","se_alces","","se_alces_steal","13013"
"","","13","0","91","0","","13011","","","13014"
"","","13","0","21","0","","vo_alces","","vo_alces_1301","13015"
"1.5","0","13","1","11","10","0","14","0","んふふ♪\nどんな悪戯に使おうかしら♪","13016"
"","","13","","93","","","0.5","","0","13017"
"","0.1","13","iroha_wait2","3","0","0.2","2","1","iroha_wait2_in","13018"
"","","13","0","91","0","","13016","","","13019"
"","","13","","23","0","","se_alces","","se_alces_laugh","13020"
"","0.2","13","","3","1","","14","","nebia_talk2_laugh","13021"
"","0.1","13","iroha_wait_ziriziri_idle","3","0","0.2","2","1","iroha_wait_ziriziri_in","13022"
"","","13","","93","","","3.3","","0","13023"
"","0.2","13","nebia_talk3","3","0","0","14","1","nebia_talk3_in","13024"
"","","13","0","21","0","","vo_alces","","vo_alces_1302","13025"
"0.5","0","13","1","11","10","0","14","0","……ん？","13026"
"","","13","0","91","0","","0","","","13027"
"","","13","","22","","","0","","0","13028"
"","","13","","23","0","","se_alces","","se_alces_catch","13029"
"","0.2","13","nebia_brow_idle_guru","3","0","0","14","1","nebia_brow","13030"
"","0.2","13","empty","3","0","0","20","1","iroha_wait_brow_net","13031"
"","0.2","13","iroha_wait_brow_talk","3","0","0","2","1","iroha_wait_brow","13032"
"","","13","0","91","0","","0","","","13033"
"","","13","0","21","0","","vo_alces","","vo_alces_1303","13034"
"1.5","0","13","1","11","10","0","2","0","なんか変なの捕まえた！！\nやったーレア昆虫ゲットー！！","13035"
"","","13","0","91","0","","0","","","13036"
"","0.2","13","","3","1","","2","","iroha_wait_brow_idle","13037"
"","0.2","13","","3","1","","14","","nebia_brow_idle_anger","13038"
"","","13","0","21","0","","vo_alces","","vo_alces_1304","13039"
"0.5","0","13","1","11","10","0","14","0","ちょっ、誰が昆虫よ～！","13040"
"","","13","0","91","0","","0","","","13041"
"","","13","","22","","","0","","0","13042"
"","","13","","93","","","1","","0","13043"
"","0.2","13","iroha_wait_brow_surprise","3","0","0","2","1","iroha_wait_brow_escape","13044"
"","0.2","13","nebia_talk4","3","0","0","14","1","nebia_brow_escape","13045"
"","","13","","93","","","4","","0","13046"
"","","13","","22","","","0","","0","13047"
"","","13","","93","","","3","","0","13048"
"","","13","0","101","0","","13048","","","13049"
"top_iroha_run_joy","1.4","14","1500","5","105","1","2","-140","2","14001"
"dokuro_run","1.4","14","1150","5","103","1","13","-140","13","14002"
"empty","1.4","14","-15","5","104","0","10","-140","10","14003"
"idle_normal","1.37","14","-150","1","101","0","1","-125","103111","14004"
"","","14","","13","","","2","","130","14005"
"","","14","","13","","","13","","130","14006"
"","","14","","13","","","103111","","130","14007"
"","1","14","-140","31","1500","","11","1","111","14008"
"","1","14","-190","31","1150","","11","1","112","14009"
"","","14","","91","","","0","","0","14010"
"","","14","","23","0","","se_alces","","se_alces_skull_chase1","14011"
"","","14","","37","","","111","","smokeR","14012"
"","","14","","37","","","112","","sweatR_Loop","14013"
"","","14","7.5","2","-140","","2","0","-1150","14014"
"","","14","7.5","33","-140","","111","0","-1150","14015"
"","","14","7.5","2","-140","","13","0","-1500","14016"
"","","14","7.5","33","-190","","112","0","-1500","14017"
"","","14","","93","","","2.5","","0","14018"
"","","14","0","21","0","","vo_alces","","vo_alces_1400","14019"
"0.5","0","14","1","11","10","30","2","0","あははー！！\n待て待てー！！","14020"
"","","14","","93","","","1","","0","14021"
"","0.2","14","idle_normalR","3","0","0","103111","1","idle_normalR_in","14022"
"","","14","","93","","","4","","0","14023"
"","","14","","23","0","","se_alces","","se_alces_skull_chase1","14024"
"","","14","0","2","-140","","2","0","-1500","14025"
"","","14","0","33","-140","","111","0","-1500","14026"
"","","14","0","2","-140","","13","0","-1150","14027"
"","","14","0","33","-190","","112","0","-1150","14028"
"","","14","","4","","","2","","0","14029"
"","","14","","4","","","13","","0","14030"
"","","14","","37","","","111","","smokeL","14031"
"","","14","","37","","","112","","sweatL_Loop2","14032"
"","","14","8.2","2","-140","","2","0","1150","14033"
"","","14","8.2","33","-140","","111","0","1150","14034"
"","","14","8.2","2","-140","","13","0","1500","14035"
"","","14","8.2","33","-190","","112","0","1500","14036"
"","","14","","93","","","1.5","","0","14037"
"","","14","0","21","0","","vo_alces","","vo_alces_1401","14038"
"0.3","0","14","1","11","10","0","13","0","あ、あれ～！？\nなんでだ！？","14039"
"","","14","","93","","","1.5","","0","14040"
"","0.2","14","idle_normal","3","0","0","103111","1","idle_normal_in","14041"
"","","14","","93","","","5.2","","0","14042"
"","","14","0","2","-140","","2","0","1500","14043"
"","","14","0","33","-140","","111","0","1500","14044"
"","","14","0","2","-140","","13","0","1150","14045"
"","","14","0","33","-190","","112","0","1150","14046"
"","","14","","4","","","2","","1","14047"
"","","14","","4","","","13","","1","14048"
"","","14","","37","","","111","","smokeR","14049"
"","","14","","37","","","112","","sweatR_Loop","14050"
"","","14","1.8","2","-140","","13","0","-15","14051"
"","","14","1.8","33","-205","","112","0","-15","14052"
"","","14","","23","0","","se_alces","","se_alces_skull_dash","14053"
"","","14","","93","","","1","","0","14054"
"","0.1","14","","3","1","","2","","iroha_net_run_normal2","14055"
"","","14","3","2","-140","","2","0","335","14056"
"","","14","3","33","-140","","111","0","335","14057"
"","","14","","93","","","0.8","","0","14058"
"","0.2","14","","3","1","","13","","dokuro_talk","14059"
"","","14","","32","","","112","","0","14060"
"","0.2","14","","3","1","","103111","","idle_normal_lookdown","14061"
"","","14","0","21","0","","vo_alces","","vo_alces_1402","14062"
"1","0","14","1","11","10","0","13","0","グラマーな姉ちゃんに\n追いかけられてるのに\n微塵もうれしくねえっ！","14063"
"","","14","","93","","","2.2","","0","14064"
"","0.1","14","iroha_net_idle_doya","3","0","0","2","1","iroha_net_idle_in","14065"
"","","14","","32","","","111","","0","14066"
"","","14","","93","","","0.4","","0","14067"
"","0.2","14","","3","1","","2","","iroha_net_ziriziri","14068"
"","","14","2.7","2","-140","","2","0","135","14069"
"","","14","2.7","33","-140","","111","0","135","14070"
"","","14","","93","","","1","","0","14071"
"","0.2","14","","3","1","","103111","","idle_normal_lookup","14072"
"","","14","","93","","","1.7","","0","14073"
"","0.2","14","","3","1","","2","","iroha_net_ziriziri_idle","14074"
"","","14","","91","","","14063","","","14075"
"","","14","","22","","","0","","0","14076"
"","","14","","23","0","","se_alces","","se_alces_skull_chase2","14077"
"","0","14","","3","0","","10","","dokuro_turn_surprise","14078"
"","0.2","14","dokuro_run","3","0","0","13","1","dokuro_turn_surprise","14079"
"","","14","","93","","","0.1","","0","14080"
"","0.1","14","iroha_net_brow_idle","3","0","0","2","1","iroha_net_brow","14081"
"","","14","","91","","","14079","","","14082"
"","","14","","4","","","13","","1","14083"
"","","14","2.5","2","-140","","13","0","-1500","14084"
"","","14","2.5","33","-190","","112","0","-1500","14085"
"","","14","","93","","","0.1","","0","14086"
"","0.2","14","idle_normalR","3","0","0","103111","1","idle_normalR_in","14087"
"","","14","","32","","","112","","1","14088"
"","","14","","37","","","112","","sweatR_Loop","14089"
"","","14","","93","","","0.3","","0","14090"
"","0.1","14","iroha_net_brow_notice_idle","3","0","0","2","1","iroha_net_brow_notice","14091"
"","","14","","91","","","0","","","14092"
"","","14","","32","","","111","","1","14093"
"","","14","","37","","","111","","smokeR","14094"
"","0.2","14","","3","1","","2","","top_iroha_run_joy","14095"
"","","14","2.5","2","-140","","2","0","-1350","14096"
"","","14","2.5","33","-140","","111","0","-1350","14097"
"","","14","","93","","","2.5","","0","14098"
"","","14","","23","0","","se_alces","","se_alces_skull_chase1","14099"
"","","14","0","2","-140","","2","0","-1500","14100"
"","","14","0","33","-140","","111","0","-1500","14101"
"","","14","0","2","-140","","13","0","-1150","14102"
"","","14","0","33","-190","","112","0","-1150","14103"
"","","14","","4","","","2","","0","14104"
"","","14","","4","","","13","","0","14105"
"","","14","","37","","","111","","smokeL","14106"
"","","14","","37","","","112","","sweatL_Loop2","14107"
"","","14","7.5","2","-140","","2","0","1150","14108"
"","","14","7.5","33","-140","","111","0","1150","14109"
"","","14","7.5","2","-140","","13","0","1500","14110"
"","","14","7.5","33","-190","","112","0","1500","14111"
"","","14","","93","","","1.5","","0","14112"
"","","14","0","21","0","","vo_alces","","vo_alces_1403","14113"
"0.5","0","14","1","11","10","0","13","0","シノブ、助けてーっ！！","14114"
"","","14","","93","","","1.5","","0","14115"
"","0.2","14","idle_normal","3","0","0.2","103111","1","idle_normal_in","14116"
"","","14","0","91","0","","14114","","","14117"
"","0.2","14","","3","1","","103111","","sad_talk_dead","14118"
"","","14","0","21","0","","vo_alces","","vo_alces_1404","14119"
"0.5","0","14","1","11","10","0","103111","0","……因果応報だよ、お父さん","14120"
"","","14","","93","","","3.5","","0","14121"
"","","14","","23","0","","se_alces","","se_alces_skull_chase1","14122"
"","","14","0","2","-140","","2","0","1500","14123"
"","","14","0","33","-140","","111","0","1500","14124"
"","","14","0","2","-140","","13","0","1150","14125"
"","","14","0","33","-190","","112","0","1150","14126"
"","","14","","4","","","2","","1","14127"
"","","14","","4","","","13","","1","14128"
"","","14","","37","","","111","","smokeR","14129"
"","","14","","37","","","112","","sweatR_Loop","14130"
"","","14","7.5","2","-140","","2","0","-1150","14131"
"","","14","7.5","33","-140","","111","0","-1150","14132"
"","","14","7.5","2","-140","","13","0","-1500","14133"
"","","14","7.5","33","-190","","112","0","-1500","14134"
"","","14","0","91","0","","14120","","","14135"
"","0.2","14","","3","1","","103111","","sad_idle_normal","14136"
"","","14","","93","","","3.6","","0","14137"
"","0.2","14","idle_normalR","3","0","0","103111","1","idle_normalR_in","14138"
"","","14","","93","","","3.9","","0","14139"
"","","14","","22","","","0","","0","14140"
"","","14","","23","0","","se_alces","","se_alces_skull_chase1","14141"
"","","14","0","2","-140","","2","0","-1500","14142"
"","","14","0","33","-140","","111","0","-1500","14143"
"","","14","0","2","-140","","13","0","-1150","14144"
"","","14","0","33","-190","","112","0","-1150","14145"
"","","14","","4","","","2","","0","14146"
"","","14","","4","","","13","","0","14147"
"","","14","","37","","","111","","smokeL","14148"
"","","14","","37","","","112","","sweatL_Loop2","14149"
"","","14","7.5","2","-140","","2","0","1150","14150"
"","","14","7.5","33","-140","","111","0","1150","14151"
"","","14","7.5","2","-140","","13","0","1500","14152"
"","","14","7.5","33","-190","","112","0","1500","14153"
"","","14","","93","","","3","","0","14154"
"","0.2","14","idle_normal","3","0","0","103111","1","idle_normal_in","14155"
"","","14","","93","","","4.5","","0","14156"
"","","14","","23","0","","se_alces","","se_alces_skull_chase1","14157"
"","","14","0","2","-140","","2","0","1500","14158"
"","","14","0","33","-140","","111","0","1500","14159"
"","","14","0","2","-140","","13","0","1150","14160"
"","","14","0","33","-190","","112","0","1150","14161"
"","","14","","4","","","2","","1","14162"
"","","14","","4","","","13","","1","14163"
"","","14","","37","","","111","","smokeR","14164"
"","","14","","37","","","112","","sweatR_Loop","14165"
"","","14","7.5","2","-140","","2","0","-1150","14166"
"","","14","7.5","33","-140","","111","0","-1150","14167"
"","","14","7.5","2","-140","","13","0","-1500","14168"
"","","14","7.5","33","-190","","112","0","-1500","14169"
"","","14","","93","","","3.5","","0","14170"
"","0.2","14","idle_normalR","3","0","0","103111","1","idle_normalR_in","14171"
"","","14","","93","","","4","","0","14172"
"","","14","0","101","0","","14141","","","14173"
"walk_jog_talkjoy2","1.43","15","100","5","100","0","2","-130","2","15001"
"sit_readPaper","1.4","15","400","5","101","1","3","-130","3","15002"
"","","15","","91","","","0","","0","15003"
"","","15","0.8","2","-130","","2","0","235","15004"
"","","15","0","93","0","","0.5","","0","15005"
"","","15","0","21","0","","vo_alces","","vo_alces_1500","15006"
"0.5","0","15","1","11","10","0","2","0","お使い行ってきたよ～\nソノおばちゃ～ん","15007"
"","","15","","93","","","0.3","","0","15008"
"","0.2","15","","3","1","","2","","talk_normal","15009"
"","","15","","91","","","15007","","","15010"
"","","15","","22","","","0","","0.5","15011"
"","0.2","15","","3","1","","2","","idle_normal","15012"
"","","15","","93","","","1","","0","15013"
"","0.2","15","sit_readPaper","3","0","0","3","1","sit_readPaperTurn","15014"
"","","15","","93","","","0.5","","0","15015"
"","","15","0","21","0","","vo_alces","","vo_alces_1501","15016"
"0.5","0","15","1","11","10","0","2","0","……ソノおばちゃ～ん！","15017"
"","","15","","93","","","0.3","","0","15018"
"","0.2","15","idle_normal","3","0","0","2","1","smile_normal","15019"
"","","15","0","91","0","","15017","","","15020"
"","","15","","22","","","0","","0.5","15021"
"","","15","","93","","","0.5","","0","15022"
"","0.2","15","","3","1","","2","","sad_idle_surprise","15023"
"","","15","","93","","","1","","1","15024"
"","0.2","15","sit_readPaper","3","0","0","3","1","sit_readPaperTurn","15025"
"","","15","","93","","","1.2","","0","15026"
"","0.2","15","","3","1","","2","","anger_talk_pain","15027"
"","","15","0","21","0","","vo_alces","","vo_alces_1502","15028"
"0.5","0","15","1","11","10","0","2","0","ソノおばちゃーんっ！！！","15029"
"","","15","0","91","0","","0","","","15030"
"","","15","","22","","","0","","0.5","15031"
"","0.2","15","","3","1","","2","","anger_idle_angerR","15032"
"","","15","","93","","","1.2","","1","15033"
"","","15","","23","","","se_alces","","se_alces_emotion_quiet","15034"
"","10","15","0","12","1","0","3","0","12","15035"
"","","15","","93","","","2.5","","0","15036"
"","","15","","23","","","se_alces","","se_alces_emotion_notice","15037"
"","0","15","0","12","0.3","0","2","0","10","15038"
"","0.2","15","notice_loop_talk2","3","0","0","2","1","notice_in_talk2","15039"
"","","15","","93","","","1.4","","0","15040"
"","0.2","15","","3","1","","2","","talk_normal_normal2","15041"
"","","15","0","21","0","","vo_alces","","vo_alces_1503","15042"
"0.5","0","15","1","11","10","0","2","0","ソノおねーちゃん","15043"
"","","15","0","91","0","","0","","","15044"
"","0.2","15","","3","1","","2","","idle_normal","15045"
"","0.2","15","","3","1","","3","","sit_out_smile","15046"
"","","15","","93","","","0.5","","1","15047"
"","0.2","15","sono_cool_talk","3","0","0","3","1","sono_cool_in","15048"
"","0.2","15","","3","1","","2","","surprise_idle_shy","15049"
"","","15","0","21","0","","vo_alces","","vo_alces_1504","15050"
"2.2","0","15","1","11","10","0","3","0","はい、どうもありがとう。\nこれ、ソノおねーちゃんからの\nお小遣いね♪","15051"
"","","15","0","91","0","","0","","","15052"
"","","15","","22","","","0","","0.5","15053"
"","0.2","15","sono_armcrossed_idle","3","0","0","3","1","sono_armcrossed_in","15054"
"","","15","","93","","","0.5","","0","15055"
"","","15","","23","","","se_alces","","se_alces_emotion_sweat","15056"
"","0","15","0","12","1.5","0","2","0","2","15057"
"","0.2","15","","3","1","","2","","talk_normal_nervous","15058"
"","","15","","93","","","0.8","","0","15059"
"","0.2","15","","3","1","","3","","sono_armcrossed_talk","15060"
"","","15","","93","","","1.7","","0","15061"
"","0.2","15","","3","1","","2","","iroha_idle_Ex0001","15062"
"","0.2","15","","3","1","","3","","sono_armcrossed_idle","15063"
"","","15","","93","","","1","","0","15064"
"","","15","","22","","","0","","0","15065"
"","","15","","93","","","3","","0","15066"
"","","15","0","101","0","","15066","","","15067"
"iroha_idle_dere_glass","1.45","16","150","5","103","1","5","-160","5","16001"
"","0","16","-160","31","150","","11","1","11","16002"
"empty","1.45","16","150","5","104","1","10","-160","1001","16003"
"sono_walk_scare","1.41","16","1000","5","102","1","3","-160","3","16004"
"empty","1.41","16","300","5","103","1","10","-160","1002","16005"
"","","16","","13","110","","3","","130","16006"
"idle_normal","1.42","16","-50","1","100","0","1","-150","132211","16007"
"empty","1.42","16","-50","5","101","0","10","-150","1003","16008"
"","","16","","91","","","0","","0","16009"
"","0.2","16","iroha_doya_talk_glass","3","0","0","5","1","iroha_doya_in_glass","16010"
"","","16","","93","","","0.5","","0","16011"
"","","16","0","21","0","","vo_alces","","vo_alces_1600","16012"
"4.9","0","16","1","11","10","0","5","0","ねーねー私きれい？\n大人っぽい？\nせくしーだいなまいつ？","16013"
"","","16","0","91","0","","0","","","16014"
"","0.2","16","","3","1","","5","","iroha_doya_idle_glass","16015"
"","0.2","16","","3","1","","132211","","surprise_talk","16016"
"","","16","0","21","0","","vo_alces","","vo_alces_1601","16017"
"0.8","0","16","1","11","10","0","132211","0","ど…どうしたのイロハちゃん？\n…あ、もしかしてソノさんと\n入れ替わってる？","16018"
"","","16","0","91","0","","0","","","16019"
"","0.2","16","","3","1","","132211","","surprise_idle","16020"
"","0.2","16","iroha_cool_talk_glass","3","0","0","5","1","iroha_cool_in_glass","16021"
"","","16","0","21","0","","vo_alces","","vo_alces_1602","16022"
"1.6","0","16","1","11","10","0","5","0","そうよー私はソノよ。\nないすばでぃーでしょ？","16023"
"","","16","0","91","0","","0","","","16024"
"","","16","","22","","","0","","0.5","16025"
"","","16","4","2","-160","","3","0","300","16026"
"","0.2","16","sono_armcrossed_idle","3","0","0.2","3","1","sono_walk_scare","16027"
"","0.2","16","iroha_armcrossed_talk_glass","3","0","0","5","1","iroha_armcrossed_in_glass","16028"
"","","16","","93","","","0.5","","0","16029"
"","0.2","16","surprise2_idle","3","0","0","132211","1","surprise2_in","16030"
