d23a9469b1d27c661f93b19189d84b177d3bb8582ad30a5b943047b24687e3b0,841b28327ce1a2a150dee81c81551aaf4d2610ec103dba5f74a62199c605d884,1471de079d0d73c40e40af74429b4124449985252f79d8b548a6611b01827990,4a9b38011ad1c5b94f905ed0091726ec891dbee4c24aaecd575549ea62637615,f1642e334fff6c3013b65ed8f3210fa0771cc655e2f6d161b0f2ebc036d3d8c0,38972d85873853e6a89d7bae7492722411b2d49260043ac67a4294aa4329959c,92349eada025b8f9e18573bdb2e91da07ca1547d60260d14eb4872097e2943b9,0db16370b009ff723d8d0f374c854bc1b377a04889dd844d512f2eca78c1030e,2605e60a6b2e69cf280a4cb2c6bc4534cc80c5c0c3c7334ad2a7441dcb5b008a,3c1fae4d8992dfd08c101f45d5ab48c9f7d4882ee7795570b65d83bff59fb28c,7598bf6111f71a61daf4f560d50e931e0a4346ccc9f19718aead05212d81e267,5e3b94c037bdebafc739de6ed3d04a09725113038cc384d0c6c8d42606573c6f,2fc47d13cf32e58463176edf2e46a5b8de0c14de506f7f4e6829ce1f8009ba32,17fbec314d5fd41c3c8baa119f9c540fa9bb0192236c0c3037ddd3cfedc29927,daf4b56de2bd068bc8a57d1396afc207637f1e9d2361846207ded6bedd718459,79d642330cd4b5df3752059b4434682198d1289031bd2bb33057a09a88213f11,97e17abea0591c22e169702353ceb2859e7f8cb17667106544eab1a504b6bc3c,8e2ad0d09b104e49d65ccda096395c03ce895ba6d613e349a330f26d105905b4,a061ca3efa8a7fcb991eb6273e73bc314c34e25d2b1aa03d024078497c6deebf,e645f21a3c2382d7b608dec0690fd749c9696df9162f582af719a69b877f2cd9,af64ee07ce6a851df398138c03faeda1f17115dd7b26d80b01ef72b41a804c18,8d3decf73524cbface3341c9280ff107ea3f069721c6ea46ccbf0f18e10257f1,7099e0e72b9fb412dc74177d19d82b77cb8064d8fb18b2bd0507ff9b93e31a61,d9e667e8a539aecaf94e9bcd6e086f891e9d2d6aa4f84f1f08e15cc7e32d418f,a1dcfcfb5acdb01034276604fad473c4d217c687cba9613d53d22ba2a6a29243,ab3264bdd970893df91fc58a4af711d7f4474897d264f80245f87870bfded9a9,d1ad7de444cd5fc1bbc165c573bce03a256375725077f4c78ebfe410494c8ad4,aef7398025d71ac8986c03494c689f63d2197a9293c66f5ce0b66733a86f427d,8df1ce53fcecd599a8bee863207ba02a58222b52606838b292a742a1d5b523fe,925f45c36cbcd51c5d97ee81a94498915f94d63caa538a21efdfd3518508555c,99686caa3aa2350e8589a30ed21265d79bcf6a7c038e190d193a40c0a35d07d9,f4adcc2c93cacff0049720905d5477afc410392d157b2fce2c34e422982b8bd8,18bc8ad1b5c16919779a9cd6cd11f121ba653b96447844aa313555aecfd21f11,f91884961e0d45798fc045d3ce68a091a3517dce231ab9dba364112c56146451,dc303ac863bfa902b416989fe0dc7818e8514598732c21d62127a93fe75637c6,4ad0ca7fa6fdc14c3ecb2cd4258e22f03c136b284c3d7e80e60d02220bb25a5d,8dab6889b6f2a97f99da3df86bbd4ea0d69f96a69684f5e7363d6cff10d3effe,a2cf7a149cab6a741bb2203a6f5764f33113c7f413e3a534b28aab341958c913,d6120a9df7a3fd98dcfd04b0be280685604c00221c0601930d24d7e42799128f,65fff223ca0e80ad906048ec338dbc0ec7b9a98cc15e0e9957c93ac4d93425e3,a11e21fce7fb951c178aaffa38976187650f860fed7d103887002cb5f124c7c0,9c46e02a0e3854f157a0a4ac4bbae8018d207af07ce45fea0d758ee59828936b,b5cc4ad18d6a3c2937bef1a0f69bb6d045c92580c564a834600c4f4443c6a6f7,800da81ce918a30d923e11ae6dce2221506120719153ddde5e5ce3f0074d0b10
"79","-1","0","10240103","0","401044081","1000000","2","2.4","2","10240101","1009116","2.6","401044071","1024","401044061","10240104","10240105","0","0","1009116","3","401044091","710121","2.4","0","0","1009116","1","4","0","0.06","0","0","0","0","1009116","10240102","401044101","0","2","1009116","0","5"
"80","1","0","10250103","0","401044331","1000000","1.2","1.4","1.2","10250101","1010102","1.5","401044321","1025","401044311","10250104","10250105","0","0","1010103","1","401044341","710011","1.3","0","0","1010104","1","1","0","0.03","0","0","0","0","1010101","10250102","401044351","0","1","1010105","0","1"
"81","3","0","10250103","0","401044381","1000000","1.2","1.4","1.2","10250101","1010107","1.5","401044371","1025","401044361","10250104","10250105","0","0","1010108","2","401044391","710011","1.3","0","0","1010109","1","2","0","0.06","0","0","0","0","1010106","10250102","401044401","0","2","1010110","0","2"
"82","4","0","10250103","0","401044431","1000000","1.6","1.9","1.6","10250101","1010112","2","401044421","1025","401044411","10250104","10250105","0","0","1010113","3","401044441","710011","1.8","0","0","1010114","1","4","0","0.06","0","0","0","0","1010111","10250102","401044451","0","2","1010115","0","4"
"83","-1","0","10250103","0","401044431","1000000","2","2.4","2","10250101","1010116","2.6","401044421","1025","401044411","10250104","10250105","0","0","1010116","3","401044441","710011","2.4","0","0","1010116","1","4","0","0.06","0","0","0","0","1010116","10250102","401044451","0","2","1010116","0","5"
"84","1","0","10260103","0","401044681","1000000","1.2","1.4","1.2","10260101","1011102","1.5","401044671","1026","401044661","10260104","10260105","0","0","1011103","1","401044691","710021","1.3","0","0","1011104","1","1","0","0.03","0","0","0","0","1011101","10260102","401044701","0","1","1011105","0","1"
"85","3","0","10260103","0","401044731","1000000","1.2","1.4","1.2","10260101","1011107","1.5","401044721","1026","401044711","10260104","10260105","0","0","1011108","2","401044741","710021","1.3","0","0","1011109","1","2","0","0.06","0","0","0","0","1011106","10260102","401044751","0","2","1011110","0","2"
"86","4","0","10260103","0","401044781","1000000","1.6","1.9","1.6","10260101","1011112","2","401044771","1026","401044761","10260104","10260105","0","0","1011113","3","401044791","710021","1.8","0","0","1011114","1","4","0","0.06","0","0","0","0","1011111","10260102","401044801","0","2","1011115","0","4"
"87","-1","0","10260103","0","401044781","1000000","2","2.4","2","10260101","1011116","2.6","401044771","1026","401044761","10260104","10260105","0","0","1011116","3","401044791","710021","2.4","0","0","1011116","1","4","0","0.06","0","0","0","0","1011116","10260102","401044801","0","2","1011116","0","5"
"88","1","0","10270103","0","401045031","1000000","1.2","1.4","1.2","10270101","1012102","1.5","401045021","1027","401045011","10270104","10270105","0","0","1012103","1","401045041","710031","1.3","0","0","1012104","1","1","0","0.03","0","0","0","0","1012101","10270102","401045051","0","1","1012105","0","1"
"89","3","0","10270103","0","401045081","1000000","1.2","1.4","1.2","10270101","1012107","1.5","401045071","1027","401045061","10270104","10270105","0","0","1012108","2","401045091","710031","1.3","0","0","1012109","1","2","0","0.06","0","0","0","0","1012106","10270102","401045101","0","2","1012110","0","2"
"90","4","0","10270103","0","401045131","1000000","1.6","1.9","1.6","10270101","1012112","2","401045121","1027","401045111","10270104","10270105","0","0","1012113","3","401045141","710031","1.8","0","0","1012114","1","4","0","0.06","0","0","0","0","1012111","10270102","401045151","0","2","1012115","0","4"
"91","-1","0","10270103","0","401045131","1000000","2","2.4","2","10270101","1012116","2.6","401045121","1027","401045111","10270104","10270105","0","0","1012116","3","401045141","710031","2.4","0","0","1012116","1","4","0","0.06","0","0","0","0","1012116","10270102","401045151","0","2","1012116","0","5"
"92","1","0","10280103","0","401045381","1000000","1.2","1.4","1.2","10280101","1013102","1.5","401045371","1028","401045361","10280104","10280105","0","0","1013103","1","401045391","710041","1.3","0","0","1013104","1","1","0","0.03","0","0","0","0","1013101","10280102","401045401","0","1","1013105","0","1"
"93","3","0","10280103","0","401045431","1000000","1.2","1.4","1.2","10280101","1013107","1.5","401045421","1028","401045411","10280104","10280105","0","0","1013108","2","401045441","710041","1.3","0","0","1013109","1","2","0","0.06","0","0","0","0","1013106","10280102","401045451","0","2","1013110","0","2"
"94","4","0","10280103","0","401045481","1000000","1.6","1.9","1.6","10280101","1013112","2","401045471","1028","401045461","10280104","10280105","0","0","1013113","3","401045491","710041","1.8","0","0","1013114","1","4","0","0.06","0","0","0","0","1013111","10280102","401045501","0","2","1013115","0","4"
"95","-1","0","10280103","0","401045481","1000000","2","2.4","2","10280101","1013116","2.6","401045471","1028","401045461","10280104","10280105","0","0","1013116","3","401045491","710041","2.4","0","0","1013116","1","4","0","0.06","0","0","0","0","1013116","10280102","401045501","0","2","1013116","0","5"
"96","1","0","10290103","0","401045731","1000000","1.2","1.4","1.2","10290101","1014102","1.5","401045721","1029","401045711","10290104","10290105","0","0","1014103","1","401045741","710051","1.3","0","0","1014104","1","1","0","0.03","0","0","0","0","1014101","10290102","401045751","0","1","1014105","0","1"
"97","3","0","10290103","0","401045781","1000000","1.2","1.4","1.2","10290101","1014107","1.5","401045771","1029","401045761","10290104","10290105","0","0","1014108","2","401045791","710051","1.3","0","0","1014109","1","2","0","0.06","0","0","0","0","1014106","10290102","401045801","0","2","1014110","0","2"
"98","4","0","10290103","0","401045831","1000000","1.6","1.9","1.6","10290101","1014112","2","401045821","1029","401045811","10290104","10290105","0","0","1014113","3","401045841","710051","1.8","0","0","1014114","1","4","0","0.06","0","0","0","0","1014111","10290102","401045851","0","2","1014115","0","4"
"99","-1","0","10290103","0","401045831","1000000","2","2.4","2","10290101","1014116","2.6","401045821","1029","401045811","10290104","10290105","0","0","1014116","3","401045841","710051","2.4","0","0","1014116","1","4","0","0.06","0","0","0","0","1014116","10290102","401045851","0","2","1014116","0","5"
"100","1","0","10300103","0","401046081","1000000","1.2","1.4","1.2","10300101","1015102","1.5","401046071","1030","401046061","10300104","10300105","0","0","1015103","1","401046091","710061","1.3","0","0","1015104","1","1","0","0.03","0","0","0","0","1015101","10300102","401046101","0","1","1015105","0","1"
"101","3","0","10300103","0","401046131","1000000","1.2","1.4","1.2","10300101","1015107","1.5","401046121","1030","401046111","10300104","10300105","0","0","1015108","2","401046141","710061","1.3","0","0","1015109","1","2","0","0.06","0","0","0","0","1015106","10300102","401046151","0","2","1015110","0","2"
"102","4","0","10300103","0","401046181","1000000","1.6","1.9","1.6","10300101","1015112","2","401046171","1030","401046161","10300104","10300105","0","0","1015113","3","401046191","710061","1.8","0","0","1015114","1","4","0","0.06","0","0","0","0","1015111","10300102","401046201","0","2","1015115","0","4"
"103","-1","0","10300103","0","401046181","1000000","2","2.4","2","10300101","1015116","2.6","401046171","1030","401046161","10300104","10300105","0","0","1015116","3","401046191","710061","2.4","0","0","1015116","1","4","0","0.06","0","0","0","0","1015116","10300102","401046201","0","2","1015116","0","5"
"104","1","0","10310103","0","401046431","1000000","1.2","1.4","1.2","10310101","1016102","1.5","401046421","1031","401046411","10310104","10310105","0","0","1016103","1","401046441","710071","1.3","0","0","1016104","1","1","0","0.03","0","0","0","0","1016101","10310102","401046451","0","1","1016105","0","1"
"105","3","0","10310103","0","401046481","1000000","1.2","1.4","1.2","10310101","1016107","1.5","401046471","1031","401046461","10310104","10310105","0","0","1016108","2","401046491","710071","1.3","0","0","1016109","1","2","0","0.06","0","0","0","0","1016106","10310102","401046501","0","2","1016110","0","2"
"106","4","0","10310103","0","401046531","1000000","1.6","1.9","1.6","10310101","1016112","2","401046521","1031","401046511","10310104","10310105","0","0","1016113","3","401046541","710071","1.8","0","0","1016114","1","4","0","0.06","0","0","0","0","1016111","10310102","401046551","0","2","1016115","0","4"
"107","-1","0","10310103","0","401046531","1000000","2","2.4","2","10310101","1016116","2.6","401046521","1031","401046511","10310104","10310105","0","0","1016116","3","401046541","710071","2.4","0","0","1016116","1","4","0","0.06","0","0","0","0","1016116","10310102","401046551","0","2","1016116","0","5"
"108","1","0","10320103","0","401046781","1000000","1.2","1.4","1.2","10320101","1017102","1.5","401046771","1032","401046761","10320104","10320105","0","0","1017103","1","401046791","710081","1.3","0","0","1017104","1","1","0","0.03","0","0","0","0","1017101","10320102","401046801","0","1","1017105","0","1"
"109","3","0","10320103","0","401046831","1000000","1.2","1.4","1.2","10320101","1017107","1.5","401046821","1032","401046811","10320104","10320105","0","0","1017108","2","401046841","710081","1.3","0","0","1017109","1","2","0","0.06","0","0","0","0","1017106","10320102","401046851","0","2","1017110","0","2"
"110","4","0","10320103","0","401046881","1000000","1.6","1.9","1.6","10320101","1017112","2","401046871","1032","401046861","10320104","10320105","0","0","1017113","3","401046891","710081","1.8","0","0","1017114","1","4","0","0.06","0","0","0","0","1017111","10320102","401046901","0","2","1017115","0","4"
"111","-1","0","10320103","0","401046881","1000000","2","2.4","2","10320101","1017116","2.6","401046871","1032","401046861","10320104","10320105","0","0","1017116","3","401046891","710081","2.4","0","0","1017116","1","4","0","0.06","0","0","0","0","1017116","10320102","401046901","0","2","1017116","0","5"
"112","1","0","10330103","0","401047131","1000000","1.2","1.4","1.2","10330101","1018102","1.5","401047121","1033","401047111","10330104","10330105","0","0","1018103","1","401047141","710091","1.3","0","0","1018104","1","1","0","0.03","0","0","0","0","1018101","10330102","401047151","0","1","1018105","0","1"
"113","3","0","10330103","0","401047181","1000000","1.2","1.4","1.2","10330101","1018107","1.5","401047171","1033","401047161","10330104","10330105","0","0","1018108","2","401047191","710091","1.3","0","0","1018109","1","2","0","0.06","0","0","0","0","1018106","10330102","401047201","0","2","1018110","0","2"
"114","4","0","10330103","0","401047231","1000000","1.6","1.9","1.6","10330101","1018112","2","401047221","1033","401047211","10330104","10330105","0","0","1018113","3","401047241","710091","1.8","0","0","1018114","1","4","0","0.06","0","0","0","0","1018111","10330102","401047251","0","2","1018115","0","4"
"115","-1","0","10330103","0","401047231","1000000","2","2.4","2","10330101","1018116","2.6","401047221","1033","401047211","10330104","10330105","0","0","1018116","3","401047241","710091","2.4","0","0","1018116","1","4","0","0.06","0","0","0","0","1018116","10330102","401047251","0","2","1018116","0","5"
"116","1","0","10340103","0","401047531","1000000","1.2","1.4","1.2","10340101","1019102","1.5","401047521","1034","401047511","10340104","10340105","0","0","1019103","1","401047541","710101","1.3","0","0","1019104","1","1","0","0.03","0","0","0","0","1019101","10340102","401047551","0","1","1019105","0","1"
"117","3","0","10340103","0","401047581","1000000","1.2","1.4","1.2","10340101","1019107","1.5","401047571","1034","401047561","10340104","10340105","0","0","1019108","2","401047591","710101","1.3","0","0","1019109","1","2","0","0.06","0","0","0","0","1019106","10340102","401047601","0","2","1019110","0","2"
"118","4","0","10340103","0","401047631","1000000","1.6","1.9","1.6","10340101","1019112","2","401047621","1034","401047611","10340104","10340105","0","0","1019113","3","401047641","710101","1.8","0","0","1019114","1","4","0","0.06","0","0","0","0","1019111","10340102","401047651","0","2","1019115","0","4"
"119","-1","0","10340103","0","401047631","1000000","2","2.4","2","10340101","1019116","2.6","401047621","1034","401047611","10340104","10340105","0","0","1019116","3","401047641","710101","2.4","0","0","1019116","1","4","0","0.06","0","0","0","0","1019116","10340102","401047651","0","2","1019116","0","5"
"120","1","0","10350103","0","401047931","1000000","1.2","1.4","1.2","10350101","1020102","1.5","401047921","1035","401047911","10350104","10350105","0","0","1020103","1","401047941","710111","1.3","0","0","1020104","1","1","0","0.03","0","0","0","0","1020101","10350102","401047951","0","1","1020105","0","1"
"121","3","0","10350103","0","401047981","1000000","1.2","1.4","1.2","10350101","1020107","1.5","401047971","1035","401047961","10350104","10350105","0","0","1020108","2","401047991","710111","1.3","0","0","1020109","1","2","0","0.06","0","0","0","0","1020106","10350102","401048001","0","2","1020110","0","2"
"122","4","0","10350103","0","401048031","1000000","1.6","1.9","1.6","10350101","1020112","2","401048021","1035","401048011","10350104","10350105","0","0","1020113","3","401048041","710111","1.8","0","0","1020114","1","4","0","0.06","0","0","0","0","1020111","10350102","401048051","0","2","1020115","0","4"
"123","-1","0","10350103","0","401048031","1000000","2","2.4","2","10350101","1020116","2.6","401048021","1035","401048011","10350104","10350105","0","0","1020116","3","401048041","710111","2.4","0","0","1020116","1","4","0","0.06","0","0","0","0","1020116","10350102","401048051","0","2","1020116","0","5"
"124","1","0","10360103","0","401048331","1000000","1.2","1.4","1.2","10360101","1021102","1.5","401048321","1036","401048311","10360104","10360105","0","0","1021103","1","401048341","710121","1.3","0","0","1021104","1","1","0","0.03","0","0","0","0","1021101","10360102","401048351","0","1","1021105","0","1"
"125","3","0","10360103","0","401048381","1000000","1.2","1.4","1.2","10360101","1021107","1.5","401048371","1036","401048361","10360104","10360105","0","0","1021108","2","401048391","710121","1.3","0","0","1021109","1","2","0","0.06","0","0","0","0","1021106","10360102","401048401","0","2","1021110","0","2"
"126","4","0","10360103","0","401048431","1000000","1.6","1.9","1.6","10360101","1021112","2","401048421","1036","401048411","10360104","10360105","0","0","1021113","3","401048441","710121","1.8","0","0","1021114","1","4","0","0.06","0","0","0","0","1021111","10360102","401048451","0","2","1021115","0","4"
"127","-1","0","10360103","0","401048431","1000000","2","2.4","2","10360101","1021116","2.6","401048421","1036","401048411","10360104","10360105","0","0","1021116","3","401048441","710121","2.4","0","0","1021116","1","4","0","0.06","0","0","0","0","1021116","10360102","401048451","0","2","1021116","0","5"
"128","1","0","10370103","0","401048731","1000000","1.2","1.4","1.2","10370101","1022102","1.5","401048721","1037","401048711","10370104","10370105","0","0","1022103","1","401048741","710011","1.3","0","0","1022104","1","1","0","0.03","0","0","0","0","1022101","10370102","401048751","0","1","1022105","0","1"
"129","3","0","10370103","0","401048781","1000000","1.2","1.4","1.2","10370101","1022107","1.5","401048771","1037","401048761","10370104","10370105","0","0","1022108","2","401048791","710011","1.3","0","0","1022109","1","2","0","0.06","0","0","0","0","1022106","10370102","401048801","0","2","1022110","0","2"
"130","4","0","10370103","0","401048831","1000000","1.6","1.9","1.6","10370101","1022112","2","401048821","1037","401048811","10370104","10370105","0","0","1022113","3","401048841","710011","1.8","0","0","1022114","1","4","0","0.06","0","0","0","0","1022111","10370102","401048851","0","2","1022115","0","4"
"131","-1","0","10370103","0","401048831","1000000","2","2.4","2","10370101","1022116","2.6","401048821","1037","401048811","10370104","10370105","0","0","1022116","3","401048841","710011","2.4","0","0","1022116","1","4","0","0.06","0","0","0","0","1022116","10370102","401048851","0","2","1022116","0","5"
"132","1","0","10380103","0","401049131","1000000","1.2","1.4","1.2","10380101","1023102","1.5","401049121","1038","401049111","10380104","10380105","0","0","1023103","1","401049141","710021","1.3","0","0","1023104","1","1","0","0.03","0","0","0","0","1023101","10380102","401049151","0","1","1023105","0","1"
"133","3","0","10380103","0","401049181","1000000","1.2","1.4","1.2","10380101","1023107","1.5","401049171","1038","401049161","10380104","10380105","0","0","1023108","2","401049191","710021","1.3","0","0","1023109","1","2","0","0.06","0","0","0","0","1023106","10380102","401049201","0","2","1023110","0","2"
"134","4","0","10380103","0","401049231","1000000","1.6","1.9","1.6","10380101","1023112","2","401049221","1038","401049211","10380104","10380105","0","0","1023113","3","401049241","710021","1.8","0","0","1023114","1","4","0","0.06","0","0","0","0","1023111","10380102","401049251","0","2","1023115","0","4"
"135","-1","0","10380103","0","401049231","1000000","2","2.4","2","10380101","1023116","2.6","401049221","1038","401049211","10380104","10380105","0","0","1023116","3","401049241","710021","2.4","0","0","1023116","1","4","0","0.06","0","0","0","0","1023116","10380102","401049251","0","2","1023116","0","5"
"136","1","0","10390103","0","401049531","1000000","1.2","1.4","1.2","10390101","1024102","1.5","401049521","1039","401049511","10390104","10390105","0","0","1024103","1","401049541","710031","1.3","0","0","1024104","1","1","0","0.03","0","0","0","0","1024101","10390102","401049551","0","1","1024105","0","1"
"137","3","0","10390103","0","401049581","1000000","1.2","1.4","1.2","10390101","1024107","1.5","401049571","1039","401049561","10390104","10390105","0","0","1024108","2","401049591","710031","1.3","0","0","1024109","1","2","0","0.06","0","0","0","0","1024106","10390102","401049601","0","2","1024110","0","2"
"138","4","0","10390103","0","401049631","1000000","1.6","1.9","1.6","10390101","1024112","2","401049621","1039","401049611","10390104","10390105","0","0","1024113","3","401049641","710031","1.8","0","0","1024114","1","4","0","0.06","0","0","0","0","1024111","10390102","401049651","0","2","1024115","0","4"
"139","-1","0","10390103","0","401049631","1000000","2","2.4","2","10390101","1024116","2.6","401049621","1039","401049611","10390104","10390105","0","0","1024116","3","401049641","710031","2.4","0","0","1024116","1","4","0","0.06","0","0","0","0","1024116","10390102","401049651","0","2","1024116","0","5"
"140","1","0","10400103","0","401049931","1000000","1.2","1.4","1.2","10400101","1025102","1.5","401049921","1040","401049911","10400104","10400105","0","0","1025103","1","401049941","710041","1.3","0","0","1025104","1","1","0","0.03","0","0","0","0","1025101","10400102","401049951","0","1","1025105","0","1"
"141","3","0","10400103","0","401049981","1000000","1.2","1.4","1.2","10400101","1025107","1.5","401049971","1040","401049961","10400104","10400105","0","0","1025108","2","401049991","710041","1.3","0","0","1025109","1","2","0","0.06","0","0","0","0","1025106","10400102","401050001","0","2","1025110","0","2"
"142","4","0","10400103","0","401050031","1000000","1.6","1.9","1.6","10400101","1025112","2","401050021","1040","401050011","10400104","10400105","0","0","1025113","3","401050041","710041","1.8","0","0","1025114","1","4","0","0.06","0","0","0","0","1025111","10400102","401050051","0","2","1025115","0","4"
"143","-1","0","10400103","0","401050031","1000000","2","2.4","2","10400101","1025116","2.6","401050021","1040","401050011","10400104","10400105","0","0","1025116","3","401050041","710041","2.4","0","0","1025116","1","4","0","0.06","0","0","0","0","1025116","10400102","401050051","0","2","1025116","0","5"
"144","1","0","10410103","0","401050331","1000000","1.2","1.4","1.2","10410101","1026102","1.5","401050321","1041","401050311","10410104","10410105","0","0","1026103","1","401050341","710051","1.3","0","0","1026104","1","1","0","0.03","0","0","0","0","1026101","10410102","401050351","0","1","1026105","0","1"
"145","3","0","10410103","0","401050381","1000000","1.2","1.4","1.2","10410101","1026107","1.5","401050371","1041","401050361","10410104","10410105","0","0","1026108","2","401050391","710051","1.3","0","0","1026109","1","2","0","0.06","0","0","0","0","1026106","10410102","401050401","0","2","1026110","0","2"
"146","4","0","10410103","0","401050431","1000000","1.6","1.9","1.6","10410101","1026112","2","401050421","1041","401050411","10410104","10410105","0","0","1026113","3","401050441","710051","1.8","0","0","1026114","1","4","0","0.06","0","0","0","0","1026111","10410102","401050451","0","2","1026115","0","4"
"147","-1","0","10410103","0","401050431","1000000","2","2.4","2","10410101","1026116","2.6","401050421","1041","401050411","10410104","10410105","0","0","1026116","3","401050441","710051","2.4","0","0","1026116","1","4","0","0.06","0","0","0","0","1026116","10410102","401050451","0","2","1026116","0","5"
"148","1","0","10420103","0","401050731","1000000","1.2","1.4","1.2","10420101","1027102","1.5","401050721","1042","401050711","10420104","10420105","0","0","1027103","1","401050741","710061","1.3","0","0","1027104","1","1","0","0.03","0","0","0","0","1027101","10420102","401050751","0","1","1027105","0","1"
"149","3","0","10420103","0","401050781","1000000","1.2","1.4","1.2","10420101","1027107","1.5","401050771","1042","401050761","10420104","10420105","0","0","1027108","2","401050791","710061","1.3","0","0","1027109","1","2","0","0.06","0","0","0","0","1027106","10420102","401050801","0","2","1027110","0","2"
"150","4","0","10420103","0","401050831","1000000","1.6","1.9","1.6","10420101","1027112","2","401050821","1042","401050811","10420104","10420105","0","0","1027113","3","401050841","710061","1.8","0","0","1027114","1","4","0","0.06","0","0","0","0","1027111","10420102","401050851","0","2","1027115","0","4"
"151","-1","0","10420103","0","401050831","1000000","2","2.4","2","10420101","1027116","2.6","401050821","1042","401050811","10420104","10420105","0","0","1027116","3","401050841","710061","2.4","0","0","1027116","1","4","0","0.06","0","0","0","0","1027116","10420102","401050851","0","2","1027116","0","5"
"152","1","0","10430103","0","401051131","1000000","1.2","1.4","1.2","10430101","1028102","1.5","401051121","1043","401051111","10430104","10430105","0","0","1028103","1","401051141","710071","1.3","0","0","1028104","1","1","0","0.03","0","0","0","0","1028101","10430102","401051151","0","1","1028105","0","1"
"153","3","0","10430103","0","401051181","1000000","1.2","1.4","1.2","10430101","1028107","1.5","401051171","1043","401051161","10430104","10430105","0","0","1028108","2","401051191","710071","1.3","0","0","1028109","1","2","0","0.06","0","0","0","0","1028106","10430102","401051201","0","2","1028110","0","2"
"154","4","0","10430103","0","401051231","1000000","1.6","1.9","1.6","10430101","1028112","2","401051221","1043","401051211","10430104","10430105","0","0","1028113","3","401051241","710071","1.8","0","0","1028114","1","4","0","0.06","0","0","0","0","1028111","10430102","401051251","0","2","1028115","0","4"
"155","-1","0","10430103","0","401051231","1000000","2","2.4","2","10430101","1028116","2.6","401051221","1043","401051211","10430104","10430105","0","0","1028116","3","401051241","710071","2.4","0","0","1028116","1","4","0","0.06","0","0","0","0","1028116","10430102","401051251","0","2","1028116","0","5"
"156","1","0","10440103","0","401051531","1000000","1.2","1.4","1.2","10440101","1029102","1.5","401051521","1044","401051511","10440104","10440105","0","0","1029103","1","401051541","710081","1.3","0","0","1029104","1","1","0","0.03","0","0","0","0","1029101","10440102","401051551","0","1","1029105","0","1"
"157","3","0","10440103","0","401051581","1000000","1.2","1.4","1.2","10440101","1029107","1.5","401051571","1044","401051561","10440104","10440105","0","0","1029108","2","401051591","710081","1.3","0","0","1029109","1","2","0","0.06","0","0","0","0","1029106","10440102","401051601","0","2","1029110","0","2"
"158","4","0","10440103","0","401051631","1000000","1.6","1.9","1.6","10440101","1029112","2","401051621","1044","401051611","10440104","10440105","0","0","1029113","3","401051641","710081","1.8","0","0","1029114","1","4","0","0.06","0","0","0","0","1029111","10440102","401051651","0","2","1029115","0","4"
"159","-1","0","10440103","0","401051631","1000000","2","2.4","2","10440101","1029116","2.6","401051621","1044","401051611","10440104","10440105","0","0","1029116","3","401051641","710081","2.4","0","0","1029116","1","4","0","0.06","0","0","0","0","1029116","10440102","401051651","0","2","1029116","0","5"
"160","1","0","10450103","0","401051931","1000000","1.2","1.4","1.2","10450101","1030102","1.5","401051921","1045","401051911","10450104","10450105","0","0","1030103","1","401051941","710091","1.3","0","0","1030104","1","1","0","0.03","0","0","0","0","1030101","10450102","401051951","0","1","1030105","0","1"
"161","3","0","10450103","0","401051981","1000000","1.2","1.4","1.2","10450101","1030107","1.5","401051971","1045","401051961","10450104","10450105","0","0","1030108","2","401051991","710091","1.3","0","0","1030109","1","2","0","0.06","0","0","0","0","1030106","10450102","401052001","0","2","1030110","0","2"
"162","4","0","10450103","0","401052031","1000000","1.6","1.9","1.6","10450101","1030112","2","401052021","1045","401052011","10450104","10450105","0","0","1030113","3","401052041","710091","1.8","0","0","1030114","1","4","0","0.06","0","0","0","0","1030111","10450102","401052051","0","2","1030115","0","4"
"163","-1","0","10450103","0","401052031","1000000","2","2.4","2","10450101","1030116","2.6","401052021","1045","401052011","10450104","10450105","0","0","1030116","3","401052041","710091","2.4","0","0","1030116","1","4","0","0.06","0","0","0","0","1030116","10450102","401052051","0","2","1030116","0","5"
"164","1","0","10460103","0","401052331","1000000","1.2","1.4","1.2","10460101","1031102","1.5","401052321","1046","401052311","10460104","10460105","0","0","1031103","1","401052341","710101","1.3","0","0","1031104","1","1","0","0.03","0","0","0","0","1031101","10460102","401052351","0","1","1031105","0","1"
"165","3","0","10460103","0","401052381","1000000","1.2","1.4","1.2","10460101","1031107","1.5","401052371","1046","401052361","10460104","10460105","0","0","1031108","2","401052391","710101","1.3","0","0","1031109","1","2","0","0.06","0","0","0","0","1031106","10460102","401052401","0","2","1031110","0","2"
"166","4","0","10460103","0","401052431","1000000","1.6","1.9","1.6","10460101","1031112","2","401052421","1046","401052411","10460104","10460105","0","0","1031113","3","401052441","710101","1.8","0","0","1031114","1","4","0","0.06","0","0","0","0","1031111","10460102","401052451","0","2","1031115","0","4"
"167","-1","0","10460103","0","401052431","1000000","2","2.4","2","10460101","1031116","2.6","401052421","1046","401052411","10460104","10460105","0","0","1031116","3","401052441","710101","2.4","0","0","1031116","1","4","0","0.06","0","0","0","0","1031116","10460102","401052451","0","2","1031116","0","5"
"168","1","0","10470103","0","401052731","1000000","1.2","1.4","1.2","10470101","1047102","1.5","401052721","1047","401052711","10470104","10470105","0","0","1047103","1","401052741","710111","1.3","0","0","1047104","1","1","0","0.03","0","0","0","0","1047101","10470102","401052751","0","1","1047105","0","1"
