7a1e557ecd68e31c3ec35efbc6119cc5cb54b4971e5160253bb913c62d311e2e,114961deb495b007a8d3a7207a7d5272513846cceadf96bed21475e33def7533,d080975d18e287c29aac77577841adebf421eff14fde749cd1fe764ea1bf8f53,793aa0d10d4af90e1bb576a75b8a44657e8c514ad2153c4a470ca4dd89264115,9ec71379fedc6def36191b36def959dd64970eff912eb891699b61c1c80df85c,48b73e70af95074e3ad96315b2e7d71bfb175ee61e8a25940b747a15e9a3d564,937dd527efa90f73087c21b3418c0c18b14778ea3d3e0a97ce610956fafb617f,34423cf0c747b509e97e6d5c908b0398f40c1c0fd03d673af0391dd0b07a2962,016f8b6c0ae80b1bc78ae96b446e33e31a144f4d79edb204026c1c1f92b66467,d01f29a84b074f5e5513d4a15b93504c0d382d98d44cf6730c3c7e034d6ef0ed,636a5c71f0f96142def14ca28987b2457fe2aeac73bbb06ef832be42de01fdce
"0.2","round_monster_idle","","3","","","","3112","3","1","131120045"
"","0","","0.4","","","","3112","93","","131120046"
"","0","","1000001","0","0","","3112","2","-250","131120047"
"","escape","","1000001","","","","3112","3","1","131120048"
"","-600","","1000001","1","0","","3112","2","-250","131120049"
"","0","","1","","","","3112","93","","131120050"
"0.2","1","","1000001","1","0","","3112","6","1","131120051"
"","0","","0.4","","","","3112","93","","131120052"
"","0","","2","","","","3112","113","","131120053"
"0","311300","","311300","0","1","","3113","31","345.4","131130001"
"","","","0","","","","3113","91","","131130002"
"0.2","wait_gradeUp","","1000001","","","","3113","3","0","131130003"
"","1","","311300","","","","3113","32","","131130004"
"","0","","0.1","","","","3113","93","","131130005"
"","0","","3","","","","3113","32","","131130006"
"","0","","0.8","","","","3113","93","","131130007"
"0","1.05","","1.05","1.05","0","","3113","123","1.05","131130008"
"","5","","5","","","","3113","122","0.5","131130009"
"","0","","1.1","","","","3113","93","","131130010"
"0","1.05","","1.05","1.05","0","","3113","123","1.05","131130011"
"","10","","10","","","","3113","122","0.5","131130012"
"","0","","0.8","","","","3113","93","","131130013"
"0.2","glad_dot_light","","1000001","","","","3113","3","0","131130014"
"","0","","0.1","","","","3113","93","","131130015"
"5","0.907","","0.907","0.907","0.4","","3113","123","0.907","131130016"
"","0","","1","","","","3113","93","","131130017"
"0.2","disappoint","","1000001","","","","3113","3","0","131130018"
"","0","","1","","","","3113","93","","131130019"
"","","","2","","","","3113","113","","131130020"
"0","311400","","311400","0","1","","3114","31","345.4","131140001"
"","","","0","","","","3114","91","","131140002"
"0","1.05","","1.05","1.05","7.4","","3114","123","1.05","131140003"
"0.2","wait","","1000001","","","","3114","3","0","131140004"
"","1","","311400","","","","3114","32","","131140005"
"","0","","0.1","","","","3114","93","","131140006"
"","0","","2","","","","3114","32","","131140007"
"","0","","3.4","","","","3114","93","","131140008"
"5","0.95","","0.95","0.95","3.2","","3114","123","0.95","131140009"
"0.1","shock_short_in","","1000001","shock_short_loop","1","0","3114","3","0","131140010"
"","0","","1.4","","","","3114","93","","131140011"
"0.2","disappoint","","1000001","","","","3114","3","0","131140012"
"","0","","0.7","","","","3114","93","","131140013"
"","","","2","","","","3114","113","","131140014"
"0","312100","","312100","0","1","","3121","31","345.4","131210001"
"","","","0","","","","3121","91","","131210002"
"0","1.05","","1.05","1.05","7.4","","3121","123","1.05","131210003"
"0.2","wait","","1000001","","","","3121","3","0","131210004"
"","1","","2","","","","3121","35","","131210005"
"","se_travel_treasure_big_rock","","se_travel","","","","3121","23","0","131210006"
"","0","","3.7","","","","3121","93","","131210007"
"","1","","312100","","","","3121","32","","131210008"
"","15","","15","","","","3121","122","0.65","131210009"
"","0","","0.5","","","","3121","93","","131210010"
"","20","","20","","","","3121","122","3.2","131210011"
"0.2","shock_jump_short","","1000001","","","","3121","3","0","131210012"
"","0","","0","","","","3121","91","","131210013"
"0","escape","","1000001","","","","3121","3","1","131210014"
"","-880","","1000001","2","0","","3121","2","-240","131210015"
"","0","","0.8","","","","3121","93","","131210016"
"","","","2","","","","3121","113","","131210017"
"0.2","idle","","1000001","","","","3122","3","1","131220001"
"0","11","","312200","-65","1","","3122","31","345","131220002"
"0","12","","312201","-65","1","","3122","31","345","131220003"
"","","","0","","","","3122","91","","131220004"
"0","1.05","","1.05","1.05","6.8","0","3122","123","1.05","131220005"
"0.2","wait","","1000001","","","","3122","3","0","131220006"
"","1","","2","","","","3122","35","","131220007"
"","0","","4","","","","3122","93","","131220008"
"0","0.95","","0.95","0.95","0.4","","3122","123","0.95","131220009"
"","1","","11","","","","3122","32","","131220010"
"","1","","12","","","","3122","32","","131220011"
"","arrow_panic","","1000001","","","","3122","3","0","131220012"
"","0","","2.7","","","","3122","93","","131220013"
"","0","","2","","","","3122","113","","131220014"
"0","6","","6","0","1","","3123","31","345.4","131230001"
"0","7","","7","0","1","","3123","31","345.4","131230002"
"0","310000","","310000","0","1","","3123","31","345.4","131230003"
"0","312300","","312300","0","1","","3123","31","345.4","131230004"
"1","990001","","990001","0","1","","3123","31","345.4","131230005"
"1.1","14","reward_loop","4","345","-180","0","3123","5","14","131230006"
"","","","0","","","","3123","91","","131230007"
"0","1.05","","1.05","1.05","7.4","","3123","123","1.05","131230008"
"0.2","wait","","1000001","","","","3123","3","0","131230009"
"","1","","2","","","","3123","35","","131230010"
"","0","","4.9","","","","3123","93","","131230011"
"","30","","30","","","","3123","122","0.4","131230012"
"","1","","312300","","","","3123","32","","131230013"
"","1","","6","","","","3123","32","","131230014"
"","0","","0.1","","","","3123","93","","131230015"
"","0","","2","","","","3123","32","","131230016"
"","0","","3","","","","3123","32","","131230017"
"","dotEyes_noEmotion","","1000001","","","","3123","3","0","131230018"
"","vo_travel_round_event_3123","","vo_travel_round_event","0","","","3123","21","0","131230019"
"","0","","2.5","","","","3123","93","","131230020"
"","1","","7","","","","3123","32","","131230021"
"","0","","0.1","","","","3123","93","","131230022"
"","0","","6","","","","3123","32","","131230023"
"","0","","0.2","","","","3123","93","","131230024"
"0","0.95","","0.95","0.95","0.3","","3123","123","0.95","131230025"
"","1","","310000","","","","3123","32","","131230026"
"","0","","0.2","","","","3123","93","","131230027"
"","50","","50","","","","3123","122","0.6","131230028"
"","0","","1.6","","","","3123","93","","131230029"
"","","","2","","","","3123","113","","131230030"
"0","312400","","312400","0","1","","3124","31","345.4","131240001"
"0","8","","8","0","1","","3124","31","345.4","131240002"
"","0","","8","","","","3124","35","","131240003"
"","1","","8","","","","3124","32","","131240004"
"1","990002","","990002","0","1","","3124","31","345.4","131240005"
"0.5","3124","empty","2","345.4","-240","0","3124","5","56","131240006"
"","","","0","","","","3124","91","","131240007"
"0","1.05","","1.05","1.05","7.4","","3124","123","1.05","131240008"
"0.2","wait","","1000001","","","","3124","3","0","131240009"
"","1","","2","","","","3124","35","","131240010"
"","0","","5.4","","","","3124","93","","131240011"
"","1","","312400","","","","3124","32","","131240012"
"","0","","0.1","","","","3124","93","","131240013"
"","0","","2","","","","3124","32","","131240014"
"0","0.95","","0.95","0.95","0.4","","3124","123","0.95","131240015"
"0.2","glad","","1000001","","","","3124","3","0","131240016"
"0","drop","","3124","","","","3124","3","0","131240017"
"","0","","0.7","","","","3124","93","","131240018"
"0.2","joy_short","","1000001","","","","3124","3","0","131240019"
"","0","","0.7","","","","3124","93","","131240020"
"0","shock","","3124","","","","3124","3","0","131240021"
"","0","","0.8","","","","3124","93","","131240022"
"0.2","shock_jump_mimic","","1000001","","0","","3124","3","0","131240023"
"","0","","2.4","","","","3124","93","","131240024"
"","","","2","","","","3124","113","","131240025"
"0","320000","","320000","0","1","","3200","31","345.4","132000001"
"0","110","","110","0","1","","3200","31","345.4","132000002"
"0","111","","111","0","1","","3200","31","345.4","132000003"
"1","990001","","990001","0","1","","3200","31","345.4","132000004"
"","","","0","","","","3200","91","","132000005"
"0","1.05","","1.05","1.05","7.4","","3200","123","1.05","132000006"
"0.2","wait","","1000001","","","","3200","3","0","132000007"
"","1","","2","","","","3200","35","","132000008"
"","0","","5.4","","","","3200","93","","132000009"
"0.2","glad","","1000001","","","","3200","3","0","132000010"
"","1","","320000","","","","3200","32","","132000011"
"","0","","1","","","","3200","93","","132000012"
"5","0.95","","0.95","0.95","0.8","","3200","123","0.95","132000013"
"","1","","110","","","","3200","32","","132000014"
"","1","","111","","","","3200","32","","132000015"
"","0","","0.1","","","","3200","93","","132000016"
"","0","","2","","","","3200","32","","132000017"
"","0","","3","","","","3200","32","","132000018"
"","0","","1.1","","","","3200","93","","132000019"
"0.2","joy_round3_in","","1000001","joy_round3_loop","1","0","3200","3","0","132000020"
"","0","","0.5","","","","3200","93","","132000021"
"","1","","998","","","","3200","32","","132000022"
"","0","","5.2","","","","3200","93","","132000023"
"","","","1","","","","3200","113","","132000024"
"0","320000","","320000","0","1","","3201","31","345.4","132010001"
"0","110","","110","0","1","","3201","31","345.4","132010002"
"0","111","","111","0","1","","3201","31","345.4","132010003"
"1","990002","","990002","0","1","","3201","31","345.4","132010004"
"","","","0","","","","3201","91","","132010005"
"0","1.05","","1.05","1.05","7.4","","3201","123","1.05","132010006"
"0.2","wait","","1000001","","","","3201","3","0","132010007"
"","1","","2","","","","3201","35","","132010008"
"","0","","5.4","","","","3201","93","","132010009"
"0.2","glad","","1000001","","","","3201","3","0","132010010"
"","1","","320000","","","","3201","32","","132010011"
"","0","","1","","","","3201","93","","132010012"
"5","0.95","","0.95","0.95","0.8","","3201","123","0.95","132010013"
"","1","","110","","","","3201","32","","132010014"
"","1","","111","","","","3201","32","","132010015"
"","0","","0.1","","","","3201","93","","132010016"
"","0","","2","","","","3201","32","","132010017"
"","0","","3","","","","3201","32","","132010018"
"","0","","1.1","","","","3201","93","","132010019"
"0.2","joy_round3_in","","1000001","joy_round3_loop","1","0","3201","3","0","132010020"
"","0","","0.5","","","","3201","93","","132010021"
"","1","","998","","","","3201","32","","132010022"
"","0","","5.2","","","","3201","93","","132010023"
"","","","1","","","","3201","113","","132010024"
"0","320000","","320000","0","1","","3202","31","345.4","132020001"
"0","320001","","320001","0","1","","3202","31","345.4","132020002"
"0","110","","110","0","1","","3202","31","345.4","132020003"
"0","111","","111","0","1","","3202","31","345.4","132020004"
"1","990003","","990003","0","1","","3202","31","345.4","132020005"
"","","","0","","","","3202","91","","132020006"
"0","1.05","","1.05","1.05","7.4","","3202","123","1.05","132020007"
"0.2","wait","","1000001","","","","3202","3","0","132020008"
"","1","","320001","","","","3202","32","","132020009"
"","0","","0.1","","","","3202","93","","132020010"
"","0","","2","","","","3202","32","","132020011"
"","0","","5.3","","","","3202","93","","132020012"
"0.2","glad","","1000001","","","","3202","3","0","132020013"
"","1","","320000","","","","3202","32","","132020014"
"","0","","1","","","","3202","93","","132020015"
"5","0.95","","0.95","0.95","0.8","","3202","123","0.95","132020016"
"","1","","110","","","","3202","32","","132020017"
"","1","","111","","","","3202","32","","132020018"
"","0","","0.1","","","","3202","93","","132020019"
"","0","","320001","","","","3202","32","","132020020"
"","0","","3","","","","3202","32","","132020021"
"","0","","1.1","","","","3202","93","","132020022"
"0.2","joy_round3_in","","1000001","joy_round3_loop","1","0","3202","3","0","132020023"
"","0","","0.5","","","","3202","93","","132020024"
"","1","","998","","","","3202","32","","132020025"
"","0","","5.2","","","","3202","93","","132020026"
"","","","1","","","","3202","113","","132020027"
"0","6","","6","0","1","","3211","31","345.4","132110001"
"0","7","","7","0","1","","3211","31","345.4","132110002"
"0","8","","8","0","1","","3211","31","345.4","132110003"
"0","111","","111","0","1","","3211","31","345.4","132110004"
"0","110","","110","0","1","","3211","31","345.4","132110005"
"0","321100","","321100","0","1","","3211","31","345.4","132110006"
"0","321101","","321101","0","1","","3211","31","345.4","132110007"
"0","321102","","321102","0","1","","3211","31","345.4","132110008"
"1.3","13","appear","3","8000","0","0","3211","5","55","132110009"
"0.89","100711","03_run","2","8000","-250","1","3211","1","56","132110010"
"","","","0","","","","3211","91","","132110011"
"0","1","","13","1","0","0","3211","6","1","132110012"
"","95","","13","0","0","","3211","2","-250","132110013"
"","1100","","100711","0","0","","3211","2","-250","132110014"
"0","1.05","","1.05","1.05","7.4","","3211","123","1.05","132110015"
"0.2","wait","","1000001","","","","3211","3","0","132110016"
"","1","","2","","","","3211","35","","132110017"
"","0","","4.9","","","","3211","93","","132110018"
"0","0.95","","0.95","0.95","0.3","","3211","123","0.95","132110019"
"","se_travel_treasure_ghost_special_success","","se_travel","","","","3211","23","0","132110020"
"","1","","8","","","","3211","32","","132110021"
"","0","","8","","","","3211","35","","132110022"
"","1","","6","","","","3211","32","","132110023"
"","0","","0.1","","","","3211","93","","132110024"
"","0","","2","","","","3211","32","","132110025"
"","0","","3","","","","3211","32","","132110026"
"0.2","dotEyes","","1000001","","","","3211","3","0","132110027"
"","0","","0.3","","","","3211","93","","132110028"
"","appear","","13","","","","3211","3","0","132110029"
"0","1","","13","1","1","0","3211","6","1","132110030"
"","0","","0.67","","","","3211","93","","132110031"
"","shock_jump","","1000001","","","","3211","3","0","132110032"
"","70","","1000001","1","0","","3211","2","-250","132110033"
"","0","","1.1","","","","3211","93","","132110034"
"","escape","","1000001","","","","3211","3","1","132110035"
"","-350","","1000001","1.2","0","","3211","2","-250","132110036"
"","march_pudding","","13","","","","3211","3","0","132110037"
"","1","","7","","","","3211","32","","132110038"
"","0","","0.1","","","","3211","93","","132110039"
"","0","","6","","","","3211","32","","132110040"
"","0","","0.3","","","","3211","93","","132110041"
"","1","","321100","","","","3211","32","","132110042"
"","0","","0.4","","","","3211","93","","132110043"
"","630","","100711","1.1","0","","3211","2","-250","132110044"
"","0","","0.9","","","","3211","93","","132110045"
"","vo_travel_round_event_3211","","vo_travel_round_event","0","","","3211","21","1","132110046"
"","0","","0.2","","","","3211","93","","132110047"
"","03_idle","","100711","","","0","3211","3","1","132110048"
"","0","","0.3","","","","3211","93","","132110049"
"0.2","03_attack","","100711","03_idle","","0.2","3211","3","0","132110050"
"","1","","321101","","","","3211","32","","132110051"
"","run","","1000001","","","","3211","3","1","132110052"
"","0","","1000001","","","","3211","4","","132110053"
"","70","","1000001","2","0","","3211","2","-250","132110054"
"","0","","0.6","","","","3211","93","","132110055"
"","1","","321102","","","","3211","32","","132110056"
"","1","","110","","","","3211","32","","132110057"
"","1","","111","","","","3211","32","","132110058"
"","0","","0.1","","","","3211","93","","132110059"
"","0","","7","","","","3211","32","","132110060"
"","0","","1.2","","","","3211","93","","132110061"
"","0","","8","","","","3211","32","","132110062"
"","0","","0.1","","","","3211","93","","132110063"
"0.2","03_joy_short","","100711","","","","3211","3","0","132110064"
"0.2","joy_round3_in","","1000001","joy_round3_loop","1","0.2","3211","3","0","132110065"
"","1","","998","","","","3211","32","","132110066"
"","0","","0.7","","","","3211","93","","132110067"
"","pudding_loop","","13","","","","3211","3","1","132110068"
"","0","","4.5","","","","3211","93","","132110069"
"","","","1","","","","3211","113","","132110070"
"0.2","idle","","1000001","","","","3212","3","1","132120001"
"0","13","","301200","0","1","","3212","31","0","132120002"
"0","14","","101","0","1","","3212","31","0","132120003"
"0","16","","301204","-150","1","","3212","31","260","132120004"
"0","19","","301204","-120","1","","3212","31","320","132120005"
"0","17","","301205","0","1","","3212","31","0","132120006"
"0","18","","6","0","1","","3212","31","345.4","132120007"
"0","20","","301201","0","1","","3212","31","345.4","132120008"
"0","21","","301202","0","1","","3212","31","345.4","132120009"
"0","111","","111","0","1","","3212","31","345.4","132120010"
"","0","","111","","","","3212","35","","132120011"
"0","110","","110","0","1","","3212","31","345.4","132120012"
"1","3","round_monster_walk","1","9340","-234","0","3212","5","55","132120013"
"","","","0","","","","3212","91","","132120014"
"0","1","","3","1","0","0","3212","6","1","132120015"
"0","345","","3","0","0","0","3212","2","-234","132120016"
"0","1.05","","1.05","1.05","7.4","0","3212","123","1.05","132120017"
"0.2","wait","","1000001","","","","3212","3","0","132120018"
"","1","","2","","","","3212","35","","132120019"
"0","15","","301203","0","1","","3212","31","0","132120020"
"0.89","1000003","<weapon>_run","2","9340","-250","0","3212","1","57","132120021"
"0.89","1000004","<weapon>_run","2","9340","-290","0","3212","1","58","132120022"
"","0","","4.3","","","","3212","93","","132120023"
"0","0.95","","0.95","0.95","0.4","","3212","123","0.95","132120024"
"","1","","21","","","","3212","32","","132120025"
"","0","","21","","","","3212","35","","132120026"
"","se_travel_treasure_success_monster_helper_2","","se_travel","","","","3212","23","","132120027"
"","1","","18","","","","3212","32","","132120028"
"","0","","0.1","","","","3212","93","","132120029"
"","0","","2","","","","3212","32","","132120030"
"0.3","1","","3","1","1","0","3212","6","1","132120031"
"","1","","13","","","","3212","32","","132120032"
"","round_monster_appear","","3","","","","3212","3","0","132120033"
"","back","","1000001","","","","3212","3","0","132120034"
"","0","","0.67","","","","3212","93","","132120035"
"0.1","round_monster_walk","","3","","","","3212","3","0","132120036"
"","220","","3","1.4","0","","3212","2","-234","132120037"
"","1","","20","","","","3212","32","","132120038"
"","0","","0.1","","","","3212","93","","132120039"
"","0","","18","","","","3212","32","","132120040"
"","0","","0.5","","","","3212","93","","132120041"
"","1","","1000003","","","","3212","4","","132120042"
"","1545","","1000003","0","0","","3212","2","-240","132120043"
"","1","","1000004","","","","3212","4","","132120044"
"","1635","","1000004","0","0","","3212","2","-280","132120045"
"","0","","0.5","","","","3212","93","","132120046"
"0.3","round_monster_attack","","3","","","","3212","3","0","132120047"
"","0","","0.5","","","","3212","93","","132120048"
"","1","","17","","","","3212","32","","132120049"
"0.1","back_loop","","1000001","","","","3212","3","0","132120050"
"","0","","0.5","","","","3212","93","","132120051"
"","920","","1000003","0","0","","3212","2","-240","132120052"
"","620","","1000003","0.16","0","","3212","2","-240","132120053"
"0.2","<weapon>_run","","1000003","","","","3212","3","0","132120054"
"","0","","0.16","","","","3212","93","","132120055"
"0.2","<weapon>_attack_skipQuest","","1000003","","","","3212","3","0","132120056"
"","0","","0.1","","","","3212","93","","132120057"
"","280","","3","0","0","","3212","2","-234","132120058"
"","1","","3","","","","3212","4","","132120059"
"0","round_monster_die","","3","","","","3212","3","0","132120060"
"","1","","16","","","","3212","32","","132120061"
"","0","","0.15","","","","3212","93","","132120062"
"","910","","1000004","0","0","","3212","2","-280","132120063"
"","710","","1000004","0.16","0","","3212","2","-280","132120064"
"0.2","<weapon>_run","","1000004","","","","3212","3","0","132120065"
"","0","","0.16","","","","3212","93","","132120066"
"0.2","<weapon>_attack_skipQuest","","1000004","","","","3212","3","0","132120067"
"","0","","0.1","","","","3212","93","","132120068"
"","0","","0.1","","","","3212","93","","132120069"
"0","round_monster_die","","3","","","","3212","3","0","132120070"
"","1","","19","","","","3212","32","","132120071"
"","0","","0.4","","","","3212","93","","132120072"
"","20","","1000001","0","0","","3212","2","-240","132120073"
"0","back_origin","","1000001","","","","3212","3","0","132120074"
"0.2","surprise","","1000001","","","","3212","3","0","132120075"
"0.2","<weapon>_idle","","1000003","","","","3212","3","1","132120076"
"","0","","0.2","","","","3212","93","","132120077"
"","1","","110","","","","3212","32","","132120078"
"","1","","111","","","","3212","32","","132120079"
"","0","","0.2","","","","3212","93","","132120080"
"0.2","<weapon>_idle","","1000004","","","","3212","3","1","132120081"
"","0","","0.46","","","","3212","93","","132120082"
"0.6","1","","3","1","0","","3212","6","1","132120083"
"","1","","18","","","","3212","32","","132120084"
"","0","","0.02","","","","3212","93","","132120085"
"","0","","20","","","","3212","32","","132120086"
"","0","","21","","","","3212","32","","132120087"
"0.2","joy_round3_in","","1000001","joy_round3_loop","1","","3212","3","0","132120088"
"","0","","0.1","","","","3212","93","","132120089"
"0","<weapon>_joy_short","","1000003","","","","3212","3","0","132120090"
"","0","","0.1","","","","3212","93","","132120091"
"0","<weapon>_joy_short","","1000004","","","","3212","3","0","132120092"
"","0","","0.9","","","","3212","93","","132120093"
"","1","","998","","","","3212","32","","132120094"
"","0","","3.8","","","","3212","93","","132120095"
"","0","","1","","","","3212","113","","132120096"
"0","321300","","321300","0","1","","3213","31","345.4","132130001"
"0","111","","111","0","1","","3213","31","345.4","132130002"
"","0","","111","","","","3213","35","","132130003"
"0","110","","110","0","1","","3213","31","345.4","132130004"
"","","","0","","","","3213","91","","132130005"
"0.2","wait_gradeUp","","1000001","","","","3213","3","0","132130006"
"","1","","321300","","","","3213","32","","132130007"
"","0","","0.1","","","","3213","93","","132130008"
"","0","","2","","","","3213","32","","132130009"
"","0","","0.8","","","","3213","93","","132130010"
"0","1.05","","1.05","1.05","0","","3213","123","1.05","132130011"
"","5","","5","","","","3213","122","0.5","132130012"
"","0","","1.1","","","","3213","93","","132130013"
"0","1.05","","1.05","1.05","0","","3213","123","1.05","132130014"
"","10","","10","","","","3213","122","0.5","132130015"
"","0","","0.8","","","","3213","93","","132130016"
"0.2","glad_dot_light","","1000001","","","","3213","3","0","132130017"
"","0","","0.1","","","","3213","93","","132130018"
"5","0.907","","0.907","0.907","0.4","","3213","123","0.907","132130019"
"","0","","1.5","","","","3213","93","","132130020"
"","20","","20","","","","3213","122","0.7","132130021"
"","0","","1.4","","","","3213","93","","132130022"
"","1","","110","","","","3213","32","","132130023"
"","1","","111","","","","3213","32","","132130024"
"","0","","1.2","","","","3213","93","","132130025"
"0.2","joy_round3_in","","1000001","joy_round3_loop","1","0","3213","3","0","132130026"
"","0","","0.3","","","","3213","93","","132130027"
"","1","","998","","","","3213","32","","132130028"
"","0","","3.8","","","","3213","93","","132130029"
"","","","1","","","","3213","113","","132130030"
"0","321400","","321400","0","1","","3214","31","345.4","132140001"
"0.89","103111","05_idle","2","1088","-240","1","3214","1","57","132140002"
"0","110","","110","0","1","","3214","31","345.4","132140003"
"0","111","","111","0","1","","3214","31","345.4","132140004"
"","","","0","","","","3214","91","","132140005"
"0","1.05","","1.05","1.05","7.4","","3214","123","1.05","132140006"
"0.2","wait","","1000001","","","","3214","3","0","132140007"
"","1","","321400","","","","3214","32","","132140008"
"","0","","0.1","","","","3214","93","","132140009"
"","0","","2","","","","3214","32","","132140010"
"","0","","3.4","","","","3214","93","","132140011"
"5","0.95","","0.95","0.95","3.2","","3214","123","0.95","132140012"
"0.2","shock_jump_aura","","1000001","","","","3214","3","0","132140013"
"","0","","0.1","","","","3214","93","","132140014"
"","70","","1000001","0.6","2","","3214","2","-240","132140015"
"","0","","0.5","","","","3214","93","","132140016"
"0","05_run_gamestart","","103111","","","","3214","3","1","132140017"
"","586","","103111","0.5","0","","3214","2","-240","132140018"
"","0","","0.5","","","","3214","93","","132140019"
"0.2","05_idle","","103111","","","","3214","3","1","132140020"
"","0","","0.5","","","","3214","93","","132140021"
"0.2","shinobu_exorcise","","103111","05_idle","1","0","3214","3","0","132140022"
"","vo_travel_round_event_3214","","vo_travel_round_event","0","","","3214","21","0","132140023"
"","0","","1","","","","3214","93","","132140024"
"","1","","110","","","","3214","32","","132140025"
"","1","","111","","","","3214","32","","132140026"
"","0","","0.1","","","","3214","93","","132140027"
"","0","","3","","","","3214","32","","132140028"
"","0","","1.1","","","","3214","93","","132140029"
"0.2","joy_round3_in","","1000001","joy_round3_loop","1","0","3214","3","0","132140030"
"0.2","05_joy_short","","103111","","","","3214","3","0","132140031"
"","0","","0.5","","","","3214","93","","132140032"
"","1","","998","","","","3214","32","","132140033"
"","0","","3.8","","","","3214","93","","132140034"
"","","","1","","","","3214","113","","132140035"
"1","321500","","321500","0","1","","3215","31","345.4","132150001"
"1","321501","","321501","0","1","","3215","31","345.4","132150002"
"0","120","","120","0","1","","3215","31","345.4","132150003"
"0","121","","121","0","1","","3215","31","345.4","132150004"
"1","990001","","990001","0","1","","3215","31","345.4","132150005"
"","","","0","","","","3215","91","","132150006"
"0","1.05","","1.05","1.05","7.4","","3215","123","1.05","132150007"
"0.2","wait_wakuwaku","","1000001","","","","3215","3","0","132150008"
"","1","","2","","","","3215","35","","132150009"
"","0","","5.2","","","","3215","93","","132150010"
"5","0.95","","0.95","0.95","0.8","","3215","123","0.95","132150011"
"","1","","120","","","","3215","32","","132150012"
"","1","","121","","","","3215","32","","132150013"
"","0","","0.1","","","","3215","93","","132150014"
"","0","","321501","","","","3215","32","","132150015"
"","0","","2","","","","3215","32","","132150016"
"","0","","3","","","","3215","32","","132150017"
"","1","","998","","","","3215","32","","132150018"
"","0","","0.4","","","","3215","93","","132150019"
"0.2","dance","","1000001","","","","3215","3","1","132150020"
"","0","","4.8","","","","3215","93","","132150021"
"","","","1","","","","3215","113","","132150022"
"0","6","","6","0","1","","3216","31","345.4","132160001"
"0","8","","8","0","1","","3216","31","345.4","132160002"
"0","110","","110","0","1","","3216","31","345.4","132160003"
"0","111","","111","0","1","","3216","31","345.4","132160004"
"0","301600","","301600","-80","1","","3216","31","345.4","132160005"
"1","990002","","990002","0","1","","3216","31","345.4","132160006"
"","","","0","","","","3216","91","","132160007"
"0","1.05","","1.05","1.05","7.4","","3216","123","1.05","132160008"
"0.2","wait","","1000001","","","","3216","3","0","132160009"
"","1","","2","","","","3216","35","","132160010"
"","0","","5.4","","","","3216","93","","132160011"
"0","0.95","","0.95","0.95","0.4","","3216","123","0.95","132160012"
"","1","","8","","","","3216","32","","132160013"
"","0","","8","","","","3216","35","","132160014"
"","1","","301600","","","","3216","32","","132160015"
"","1","","6","","","","3216","32","","132160016"
"","1","","111","","","","3216","32","","132160017"
"","0","","111","","","","3216","35","","132160018"
"","0","","0.1","","","","3216","93","","132160019"
"","0","","2","","","","3216","32","","132160020"
"","0","","3","","","","3216","32","","132160021"
"0.1","glad","","1000001","","","","3216","3","0","132160022"
"","0","","0.1","","","","3216","93","","132160023"
"","1","","8","","","","3216","35","","132160024"
"","1","","110","","","","3216","32","","132160025"
"","se_travel_treasure_special_success_butterfly","","se_travel","","","","3216","23","0","132160026"
"","0","","1.5","","","","3216","93","","132160027"
"","1","","998","","","","3216","32","","132160028"
"0.2","joy_round3_in","","1000001","joy_round3_loop","1","","3216","3","0","132160029"
"","0","","5.2","","","","3216","93","","132160030"
"","","","1","","","","3216","113","","132160031"
"0","310000","","310000","0","1","","3217","31","345.4","132170001"
"0","310001","","310001","0","1","","3217","31","0","132170002"
"0","301700","","301700","0","1","","3217","31","345.4","132170003"
"0","301701","","301701","-115","1","","3217","31","740","132170004"
"0","301702","","301702","0","1","","3217","31","345.4","132170005"
"0","120","","120","0","1","","3217","31","345.4","132170006"
"0","321700","","321700","0","1","","3217","31","345.4","132170007"
"0.44","15","empty","5","610","-235","0","3217","5","100","132170008"
"0.44","16","empty","5","610","-235","0","3217","5","55","132170009"
"","","","0","","","","3217","91","","132170010"
"0","1.05","","1.05","1.05","7.4","","3217","123","1.05","132170011"
"0.2","wait","","1000001","","","","3217","3","0","132170012"
"","1","","2","","","","3217","35","","132170013"
"","0","","5.4","","","","3217","93","","132170014"
"0","0.95","","0.95","0.95","0.3","","3217","123","0.95","132170015"
"","1","","310000","","","","3217","32","","132170016"
"","1","","310001","","","","3217","32","","132170017"
"","0","","0.2","","","","3217","93","","132170018"
"","50","","50","","","","3217","122","0.6","132170019"
"0.2","shock","","1000001","","","","3217","3","0","132170020"
"","0","","1.6","","","","3217","93","","132170021"
"","1","","301700","","","","3217","32","","132170022"
"","0","","1.2","","","","3217","93","","132170023"
"","se_travel_treasure_croce_ui","","se_travel","","","","3217","23","0","132170024"
"","punch","","15","","","","3217","3","0","132170025"
"","punch_B","","16","","","","3217","3","0","132170026"
"","0","","0.2","","","","3217","93","","132170027"
"11","1.05","","1.05","1.05","0.1","","3217","123","1.05","132170028"
"","0","","0.1","","","","3217","93","","132170029"
"0","0.95","","0.95","0.95","0.3","","3217","123","0.95","132170030"
"","0","","1","","","","3217","93","","132170031"
"","se_travel_treasure_croce_door","","se_travel","","","","3217","23","0","132170032"
"","0","","0.4","","","","3217","93","","132170033"
"","1","","301701","","","","3217","32","","132170034"
"","0","","0.9","","","","3217","93","","132170035"
