37789d54fea4a481d09432c138c1a7fef7971ea27ff0515f67ddb3809374bddb,a0ee31825218fa7f1c6cfa127ecd2f9dfb3a56e33285424cdaeca6a3cf5f9a18,7d58fe69ec96951055b917bab7cf6e9e696e04c6cfcb3fc7bff3c0e546da0f9e,2974e892e7b6ef14d1459141a7d68f09171c65d7d815b4e0a146fc42260b1ba4,472e336e5f4076766b305b135a0c44474d303c0c7621081d858b363d70ffb9e9,6c05db47297f9cbb6814ea378bc93d1ac643015fed2f37c5701180b809e378f2,63a7a9e4bdf298c586b1dea6dbd8d4b89e211c79dd91bb7672cbfcd3cf868edd,6bdf9f87cf4ca7d06f45693f30a545f45103d681014d0a7dcf90df9d557d4cf6,69d3162501ab0eee0d1537b41bf88be6b280f30c1e16de663ebc99f84d9f3d72,b814c8384c4fa3f605b2a308b60d941ba1165cf7d4e2abaa3aaaae072ee309d9,dc3bb1fb19bf248060c0c6bc5f47e53740e9f0e7034eb097568fe94e2c5a90bf
"33","0","0","2","0","ぷ、ぷうきち\nフルスイーング！\n…これはこれで\nキツい練習だな","0","8","11","0","1330011"
"33","","","0.5","","","","","93","","1330012"
"33","","","2","","pkb_talk_yell","","0","3","0.2","1330013"
"33","","","3","","","","","93","","1330014"
"33","","","2","1","pkb_shock","pkb_idle_shock","0","3","0.2","1330015"
"33","","","1330011","","","","","91","","1330016"
"33","","","2","","pkb_idle_normal","","1","3","0.2","1330017"
"34","1","pkb_idle_normal","1","-150","106531","170","100","1","1.6","1340001"
"34","0","pkb_idle_normal","1","-150","113411","-20","100","1","1.6","1340002"
"34","0.2","","106531","1","pkb_talk_arm_crossed","pkb_idle_arm_crossed","0","3","0.2","1340003"
"34","","","vo_minigame_1006","","vo_minigame_1006_top_talk_13_301","0","0","21","","1340004"
"34","0","-1","106531","0","キミもすげえボール\n投げるじゃねえか\nどうやって\n投げてんだ？","0","8","11","0","1340005"
"34","","","3.4","","","","","93","","1340006"
"34","","","106531","","pkb_talk_normal","","1","3","0.2","1340007"
"34","","","1340005","","","","","91","","1340008"
"34","","","106531","","pkb_idle_normal","","1","3","0.2","1340009"
"34","","","113411","","pkb_talk_normal","","1","3","0.2","1340010"
"34","","","vo_minigame_1006","","vo_minigame_1006_top_talk_13_202","0","0","21","","1340011"
"34","0","1","113411","0","超能りょ……\nじゃなくて！\n特別な魔法を\n使ってるんだ～えへへ","0","8","11","0","1340012"
"34","","","1.2","","","","","93","","1340013"
"34","0.2","","113411","1","pkb_surprise","pkb_talk_surprise1","0","3","0.2","1340014"
"34","","","1","","","","","93","","1340015"
"34","","","113411","","pkb_talk_joy3","","1","3","0.2","1340016"
"34","","","1340012","","","","","91","","1340017"
"34","","","113411","","pkb_idle_normal","","1","3","0.2","1340018"
"35","0","pkb_idle_normal","1","-150","113511","-20","100","1","1.6","1350001"
"35","1","pkb_idle_normal","1","-150","102311","170","100","1","1.6","1350002"
"35","","","113511","","pkb_talk_joy3","","1","3","0.2","1350003"
"35","","","vo_minigame_1006","","vo_minigame_1006_top_talk_14_101","0","0","21","","1350004"
"35","0","0.5","113511","0","アヤネちゃん\n今日も打撃コーチを\nよろしくね～\n頼りにしてるから～！","0","6","11","0","1350005"
"35","","","5.2","","","","","93","","1350006"
"35","","","113511","","pkb_talk_wish","","1","3","0.2","1350007"
"35","","","1350005","","","","","91","","1350008"
"35","","","113511","","pkb_idle_normal","","1","3","0.2","1350009"
"35","","","102311","","pkb_talk_joy1","","1","3","0.2","1350010"
"35","","","vo_minigame_1006","","vo_minigame_1006_top_talk_14_402","0","0","21","","1350011"
"35","0","-1","102311","0","お兄ちゃんたちが\nいっぱいホームラン\n打てるように\nがんばるね！","0","8","11","0","1350012"
"35","","","3.2","","","","","93","","1350013"
"35","","","102311","1","pkb_talk_doya","pkb_idle_doya","0","3","0.2","1350014"
"35","","","1350012","","","","","91","","1350015"
"35","","","102311","","pkb_idle_normal","","1","3","0.2","1350016"
"36","1","pkb_idle_normal_l","3","-130","3","170","100","5","55","1360001"
"36","0","pkb_idle_normal","1","-130","1","-20","100","5","55","1360002"
"36","0.2","","3","1","pkb_talk_arm_crossed_l","pkb_idle_arm_crossed_l","0","3","0.2","1360003"
"36","","","vo_minigame_1006","","vo_minigame_1006_top_talk_15_601","0","0","21","","1360004"
"36","0","-0.5","3","0","おい、アサヒ！\nどんくらい上達したか\n見せてみろ！","0","8","11","0","1360005"
"36","","","1360005","","","","","91","","1360006"
"36","","","3","","pkb_idle_normal_l","","1","3","0.2","1360007"
"36","","","1","1","pkb_talk_guts","pkb_idle_guts","0","3","0.2","1360008"
"36","","","vo_minigame_1006","","vo_minigame_1006_top_talk_15_702","0","0","21","","1360009"
"36","0","0","1","0","ああ！　ダイチこそ\n手加減なしで頼むよ\n真剣勝負だ！","0","8","11","0","1360010"
"36","","","1360010","","","","","91","","1360011"
"36","","","1","","pkb_idle_normal","","1","3","0.2","1360012"
"37","0","pkb_idle_normal","1","-130","1","-20","100","5","55","1370001"
"37","1","pkb_idle_normal_l","3","-130","3","170","100","5","55","1370002"
"37","","","1","1","pkb_talk_guts","pkb_idle_guts","0","3","0.2","1370003"
"37","","","vo_minigame_1006","","vo_minigame_1006_top_talk_16_701","0","0","21","","1370004"
"37","0","-0.5","1","0","全国大会に絶対行こう\n俺たちの夢を\n叶えるんだ！","0","8","11","0","1370005"
"37","","","3.2","","","","","93","","1370006"
"37","0.2","","1","1","pkb_talk_handsup","pkb_idle_normal","0","3","0.2","1370007"
"37","","","1370005","","","","","91","","1370008"
"37","","","1","","pkb_idle_normal","","1","3","0.2","1370009"
"37","0.2","","3","1","pkb_talk_arm_crossed_l","pkb_idle_arm_crossed_l","0","3","0.2","1370010"
"37","","","vo_minigame_1006","","vo_minigame_1006_top_talk_16_602","0","0","21","","1370011"
"37","0","1","3","0","ふん、当然だろ\n俺たちなら\n全国優勝だって\n夢じゃねえぜ！","0","8","11","0","1370012"
"37","","","4.8","","","","","93","","1370013"
"37","","","3","1","pkb_talk_guts_l","pkb_idle_guts_l","0","3","0.2","1370014"
"37","","","1370012","","","","","91","","1370015"
"37","","","3","","pkb_idle_normal_l","","1","3","0.2","1370016"
"38","1","pkb_idle_normal","1","-150","106531","170","100","1","1.6","1380001"
"38","0","pkb_idle_normal","2","-130","2","-20","100","5","55","1380002"
"38","0.2","","106531","1","pkb_talk_arm_crossed","pkb_idle_arm_crossed","0","3","0.2","1380003"
"38","","","vo_minigame_1006","","vo_minigame_1006_top_talk_17_301","0","0","21","","1380004"
"38","0","-0.5","106531","0","結構やるように\nなってきたじゃねえか\nこっからはオレ様も\n本気でいくぜぇ！！","0","8","11","0","1380005"
"38","","","3.6","","","","","93","","1380006"
"38","","","106531","1","pkb_talk_doya","pkb_idle_doya","0","3","0.2","1380007"
"38","","","2","","","","","93","","1380008"
"38","0.2","","106531","1","pkb_talk_handsup","pkb_idle_normal","0","3","0.2","1380009"
"38","","","1380005","","","","","91","","1380010"
"38","","","1","","","","","93","","1380011"
"38","","","106531","","pkb_idle_normal","","1","3","0.2","1380012"
"38","","","2","1","pkb_shock","pkb_idle_shock","0","3","0.2","1380013"
"38","","","vo_minigame_1006","","vo_minigame_1006_top_talk_17_802","0","0","21","","1380014"
"38","0","1","2","0","マジか……\nまだ本気じゃ\nなかったのかよ\n…何人か死ぬな","0","7","11","0","1380015"
"38","","","1380015","","","","","91","","1380016"
"38","","","2","","pkb_idle_normal","","1","3","0.2","1380017"
