85716dab27974b2446c023b599a6788add30936996a78dabce57c1c919a2e099,851ad3649a7d9506dea30da9fa13208bc7502a93125319abf38cd33133cb9272,0afa07c83c99d3c960ae1da496e593bd09880a00691f0fa90c5d604669de4d3d,0126d2007f03b37c89c7d3dfc37f01098151d9093338ee3401abb3d83b1c88af,922d61f7a8d720386138817dc40f7348482c87369b702d131e4df2a1d415a899,1296010efa4123179d7cff6509985e18a3f907cf6ab782ce5cfa655f8645cab1,b4ff959b5974339f59a5d6e16728a68962f304dc047a897be86c9057f65dd022,0bbf72cc053560c169af63d93c1a75b1f0c522a836a03dba628cc565d7f77d3b,dbce146e80a79535ccc714087d9ed127c4d2ea8d981448288d365328fbcf4361,d62213a10fdc9847f8add43670a5d518e04a439c07ab2b7ac9a9a2cc6c2ac8a0,cd07d103c6478935366711d9ee279c51ed1ca1938a4fc987188bd395f019bfda
"","","10006","","","","1.5","93","10","",""
"","0","10007","","","vo_alces_1000","vo_alces","21","10","0",""
"0","1","10008","0","0","くー…\nくー…\n…むにゃ","2","11","10","3","4"
"","0","10009","","","","0","91","10","0",""
"","","10010","","","","0","93","10","",""
"0.2","","10011","","","sad_talk_Ex0007","3","3","10","1",""
"","0","10012","","","vo_alces_1001","vo_alces","21","10","0",""
"0","1","10013","0","0","ふふ、気持ちよさそうに寝ちゃって。\n…風邪ひいちゃうよ～","3","11","10","10","2"
"","0","10014","","","","0","91","10","0",""
"","","10015","","","0.5","0","22","10","",""
"0.2","iroha_sleep2","10016","1","0","iroha_sleep_hung","2","3","10","0",""
"0.2","iroha_sleep2","10017","1","0","iroha_sleep_hung","12","3","10","0",""
"0.2","idle_normal_talkJoy","10018","1","0","sono_hung","3","3","10","0",""
"","","10019","","","0","1.2","93","10","",""
"","","10020","","","se_alces_futon","se_alces","23","10","0",""
"","","10021","","","0","2.5","93","10","",""
"0.2","iroha_sleep3","10022","1","0","iroha_sleep2_to_sleep3","2","3","10","0",""
"0.2","iroha_sleep3","10023","1","0","iroha_sleep2_to_sleep3","12","3","10","0",""
"","","10024","","","0","0.6","93","10","",""
"0.2","idle_surprise","10025","1","0","idle_surprise_in","3","3","10","0",""
"","","10026","","","0","1.4","93","10","",""
"","","10027","","","se_alces_sleep","se_alces","23","10","0",""
"0","empty","10028","1","0","iroha_sleep","10","3","10","0",""
"","","10029","","","0","2.4","93","10","",""
"0.2","","10030","","","relief_idle_Ex0010","3","3","10","1",""
"","0","10031","","","vo_alces_1002","vo_alces","21","10","0",""
"0","1","10032","0","0","ふふふ♪","3","11","10","10","0.5"
"","0","10033","","","","0","91","10","0",""
"","","10034","","","0","0","22","10","",""
"","","10035","","","1","3","93","10","",""
"","0","10036","","","","10035","101","10","0",""
"1.4","350","11001","-130","1","3","3","5","11","100","sit_readPaper"
"1.5","950","11002","-150","0","1","1","5","11","102","empty"
"1","-18","11003","1","","10","10","31","11","475",""
"0","-130","11004","1","","11","11","31","11","350",""
"","","11005","","","0","0","91","11","",""
"","","11006","","","1","0.5","93","11","",""
"","0","11007","","","vo_alces_1100","vo_alces","21","11","0",""
"10","1","11008","0","0","…………\n…………","3","11","11","10","0.5"
"","0","11009","","","","0","91","11","0",""
"0.2","sit_readPaper","11010","1","0","sit_readPaperTurn","3","3","11","0",""
"","","11011","","","1","1","93","11","",""
"","","11012","","","0","1","93","11","",""
"0.2","","11013","","","sit_readPaper_surprise","3","3","11","1",""
"","0","11014","","","vo_alces_1101","vo_alces","21","11","0",""
"10","1","11015","0","0","…………\n…………","3","11","11","10","0.5"
"","0","11016","","","","0","91","11","0",""
"","","11017","","","0","1","93","11","",""
"","","11018","","","se_alces_emotion_exQuestion","se_alces","23","11","",""
"10","0","11019","0","0","3","3","12","11","0.2",""
"0.1","sit_readPaper_notice_loop","11020","1","0","sit_readPaper_notice_in","3","3","11","0",""
"","","11021","","","0","1.2","93","11","",""
"0.2","sit_readPaper_kira_talk","11022","1","0","sit_readPaper_kira_in","3","3","11","0",""
"","0","11023","","","vo_alces_1102","vo_alces","21","11","0",""
"0","1","11024","0","0","……っ！！\nトマト３個入りパック150ルピ！？\n神か！？","3","11","11","10","3.2"
"","","11025","","","","0","91","11","",""
"","","11026","","","0.5","0","22","11","",""
"0.2","","11027","","","sit_out_readPaper_light","3","3","11","1",""
"","","11028","","","0","0.5","93","11","",""
"0.2","","11029","","","sono_walletPick_in","3","3","11","1",""
"","","11030","","","0","1.8","93","11","",""
"0.2","sono_walk_quick_R","11031","1","0","sono_walk_quick_R_in","3","3","11","0",""
"","","11032","","","1","11","32","11","",""
"","3.3","11033","0","","1500","3","2","11","-130",""
"","3.3","11034","0","","1500","11","33","11","-130",""
"","","11035","","","0","1","93","11","",""
"0.2","luis_walk_furimuki","11036","1","0","luis_walk_furimuki_in","1","3","11","0",""
"","4","11037","0","","350","1","2","11","-150",""
"","","11038","","","0","4","93","11","",""
"0.2","luis_sad_idle","11039","1","0","luis_walk_to_idle","1","3","11","0",""
"","","11040","","","se_alces_emotion_question","se_alces","23","11","",""
"0","0","11041","0","0","5","1","12","11","1.3",""
"","","11042","","","0","2.1","93","11","",""
"0.2","","11043","","","idle_normal","1","3","11","1",""
"","","11044","","","0","0","22","11","",""
"","","11045","","","0","3","93","11","",""
"","0","11046","","","","11045","101","11","0",""
"1.45","400","12001","-190","0","1","1","5","12","101","luis_run_dash_pain"
"1.45","-85","12002","-190","0","1001","10","5","12","102","empty"
"","-190","12003","1","","11","11","31","12","400",""
"","","12004","","","130","1","13","12","",""
"1.45","1050","12005","-190","1","105111","1","1","12","102","empty"
"1.45","1050","12006","-190","1","1002","10","5","12","103","empty"
"0","-190","12007","1","","12","12","31","12","-85",""
"","","12008","","","0","0","91","12","",""
"","1.3","12009","0","","-85","1","2","12","-190",""
"","1.3","12010","0","","-85","11","33","12","-190",""
"","","12011","","","1","11","32","12","",""
"","","12012","","","sweatR_run","11","37","12","",""
"","","12013","","","0","1.3","93","12","",""
"0.2","anger_talk_Ex0001","12014","1","0","luis_run_turn","1","3","12","0",""
"","0","12015","","","vo_alces_1200","vo_alces","21","12","0",""
"0","1","12016","0","0","ちょ、あの人なんで\n私を追いかけてくるの！？","1","11","12","10","1"
"","0","12017","","","","0","91","12","0",""
"0.2","","12018","","","sad_talk_normalR","1","3","12","1",""
"","0","12019","","","vo_alces_1201","vo_alces","21","12","0",""
"0","1","12020","0","0","すごい剣幕で聞く耳なさそうだし…\nこうなったら『透明になる薬』よ！","1","11","12","10","1.6"
"","0","12021","","","","0","91","12","0",""
"0.2","","12022","","","luis_drink","1","3","12","0",""
"","","12023","","","0.5","0","22","12","",""
"","","12024","","","0","1.6","93","12","",""
"","0","12025","","","vo_alces_1202","vo_alces","21","12","0",""
"0","1","12026","0","0","ごくんっ！！","1","11","12","10","0.5"
"","","12027","","","0","2","93","12","",""
"","","12028","","","se_alces_invisible","se_alces","23","12","",""
"","","12029","","","1","12","32","12","",""
"0.2","1","12030","0","0","1","1","6","12","1",""
"","","12031","","","0","1.8","93","12","",""
"","2","12032","0","","250","105111","2","12","-190",""
"","2","12033","0","","250","1002","2","12","-190",""
"0.2","","12034","","","mitsuki_run_dash_noface","105111","3","12","1",""
"0.2","","12035","","","mitsuki_run_dash","1002","3","12","1",""
"","","12036","","","0","2","93","12","",""
"0.2","","12037","","","mitsuki_anger_talk_noface","105111","3","12","1",""
"0.2","","12038","","","mitsuki_anger_talk","1002","3","12","1",""
"","0","12039","","","vo_alces_1203","vo_alces","21","12","0",""
"0","1","12040","0","0","追いつめたわよ錬金術師！","105111","11","12","10","0.5"
"","0","12041","","","","0","91","12","0",""
"","","12042","","","0.5","0","22","12","",""
"0.2","sad_talk_anger","12043","1","0","mitsuki_look_in_noface","105111","3","12","0",""
"0.2","","12044","","","mitsuki_look_in","1002","3","12","0",""
"","","12045","","","0","1.5","93","12","",""
"","0","12046","","","vo_alces_1204","vo_alces","21","12","0",""
"0","1","12047","0","0","…ちっ、逃がしたみたいね…","105111","11","12","10","1.2"
"","0","12048","","","","0","91","12","0",""
"0.2","mitsuki_armcrossed_talk_noface","12049","1","0","mitsuki_armcrossed_in_noface","105111","3","12","0",""
"0.2","mitsuki_armcrossed_talk","12050","1","0","mitsuki_armcrossed_in","1002","3","12","0",""
"","0","12051","","","vo_alces_1205","vo_alces","21","12","0",""
"0","1","12052","0","0","まったく、\n何の科学的根拠もないもので\n商いをするなんて…\n私は認めないわ","105111","11","12","10","2.3"
"","0","12053","","","","0","91","12","0",""
"0.2","","12054","","","mitsuki_ecstatic_talk_noface","105111","3","12","1",""
"0.2","","12055","","","mitsuki_ecstatic_talk","1002","3","12","1",""
"","0","12056","","","vo_alces_1206","vo_alces","21","12","0",""
"0","1","12057","0","0","……あの魔女ばあさんの孫娘か。\n油断ならないみたいね。\n【アルケス錬金堂】……！","105111","11","12","10","1"
"","0","12058","","","","0","91","12","0",""
"","","12059","","","0.5","0","22","12","",""
"0.2","mitsuki_walkR_noface","12060","1","0","mitsuki_turnR_noface","105111","3","12","0",""
"0.2","mitsuki_walkR","12061","1","0","mitsuki_turnR","1002","3","12","0",""
"","5","12062","0","","1050","105111","2","12","-190",""
"","5","12063","0","","1050","1002","2","12","-190",""
"","","12064","","","0","4.5","93","12","",""
"0.2","","12065","","","idle_normal_Ex0001","1","3","12","1",""
"","","12066","","","se_alces_invisible","se_alces","23","12","",""
"","","12067","","","0","12","32","12","",""
"","","12068","","","1","12","32","12","",""
"","","12069","","","0","0.1","93","12","",""
"0.3","1","12070","1","0","1","1","6","12","1",""
"","","12071","","","0","1.5","93","12","",""
"","","12072","","","se_alces_breath","se_alces","23","12","",""
"0.2","relief_idle","12073","1","0","relief_in","1","3","12","0",""
"","","12074","","","relief_in","1001","3","12","0",""
"","","12075","","","0","0","22","12","",""
"","","12076","","","0","3","93","12","",""
"","0","12077","","","","12076","101","12","0",""
"1.45","0","13001","-130","0","2","2","5","13","101","iroha_wait"
"1.45","0","13002","-130","0","14","14","5","13","102","nebia_wait"
"1.45","0","13003","-130","0","20","2","5","13","103","iroha_wait_ziriziri_idle_empty"
"","","13004","","","0","0","91","13","",""
"","","13005","","","0","0.1","93","13","",""
"0.2","nebia_talk","13006","1","0.2","nebia_talk_in","14","3","13","0",""
"","","13007","","","0","2.8","93","13","",""
"","0","13008","","","vo_alces_1300","vo_alces","21","13","0",""
"0","1","13009","0","0","へ～\nいろんなものが置いてあるわね","14","11","13","10","2"
"","0","13010","","","","0","91","13","0",""
"0.2","nebia_talk2","13011","1","0","nebia_talk2_in","14","3","13","0",""
"","","13012","","","0","1.6","93","13","",""
"","","13013","","","se_alces_steal","se_alces","23","13","0",""
"","0","13014","","","","13011","91","13","0",""
"","0","13015","","","vo_alces_1301","vo_alces","21","13","0",""
"0","1","13016","0","0","んふふ♪\nどんな悪戯に使おうかしら♪","14","11","13","10","1.5"
"","","13017","","","0","0.5","93","13","",""
"0.1","iroha_wait2","13018","1","0.2","iroha_wait2_in","2","3","13","0",""
"","0","13019","","","","13016","91","13","0",""
"","","13020","","","se_alces_laugh","se_alces","23","13","0",""
"0.2","","13021","","","nebia_talk2_laugh","14","3","13","1",""
"0.1","iroha_wait_ziriziri_idle","13022","1","0.2","iroha_wait_ziriziri_in","2","3","13","0",""
"","","13023","","","0","3.3","93","13","",""
"0.2","nebia_talk3","13024","1","0","nebia_talk3_in","14","3","13","0",""
"","0","13025","","","vo_alces_1302","vo_alces","21","13","0",""
"0","1","13026","0","0","……ん？","14","11","13","10","0.5"
"","0","13027","","","","0","91","13","0",""
"","","13028","","","0","0","22","13","",""
"","","13029","","","se_alces_catch","se_alces","23","13","0",""
"0.2","nebia_brow_idle_guru","13030","1","0","nebia_brow","14","3","13","0",""
"0.2","empty","13031","1","0","iroha_wait_brow_net","20","3","13","0",""
"0.2","iroha_wait_brow_talk","13032","1","0","iroha_wait_brow","2","3","13","0",""
"","0","13033","","","","0","91","13","0",""
"","0","13034","","","vo_alces_1303","vo_alces","21","13","0",""
"0","1","13035","0","0","なんか変なの捕まえた！！\nやったーレア昆虫ゲットー！！","2","11","13","10","1.5"
"","0","13036","","","","0","91","13","0",""
"0.2","","13037","","","iroha_wait_brow_idle","2","3","13","1",""
"0.2","","13038","","","nebia_brow_idle_anger","14","3","13","1",""
"","0","13039","","","vo_alces_1304","vo_alces","21","13","0",""
"0","1","13040","0","0","ちょっ、誰が昆虫よ～！","14","11","13","10","0.5"
"","0","13041","","","","0","91","13","0",""
"","","13042","","","0","0","22","13","",""
"","","13043","","","0","1","93","13","",""
"0.2","iroha_wait_brow_surprise","13044","1","0","iroha_wait_brow_escape","2","3","13","0",""
"0.2","nebia_talk4","13045","1","0","nebia_brow_escape","14","3","13","0",""
"","","13046","","","0","4","93","13","",""
"","","13047","","","0","0","22","13","",""
"","","13048","","","0","3","93","13","",""
"","0","13049","","","","13048","101","13","0",""
"1.4","1500","14001","-140","1","2","2","5","14","105","top_iroha_run_joy"
"1.4","1150","14002","-140","1","13","13","5","14","103","dokuro_run"
"1.4","-15","14003","-140","0","10","10","5","14","104","empty"
"1.37","-150","14004","-125","0","103111","1","1","14","101","idle_normal"
"","","14005","","","130","2","13","14","",""
"","","14006","","","130","13","13","14","",""
"","","14007","","","130","103111","13","14","",""
"1","-140","14008","1","","111","11","31","14","1500",""
"1","-190","14009","1","","112","11","31","14","1150",""
"","","14010","","","0","0","91","14","",""
"","","14011","","","se_alces_skull_chase1","se_alces","23","14","0",""
"","","14012","","","smokeR","111","37","14","",""
"","","14013","","","sweatR_Loop","112","37","14","",""
"","7.5","14014","0","","-1150","2","2","14","-140",""
"","7.5","14015","0","","-1150","111","33","14","-140",""
"","7.5","14016","0","","-1500","13","2","14","-140",""
"","7.5","14017","0","","-1500","112","33","14","-190",""
"","","14018","","","0","2.5","93","14","",""
"","0","14019","","","vo_alces_1400","vo_alces","21","14","0",""
"0","1","14020","0","30","あははー！！\n待て待てー！！","2","11","14","10","0.5"
"","","14021","","","0","1","93","14","",""
"0.2","idle_normalR","14022","1","0","idle_normalR_in","103111","3","14","0",""
"","","14023","","","0","4","93","14","",""
"","","14024","","","se_alces_skull_chase1","se_alces","23","14","0",""
"","0","14025","0","","-1500","2","2","14","-140",""
"","0","14026","0","","-1500","111","33","14","-140",""
"","0","14027","0","","-1150","13","2","14","-140",""
"","0","14028","0","","-1150","112","33","14","-190",""
"","","14029","","","0","2","4","14","",""
"","","14030","","","0","13","4","14","",""
"","","14031","","","smokeL","111","37","14","",""
"","","14032","","","sweatL_Loop2","112","37","14","",""
"","8.2","14033","0","","1150","2","2","14","-140",""
"","8.2","14034","0","","1150","111","33","14","-140",""
"","8.2","14035","0","","1500","13","2","14","-140",""
"","8.2","14036","0","","1500","112","33","14","-190",""
"","","14037","","","0","1.5","93","14","",""
"","0","14038","","","vo_alces_1401","vo_alces","21","14","0",""
"0","1","14039","0","0","あ、あれ～！？\nなんでだ！？","13","11","14","10","0.3"
"","","14040","","","0","1.5","93","14","",""
"0.2","idle_normal","14041","1","0","idle_normal_in","103111","3","14","0",""
"","","14042","","","0","5.2","93","14","",""
"","0","14043","0","","1500","2","2","14","-140",""
"","0","14044","0","","1500","111","33","14","-140",""
"","0","14045","0","","1150","13","2","14","-140",""
"","0","14046","0","","1150","112","33","14","-190",""
"","","14047","","","1","2","4","14","",""
"","","14048","","","1","13","4","14","",""
"","","14049","","","smokeR","111","37","14","",""
"","","14050","","","sweatR_Loop","112","37","14","",""
"","1.8","14051","0","","-15","13","2","14","-140",""
"","1.8","14052","0","","-15","112","33","14","-205",""
"","","14053","","","se_alces_skull_dash","se_alces","23","14","0",""
"","","14054","","","0","1","93","14","",""
"0.1","","14055","","","iroha_net_run_normal2","2","3","14","1",""
"","3","14056","0","","335","2","2","14","-140",""
"","3","14057","0","","335","111","33","14","-140",""
"","","14058","","","0","0.8","93","14","",""
"0.2","","14059","","","dokuro_talk","13","3","14","1",""
"","","14060","","","0","112","32","14","",""
"0.2","","14061","","","idle_normal_lookdown","103111","3","14","1",""
"","0","14062","","","vo_alces_1402","vo_alces","21","14","0",""
"0","1","14063","0","0","グラマーな姉ちゃんに\n追いかけられてるのに\n微塵もうれしくねえっ！","13","11","14","10","1"
"","","14064","","","0","2.2","93","14","",""
"0.1","iroha_net_idle_doya","14065","1","0","iroha_net_idle_in","2","3","14","0",""
"","","14066","","","0","111","32","14","",""
"","","14067","","","0","0.4","93","14","",""
"0.2","","14068","","","iroha_net_ziriziri","2","3","14","1",""
"","2.7","14069","0","","135","2","2","14","-140",""
"","2.7","14070","0","","135","111","33","14","-140",""
"","","14071","","","0","1","93","14","",""
"0.2","","14072","","","idle_normal_lookup","103111","3","14","1",""
"","","14073","","","0","1.7","93","14","",""
"0.2","","14074","","","iroha_net_ziriziri_idle","2","3","14","1",""
"","","14075","","","","14063","91","14","",""
"","","14076","","","0","0","22","14","",""
"","","14077","","","se_alces_skull_chase2","se_alces","23","14","0",""
"0","","14078","","","dokuro_turn_surprise","10","3","14","0",""
"0.2","dokuro_run","14079","1","0","dokuro_turn_surprise","13","3","14","0",""
"","","14080","","","0","0.1","93","14","",""
"0.1","iroha_net_brow_idle","14081","1","0","iroha_net_brow","2","3","14","0",""
"","","14082","","","","14079","91","14","",""
"","","14083","","","1","13","4","14","",""
"","2.5","14084","0","","-1500","13","2","14","-140",""
"","2.5","14085","0","","-1500","112","33","14","-190",""
"","","14086","","","0","0.1","93","14","",""
"0.2","idle_normalR","14087","1","0","idle_normalR_in","103111","3","14","0",""
"","","14088","","","1","112","32","14","",""
"","","14089","","","sweatR_Loop","112","37","14","",""
"","","14090","","","0","0.3","93","14","",""
"0.1","iroha_net_brow_notice_idle","14091","1","0","iroha_net_brow_notice","2","3","14","0",""
"","","14092","","","","0","91","14","",""
"","","14093","","","1","111","32","14","",""
"","","14094","","","smokeR","111","37","14","",""
"0.2","","14095","","","top_iroha_run_joy","2","3","14","1",""
"","2.5","14096","0","","-1350","2","2","14","-140",""
"","2.5","14097","0","","-1350","111","33","14","-140",""
"","","14098","","","0","2.5","93","14","",""
"","","14099","","","se_alces_skull_chase1","se_alces","23","14","0",""
"","0","14100","0","","-1500","2","2","14","-140",""
"","0","14101","0","","-1500","111","33","14","-140",""
"","0","14102","0","","-1150","13","2","14","-140",""
"","0","14103","0","","-1150","112","33","14","-190",""
"","","14104","","","0","2","4","14","",""
"","","14105","","","0","13","4","14","",""
"","","14106","","","smokeL","111","37","14","",""
"","","14107","","","sweatL_Loop2","112","37","14","",""
"","7.5","14108","0","","1150","2","2","14","-140",""
"","7.5","14109","0","","1150","111","33","14","-140",""
"","7.5","14110","0","","1500","13","2","14","-140",""
"","7.5","14111","0","","1500","112","33","14","-190",""
"","","14112","","","0","1.5","93","14","",""
"","0","14113","","","vo_alces_1403","vo_alces","21","14","0",""
"0","1","14114","0","0","シノブ、助けてーっ！！","13","11","14","10","0.5"
"","","14115","","","0","1.5","93","14","",""
"0.2","idle_normal","14116","1","0.2","idle_normal_in","103111","3","14","0",""
"","0","14117","","","","14114","91","14","0",""
"0.2","","14118","","","sad_talk_dead","103111","3","14","1",""
"","0","14119","","","vo_alces_1404","vo_alces","21","14","0",""
"0","1","14120","0","0","……因果応報だよ、お父さん","103111","11","14","10","0.5"
"","","14121","","","0","3.5","93","14","",""
"","","14122","","","se_alces_skull_chase1","se_alces","23","14","0",""
"","0","14123","0","","1500","2","2","14","-140",""
"","0","14124","0","","1500","111","33","14","-140",""
"","0","14125","0","","1150","13","2","14","-140",""
"","0","14126","0","","1150","112","33","14","-190",""
"","","14127","","","1","2","4","14","",""
"","","14128","","","1","13","4","14","",""
"","","14129","","","smokeR","111","37","14","",""
"","","14130","","","sweatR_Loop","112","37","14","",""
"","7.5","14131","0","","-1150","2","2","14","-140",""
"","7.5","14132","0","","-1150","111","33","14","-140",""
"","7.5","14133","0","","-1500","13","2","14","-140",""
"","7.5","14134","0","","-1500","112","33","14","-190",""
"","0","14135","","","","14120","91","14","0",""
"0.2","","14136","","","sad_idle_normal","103111","3","14","1",""
"","","14137","","","0","3.6","93","14","",""
"0.2","idle_normalR","14138","1","0","idle_normalR_in","103111","3","14","0",""
"","","14139","","","0","3.9","93","14","",""
"","","14140","","","0","0","22","14","",""
"","","14141","","","se_alces_skull_chase1","se_alces","23","14","0",""
"","0","14142","0","","-1500","2","2","14","-140",""
"","0","14143","0","","-1500","111","33","14","-140",""
"","0","14144","0","","-1150","13","2","14","-140",""
"","0","14145","0","","-1150","112","33","14","-190",""
"","","14146","","","0","2","4","14","",""
"","","14147","","","0","13","4","14","",""
"","","14148","","","smokeL","111","37","14","",""
"","","14149","","","sweatL_Loop2","112","37","14","",""
"","7.5","14150","0","","1150","2","2","14","-140",""
"","7.5","14151","0","","1150","111","33","14","-140",""
"","7.5","14152","0","","1500","13","2","14","-140",""
"","7.5","14153","0","","1500","112","33","14","-190",""
"","","14154","","","0","3","93","14","",""
"0.2","idle_normal","14155","1","0","idle_normal_in","103111","3","14","0",""
"","","14156","","","0","4.5","93","14","",""
"","","14157","","","se_alces_skull_chase1","se_alces","23","14","0",""
"","0","14158","0","","1500","2","2","14","-140",""
"","0","14159","0","","1500","111","33","14","-140",""
"","0","14160","0","","1150","13","2","14","-140",""
"","0","14161","0","","1150","112","33","14","-190",""
"","","14162","","","1","2","4","14","",""
"","","14163","","","1","13","4","14","",""
"","","14164","","","smokeR","111","37","14","",""
"","","14165","","","sweatR_Loop","112","37","14","",""
"","7.5","14166","0","","-1150","2","2","14","-140",""
"","7.5","14167","0","","-1150","111","33","14","-140",""
"","7.5","14168","0","","-1500","13","2","14","-140",""
"","7.5","14169","0","","-1500","112","33","14","-190",""
"","","14170","","","0","3.5","93","14","",""
"0.2","idle_normalR","14171","1","0","idle_normalR_in","103111","3","14","0",""
"","","14172","","","0","4","93","14","",""
"","0","14173","","","","14141","101","14","0",""
"1.43","100","15001","-130","0","2","2","5","15","100","walk_jog_talkjoy2"
"1.4","400","15002","-130","1","3","3","5","15","101","sit_readPaper"
"","","15003","","","0","0","91","15","",""
"","0.8","15004","0","","235","2","2","15","-130",""
"","0","15005","","","0","0.5","93","15","0",""
"","0","15006","","","vo_alces_1500","vo_alces","21","15","0",""
"0","1","15007","0","0","お使い行ってきたよ～\nソノおばちゃ～ん","2","11","15","10","0.5"
"","","15008","","","0","0.3","93","15","",""
"0.2","","15009","","","talk_normal","2","3","15","1",""
"","","15010","","","","15007","91","15","",""
"","","15011","","","0.5","0","22","15","",""
"0.2","","15012","","","idle_normal","2","3","15","1",""
"","","15013","","","0","1","93","15","",""
"0.2","sit_readPaper","15014","1","0","sit_readPaperTurn","3","3","15","0",""
"","","15015","","","0","0.5","93","15","",""
"","0","15016","","","vo_alces_1501","vo_alces","21","15","0",""
"0","1","15017","0","0","……ソノおばちゃ～ん！","2","11","15","10","0.5"
"","","15018","","","0","0.3","93","15","",""
"0.2","idle_normal","15019","1","0","smile_normal","2","3","15","0",""
"","0","15020","","","","15017","91","15","0",""
"","","15021","","","0.5","0","22","15","",""
"","","15022","","","0","0.5","93","15","",""
"0.2","","15023","","","sad_idle_surprise","2","3","15","1",""
"","","15024","","","1","1","93","15","",""
"0.2","sit_readPaper","15025","1","0","sit_readPaperTurn","3","3","15","0",""
"","","15026","","","0","1.2","93","15","",""
"0.2","","15027","","","anger_talk_pain","2","3","15","1",""
"","0","15028","","","vo_alces_1502","vo_alces","21","15","0",""
"0","1","15029","0","0","ソノおばちゃーんっ！！！","2","11","15","10","0.5"
"","0","15030","","","","0","91","15","0",""
"","","15031","","","0.5","0","22","15","",""
"0.2","","15032","","","anger_idle_angerR","2","3","15","1",""
"","","15033","","","1","1.2","93","15","",""
"","","15034","","","se_alces_emotion_quiet","se_alces","23","15","",""
"10","0","15035","0","0","12","3","12","15","1",""
"","","15036","","","0","2.5","93","15","",""
"","","15037","","","se_alces_emotion_notice","se_alces","23","15","",""
"0","0","15038","0","0","10","2","12","15","0.3",""
"0.2","notice_loop_talk2","15039","1","0","notice_in_talk2","2","3","15","0",""
"","","15040","","","0","1.4","93","15","",""
"0.2","","15041","","","talk_normal_normal2","2","3","15","1",""
"","0","15042","","","vo_alces_1503","vo_alces","21","15","0",""
"0","1","15043","0","0","ソノおねーちゃん","2","11","15","10","0.5"
"","0","15044","","","","0","91","15","0",""
"0.2","","15045","","","idle_normal","2","3","15","1",""
"0.2","","15046","","","sit_out_smile","3","3","15","1",""
"","","15047","","","1","0.5","93","15","",""
"0.2","sono_cool_talk","15048","1","0","sono_cool_in","3","3","15","0",""
"0.2","","15049","","","surprise_idle_shy","2","3","15","1",""
"","0","15050","","","vo_alces_1504","vo_alces","21","15","0",""
"0","1","15051","0","0","はい、どうもありがとう。\nこれ、ソノおねーちゃんからの\nお小遣いね♪","3","11","15","10","2.2"
"","0","15052","","","","0","91","15","0",""
"","","15053","","","0.5","0","22","15","",""
"0.2","sono_armcrossed_idle","15054","1","0","sono_armcrossed_in","3","3","15","0",""
"","","15055","","","0","0.5","93","15","",""
"","","15056","","","se_alces_emotion_sweat","se_alces","23","15","",""
"0","0","15057","0","0","2","2","12","15","1.5",""
"0.2","","15058","","","talk_normal_nervous","2","3","15","1",""
"","","15059","","","0","0.8","93","15","",""
"0.2","","15060","","","sono_armcrossed_talk","3","3","15","1",""
"","","15061","","","0","1.7","93","15","",""
"0.2","","15062","","","iroha_idle_Ex0001","2","3","15","1",""
"0.2","","15063","","","sono_armcrossed_idle","3","3","15","1",""
"","","15064","","","0","1","93","15","",""
"","","15065","","","0","0","22","15","",""
"","","15066","","","0","3","93","15","",""
"","0","15067","","","","15066","101","15","0",""
"1.45","150","16001","-160","1","5","5","5","16","103","iroha_idle_dere_glass"
"0","-160","16002","1","","11","11","31","16","150",""
"1.45","150","16003","-160","1","1001","10","5","16","104","empty"
"1.41","1000","16004","-160","1","3","3","5","16","102","sono_walk_scare"
"1.41","300","16005","-160","1","1002","10","5","16","103","empty"
"","","16006","","","130","3","13","16","110",""
"1.42","-50","16007","-150","0","132211","1","1","16","100","idle_normal"
"1.42","-50","16008","-150","0","1003","10","5","16","101","empty"
"","","16009","","","0","0","91","16","",""
"0.2","iroha_doya_talk_glass","16010","1","0","iroha_doya_in_glass","5","3","16","0",""
"","","16011","","","0","0.5","93","16","",""
"","0","16012","","","vo_alces_1600","vo_alces","21","16","0",""
"0","1","16013","0","0","ねーねー私きれい？\n大人っぽい？\nせくしーだいなまいつ？","5","11","16","10","4.9"
"","0","16014","","","","0","91","16","0",""
"0.2","","16015","","","iroha_doya_idle_glass","5","3","16","1",""
"0.2","","16016","","","surprise_talk","132211","3","16","1",""
"","0","16017","","","vo_alces_1601","vo_alces","21","16","0",""
"0","1","16018","0","0","ど…どうしたのイロハちゃん？\n…あ、もしかしてソノさんと\n入れ替わってる？","132211","11","16","10","0.8"
"","0","16019","","","","0","91","16","0",""
"0.2","","16020","","","surprise_idle","132211","3","16","1",""
"0.2","iroha_cool_talk_glass","16021","1","0","iroha_cool_in_glass","5","3","16","0",""
"","0","16022","","","vo_alces_1602","vo_alces","21","16","0",""
"0","1","16023","0","0","そうよー私はソノよ。\nないすばでぃーでしょ？","5","11","16","10","1.6"
"","0","16024","","","","0","91","16","0",""
"","","16025","","","0.5","0","22","16","",""
"","4","16026","0","","300","3","2","16","-160",""
"0.2","sono_armcrossed_idle","16027","1","0.2","sono_walk_scare","3","3","16","0",""
"0.2","iroha_armcrossed_talk_glass","16028","1","0","iroha_armcrossed_in_glass","5","3","16","0",""
"","","16029","","","0","0.5","93","16","",""
"0.2","surprise2_idle","16030","1","0","surprise2_in","132211","3","16","0",""
"","0","16031","","","vo_alces_1603","vo_alces","21","16","0",""
