af43e634a3bd961dab70dcca384c923e12df6b6f63708e341017793c7dd6f8df,38fd54451955d0ff0e8b2fbef67c1fee943543411b0757082913dc936eafccc2,764428bafe174b00e853fea7be103e7b50672bf864248ff1c5b1f9e90d4209db,6bfb3cc98b7697cbe9630f03f0f09ee786f77cd24c3f7c37e38582cc8a4b0fd2,63feb1bcae57e0c3ae2587289546373c8c7f2e6bfddcc42bf9509f09b00991b2,f430518e3bdf0b3b9cc5a48b35975e9ea663356ab51be6561faa99167aba2b55,f54773e247e915c213b0df715e15a4cef28e98583b050f0fe3c09b00c02e7454,5a40a66ea5185a1e1096697dc7a5bece4ec529fefabf2134e00f6e5ba3f16d03,55aa01277c8e362f382a6626f937976bd00ec6a766c5d136113ff864a98b1ea4,93e482dd027a02e220a7c6637b9a280a1b9f916fa30b9326147c888c3f1a2aa1,39d2fd12add555adc29a2424ab823c3a9525f4c1a9f09158f35500ad3885fb03,434441eafad0f567d2ae39a395702674e96a4e75b1ee1b7ea5c3f20db89456fd
"31294","1","11","0","1284132","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","クロエ（ウィンター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31294","クロエ（ウィンター）のメモリーピース"
"31295","1","11","0","3103132","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","チエル（ウィンター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31295","チエル（ウィンター）のメモリーピース"
"31296","1","11","0","43112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","アネモネの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31296","アネモネのメモリーピース"
"31297","1","11","0","4352112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ネフィ＝ネラの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31297","ネフィ＝ネラのメモリーピース"
"31298","1","11","0","6014232","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","マコト（コマンダー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31298","マコト（コマンダー）のメモリーピース"
"31299","1","11","0","381242","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","エリコ（コマンダー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31299","エリコ（コマンダー）のメモリーピース"
"31300","1","11","0","7060012","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ヤマトの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31300","ヤマトのメモリーピース"
"31301","1","11","0","9010012","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ワカナの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31301","ワカナのメモリーピース"
"31302","1","11","0","5252002","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","フブキの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31302","フブキのメモリーピース"
"31307","1","11","0","1174142","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","キョウカ（スプリング）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31307","キョウカ（スプリング）のメモリーピース"
"31308","1","11","0","2222242","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","スズメ（スプリング）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31308","スズメ（スプリング）のメモリーピース"
"31309","1","11","0","1282212","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","クルルの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31309","クルルのメモリーピース"
"31310","1","11","0","6054152","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","マホ（ドリームパーク）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31310","マホ（ドリームパーク）のメモリーピース"
"31311","1","11","0","4300122","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ネア（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31311","ネア（サマー）のメモリーピース"
"31312","1","11","0","6124310","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ミソラ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31312","ミソラ（サマー）のメモリーピース"
"31316","1","11","0","8181122","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","リリ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31316","リリ（サマー）のメモリーピース"
"31317","1","11","0","63122","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","アメス（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31317","アメス（サマー）のメモリーピース"
"31318","1","11","0","5460132","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ホマレ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31318","ホマレ（サマー）のメモリーピース"
"31319","1","11","0","361122","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","エミリア（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31319","エミリア（サマー）のメモリーピース"
"31320","1","11","0","311112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","エキドナ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31320","エキドナ（サマー）のメモリーピース"
"31321","1","11","0","8362122","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","レム（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31321","レム（サマー）のメモリーピース"
"31322","1","11","0","4424152","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ノゾミ（アルケミスト）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31322","ノゾミ（アルケミスト）のメモリーピース"
"31323","1","11","0","8201112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ルイズマリーの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31323","ルイズマリーのメモリーピース"
"31324","1","11","0","184112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","イロハの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31324","イロハのメモリーピース"
"31325","1","11","0","2444112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ソノの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31325","ソノのメモリーピース"
"31328","1","11","0","8001122","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ライラエル（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31328","ライラエル （クリスマス）のメモリーピース"
"31329","1","11","0","104142","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","イオ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31329","イオ（クリスマス）のメモリーピース"
"31330","1","11","0","1283212","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","グレイスの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31330","グレイスのメモリーピース"
"31331","1","11","0","200112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ヴァイオレットの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31331","ヴァイオレットのメモリーピース"
"31332","1","11","0","6441142","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","モニカ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31332","モニカ（ニューイヤー）のメモリーピース"
"31335","1","11","0","2083152","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","サレン（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31335","サレン（ニューイヤー）のメモリーピース"
"31336","1","11","0","6334002","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","メドゥーサの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31336","メドゥーサのメモリーピース"
"31337","1","11","0","8051132","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ラビリスタ（アルファ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31337","ラビリスタ（アルファ）のメモリーピース"
"31338","1","11","0","4343242","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ネネカ（アルファ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31338","ネネカ（アルファ）のメモリーピース"
"31339","1","11","0","1281242","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","クリスティーナ（アルファ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31339","クリスティーナ（アルファ）のメモリーピース"
"31340","1","11","0","5201112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","フィオの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31340","フィオのメモリーピース"
"31343","1","11","0","8092132","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ランファ（儀装束）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31343","ランファ（儀装束）のメモリーピース"
"31344","1","11","0","3110142","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","チカ（儀装束）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31344","チカ（儀装束）のメモリーピース"
"31345","1","11","0","1284222","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","クローチェ（エアリアル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31345","クローチェ（エアリアル）のメモリーピース"
"31346","1","11","0","4152","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","アオイ（パイロット）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31346","アオイ（パイロット）のメモリーピース"
"31347","1","11","0","5402112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ホウオウの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31347","ホウオウのメモリーピース"
"31348","1","11","0","3262142","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ツムギ（ジオ・ゲヘナ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31348","ツムギ（ジオ・ゲヘナ）のメモリーピース"
"31349","1","11","0","1044112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","カノンの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31349","カノンのメモリーピース"
"31350","1","11","0","381322","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","エリス（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31350","エリス（サマー）のメモリーピース"
"31351","1","11","0","2103232","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","シェフィ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31351","シェフィ（サマー）のメモリーピース"
"31352","1","11","0","5283222","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","プレシア（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31352","プレシア（サマー）のメモリーピース"
"31353","1","11","0","1281122","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","クリア（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31353","クリア（サマー）のメモリーピース"
"31354","1","11","0","43122","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","アネモネ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31354","アネモネ（サマー）のメモリーピース"
"31355","1","11","0","1111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","アイラの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31355","アイラのメモリーピース"
"31356","1","11","0","2140112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","シナツの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31356","シナツのメモリーピース"
"31357","1","11","0","5174152","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ヒヨリ（サラサリア）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31357","ヒヨリ（サラサリア）のメモリーピース"
"31358","1","11","0","7211212","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ユキノの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31358","ユキノのメモリーピース"
"31359","1","11","0","2032112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","サツキの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31359","サツキのメモリーピース"
"31360","1","11","0","80112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","アラクネの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31360","アラクネのメモリーピース"
"31361","1","11","0","2012112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","サクラの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31361","サクラのメモリーピース"
"31362","1","11","0","4040012","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ナーナの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31362","ナーナのメモリーピース"
"31363","1","11","0","6124320","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ミソラ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31363","ミソラ（クリスマス）のメモリーピース"
"31364","1","11","0","7201162","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ユイ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31364","ユイ（クリスマス）のメモリーピース"
"31365","1","11","0","2122152","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","シズル（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31365","シズル（ニューイヤー）のメモリーピース"
"31369","1","11","0","8282112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ルルィの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31369","ルルィのメモリーピース"
"31371","1","11","0","4144142","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ニノン（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31371","ニノン（サマー）のメモリーピース"
"31374","1","11","0","1022152","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","カスミ（シスター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31374","カスミ（シスター）のメモリーピース"
"31376","1","11","0","1432172","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","コッコロ（嚮導幼君）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31376","コッコロ（嚮導幼君）のメモリーピース"
"31379","1","11","0","8144142","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","リノ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31379","リノ（ニューイヤー）のメモリーピース"
"31380","1","11","0","200122","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ヴァイオレット（イサナミ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31380","ヴァイオレット（イサナミ）のメモリーピース"
"31381","1","11","0","8001132","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ライラエル（パルフェクト）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31381","ライラエル（パルフェクト）のメモリーピース"
"31382","1","11","0","4352122","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ネフィ＝ネラ（鬼面仏心）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31382","ネフィ＝ネラ（鬼面仏心）のメモリーピース"
"31383","1","11","0","5314162","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ペコリーヌ（アストライア）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31383","ペコリーヌ（アストライア）のメモリーピース"
"31387","1","11","0","9010122","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ワカナ（ウィンター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31387","ワカナ（ウィンター）のメモリーピース"
"31388","1","11","0","2104142","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","シオリ（ウィンター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31388","シオリ（ウィンター）のメモリーピース"
"31389","1","11","0","1283222","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","グレイス（バニー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31389","グレイス（バニー）のメモリーピース"
"31390","1","11","0","1174152","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","キョウカ（ゴシック）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31390","キョウカ（ゴシック）のメモリーピース"
"31391","1","11","0","1170162","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","キャル（覇瞳天星）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31391","キャル（覇瞳天星）のメモリーピース"
"31392","1","11","0","6154112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ミホ（ガルパン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31392","ミホ（ガルパン）のメモリーピース"
"31393","1","11","0","6054212","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","マホ（ガルパン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31393","マホ（ガルパン）のメモリーピース"
"31394","1","11","0","381112","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","エリカ（ガルパン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31394","エリカ（ガルパン）のメモリーピース"
"31395","1","11","0","8181132","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","リリ（ヴァルキュリア）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31395","リリ（ヴァルキュリア）のメモリーピース"
"31396","1","11","0","1281132","2030/08/01 14:59:59","99999","2026/06/22 12:00:00","0","クリア（ヴァルキュリア）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31396","クリア（ヴァルキュリア）のメモリーピース"
"31397","1","11","0","5283232","2030/08/01 14:59:59","99999","2026/06/10 12:00:00","0","プレシア（ヴァルキュリア）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31397","プレシア（ヴァルキュリア）のメモリーピース"
"31398","1","11","0","2103242","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","シェフィ（ヴァードラッヘ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31398","シェフィ（ヴァードラッヘ）のメモリーピース"
"31399","1","11","0","8201122","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ルイズマリー（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31399","ルイズマリー（サマー）のメモリーピース"
"31400","1","11","0","1283332","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","クレジッタ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31400","クレジッタ（サマー）のメモリーピース"
"31401","1","11","0","5252012","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","フブキ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31401","フブキ（サマー）のメモリーピース"
"31801","1","11","0","5174212","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ヒヨリ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31801","ヒヨリ（プリンセス）のメモリーピース"
"31802","1","11","0","7201212","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ユイ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31802","ユイ（プリンセス）のメモリーピース"
"31803","1","11","0","8301212","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","レイ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31803","レイ（プリンセス）のメモリーピース"
"31804","1","11","0","5314212","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ペコリーヌ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31804","ペコリーヌ（プリンセス）のメモリーピース"
"31805","1","11","0","1432212","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","コッコロ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31805","コッコロ（プリンセス）のメモリーピース"
"31806","1","11","0","1170212","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","キャル（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31806","キャル（プリンセス）のメモリーピース"
"31807","1","11","0","5032212","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ハツネ＆シオリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31807","ハツネ＆シオリのメモリーピース"
"31808","1","11","0","6124212","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ミソギ＆ミミ＆キョウカの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31808","ミソギ＆ミミ＆キョウカのメモリーピース"
"31809","1","11","0","11212","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","アキノ＆サレンの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31809","アキノ＆サレンのメモリーピース"
"31810","1","11","0","94212","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","アン＆グレアの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31810","アン＆グレアのメモリーピース"
"31810","1","11","0","2122212","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","シズル＆リノの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31811","シズル＆リノのメモリーピース"
"31812","1","11","0","2103312","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","シェフィ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","31812","シェフィ（プリンセス）のメモリーピース"
"32001","1","18","0","5174111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ヒヨリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32001","ヒヨリのピュアメモリーピース"
"32002","1","18","0","7201111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ユイの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32002","ユイのピュアメモリーピース"
"32003","1","18","0","8301111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","レイの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32003","レイのピュアメモリーピース"
"32004","1","18","0","6124111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ミソギの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32004","ミソギのピュアメモリーピース"
"32005","1","18","0","6032111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","マツリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32005","マツリのピュアメモリーピース"
"32006","1","18","0","10111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","アカリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32006","アカリのピュアメモリーピース"
"32007","1","18","0","6170111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ミヤコの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32007","ミヤコのピュアメモリーピース"
"32008","1","18","0","7211111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ユキの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32008","ユキのピュアメモリーピース"
"32009","1","18","0","94311","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","アンナの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32009","アンナのピュアメモリーピース"
"32010","1","18","0","6054111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","マホの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32010","マホのピュアメモリーピース"
"32011","1","18","0","8144111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","リノの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32011","リノのピュアメモリーピース"
"32012","1","18","0","5032111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ハツネの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32012","ハツネのピュアメモリーピース"
"32013","1","18","0","4040111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ナナカの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32013","ナナカのピュアメモリーピース"
"32013","1","18","0","1022111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","カスミの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32014","カスミのピュアメモリーピース"
"32015","1","18","0","6120211","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ミサトの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32015","ミサトのピュアメモリーピース"
"32016","1","18","0","2222111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","スズナの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32016","スズナのピュアメモリーピース"
"32017","1","18","0","1004111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","カオリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32017","カオリのピュアメモリーピース"
"32018","1","18","0","104111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","イオの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32018","イオのピュアメモリーピース"
"32020","1","18","0","6161111","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","ミミの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","32020","ミミのピュアメモリーピース"
