7005196eea059ea1ca5eac2c245d8afdd8c03d4d0eb2a57d21cc7ea3f7dee788,53a1a45183095beb17d593d2451863ecd756306c5158e49e46bc7790ca7dad02,a39f3e747e55f4d7eedbe004b5629e753d4a1e88eebbccbe33f3d3c0f881f41c,db80b70ec4dbc09613c3e20a54590327a34fdfbddfead5f6060c34bab8af7542,fb7413c4c7366e5c2d32fb0aac00a17953cb449557577560d148f2787ae14908,89da36de2ba6662b84bca2392421e0b922146405ab80fde93ad69766aad84f9b,ac6932e94ec109014c2213ab453ce071e07388e77002882984509970f4896fe5,409fb9bfd5595e37bfce29d040734659471f8129a9707ee6174a32debcd5c5f7,56ec2149fbc553ab186b1c0f4bc4b4e5226bfc492cc1f9ac47846b731519f1c4,75d71f4b0116b8e31b97a8b321463ff9a40d14070ac2765aaabd1170300564ea,b12dad971c1696ec923af37b18351d5e7020f4ee18d6ba8051aef77b1cbc2e94,64fed9848b8a19e1ab36df5661ec5a7d003b3e90413a878380358e22b3f61631
"物理攻撃ダウン90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","15840000000000","300709","300709"
"魔法攻撃ダウン90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","13320000000000","300710","300710"
"物理攻撃アップ90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","11160000000000","300711","300711"
"魔法攻撃アップ90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","9720000000000","300712","300712"
"物理防御ダウン90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","7560000000000","300713","300713"
"毎秒ＴＰアップ90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、味方のＴＰが毎秒アップ","0","5040000000000","300714","300714"
"スタン15秒","54000","1","3007","1","3","-1","バトル開始から15秒間、敵がスタン状態になる","0","3960000000000","300715","300715"
"毎秒ＨＰ回復90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、味方のＨＰが毎秒回復","0","2880000000000","300716","300716"
"物理攻撃ダウン90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","1440000000000","300717","300717"
"魔法攻撃ダウン90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","360000000000","300718","300718"
