2125a0f6276917740dfbb5d1fb33c8718d247d22923d4bf39e2da01d46cd6039,973f28e6268f0367c973f8f79308989309882bd5d9b680bf350f95ac607fdf33,91fc72fb7516c14fd9164cd15588198214a2a9b0e71f141847bbfa344af815bb,dac44974619a1e31febc2acf8404fe588dd297e3b33bff62a8e7437adc168ade,aa571b6b8e11165f0aaa0dd0b9b9d2a5046aea3962e853f84853caf13e6c9fa6,52b35f0377d8d368e97df2aa38fb13e65ba0bdb39928a5c51bbe35d8f5a0face
"ミヤコなの！　プリンをよこすの。","3","ミヤコ","10077","1","1007702"
"むてきなの！　プリンをよこすの。","3","むてき","10077","1","1007703"
"【トゥインクルウィッシュ】の人助け大好き格闘少女。","1","ヒヨリ","20001","1","2000100"
"ヒヨリの口癖で、座右の銘。","3","ほっとけないよ","20001","1","2000101"
"【トゥインクルウィッシュ】の一途な純情ヒーラー。","1","ユイ","20002","1","2000200"
"全てを癒すユイの得意技。","3","ヒールオール","20002","1","2000201"
"まわりからは意外だと思われているらしい。","3","マコトのおさななじみ","20002","1","2000202"
"【トゥインクルウィッシュ】のクールな剣士。釣りが趣味でもある。","1","レイ","20003","1","2000300"
"レイの隠れた特技。","3","じょうば","20003","1","2000301"
"【リトルリリカル】のいたずら担当。３人のなかでもムードメーカーである。","1","ミソギ","20004","1","2000400"
"いたずらスキルにおいて右に出る者はいないといわれるほどのいたずらの達人。","3","いたずらっこ","20004","1","2000401"
"【王宮騎士団（ＮＩＧＨＴＭAＲＥ）】所属。ヒーローに憧れる少女。","1","マツリ","20005","1","2000500"
"正義を愛する熱いハートは誰にも負けないッス！","3","ヒーローみならい","20005","1","2000501"
"【悪魔偽王国軍（ディアボロス）】の双子で、おしゃまな妹。","1","アカリ","20006","1","2000600"
"そっくりだけど性格は正反対？","3","ヨリのいもうと","20006","1","2000601"
"文字通り、その可愛さで人を惑わす。","3","こあくま","20006","1","2000602"
"【悪魔偽王国軍（ディアボロス）】のプリン大好き幽霊。","1","ミヤコ","20007","1","2000700"
"浮遊や壁のすり抜けなどが可能だが、やることはプリンの盗み食いくらいである。","3","ゆうれい","20007","1","2000701"
"なの！","3","プリンだいすき","20007","1","2000702"
"【ヴァイスフリューゲル　ランドソル支部】の美しさ担当。","1","ユキ","20008","1","2000800"
"罪だね。","3","うつくしいボク","20008","1","2000801"
"ボクが美しすぎるのが悪いのかな？","3","ナルシスト","20008","1","2000802"
"【トワイライトキャラバン】メンバーにして熾炎戦鬼煉獄血盟暗黒団団長。暗黒騎士にして終焉戦争を終わらせし旧世界の英雄。","1","アンナ","20009","1","2000900"
"またの名を！","3","しっぷうのヘカーテ","20009","1","2000901"
"思春期なのでそっとしておいてあげて。","3","ちゅうにびょう","20009","1","2000902"
"【自警団（カォン）】の頼れるはんなりギルドマスター。","1","マホ","20010","1","2001000"
"いずこかの地にあるという謎の国、マホマホ王国…マホはそこのお姫様である。","3","おひめさま","20010","1","2001001"
"杖をくるくるまわすかわいらしい動作から繰り出される魔法の威力は侮れない…","3","くるりんぱ","20010","1","2001002"
"【ラビリンス】所属の自称妹。がんばりやの受験生。","1","リノ","20011","1","2001100"
"妹だ。たとえ自称でも妹なのである。","3","いもうと","20011","1","2001101"
"あほでもいい。健やかに生きて欲しい。","3","あほのこ","20011","1","2001102"
"【フォレスティエ】の眠れるサイキック少女。","1","ハツネ","20012","1","2001200"
"ちょうのうりょくのことはひみつだよ。","3","ちょうのうりょくしょうじょ","20012","1","2001201"
"あと５分だけ……","3","スヤスヤ","20012","1","2001202"
"シオリンだーいすき！","3","シオリンのあね","20012","1","2001203"
"【トワイライトキャラバン】のぐうかわサイツヨ魔法少女。","1","ナナカ","20013","1","2001300"
"魔法を使う少女。何歳まで魔法少女を名乗れるのかは識者の間でも見解が分かれる。","3","まほうしょうじょ","20013","1","2001301"
"最高にかわいいの意。","3","サイカワ","20013","1","2001302"
"【自警団（カォン）】の頭脳派美少女名探偵。","1","カスミ","20014","1","2001400"
"解いた謎は数えきれない。事件が名探偵を呼び寄せるのか…","3","めいたんてい","20014","1","2001401"
"真実を追い求める気高き職業。探偵には助手がつき物である。","3","たんてい","20014","1","2001402"
"【フォレスティエ】のギルドマスター。母性が溢れに溢れているお姉さん。","1","ミサト","20015","1","2001500"
"魔物すら保育してしまう。","3","ほいくえんのせんせい","20015","1","2001501"
"【ルーセント学院】の勉強が苦手な、天真爛漫ギャル。九九はできるようになった…？","1","スズナ","20016","1","2001600"
"カリスマ性に満ち溢れたモデル。","3","カリスマモデル","20016","1","2001601"
"イケてる女の子。","3","ギャル","20016","1","2001602"
"【自警団（カォン）】所属の歌と踊りを愛する南国少女。","1","カオリ","20017","1","2001700"
"琉球犬ナックルアロー！","3","りゅうきゅうからて","20017","1","2001701"
"カオリの故郷の挨拶。はいた～い！","3","ハイタ～イ","20017","1","2001702"
"【ルーセント学院】のセクシーな新米教師。","1","イオ","20018","1","2001800"
"新米だけど、生徒に寄り添ういい先生。","3","しんまいきょうし","20018","1","2001801"
"スズナがイオを呼ぶ際の呼称。イオちゃんの意味。","3","ちゃんイオ","20018","1","2001802"
"【リトルリリカル】の甘えん坊担当。るんたった～るんたっ\nた～♪","1","ミミ","20019","1","2001900"
"ぴょんぴょ～ん♪","3","うさぎさんだいすき","20019","1","2001901"
"【サレンディア救護院】の泣き虫でも、臆病でも、勇気を出してがんばる女の子。","1","クルミ","20020","1","2002000"
"ちいさくても名女優。","3","めいじょゆう","20020","1","2002001"
"【悪魔偽王国軍（ディアボロス）】の双子で、姉のツンデレ\nシャイガール。","1","ヨリ","20021","1","2002100"
"顔は似てても性格は異なる。","3","ふたごのあね","20021","1","2002101"
"照れの裏返しで、つい強めのことを…","3","シャイ","20021","1","2002102"
"華麗なる指さばき。","3","てんさいゲーマー","20021","1","2002103"
"【サレンディア救護院】所属。おとなしそうに見えて彼女が振るうぷうきちは意外と強烈。","1","アヤネ","20022","1","2002200"
"ぷうきちといつも一緒の一心同体。","3","ぷうきちのパートナー","20022","1","2002201"
"【サレンディア救護院】の愛すべきドジっ子ご奉仕メイド。","1","スズメ","20023","1","2002300"
"ご主人様に心よりお仕えしちゃいます。","3","メイド","20023","1","2002301"
"いろいろ壊して大変。","3","おっちょこちょい","20023","1","2002302"
"【牧場（エリザベスパーク）】に派遣されている護衛。サボっているわけではない。スローライフを満喫しているだけであ\nる。","1","リン","20024","1","2002400"
"だらけていても、やるときはやる…たぶん…きっと…","3","ぐうたら","20024","1","2002401"
"【トワイライトキャラバン】メンバー。愛が重い。とても、重い。","1","エリコ","20025","1","2002500"
"エリコの通り名。愛のためならいろいろなものを破壊する。","3","デストロイヤー","20025","1","2002501"
"【サレンディア救護院】の頼れるギルドマスター。元王宮騎士団副団長でもある。","1","サレン","20026","1","2002600"
"ママと呼ばれるような年齢ではなくとも、子どもがいなくて\nも、ママはママ。","3","ママ","20026","1","2002601"
"【カルミナ】不動のセンター。トップ・オブ・アイドル。","1","ノゾミ","20027","1","2002700"
"お忍びで行動するのが大変。","3","だいにんきアイドル","20027","1","2002701"
"【ヴァイスフリューゲル　ランドソル支部】のトーゴクかぶれの戦士。天下統一デス！","1","ニノン","20028","1","2002800"
"トーゴクの文化が大好きだが、間違って覚えていることも多\nい。","3","トーゴクかぶれ","20028","1","2002801"
"愛読書は『BUSHIDO』デース！","3","えせニンジャ","20028","1","2002802"
"【悪魔偽王国軍（ディアボロス）】所属の占い師。ドクロは実は父親。","1","シノブ","20029","1","2002900"
"当たるも八卦、当たらぬも八卦。","3","うらないし","20029","1","2002901"
"【メルクリウス財団】を立ち上げたギルドマスター。彼女の商いは世界を変える。","1","アキノ","20030","1","2003000"
"商才溢れるお嬢様。","3","ごれいじょう","20030","1","2003001"
"【牧場（エリザベスパーク）】のマスター。個性豊かなギルドメンバーを温かく束ねるお姉さん。","1","マヒル","20031","1","2003100"
"牧場の経営はお任せだべ。","3","ぼくじょうぬし","20031","1","2003101"
"それは、高く険しい。","3","おわらいのみち","20031","1","2003102"
"【メルクリウス財団】財務担当の敏腕お姉さん。…普段は。","1","ユカリ","20032","1","2003200"
"ユカリのような大人のこと。","3","のんべえ","20032","1","2003201"
"【リトルリリカル】最年少だが、勉強熱心で頭がとても良い。ニンジンやピーマンが苦手。","1","キョウカ","20033","1","2003300"
"リトルリリカルの中でも一番の真面目でしっかり者。","3","ゆうとうせい","20033","1","2003301"
"【王宮騎士団（ＮＩＧＨＴＭAＲＥ）】団員。団長の懐刀？","1","トモ","20034","1","2003400"
"トモの家に伝わる神速の剣技。奥義は阿修羅。","3","ミクマりゅう","20034","1","2003401"
"【牧場（エリザベスパーク）】のメンバー。病弱ながらもひたむきにがんばる少女。","1","シオリ","20035","1","2003500"
"お姉ちゃんが大好き。","3","ハツネちゃんのいもうと","20035","1","2003501"
"【フォレスティエ】のぼっちアーチャー。植物とお話しはできるがそれはそれとしてぼっち。","1","アオイ","20036","1","2003600"
"ぼっち。咳をしてもぼっち。","3","ぼっち","20036","1","2003601"
"バイバイぼっちできる日は近い！！　…はず。","3","ビービーだんのメンバー","20036","1","2003602"
"【カルミナ】メンバー。精霊を友とする風の唱喚歌姫。","1","チカ","20037","1","2003700"
"唱喚術師。歌により精霊を呼び出す幻の秘術を使う。字の間違いに注意。","3","しょうかんじゅつし","20037","1","2003701"
"その歌はあらゆる者を魅了する。","3","うたひめ","20037","1","2003702"
"【自警団（カォン）】の突撃隊長。面倒見のいい獣人族の\n少女。","1","マコト","20038","1","2003800"
"まわりからは意外だと思われているらしい。","3","ユイのおさななじみ","20038","1","2003801"
"【悪魔偽王国軍（ディアボロス）】マスターであり、伝説の吸血鬼。世界征服のため今日もがんばる。","1","イリヤ","20039","1","2003900"
"血を吸う生き物。恐ろしい化け物のはずだが、なぜか弱点は多いらしい。","3","バンパイア","20039","1","2003901"
"かつてランドソル中を恐怖のるつぼにたたき落としたといわれる。","3","でんせつのバンパイア","20039","1","2003902"
"夜を統べているらしい。","3","よをすべるもの","20039","1","2003903"
"【ヴァイスフリューゲル　ランドソル支部】の妄想担当。","1","クウカ","20040","1","2004000"
"淑女の嗜み…？","3","ドえむ","20040","1","2004001"
"【メルクリウス財団】所属のタイヤキ屋。しかしてその正体は…にゃっ！にゃにゃっ！","1","タマキ","20041","1","2004100"
"猫のような姿をした女の子。","3","ネコむすめ","20041","1","2004101"
"ランドソルを騒がす謎の義賊。その正体は謎に包まれている。","3","ファントムキャッツ","20041","1","2004102"
"【王宮騎士団（ＮＩＧＨＴＭAＲＥ）】団長。仮面の下は、誰も知らない知られちゃいけない。","1","ジュン","20042","1","2004200"
"とっても強い団長だ。","3","だんちょう","20042","1","2004201"
"【メルクリウス財団】所属のバイト戦士。実はドラゴンスレイヤー。","1","ミフユ","20043","1","2004300"
"手取り足取り教えてくれるぞ。もちろん有償だぞ。","3","ししょう","20043","1","2004301"
"徹底して効率にこだわる人のこと。ゲームのプレイスタイルの一つ。","3","こうりつちゅう","20043","1","2004302"
"【ラビリンス】所属の自称お姉ちゃん。お姉ちゃんにまかせなさい。","1","シズル","20044","1","2004400"
"おねえちゃんだよ！！","3","おねえちゃんだよ","20044","1","2004401"
"【ルーセント学院】の生徒。大人のレディにして、罪な女らしい。","1","ミサキ","20045","1","2004500"
"おとなのレディっていったらおとなのレディ！","3","おとなのレディ","20045","1","2004501"
"【トワイライトキャラバン】所属の危険な科学者。実験に\n夢中。","1","ミツキ","20046","1","2004600"
"実験の犠牲になった者、数知れず。","3","マッドサイエンティスト","20046","1","2004601"
"隻眼の悪魔。近づかぬが吉。","3","ワンアイドデビル","20046","1","2004602"
"【牧場（エリザベスパーク）】のリマ。実はギルドメンバーで一番の乙女ハートの持ち主。","1","リマ","20047","1","2004700"
"魅惑の毛並。","3","もふもふ","20047","1","2004701"
"【ヴァイスフリューゲル　ランドソル支部】のギルドマスターで軍人。いつもメンバーにふりまわされる苦労人の白翼の指揮官。","1","モニカ","20048","1","2004800"
"こ、子どもではない！","3","おこちゃま","20048","1","2004801"
"【カルミナ】メンバーで本職はテーラー。華麗な糸さばきでいろいろなものを縛り上げる。","1","ツムギ","20049","1","2004900"
"裁縫はお任せ。","3","テーラー","20049","1","2004901"
"悪い虫を近づけさせない。","3","レイさまファンクラブ","20049","1","2004902"
"【ヴァイスフリューゲル　ランドソル支部】の隠密担当。どこにでもいて、どこにもいない。","1","アユミ","20050","1","2005000"
"そんな名前じゃないですよ～！","3","モブ","20050","1","2005001"
"【トワイライトキャラバン】ギルドマスター。気っ風のいい釣り人。剣の腕もすごい。","1","ルカ","20051","1","2005100"
"魔物も姉御と慕っている。","3","あねご","20051","1","2005101"
"蒼空の騎空士、を目指す女の子。","1","ジータ","20052","1","2005200"
"空を巡る者達のこと。もっとも自由でもっとも危険な職業と言われる。","3","きくうし","20052","1","2005201"
"【美食殿】ギルドマスター。何でもおいしく食べてしまう。やばいですね☆","1","ペコリーヌ","20053","1","2005300"
"食べるのが大好きだ。","3","くいしんぼう","20053","1","2005301"
"装備すると大幅にパワーアップするが、お腹が減ってしまうらしい。","3","おうけのそうび","20053","1","2005302"
"やばいですね☆","3","やばいですね","20053","1","2005303"
"アストライア王家の王女。","3","プリンセス","20053","1","2005304"
"【美食殿】所属のエルフの少女。主さまファースト。","1","コッコロ","20054","1","2005400"
"女神アメスの神託を受けた導き手。","3","ガイドやく","20054","1","2005401"
"神に仕える女性のこと。","3","みこ","20054","1","2005402"
"なりゆきで【美食殿】に所属している謎のネコミミ少女。ヤバイわよ！","1","キャル","20055","1","2005500"
"は？　意味わかんないんだけど！","3","ツンデレ","20055","1","2005501"
"ヤバイわよ！","3","ヤバイわよ","20055","1","2005502"
"世界を敵に回して戦う自称・大罪人。天楼覇断剣はすべてを断ち切る！","1","ムイミ","20056","1","2005600"
"アタシはノウェムだ！","3","ノウェム","20056","1","2005601"
"いつか必ず森番になると誓うエルフの少女。","1","アリサ","20057","1","2005700"
"エルフの女性。","3","エルフのおんな","20057","1","2005701"
"森の守護者として一人前になるべく、日々修行に打ち込んでいる。","3","もりばんみならい","20057","1","2005702"
"七冠（セブンクラウンズ）の一人。千変万化の変貌大妃。","1","ネネカ","20058","1","2005800"
"ネネカの二つ名。変貌大妃。","3","メタモルレグナント","20058","1","2005801"
"もう一人の私。","3","ぶんしんたい","20058","1","2005802"
"【王宮騎士団（ＮＩＧＨＴＭAＲＥ）】副団長にして、七冠\n（セブンクラウンズ）の一人。かなりの享楽主義者。","1","クリスティーナ","20059","1","2005900"
"クリスティーナの二つ名。誓約女君。","3","レジーナゲッシュ","20059","1","2005901"
"別名、問題児。","3","ふくだんちょう","20059","1","2005902"
"【ドラゴンズネスト】所属のドラゴン族。可愛い顔して意外と毒舌。","1","イノリ","20060","1","2006000"
"イノリの得意技。","3","ドラゴンブレス","20060","1","2006001"
"【ドラゴンズネスト】の幹部であるあたしにひれ伏すですよ！","3","かんぶ","20060","1","2006002"
"【ドラゴンズネスト】所属のドラゴン族の喧嘩屋。","1","カヤ","20061","1","2006100"
"喧嘩上等。","3","のうきんケンカバカ","20061","1","2006101"
"【ドラゴンズネスト】の謎多きギルドマスター。ボス。","1","ホマレ","20062","1","2006200"
"親分、首領の意味。","3","ギャングのボス","20062","1","2006201"
"【聖テレサ女学院（なかよし部）】メンバー。ガチめのバイブスの持ち主。","1","クロエ","20063","1","2006300"
"別に怒っていたり機嫌が悪いわけではないらしい。","3","ダウナー","20063","1","2006301"
"テレ女のやべーやつ。すなわち、クロエのこと。","3","テレじょのやべーやつ","20063","1","2006302"
"【聖テレサ女学院（なかよし部）】のちぇる～ん☆担当。","1","チエル","20064","1","2006400"
"ちぇるりれれろりろりろ。","3","れちぇるちぇぽぱぴ","20064","1","2006401"
"テレ女のやべーやつ。すなわち、チエルのこと。","3","テレじょのやべーやつ","20064","1","2006402"
"【ユニちゃんズ】のギルドマスター。天才とは孤独なものである。","1","ユニ","20065","1","2006500"
"象牙の塔にひきこもり、日々勉学に勤しんでいる。","3","ひきこもり","20065","1","2006501"
"テレ女のやべーやつ。すなわち、ユニのこと。","3","テレじょのやべーやつ","20065","1","2006502"
"人に代わり労働を行う機械。人型はロマン。","1","ロボット","10078","2","3007800"
"魔法で駆動する機械。人を助けたり、戦うこともできる。","2","メカ","10078","2","3007801"
"歯車等の組み合わせで複雑な動きが出来る仕組み。","2","からくり","10078","2","3007802"
"なかよし部の粋を集めたサイキョウのロボット。","3","なかよしえっくす","10078","2","3007803"
"不細工ポンコツ丸とは聞き捨てならんな…大概にしたまえ。","3","ユニのりきさく","10078","2","3007804"
"じめじめしたところに生える。植物ではなく菌糸類。","1","きのこ","10079","2","3007900"
"その多くは鮮やかな色をしており、食べると脳や体に支障をきたす。","1","どくきのこ","10079","2","3007901"
"ピザやパスタに合うおいしいきのこ。","2","マッシュルーム","10079","2","3007902"
"歩くきのこ。ペコリーヌ曰く、煮込むと意外とおいしいらし\nい。","3","ベニタケ","10079","2","3007903"
"百獣の王ともいわれるネコ科の大型肉食獣。","1","ライオン","10080","2","3008000"
"ライオンの別称。とある国では守護動物とされていた。","1","しし","10080","2","3008001"
"立派なたてがみを持つ最強の獣。","2","ひゃくじゅうのおう","10080","2","3008002"
"馬や雄のライオンの首周りに生えている毛。","2","たてがみ","10080","2","3008003"
"全身を毛におおわれ、四足で歩く哺乳類。","2","けもの","10080","2","3008004"
"獅子座の魔星獣。刃向かうものは灼熱の咆哮で焼き尽くす。","3","オルレオン","10080","2","3008005"
"色のついた芯を木で覆った筆記用具。","1","えんぴつ","10081","2","3008100"
"赤い色の鉛筆。テストの丸つけといえばこれ。","1","あかえんぴつ","10081","2","3008101"
"先が尖っていて、細かいものを書くのに適している。","2","ペンシル","10081","2","3008102"
"鉛筆、消しゴムなど、机まわりの道具の総称。","2","ひっきようぐ","10081","2","3008103"
"クロエお気に入りの棒状に尖った武器。","3","キラーペンシル","10081","2","3008104"
"自らエネルギーを作り出す、熱と光を放つ星。","1","たいよう","10082","2","3008200"
"太陽を親しんで呼ぶときの呼称。","1","おひさま","10082","2","3008201"
"太陽が発している光のこと。","2","にっこう","10082","2","3008202"
"空に雲が少なく、太陽が出ていて、あたたかい日。","2","はれのひ","10082","2","3008203"
"魔法の浮力で空を飛ぶ風船の乗り物。","1","ひこうてい","10083","2","3008300"
"人や物を載せて水上を進む乗り物。","2","ふね","10083","2","3008301"
"風船などで機体を浮かせ、動力や舵をつけた空を飛ぶ船。","2","エアシップ","10083","2","3008302"
"飛行できる乗り物に乗って空を移動すること。","2","そらのたび","10083","2","3008303"
"モニカ提督が指揮する（予定の）飛空艇艦隊。","3","モニカのかんたい","10083","2","3008304"
"茎にとげがある、美しい赤い花。","1","バラ","10084","2","3008400"
"人里近くに多い、とげのある低木の総称。","1","いばら","10084","2","3008401"
"植物の繁殖用の器官。きれいなものが多い。","1","はな","10084","2","3008402"
"バラの花の別称。色の名前を指すときにも使われる。","2","ローズ","10084","2","3008403"
"小さく握ったご飯の上に魚などをのせたトーゴク料理。","1","すし","10085","2","3008500"
"一口大の酢飯に新鮮な魚介の切り身を乗せたごちそう。","1","にぎりずし","10085","2","3008501"
"赤身のおいしい魚。","1","マグロ","10085","2","3008502"
"捕獲するのが一苦労なトゥンヌスを贅沢に使ったにぎりずし。","3","トゥンヌスのにぎり","10085","2","3008503"
"オーマでとれるのは最高級の魚、トゥンヌス。","3","オーマのびしょく","10085","2","3008504"
"自分の姿をうつすふしぎなどうぐ。","1","かがみ","10086","2","3008600"
"光を反射させることができるどうぐ。","2","ミラー","10086","2","3008601"
"身だしなみを整えるためにつかうどうぐ。","2","エチケットアイテム","10086","2","3008602"
"ああ、ボクは今日も美しいね！","3","ユキのあいようひん","10086","2","3008603"
"女王や姫が頭頂部に着用する豪華な装飾品。","1","ティアラ","10087","2","3008700"
"王族などが身に着ける豪華なかぶりもの。","1","かんむり","10087","2","3008701"
"主に飾り付けるため身に着けるもの。","2","そうしょくひん","10087","2","3008702"
"装飾品。オシャレするならマストアイテム。","2","アクセサリー","10087","2","3008703"
"実は強大な力を秘めた王家の装備の一部。","3","ペコリーヌのティアラ","10087","2","3008704"
"装備すると大幅にパワーアップするが、お腹が減ってしまうらしい。","3","おうけのそうび","10087","2","3008705"
"肉や野菜をダシでじっくり煮込んだ熱々の料理。","1","おでん","10088","2","3008800"
"肉や野菜を煮込んだ料理。","1","にもの","10088","2","3008801"
"食べ物などを煮るための調理器具。","1","なべ","10088","2","3008802"
"ラースドラゴンの尻尾のダシで煮込んだ至高のおでん。","3","ドラゴンテイルおでん","10088","2","3008803"
"魔法の力で光を発するどうぐ。","1","でんきゅう","10089","2","3008900"
"暗闇を照らす光。","1","あかり","10089","2","3008901"
"熱による放射を利用して発光するガラスの球。","2","はくねつきゅう","10089","2","3008902"
"小さめの電球のこと。","2","まめでんきゅう","10089","2","3008903"
"光がまたたく様をあらわす擬音。","2","ピカピカ","10089","2","3008904"
"真実導く閃きの力。名探偵にかかればどんな難事件も解決！","3","カスミのひらめき","10089","2","3008905"
"空に浮かぶ、水滴や氷の粒のかたまり。雨や雷の生みの親。","1","くも","10090","2","3009000"
"夏の空でよく見られるもくもくと盛り上がった大きな雲。","2","にゅうどうぐも","10090","2","3009001"
"雲がかかり太陽が見えない天気。","2","どんてん","10090","2","3009002"
"口にいれるとシュワっと溶ける、白くてふわふわな甘いおか\nし。","2","わたあめ","10090","2","3009003"
"雷雲を従え、無邪気に暴れるカミナリ娘。","3","ライライ","10090","2","3009004"
"木を切ったりできるどうぐ。武器にもなる。","1","おの","10091","2","3009100"
"石でできた斧。武器や農工具として使われる。","1","いしおの","10091","2","3009101"
"柄の先に厚くて重い刃のついた武器。","2","アックス","10091","2","3009102"
"熟練のゴブリン戦士が持つ武器。","3","ゴブリングレートのえもの","10091","2","3009103"
"自然に湧き上がるお湯でつくったお風呂。よくあたたまろう。","1","おんせん","10092","2","3009200"
"岩の間にお湯をためてつくったお風呂。","1","いわぶろ","10092","2","3009201"
"野外や屋外に設置された屋根のないお風呂。","1","ろてんぶろ","10092","2","3009202"
"体の疲れや不調に効く有名な温泉。","2","めいとう","10092","2","3009203"
"牧場に湧き出た天然温泉の施設。入浴して疲れを癒そう。","3","クリスティーナリゾートスパ","10092","2","3009204"
"快眠の必需品。","1","まくら","10093","2","3009300"
"抱くようにして使用する大型のまくら。","1","だきまくら","10093","2","3009301"
"ふとん、まくら、寝間着など、寝るときに使うものの総称。","2","しんぐ","10093","2","3009302"
"「枕」の英語読み。","2","ピロー","10093","2","3009303"
"シオリからのプレゼント。本当はいつでもどこでも持ち歩きたい。","3","ハツネのたからもの","10093","2","3009304"
"絵や写真がのっている楽しい読みもの。","1","ざっし","10094","2","3009400"
"インタビューやエンタメ等色々なものが盛り込まれた読み物。","2","マガジン","10094","2","3009401"
"ファッションに関する記事が載った雑誌。","2","ファッションし","10094","2","3009402"
"ランドソルで性別年代を問わず大人気。","3","スズナのしゃしんしゅう","10094","2","3009403"
"叩いて音を出す楽器。ドンドコドン！","1","たいこ","10095","2","3009500"
"叩くと高い音が出る小型の太鼓。","1","こだいこ","10095","2","3009501"
"太鼓やシンバル等の打楽器を一人の奏者で演奏可能にした物。","2","ドラム","10095","2","3009502"
"底面の膜に金属線が張られている小型の太鼓。","2","スネアドラム","10095","2","3009503"
"打つ、こする、振るなどして音を出す楽器の総称。","2","だがっき","10095","2","3009504"
"夜空に見える星を線でつないで様々な事物に見立てた物。","1","せいざ","10096","2","3009600"
"宇宙に存在する星々の総称。地球も月も太陽も。","1","てんたい","10096","2","3009601"
"様々な星やガス状の物質、宇宙の塵等が集まった巨大な天体。","1","ぎんが","10096","2","3009602"
"太陽が沈み、月や星が見えるくらい暗くなった空。","2","よぞら","10096","2","3009603"
"夜空を彩る主役たち。","2","ほしのかがやき","10096","2","3009604"
"あの星座…おにぎりに見えませんか？やばいですね☆","3","おにぎりざ","10096","2","3009605"
"あまくてすっぱい夏の野菜。実はナスの仲間。","1","トマト","10097","2","3009700"
"一口サイズのトマト。黄色の種類もある。","1","プチトマト","10097","2","3009701"
"「蕃茄」トマトの別名。","2","ばんか","10097","2","3009702"
"トマトなどを煮詰めて味をつけた調味料。","2","ケチャップ","10097","2","3009703"
"草が生い茂る広い空き地。","1","はらっぱ","10098","2","3009800"
"木がほとんどなく、花や草に覆われた大地。","1","そうげん","10098","2","3009801"
"草などが生えた広い平地。","1","のはら","10098","2","3009802"
"雨上がりの空でたまに見られる、太陽光の反射でできる奇跡。","1","にじ","10099","2","3009900"
"虹の別称。虹の七色のことでもある。","1","レインボー","10099","2","3009901"
"虹にみられる七種の色。赤橙黄緑青藍紫で構成される。","1","なないろ","10099","2","3009902"
"空に向かって伸びるように現れた虹。","2","そらにかかるはし","10099","2","3009903"
"雨が止んでから少しの間のこと。","2","あめあがり","10099","2","3009904"
"氷を砕いて蜜をかけた、雪によく似た夏のおかし。","1","かきごおり","10100","2","3010000"
"真っ青でさわやかな海のような、かき氷などにかける蜜。","1","ブルーハワイ","10100","2","3010001"
"アイスクリームや果物等をカラフルにのせた豪華なかき氷。","2","フラッペ","10100","2","3010002"
"夏の感じを表す物事。スイカの他に海や花火など。","2","なつのふうぶつし","10100","2","3010003"
"美しい羽でひらひらと舞う、妖精みたいな虫。","1","ちょうちょ","10101","2","3010100"
"大型で美しい蝶の一種。多くは後翅に長い突起を持つ。","1","アゲハ","10101","2","3010101"
"大きな黒い羽で舞う美しい蝶。","1","クロアゲハ","10101","2","3010102"
"人や獣、鳥や魚以外の小動物の総称。大抵のものは数が多い。","2","むし","10101","2","3010103"
"昆虫網に分類される、足が六本ある節足動物の総称。","2","こんちゅう","10101","2","3010104"
"蝶の別称。又は泳ぐ姿が蝶に似ている泳ぎ方。","2","バタフライ","10101","2","3010105"
"空高くそびえ立つ建物。","1","とう","10102","2","3010200"
"「とう」の英語読み。","2","タワー","10102","2","3010201"
"はるか遠くを見渡すための建物。","2","てんぼうだい","10102","2","3010202"
"目的の地点を監視するための高い建物。","2","みはりだい","10102","2","3010203"
"天に届きそうなほど高い建物。","2","まてんろう","10102","2","3010204"
"冷た～い甘～いおかし。","1","アイスクリーム","10103","2","3010300"
"アイスクリームより少しだけヘルシー。","1","ジェラート","10103","2","3010301"
"甘くてスーッと口いっぱいに広がる爽やかさ。","2","チョコミントアイス","10103","2","3010302"
"「アイス」の別の言い方。","2","ひょうか","10103","2","3010303"
"シェフィはチョコミン党。","3","シェフィのこうぶつ","10103","2","3010304"
"真ん中に穴があいた輪っか状の甘いおかし。","1","ドーナツ","10104","2","3010400"
"間食として食べる甘いもの。","2","おやつ","10104","2","3010401"
"チョコレートのかかったスタンダードなドーナツ。","2","チョコドーナツ","10104","2","3010402"
"食べ物と交換できたり、施設に入場できたりする券。","1","チケット","10105","2","3010500"
"約束や権利を表すための紙片。","1","けん","10105","2","3010501"
"一度クリアしたクエストをスキップできる便利なアイテム。","3","スキップチケット","10105","2","3010502"
"水に浮かぶ道具。プカプカ漂うのが気持ちいい。","1","うきわ","10106","2","3010600"
"「うきわ」の英語読み。","2","フロート","10106","2","3010601"
"これがあれば泳げなくても大丈夫。","2","かなづちのひっすアイテム","10106","2","3010602"
"泳ぐのが苦手なキャル愛用の可愛いネコ型浮き輪。","3","キャルのうきわ","10106","2","3010603"
"眩しい日差しや強い照明からオシャレに守ってくれる。","1","サングラス","10107","2","3010700"
"「サングラス」の別の言い方。","2","グラサン","10107","2","3010701"
"レンズが黒い眼鏡。","2","くろめがね","10107","2","3010702"
"サングラスもバッチリ似合うクールな生き様。","2","ハードボイルド","10107","2","3010703"
"キャルのお洒落アイテム。似合いすぎてヤバイわよ！","3","キャルのサングラス","10107","2","3010704"
"忍者が投げる武器。","1","しゅりけん","10108","2","3010800"
