e1494298595b689bbd50ab9d369ab716979d670011c9472fa0a8d05f84ae65e2,3aed220e0cdc7a921678689dd83dff375ddf2ac853df53e2745fc450c87157e0,64c0bc819d1f96f058bfcf6108a11d1f65ab4866bed0f436e09412cb6e999249,332c68ea46fad739bdbd2232521909c4b09dbfd74c2a7657a095af70c35c1ec5,9d18f9ce004e714613384add6a7e01734b8fea28213a93497d33518525bd79f4,f1ef0c743f68a20a472798a53e962f902c2deba33921c251051d69c58883f58a,9d3b93fb0ed2ccd2ae5317bbbf4c9ec2d1487bb3546df63c59fa02a376bf8c66,a60db99d802abd9e39a1639635b2881036a912f255af8a011c8af5adc2674b5c,6b7e6420175fa4f878ae02d3607056af4f8200d0ad2c19e56f87cc4913032fa8,b954e7cf3a0bcc508366a510095a5cbfe77b94545fc97fbd192b16eeff177582,5cc05482d2fe81c4821e064ff36a9b5c77e79c428935898d6ae456ae9829b2fc
"7","psy_fairy_talk","3","1","7005","0.2","","","","1",""
"7","vo_minigame_1008_drama_9902","21","vo_minigame_1008","7006","","","","0","0",""
"7","キュキュッ！","11","1","7007","0","0","0","1","6","0.5"
"7","","91","0","7008","","","","","",""
"7","psy_fairy_idle","3","1","7009","0.2","","","","1",""
"7","psy_miyako_talk3","3","119931","7010","0.2","","","","1",""
"7","vo_minigame_1008_drama_0702","21","vo_minigame_1008","7011","","","","0","0",""
"7","うるさいの！　じゃまするななの！\nミヤコは究極のプリンを考えるのに\n忙しいの！","11","119931","7012","0","0","0","1","6","1"
"7","1","93","3","7013","","","","","",""
"7","psy_miyako_arm_crossed_in","3","119931","7014","0.2","0","1","psy_miyako_arm_crossed_loop","0",""
"7","","91","7012","7015","","","","","",""
"7","0","22","0","7016","","","","","",""
"7","psy_fairy_talk","3","1","7017","0.2","","","","1",""
"7","vo_minigame_1008_drama_9903","21","vo_minigame_1008","7018","","","","0","0",""
"7","キュ～キュ～！","11","1","7019","0","0","0","1","6","0.5"
"7","","91","0","7020","","","","","",""
"7","psy_fairy_idle","3","1","7021","0.2","","","","1",""
"7","psy_miyako_anger2","3","119931","7022","0.2","","","","1",""
"7","vo_minigame_1008_drama_0704","21","vo_minigame_1008","7023","","","","0","0",""
"7","そんなこと言われても知らないの！","11","119931","7024","0","0","0","1","6","0.5"
"7","","91","0","7025","","","","","",""
"7","0","22","0","7026","","","","","",""
"7","psy_miyako_thinking3","3","119931","7027","0.2","","","","1",""
"7","vo_minigame_1008_drama_0705","21","vo_minigame_1008","7028","","","","0","0",""
"7","ん～～……\nでも、試してみるのもよさそうなの。\nミヤコはやさしいから\nオマエの言うことを聞いてやるの！","11","119931","7029","0","0","0","1","5","0.5"
"7","1","93","5","7030","","","","","",""
"7","psy_miyako_doya_in","3","119931","7031","0.2","0","1","psy_miyako_doya_loop","0",""
"7","","91","7029","7032","","","","","",""
"7","0","22","0","7033","","","","","",""
"7","","93","1","7034","","","","","",""
"7","","91","0","7035","","","","","",""
"8","119931","1","1","8001","1.7","0","-200","-300","100","psy_miyako_start"
"8","100411","1","1","8002","1.7","1","-210","225","100","psy_walk2"
"8","103631","1","1","8003","1.7","1","-220","480","105","psy_walk3"
"8","102011","1","1","8004","1.7","1","-235","340","110","psy_walk_glad"
"8","11","31","1","8005","1","","1","0","0",""
"8","1","5","1","8006","1.7","0","-200","-300","101","psy_smoke_start"
"8","110","2","100411","8007","","","0","2","-210",""
"8","365","2","103631","8008","","","0","2.2","-220",""
"8","225","2","102011","8009","","","0","2.3","-235",""
"8","","93","2","8010","","","","","",""
"8","psy_idle_normal","3","100411","8011","0.2","","","","1",""
"8","","93","0.2","8012","","","","","",""
"8","psy_idle_normal","3","103631","8013","0.2","","","","1",""
"8","","93","0.1","8014","","","","","",""
"8","psy_talk_joy1","3","102011","8015","0.2","","","","1",""
"8","vo_minigame_1008_drama_0806","21","vo_minigame_1008","8016","","","","0","0",""
"8","おにいちゃん、遊びにきたよ～\nあれ～？　お留守なのかな？","11","102011","8017","0","0","0","1","8","0.5"
"8","","91","0","8018","","","","","",""
"8","psy_idle_joy1","3","102011","8019","0.2","","","","1",""
"8","psy_miyako_appear","3","119931","8020","0","0.2","1","psy_miyako_talk1","0",""
"8","psy_smoke_appear","3","1","8021","0","0","0","psy_smoke_start","0",""
"8","vo_minigame_1008_drama_0801","21","vo_minigame_1008","8022","","","","0","0",""
"8","ん？　アイツに何か用なの？","11","119931","8023","0","0","0","1","6","0.5"
"8","","91","0","8024","","","","","",""
"8","0","22","0","8025","","","","","",""
"8","psy_miyako_idle","3","119931","8026","0.2","","","","1",""
"8","psy_talk_surprise2","3","103631","8027","0.2","","","","1",""
"8","vo_minigame_1008_drama_0807","21","vo_minigame_1008","8028","","","","0","0",""
"8","きゃ～！？　おばけ！！","11","103631","8029","0","0","0","1","8","0.5"
"8","","91","0","8030","","","","","",""
"8","psy_idle_surprise2","3","103631","8031","0.2","","","","1",""
"8","psy_talk_joy2","3","100411","8032","0.2","","","","1",""
"8","vo_minigame_1008_drama_0808","21","vo_minigame_1008","8033","","","","0","0",""
"8","すごーい！\nにいちゃんがしかけたイタズラかな？\nにいちゃん、隠れてないで出てきなよ～","11","100411","8034","0","0","0","1","8","0.5"
"8","","91","0","8035","","","","","",""
"8","psy_idle_joy2","3","100411","8036","0.2","","","","1",""
"8","psy_miyako_panic2","3","119931","8037","0.2","","","","1",""
"8","vo_minigame_1008_drama_0802","21","vo_minigame_1008","8038","","","","0","0",""
"8","ミヤコはイタズラじゃないの。\n幽霊なの。\nあとアイツは今はいないの。","11","119931","8039","0","0","0","1","6","1"
"8","1","93","3","8040","","","","","",""
"8","psy_miyako_talk2","3","119931","8041","0.2","","","","1",""
"8","","91","8039","8042","","","","","",""
"8","0","22","0","8043","","","","","",""
"8","psy_miyako_idle","3","119931","8044","0.2","","","","1",""
"8","psy_talk_wish","3","100411","8045","0.2","","","","1",""
"8","vo_minigame_1008_drama_0809","21","vo_minigame_1008","8046","","","","0","0",""
"8","いないの？\nそれなら今のうちにイタズラを……","11","100411","8047","0","0","0","1","8","0.5"
"8","","91","0","8048","","","","","",""
"8","psy_idle_wish","3","100411","8049","0.2","","","","1",""
"8","psy_talk_anger","3","103631","8050","0.2","","","","1",""
"8","vo_minigame_1008_drama_0810","21","vo_minigame_1008","8051","","","","0","0",""
"8","お店でそんなことしちゃダメでしょ！\nというか、なんでミソギは平気なの？\n幽霊が出たんだよ？","11","103631","8052","0","0","0","1","8","0.5"
"8","","91","0","8053","","","","","",""
"8","psy_idle_anger","3","103631","8054","0.2","","","","1",""
"8","psy_talk_normal","3","100411","8055","0.2","","","","1",""
"8","0","4","100411","8056","","","","","",""
"8","vo_minigame_1008_drama_0811","21","vo_minigame_1008","8057","","","","0","0",""
"8","だってにいちゃんの友だちみたいだし。\nそれに全然怖くないもん。","11","100411","8058","0","0","0","1","8","0.5"
"8","","91","0","8059","","","","","",""
"8","1","4","100411","8060","","","","","",""
"8","psy_idle_normal","3","100411","8061","0.2","","","","1",""
"8","psy_talk_joy1","3","102011","8062","0.2","","","","1",""
"8","vo_minigame_1008_drama_0812","21","vo_minigame_1008","8063","","","","0","0",""
"8","おにいちゃんが帰ってくるまで\n一緒に遊ぼ～","11","102011","8064","0","0","0","1","8","0.5"
"8","","91","0","8065","","","","","",""
"8","psy_idle_joy1","3","102011","8066","0.2","","","","1",""
"8","psy_miyako_anger3","3","119931","8067","0.2","","","","1",""
"8","vo_minigame_1008_drama_0803","21","vo_minigame_1008","8068","","","","0","0",""
"8","遊ばないの。\nミヤコはプリン作りで忙しいの！","11","119931","8069","0","0","0","1","6","0.5"
"8","","91","0","8070","","","","","",""
"8","0","22","0","8071","","","","","",""
"8","psy_miyako_idle_anger","3","119931","8072","0.2","","","","1",""
"8","psy_talk_joy2","3","102011","8073","0.2","","","","1",""
"8","vo_minigame_1008_drama_0813","21","vo_minigame_1008","8074","","","","0","0",""
"8","プリン作り？　わぁ、楽しそう～\nミミも一緒にやっていい？","11","102011","8075","0","0","0","1","8","0.5"
"8","","91","0","8076","","","","","",""
"8","psy_idle_joy2","3","102011","8077","0.2","","","","1",""
"8","psy_miyako_doya_in","3","119931","8078","0.2","0","1","psy_miyako_doya_loop","0",""
"8","vo_minigame_1008_drama_0804","21","vo_minigame_1008","8079","","","","0","0",""
"8","ミヤコの言うこと聞くなら\n手伝わせてやってもいいの。","11","119931","8080","0","0","0","1","6","0.5"
"8","","91","0","8081","","","","","",""
"8","0","22","0","8082","","","","","",""
"8","psy_miyako_doya_idle","3","119931","8083","0.2","","","","1",""
"8","psy_jump","3","102011","8084","0.2","0.4","1","psy_idle_joy1","0",""
"8","vo_minigame_1008_drama_0814","21","vo_minigame_1008","8085","","","","0","0",""
"8","わ～い！　やった～！","11","102011","8086","0","0","0","1","8","0.5"
"8","","91","0","8087","","","","","",""
"8","psy_talk_joy2","3","100411","8088","0.2","","","","1",""
"8","vo_minigame_1008_drama_0815","21","vo_minigame_1008","8089","","","","0","0",""
"8","にいちゃんにイタズラする用のプリン\n作っちゃお～！","11","100411","8090","0","0","0","1","8","0.5"
"8","","91","0","8091","","","","","",""
"8","psy_idle_joy2","3","100411","8092","0.2","","","","1",""
"8","psy_talk_sad","3","103631","8093","0.2","","","","1",""
"8","vo_minigame_1008_drama_0816","21","vo_minigame_1008","8094","","","","0","0",""
"8","そ、そんな……\n幽霊とプリン作りなんて……","11","103631","8095","0","0","0","1","8","0.5"
"8","","91","0","8096","","","","","",""
"8","psy_idle_sad","3","103631","8097","0.2","","","","1",""
"8","psy_talk_normal","3","100411","8098","0.2","","","","1",""
"8","0","4","100411","8099","","","","","",""
"8","0","4","102011","8100","","","","","",""
"8","vo_minigame_1008_drama_0817","21","vo_minigame_1008","8101","","","","0","0",""
"8","キョウカはやらないの？","11","100411","8102","0","0","0","1","8","0.5"
"8","","91","0","8103","","","","","",""
"8","psy_idle_normal","3","100411","8104","0.2","","","","1",""
"8","psy_talk_joy2","3","102011","8105","0.2","","","","1",""
"8","vo_minigame_1008_drama_0818","21","vo_minigame_1008","8106","","","","0","0",""
"8","ミミ、キョウカちゃんと一緒に\nプリン作りたいな～","11","102011","8107","0","0","0","1","8","0.5"
"8","","91","0","8108","","","","","",""
"8","psy_idle_joy2","3","102011","8109","0.2","","","","1",""
"8","psy_talk_sad","3","103631","8110","0.2","","","","1",""
"8","vo_minigame_1008_drama_0819","21","vo_minigame_1008","8111","","","","0","0",""
"8","うぅ……わかったよ、\n私も一緒に作ります。","11","103631","8112","0","0","0","1","8","0.5"
"8","","91","0","8113","","","","","",""
"8","psy_idle_sad","3","103631","8114","0.2","","","","1",""
"8","psy_miyako_joy1","3","119931","8115","0.2","","","","1",""
"8","vo_minigame_1008_drama_0805","21","vo_minigame_1008","8116","","","","0","0",""
"8","やったの！\n手下が一気に３人も増えたの！","11","119931","8117","0","0","0","1","6","0.5"
"8","","91","0","8118","","","","","",""
"8","0","22","0","8119","","","","","",""
"8","","93","1","8120","","","","","",""
"8","","91","0","8121","","","","","",""
"9","119931","1","1","9001","1.7","0","-200","-300","100","psy_miyako_idle"
"9","1","5","1","9002","1.7","1","-220","185","100","psy_idle_normal"
"9","11","31","1","9003","1","","1","0","0",""
"9","","93","1","9004","","","","","",""
"9","psy_miyako_thinking4","3","119931","9005","0.2","","","","1",""
"9","vo_minigame_1008_drama_0901","21","vo_minigame_1008","9006","","","","0","0",""
"9","むぅ……おいしいプリンを作るのは\nなかなか難しいの。\nミヤコのアイデアもなくなりそうなの！","11","119931","9007","0","0","0","1","5","1"
"9","1","93","6","9008","","","","","",""
"9","psy_miyako_sad2","3","119931","9009","0.2","","","","1",""
"9","","91","9007","9010","","","","","",""
"9","0","22","0","9011","","","","","",""
"9","psy_miyako_talk_joy1","3","119931","9012","0.2","","","","1",""
"9","vo_minigame_1008_drama_0902","21","vo_minigame_1008","9013","","","","0","0",""
"9","オマエ、たくさん知り合いいるの。\n何かプリンのヒントになるようなものを\n持ってくるの！","11","119931","9014","0","0","0","1","6","0.5"
"9","1","93","6","9015","","","","","",""
"9","psy_miyako_guts2_in","3","119931","9016","0.2","0","1","psy_miyako_guts2_loop","0",""
"9","","91","9014","9017","","","","","",""
"9","0","22","0","9018","","","","","",""
"9","11","12","1","9019","0","0","0","0","1","0"
"9","psy_talk_guts2","3","1","9020","0.2","0","1","psy_idle_guts2","0",""
"9","","93","2","9021","","","","","",""
"9","0","4","1","9022","","","","","",""
"9","psy_run","3","1","9023","0.2","","","","1",""
"9","1000","2","1","9024","","","0","3","-220",""
"9","","93","4","9025","","","","","",""
"9","1","4","1","9026","","","","","",""
"9","psy_item01_run","3","1","9027","0.2","","","","1",""
"9","185","2","1","9028","","","0","3","-220",""
"9","","93","3","9029","","","","","",""
"9","psy_item01_up","3","1","9030","0.2","0","1","psy_item01_up_loop","0",""
"9","","93","0.5","9031","","","","","",""
"9","9033","103","手錠とムチを持ってきた。","9032","","","","","0",""
"9","psy_miyako_anger2","3","119931","9033","0.2","","","","1",""
"9","vo_minigame_1008_drama_0903","21","vo_minigame_1008","9034","","","","0","0",""
"9","い、いきなり何を持ってくるの！\nオマエはヘンタイなの！？\n見損なったの！","11","119931","9035","0","0","0","1","6","0.5"
"9","","91","0","9036","","","","","",""
"9","0","22","0","9037","","","","","",""
"9","10","12","1","9038","0","0","0","0","2","0"
"9","psy_item01_up_loop_talk","3","1","9039","0.2","","","","1",""
"9","","93","3","9040","","","","","",""
"9","psy_item01_up_loop","3","1","9041","0.2","","","","1",""
"9","psy_miyako_thinking4","3","119931","9042","0.2","","","","1",""
"9","vo_minigame_1008_drama_0904","21","vo_minigame_1008","9043","","","","0","0",""
"9","…………え？\n手錠とムチを持ってる知り合いが\nいるの？\nオマエ、本当に大丈夫なの？","11","119931","9044","0","0","0","1","5","0.5"
"9","1","93","6","9045","","","","","",""
"9","psy_miyako_talk4","3","119931","9046","0.2","","","","1",""
"9","","91","9044","9047","","","","","",""
"9","0","22","0","9048","","","","","",""
"9","","93","1","9049","","","","","",""
"9","","91","0","9050","","","","","",""
"10","119931","1","1","10001","1.7","0","-200","-300","100","psy_miyako_idle"
"10","1","5","1","10002","1.7","1","-220","1000","100","psy_idle_normal"
"10","11","31","1","10003","1","","1","0","0",""
"10","","93","2","10004","","","","","",""
"10","psy_item02_run","3","1","10005","0.2","","","","1",""
"10","185","2","1","10006","","","0","3","-220",""
"10","","93","3","10007","","","","","",""
"10","psy_item02_up","3","1","10008","0.2","0","1","psy_item02_up_loop","0",""
"10","","93","0.5","10009","","","","","",""
"10","10011","103","ヒントになりそうなものだよ。","10010","","","","","0",""
"10","psy_miyako_anger3","3","119931","10011","0.2","","","","1",""
"10","vo_minigame_1008_drama_1001","21","vo_minigame_1008","10012","","","","0","0",""
"10","また変なもの持ってきたら許さないの！\n……ん？　木の実？\nまともなもの持ってきたの！\n褒めてやるの！","11","119931","10013","0","0","0","1","5","0.5"
"10","1","93","4","10014","","","","","",""
"10","psy_miyako_talk2","3","119931","10015","0.2","","","","1",""
"10","1","93","2.5","10016","","","","","",""
"10","psy_miyako_talk_joy1","3","119931","10017","0.2","","","","1",""
"10","","91","10013","10018","","","","","",""
"10","0","22","0","10019","","","","","",""
"10","psy_miyako_thinking1","3","119931","10020","0.2","","","","1",""
"10","vo_minigame_1008_drama_1002","21","vo_minigame_1008","10021","","","","0","0",""
"10","でもなんの実なの？\nドングリはわかるけど、\nこっちの赤い実は知らないの。","11","119931","10022","0","0","0","1","5","0.5"
"10","","91","0","10023","","","","","",""
"10","0","22","0","10024","","","","","",""
"10","6","12","1","10025","0","0","0","0","3","0"
"10","psy_item02_up_loop_talk","3","1","10026","0.2","","","","1",""
"10","","93","3","10027","","","","","",""
"10","psy_item02_up_loop","3","1","10028","0.2","","","","1",""
"10","psy_miyako_sad1","3","119931","10029","0.2","","","","1",""
"10","vo_minigame_1008_drama_1003","21","vo_minigame_1008","10030","","","","0","0",""
"10","食べると火を吹く実？\nなんでそんな危ない物持ってきたの！\nやっぱりオマエは使えないの～！","11","119931","10031","0","0","0","1","6","0.5"
"10","1","93","3","10032","","","","","",""
"10","psy_miyako_anger2","3","119931","10033","0.2","","","","1",""
"10","","91","10031","10034","","","","","",""
"10","0","22","0","10035","","","","","",""
"10","","93","1","10036","","","","","",""
"10","","91","0","10037","","","","","",""
"11","119931","1","1","11001","1.7","0","-200","-300","100","psy_miyako_idle"
"11","1","5","1","11002","1.7","1","-220","1000","100","psy_idle_normal"
"11","11","31","1","11003","1","","1","0","0",""
"11","","93","2","11004","","","","","",""
"11","psy_item03_run","3","1","11005","0.2","","","","1",""
"11","185","2","1","11006","","","0","3","-220",""
"11","","93","3","11007","","","","","",""
"11","psy_item03_up","3","1","11008","0.2","0","1","psy_item03_up_loop","0",""
"11","","93","0.5","11009","","","","","",""
"11","11011","103","ヒントになりそうなものだよ。","11010","","","","","0",""
"11","psy_miyako_talk3","3","119931","11011","0.2","","","","1",""
"11","vo_minigame_1008_drama_1101","21","vo_minigame_1008","11012","","","","0","0",""
"11","３度目の正直ってやつなの？\n今度こそまともなもの持ってこないと\nオマエをプリンにしてやるの。","11","119931","11013","0","0","0","1","6","1"
"11","1","93","4","11014","","","","","",""
"11","psy_miyako_panic3","3","119931","11015","0.2","","","","1",""
"11","","91","11013","11016","","","","","",""
"11","0","22","0","11017","","","","","",""
"11","psy_miyako_thinking1","3","119931","11018","0.2","","","","1",""
"11","vo_minigame_1008_drama_1102","21","vo_minigame_1008","11019","","","","0","0",""
"11","それで、オマエが手に持ってる紙は\nなんなの？\nおいしいプリンのレシピなの？","11","119931","11020","0","0","0","1","6","0.5"
"11","","91","0","11021","","","","","",""
"11","0","22","0","11022","","","","","",""
"11","11024","103","台本とシフト表","11023","","","","","0",""
"11","psy_miyako_talk4","3","119931","11024","0.2","","","","1",""
"11","vo_minigame_1008_drama_1103","21","vo_minigame_1008","11025","","","","0","0",""
"11","……プリン作りに\nまったく役立たないの。\nオマエに頼ったミヤコが間違ってたの。","11","119931","11026","0","0","0","1","6","0.5"
"11","","91","0","11027","","","","","",""
"11","0","22","0","11028","","","","","",""
"11","psy_miyako_sad1","3","119931","11029","0.2","","","","1",""
"11","vo_minigame_1008_drama_1104","21","vo_minigame_1008","11030","","","","0","0",""
"11","これもオマエの知り合いに関係あるの？\nオマエの知り合いは\n変なヤツばっかりなの！","11","119931","11031","0","0","0","1","6","0.5"
"11","","91","0","11032","","","","","",""
"11","0","22","0","11033","","","","","",""
"11","psy_miyako_talk_joy1","3","119931","11034","0.2","","","","1",""
"11","vo_minigame_1008_drama_1105","21","vo_minigame_1008","11035","","","","0","0",""
"11","でもミヤコはやさしいから、\nオマエの使えないヒントからでも\nおいしいプリンを作ってやるの！\n感謝するの！","11","119931","11036","0","0","0","1","6","0.5"
"11","1","93","5","11037","","","","","",""
"11","psy_miyako_doya_in","3","119931","11038","0.2","0","1","psy_miyako_doya_loop","0",""
"11","","91","11036","11039","","","","","",""
"11","0","22","0","11040","","","","","",""
"11","","93","1.5","11041","","","","","",""
"11","","91","0","11042","","","","","",""
