fa69314f3eb88dae4f57db6cb0765f86790b8f61e8912fe6d7a179f81362657f,540028fd4c4f4601adb6c4900e0964c3ae1bb38e74f9e9ea63cf58f097f5c618,061af2913efa43e657aef6c0a2f62848060255ba6a8440d4d26d6a0375a8c0eb,b373bef911d4dcc3845b28ee4b181652acc79abe9ce4d7915f141e12bbfca673,d241a1d56c151af578d8ab3fa93d7dc0cf7595b5c23eda430e3a9617ce3f8086,92dc58d96ebbe2baf2dad9903ff441b0dc7584631f4e7c1c461a88cbd8f4670c,ff93ae0dbbf9b1c452aaf574c9dae0cf6f4a88b568a0b1d1f0a03629d742c2e2,3aa373320c34f5fd5d640fea08b3ef1b39748e599273dc662c8136ee62d8b638,c1041a2743e9dd4d2efe769265198dc6b7304de96f69d006fe7be1ead6920dc4,ba5128d426c3874d6ce7bbd131169b28e27fa966adade79905682a9d686debf1,7b7591cead7b996938934993c58b0a01ac2432f7a067ec9217da7fa3eb8377c4
"901","","0","126811","5.29411764705882","","33","","12","-250","19010010"
"901","","","","","","91","","","","19010011"
"901","0.1","01_yukari_talk","126811","01_yukari_talk_loop","0.1","3","","1","0","19010012"
"901","0.1","01_yukari_talk","3","01_yukari_talk_loop","0.1","3","","1","0","19010013"
"901","0.1","cmn_boat_idle","2","","","3","","","1","19010014"
"901","","0","4","","","93","","","","19010015"
"901","","vo_fpc_20100","vo_fpc","0","","21","","","","19010016"
"901","0","ぷはぁ～…","126811","1","0","11","0.5","0","10","19010017"
"901","","","0","","","91","","","","19010018"
"901","","0","0.5","","","93","","","","19010019"
"901","","vo_fpc_20101","vo_fpc","0","","21","","","","19010020"
"901","0","真夏のビーチで飲むのもいいけど\n真冬にこうしてプールで飲むってのも\nぜーたくでいいわねぇ…","126811","1","0","11","0.5","0","10","19010021"
"901","","","0","","","91","","","","19010022"
"901","","0","0.5","","","93","","","","19010023"
"901","","vo_fpc_20102","vo_fpc","0","","21","","","","19010024"
"901","0","せーきひ麦ひゅわとうりゃ麦、\n追加で入荷してもらうように\nアキノさんにらのんでおこーっと…","126811","1","0","11","0.5","0","10","19010025"
"901","","","0","","","91","","","","19010026"
"901","","0","0.5","","","93","","","","19010027"
"901","0.1","01_yukari_talk2_loop","126811","","","3","","","1","19010028"
"901","0.1","01_yukari_talk2_loop","3","","","3","","","1","19010029"
"901","0.1","cmn_boat_idle","2","","","3","","","1","19010030"
"901","","vo_fpc_20103","vo_fpc","0","","21","","","","19010031"
"901","0","それにひてもなんかぐらぐらするわね～\nプールなのにビッグウェーブでも\nきてるのかしら…って、うぷっ！","126811","1","0","11","0.5","0","10","19010032"
"901","","","0","","","91","","","","19010033"
"901","0.1","01_yukari_sick_1","126811","01_yukari_sick_1_loop","0.1","3","","1","0","19010034"
"901","0.1","01_yukari_sick_1","3","01_yukari_sick_1_loop","0.1","3","","1","0","19010035"
"901","0.1","cmn_boat_idle","2","","","3","","","1","19010036"
"901","","0","2","","","93","","","","19010037"
"901","0.1","01_yukari_sick_2","126811","01_yukari_sick_2_loop","0.1","3","","1","0","19010038"
"901","0.1","01_yukari_sick_2","3","01_yukari_sick_2_loop","0.1","3","","1","0","19010039"
"901","0.1","cmn_boat_idle","2","","","3","","","1","19010040"
"901","","vo_fpc_20104","vo_fpc","0","","21","","","","19010041"
"901","0","あ、だめ…\n私にもビッグウェーブが…\nた、耐えるのよ、ユカリぃ…","126811","1","0","11","0.5","0","10","19010042"
"901","","","0","","","91","","","","19010043"
"901","","0","0.5","","","93","","","","19010044"
"901","","1000","126811","4.52488687782805","","2","","","-250","19010045"
"901","","1000","3","4.52488687782805","","2","","","-250","19010046"
"901","","1000","2","4.52488687782805","","2","","","-250","19010047"
"901","","1000","126811","4.52488687782805","","33","","","-250","19010048"
"901","","","0","","","91","","","","19010049"
"902","1.75","1","21","-780","0","5","02_neneka_floatRing","-180","22","19020001"
"902","1.6625","2","21","-780","0","5","02_neneka_floatRing","-125","12","19020002"
"902","1.8375","3","21","-780","0","5","02_neneka_floatRing","-250","32","19020003"
"902","1.75","4","21","-780","0","5","02_neneka_floatRing","-180","22","19020004"
"902","1.6625","5","21","-780","0","5","02_neneka_floatRing","-125","12","19020005"
"902","1.8375","6","21","-780","0","5","02_neneka_floatRing","-250","32","19020006"
"902","1","1","102","-180","","31","","1","-780","19020007"
"902","1","2","102","-125","","31","","1","-780","19020008"
"902","1","3","102","-250","","31","","1","-780","19020009"
"902","1","4","102","-180","","31","","1","-780","19020010"
"902","1","5","102","-125","","31","","1","-780","19020011"
"902","1","6","102","-250","","31","","1","-780","19020012"
"902","","se_fpc_water_random","se_10053800","","","23","","","1","19020013"
"902","","","19020012","","","91","","","","19020014"
"902","","0","1","4.58823529411765","","2","","12","-180","19020015"
"902","","0","1","4.58823529411765","","33","","12","-180","19020016"
"902","","","19020015","","","91","","","","19020017"
"902","","vo_fpc_20200","vo_fpc","0","","21","","","","19020018"
"902","0","ふむ…","1","1","0","11","0.5","0","10","19020019"
"902","","","0","","","91","","","","19020020"
"902","","0","0.5","","","93","","","","19020021"
"902","","150","1","3.70588235294118","","2","","12","-180","19020022"
"902","","150","1","3.70588235294118","","33","","12","-180","19020023"
"902","0.1","02_neneka_floatRing","2","","","3","","","1","19020024"
"902","","-150","2","3.70588235294118","","2","","12","-125","19020025"
"902","","-150","2","3.70588235294118","","33","","12","-125","19020026"
"902","","","19020025","","","91","","","","19020027"
"902","","vo_fpc_20201","vo_fpc","0","","21","","","","19020028"
"902","0","ただ流される、などという\n世の凡夫たちのような行いの\n何が楽しいのかと思っていましたが…","2","1","0","11","0.5","0","10","19020029"
"902","","","0","","","91","","","","19020030"
"902","","0","0.5","","","93","","","","19020031"
"902","","250","1","3.11764705882353","","2","","12","-180","19020032"
"902","","250","1","3.11764705882353","","33","","12","-180","19020033"
"902","","0","2","3.11764705882353","","2","","12","-125","19020034"
"902","","0","2","3.11764705882353","","33","","12","-125","19020035"
"902","0.1","02_neneka_floatRing","3","","","3","","","1","19020036"
"902","","-250","3","3.11764705882353","","2","","12","-250","19020037"
"902","","-250","3","3.11764705882353","","33","","12","-250","19020038"
"902","","","19020037","","","91","","","","19020039"
"902","","vo_fpc_20202","vo_fpc","0","","21","","","","19020040"
"902","0","これはこれで乙なものですね…\n今度ノウェムでも連れてきて\n流してみましょうか。","3","1","0","11","0.5","0","10","19020041"
"902","","1","4.5","","","93","","","","19020042"
"902","","0","0.9","","","93","","","","19020043"
"902","","","19020041","","","91","","","","19020044"
"902","0.1","02_neneka_floatRing","4","","","3","","","1","19020045"
"902","","850","4","7.37556561085973","","2","","","-180","19020046"
"902","","850","4","7.37556561085973","","33","","","-180","19020047"
"902","","0","0.2","","","93","","","","19020048"
"902","0.1","02_neneka_floatRing","5","","","3","","","1","19020049"
"902","","850","1","2.71493212669683","","2","","12","-180","19020050"
"902","","850","1","2.71493212669683","","33","","12","-180","19020051"
"902","","0","0.2","","","93","","","","19020052"
"902","","850","2","3.84615384615385","","2","","12","-125","19020053"
"902","","850","2","3.84615384615385","","33","","12","-125","19020054"
"902","","0","0.1","","","93","","","","19020055"
"902","","850","3","4.97737556561086","","2","","12","-250","19020056"
"902","","850","3","4.97737556561086","","33","","12","-250","19020057"
"902","","0","1.5","","","93","","","","19020058"
"902","","850","5","6.26923076923077","","2","","","-125","19020059"
"902","","850","5","6.26923076923077","","33","","","-125","19020060"
"902","","0","1","","","93","","","","19020061"
"902","0.1","02_neneka_floatRing","6","","","3","","","1","19020062"
"902","","850","6","6.63800904977376","","2","","","-250","19020063"
"902","","850","6","6.63800904977376","","33","","","-250","19020064"
"902","","","0","","","91","","","","19020065"
"902","","0","1","","","93","","","","19020066"
"902","","","0","","","91","","","","19020067"
"903","1.4875","113211","1","-750","0","1","03_cmn_walk_styk_N2","-15","12","19030001"
"903","1.4875","113311","1","750","0","1","03_cmn_run_def_N","-15","12","19030002"
"903","","se_fpc_water_random","se_10053800","","","23","","","1","19030003"
"903","","0","19030002","","","91","","","","19030004"
"903","","-150","113211","3.52941176470588","","2","","","-15","19030005"
"903","","0","1.5","","","93","","","","19030006"
"903","","150","113311","2.71493212669683","","2","","","-15","19030007"
"903","","","19030005","","","91","","","","19030008"
"903","0.1","03_cmn_idol_def_N","113211","","","3","","","1","19030009"
"903","","","19030007","","","91","","","","19030010"
"903","0.3","03_nanaka_gufufu","113311","","","3","","","1","19030011"
"903","","0","0.3","","","93","","","","19030012"
"903","","vo_fpc_20300","vo_fpc","0","","21","","","","19030013"
"903","0","ぐっふっふ、\nさすがアンナたそ♪","113311","1","0","11","0.5","0","10","19030014"
"903","","","0","","","91","","","","19030015"
"903","","0","0.5","","","93","","","","19030016"
"903","","vo_fpc_20301","vo_fpc","0","","21","","","","19030017"
"903","0","ナナカちゃんセレクトの伝説のスク水を\n完璧に着こなしておりますなあ！","113311","1","0","11","0.5","0","10","19030018"
"903","","","0","","","91","","","","19030019"
"903","","0","0.5","","","93","","","","19030020"
"903","0.1","03_anna_shy","113211","","","3","","","1","19030021"
"903","","vo_fpc_20302","vo_fpc","0","","21","","","","19030022"
"903","0","なっ、これは他に持ってないから\n仕方なくだなあ…","113211","1","0","11","0.5","0","10","19030023"
"903","","","0","","","91","","","","19030024"
"903","","0","0.5","","","93","","","","19030025"
"903","","vo_fpc_20303","vo_fpc","0","","21","","","","19030026"
"903","0","だいじょぶだいじょぶ、\n似合ってるのはホントだってば！","113311","1","0","11","0.5","0","10","19030027"
"903","","","0","","","91","","","","19030028"
"903","","0","0.5","","","93","","","","19030029"
"903","","vo_fpc_20304","vo_fpc","0","","21","","","","19030030"
"903","0","それともぉ…\nこっちの水着と交換してみる？","113311","1","0","11","0.5","0","10","19030031"
"903","","","0","","","91","","","","19030032"
"903","","0","0.5","","","93","","","","19030033"
"903","0.1","03_anna_pui_in","113211","03_anna_pui_loop","","3","","1","0","19030034"
"903","","vo_fpc_20305","vo_fpc","0","","21","","","","19030035"
"903","0","それはそれで恥ずかしいじゃないか！","113211","1","0","11","0.5","0","10","19030036"
"903","","","0","","","91","","","","19030037"
"903","","0","0.5","","","93","","","","19030038"
"903","","vo_fpc_20306","vo_fpc","0","","21","","","","19030039"
"903","0","わ、我には友が選んでくれた\nこのスク水で十分だ！","113211","1","0","11","0.5","0","10","19030040"
"903","","","0","","","91","","","","19030041"
"903","","0","0.5","","","93","","","","19030042"
"903","0.1","1","113311","","","4","","","1","19030043"
"903","0.1","1","113211","","","4","","","1","19030044"
"903","0.1","03_cmn_run_def_N","113311","","","3","","","1","19030045"
"903","0.1","03_cmn_walk_styk_N2","113211","","","3","","","1","19030046"
"903","","750","113311","2.71493212669683","","2","","","-15","19030047"
"903","","-750","113211","3.52941176470588","","2","","","-15","19030048"
"903","","","0","","","91","","","","19030049"
"904","1.75","122811","1","-910","0","1","04_misogi_flutterKick_loop","-180","22","19040001"
"904","1.75","122911","1","-910","0","1","04_mimi_flutterKick_loop","-125","12","19040002"
"904","1.75","122711","1","-910","0","1","04_kyouka_flutterKick_loop","-180","22","19040003"
"904","1.75","129311","1","-910","0","1","04_yuni_flutterKick_loop","-180","23","19040004"
"904","1.75","1","1","-910","0","5","cmn_swm_flutterKick_floatBoad","-180","22","19040005"
"904","1.75","3","3","-50","0","5","empty","-180","24","19040006"
"904","1","1","1","-180","","31","","1","-910","19040007"
"904","0","11","4","-180","","31","","1","-910","19040008"
"904","1","2","7","-125","","31","","1","-910","19040009"
"904","0","21","4","-125","","31","","1","-910","19040010"
"904","1","3","1","-180","","31","","1","-910","19040011"
"904","0","31","4","-180","","31","","1","-910","19040012"
"904","1","4","1","-180","","31","","1","-910","19040013"
"904","0","41","4","-180","","31","","1","-50","19040014"
"904","0","1006","1006","0","","31","","1","-180","19040015"
"904","","se_fpc_water_random","se_10053800","","","23","","","1","19040016"
"904","","0","19040015","","","91","","","","19040017"
"904","","375","122811","5.81447963800905","","2","","12","-180","19040018"
"904","","375","1","5.81447963800905","","33","","12","-180","19040019"
"904","","375","11","5.81447963800905","","33","","12","-180","19040020"
"904","","","","","","91","","","","19040021"
"904","","0","1","","","32","","","","19040022"
"904","","1","11","","","32","","","","19040023"
"904","0.1","04_misogi_float_in","122811","04_misogi_float_loop","0.1","3","","1","0","19040024"
"904","","0","0.9","","","93","","","","19040025"
"904","","vo_fpc_20400","vo_fpc","0","","21","","","","19040026"
"904","0","わーい！　ミソギがいっちばーん！\nオニさんこっちらー！","122811","1","0","11","0.5","0","10","19040027"
"904","","","0","","","91","","","","19040028"
"904","","0","0.5","","","93","","","","19040029"
"904","","100","122911","5.94117647058824","","2","","12","-125","19040030"
"904","","100","2","5.94117647058824","","33","","12","-125","19040031"
"904","","100","21","5.94117647058824","","33","","12","-125","19040032"
"904","","0","2","","","93","","","","19040033"
"904","","vo_fpc_20401","vo_fpc","0","","21","","","","19040034"
"904","0","逃げろ逃げろ～！","122911","1","0","11","0.5","0","10","19040035"
"904","","","19040032","","","91","","","","19040036"
"904","","0","2","","","32","","","","19040037"
"904","","1","21","","","32","","","","19040038"
"904","0.1","04_mimi_float_in","122911","04_mimi_float_loop","0.1","3","","1","0","19040039"
"904","","-175","122711","5.40441176470588","","2","","12","-180","19040040"
"904","","-175","3","5.40441176470588","","33","","12","-180","19040041"
"904","","-175","31","5.40441176470588","","33","","12","-180","19040042"
"904","","0","2","","","93","","","","19040043"
"904","","vo_fpc_20402","vo_fpc","0","","21","","","","19040044"
"904","0","も～！　二人とも待ってよ～！","122711","1","0","11","0","0","10","19040045"
"904","","","19040042","","","91","","","","19040046"
"904","","0","3","","","32","","","","19040047"
"904","","1","31","","","32","","","","19040048"
"904","0.1","04_kyouka_float_in","122711","04_kyouka_float_loop","0.1","3","","1","0","19040049"
"904","","0","1.2","","","93","","","","19040050"
"904","","1","1006","","","32","","","","19040051"
"904","","0","0.8","","","93","","","","19040052"
"904","","1","1","","","32","","","","19040053"
"904","","0","11","","","32","","","","19040054"
"904","","1","2","","","32","","","","19040055"
"904","","0","21","","","32","","","","19040056"
"904","","1","3","","","32","","","","19040057"
"904","","0","31","","","32","","","","19040058"
"904","0.1","04_misogi_flutterKick_in","122811","04_misogi_flutterKick_loop","0.1","3","","1","0","19040059"
"904","","1000","122811","2.82805429864253","","2","","","-180","19040060"
"904","","1000","1","2.82805429864253","","33","","","-180","19040061"
"904","","0","0.1","","","93","","","","19040062"
"904","0.1","04_mimi_flutterKick_in","122911","04_mimi_flutterKick_loop","0.1","3","","1","0","19040063"
"904","","1000","122911","4.07239819004525","","2","","","-125","19040064"
"904","","1000","2","4.07239819004525","","33","","","-125","19040065"
"904","","0","0.1","","","93","","","","19040066"
"904","0.1","04_kyouka_flutterKick_in","122711","04_kyouka_flutterKick_loop","0.1","3","","1","0","19040067"
"904","","1000","122711","5.31674208144796","","2","","","-180","19040068"
"904","","1000","3","5.31674208144796","","33","","","-180","19040069"
"904","","0","0.1","","","93","","","","19040070"
"904","","-50","129311","5.05882352941176","","2","","","-180","19040071"
"904","","-50","4","5.05882352941176","","33","","","-180","19040072"
"904","","-50","1","5.05882352941176","","2","","","-180","19040073"
"904","","0","2","","","93","","","","19040074"
"904","","vo_fpc_20403","vo_fpc","0","","21","","","","19040075"
"904","0","わーい♪","129311","1","0","11","0.5","0","10","19040076"
"904","","0","2.75882352941176","","","93","","","","19040077"
"904","0.1","04_yuni_flutterKick_pause_in","3","04_yuni_flutterKick_pause_loop","0.1","3","","1","0","19040078"
"904","0.1","04_yuni_flutterKick_pause_in","129311","04_yuni_flutterKick_pause_loop","0.1","3","","1","0","19040079"
"904","0.1","04_yuni_flutterKick_pause_in","1","04_yuni_flutterKick_pause_loop","0.1","3","","1","0","19040080"
"904","","0","0.3","","","93","","","","19040081"
"904","","vo_fpc_20404","vo_fpc","0","","21","","","","19040082"
"904","","0","4","","","32","","","","19040083"
"904","","1","41","","","32","","","","19040084"
"904","","0","5","","","93","","","","19040085"
"904","0.1","empty","3","","","3","","","0","19040086"
"904","0.2","04_yuni_flutterKick_in","129311","04_yuni_flutterKick_loop","0.1","3","","1","0","19040087"
"904","0.2","04_yuni_flutterKick_in","1","cmn_swm_flutterKick_floatBoad","0.1","3","","1","0","19040088"
"904","","1","4","","","32","","","","19040089"
"904","","0","41","","","32","","","","19040090"
"904","","1000","129311","6.17647058823529","","2","","","-180","19040091"
"904","","1000","1","6.17647058823529","","2","","","-180","19040092"
"904","","1000","4","6.17647058823529","","33","","","-180","19040093"
"904","","0","0.3","","","93","","","","19040094"
"904","","vo_fpc_20405","vo_fpc","0","","21","","","","19040095"
"904","0","わーいわーい♪","129311","1","0","11","0.5","0","10","19040096"
"904","","","19040091","","","91","","","","19040097"
"905","1.75","117111","1","-910","0","1","cmn_swm_flutterKick","-125","12","19050001"
"905","1.75","117011","1","-910","0","1","cmn_swm_flutterKick","-180","22","19050002"
"905","1.4875","107611","1","750","0","1","cmn_walk_r","-15","12","19050003"
"905","1","1","7","-125","","31","","1","-910","19050004"
"905","0","11","4","-125","","31","","1","-910","19050005"
"905","1","2","1","-180","","31","","1","-910","19050006"
"905","0","21","4","-180","","31","","1","-910","19050007"
"905","","se_fpc_water_random","se_10053800","","","23","","","1","19050008"
"905","","0","19050007","","","91","","","","19050009"
"905","","0","117111","5.35294117647059","","2","","12","-125","19050010"
"905","","0","1","5.35294117647059","","33","","12","-125","19050011"
"905","","0","11","5.35294117647059","","33","","12","-125","19050012"
"905","","","","","","91","","","","19050013"
"905","","0","1","","","32","","","","19050014"
"905","","1","11","","","32","","","","19050015"
"905","0.1","05_shizuru_search_in","117111","05_shizuru_search_loop","0.1","3","","1","0","19050016"
"905","","0","1","","","93","","","","19050017"
"905","","vo_fpc_20500","vo_fpc","0","","21","","","","19050018"
"905","0","うーん…おかしいなあ…\nここらへんで弟くんの「気」を\n感じたんだけど…","117111","1","0","11","0.5","0","10","19050019"
"905","","1","1.81764705882353","","","93","","","","19050020"
"905","","-250","117011","3.88235294117647","","2","","12","-180","19050021"
"905","","-250","2","3.88235294117647","","33","","12","-180","19050022"
"905","","-250","21","3.88235294117647","","33","","12","-180","19050023"
"905","","0","2.38235294117647","","","93","","","","19050024"
"905","","0","1.5","","","93","","","","19050025"
"905","","","19050019","","","91","","","","19050026"
"905","","","19050021","","","91","","","","19050027"
"905","0.1","05_eriko_talk_in","117011","05_eriko_talk_loop","0.1","3","","1","0","19050028"
"905","","0","2","","","32","","","","19050029"
"905","","1","21","","","32","","","","19050030"
"905","","vo_fpc_20501","vo_fpc","0","","21","","","","19050031"
"905","0","あのおかたのオーラの残滓…\n確かにこのあたりなのですが…","117011","1","0","11","0.5","0","10","19050032"
"905","","1","2.15294117647059","","","93","","","","19050033"
"905","","300","107611","2.64705882352941","","2","","0","-15","19050034"
"905","","0","1.14705882352941","","","93","","","","19050035"
"905","","0","1.5","","","93","","","","19050036"
"905","","","19050032","","","91","","","","19050037"
"905","","","19050034","","","91","","","","19050038"
"905","0.2","05_kokkoro_talk","107611","","","3","","","1","19050039"
"905","","vo_fpc_20502","vo_fpc","0","","21","","","","19050040"
"905","0","シズルさまにエリコさま、\nどうかされたのですか？","107611","1","0","11","0.5","0","10","19050041"
"905","","","0","","","91","","","","19050042"
"905","","0","0.5","","","93","","","","19050043"
"905","0.1","05_shizuru_greet_in","117111","05_shizuru_greet_loop","0.1","3","","1","0","19050044"
"905","","vo_fpc_20503","vo_fpc","0","","21","","","","19050045"
"905","0","あ、コッコロちゃん♪\nそっかー、コッコロちゃんに残った\n弟くんの「気」を感じちゃったんだね♪","117111","1","0","11","0.5","0","10","19050046"
"905","","","0","","","91","","","","19050047"
"905","","0","0.5","","","93","","","","19050048"
"905","0.1","05_eriko_pressure_in","117011","05_eriko_pressure_loop","0.1","3","","1","0","19050049"
"905","","vo_fpc_20504","vo_fpc","0","","21","","","","19050050"
"905","0","なんですか、その気持ちの悪い根拠は。\nそれよりも、あの方はどこにおられるのか\n知っているのでしょう？\n隠し立ては許しませんよ。","117011","1","0","11","0.5","0","10","19050051"
"905","","","0","","","91","","","","19050052"
"905","","0","0.5","","","93","","","","19050053"
"905","0.3","05_kokkoro_talk2","107611","","","3","","","1","19050054"
"905","","vo_fpc_20505","vo_fpc","0","","21","","","","19050055"
"905","0","隠し立てなど、そんな。","107611","1","0","11","0.5","0","10","19050056"
"905","","","0","","","91","","","","19050057"
"905","","0","0.5","","","93","","","","19050058"
"905","0.1","05_kokkoro_point_in","107611","05_kokkoro_point_loop","0.1","3","","1","0","19050059"
"905","","vo_fpc_20506","vo_fpc","0","","21","","","","19050060"
"905","0","主さまは先ほどあちらの方に\n流れていかれましたが…","107611","1","0","11","0.5","0","10","19050061"
"905","","","0","","","91","","","","19050062"
"905","","0","0.5","","","93","","","","19050063"
"905","0.1","05_shizuru_smile_in","117111","05_shizuru_smile_loop","0.1","3","","1","0","19050064"
"905","","vo_fpc_20507","vo_fpc","0","","21","","","","19050065"
"905","0","あっちね！\nよーし、お姉ちゃんが\n今すぐ助けにいくからね！","117111","1","0","11","0.5","0","10","19050066"
"905","","","0","","","91","","","","19050067"
"905","","0","0.5","","","93","","","","19050068"
"905","0.1","05_eriko_sad_in","117011","05_eriko_sad_loop","0.1","3","","1","0","19050069"
"905","","vo_fpc_20508","vo_fpc","0","","21","","","","19050070"
"905","0","ああ、なんということ…\n私が今お助けに向かいます！","117011","1","0","11","0.5","0","10","19050071"
"905","","","0","","","91","","","","19050072"
"905","","0","0.5","","","93","","","","19050073"
"905","0.1","05_shizuru_flutterKick_in","117111","05_shizuru_flutterKick_loop","0.1","3","","1","0","19050074"
"905","","1000","117111","2.66169816342827","","2","","","-125","19050075"
"905","","1000","1","2.66169816342827","","33","","","-125","19050076"
"905","","1","1","","","32","","","","19050077"
"905","","0","11","","","32","","","","19050078"
"905","","0","0.1","","","93","","","","19050079"
"905","0.1","05_eriko_flutterKick_in","117011","05_eriko_flutterKick_loop","0.1","3","","1","0","19050080"
"905","","1000","117011","3.14228255404726","","2","","","-180","19050081"
"905","","1000","2","3.14228255404726","","33","","","-180","19050082"
"905","","1","2","","","32","","","","19050083"
"905","","0","21","","","32","","","","19050084"
"905","","","19050081","","","91","","","","19050085"
"905","0.1","05_kokkoro_talk3_in","107611","05_kokkoro_talk3_loop","0.1","3","","1","0","19050086"
"905","","vo_fpc_20509","vo_fpc","0","","21","","","","19050087"
"905","0","行ってしまわれました…","107611","1","0","11","0.5","0","10","19050088"
"905","","","0","","","91","","","","19050089"
"905","","0","0.5","","","93","","","","19050090"
"905","","vo_fpc_20510","vo_fpc","0","","21","","","","19050091"
"905","0","あのお二人が揃われると\n何が起こるか心配ですね…","107611","1","0","11","0.5","0","10","19050092"
"905","","","0","","","91","","","","19050093"
"905","","0","0.5","","","93","","","","19050094"
"905","","vo_fpc_20511","vo_fpc","0","","21","","","","19050095"
"905","0","主さまの前で暴走されぬよう\nわたくしが見張っておかねば…！","107611","1","0","11","0.5","0","10","19050096"
"905","","","0","","","91","","","","19050097"
"905","","0","0.5","","","93","","","","19050098"
"905","","850","107611","1.65912518853695","","2","","0","-15","19050099"
"905","0.2","05_kokkoro_run","107611","","","3","","","1","19050100"
"905","","vo_fpc_20512","vo_fpc","0","","21","","","","19050101"
"905","0","主さまー！","107611","1","0","11","0.5","0","10","19050102"
"905","","","0","","","91","","","","19050103"
"905","","0","0.5","","","93","","","","19050104"
"905","","","19050099","","","91","","","","19050105"
"906","1.75","126911","1","-850","0","1","cmn_float","-180","22","19060001"
"906","1.75","117311","1","-850","0","1","cmn_float","-125","12","19060002"
"906","1","11","6","-180","","31","","1","-850","19060003"
"906","0","10071","1007","-180","","31","","1","-850","19060004"
"906","1","21","6","-125","","31","","1","-850","19060005"
"906","0","10072","1007","-125","","31","","1","-850","19060006"
"906","0","10081","1008","-125","","31","","1","-850","19060007"
"906","","se_fpc_water_random","se_10053800","","","23","","","1","19060008"
"906","","0","19060007","","","91","","","","19060009"
"906","","0","126911","6.25","","2","","12","-180","19060010"
"906","","0","11","6.25","","33","","12","-180","19060011"
"906","","0","10071","6.25","","33","","12","-180","19060012"
"906","","0","3","","","93","","","","19060013"
"906","","vo_fpc_20600","vo_fpc","0","","21","","","","19060014"
"906","0.2","06_cmn_float_sing","126911","","","3","","","1","19060015"
"906","","1","10071","","","32","","","","19060016"
"906","","","19060010","","","91","","","","19060017"
"906","0.2","cmn_float","126911","","","3","","","1","19060018"
"906","","vo_fpc_20601","vo_fpc","0","","21","","","","19060019"
"906","0","たまには、こういう所も\n悪くないかも…","126911","1","0","11","0.5","0","10","19060020"
"906","","","0","","","91","","","","19060021"
"906","","0","0.5","","","93","","","","19060022"
"906","","-150","117311","5.14705882352941","","2","","12","-125","19060023"
"906","","-150","21","5.14705882352941","","33","","12","-125","19060024"
"906","","-150","10072","5.14705882352941","","33","","12","-125","19060025"
"906","","-150","10081","5.14705882352941","","33","","12","-125","19060026"
"906","","150","126911","5.14705882352941","","2","","12","-180","19060027"
"906","","150","11","5.14705882352941","","33","","12","-180","19060028"
"906","","150","10071","5.14705882352941","","33","","12","-180","19060029"
"906","","0","2.5","","","93","","","","19060030"
"906","","vo_fpc_20602","vo_fpc","0","","21","","","","19060031"
"906","0.2","06_cmn_float_sing","126911","","","3","","","1","19060032"
"906","0.2","06_cmn_float_sing","117311","","","3","","","1","19060033"
"906","","0","10071","","","32","","","","19060034"
"906","","1","10071","","","32","","","","19060035"
"906","","1","10072","","","32","","","","19060036"
"906","","","19060029","","","91","","","","19060037"
"906","","1","126911","","","4","","","","19060038"
"906","","180","11","0","","33","","","-180","19060039"
"906","0.1","06_ranpha_float_notice","126911","06_ranpha_float_shy","0.1","3","","1","0","19060040"
"906","","cmn_float","117311","","0.1","3","","","1","19060041"
"906","","vo_fpc_20603","vo_fpc","0","","21","","","","19060042"
"906","0","あっ…","126911","1","0","11","0.5","0","10","19060043"
"906","","","0","","","91","","","","19060044"
"906","","0","0.5","","","93","","","","19060045"
"906","0.1","06_chika_float_notice_in","117311","06_chika_float_notice","0.1","3","","1","0","19060046"
"906","","vo_fpc_20604","vo_fpc","0","","21","","","","19060047"
"906","0","ごめんなさい、素敵な歌だったから\nつい合わせてしまって…\nお邪魔でしたよね。","117311","1","0","11","0.5","0","10","19060048"
"906","","","0","","","91","","","","19060049"
"906","","0","0.5","","","93","","","","19060050"
"906","","vo_fpc_20605","vo_fpc","0","","21","","","","19060051"
"906","0","ううん…\nそっちも、とても素敵な歌…\nだから、よければもう少し、\nこのまま…","126911","1","0","11","0.5","0","10","19060052"
"906","","","0","","","91","","","","19060053"
"906","","0","0.5","","","93","","","","19060054"
"906","0.2","06_chika_float_smile","117311","","","3","","","1","19060055"
"906","","vo_fpc_20606","vo_fpc","0","","21","","","","19060056"
"906","0","はい。","117311","1","0","11","0.5","0","10","19060057"
"906","","","0","","","91","","","","19060058"
"906","","0","0.5","","","93","","","","19060059"
"906","","vo_fpc_20607","vo_fpc","0","","21","","","","19060060"
"906","0.2","06_cmn_float_sing","126911","","","3","","","1","19060061"
"906","0.2","06_cmn_float_sing","117311","","","3","","","1","19060062"
"906","","0","10071","","","32","","","","19060063"
"906","","1","10071","","","32","","","","19060064"
"906","","1","10081","","","32","","","","19060065"
"906","","0","2","","","93","","","","19060066"
"906","","850","126911","4.11764705882353","","2","","","-180","19060067"
"906","","880","11","4.11764705882353","","33","","","-180","19060068"
"906","","880","10071","4.11764705882353","","33","","","-180","19060069"
"906","","850","117311","5.88235294117647","","2","","","-125","19060070"
"906","","850","21","5.88235294117647","","33","","","-125","19060071"
"906","","850","10081","5.88235294117647","","33","","","-125","19060072"
"906","","0","1.5","","","93","","","","19060073"
"906","","0","10071","","","32","","","","19060074"
"906","","1","10071","","","32","","","","19060075"
"906","","0","10081","","","32","","","","19060076"
