1245200f39393ccc5b7ecdbde471932e1c12935932ee1e6631626862ae87b965,26e67972725a055a170f370b9985355b3d3accda3225bc1f87275b037056f5be,86e00df89b331a72a6c87bff19a7fd23d1dc757bf0dac5b23e6fb36f36f566e9,14bfe894b5d06826f895099b9c4a3a7da94f9c1fe72444b4c4f2b805416a4a9c,fb6c40188352585e4814a1f97e26a3fd1fbedb7dc9c36137429aa6f2c3779257,9555625eb43a4ee61f4712dd5d5d1231a2668a1f190bcdf0bf27842bd3d0f783,4e303f5bf68317b60e4cab90254d3449e18a08403399530ac90cfbb344390ca5,6338dcfbafe2beae5d74fa53c8da8f500f39656154961d2dabcb64a36224d543,45fadb986b8b7bbf0366d7c2d5017dfd8bd1dcb47e6a3657ab8533104c7d053a,abd670d2c1066a5c46aafbdab164c194e55a2d003b1cf15f50e6753e9158ca07,4af31114c5e1d07b0b57cf1496a6b0e494cef6f4f68f698e367d6bdbe1941d46
"62157","","wish_talk_joy","3","131011","","1","","","0.2","5146062"
"62158","","vo_apg_0214","21","vo_apg","0","0","","","","5146062"
"62159","0","なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪","11","131011","1","10","0","1","0","5146062"
"62160","","","91","0","","","","","","5146062"
"62161","","0","22","0","","","","","","5146062"
"62162","","wish_idle_joy","3","131011","","1","","","0.2","5146062"
"62163","0","10","12","100911","0","2","0","0","-30","5146062"
"62164","0","7","12","131011","0","2","0","0","0","5146062"
"62165","","0","93","2","","","","","","5146062"
"62166","","","101","62167","","","","","","5146062"
"62167","","0.2","22","0","","","","","","5146062"
"63001","walk_surprise_sad_blue","106611","1","1","-10","110","1","-288","1.8","5146063"
"63002","walk_surprise_sad_blue","1066","5","3","-10","111","1","-288","1.8","5146063"
"63003","idle_normal_noface","130911","1","1","260","100","1","-288","1.8","5146063"
"63004","idle_normal_kururu","99","5","1","260","101","1","-288","1.8","5146063"
"63005","empty","126411","1","1","-420","103","0","-268","1.8","5146063"
"63006","empty","98","5","1","-420","113","0","-268","1.8","5146063"
"63007","","210","13","106611","","","","","","5146063"
"63008","","200","13","130911","","","","","","5146063"
"63009","","203","13","126411","","","","","","5146063"
"63010","idle","7","5","7","0","15","0","-174","0.85","5146063"
"63011","empty","20","5","20","0","210","0","156","1","5146063"
"63012","empty","22","5","22","0","211","0","66","1","5146063"
"63013","empty","211","5","21","0","60","0","153","1","5146063"
"63014","empty","212","5","21","0","190","0","0","1","5146063"
"63015","","1","31","1","0","0","","1","1","5146063"
"63016","","2","31","2","-57.7","0","","1","1","5146063"
"63017","","black","37","2","","","","","","5146063"
"63018","","10","31","10","0","0","","1","0","5146063"
"63019","","16","31","16","-268","-420","","1","0","5146063"
"63020","","20","31","20","0","0","","1","1","5146063"
"63021","","20","36","20","","","","","","5146063"
"63022","","22","36","20","","","","","","5146063"
"63023","","0","91","0","","","","","","5146063"
"63024","","0","102","0","","0","","","","5146063"
"63025","","0","93","0.4","","","","","","5146063"
"63026","","iris_out","37","2","","","","","","5146063"
"63027","","-260","2","106611","2.5","-288","","0","","5146063"
"63028","","-260","2","1066","2.5","-288","","0","","5146063"
"63029","","0","93","2.5","","","","","","5146063"
"63030","","sad_idle_blue","3","106611","","1","","","0.2","5146063"
"63031","","sad_idle_blue","3","1066","","1","","0","0.2","5146063"
"63032","","0","93","0.1","","","","","","5146063"
"63033","","tired_talk1","3","106611","","1","","","0.2","5146063"
"63034","","tired_talk1","3","1066","","1","","","0.2","5146063"
"63035","","vo_apg_0301","21","vo_apg","0","0","","","","5146063"
"63036","0","ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！","11","106611","1","10","0","1","0","5146063"
"63037","","","91","0","","","","","","5146063"
"63038","","tired_talk2","3","106611","","1","","","0.2","5146063"
"63039","","tired_talk2","3","1066","","1","","","0.2","5146063"
"63040","","vo_apg_0302","21","vo_apg","0","0","","","","5146063"
"63041","0","あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…","11","106611","1","10","0","1","0","5146063"
"63042","","","91","0","","","","","","5146063"
"63043","","tired_idle","3","106611","","1","","","0.2","5146063"
"63044","","tired_idle","3","1066","","1","","","0.2","5146063"
"63045","","talk_normal","3","130911","","1","","","0.2","5146063"
"63046","","talk_normal","3","99","","1","","","0.2","5146063"
"63047","","vo_apg_0303","21","vo_apg","0","0","","","","5146063"
"63048","0","イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？","11","130911","1","10","0","1","0","5146063"
"63049","","","91","0","","","","","","5146063"
"63050","","idle_normal","3","130911","","1","","","0.2","5146063"
"63051","","coaster_3_in","3","211","","0","","","0","5146063"
"63052","","0","4","106611","","","","","","5146063"
"63053","","0","4","1066","","","","","","5146063"
"63054","","doya_in_nervous_furimuki","3","106611","doya_talk_nervous_furimuki","0","0","1","0","5146063"
"63055","","doya_in_nervous_furimuki","3","1066","doya_talk_nervous_furimuki","0","0","1","0","5146063"
"63056","","vo_apg_0304","21","vo_apg","0","0","","","","5146063"
"63057","0","ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ","11","106611","1","10","0","1","0","5146063"
"63058","","","91","0","","","","","","5146063"
"63059","","cool_talk_dere","3","106611","","1","","","0.2","5146063"
"63060","","cool_talk_dere","3","1066","","1","","","0.2","5146063"
"63061","","vo_apg_0305","21","vo_apg","0","0","","","","5146063"
"63062","0","もっとスリルがほしいとこですが、\nま、こんなもんですよねー！","11","106611","1","10","0","1","0","5146063"
"63063","","","91","0","","","","","","5146063"
"63064","","cool_idle_doya","3","106611","","1","","","0.2","5146063"
"63065","","cool_idle_doya","3","1066","","1","","","0.2","5146063"
"63066","","coaster_3_out","3","211","","0","","","0","5146063"
"63067","","kururu_sad_talk","3","130911","","1","","","0.2","5146063"
"63068","","kururu_sad_talk","3","99","","1","","","0.2","5146063"
"63069","","vo_apg_0306","21","vo_apg","0","0","","","","5146063"
"63070","0","そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！","11","130911","1","10","0","1","0","5146063"
"63071","","","91","0","","","","","","5146063"
"63072","","0","22","0","","","","","","5146063"
"63073","","idle_normal_noface","3","130911","","1","","","0.2","5146063"
"63074","","idle_normal_kururu","3","99","","1","","","0.2","5146063"
"63075","","cool_idle_surprise","3","106611","","1","","","0.2","5146063"
"63076","","cool_idle_surprise","3","1066","","1","","","0.2","5146063"
"63077","","kuroche_appear","3","126411","kuroche_pose_talk_anger","0","0","1","0","5146063"
"63078","","kuroche_appear","3","98","kuroche_pose_talk_anger","0","0","1","0","5146063"
"63079","","0","93","0.5","","","","","","5146063"
"63080","","15","122","15","","0.5","","","","5146063"
"63081","","1","32","16","","","","","","5146063"
"63082","","inori_dodge_in","3","106611","","0","","","0","5146063"
"63083","","inori_dodge_in","3","1066","","0","","","0","5146063"
"63084","","0","93","0.6","","","","","","5146063"
"63085","","vo_apg_0307","21","vo_apg","0","0","","","","5146063"
"63086","0","はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！","11","126411","1","10","0","1","20","5146063"
"63087","","","91","0","","","","","","5146063"
"63088","","kuroche_pose_idle_doya","3","126411","","1","","","0.2","5146063"
"63089","","inori_dodge_out","3","106611","inori_anger_talk","0","0","1","0.1","5146063"
"63090","","inori_dodge_out","3","1066","inori_anger_talk","0","0","1","0.1","5146063"
"63091","","vo_apg_0308","21","vo_apg","0","0","","","","5146063"
"63092","0","は？　いや、こっちは全然\n話がみえねーんですけど…","11","106611","1","10","0","1","0","5146063"
"63093","","","91","0","","","","","","5146063"
"63094","","inori_anger_idle","3","106611","","1","","","0.2","5146063"
"63095","","inori_anger_idle","3","1066","","1","","","0.2","5146063"
"63096","","kururu_guid_talk","3","130911","","1","","","0.2","5146063"
"63097","","kururu_guid_talk","3","99","","1","","","0.2","5146063"
"63098","","vo_apg_0309","21","vo_apg","0","0","","","","5146063"
"63099","0","ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！","11","130911","1","10","0","1","0","5146063"
"63100","","","91","0","","","","","","5146063"
"63101","","idle_normal_noface","3","130911","","1","","","0.2","5146063"
"63102","","idle_normal_kururu","3","99","","1","","","0.2","5146063"
"63103","","low","37","16","","","","","","5146063"
"63104","","se_10055900_chroche_01","23","se_10055900","","1","","","","5146063"
"63105","","inori_jitabata_in","3","106611","inori_jitabata_loop","0","0","1","0.2","5146063"
"63106","","inori_jitabata_in","3","1066","inori_jitabata_loop","0","0","1","0.2","5146063"
"63107","","kuroche_catch_in","3","126411","kuroche_catch_loop","0","0","1","0.2","5146063"
"63108","","kuroche_catch_in","3","98","kuroche_catch_loop","0","0","1","0.2","5146063"
"63109","","vo_apg_0310","21","vo_apg","0","0","","","","5146063"
"63110","0","ではではっ♪\nしっかりつかまっててくださいね～っ♪","11","126411","1","10","-27","1","112","5146063"
"63111","","","91","0","","","","","","5146063"
"63112","","0","22","0","","","","","","5146063"
"63113","","0.2","24","se_10055900_chroche_01","","","","","","5146063"
"63114","","se_10055900_chroche_02","23","se_10055900","","0","","","","5146063"
"63115","","high","37","16","","","","","","5146063"
"63116","","5","122","5","","1","","","","5146063"
"63117","","0","93","1","","","","","","5146063"
"63118","","inori_jitabata_takeoff","3","106611","","0","","","0","5146063"
"63119","","inori_jitabata_takeoff","3","1066","","0","","","0","5146063"
"63120","","kuroche_catch_takeoff","3","126411","","0","","","0","5146063"
"63121","","kuroche_catch_takeoff","3","98","","0","","","0","5146063"
"63122","","100","122","100","","0.5","","","","5146063"
"63123","","0","93","0.4","","","","","","5146063"
"63124","","0","4","130911","","","","","","5146063"
"63125","","kururu_furimuki_watch","3","130911","","0","","","0","5146063"
"63126","","empty","3","99","","0","","","0","5146063"
"63127","","0","93","1.5","","","","","","5146063"
"63128","","fade_in","37","2","","","","","","5146063"
"63129","","0","93","1.5","","","","","","5146063"
"63130","","empty","3","98","","0","","","0","5146063"
"63131","","se_10055900_chroche_03","23","se_10055900","","1","","","","5146063"
"63132","","coaster_4_in","3","212","","0","","","0","5146063"
"63133","","se_10055900_photo","23","se_10055900","","0","","","","5146063"
"63134","","0","93","0.3","","","","","","5146063"
"63135","","30","122","30","","0.5","","","","5146063"
"63136","","vo_apg_0311","21","vo_apg","0","0","","","","5146063"
"63137","","0311_in","3","20","","0","","","0","5146063"
"63138","","1","93","3.6","","","","","","5146063"
"63139","","0311_mid","3","20","","0","","","0","5146063"
"63140","","","92","","","","","","","5146063"
"63141","","0311_out","3","20","","0","","","0","5146063"
"63142","","0","93","0.2","","","","","","5146063"
"63143","","30","122","30","","0.5","","","","5146063"
"63144","","vo_apg_0312","21","vo_apg","0","0","","","","5146063"
"63145","","0312_in","3","20","","0","","","0","5146063"
"63146","","1","93","2.4","","","","","","5146063"
"63147","","0312_mid","3","20","","0","","","0","5146063"
"63148","","","92","","","","","","","5146063"
"63149","","0312_out","3","20","","0","","","0","5146063"
"63150","","0","93","0.2","","","","","","5146063"
"63151","","scale15","37","20","","","","","","5146063"
"63152","","coaster_4_change","3","212","","0","","","0","5146063"
"63153","","vo_apg_0313","21","vo_apg","0","0","","","","5146063"
"63154","","0","2","20","0","76","","0","","5146063"
"63155","","empty","3","20","","1","","","0","5146063"
"63156","","0313_in","3","22","","0","","","0","5146063"
"63157","","1","93","2.4","","","","","","5146063"
"63158","","0313_mid","3","22","","1","","","0","5146063"
"63159","","","92","","","","","","","5146063"
"63160","","0313_out","3","22","","0","","","0","5146063"
"63161","","0","93","0.2","","","","","","5146063"
"63162","","0","22","0","","","","","","5146063"
"63163","","0.5","24","se_10055900_chroche_03","","","","","","5146063"
"63164","","white","37","2","","","","","","5146063"
"63165","","0","93","2","","","","","","5146063"
"63166","","scale1","37","20","","","","","","5146063"
"63167","","empty","3","212","","0","","","0","5146063"
"63168","","kururu_wish_idle_joy","3","130911","","1","","","0.2","5146063"
"63169","","idle_normal","3","99","","1","","","0.2","5146063"
"63170","","see_guru","3","106611","","1","","","0.2","5146063"
"63171","","see_guru","3","1066","","1","","","0.2","5146063"
"63172","","idle_normal_joy","3","126411","","1","","","0.2","5146063"
"63173","","1","4","130911","","","","","","5146063"
"63174","","225","2","130911","0","-278","","0","","5146063"
"63175","","0","2","106611","0","-288","","0","","5146063"
"63176","","0","2","1066","0","-288","","0","","5146063"
"63177","","-225","2","126411","0","-278","","0","","5146063"
"63178","","0","93","2","","","","","","5146063"
"63179","","joy_talk","3","126411","","1","","","0.2","5146063"
"63180","","vo_apg_0314","21","vo_apg","0","0","","","","5146063"
"63181","0","はい！\nスリル満点と評判の\n空の旅、いかがでしたか？","11","126411","1","10","0","1","0","5146063"
"63182","","","91","0","","","","","","5146063"
"63183","","idle_normal_joy","3","126411","","1","","","0.2","5146063"
"63184","","23","33","2","0","-108","","0","","5146063"
"63185","","iris_end_1","37","2","","","","","","5146063"
"63186","","gakkari","3","106611","","0","","","0.2","5146063"
"63187","","gakkari","3","1066","","0","","","0.2","5146063"
"63188","","vo_apg_0315","21","vo_apg","0","0","","","","5146063"
"63189","1.1","うぷ…もう、こりごりですよ…","11","106611","0","4","-31","0","23","5146063"
"63190","","0","93","6","","","","","","5146063"
"63191","","iris_end_2","37","2","","","","","","5146063"
"63192","","0","93","1","","","","","","5146063"
"63193","","","101","63194","","","","","","5146063"
"63194","","0.2","22","0","","","","","","5146063"
"64001","walk_normal","105811","1","1","-130","106","1","-480","1.8","5146064"
"64002","walk_normal","1058","5","6","-130","107","1","-480","1.8","5146064"
"64003","walk_normal","131511","1","1","130","103","1","-480","1.8","5146064"
"64004","idle_normal_noface","130911","1","1","290","100","1","-278","1.8","5146064"
"64005","idle_normal_kururu","99","5","1","290","101","1","-278","1.8","5146064"
"64006","","206","13","105811","","","","","","5146064"
"64007","","203","13","131511","","","","","","5146064"
"64008","","200","13","130911","","","","","","5146064"
"64009","idle","8","5","8","0","15","0","-174","0.85","5146064"
"64010","empty","20","5","20","-242","210","0","-53","1","5146064"
"64011","empty","22","5","22","-128","211","0","-194","1","5146064"
"64012","","1","31","1","0","0","","1","1","5146064"
"64013","","2","31","2","-57.7","0","","1","0","5146064"
"64014","","12","31","12","0","0","","1","0","5146064"
"64015","","13","31","13","0","0","","1","0","5146064"
"64016","","20","31","20","0","0","","1","1","5146064"
"64017","","105811","36","20","","","","","","5146064"
"64018","","131511","36","20","","","","","","5146064"
"64019","","20","36","20","","","","","","5146064"
"64020","","22","36","20","","","","","","5146064"
"64021","","0","91","0","","","","","","5146064"
"64022","","0","102","0","","0","","","","5146064"
"64023","","1","32","13","","","","","","5146064"
"64024","","scale15","37","20","","","","","","5146064"
"64025","","","93","2","","","","","","5146064"
"64026","","vo_apg_0401","21","vo_apg","0","0","","","","5146064"
"64027","","0401_in","3","22","","0","","","0","5146064"
"64028","","1","93","2.7","","","","","","5146064"
"64029","","0401_mid","3","22","","0","","","0","5146064"
"64030","","","92","","","","","","","5146064"
"64031","","0401_out","3","22","","0","","","0","5146064"
"64032","","0","93","0.2","","","","","","5146064"
"64033","","129","2","22","0","-194","","0","","5146064"
"64034","","vo_apg_0402","21","vo_apg","0","0","","","","5146064"
"64035","","0402_in","3","22","","0","","","0","5146064"
"64036","","1","93","2.9","","","","","","5146064"
"64037","","0402_mid","3","22","","0","","","0","5146064"
"64038","","","92","","","","","","","5146064"
"64039","","0402_out","3","22","","0","","","0","5146064"
"64040","","0","93","0.2","","","","","","5146064"
"64041","","0","22","0","","","","","","5146064"
"64042","","empty","3","22","","1","","","0","5146064"
"64043","","0","93","0.5","","","","","","5146064"
"64044","","1","32","2","","","","","","5146064"
"64045","","fade_in","37","2","","","","","","5146064"
"64046","","0","93","1","","","","","","5146064"
"64047","","0","32","13","","","","","","5146064"
"64048","","scale1","37","20","","","","","","5146064"
"64049","","-194","2","105811","0","-298","","0","","5146064"
"64050","","-194","2","1058","0","-298","","0","","5146064"
"64051","","-34","2","131511","0","-288","","0","","5146064"
"64052","","iris_out","37","2","","","","","","5146064"
"64053","","-385","2","105811","2","-298","","0","","5146064"
"64054","","-385","2","1058","2","-298","","0","","5146064"
"64055","","-225","2","131511","2","-288","","0","","5146064"
"64056","","0","93","2","","","","","","5146064"
"64057","","0","4","105811","","","","","","5146064"
"64058","","0","4","1058","","","","","","5146064"
"64059","","0","4","131511","","","","","","5146064"
"64060","","idle_normal","3","105811","","1","","","0.2","5146064"
"64061","","idle_normal","3","1058","","1","","0","0.2","5146064"
"64062","","idle_normal","3","131511","","1","","","0.2","5146064"
"64063","","0","93","0.5","","","","","","5146064"
"64064","","talk_normal","3","130911","","1","","","0.2","5146064"
"64065","","talk_normal","3","99","","1","","","0.2","5146064"
"64066","","vo_apg_0403","21","vo_apg","0","0","","","","5146064"
"64067","0","はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？","11","130911","1","10","0","1","0","5146064"
"64068","","","91","0","","","","","","5146064"
"64069","","kururu_wish_talk_joy","3","130911","","1","","","0.2","5146064"
"64070","","kururu_wish_talk_joy","3","99","","1","","","0.2","5146064"
"64071","","vo_apg_0404","21","vo_apg","0","0","","","","5146064"
"64072","0","ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪","11","130911","1","10","0","1","0","5146064"
"64073","","","91","0","","","","","","5146064"
"64074","","idle_normal_noface","3","130911","","1","","","0.2","5146064"
"64075","","idle_normal_kururu","3","99","","1","","","0.2","5146064"
"64076","","guts2_in_joy","3","105811","guts2_talk_joy","0","0","1","0.2","5146064"
"64077","","guts2_in_joy","3","1058","guts2_talk_joy","0","0","1","0.2","5146064"
"64078","","vo_apg_0405","21","vo_apg","0","0","","","","5146064"
"64079","0","はい！　とっても\nおいしそうでした☆","11","105811","1","10","0","1","0","5146064"
"64080","","","91","0","","","","","","5146064"
"64081","","guts2_idle_joy","3","105811","","1","","","0.2","5146064"
"64082","","guts2_idle_joy","3","1058","","1","","","0.2","5146064"
"64083","","memory_talk","3","131511","","1","","","0.5","5146064"
"64084","","vo_apg_0406","21","vo_apg","0","0","","","","5146064"
"64085","0","おなか。\nぐるる…","11","131511","1","10","0","1","0","5146064"
"64086","","","91","0","","","","","","5146064"
"64087","","memory_idle","3","131511","","1","","","0.2","5146064"
"64088","","joy_talk","3","130911","","1","","","0.2","5146064"
"64089","","joy_talk","3","99","","1","","","0.2","5146064"
"64090","","vo_apg_0407","21","vo_apg","0","0","","","","5146064"
"64091","0","ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？","11","130911","1","10","0","1","0","5146064"
"64092","","","91","0","","","","","","5146064"
"64093","","kururu_joy_slow","3","130911","","1","","","0.5","5146064"
"64094","","anger_idle_anger","3","131511","","1","","","0.5","5146064"
"64095","","vo_apg_0408","21","vo_apg","0","0","","","","5146064"
"64096","0","だっしゅ","11","131511","1","10","0","1","0","5146064"
"64097","","","91","0","","","","","","5146064"
"64098","","walk_jog_dere","3","131511","","1","","","0.2","5146064"
"64099","","1100","2","131511","3","-288","","0","","5146064"
"64100","","0","93","0.5","","","","","","5146064"
"64101","","notice_in_normal2","3","105811","anger_talk_normal2","0","0.2","1","0.2","5146064"
"64102","","notice_in_normal2","3","1058","anger_talk_normal2","0","0.2","1","0.2","5146064"
"64103","","vo_apg_0409","21","vo_apg","0","0","","","","5146064"
"64104","0","あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！","11","105811","1","10","0","1","0","5146064"
"64105","","","91","0","","","","","","5146064"
"64106","","0","22","0","","","","","","5146064"
"64107","","run_dash_doya","3","105811","","1","","","0.2","5146064"
"64108","","run_dash_doya","3","1058","","1","","","0.2","5146064"
"64109","","1100","2","105811","1.8","-298","","0","","5146064"
"64110","","1100","2","1058","1.8","-298","","0","","5146064"
"64111","","0","93","1.8","","","","","","5146064"
"64112","","0","4","130911","","","","","","5146064"
"64113","","hawawa","3","130911","anger_talk_surprise2_shy","0","0.2","1","0","5146064"
"64114","","vo_apg_0410","21","vo_apg","0","0","","","","5146064"
"64115","0","はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？","11","130911","1","10","0","1","0","5146064"
"64116","","","91","0","","","","","","5146064"
"64117","","0","22","0","","","","","","5146064"
"64118","","0","93","0.1","","","","","","5146064"
"64119","","alter","37","1","","","","","","5146064"
"64120","","1","32","12","","","","","","5146064"
"64121","","0","93","0.4","","","","","","5146064"
"64122","","1","6","8","1","1","0","0","0","5146064"
"64123","","-725","2","105811","0","-278","","0","","5146064"
"64124","","-725","2","1058","0","-278","","0","","5146064"
"64125","","-925","2","131511","0","-278","","0","","5146064"
"64126","","run_dash_peko","3","105811","","1","","","0","5146064"
"64127","","run_dash_peko","3","1058","","1","","","0","5146064"
"64128","","run_dash_presia","3","131511","","1","","","0","5146064"
"64129","","empty","3","130911","","1","","","0","5146064"
"64130","","1185","2","105811","10","-278","","0","","5146064"
"64131","","1185","2","1058","10","-278","","0","","5146064"
"64132","","985","2","131511","10","-278","","0","","5146064"
"64133","","0","93","0.3","","","","","","5146064"
"64134","","0","93","0.8","","","","","","5146064"
"64135","","vo_apg_0411","21","vo_apg","0","0","","","","5146064"
"64136","1","まずはあの屋台から～☆","11","105811","0","10","0","0","40","5146064"
"64137","","0","93","3","","","","","","5146064"
"64138","","vo_apg_0412","21","vo_apg","0","0","","","","5146064"
"64139","1.3","ぜんぶ\nたべるよ","11","131511","0","8","0","0","40","5146064"
"64140","","0","93","0.3","","","","","","5146064"
"64141","","0","93","3.6","","","","","","5146064"
"64142","","","101","64143","","","","","","5146064"
"64143","","0.2","22","0","","","","","","5146064"
"65001","wish_idle_normal_lookup","131011","1","1","-225","110","0","-278","1.8","5146065"
"65002","idle_normal","99","5","1","-225","111","0","-278","1.8","5146065"
"65003","idle_normal","98","5","1","-225","109","0","-278","1.8","5146065"
"65004","idle_normal_noface","130911","1","1","225","101","1","-278","1.8","5146065"
"65005","idle_normal_kururu","97","5","1","225","102","1","-278","1.8","5146065"
"65006","idle_normal","96","5","1","225","100","1","-278","1.8","5146065"
"65007","empty","106011","1","1","-920","105","0","-305","1.85","5146065"
"65008","empty","1060","5","4","-920","106","0","-305","1.85","5146065"
"65009","","210","13","131011","","","","","","5146065"
"65010","","201","13","130911","","","","","","5146065"
"65011","","205","13","106011","","","","","","5146065"
"65012","idle","8","5","8","0","15","0","-174","0.85","5146065"
"65013","","1","31","1","0","0","","1","1","5146065"
"65014","","0","91","0","","","","","","5146065"
"65015","","0","102","0","","0","","","","5146065"
"65016","","0","93","1","","","","","","5146065"
"65017","","wish_idle_joy_lookup","3","131011","","1","","","0.2","5146065"
"65018","","vo_apg_0501","21","vo_apg","0","0","","","","5146065"
"65019","0","くる～\nくる～","11","131011","1","10","0","1","0","5146065"
"65020","","","91","0","","","","","","5146065"
"65021","","talk_normal_surprise","3","130911","","1","","","0.2","5146065"
"65022","","talk_normal_surprise","3","97","","1","","","0.2","5146065"
"65023","","vo_apg_0502","21","vo_apg","0","0","","","","5146065"
"65024","0","どうしたんですか\nマホちゃんさん？","11","130911","1","10","0","1","0","5146065"
"65025","","","91","0","","","","","","5146065"
"65026","","idle_normal_noface","3","130911","","1","","","0.2","5146065"
"65027","","idle_normal_kururu","3","97","","1","","","0.2","5146065"
"65028","","sad_talk_normalR","3","131011","","1","","","0.2","5146065"
"65029","","vo_apg_0503","21","vo_apg","0","0","","","","5146065"
"65030","0","ん、観覧車かいらしな～って。\nくるくる～って","11","131011","1","10","0","1","0","5146065"
"65031","","","91","0","","","","","","5146065"
"65032","","notice_in_normal2","3","131011","notice_loop_normal2","0","0","1","0.2","5146065"
"65033","","vo_apg_0504","21","vo_apg","0","0","","","","5146065"
"65034","0","せや♪","11","131011","1","10","0","1","0","5146065"
"65035","","","91","0","","","","","","5146065"
"65036","","kururu_wish_idle_light","3","130911","","1","","","0.2","5146065"
"65037","","kururu_wish_idle_light","3","97","","1","","","0.2","5146065"
"65038","","maho_kururinpa_in","3","131011","maho_kururinpa_loop","0","0","1","0","5146065"
"65039","","maho_kururinpa_inF","3","99","maho_kururinpa_loopF","0","0","1","0","5146065"
"65040","","maho_kururinpa_inB","3","98","maho_kururinpa_loopB","0","0","1","0","5146065"
"65041","","vo_apg_0505","21","vo_apg","0","0","","","","5146065"
"65042","0","みらくるまほりんくるりんぱ～♪","11","131011","1","10","0","1","0","5146065"
"65043","","","91","0","","","","","","5146065"
"65044","","kururu_wish_talk_joy","3","130911","","1","","","0.2","5146065"
"65045","","vo_apg_0506","21","vo_apg","0","0","","","","5146065"
"65046","0","わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪","11","130911","1","10","0","1","0","5146065"
"65047","","","91","0","","","","","","5146065"
"65048","","maho_kururinpa_out","3","131011","idle_normal","0","0.2","1","0","5146065"
"65049","","maho_kururinpa_outF","3","99","idle_normal","0","0.2","1","0","5146065"
"65050","","maho_kururinpa_outB","3","98","idle_normal","0","0.2","1","0","5146065"
"65051","","kururu_sad_talk_surprise_to_kururinpa","3","130911","kururu_kururinpa_loop","0","0","0","0.2","5146065"
"65052","","kururu_sad_talk_surprise_to_kururinpaF","3","97","kururu_kururinpa_loopF","0","0","0","0.2","5146065"
"65053","","kururu_sad_talk_surprise_to_kururinpaB","3","96","kururu_kururinpa_loopB","0","0","0","0.2","5146065"
"65054","","vo_apg_0507","21","vo_apg","0","0","","","","5146065"
"65055","0","えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？","11","130911","1","10","0","1","0","5146065"
"65056","","","91","0","","","","","","5146065"
"65057","","kururu_kururinpa_out","3","130911","idle_normal_noface","0","0","1","0","5146065"
"65058","","kururu_kururinpa_outF","3","97","idle_normal_kururu","0","0","1","0","5146065"
"65059","","kururu_kururinpa_outB","3","96","idle_normal","0","0","1","0","5146065"
"65060","","joy_talk","3","131011","","1","","","0.2","5146065"
"65061","","vo_apg_0508","21","vo_apg","0","0","","","","5146065"
"65062","0","上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪","11","131011","1","10","0","1","0","5146065"
"65063","","","91","0","","","","","","5146065"
"65064","","idle_normal","3","131011","","1","","","0.2","5146065"
"65065","","kururu_hello_fast_to_kururinpa","3","130911","kururu_kururinpa_loop","0","0","0","0.2","5146065"
"65066","","kururu_hello_fast_to_kururinpaF","3","97","kururu_kururinpa_loopF","0","0","0","0.2","5146065"
"65067","","kururu_hello_fast_to_kururinpaB","3","96","kururu_kururinpa_loopB","0","0","0","0.2","5146065"
"65068","","vo_apg_0509","21","vo_apg","0","0","","","","5146065"
"65069","0","はーい♪\nみらくるくるるんくるりんぱ～♪","11","130911","1","10","0","1","0","5146065"
"65070","","","91","0","","","","","","5146065"
"65071","","kururu_kururinpa_out","3","130911","idle_normal_noface","0","0","1","0","5146065"
"65072","","kururu_kururinpa_outF","3","97","idle_normal_kururu","0","0","1","0","5146065"
"65073","","kururu_kururinpa_outB","3","96","idle_normal","0","0","1","0","5146065"
"65074","","smile2","3","131011","sad_talk_normalR","0","0.2","1","0.2","5146065"
"65075","","smile2","3","99","sad_talk_normalR","0","0.2","1","0.2","5146065"
"65076","","smile2","3","98","sad_talk_normalR","0","0.2","1","0.2","5146065"
"65077","","vo_apg_0510","21","vo_apg","0","0","","","","5146065"
"65078","0","うふふ♪\nくる多いなぁ♪","11","131011","1","10","0","1","0","5146065"
"65079","","","91","0","","","","","","5146065"
"65080","","maho_kurukuru_in","3","131011","maho_kurukuru_loop","0","0","1","0.2","5146065"
"65081","","maho_kurukuru_inF","3","99","maho_kurukuru_loopF","0","0","1","0.2","5146065"
"65082","","maho_kurukuru_inB","3","98","maho_kurukuru_loopB","0","0","1","0.2","5146065"
