15f94b3fd355432e28ed4564f491b539ff05fa3d09e5b4d6a614c6f6bdfcf7d4,20dbd70fe5c25b4160e8c081ebf9397cfd373520a2c79e2cc71c39e0750b9560,2d0a2eb4ebb9430ec7fe51f07c3ad66621d2f3d9e30df302eb032d4d4e539951,38d4a0b3c8d29b8c9c45a0badc39ded752a4c7278cc45bc2c52310898fa9dd78,869f0d1d335e55e425e2a4285b3a80cd8514a0364a9d710c3d6fa6e354ab206c,e12abbf1f578372c64655591e3cb37077924adb2c2e59b77989d753e017947c4,3384f81c9bd5f54ae6b681751346dc7b37b1fce9c11a761904403caef2bc1242,68b6faa8b0899ab537f1937e519f2d65298495dd1a53d549d797f9c666a45c19,6d80e0dddac4541a8c6f3c6ca34434e72ebf6d8671bda8632102f263df9a2cb1,f3d5754b984a6f31e90939ba26702b5152d172a50a270bbe580b7e566b7270c3,2cce5ea68e0279e091bf6fc006fbde786b71be07e26f8b749221b51f3c15b0b0
"0","311010","311","アンナたそアンナたそ！\nおせち料理、美味しそうですぞ！\nさあ、おあがりよ！！","8","0.5","101311","0","0","0","11"
"","311011","311","","","","311010","","","","91"
"","311012","311","nop_idle_joy_normal","1","","101311","","","0.2","3"
"","311013","311","nop_talk_thinking","1","","105111","","","0.2","3"
"0","311014","311","医食同源……って知ってるかしら？\n長寿を願う料理には、なにかしらの\n効能があるものも多いのよ。","8","0.5","105111","0","0","0","11"
"","311015","311","","","","311014","","","","91"
"","311016","311","nop_idle_thinking","1","","105111","","","0.2","3"
"0","312001","312","素敵な新年会ね～\n他の学校の人たちも来ているようだし\nお話を伺いに行こうかしら？","8","0.5","101831","0","0","0","11"
"","312002","312","nop_talk_joy1","1","","101831","","","0.2","3"
"","312003","312","","","","312001","","","","91"
"","312004","312","nop_idle_joy1","1","","101831","","1","0.2","3"
"0","312005","312","見て見てミサキっち！\nあそこの料理すっごく美味しそう！","8","0.5","101611","0","0","0","11"
"","312006","312","nop_talk_surprise_kira","1","","101611","","","0.2","3"
"","312007","312","","","","312005","","","","91"
"","312008","312","nop_idle_surprise_kira","1","","101611","","1","0.2","3"
"0","312009","312","えー？　でもあれって野菜じゃない？\n別に、大人のレディだから\n食べられないわけじゃないけど？","8","0.5","105011","0","0","0","11"
"","312010","312","nop_talk_sad","1","","105011","","","0.2","3"
"","312011","312","0","","","2.5","","","","93"
"","312012","312","nop_talk_tsun_pain","1","","105011","","","0.2","3"
"","312013","312","","","","312009","","","","91"
"","312014","312","nop_idle_sad","1","","105011","","1","0.2","3"
"0","313001","313","立派な新年会ではないか。\n我々もこの場に相応しく\n振る舞わなければな！","8","0.5","105331","0","0","0","11"
"0.2","313002","313","nop_13_monica_talk_doya","0","","105331","nop_13_monica_talk_doya_loop","1","0.2","3"
"","313003","313","","","","313001","","","","91"
"","313004","313","nop_idle_doya","1","","105331","","1","0.2","3"
"0","313005","313","おせちといえばトーゴクデース！\nオーエド町のみなさんにも\n新年のゴアイサツしないとデスね！","8","0.5","103031","0","0","0","11"
"","313006","313","nop_talk_joy1","1","","103031","","","0.2","3"
"","313007","313","","","","313005","","","","91"
"","313008","313","nop_idle_joy1","1","","103031","","1","0.2","3"
"0","313009","313","新年会でもボクは美しいね。\nああ、会場中の視線が\n集まってるようだよ。","8","0.5","100811","0","0","0","11"
"","313010","313","nop_talk_thinking","1","","100811","","","0.2","3"
"","313011","313","","","","313009","","","","91"
"","313012","313","nop_idle_thinking","1","","100811","","1","0.2","3"
"0","313013","313","会場中の視線……\nああ、蔑みの視線がクウカに……\nぐふふふ……","8","0.5","104511","0","0","0","11"
"","313014","313","nop_13_kuka_talk_memory1","1","","104511","","","0.2","3"
"","313015","313","","","","313013","","","","91"
"","313016","313","nop_13_kuka_idle_memory1","1","","104511","","1","0.2","3"
"0","313017","313","大きな会場……\n先輩はどこにいるのかな？","8","0.5","105511","0","0","0","11"
"","313018","313","nop_talk_sad","1","","105511","","","0.2","3"
"","313019","313","","","","313017","","","","91"
"","313020","313","nop_idle_sad","1","","105511","","1","0.2","3"
"0","314001","314","むむむ……弟くんの気配！\n近くにいるよ、リノちゃん！","8","0.5","104931","0","0","0","11"
"","314002","314","nop_14_shizuru_talk_thinking","1","","104931","","","0.2","3"
"","314003","314","0","","","2","","","","93"
"0","314004","314","nop_talk_guts3","0","","104931","nop_talk_guts3_loop","1","0.2","3"
"","314005","314","","","","314001","","","","91"
"0","314006","314","はい！　私にも分かりますよ！\nあ、あそこです！　たぶん！","8","0.5","101131","0","0","0","11"
"","314007","314","nop_talk_arm_crossed","0","","101131","nop_talk_arm_crossed_loop","1","0.2","3"
"","314008","314","0","","","2","","","","93"
"","314009","314","nop_talk_joy1","1","","101131","","","0.2","3"
"","314010","314","","","","314006","","","","91"
"","314011","314","nop_idle_joy_normal","1","","101131","","1","0.2","3"
"0","314012","314","ははっ、相変わらずの\nお姉ちゃんパワーと妹パワーだね。","8","0.5","106831","0","0","0","11"
"0","314013","314","nop_talk_arm_crossed_joy","0","","106831","nop_talk_arm_crossed_loop_joy","1","0.2","3"
"","314014","314","","","","314012","","","","91"
"","314015","314","nop_idle_normal","1","","106831","","1","0.2","3"
"","314016","314","nop_idle_normal","1","","104931","","","0.2","3"
"","314017","314","nop_idle_normal","1","","101131","","1","0.2","3"
"0","315001","315","素敵な新年会ですね。\nみんなが楽しそうなおかげで\n精霊も喜んでいます。","8","0.5","104211","0","0","0","11"
"","315002","315","nop_talk_wish","1","","104211","","","0.2","3"
"","315003","315","","","","315001","","","","91"
"","315004","315","nop_idle_wish","1","","104211","","1","0.2","3"
"0","315005","315","トーゴクの晴れ着、きれいですね……\nステージ衣装の参考にできないかな？","8","0.5","105411","0","0","0","11"
"","315006","315","nop_talk_normal","1","","105411","","","0.2","3"
"","315007","315","0","","","2.5","","","","93"
"","315008","315","nop_talk_thinking","1","","105411","","","0.2","3"
"","315009","315","","","","315005","","","","91"
"","315010","315","nop_idle_thinking","1","","105411","","","0.2","3"
"0","315011","315","おせち料理もすごく美味しいよ。\n元気、もらっちゃったな♪","8","0.5","102931","0","0","0","11"
"","315012","315","nop_talk_joy1","1","","102931","","","0.2","3"
"","315013","315","","","","315011","","","","91"
"","315014","315","nop_idle_joy1","1","","102931","","1","0.2","3"
"0","316001","316","nop_16_inori_talk_doya","0","","106631","nop_16_inori_talk_doya_loop","1","0.2","3"
"0","316002","316","ビッグなあたしにふさわしい会場です！\n気に入ったですよ！","8","0.5","106631","0","0","0","11"
"","316003","316","","","","316002","","","","91"
"","316004","316","nop_16_inori_idle_doya","1","","106631","","","0.2","3"
"","316005","316","nop_talk_joy1","1","","106531","","","0.2","3"
"0","316006","316","楽しいケンカが出来そうな\n顔もチラホラいるな……\nなんだかたぎってきたぜ。","8","0.5","106531","0","0","0","11"
"","316007","316","1","","","3.5","","","","93"
"0","316008","316","nop_talk_arm_crossed","0","","106531","nop_talk_arm_crossed_loop","1","0.2","3"
"","316009","316","","","","316006","","","","91"
"","316010","316","nop_idle_arm_crossed","1","","106531","","","0.2","3"
"","316011","316","nop_talk_normal","1","","106731","","","0.2","3"
"0","316012","316","二人とも、問題起こしちゃダメだよ～？\nこの会場には怒ったら怖い人たちが\nい～っぱいいるからね～？","8","0.5","106731","0","0","0","11"
"","316013","316","","","","316012","","","","91"
"","316014","316","nop_idle_normal","1","","106731","","","0.2","3"
"0","317001","317","わぁ～！　美味しそうなお料理が\n所狭しと山盛り子ちゃんですね！\nちぇる～ん☆","8","0.5","110931","0","0","0","11"
"","317002","317","nop_17_chieru_talk_memory","1","","110931","","","0.2","3"
"","317003","317","0","","","4.2","","","","93"
"0","317004","317","nop_17_chieru_01","0","","110931","nop_17_chieru_loop","1","0.2","3"
"0","317005","317","nop_17_chieru_01","0","","1","nop_17_chieru_loop","1","0.2","3"
"","317006","317","","","","317001","","","","91"
"","317007","317","nop_idle_joy1","1","","110931","","","0.2","3"
"","317008","317","NoItem_idle","1","","1","","","0.2","3"
"0","317009","317","夥しい数の固形食物……うぇっぷ！\nこれは見ているだけで嫌になるな……","8","0.5","111031","0","0","0","11"
"","317010","317","nop_talk_normal_sad","1","","111031","","","0.2","3"
"","317011","317","0","","","1.5","","","","93"
"0","317012","317","nop_17_yuni_weppu","0","","111031","nop_17_yuni_weppu_loop","1","0.2","3"
"","317013","317","","","","317009","","","","91"
"0","317014","317","パイセン。\nうちらまでカンジ悪いと思われンで、\n二度と口開かないでもらっていいすか。","8","0.5","110831","0","0","0","11"
"0","317015","317","nop_17_chloe_talk_normal_anger","0","","110831","nop_17_chloe_talk_normal_anger_loop","1","0.2","3"
"","317016","317","nop_idle_sad","1","","110931","","","0.2","3"
"","317017","317","","","","317014","","","","91"
"","317018","317","nop_17_chloe_idle_normal2","1","","110831","","","0.2","3"
"","317019","317","nop_idle_normal","1","","111031","","1","0.2","3"
"","318001","318","nop_talk_joy1","1","","114711","","","0.2","3"
"0","318002","318","おせち料理、どれも美味しそうだな！\n……アイツも、ちゃんと\n正月楽しんでるのかな……","8","0.5","114711","0","0","0","11"
"","318003","318","0","","","2.5","","","","93"
"","318004","318","nop_18_muimi_talk_thinking","1","","114711","","","0.2","3"
"","318005","318","","","","318002","","","","91"
"","318006","318","nop_18_muimi_idle_thinking","1","","114711","","1","0.2","3"
"0","318007","318","nop_18_neneka_humu","0","","115031","nop_idle_normal","1","0.2","3"
"0","318008","318","正月くらいは少しゆっくり\nさせてもらいましょうか。","8","0.5","115031","0","0","0","11"
"","318009","318","","","","318008","","","","91"
"0","318010","318","nop_talk_arm_crossed","0","","118031","nop_talk_arm_crossed_loop","1","0.2","3"
"0","318011","318","む……この規模の会場を\nその価格で？　あなた、\nなかなかのやり手ですわね……！","8","0.5","118031","0","0","0","11"
"","318012","318","0","","","2.5","","","","93"
"0","318013","318","nop_talk_doya","0","","118031","nop_talk_doya_loop","1","0.2","3"
"","318014","318","","","","318011","","","","91"
"","318015","318","nop_idle_doya","1","","118031","","","0.2","3"
"","318016","318","nop_18_karin_talk_normal","1","","118511","","","0.2","3"
"0","318017","318","いえいえ。それほどでもー","8","0.5","118511","0","0","0","11"
"","318018","318","","","","318017","","","","91"
"","318019","318","nop_18_karin_idle_normal","1","","118511","","1","0.2","3"
"","401001","401","nop_talk_joy2","1","","111831","","","0.2","3"
"","401002","401","0","","","2","","","","93"
"","401003","401","nop_idle_joy_normal","1","","111831","","","0.2","3"
"0","401004","401","nop_18_neneka_humu","0","","112031","nop_idle_normal","1","0.2","3"
"","401005","401","0","","","2","","","","93"
"","401006","401","nop_16_kaya_talk_normal2_loop","1","","120831","","","0.2","3"
"","401007","401","0","","","2","","","","93"
"","401008","401","nop_16_kaya_idle_normal2","1","","120831","","","0.2","3"
"","401009","401","nop_talk_surprise1","1","","120931","","","0.2","3"
"","401010","401","0","","","2","","","","93"
"","401011","401","nop_idle_normal_joy","1","","120931","","","0.2","3"
"","401012","401","nop_talk_normal","1","","111931","","","0.2","3"
"","401013","401","0","","","2","","","","93"
"","401014","401","nop_idle_normal","1","","111931","","","0.2","3"
"","401015","401","nop_talk_joy1","1","","120731","","","0.2","3"
"","401016","401","0","","","2","","","","93"
"","401017","401","nop_idle_normal_joy","1","","120731","","","0.2","3"
"","402001","402","nop_talk_joy2","1","","108731","","","0.2","3"
"","402002","402","0","","","2","","","","93"
"","402003","402","nop_idle_joy1","1","","108731","","","0.2","3"
"","402004","402","nop_talk_joy3_blink","1","","108831","","","0.2","3"
"","402005","402","0","","","2","","","","93"
"","402006","402","nop_idle_joy_normal","1","","108831","","","0.2","3"
"","402007","402","nop_talk_normal","1","","108931","","","0.2","3"
"","402008","402","0","","","2","","","","93"
"","402009","402","nop_idle_normal","1","","108931","","","0.2","3"
"","403001","403","nop_talk_surprise_kira","1","","102011","","","0.2","3"
"","403002","403","0","","","2","","","","93"
"","403003","403","nop_idle_joy1","1","","102011","","","0.2","3"
"","403004","403","nop_talk_joy2","1","","100411","","","0.2","3"
"","403005","403","0","","","2","","","","93"
"","403006","403","nop_idle_normal","1","","100411","","","0.2","3"
"","403007","403","nop_talk_wish","1","","103631","","","0.2","3"
"","403008","403","0","","","2","","","","93"
"","403009","403","nop_idle_wish","1","","103631","","","0.2","3"
"","404001","404","nop_talk_wish_joy","1","","101511","","","0.2","3"
"","404002","404","0","","","2","","","","93"
"","404003","404","nop_idle_normal","1","","101511","","","0.2","3"
"","404004","404","nop_talk_joy2","1","","101231","","","0.2","3"
"","404005","404","0","","","2","","","","93"
"","404006","404","nop_idle_normal","1","","101231","","","0.2","3"
"","404007","404","nop_talk_surprise_kira","1","","104011","","","0.2","3"
"","404008","404","0","","","2","","","","93"
"","404009","404","nop_idle_normal","1","","104011","","","0.2","3"
"","405001","405","nop_talk_normal","1","","103111","","","0.2","3"
"","405002","405","0","","","2","","","","93"
"","405003","405","nop_idle_normal","1","","103111","","","0.2","3"
"","405004","405","nop_talk_worry","1","","102211","","","0.2","3"
"","405005","405","0","","","2","","","","93"
"","405006","405","nop_idle_worry","1","","102211","","","0.2","3"
"","405007","405","nop_05_miyako_talk_joy1","1","","100711","","","0.2","3"
"","405008","405","0","","","2","","","","93"
"","405009","405","nop_05_miyako_idle_joy1","1","","100711","","","0.2","3"
"","405010","405","nop_talk_joy1","1","","100611","","","0.2","3"
"","405011","405","0","","","2","","","","93"
"","405012","405","nop_idle_joy1","1","","100611","","","0.2","3"
"","406001","406","nop_talk_thinking","1","","107131","","","0.2","3"
"","406002","406","0","","","2","","","","93"
"","406003","406","nop_idle_arm_crossed","1","","107131","","","0.2","3"
"","406004","406","nop_talk_sad","1","","103731","","","0.2","3"
"","406005","406","0","","","2","","","","93"
"","406006","406","nop_idle_sad","1","","103731","","","0.2","3"
"","406007","406","nop_talk_joy2","1","","100511","","","0.2","3"
"","406008","406","0","","","2","","","","93"
"","406009","406","nop_idle_normal","1","","100511","","","0.2","3"
"","406010","406","nop_talk_normal","1","","104731","","","0.2","3"
"","406011","406","0","","","2","","","","93"
"","406012","406","nop_idle_normal","1","","104731","","","0.2","3"
"","407001","407","nop_talk_joy3","1","","102831","","","0.2","3"
"","407002","407","0","","","2","","","","93"
"","407003","407","nop_idle_normal","1","","102831","","","0.2","3"
"","407004","407","nop_07_kurumi_idle_bitter","1","","102111","","","0.2","3"
"","407005","407","0","","","2","","","","93"
"","407006","407","nop_idle_normal","1","","102111","","","0.2","3"
"","407007","407","nop_talk_joy2","1","","102511","","","0.2","3"
"","407008","407","0","","","2","","","","93"
"","407009","407","nop_idle_normal","1","","102511","","","0.2","3"
"","407010","407","nop_talk_joy1","1","","102311","","","0.2","3"
"","407011","407","0","","","2","","","","93"
"","407012","407","nop_idle_normal","1","","102311","","","0.2","3"
"","408001","408","nop_talk_joy1","1","","101011","","","0.2","3"
"","408002","408","0","","","2","","","","93"
"","408003","408","nop_idle_joy_normal","1","","101011","","","0.2","3"
"","408004","408","nop_talk_arm_crossed_loop","1","","104331","","","0.2","3"
"","408005","408","0","","","2","","","","93"
"","408006","408","nop_idle_arm_crossed","1","","104331","","","0.2","3"
"","408007","408","nop_talk_joy2","1","","101711","","","0.2","3"
"","408008","408","0","","","2","","","","93"
"","408009","408","nop_idle_joy1","1","","101711","","","0.2","3"
"","408010","408","nop_talk_normal","1","","101431","","","0.2","3"
"","408011","408","0","","","2","","","","93"
"","408012","408","nop_idle_normal","1","","101431","","","0.2","3"
"","409001","409","nop_talk_joy1","1","","103311","","","0.2","3"
"","409002","409","0","","","2","","","","93"
"","409003","409","nop_idle_joy1","1","","103311","","","0.2","3"
"","409004","409","nop_talk_joy1","1","","105211","","","0.2","3"
"","409005","409","0","","","2","","","","93"
"","409006","409","nop_idle_joy_normal","1","","105211","","","0.2","3"
"","409007","409","nop_talk_sad2","1","","102611","","","0.2","3"
"","409008","409","0","","","2","","","","93"
"","409009","409","nop_idle_sad2","1","","102611","","","0.2","3"
"","409010","409","nop_talk_normal","1","","103811","","","0.2","3"
"","409011","409","0","","","2","","","","93"
"","409012","409","nop_idle_normal","1","","103811","","","0.2","3"
"","410001","410","nop_talk_joy1","1","","103231","","","0.2","3"
"","410002","410","0","","","2","","","","93"
"","410003","410","nop_idle_joy1","1","","103231","","","0.2","3"
"","410004","410","nop_10_yukari_01","1","","103411","","","0.2","3"
"","410005","410","nop_10_yukari_01","1","","11","","","0.2","3"
"","410006","410","0","","","2","","","","93"
"","410007","410","nop_10_yukari_02","1","","103411","","","0.2","3"
"","410008","410","nop_10_yukari_02","1","","11","","","0.2","3"
"","410009","410","nop_talk_doya_loop","1","","104811","","","0.2","3"
"","410010","410","1","","","104811","","","","4"
"","410011","410","0","","","2","","","","93"
"","410012","410","nop_idle_doya","1","","104811","","","0.2","3"
"","410013","410","nop_talk_joy2","1","","104611","","","0.2","3"
"","410014","410","0","","","2","","","","93"
"","410015","410","nop_idle_joy_normal","1","","104611","","","0.2","3"
"","411001","411","nop_talk_wish2","1","","102711","","","0.2","3"
"","411002","411","0","","","2","","","","93"
"","411003","411","nop_idle_memory","1","","102711","","","0.2","3"
"","411004","411","nop_talk_normal","1","","100911","","","0.2","3"
"","411005","411","0","","","2","","","","93"
"","411006","411","nop_idle_arm_crossed","1","","100911","","","0.2","3"
"","411007","411","nop_talk_joy2","1","","101311","","","0.2","3"
"","411008","411","0","","","2","","","","93"
"","411009","411","nop_idle_joy_normal","1","","101311","","","0.2","3"
"","411010","411","nop_talk_normal","1","","105111","","","0.2","3"
"","411011","411","0","","","2","","","","93"
"","411012","411","nop_idle_normal","1","","105111","","","0.2","3"
"","412001","412","nop_talk_joy1","1","","101831","","","0.2","3"
"","412002","412","0","","","2","","","","93"
"","412003","412","nop_idle_joy1","1","","101831","","","0.2","3"
"","412004","412","nop_talk_joy2","1","","101611","","","0.2","3"
"","412005","412","0","","","2","","","","93"
"","412006","412","nop_idle_joy_normal","1","","101611","","","0.2","3"
"","412007","412","nop_talk_joy1","1","","105011","","","0.2","3"
"","412008","412","0","","","2","","","","93"
"","412009","412","nop_idle_joy_normal","1","","105011","","","0.2","3"
"","413001","413","nop_talk_normal","1","","105331","","","0.2","3"
"","413002","413","0","","","2","","","","93"
"","413003","413","nop_idle_normal","1","","105331","","","0.2","3"
"","413004","413","nop_talk_memory","1","","104511","","","0.2","3"
"","413005","413","0","","","2","","","","93"
"","413006","413","nop_idle_memory","1","","104511","","","0.2","3"
"","413007","413","nop_talk_joy1","1","","103031","","","0.2","3"
"","413008","413","0","","","2","","","","93"
"","413009","413","nop_idle_joy1","1","","103031","","","0.2","3"
"","413010","413","nop_talk_wish","1","","100811","","","0.2","3"
"","413011","413","0","","","2","","","","93"
"","413012","413","nop_idle_wish","1","","100811","","","0.2","3"
"","413013","413","nop_talk_sad","1","","105511","","","0.2","3"
"","413014","413","0","","","2","","","","93"
"","413015","413","nop_idle_sad","1","","105511","","","0.2","3"
"0","414001","414","nop_talk_guts2","0","","101131","nop_talk_guts2_loop","1","0.2","3"
"","414002","414","0","","","2","","","","93"
"","414003","414","nop_idle_normal","1","","101131","","","0.2","3"
"","414004","414","nop_talk_wish","1","","104931","","","0.2","3"
"","414005","414","0","","","2","","","","93"
"","414006","414","nop_idle_normal","1","","104931","","","0.2","3"
"","414007","414","nop_talk_thinking","1","","106831","","","0.2","3"
"","414008","414","0","","","2","","","","93"
"","414009","414","nop_idle_normal","1","","106831","","","0.2","3"
"","415001","415","nop_talk_wish","1","","104211","","","0.2","3"
"","415002","415","0","","","2","","","","93"
"","415003","415","nop_idle_wish","1","","104211","","","0.2","3"
"","415004","415","nop_talk_joy1","1","","102931","","","0.2","3"
"","415005","415","0","","","2","","","","93"
"","415006","415","nop_idle_joy1","1","","102931","","","0.2","3"
"","415007","415","nop_talk_normal","1","","105411","","","0.2","3"
"","415008","415","0","","","2","","","","93"
"","415009","415","nop_idle_normal","1","","105411","","","0.2","3"
"","416001","416","nop_talk_normal","1","","106731","","","0.2","3"
"","416002","416","0","","","2","","","","93"
"","416003","416","nop_idle_normal","1","","106731","","","0.2","3"
"","416004","416","nop_talk_joy2","1","","106631","","","0.2","3"
"","416005","416","0","","","2","","","","93"
"","416006","416","nop_idle_joy1","1","","106631","","","0.2","3"
"","416007","416","nop_16_kaya_talk_normal2_loop","1","","106531","","","0.2","3"
"","416008","416","0","","","2","","","","93"
"","416009","416","nop_16_kaya_idle_normal2","1","","106531","","","0.2","3"
"0","417001","417","nop_talk_arm_crossed2","0","","111031","nop_talk_arm_crossed_loop2","1","0.2","3"
"","417002","417","0","","","2","","","","93"
"","417003","417","nop_idle_normal","1","","111031","","","0.2","3"
"","417004","417","nop_talk_joy2","1","","110931","","","0.2","3"
"","417005","417","0","","","2","","","","93"
"","417006","417","nop_idle_joy_normal","1","","110931","","","0.2","3"
"","417007","417","nop_17_chloe_talk_normal2_loop","1","","110831","","","0.2","3"
"","417008","417","0","","","2","","","","93"
"","417009","417","nop_17_chloe_idle_normal2","1","","110831","","","0.2","3"
"0.2","418001","418","nop_18_neneka_humu","0","","115031","nop_idle_normal","1","0.2","3"
"","418002","418","0","","","2","","","","93"
"","418003","418","nop_talk_joy1_normal","1","","114711","","","0.2","3"
"","418004","418","0","","","2","","","","93"
"","418005","418","nop_idle_joy1","1","","114711","","","0.2","3"
"","418006","418","nop_18_karin_talk_normal","1","","118511","","","0.2","3"
"","418007","418","0","","","2","","","","93"
"","418008","418","nop_18_karin_idle_normal","1","","118511","","","0.2","3"
"0","418009","418","nop_talk_doya","0","","118031","nop_talk_doya_loop","1","0.2","3"
"","418010","418","0","","","2","","","","93"
"","418011","418","nop_idle_doya","1","","118031","","","0.2","3"
"0","501001","501","111831","101","nop_idle_joy2","1","-150","-255","1.95","1"
"1","501002","501","120731","100","nop_idle_normal","1","150","-255","1.95","1"
"0","501003","501","120831","103","nop_idle_arm_crossed","1","-320","-265","1.95","1"
"1","501004","501","111931","102","nop_idle_normal","1","320","-265","1.95","1"
"0","501005","501","120931","105","nop_idle_thinking","1","-450","-300","1.95","1"
"1","501006","501","112031","104","nop_idle_doya","1","450","-300","1.95","1"
"","501007","501","0","","","0.5","","","","93"
"0.2","501008","501","nop_01_peko_oissu","0","","111831","nop_talk_joy1","1","0.2","3"
"","501009","501","vo_drama_10082001_001","0","","vo_drama_10082001","0","","","21"
"0","501010","501","おいっすー！\n新年会、楽しんでますか？","5","0.5","111831","1","0","0","11"
"","501011","501","","","","501010","","","","91"
"","501012","501","0","","","0.2","","","","93"
"0","501013","501","6","1","0","120731","0","0","0","12"
"0","501014","501","8","1","0","111931","0","0","0","12"
"0","501015","501","10","1","0","112031","0","0","0","12"
"0","501016","501","7","1","0","120931","0","0","0","12"
"0","501017","501","13","1","0","120831","0","0","0","12"
"","501018","501","nop_talk_joy1","1","","120731","","","0.2","3"
"","501019","501","nop_talk_wish3","1","","111931","","","0.2","3"
"0","501020","501","nop_talk_doya","0","","112031","nop_talk_doya_loop","1","0.2","3"
"0","501021","501","nop_talk_arm_crossed","0","","120931","nop_talk_arm_crossed_loop","1","0.2","3"
"","501022","501","nop_01_ruka_hello_long","1","","120831","","","0.2","3"
"","501023","501","0","","","2","","","","93"
"","501024","501","nop_idle_joy1","1","","111831","","","0.2","3"
"","501025","501","nop_idle_normal_joy","1","","120731","","","0.3","3"
"","501026","501","nop_idle_doya","1","","112031","","","0.3","3"
"","501027","501","nop_idle_arm_crossed","1","","120931","","","0.3","3"
"","501028","501","nop_idle_normal","1","","120831","","","0.3","3"
"","501029","501","nop_talk_normal","1","","111931","","","0.2","3"
"","501030","501","vo_drama_10082001_002","0","","vo_drama_10082001","0","","","21"
"0","501031","501","はい、とても楽しんでおります。\nお料理もとても美味しいですし、\n皆さまも楽しんでいただけているようで\nわたくしもうれしいです。","6","0.5","111931","1","0","0","11"
"","501032","501","1","","","3","","","","93"
"","501033","501","nop_talk_joy3_dere","1","","111931","","","0.2","3"
"","501034","501","","","","501031","","","","91"
"","501035","501","nop_idle_normal_joy","1","","111931","","","0.2","3"
"","501036","501","nop_talk_sad","1","","112031","","","0.2","3"
"","501037","501","vo_drama_10082001_003","0","","vo_drama_10082001","0","","","21"
"0","501038","501","と言ってもあんたほどじゃないけどね。\nそれ、いったい何皿目よ……","5","0.5","112031","1","0","0","11"
"","501039","501","1","","","5","","","","93"
"0","501040","501","8","1","0","111831","0","0","0","12"
"0.2","501041","501","nop_17_chieru_swing","0","","111831","nop_idle_joy_normal","1","0.2","3"
"","501042","501","","","","501038","","","","91"
"","501043","501","nop_idle_sad","1","","112031","","","0.2","3"
"","501044","501","","","","0.1","","","","93"
"","501045","501","0","","","120731","","","","4"
"","501046","501","nop_talk_normal","1","","120731","","","0.2","3"
"","501047","501","vo_drama_10082001_004","0","","vo_drama_10082001","0","","","21"
"0","501048","501","食べつくしちゃえ、って言ったのは\nキャルじゃない。\n美味しそうに食べてるのは\nペコリーヌさんらしくていいわね。","6","0.5","120731","1","0","0","11"
"","501049","501","1","","","2.5","","","","93"
"0","501050","501","4","1","0","112031","0","0","0","12"
"0.3","501051","501","nop_surprise","0","","112031","nop_idle_surprise1","1","0.2","3"
"","501052","501","1","","","2","","","","93"
"","501053","501","1","","","120731","","","","4"
"","501054","501","nop_talk_joy1","1","","120731","","","0.2","3"
"","501055","501","nop_idle_arm_crossed","1","","112031","","","0.2","3"
"","501056","501","","","","501048","","","","91"
"","501057","501","nop_idle_joy1","1","","120731","","","0.2","3"
"","501058","501","nop_talk_joy1","1","","111831","","","0.2","3"
"","501059","501","vo_drama_10082001_005","0","","vo_drama_10082001","0","","","21"
"0","501060","501","わたしたちが作ったおせちも\nみなさんに好評みたいですよ！","6","0.5","111831","1","0","0","11"
"","501061","501","","","","501060","","","","91"
"","501062","501","nop_idle_joy_normal","1","","111831","","","0.2","3"
"","501063","501","nop_talk_normal","1","","120831","","","0.2","3"
"","501064","501","vo_drama_10082001_006","0","","vo_drama_10082001","0","","","21"
"0","501065","501","ああ、美味しくいただいてるよ。\nトーゴクでもこれだけ豪華なものは\nそうそう食べられないんじゃないかい？","6","0.5","120831","1","0","0","11"
"","501066","501","1","","","3","","","","93"
"0.2","501067","501","nop_talk_arm_crossed","0","","120831","nop_talk_arm_crossed_loop","1","0.2","3"
"","501068","501","","","","501065","","","","91"
"","501069","501","nop_idle_arm_crossed","1","","120831","","","0.2","3"
"0.2","501070","501","nop_talk_doya","0","","120931","nop_talk_doya_loop","1","0.2","3"
"","501071","501","vo_drama_10082001_007","0","","vo_drama_10082001","0","","","21"
"0","501072","501","うむ！　わらわも真の力を取り戻して\nしまうほどの料理、さすがじゃ。\nシェフィが頑張ったおかげじゃな。","5","0.5","120931","1","0","0","11"
"","501073","501","1","","","5","","","","93"
"","501074","501","nop_talk_normal","1","","120931","","","0.2","3"
"","501075","501","","","","501072","","","","91"
"","501076","501","nop_idle_normal","1","","120931","","","0.2","3"
"","501077","501","nop_talk_normal","1","","120731","","","0.2","3"
"","501078","501","vo_drama_10082001_008","0","","vo_drama_10082001","0","","","21"
"0","501079","501","それはみんなが手伝ってくれたからよ。\n二人とも、去年は本当にありがとう。","4","0.5","120731","1","0","0","11"
"","501080","501","1","","","6.5","","","","93"
"0.2","501081","501","nop_bow","0","","120731","nop_idle_normal_joy","1","0.2","3"
"","501082","501","","","","501079","","","","91"
"","501083","501","nop_idle_normal_joy","1","","120731","","","0.2","3"
"","501084","501","nop_talk_normal","1","","120831","","","0.2","3"
"","501085","501","vo_drama_10082001_009","0","","vo_drama_10082001","0","","","21"
"0","501086","501","水臭いこと言わないでおくれよ。\nアタシらが好きでやったことさ。","6","0.5","120831","1","0","0","11"
"","501087","501","1","","","3","","","","93"
"0.2","501088","501","nop_talk_doya","0","","120831","nop_talk_doya_loop","1","0.2","3"
"","501089","501","","","","501086","","","","91"
