14c2bd6c5297a22fdf3bc6b3b306d5a269d89be5460bf9461915d93cd132fd1c,f26c3eaea99d4c85af329c2cdb818bc44b9a6eaa1b93cf955548bc7afebff042,eaf9c36fe49c7ba8cd8fff6e9d44959707edafed0d3ef6f829c91db0258f0cfd,fb20958b3856101e74410519115970315fb0db16eda48fb244766d53603a21b6,62f625cedf571c2c4e0e426efabdbbf889ddc1c653fc29b4f6fc11ebd954c159,5678af85090a7a7d148bf345081b200981e483f737a8f840e08c1f295fc082c7,9cf43441ce350a9b5889eb517008da7a3dbb822ae20c11eb5ff7a33e90f29520,ea40b62fd3db80bd87b74f32dff2acdcf7f5fb22fc4c002dee7ea7e4e80a59c6,5510d6853957743a458e26bcf733333c61648f6b3348400840bdd479ba9fc2a0,7bde9430117042dfa4c61e97c89ae55bd714a5ffd53250ac6171a3e96224f09e,81083990271132e5ff5eca47ed5f6c2eaca35b681411e1e44c3339e64e72899b,8c759c83476f2575cd2fb66354bdef593f5126102da23a5a4e53ec89da7e66a5
"179","ペコリーヌ","0","","0","0","105801","17","6","80003","あと９日！　もうすぐですよ♪\nえへへ、楽しみで楽しみで\nごはんが進みますね☆","0"
"180","キャル","2","","0","0","106001","24","6","80003","ごはんが進みますね☆\nじゃなーい！\nいくらなんでも食べ過ぎよ！\n記念日、迎えられなくなるわよ！？","0"
"181","コッコロ","1","","0","0","105901","17","6","80003","大丈夫ですよキャルさま\n食事はわたくしたちの\n歩んできた道そのもの\nなのですから","0"
"182","ペコリーヌ","0","","0","0","105801","18","6","80003","さっすがコッコロちゃん\nいいことを言いますね！\nそう、わたしたち\n【美食殿】の活動目的は─","0"
"183","キャル","2","","0","0","106001","25","6","80003","─みんなで楽しく食事をすること\nでしょ？\nあれだけ食べ歩いてきたんだから\n分かってるわよ","0"
"184","コッコロ","1","","0","0","105901","18","6","80003","はい…そうでございますね♪\nそれにしてもわたくしたち\n本当にいろいろなものを\n食べ歩いてきましたね…","0"
"185","キャル","2","","0","0","106001","26","6","80003","そうね…ほんっとうにね…\n毒まみれのニセドラゴンとか\n恐竜…は逃げられちゃったっけ\nあとワニゴ…ワニの魔物とかね","0"
"186","キャル","2","","0","0","106001","27","6","80003","そして、とうとう本物の\nドラゴンまで相手に\nしちゃったのよね、あたしたちって","0"
"187","キャル","2","","0","0","106001","28","6","80003","信じられない強さだったわね\nあのドラゴン…やっぱり\n作戦はしっかり立てていかないと\nダメよね","0"
"188","ペコリーヌ","0","","0","0","105801","19","6","80003","えへへ…☆\nキャルちゃんが色んなことを\n覚えていてくれて\nうれしいです♪","0"
"189","コッコロ","1","","0","0","105901","19","6","80003","わたくしも鮮明に覚えておりますよ\n主さまもきっと…♪","0"
"190","キャル","2","","0","0","106001","29","6","80003","あったり前でしょ！\n忘れないわよ、あんな滅茶苦茶な\nものばかり食べさせられて！\n…忘れられるわけ、ないじゃない","0"
"191","キャル","0","","0","0","106001","30","7","80003","ねえちょっと、ちょっと待って！？\nカリンから、2.5周年記念の\n生放送に出演してほしいって\n言われたんだけど！","0"
"192","キャル","0","","0","0","106001","31","7","80003","なんでそういう大事なことを\n急に言うわけ！？\nそんなの聞いてないわよ～！？","0"
"193","キャル","0","","0","0","106001","32","7","80003","いっぱい人に見られちゃうのよね？\nなんであたしがそんなこと…","0"
"194","キャル","0","","0","0","106001","33","7","80003","あー\nあー\n…声、これで大丈夫かしら？","0"
"195","キャル","0","","0","0","106001","34","7","80003","聞き取りにくいかもしれないわね…\nもうちょっと明るい方がいいかも\nえっと…こんな感じ？","0"
"196","キャル","0","","0","0","106001","35","7","80003","オイッスー☆","0"
"197","キャル","0","","0","0","106001","36","7","80003","……\nいや、ないわ\nいつもどおりが一番ね、うん","0"
"198","キャル","0","","0","0","106001","37","7","80003","もう、記念の生放送なんて\n超責任重大なやつじゃない…\nもしなにか失敗とかしたら…","0"
"199","キャル","0","","0","0","106001","38","7","80003","ど、どど、どうしよう！？\n緊張してきちゃった…！！","0"
"200","コッコロ","0","","0","0","105901","20","8","80003","主さま、わたくし\nペコリーヌさまとキャルさまと共に\n2.5周年を祝う生放送に\n出演する大役を仰せつかりました","0"
"201","コッコロ","0","","0","0","105901","21","8","80003","多くの方々に\n『プリンセスコネクト！\nRe:Dive』の魅力をお伝えする\n重要な役割でございます","0"
"202","コッコロ","0","","0","0","105901","22","8","80003","わたくし、全身全霊をもって\n生放送に取り組みたいと\n思っております","0"
"203","コッコロ","0","","0","0","105901","23","8","80003","ですが、もしかしたら\nセリフを噛んでしまったり\n段取りを間違えてしまったり\nするかもしれません…","0"
"204","コッコロ","0","","0","0","105901","24","8","80003","そのようなことがないよう\n練習はしっかりしておかなくては\nまずはこちらから…","0"
"205","コッコロ","0","","0","0","105901","25","8","80003","オイッスー☆","0"
"206","コッコロ","0","","0","0","105901","26","8","80003","先ほどキャルさまが練習されて\nいるのをお見かけしたので\nわたくしもと思いまして…\nいかがでしょうか？","0"
"207","コッコロ","0","","0","0","105901","27","8","80003","良い感じ、ですか？\n…ふふ、ありがとうございます\n主さまのあたたかいお言葉があれば\nわたくしは百人力でございます","0"
"208","コッコロ","0","","0","0","105901","28","8","80003","この大役を無事に成し遂げ\n主さまに素敵な2.5周年を\n迎えていただけるよう…\nわたくし、尽力いたしますね","0"
"209","ペコリーヌ","0","","0","0","105801","20","9","80003","オイッスー☆","0"
"210","ペコリーヌ","0","","0","0","105801","21","9","80003","…う～ん、今のはちょっと\n違う感じがしますね\n堅苦しかったかもしれません","0"
"211","ペコリーヌ","0","","0","0","105801","22","9","80003","あと６日で2.5周年ですか…","0"
"212","ペコリーヌ","0","","0","0","105801","23","9","80003","この年月がオイッスーの\n歴史なんだと思うと\nじ～んとしちゃいます！\nやばいですね☆","0"
"213","ペコリーヌ","0","","0","0","105801","24","9","80003","生放送で最高のオイッスー☆　を\nみなさんにお届けするために\n頑張らないと！\nそれじゃあもう一度…","0"
"214","ペコリーヌ","0","","0","0","105801","25","9","80003","オイッスー☆","0"
"215","ペコリーヌ","0","","0","0","105801","26","9","80003","…うう～ん、どうしてでしょう\nまだ何かが違う気がします…\nもしかしたら\nおなかが空きすぎてるとか？","0"
"216","ペコリーヌ","0","","0","0","105801","27","9","80003","今さっき食べたばっかりですけど\nおなかが減っては\n良いオイッスー☆　は\n出せませんよね！","0"
"217","ペコリーヌ","0","","0","0","105801","28","9","80003","そうと決まれば、コッコロちゃんと\nキャルちゃんを誘って\nごはんにしましょう！\n善は急げです！","0"
"218","ペコリーヌ","0","","0","0","105801","29","9","80003","あ、二人が丁度いいところに！\nオイッス～☆　…ああ！！\n今の、今のですよ～♪","0"
"219","ペコリーヌ","0","","0","0","105801","30","9","80003","なるほど、どんな時も\n自然体が一番ってことですね！\nこの調子で、生放送も\n頑張っちゃいます♪","0"
"220","ペコリーヌ","0","","0","0","105801","31","10","80003","2.5周年まで残り５日ですが\nその前にもうすぐ生放送ですよ！\nコッコロちゃん\n準備の方はどうですか？","0"
"221","コッコロ","1","","0","0","105901","29","10","80003","はい。わたくし、しっかりと\n備えてまいりました\n万事抜かりはございません","0"
"222","ペコリーヌ","0","","0","0","105801","32","10","80003","おお～すごい自信を感じます…！\nいい生放送になりそうですね☆\n……あれ？　なんだかこの辺り\n揺れていませんか？","0"
"223","キャル","2","","0","0","106001","39","10","80003","…………","0"
"224","コッコロ","1","","0","0","105901","30","10","80003","キャルさま？\nお風邪をひかれたんでしょうか\nひどい震えですが…","0"
"225","キャル","2","","0","0","106001","40","10","80003","かかかか風邪じゃないわよ！\nここここれはただ\nななな生放送が楽しみ過ぎて\nワワワワクワクが止まらないだけ！","0"
"226","ペコリーヌ","0","","0","0","105801","33","10","80003","大丈夫ですかキャルちゃん！？\nそうだ、これを飲んでください！","0"
"227","キャル","2","","0","0","106001","41","10","80003","きき気がきくじゃない、ありがとっ\nごくっ、んく…ぶはぁっ！？\nちょっと何飲ませたの！？\n辛っ！　苦ぁ！？　甘ぁっ！？","0"
"228","ペコリーヌ","0","","0","0","105801","34","10","80003","これは魔物のエキスに薬草に\nその他色んなものを混ぜた\n特製の栄養ドリンクです！","0"
"229","ペコリーヌ","0","","0","0","105801","35","10","80003","これを飲めば体ぽかぽかで\n元気いっぱいですよ♪","0"
"230","キャル","2","","0","0","106001","42","10","80003","このアホリーヌ！\n風邪じゃないって言ったでしょ！？\nどさくさに紛れて\nそんな恐ろしいもん飲ませんな～！","0"
"231","コッコロ","1","","0","0","105901","31","10","80003","キャルさま\n震えが収まっておりますね\nよかったです…\nわたくし、心配いたしました","0"
"232","キャル","2","","0","0","106001","43","10","80003","え？　ああ、ホントね…って\nだから風邪じゃないって\n言ってるのに…\nまあいいわこの際なんでも","0"
"233","ペコリーヌ","0","","0","0","105801","36","10","80003","えっへへ～♪　いつも通りの\nキャルちゃんに戻りましたし\n素敵な生放送が出来そうですね！\n今から楽しみです☆","0"
"234","カリン","0","","0","0","190801","6","11","80003","ランドソルのみなさま、こんにちは\n生放送の会場設営を担当しています\n【ギルド管理協会】のカリンです","0"
"235","カリン","0","","0","0","190801","7","11","80003","【美食殿】のみなさんは\nまもなく始まる生放送に向けて\n最後の調整のため\n席を外しています","0"
"236","カリン","0","","0","0","190801","8","11","80003","頑張っている３人の\n邪魔をするわけには\nいきませんので、ご容赦ください","0"
"237","カリン","0","","0","0","190801","9","11","80003","ですので、本日は私から\n【美食殿】のみなさんの様子を\nお伝えさせていただこうと思います","0"
"238","カリン","0","","0","0","190801","10","11","80003","まずはペコリーヌさんですが…\n何やら大量のおにぎりを\n食べているようです\nえっと…栄養は大事ですよね","0"
"239","カリン","0","","0","0","190801","11","11","80003","次にコッコロさんですが\nこちらは発声練習をしています","0"
"240","カリン","0","","0","0","190801","12","11","80003","一生懸命、小さなお口を開けて\n声を出す姿が応援したくなりますね","0"
"241","カリン","0","","0","0","190801","13","11","80003","そしてキャルさんは…\nこれは…堂々としたものですね\n何もせず、ただ立ち尽くして…","0"
"242","カリン","0","","0","0","190801","14","11","80003","あれ？\nもしかして緊張で気を失って…？","0"
"243","カリン","0","","0","0","190801","15","11","80003","…ええと\n【美食殿】のみなさんは\nやる気十分なようですね！","0"
"244","カリン","0","","0","0","190801","16","11","80003","３人とも生放送を\nいいものにしようと\n全力で頑張ってくれていますので\nどうかご期待ください","0"
"245","カリン","0","","0","0","190801","17","11","80003","それでは\nまた明日お会いしましょう♪","0"
"246","キャル","0","","0","0","106001","44","12","80003","2.5周年まであと３日！\nそして生放送は明日！\nなんかいよいよって感じね…","0"
"247","ペコリーヌ","2","","0","0","105801","37","12","80003","３人でい～っぱい練習しましたし\nきっと大丈夫ですよ☆","0"
"248","コッコロ","1","","0","0","105901","32","12","80003","ペコリーヌさまに\n大丈夫と言ってもらえると\nとても心強いですね","0"
"249","キャル","0","","0","0","106001","45","12","80003","信じすぎちゃだめよコロ助\nこいつはなーんにも\n考えてないだけなんだから","0"
"250","ペコリーヌ","2","","0","0","105801","38","12","80003","ひどいですよぉキャルちゃ～ん！","0"
"251","コッコロ","1","","0","0","105901","33","12","80003","ふふ。お二人とも\n普段通りの様子で\n安心いたしました","0"
"252","ペコリーヌ","2","","0","0","105801","39","12","80003","はいっ☆\n生放送でもなんでも\n全力全開、わたしらしく\nぶつかっていくだけです！","0"
"253","キャル","0","","0","0","106001","46","12","80003","そうね。おめでたいことなんだし\nここまで来たんなら\n楽しめるだけ\n楽しむしかないわよね！","0"
"254","コッコロ","1","","0","0","105901","34","12","80003","わたくしも、普段よりも心が\n熱くなっております\nこの胸の気持ちをお伝えできるよう\n精一杯努力いたします…！","0"
"255","ペコリーヌ","2","","0","0","105801","40","12","80003","それでは、いきましょう！\n明日の生放送、絶対に\n成功させましょうね☆","0"
"256","ペコリーヌ","0","","0","0","105801","41","13","80003","えっと、最初のひと言は…あれ？\nキャルちゃん、わたし\n何て言うんでしたっけ？","0"
"257","キャル","2","","0","0","106001","47","13","80003","は！？\nなにいきなりど忘れしてるの！？\nっていうかあんた、台本は！？","0"
"258","ペコリーヌ","0","","0","0","105801","42","13","80003","忘れてきちゃいました☆","0"
"259","キャル","2","","0","0","106001","48","13","80003","忘れてきちゃいました☆\nで済ませられると思ってんの！？\nほら、あたし二冊持ってきたから\nこれ使いなさい！","0"
"260","コッコロ","1","","0","0","105901","35","13","80003","マイクとは、こんな高い位置に\nあるものなのですね…！\n背伸びをすれば、何とか…\nう～ん、うぅ～ん…！","0"
"261","キャル","2","","0","0","106001","49","13","80003","あぁもう\n少し下げればいいでしょ！？\nこれくらいでいい？\nまったく、世話が焼けるわね…","0"
"262","ペコリーヌ","0","","0","0","105801","43","13","80003","あれ？\nキャルちゃん、後ろ髪が\nはねちゃってますよ？","0"
"263","キャル","2","","0","0","106001","50","13","80003","え？　うそっ！？\nちゃんと確かめてきたのに！\nどこどこ！？","0"
"264","コッコロ","1","","0","0","105901","36","13","80003","キャルさま、動かないで\nくださいまし。今くしで…\nはい、直りましたよ","0"
"265","キャル","2","","0","0","106001","51","13","80003","あ、ありがと…はぁ。生放送\n本番までもうすぐなのに\nこんなことしてる場合じゃ\nないわよね","0"
"266","コッコロ","1","","0","0","105901","37","13","80003","はい、時間は残りわずかです\nですが、慌ただしく\n動き回るこの時間も\nなんだか楽しくて…♪","0"
"267","キャル","2","","0","0","106001","52","13","80003","コロ助、あんた…って\nそうじゃなくて！\n胸にジンワリきてる\n暇なんかないでしょ…！？","0"
"268","ペコリーヌ","0","","0","0","105801","44","13","80003","あはは♪\nキャルちゃんの動きが\nとっても面白いです♪\nやばいですね☆","0"
"269","コッコロ","1","","0","0","105901","38","13","80003","ふふ\nきっと面白い生放送になると\nわたくし、確信しております","0"
"270","ペコリーヌ","0","","0","0","105801","45","13","80003","絶対絶対、間違いありません！\n見てくれるみなさんが\n笑顔になれる時間を\nお届けしましょう！","0"
"271","キャル","2","","0","0","106001","53","13","80003","そんなの当然でしょ！\n誰が見たって面白いって\n言ってもらえるように\nあれだけ準備したんだから！","0"
"272","ペコリーヌ","0","","0","0","105801","46","13","80003","それでは\n記念日直前生放送！\n楽しみにしててくださいね☆","0"
"273","カリン","0","","0","0","190801","18","14","80003","こんにちは\n【ギルド管理協会】のカリンです","0"
"274","カリン","0","","0","0","190801","19","14","80003","昨日の生放送は\nいかがだったでしょうか？","0"
"275","カリン","0","","0","0","190801","20","14","80003","たくさんの笑顔と喜びと\nそして驚きを受け取って\nいただけたのではないかと思います","0"
"276","カリン","0","","0","0","190801","21","14","80003","そしていよいよ\n明日は2.5周年の当日\n待ちに待った記念日を\n迎えることとなります","0"
"277","カリン","0","","0","0","190801","22","14","80003","【美食殿】のみなさんも\n張り切って様々な準備を\nされていますよ","0"
"278","カリン","0","","0","0","190801","23","14","80003","【ギルド管理協会】も\n万全のサポート体制で\n協力してまいりたいと思います","0"
"279","カリン","0","","0","0","190801","24","14","80003","…ふふ、本当に楽しみですね\n【ギルド管理協会】の職員として\nだけではなく、私個人としても…","0"
"280","カリン","0","","0","0","190801","25","14","80003","この記念日を迎えられることが\n心から楽しみですし\n幸せを感じています","0"
"281","カリン","0","","0","0","190801","26","14","80003","きっと【美食殿】のみなさんは\nそれ以上に心を弾ませて\nいることでしょう","0"
"282","カリン","0","","0","0","190801","27","14","80003","それでは\n明日からの2.5周年を\nどうぞ、お楽しみに…♪","0"
"283","ペコリーヌ","0","","0","0","105801","47","15","80003","準備はいいですかっ？\n…いっきますよー！","0"
"284","キャル","2","","0","0","106001","54","15","80003","祝！","0"
"285","コッコロ","1","","0","0","105901","39","15","80003","2.5周年！","0"
"286","ペコリーヌ","0","","0","0","105801","48","15","80003","おめでとうございま～す☆","0"
"287","キャル","2","","0","0","106001","55","15","80003","少し前まではまだまだ先じゃない\nとか言ってたけど\n本当にあっという間だったわね","0"
"288","コッコロ","1","","0","0","105901","40","15","80003","光陰矢の如し…\nとはこのことでございますね\nでも、今日という日を無事に\n迎えることができて良かったです","0"
"289","ペコリーヌ","0","","0","0","105801","49","15","80003","コッコロちゃん！　キャルちゃん！\n落ち着くには\nまだ早いですよ！\n盛り上がるのはこれからです☆","0"
"290","キャル","2","","0","0","106001","56","15","80003","ほんとあんたはいつも\n全力全開ねー\nでもそうね、記念日なんだし\nパーっといきましょ！","0"
"291","コッコロ","1","","0","0","105901","41","15","80003","ええ、わたくしも全力全開で\nまいります…！\n主さま、さあ\nどうぞ手を取ってくださいまし…♪","0"
"292","キャル","2","","0","0","106001","57","15","80003","あんたもコロ助も、浮かれて\n転ぶんじゃないわよ？\n…仕方ないから、あたしも\n手を繋いであげるわよ","0"
"293","ペコリーヌ","0","","0","0","105801","50","15","80003","あー！　二人ともずるいです！\nわたしもっ、ギュー♪","0"
"294","キャル","2","","0","0","106001","58","15","80003","ちょっ、ペコリーヌ！\nくっつき過ぎよ！","0"
"295","ペコリーヌ","0","","0","0","105801","51","15","80003","記念日だから\n平気平気♪\nやばいですね☆","0"
"296","キャル","2","","0","0","106001","59","15","80003","意味分かんないわよ！","0"
"297","コッコロ","1","","0","0","105901","42","15","80003","ふふ。このめでたき日に\n喜びがあふれておりますね\n主さまは…いかがでしょうか？","0"
"298","コッコロ","1","","0","0","105901","43","15","80003","喜んでいただけているならば\nわたくしはとてもとても\n幸せでございます","0"
"299","ペコリーヌ","0","","0","0","105801","52","15","80003","さぁ、2.5周年を\n楽しみ尽くしますよ☆\nまだまだ食べたいものもありますし\nやりたいこともたくさんです！","0"
"300","キャル","2","","0","0","106001","60","15","80003","分かった、分かったから\n引っ張るんじゃないわよ！\n…そんな掴まなくても\nちゃんとついていくから","0"
"301","コッコロ","1","","0","0","105901","44","15","80003","ペコリーヌさま…キャルさま…\n主さま…共にまいりましょう\nどこまでも…！","0"
"302","ペコリーヌ","0","","0","0","105801","53","15","80003","はい！　それでは2.5周年\n食べつくしツアーへ！\nそして、その先の未来へ\n向かって出発しましょう！","0"
"303","ペコリーヌ・コッコロ・キャル","0","105901,45,106001,61","1","0","105801","54","15","80003","2.5周年\nありがとうございます！","0"
"304","カリン","1","","0","0","190804","1","0","60002","新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","1"
"305","","2","","0","1","0","0","0","60002","今日の運勢は姫吉！　どんな不可能も可能にできちゃう！　　　　仲間と食卓を囲めばさらに運気上昇よ！　ただし魔物料理以外！","1"
"306","","2","","0","1","0","0","0","60002","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","1"
"307","","2","","0","1","0","0","0","60002","今日の運勢は姫吉！　最強の運勢でどんなドジも跳ね除けます！　大切な人と一緒に、最高の一日になること間違いなし！","1"
"308","","2","","0","1","0","0","0","60002","今日の運勢は姫吉！　どんな挑戦も上手くいく、最高の運勢です！理想の自分に変身できる絶好の機会！　新しい一歩を踏み出そう！","1"
"309","","2","","0","1","0","0","0","60002","今日の運勢は姫吉！　やること全てが上手くいく最高の一日！　　あなたの活躍に先生もにっこりです。いい子いい子♪","2"
"310","","2","","0","2","0","0","0","60002","今日の運勢は大吉！　お裁縫好きな女の子のお墨付きです！　　　お世話したがりの妹にめいっぱい愛されちゃうかも！？","1"
"311","","2","","0","2","0","0","0","60002","今日の運勢は大吉！　ラッキーカラーは赤！　　　　　　　　　　湧き上がるアイデアの数々に、高笑いが止まりませんわ！","1"
"312","","2","","0","2","0","0","0","60002","今日の運勢は大吉！　ラッキーワードは「ちぇる～ん♪」　　　　出会う人みんなに言ってあげると、ハッピーになれますよ！","1"
"313","","2","","0","2","0","0","0","60002","今日の運勢は大吉！　運勢はバッチリで無敵状態！　　　　　　　龍眼で全てを見通して、思い通りの一日を過ごしましょう！","1"
"314","","2","","0","2","0","0","0","60002","今日の運勢は大吉！　悩んでいたことが解決しそうです！　　　　たまには勉強も仕事も忘れて、心あたたまる家族と過ごしましょ！","2"
"315","","2","","0","3","0","0","0","60002","今日の運勢は中吉！　家の中でゆっくり過ごすのがよさそう！　　ラッキーアイテムはゲームよ！　ベストスコアを更新できるかも？","1"
"316","","2","","0","3","0","0","0","60002","今日の運勢は中吉！　上手くなりたいことに積極的に挑戦してみてサックス好きの妹が、手取り足取りサポートしてくれるかも～？","1"
"317","","2","","0","3","0","0","0","60002","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！","1"
"318","","2","","0","3","0","0","0","60002","今日の運勢は中吉！　日頃の努力が報われます！　　　　　　　　親しい友人がいるなら報告してみて。一緒に喜んでくれるはずだ。","1"
"319","","2","","0","3","0","0","0","60002","今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたい焼き！　和菓子パワーで売上アップです！","1"
"320","","2","","0","3","0","0","0","60002","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","1"
"321","","2","","0","3","0","0","0","60002","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかのごとく、色々な事がうまくいきますよ♪","2"
"322","","2","","0","4","0","0","0","60002","今日の運勢は小吉！　まだ見ぬ危険が隠れているかも！　　　　　でも安心しろ！　提督が貴公を守ってくれるはずだぞ！","1"
"323","","2","","0","4","0","0","0","60002","今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！","1"
"324","","2","","0","4","0","0","0","60002","今日の運勢は小吉！　気の向くままに過ごすのが幸せへの近道！　美味い魚を食べて猫を眺めて、自然体で過ごすのはどうだい？","1"
"325","","2","","0","4","0","0","0","60002","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……","1"
"326","","2","","0","4","0","0","0","60002","今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！","1"
"327","","2","","0","4","0","0","0","60002","今日の運勢は小吉！　周りに流されず、マイペースな一日を！　　ただし寝すぎには注意ぐうたらし過ぎず適度な運動を、だってさ～","1"
"328","","2","","0","4","0","0","0","60002","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪","2"
"329","カリン","3","","0","0","190804","2","0","60002","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","0"
"330","カリン","3","","0","0","190804","3","7","60002","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","0"
"331","コッコロ","4","","0","0","105901","1","1","80005","ささ、シェフィさまはこちらへ…","0"
"332","シェフィ","0","","0","0","106401","1","1","80005","コッコロさん、どこへ行くの…？\n…え？","0"
"333","ペコリーヌ","3","","0","0","105801","1","1","80005","『おめでとうございます！\nわ～パチパチー！』\n…という感じでどうですかね！？","0"
"334","コッコロ","4","","0","0","105901","2","1","80005","ではわたくしも\n後ろからクラッカーを鳴らして\n応戦いたします\nああ、当日が待ち遠しいですね","0"
"335","シェフィ","0","","0","0","106401","2","1","80005","ええと…\n二人とも何をしているの？","0"
"336","キャル","1","","0","0","106001","1","1","80005","シェフィは初めてだもんね\nあの日が近いからって\n予行練習してんのよ\n気が早いわよね～","0"
"337","シェフィ","0","","0","0","106401","3","1","80005","あの日…？","0"
"338","ペコリーヌ","3","","0","0","105801","2","1","80005","その通りです…\nいよいよ記念すべきあの日が\n近づいてきましたよ！","0"
"339","ペコリーヌ","3","","0","0","105801","3","1","80005","『プリンセスコネクト！\nRe:Dive』3.5周年！","0"
"340","カリン","2","","0","0","190801","1","1","80005","やばいですね☆","0"
"341","キャル","1","","0","0","106001","2","1","80005","って、なにしれっと\n参加してんのよカリン！","0"
"342","カリン","2","","0","0","190801","2","1","80005","ふふ、いいじゃないですか\n【ギルド管理協会】として\n私もみなさんと一緒に\nお祝いをさせてください！","0"
"343","カリン","2","","0","0","190801","3","1","80005","それに…記念日が近づけば\nとっておきの情報を\nお届けしますから♪","0"
"344","ペコリーヌ","3","","0","0","105801","4","1","80005","というわけで\n今日からシェフィちゃんも一緒に\nカウントダウンしちゃいましょう！\n3.5周年まで…","0"
"345","シェフィ","0","","0","0","106401","4","1","80005","えっ！？　ええとええと…！\nあ、あと14日…！","0"
"346","ペコリーヌ","3","","0","0","105801","5","2","80005","3.5周年まであと13日\n豪華に、そして盛大に\nお祝いしたいですね☆","0"
"347","コッコロ","1","","0","0","105901","3","2","80005","豪華といえば前にとある貴族さまが\n舞踏会を開かれたそうで\n主さまがそのお手伝いを\nしておりました","0"
"348","コッコロ","1","","0","0","105901","4","2","80005","そこで美しい所作を学ばれたので\nわたくしも教えていただきました\nしゃなり、しゃなり…\nいかがでしょう？","0"
"349","ペコリーヌ","3","","0","0","105801","6","2","80005","すっごく上手ですよ☆\nまるでお姫様みたいです\nせっかくなのでわたしも\nしゃなりしゃなり","0"
"350","コッコロ","1","","0","0","105901","5","2","80005","さすがでございます\nペコリーヌさま","0"
"351","キャル","0","","0","0","106001","3","2","80005","いや、あんたは\nできなきゃダメでしょ\n本物のお姫様なんだし","0"
"352","シェフィ","2","","0","0","106401","5","2","80005","しゃなり、しゃなり…\nふふ、案外できるものね","0"
"353","ペコリーヌ","3","","0","0","105801","7","2","80005","わぁ！\nシェフィちゃん\n姿勢がとってもキレイです♪","0"
"354","コッコロ","1","","0","0","105901","6","2","80005","さ、次はキャルさまの\n番でございますよ","0"
"355","キャル","0","","0","0","106001","4","2","80005","あ、あたしはいいわよ！\nそういうの全然分かんないし…","0"
"356","シェフィ","2","","0","0","106401","6","2","80005","大丈夫\nやってみると結構楽しいわよ\nほらほらっ","0"
"357","キャル","0","","0","0","106001","5","2","80005","そ、そこまで言うなら…\nしゃなにゅわきゃあっ！","0"
"358","キャル","0","","0","0","106001","6","2","80005","いたたた…もぉお～！\nなんであたしがこんな目に～！","0"
"359","コッコロ","1","","0","0","105901","7","2","80005","まぁまぁ\n記念日までに練習すれば\nできるようになるかもしれません\nよろしければお教えいたしますよ","0"
"360","キャル","0","","0","0","106001","7","2","80005","よし！\nあんたたちができて\nあたしだけできないのはしゃくだし\nやってやろうじゃないの！！","0"
"361","コッコロ","1","","0","0","105901","8","3","80005","3.5周年まであと12日\n記念日当日はもちろんですが\nその日を待つ時間というのも\n心躍ります","0"
"362","ペコリーヌ","3","","0","0","105801","8","3","80005","分かりますっ！\nどんな特別な料理を食べられるのか\n考えるだけでワクワクしますよね！","0"
"363","コッコロ","1","","0","0","105901","9","3","80005","特別な料理といえば、お祭りですね\nそういえば主さまは学生として\n聖学祭に参加されたこと\nがあるとか…","0"
"364","シェフィ","2","","0","0","106401","7","3","80005","聖学祭…って、なにかしら？","0"
"365","コッコロ","1","","0","0","105901","10","3","80005","聖テレサ女学院の祭典ですよ\n二つのチームが競い合い\n青春を満喫するのが趣旨のようです","0"
"366","キャル","0","","0","0","106001","8","3","80005","それってカルミナの\nサプライズライブがあった\nお祭りよね？\nちょっと見たかったかも…","0"
"367","キャル","0","","0","0","106001","9","3","80005","カルミナの後の\nライブも好評だったらしいじゃない\n確か、なかよし部\nだったっけ…？","0"
"368","ペコリーヌ","3","","0","0","105801","9","3","80005","なかよし部…\n仲が良さそうな名前で\nやばいですね☆","0"
"369","キャル","0","","0","0","106001","10","3","80005","いや、そのまんますぎでしょ…","0"
"370","シェフィ","2","","0","0","106401","8","3","80005","聖学祭かぁ…なんだか楽しそうね\nそれになかよし部の人たちも\n気になるわ","0"
