fbabf66a38bba27283ba5bab31df191b25505039b1801804feedafda0b09da35,b5ef9377d9e0c2538903c4257ac233e95236416fe912a2c017870a27391afdca,1d20bcf5a7ff3261242ac997e1dd79f087c15fb41f411fa96c3a47051fc31bee,d44085fded7e37d638974e67d4607d17fe7c7f7634e81cb473fa3ba0362b0ce3,1e9cef8a1283946c350c0b07d1cfc295b1ea87821e1b7cfe34ae2bd05ed32073,2a2e1dd2f92140ff5306bcd413c39a103cc0ea540fb46bbbddd616f2f3f991e5,4eedb6198f8ff760efb62866273c74fd56501a39f533565c96d56b847d16bb4b,76dc32904c7a75a9ad45f312995c7e7c2150343502991660562f71d42568f6a9,41c344c0bbf21045458b3f4621983a1cc5c34abd5c69dcf44c9d8b0dc69821b1,f089cbec40ce3e909e568bf8b86e188dd97afcb89e6e600860c806b62e110988
"でんきん","0","0","2320009","0","0","1","でんせん","でこぴん","でんぷん"
"360","0","0","2320010","0","0","1","960","340","720"
"6分の1","0","0","2320011","0","0","1","2分の1","4分の1","8分の1"
"サイン","0","0","2320013","0","0","1","コタンジェント","コサイン","タンジェント"
"かけ算の答え","0","0","2320014","0","0","1","引き算の答え","足し算の答え","割り算の答え"
"臭素液","0","0","2320016","0","0","1","水素液","炭素液","ヨウ素液"
"ヘンリーの法則","0","0","2320017","0","0","1","ドルトンの法則","ヘスの法則","キルヒホッフの法則"
"とんぼ座","0","0","2320018","0","0","1","ばった座","ちょう座","はえ座"
"地球","0","0","2320020","0","0","1","月","木星","太陽"
"春","0","0","2320021","0","0","1","秋","夏","冬"
"カリウム","0","0","2320022","0","0","1","バリウム","トリウム","ヘリウム"
"イオン","0","0","2320025","0","0","1","フオン","トオン","ネオン"
"小数","0","0","2320026","0","0","1","自然対数","総数","整数"
"リンボーダンス","0","0","2320029","0","0","1","フラダンス","ソシアルダンス","インピーダンス"
"純銀","0","0","2320030","0","0","1","水溶銀","水化銀","水銀"
"1回","0","0","2320031","0","0","1","12回","4回","2回"
"魚群","0","0","2320032","0","0","1","海流","地熱","月"
"N","0","0","2320033","0","0","1","Ne","Nt","Na"
"K","0","0","2320034","0","0","1","Ka","Cl","Ca"
"結氷","0","0","2320035","0","0","1","結膜","結節","結晶"
"2回","0","0","2320036","0","0","1","4回","3回","1回"
"分父","0","0","2320037","0","0","1","分姉","分兄","分母"
"水素","0","0","2320040","0","0","1","炭素","臭素","酸素"
"休火山","0","0","2320041","0","0","1","伏火山","弱火山","死火山"
"アスラスト","0","0","2320042","0","0","1","アスガスト","アスミスト","アスベスト"
"ガンマ","0","0","2320043","0","0","1","シグマ","ゼータ","デルタ"
"さそり座","0","0","2320044","0","0","1","しし座","かに座","みずがめ座"
"みずがめ座","0","0","2320045","0","0","1","かに座","さそり座","しし座"
"頂点","0","0","2320046","0","0","1","面","辺","母線"
"3","0","0","2320049","0","0","1","7","5","2"
"15キロ","0","0","2320050","0","0","1","33キロ","20キロ","25キロ"
"点線","0","0","2320051","0","0","1","無線","電線","前線"
"鉄","0","0","2320053","0","0","1","チタン","ニッケル","アルミニウム"
"恒星","0","0","2320054","0","0","1","超新星","衛星","惑星"
"昼夜","0","0","2320056","0","0","1","日付","時間","季節"
"ミューズ","0","0","2320057","0","0","1","シューズ","リューズ","ヒューズ"
"赤","0","0","2320058","0","0","1","白","青","緑"
"パスカル","0","0","2320059","0","0","1","ジュール","トル","ニュートン"
"ファクトリアル","0","0","2320060","0","0","1","インターセクション","コンビネーション","インテグラル"
"1本","0","0","2320061","0","0","1","16本","4本","2本"
"リマ","0","0","2321001","0","0","1","ペコリーヌ","キョウカ","全員同じ"
"オーエド","0","0","2321002","0","0","1","ランドソル","セントールス","オーマ"
"オーマ","0","0","2321003","0","0","1","エルビス島","オーエド","セントールス"
"オーマ","0","0","2321004","0","0","1","サレンディア","セントールス","オーエド"
"2000","0","0","2321005","0","0","1","1500","1000","2500"
"アルヘナ","0","0","2330001","0","0","1","アルキン","アルガン","アルベド"
"16","0","0","2330002","0","0","1","22","20","18"
"しし座","0","0","2330004","0","0","1","おひつじ座","みずがめ座","おうし座"
"シリウス","0","0","2330005","0","0","1","ベテルギウス","カノープス","アークトゥルス"
"海王星","0","0","2330007","0","0","1","土星","木星","天王星"
"ベントナイト","0","0","2330008","0","0","1","カオリナイト","マイカナイト","モアサナイト"
"やもり座","0","0","2330010","0","0","1","いもり座","かえる座","とかげ座"
"BC","0","0","2330011","0","0","1","DC","CC","AC"
"赤色が青くなる","0","0","2330012","0","0","1","どちらも白くなる","どちらも変化しない","青色が赤くなる"
"外心","0","0","2330015","0","0","1","内心","垂心","重心"
"橙","0","0","2330016","0","0","1","青","透明","緑"
"5本","0","0","2330017","0","0","1","13本","7本","9本"
"16戦目","0","0","2330018","0","0","1","9戦目","23戦目","31戦目"
"みなみのまる座","0","0","2330020","0","0","1","みなみのひしがた座","みなみのしかく座","みなみのさんかく座"
"アクルックス","0","0","2330021","0","0","1","アンタレス","ベクルックス","ポルックス"
"アンドロギュノス座","0","0","2330022","0","0","1","アイスキュロス座","アンドロイド座","アンドロメダ座"
"オリエンタリズム","0","0","2330023","0","0","1","インターナショナリズム","ポリリズム","サーカディアンリズム"
"示準化石","0","0","2330024","0","0","1","自然化石","歯石化石","示相化石"
"ラスカー","0","0","2330026","0","0","1","リヤー","ミュラー","スカラー"
"アセチレン","0","0","2330027","0","0","1","ダイヤモンド","銀","アンモニア"
"989","0","0","2330028","0","0","1","993","991","997"
"イクシオトキシン","0","0","2330029","0","0","1","パフトキシン","テトロドトキシン","アスタキサンチン"
"インダクタンス","0","0","2330030","0","0","1","ヘンリー","ジーメンス","コンダクタンス"
"ラムダ","0","0","2330031","0","0","1","デルタ","ガンマ","シグマ"
"おおぐま座","0","0","2330032","0","0","1","おおいぬ座","こいぬ座","こぐま座"
"カリウム","0","0","2330033","0","0","1","マグネシウム","ナトリウム","カルシウム"
"三畳紀","0","0","2330034","0","0","1","白亜紀","ジュラ紀","ペルム紀"
"モリブデン","0","0","2330035","0","0","1","ロジウム","テルル","テクネチウム"
"アルスマグナ","0","0","2330036","0","0","1","マグカップ","マグナカルタ","フォッサマグナ"
"ヤシロスコープ","0","0","2330037","0","0","1","タシロスコープ","ムシロスコープ","オシロスコープ"
"1里","0","0","2330038","0","0","1","1銭","1尺","1分"
"0気圧","0","0","2330040","0","0","1","1013気圧","10気圧","1気圧"
"NaOH","0","0","2330041","0","0","1","SiO2","MgO","NaCl"
"3個","0","0","2330042","0","0","1","1個","4個","2個"
"7","0","0","2330043","0","0","1","9","8","10"
"窒素","0","0","2330045","0","0","1","水素","二酸化炭素","酸素"
"地球","0","0","2330047","0","0","1","木星","月","金星"
"スプロール現象","0","0","2330048","0","0","1","ヒートアイランド現象","クリープ現象","ブロッケン現象"
"支点","0","0","2330049","0","0","1","交点","力点","作用点"
"ジェーン現象","0","0","2330051","0","0","1","ビューン現象","デューン現象","フェーン現象"
"水星","0","0","2330053","0","0","1","月","火星","太陽"
"熱圏","0","0","2330056","0","0","1","対流圏","中間圏","成層圏"
"水星","0","0","2330057","0","0","1","土星","火星","金星"
"偽分数","0","0","2330058","0","0","1","偉分数","倍分数","仮分数"
"4分の1","0","0","2330061","0","0","1","7分の1","5分の1","6分の1"
"ミステリオン海岸","0","0","2331001","0","0","1","オーエド海岸","ブリザ海岸","マルジェン海岸"
"4","0","0","2331002","0","0","1","3","5","4.5"
"アキノ","0","0","2331003","0","0","1","モニカ","コッコロ","マコト"
"ナンセイ湿地","0","0","2331004","0","0","1","ジュノー湿地","タリア湿地","ドロテア湿地"
"カウダ岬","0","0","2331005","0","0","1","フテラ岬","エスタ岬","プロピーナ岬"
"シャトルバス","0","0","2410002","0","0","1","ワンマンバス","路線バス","ユニットバス"
"自転車","0","0","2410003","0","0","1","潜水艦","救急車","新幹線"
"メタボライズシンドローム","0","0","2410004","0","0","1","メタボットシンドローム","メタボンスシンドローム","メタボリックシンドローム"
"ネットサイクリング","0","0","2410005","0","0","1","ネットドライビング","ネットランニング","ネットサーフィン"
"ショールーミング","0","0","2410006","0","0","1","ハッキング","サミング","ストリーミング"
"闇ファイバー","0","0","2410007","0","0","1","水ファイバー","炎ファイバー","光ファイバー"
"初心者ドライバー","0","0","2410008","0","0","1","新人ドライバー","若手ドライバー","ペーパードライバー"
"スイートピー","0","0","2410009","0","0","1","チューリップ","エーデルワイス","カーネーション"
"お直し","0","0","2410011","0","0","1","お察し","お達し","お通し"
"バブルレス","0","0","2410012","0","0","1","バスドーナッツ","アイガード","シャンプーハット"
"夜なべ","0","0","2410014","0","0","1","夜更し","夜逃げ","夜泣き"
"プール","0","0","2410015","0","0","1","山","海","花火"
"フォルテ","0","0","2410016","0","0","1","カルテット","タルト","カルテ"
"遠遠法","0","0","2410017","0","0","1","正距方位図法","近近法","遠近法"
"シートベルト","0","0","2410018","0","0","1","鎧","チャイルドシート","ヘルメット"
"株主集会","0","0","2410019","0","0","1","緊急集会","特別総会","株主総会"
"上下無用","0","0","2410020","0","0","1","天下御免","天地有情","天地無用"
"人間タッグ","0","0","2410022","0","0","1","人間サッグ","人間ピッグ","人間ドック"
"自動車教育所","0","0","2410024","0","0","1","自動車教養所","自動車教会所","自動車教習所"
"飛行機","0","0","2410025","0","0","1","気球","グライダー","ヘリコプター"
"グレートウォール","0","0","2410026","0","0","1","クライミングウォール","チャイニーズウォール","ファイアウォール"
"スプリングタイム","0","0","2410027","0","0","1","エコロジータイム","ホットタイム","サマータイム"
"ゴールドシート","0","0","2410028","0","0","1","ブルーシート","グリーンシート","シルバーシート"
"べっこう飴","0","0","2410030","0","0","1","金太郎飴","ニッキ飴","千歳飴"
"むら針","0","0","2410031","0","0","1","ぐん針","けん針","まち針"
"秋","0","0","2410032","0","0","1","冬","春","夏"
"花瓶","0","0","2410033","0","0","1","牛乳瓶","火炎瓶","魔法瓶"
"鏡閉じ","0","0","2410036","0","0","1","鏡下げ","鏡上げ","鏡開き"
"ストロング交差点","0","0","2410037","0","0","1","スパゲッティ交差点","スピーディー交差点","スクランブル交差点"
"イクラが大好き","0","0","2410038","0","0","1","俳句が趣味","いつも外出している","子育てに積極的"
"残暑見舞い","0","0","2410039","0","0","1","不幸の手紙","暑中見舞い","年賀状"
"おばあさん","0","0","2410040","0","0","1","おとうさん","おかあさん","おじいさん"
"ペーパークッキー","0","0","2410041","0","0","1","ゴッドクッキー","ラッキークッキー","フォーチュンクッキー"
"まげわっぱ","0","0","2410042","0","0","1","いぶりがっこ","しょっつる","きりたんぽ"
"乱切り","0","0","2410048","0","0","1","輪切り","せん切り","みじん切り"
"しろ胡椒","0","0","2410050","0","0","1","しお胡椒","くろ胡椒","ゆず胡椒"
"たこ焼き","0","0","2410051","0","0","1","卵焼き","いか焼き","たい焼き"
"赤く変色する","0","0","2410052","0","0","1","味が無くなる","ボロボロ崩れる","水分が出てくる"
"さくら","0","0","2410053","0","0","1","もみじ","すみれ","れんげ"
"グリンピース","0","0","2410054","0","0","1","タケノコ","ツナ","牛肉"
"ジョッキ","0","0","2410055","0","0","1","ソーサー","タンブラー","デミタス"
"ぜんざい","0","0","2410056","0","0","1","水ようかん","きんつば","くず餅"
"うどん","0","0","2410057","0","0","1","きしめん","ラーメン","そば"
"ポーチドエッグ","0","0","2410058","0","0","1","プレーンオムレツ","サニーサイドアップ","スクランブルエッグ"
"サビ","0","0","2410059","0","0","1","サラ","ガリ","ネタ"
"マリネリウス財閥","0","0","2411001","0","0","1","ムシエラルゴ商社","メイケオール結社","メルクリウス財団"
"オニギリすごろく","0","0","2411002","0","0","1","レッツ！テオゴニア！","アドベンチャー","キャラバン"
"ジュエル","0","0","2411003","0","0","1","ソル","マナ","ルピ"
"スズメ","0","0","2411004","0","0","1","リノ","タマキ","アユミ"
"一括スキップ","0","0","2411005","0","0","1","デイリー帳","予定表","予定帳"
"茶髪","0","0","2420001","0","0","1","金髪","黒髪","白髪"
"気象予想士","0","0","2420002","0","0","1","気象予言士","気象予告士","気象予報士"
"ジェネレーション","0","0","2420003","0","0","1","ジェネシス","ジェネラル","ジェネリック"
"1","0","0","2420004","0","0","1","9","3","7"
"ソーサー","0","0","2420005","0","0","1","はかま","茶托","コースター"
"お茶の間会議","0","0","2420006","0","0","1","作戦会議","世間話会議","井戸端会議"
"四天王","0","0","2420008","0","0","1","八部衆","十二神将","七福神"
"TW","0","0","2420009","0","0","1","WT","TO","WC"
"終末保険","0","0","2420011","0","0","1","延長保険","終期保険","終身保険"
"レシピエント","0","0","2420012","0","0","1","パタンナー","グレーダー","ドナー"
"裁判官","0","0","2420013","0","0","1","司法書士","弁護士","検察官"
"元旦","0","0","2420014","0","0","1","クリスマスイブ","春分の日","大晦日"
"シワス式海岸","0","0","2420016","0","0","1","イグアス式海岸","リアル式海岸","リアス式海岸"
"たら梅雨","0","0","2420017","0","0","1","さら梅雨","ばら梅雨","から梅雨"
"水害","0","0","2420018","0","0","1","かんがい","氷害","冷害"
"トムボーイ","0","0","2420019","0","0","1","ボールボーイ","カウボーイ","ベルボーイ"
"ケーキ","0","0","2420020","0","0","1","アイスクリーム","クレープ","ドーナツ"
"27回","0","0","2420021","0","0","1","216回","54回","108回"
"デフレーション","0","0","2420023","0","0","1","デノミネーション","スタグネーション","インフレーション"
"憲法試験","0","0","2420025","0","0","1","忍法試験","違法試験","司法試験"
"気温の高い地域","0","0","2420028","0","0","1","乾燥している地域","海に近い地域","雪の多い地域"
"気温が低い状態","0","0","2420029","0","0","1","地震が起こる状態","面積が狭い状態","人口が減った状態"
"ウォッシュボウル","0","0","2420030","0","0","1","クリーニングボウル","サラダボウル","フィンガーボウル"
"？","0","0","2420031","0","0","1","※","！？","！"
"小さじ","0","0","2420032","0","0","1","どれも同じ","茶さじ","大さじ"
"子供専門","0","0","2420033","0","0","1","美容師専門","役者専門","ペット専門"
"サングラス","0","0","2420035","0","0","1","ハリメグラス","オペラグラス","ステンドグラス"
"小麦粉","0","0","2420036","0","0","1","葛粉","白玉粉","片栗粉"
"しょっつる","0","0","2420039","0","0","1","みがきにしん","アンチョビ","くさや"
"豚","0","0","2420040","0","0","1","羊","鶏","牛"
"煙","0","0","2420042","0","0","1","縁","鉛","塩"
"揚げ餃子","0","0","2420046","0","0","1","蒸し餃子","焼き餃子","水餃子"
"ビールグラス","0","0","2420048","0","0","1","ワイングラス","ステンドグラス","レモングラス"
"ジャガイモ","0","0","2420049","0","0","1","大豆","小麦","米"
"牛肉","0","0","2420051","0","0","1","羊肉","豚肉","鶏肉"
"鶏肉","0","0","2420052","0","0","1","ねぎ","かきあげ","卵"
"冬","0","0","2420053","0","0","1","秋","春","夏"
"10cc","0","0","2420054","0","0","1","12cc","3cc","5cc"
"アガリ","0","0","2420055","0","0","1","シロ","ムラサキ","シャリ"
"カプリチオ","0","0","2420056","0","0","1","カプサイシン","カプレーゼ","カプチーノ"
"揚げ物","0","0","2420057","0","0","1","冷や奴","味噌汁","炒め物"
"客船巻き","0","0","2420058","0","0","1","気球巻き","馬車巻き","軍艦巻き"
"麦茶","0","0","2420059","0","0","1","日本酒","焼酎","緑茶"
"ウェルダン","0","0","2420060","0","0","1","ミディアム","ミディアムレア","レア"
"マシュマロ","0","0","2420061","0","0","1","ストロベリージャム","ソーセージ","ホイップクリーム"
"Precious Journey","0","0","2421001","0","0","1","Connecting Happy！！","Lost Princess","Mirage Game"
"Precious Journey","0","0","2421002","0","0","1","つなぐもの","Connecting Happy！！","茜色の寄り道"
"3人","0","0","2421003","0","0","1","2人","4人","5人"
"マサカズ","0","0","2421004","0","0","1","フィッシャーマン・ジーク","カズヒコ","カズマサ"
"鉄","0","0","2421005","0","0","1","魔物","木材","お菓子"
"GPS","0","0","2430001","0","0","1","DOS","SSD","CPU"
"膝枕","0","0","2430002","0","0","1","抱き枕","腕枕","北枕"
"4．4平方メートル","0","0","2430003","0","0","1","6．6平方メートル","5．5平方メートル","3．3平方メートル"
"3親等","0","0","2430004","0","0","1","10親等","9親等","6親等"
"A3","0","0","2430005","0","0","1","B4","A4","B5"
"ドナー","0","0","2430006","0","0","1","パタンナー","グレーダー","レシピエント"
"遺訓分","0","0","2430007","0","0","1","遺愛分","遺令分","遺留分"
"小学校","0","0","2430008","0","0","1","銀行","税務署","保健所"
"個人年金保険","0","0","2430009","0","0","1","火災保険 ","家族傷害保険","自賠責保険"
"ガス","0","0","2430010","0","0","1","固定電話","電気","水道"
"すぐに効き目が出る薬","0","0","2430011","0","0","1","遠くの病院でもらう薬","高くてなかなか手に入らない薬","周りを糖分でくるんだ薬"
"固定資産","0","0","2430015","0","0","1","確定資産","行動資産","流動資産"
"誕生日","0","0","2430016","0","0","1","銀婚式","敬老の日","成人式"
"カラス講","0","0","2430017","0","0","1","カマキリ講","クラゲ講","ネズミ講"
"A4","0","0","2430018","0","0","1","B5","B4","A3"
"案内標識","0","0","2430019","0","0","1","指示標識","警戒標識","規制標識"
"眼帯","0","0","2430020","0","0","1","亜寒帯","時間帯","岩田帯"
"50キロ","0","0","2430021","0","0","1","20キロ","40キロ","30キロ"
"車体の色","0","0","2430022","0","0","1","割引チケットの色","運転手の制服の色","ナンバープレートの色"
"立春","0","0","2430023","0","0","1","夏至","土用","節分"
"1人","0","0","2430024","0","0","1","0人","3人","2人"
"ROAD","0","0","2430025","0","0","1","NUMBER","COUNTRY","ROUTE"
"住民票","0","0","2430026","0","0","1","印鑑登録証明書","課税証明書","戸籍謄本"
"御不浄","0","0","2430027","0","0","1","御内儀","御洗浄","御手洗"
"都入り","0","0","2430028","0","0","1","藪入り","お蔵入り","お国入り"
"脱獄","0","0","2430029","0","0","1","牢獄","地獄","疑獄"
"北東","0","0","2430030","0","0","1","東","北","北西"
"ぼさつ","0","0","2430031","0","0","1","いきさつ","ひっさつ","おさつ"
"子宝手帳","0","0","2430032","0","0","1","育児手帳","臨月手帳","母子健康手帳"
"もみじ肉","0","0","2430034","0","0","1","つつじ肉","ぼたん肉","さくら肉"
"ピッチャー液","0","0","2430041","0","0","1","キャッチャー液","ライト液","バッター液"
"しゃぶしゃぶ","0","0","2430042","0","0","1","ジンギスカン","肉じゃが","すきやき"
"長ネギ","0","0","2430043","0","0","1","白菜","シイタケ","しらたき"
"ジャガイモ","0","0","2430044","0","0","1","コンニャクイモ","サトイモ","サツマイモ"
"サツマイモ","0","0","2430046","0","0","1","サトイモ","ジャガイモ","コンニャクイモ"
"マグロ","0","0","2430047","0","0","1","イワシ","シャケ","カツオ"
"クジラ","0","0","2430048","0","0","1","イルカ","マグロ","サメ"
"ダイコン","0","0","2430049","0","0","1","オクラ","ハクサイ","ネギ"
"真水","0","0","2430052","0","0","1","泥水","酢","塩水"
"ピーターパン","0","0","2430053","0","0","1","ピーカン","ピタパン","ピータン"
"グラッセ","0","0","2430054","0","0","1","パテ","スフレ","ピューレ"
"テリーヌ","0","0","2430056","0","0","1","プラリネ","エシャロット","クルトン"
"杉むき","0","0","2430058","0","0","1","樫むき","松むき","桂むき"
"ようかん","0","0","2430060","0","0","1","きんつば","わらび餅","ういろう"
"ラザニア","0","0","2430061","0","0","1","ブイヤベース","オムレツ","パエリア"
"駆けだしの冒険者","0","0","2431001","0","0","1","裸の冒険者","冒険の始まり","冒険への初立"
"美の饗宴","0","0","2431002","0","0","1","美の伝道者","ユキのビューティーチェック","ユキの審美会"
"緑竜の骸嶺","0","0","2431003","0","0","1","断崖の遺跡","蒼海の孤塔","毒瘴の闇稜"
"ムイミの思い出","0","0","2431004","0","0","1","ノウェムの過ぎ去りし日々","追憶のメモリー","追想のデフラグ"
"GREEDY LOVE","0","0","2431005","0","0","1","フェアリーテイルは夢の中","Seize The Day！","私色STORY"
"ファイン","0","0","2510003","0","0","1","フォックス","フィーネ","フォルテ"
"チェロ","0","0","2510004","0","0","1","ビオラ","バイオリン","コントラバス"
"g","0","0","2510005","0","0","1","i","d","f"
"作曲者","0","0","2510006","0","0","1","第一バイオリン","最年長","指揮者"
"ごぶさた","0","0","2510007","0","0","1","このあいだはどうも","ひさしぶり","しばらく"
"Cuter Voice","0","0","2510008","0","0","1","Create Voice","Commercial Voice","Character Voice"
"キラーソフト","0","0","2510009","0","0","1","バンドルソフト","スタートソフト","ローンチソフト"
"縦ロール","0","0","2510010","0","0","1","ちょこ毛","盛り髪","アホ毛"
"将棋","0","0","2510012","0","0","1","どれも同じ","チェス","オセロ"
"飛車","0","0","2510013","0","0","1","歩兵","角行","王将"
"そよ風","0","0","2510014","0","0","1","爆風","北風","木枯らし"
"ハリケーン","0","0","2510015","0","0","1","モンスーン","タイフーン","スコール"
"なぎ","0","0","2510016","0","0","1","ふち","とろ","しけ"
"バビン","0","0","2510018","0","0","1","ベビン","ブビン","ボビン"
"ボヘミア","0","0","2510019","0","0","1","クリミア","プレミア","カシミア"
"シャンプー","0","0","2510022","0","0","1","ボディーソープ","リンス","トリートメント"
"チーク","0","0","2510023","0","0","1","マラカス","ヒトカラ","マスカラ"
"ステップ","0","0","2510025","0","0","1","スカッド","スリット","ステッチ"
"バインダー","0","0","2510027","0","0","1","バイト","バイプレーヤー","バイヤー"
"軟水","0","0","2510028","0","0","1","井戸水","上水","硬水"
"テンプテーション","0","0","2510029","0","0","1","リインカーネーション","エクトプラズム","ポルターガイスト"
"トランプ","0","0","2510030","0","0","1","将棋の駒","麻雀牌","サイコロ"
"将棋","0","0","2510031","0","0","1","五目並べ","麻雀","囲碁"
"バイオハザード","0","0","2510032","0","0","1","ライフハザード","マネーハザード","モラルハザード"
"バリン","0","0","2510033","0","0","1","ハッパ","ラパン","バラン"
"包丁をよく冷やす","0","0","2510035","0","0","1","包丁をさびつかせる","包丁を油まみれにする","包丁を軽く温める"
"チュチュ","0","0","2510038","0","0","1","リュリュ","キュキュ","シュシュ"
"パニール","0","0","2510039","0","0","1","プリーツ","ストール","デニール"
"除湿液","0","0","2510040","0","0","1","除算液","除名液","除光液"
"ベージュ","0","0","2510041","0","0","1","ミラージュ","コサージュ","ルージュ"
"アンチクルージング","0","0","2510042","0","0","1","アンチドレッシング","アンチクレンジング","アンチエイジング"
"スリーカード","0","0","2510043","0","0","1","フルハウス","フラッシュ","ワンペア"
"ロン","0","0","2510044","0","0","1","チー","ポン","ツモ"
"7月7日","0","0","2510046","0","0","1","5月5日","6月6日","8月8日"
"A","0","0","2510047","0","0","1","D","B","C"
"耳打ち","0","0","2510048","0","0","1","頭打ち","舌打ち","峰打ち"
"トラック","0","0","2510050","0","0","1","タンカー","深夜バス","タクシー"
"タチバナ","0","0","2510051","0","0","1","キリ","キク","ヒマワリ"
"味の強い順番","0","0","2510053","0","0","1","高価な食材の順番","カロリーの高い順番","使っている量の多い順番"
"ドライヤー","0","0","2510054","0","0","1","セットリスト","プレイヤー","フライヤー"
"デジタルジョーカー","0","0","2510056","0","0","1","ドリームジャスティス","ダンスジョグ","ディスクジョッキー"
"側転","0","0","2510057","0","0","1","バク転","回転","暗転"
"ビッグバンド","0","0","2510058","0","0","1","ブロードバンド","ハズバンド","ブラスバンド"
"金","0","0","2510059","0","0","1","角","銀","歩"
"ジャズ音","0","0","2510060","0","0","1","エンカ音","ロック音","ラップ音"
"職員室","0","0","2511001","0","0","1","体育館","保健室","プール"
"4.5","0","0","2511002","0","0","1","3.5","6.5","5.5"
"レイ","0","0","2511003","0","0","1","サレン","シオリ","ヒヨリ"
"どこでもチエルちゃん","0","0","2511004","0","0","1","ちぇる～ん☆チエルちゃん","いつでもチエルちゃん","おしゃべりチエルちゃん"
"リッチモンド・タワー","0","0","2511005","0","0","1","タワー・オブ・クレジッタ","クレジッタ・ビルディング","クレジッタ・タワー"
"6月27日","0","0","2520001","0","0","1","6月22日","7月7日","7月2日"
"皮切り","0","0","2520002","0","0","1","髪切り","身切り","骨切り"
"さわり","0","0","2520004","0","0","1","はなし","まわし","にぎり"
"自由鉤","0","0","2520006","0","0","1","天狗鉤","自分鉤","自在鉤"
"チャチャ","0","0","2520007","0","0","1","チョチョ","チェチェ","チュチュ"
"ライトフィッシング","0","0","2520009","0","0","1","ヘアーフィッシング","ヘビーフィッシング","フライフィッシング"
"糸","0","0","2520010","0","0","1","針","浮き","重り"
"生語り","0","0","2520011","0","0","1","静語り","直語り","素語り"
"露点","0","0","2520012","0","0","1","支点","屋点","野点"
"ステージ","0","0","2520013","0","0","1","ブリッジ","グランジ","フリンジ"
"セパレート","0","0","2520015","0","0","1","セレモニー","セールスランキング","セレクトショップ"
"レギンス","0","0","2520016","0","0","1","スコート","オーバーニーソックス","プルオーバー"
"コーンフレーク","0","0","2520018","0","0","1","ポリッジ","オートミール","グラノーラ"
"ワイアード","0","0","2520020","0","0","1","プレイヤード","ブリザード","ティアード"
"ティーザー広告","0","0","2520022","0","0","1","テスティモニアル広告","シズル広告","サブリミナル広告"
"5本","0","0","2520023","0","0","1","6本","8本","4本"
"トリオ","0","0","2520024","0","0","1","カルテット","デュオ","クインテット"
"メゾアルト","0","0","2520025","0","0","1","テノール","バリトン","メゾソプラノ"
"マドラス","0","0","2520026","0","0","1","ギンガム","タータン","アーガイル"
"先負","0","0","2520028","0","0","1","仏滅","大安","先勝"
"S","0","0","2520029","0","0","1","U","T","R"
"麻雀","0","0","2520033","0","0","1","将棋","花札","囲碁"
"7月1日","0","0","2520034","0","0","1","6月1日","9月1日","8月1日"
"まぶた","0","0","2520035","0","0","1","膝","尻","足の裏"
"ようかん売り","0","0","2520037","0","0","1","ぎゅうひ売り","すあま売り","ういろう売り"
"クラウド","0","0","2520038","0","0","1","サークル","フレーム","バルーン"
"ダイヤのキング","0","0","2520039","0","0","1","クラブのキング","スペードのキング","ハートのキング"
"ルビー","0","0","2520040","0","0","1","ラピスラズリ","ターコイズ","アメシスト"
"地球暦 ","0","0","2520042","0","0","1","御化暦","太陰暦","太陽暦 "
"11年目","0","0","2520043","0","0","1","31年目","21年目","1年目"
"長編み","0","0","2520044","0","0","1","鎖編み","細編み","メリヤス編み"
"字一色","0","0","2520045","0","0","1","四暗刻","大三元","天和"
"ストレート","0","0","2520047","0","0","1","ファイブカード","フルハウス","フラッシュ"
"川","0","0","2520048","0","0","1","山","瀞","海"
"ラシェ","0","0","2520049","0","0","1","リシェ","カシェ","サシェ"
"南東","0","0","2520050","0","0","1","南西","北西","北東"
"クルーザーネック","0","0","2520051","0","0","1","クルクルネック","クルブシネック","クルーネック"
"ピーチカラー","0","0","2520052","0","0","1","ドールカラー","パールカラー","アースカラー"
"かっぱ","0","0","2520054","0","0","1","せっぱ","せっさ","かっさ"
"キープオン","0","0","2520055","0","0","1","ピースオン","ページオン","ロールオン"
"ウーファー","0","0","2520056","0","0","1","ストーカー","サイドカー","チョーカー"
"24組","0","0","2520058","0","0","1","20組","30組","26組"
"クインテット","0","0","2520059","0","0","1","デュオ","トリオ","カルテット"
"クロノグラフ","0","0","2520060","0","0","1","オシロスコープ","バロメーター","メトロノーム"
"うつ","0","0","2520061","0","0","1","きく","のむ","さす"
"天露の金甘水","0","0","2521001","0","0","1","至高のドラゴンテイルおでん","雲海の魔物肉","ゴールデン無限おにぎり"
"ご飯","0","0","2521002","0","0","1","蜜","肉","卵"
"キャンプ道具","0","0","2521003","0","0","1","弓","だいじょぶマイフレンドくん1号","土鍋"
"竜の卵","0","0","2521004","0","0","1","龍の翼","竜の翼","龍の卵"
"龍の卵をカジノ王から盗む","0","0","2521005","0","0","1","カヤと掃除をする","ホマレにいたずらをする","ホマレの部屋で写真を撮る"
"シャドータイピング","0","0","2530001","0","0","1","スーパータイピング","ノールックタイピング","タッチタイピング"
"ソルトプール","0","0","2530002","0","0","1","スイートスポット","ソルトスポット","タイドプール"
"キャットトゥース","0","0","2530003","0","0","1","シャークトゥース","キャメルトゥース","ハウンドトゥース"
"イモカン","0","0","2530004","0","0","1","ニンジンカン","カボチャカン","ナスカン"
