c3a270781b3c73eeeec5f6c74eaa732112e6f42f03e520108de80232b93bc373,56cb5810dda187beac3e28e538182f830e9b1c5f0d213154df768347848a7ab0,07c28f5f44597c349ad1389e8aae6fe9763d77cc8935f5145329f05f79045e39,28add96481cda3bdf549291b1b8d39f795c1362ab886c39ba3df078ee013f4e8,64c2fcc9bc94859d08fa810d80e9d6d05def1e310504c75a522336a1ae47ffb7,3417be1326ad6ee3777f709d0d7d501e11be3d3e4fd0c4c4406b748cbfa1be7a,a6e7e34a8fd1bbecdf956b8576d77b229be62d56f5e1ca23aab1ea1bbb76837d,c0ee9cb4ad5f8669799c95f6ac917c17e30028fec9956a563b4ae5079db40437,44a6d95910a49d51a3a33d11a31fe69aed6a7916b4a89d08cf5db5ce60a901b6
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002039","8","298"
"15000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002039","12","299"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002039","2","300"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003028","8","301"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003028","12","302"
"250","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","93001","18001005","6","303"
"250","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","93001","18001006","6","304"
"1000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002032","8","305"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002040","8","306"
"15000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002040","12","307"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002040","2","308"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003029","8","309"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003029","12","310"
"1000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002033","8","311"
"1000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002034","8","312"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21003002","8","313"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21103002","8","314"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003030","8","315"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003030","12","316"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002041","8","317"
"15000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002041","12","318"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002041","2","319"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003031","8","320"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003031","12","321"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003032","8","322"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003032","12","323"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003033","8","324"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003033","12","325"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003034","8","326"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003034","12","327"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002042","8","328"
"15000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002042","12","329"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002042","2","330"
"1000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002035","8","331"
"1000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002036","8","332"
"1000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002037","8","333"
"1000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002038","8","334"
"1000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002039","8","335"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21005040","8","336"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002043","8","337"
"15000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002043","12","338"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002043","2","339"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002044","8","340"
"15000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002044","12","341"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002044","2","342"
"1","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","4101404","27004003","18","343"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","23003","18002001","2","350"
"1000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002040","8","351"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003035","8","1001"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003035","12","1002"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003036","8","1003"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003036","12","1004"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003037","8","1005"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003037","12","1006"
"30","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","0","11001001","5","10001003"
"30000","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","94002","11001001","12","10001004"
"10","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","91002","11001001","8","10001005"
"40","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","0","11003001","5","10001006"
"2","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","20002","11003001","2","10001007"
"10","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","91002","11003001","8","10001008"
"20","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","0","13002001","5","10001009"
"20","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","0","18004001","5","10001010"
"25","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","0","16006001","5","10001011"
"25","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","0","16007001","5","10001012"
"3","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","22001","16007001","2","10001013"
"30","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","0","11004001","5","10001014"
"2","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","20002","11004001","2","10001015"
"500","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","90007","11004001","2","10001016"
"40","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","0","11005001","5","10001017"
"30000","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","94002","11005001","12","10001018"
"500","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","90007","11005001","2","10001019"
"60","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","0","11001001","5","10001023"
"40","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","0","14001001","5","10001024"
"80000","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","94002","14001001","12","10001025"
"2","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","20003","14001001","2","10001026"
"50","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","0","14003001","5","10001027"
"140000","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","94002","14003001","12","10001028"
"4","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","22002","14003001","2","10001029"
"30000","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","94002","11001001","12","10001030"
"10","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","91002","11001001","8","10001031"
"80","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","0","11003001","5","10001032"
"2","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","20002","11003001","2","10001033"
"10","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","91002","11003001","8","10001034"
"40","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","0","13002001","5","10001035"
"40","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","0","18004001","5","10001036"
"50","1","2022/12/16 5:00:00","2024/02/14 23:59:59","39","0","16006001","5","10001037"
"50","1","2022/12/16 5:00:00","2024/02/14 23:59:59","39","0","16007001","5","10001038"
"3","1","2022/12/16 5:00:00","2024/02/14 23:59:59","39","22001","16007001","2","10001039"
"60","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","0","11004001","5","10001040"
"2","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","20002","11004001","2","10001041"
"500","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","90007","11004001","2","10001042"
"80","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","0","11005001","5","10001043"
"30000","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","94002","11005001","12","10001044"
"500","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","90007","11005001","2","10001045"
"80","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","0","14001001","5","10001046"
"80000","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","94002","14001001","12","10001047"
"2","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","20003","14001001","2","10001048"
"100","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","0","14003001","5","10001049"
"140000","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","94002","14003001","12","10001050"
"4","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","22002","14003001","2","10001051"
"20","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","0","11101001","5","10001114"
"2","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","20003","11101001","2","10001115"
"30","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","0","11001002","5","10001121"
"30000","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","94002","11001002","12","10001122"
"6","1","2020/11/16 5:00:00","2022/12/16 4:59:59","39","23001","11001002","2","10001123"
"40","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","0","11101001","5","10001152"
"2","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","20003","11101001","2","10001153"
"60","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","0","11001002","5","10001154"
"30000","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","94002","11001002","12","10001155"
"6","1","2022/12/16 5:00:00","2030/12/31 23:59:59","39","23001","11001002","2","10001156"
"30","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","0","11001001","5","10040003"
"40000","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","94002","11001001","12","10040004"
"10","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","91002","11001001","8","10040005"
"45","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","0","11003001","5","10040006"
"6","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","20002","11003001","2","10040007"
"10","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","91002","11003001","8","10040008"
"20","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","0","13002001","5","10040009"
"20","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","0","18004001","5","10040010"
"25","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","0","16006001","5","10040011"
"25","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","0","16007001","5","10040012"
"3","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","22001","16007001","2","10040013"
"30","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","0","11004001","5","10040014"
"6","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","20002","11004001","2","10040015"
"500","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","90007","11004001","2","10040016"
"45","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","0","11005001","5","10040017"
"40000","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","94002","11005001","12","10040018"
"500","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","90007","11005001","2","10040019"
"60","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","0","11001001","5","10040023"
"45","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","0","14001001","5","10040024"
"100000","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","94002","14001001","12","10040025"
"3","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","20003","14001001","2","10040026"
"55","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","0","14003001","5","10040027"
"180000","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","94002","14003001","12","10040028"
"4","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","22002","14003001","2","10040029"
"40000","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","94002","11001001","12","10040030"
"10","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","91002","11001001","8","10040031"
"90","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","0","11003001","5","10040032"
"6","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","20002","11003001","2","10040033"
"10","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","91002","11003001","8","10040034"
"40","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","0","13002001","5","10040035"
"40","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","0","18004001","5","10040036"
"50","40","2022/12/16 5:00:00","2024/02/14 23:59:59","54","0","16006001","5","10040037"
"50","40","2022/12/16 5:00:00","2024/02/14 23:59:59","54","0","16007001","5","10040038"
"3","40","2022/12/16 5:00:00","2024/02/14 23:59:59","54","22001","16007001","2","10040039"
"60","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","0","11004001","5","10040040"
"6","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","20002","11004001","2","10040041"
"500","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","90007","11004001","2","10040042"
"90","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","0","11005001","5","10040043"
"40000","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","94002","11005001","12","10040044"
"500","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","90007","11005001","2","10040045"
"90","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","0","14001001","5","10040046"
"100000","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","94002","14001001","12","10040047"
"3","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","20003","14001001","2","10040048"
"110","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","0","14003001","5","10040049"
"180000","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","94002","14003001","12","10040050"
"4","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","22002","14003001","2","10040051"
"20","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","0","11101001","5","10040114"
"3","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","20003","11101001","2","10040115"
"35","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","0","11001002","5","10040121"
"40000","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","94002","11001002","12","10040122"
"6","40","2020/11/16 5:00:00","2022/12/16 4:59:59","54","23001","11001002","2","10040123"
"40","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","0","11101001","5","10040152"
"3","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","20003","11101001","2","10040153"
"70","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","0","11001002","5","10040154"
"40000","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","94002","11001002","12","10040155"
"6","40","2022/12/16 5:00:00","2030/12/31 23:59:59","54","23001","11001002","2","10040156"
"35","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","0","11001001","5","10055003"
"50000","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","94002","11001001","12","10055004"
"10","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","91002","11001001","8","10055005"
"45","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","0","11003001","5","10055006"
"10","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","20002","11003001","2","10055007"
"10","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","91002","11003001","8","10055008"
"20","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","0","13002001","5","10055009"
"20","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","0","18004001","5","10055010"
"30","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","0","16006001","5","10055011"
"30","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","0","16007001","5","10055012"
"3","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","22001","16007001","2","10055013"
"35","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","0","11004001","5","10055014"
"10","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","20002","11004001","2","10055015"
"500","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","90007","11004001","2","10055016"
"45","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","0","11005001","5","10055017"
"50000","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","94002","11005001","12","10055018"
"500","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","90007","11005001","2","10055019"
"70","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","0","11001001","5","10055023"
"45","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","0","14001001","5","10055024"
"120000","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","94002","14001001","12","10055025"
"4","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","20003","14001001","2","10055026"
"60","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","0","14003001","5","10055027"
"220000","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","94002","14003001","12","10055028"
"4","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","22002","14003001","2","10055029"
"50000","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","94002","11001001","12","10055030"
"10","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","91002","11001001","8","10055031"
"90","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","0","11003001","5","10055032"
"10","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","20002","11003001","2","10055033"
"10","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","91002","11003001","8","10055034"
"40","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","0","13002001","5","10055035"
"40","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","0","18004001","5","10055036"
"60","55","2022/12/16 5:00:00","2024/02/14 23:59:59","74","0","16006001","5","10055037"
"60","55","2022/12/16 5:00:00","2024/02/14 23:59:59","74","0","16007001","5","10055038"
"3","55","2022/12/16 5:00:00","2024/02/14 23:59:59","74","22001","16007001","2","10055039"
"70","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","0","11004001","5","10055040"
"10","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","20002","11004001","2","10055041"
"500","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","90007","11004001","2","10055042"
"90","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","0","11005001","5","10055043"
"50000","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","94002","11005001","12","10055044"
"500","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","90007","11005001","2","10055045"
"90","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","0","14001001","5","10055046"
"120000","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","94002","14001001","12","10055047"
"4","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","20003","14001001","2","10055048"
"120","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","0","14003001","5","10055049"
"220000","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","94002","14003001","12","10055050"
"4","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","22002","14003001","2","10055051"
"20","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","0","11101001","5","10055114"
"4","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","20003","11101001","2","10055115"
"35","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","0","11001002","5","10055121"
"50000","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","94002","11001002","12","10055122"
"6","55","2020/11/16 5:00:00","2022/12/16 4:59:59","74","23001","11001002","2","10055123"
"40","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","0","11101001","5","10055152"
"4","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","20003","11101001","2","10055153"
"70","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","0","11001002","5","10055154"
"50000","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","94002","11001002","12","10055155"
"6","55","2022/12/16 5:00:00","2030/12/31 23:59:59","74","23001","11001002","2","10055156"
"35","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","0","11001001","5","10075003"
"60000","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","94002","11001001","12","10075004"
"10","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","91002","11001001","8","10075005"
"50","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","0","11003001","5","10075006"
"14","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","20002","11003001","2","10075007"
"10","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","91002","11003001","8","10075008"
"25","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","0","13002001","5","10075009"
"25","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","0","18004001","5","10075010"
"30","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","0","16006001","5","10075011"
"30","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","0","16007001","5","10075012"
"3","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","22001","16007001","2","10075013"
"35","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","0","11004001","5","10075014"
"14","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","20002","11004001","2","10075015"
"500","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","90007","11004001","2","10075016"
"50","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","0","11005001","5","10075017"
"60000","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","94002","11005001","12","10075018"
"500","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","90007","11005001","2","10075019"
"70","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","0","11001001","5","10075023"
"45","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","0","14001001","5","10075024"
"150000","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","94002","14001001","12","10075025"
"5","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","20003","14001001","2","10075026"
"60","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","0","14003001","5","10075027"
"250000","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","94002","14003001","12","10075028"
"4","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","22002","14003001","2","10075029"
"60000","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","94002","11001001","12","10075030"
"10","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","91002","11001001","8","10075031"
"100","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","0","11003001","5","10075032"
"14","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","20002","11003001","2","10075033"
"10","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","91002","11003001","8","10075034"
"50","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","0","13002001","5","10075035"
"50","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","0","18004001","5","10075036"
"60","75","2022/12/16 5:00:00","2024/02/14 23:59:59","94","0","16006001","5","10075037"
"60","75","2022/12/16 5:00:00","2024/02/14 23:59:59","94","0","16007001","5","10075038"
"3","75","2022/12/16 5:00:00","2024/02/14 23:59:59","94","22001","16007001","2","10075039"
"70","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","0","11004001","5","10075040"
"14","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","20002","11004001","2","10075041"
"500","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","90007","11004001","2","10075042"
"100","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","0","11005001","5","10075043"
"60000","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","94002","11005001","12","10075044"
"500","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","90007","11005001","2","10075045"
"90","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","0","14001001","5","10075046"
"150000","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","94002","14001001","12","10075047"
"5","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","20003","14001001","2","10075048"
"120","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","0","14003001","5","10075049"
"250000","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","94002","14003001","12","10075050"
"4","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","22002","14003001","2","10075051"
"25","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","0","11101001","5","10075114"
"5","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","20003","11101001","2","10075115"
"35","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","0","11001002","5","10075121"
"60000","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","94002","11001002","12","10075122"
"6","75","2020/11/16 5:00:00","2022/12/16 4:59:59","94","23001","11001002","2","10075123"
"50","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","0","11101001","5","10075152"
"5","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","20003","11101001","2","10075153"
"70","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","0","11001002","5","10075154"
"60000","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","94002","11001002","12","10075155"
"6","75","2022/12/16 5:00:00","2030/12/31 23:59:59","94","23001","11001002","2","10075156"
"40","95","2020/11/16 5:00:00","2022/12/16 4:59:59","119","0","11001001","5","10095003"
"70000","95","2020/11/16 5:00:00","2022/12/16 4:59:59","119","94002","11001001","12","10095004"
"10","95","2020/11/16 5:00:00","2022/12/16 4:59:59","119","91002","11001001","8","10095005"
"50","95","2020/11/16 5:00:00","2022/12/16 4:59:59","119","0","11003001","5","10095006"
"18","95","2020/11/16 5:00:00","2022/12/16 4:59:59","119","20002","11003001","2","10095007"
"10","95","2020/11/16 5:00:00","2022/12/16 4:59:59","119","91002","11003001","8","10095008"
"25","95","2020/11/16 5:00:00","2022/12/16 4:59:59","119","0","13002001","5","10095009"
"25","95","2020/11/16 5:00:00","2022/12/16 4:59:59","119","0","18004001","5","10095010"
"30","95","2020/11/16 5:00:00","2022/12/16 4:59:59","119","0","16006001","5","10095011"
"30","95","2020/11/16 5:00:00","2022/12/16 4:59:59","119","0","16007001","5","10095012"
"3","95","2020/11/16 5:00:00","2022/12/16 4:59:59","119","22001","16007001","2","10095013"
"40","95","2020/11/16 5:00:00","2022/12/16 4:59:59","119","0","11004001","5","10095014"
