54ac5dd29d50be0c91d9ba24da3b2a9d45aba00c9364a5e53ea12079e2c7da37,66682d52c7b1c70076773f140916fea9908328af1bc20125e7607113110e253d,028370c4e5ba755ef1193845f676742d61ef0e34b1a739c4e7f566428a0d38ac,38e5c9282e93b848c5fefd7af6907e8970d0fca3e5f3c21dd155778dfebf4bad,dd951270d672ab7ef3dbc69d1ddd0ff636da97e64a6b7bc755be73631465e0ea,f5cf7ebec4d191a55d48372645e090abfe2008db5f51c8268f026e6463fc4059,122c5cb5b8bbd121a6a5c4048295c5e4b801c5bd0eede15fed9b2040efe4eabd,3a184a0ae6797a77f53d1578bac99343193c6970e39f38ee65273cb107e196d3,73e7927f536bf179ea000ff234b2cf28ae3c3536e72ef410e550b21c64d6d1ea,97276de35b3f7f238b554ce7ecdb6def4efb948b9f4e9b90b8c9b16784bc7194,c27cb048fb1c77e4f1fb8bf3931e0eeb18ef7cc8855281a311eb4630e9696472,6f73dc4248872ea377d2e679aa1a89cb139dbef019006ea2f2be5bc68825dc5e,cd3d3eae25db836ed8ea7e45f167db6c63315e1acaeae497e40ae50f84727d6f,5b57770fb855ee7363e725da196735e7bd5d0975e207ef907fd434b4b0d518ac,03345c86181a19b4c9075af9344b3b4c31fbb5d875f0b7f53e7d32c32e879115,2b33172769c4710e8ca7daf84b26a7c720c5edc7bb9d4b072bd1e1a8bad7a8ad,fe65276d4b1bde3f6387439c10a4337add49e9673900b6683de42227d723da41,b924b1e784293f1349b02c621eac3ea7bcc371279c3c00131d4815d8df2a351e,50374ccf8c9806667838b3266caa7466e28a77460d1aca85944b4325c6b78332,21e1e1e7a799d6e472185e7a1c882176f18263ca73fd0534c2edb83627ff8ee3,805faa30355a3895489a0c3e3f6f1f2080c06b60a8e7a6111533013d39559af2,fd566fcacb6289234ffa7ce476bf0634ae4ae13773ef1c5697b17d4a9c2c2a33,db929c579fb8a5812b2817466126060d44dd82e095ef92d44f3a80825917f0f5,b1535b6e022a52f2f65d0d254d707b5e8949d1398f9b115dc558e5768b1c459a,6ade9abfd1fef1ea72d64eca712dce2a22eb93c876e93ca02129b51f2623997a,f7b8b60f82e9866a9e9b1c3b3fdb9761d4fc288afdec336af046f717bf5d8376,74b41dd4feb0947bb9e656f975c2f051bcb1427f946ccc7675176e04a1fdcb91,f070a35e14586018e3a6e65207a45ea9f6e35022f55df00fd1febfc43179b9cc,4ac0870afb4d7e065808eb8991ea52927389e77e3f96bedc657972cee859100f,713f3c1480a1f248dd2c9801cc38ba42e299dd29a8947f9355f64098820e36c4,2df1adbcdad80dc53bbe5ad220694339b572855ef01b2896f12fbad569e4d3ba,7e57c8f19fbf96d9f576035328db631954dd928c8f78a478807befe93a51ce0d,1b51c59b857a27dafb42600efc85923477cbd764653779a61b2a4b29cdd03989,41456bbc3ecbb3de1d5f235137c632980afb8a9b718391fbfcf3b05cdcbfa5ad,cb32d9e16ff5136899b7a8169358485b375a4a421d03e5c7dadf1456fa9bd861,f6671f58eb7c4fa9e488d69d8bfa07ac6b0c783bce07ce95a5e5c60467783f74,31b9103377972cd2bea3760376a4753f22571450c6699ca1b63ceca47bf8a982,0c9f31f816c03f16339693b2ff33b0089185faea1cdfa41fb84c12544c58cff7,59e456201a4b26896c91be7adbf886b0bb359d916310b1b7291eeee870ced8d9,26b457651ab826f8a06e35be825f9629056e0d5da2cb2d793f4fea975eddaf30,0ce22a561207e83913ea347c8cf535896606c4990c3fcee41e355f174b9d9145,02ea39a59498bc75bf1000764e6d2d25ad0a706f85b3a5678f2fc7d7d9b3fdc9
"シオリのシャドウ","10","0","0","278","0","1","603801","710025704","1","1","30","0","0","30","0","178","136","0","0","0","130","10","10361","0","0","0","0","1","0","160686","200000001","178","0","0","0","0","0","0","0","478","159"
"ケイブエイプ","10","0","0","178","0","1","202400","710025705","1","1","30","0","0","30","0","178","170","0","0","0","130","10","7058","0","0","0","0","1","0","159093","200000001","178","0","0","0","0","0","0","0","178","222"
"ワイルドボア","10","0","0","178","0","1","204702","710025801","1","1","30","0","0","30","0","178","113","0","0","0","130","10","10723","0","0","0","0","1","0","148530","200000001","178","0","0","0","0","0","0","0","178","332"
"シノブのシャドウ","10","0","0","1178","0","1","603101","710025802","1","1","30","0","0","30","0","178","180","0","0","0","130","10","10938","0","0","0","0","1","0","214148","200000001","178","0","0","0","0","0","0","0","178","254"
"ロックソウル","10","0","0","178","6012","1","200701","710025803","1","1","30","0","0","30","0","178","150","0","0","0","130","10","0","0","0","0","0","1","0","129982","200000001","178","0","0","0","0","0","0","0","178","170"
"リノのシャドウ","10","0","0","178","0","1","601101","710025804","1","1","15","0","0","30","0","178","159","0","0","0","130","10","10525","0","0","0","0","1","0","144780","200000001","178","0","0","0","0","0","0","0","378","254"
"マッドフラワー","10","0","0","178","0","1","201301","710025805","1","1","30","0","0","30","0","178","138","0","0","0","130","10","4957","0","0","0","0","1","0","126663","200000001","178","0","0","0","0","0","0","0","178","163"
"ゴーレム","10","0","0","178","0","1","201200","710025901","1","1","30","0","0","30","0","178","210","0","0","0","130","10","7147","0","0","0","0","1","0","153593","200000001","178","0","0","0","0","0","0","0","178","428"
"ロックソウル","10","0","0","178","7012","1","200701","710025902","1","1","30","0","0","30","0","178","150","0","0","0","130","10","0","0","0","0","0","1","0","108318","200000001","178","0","0","0","0","0","0","0","178","170"
"ランドスネーク","10","0","0","178","0","1","205500","710025903","1","1","30","0","0","30","0","178","195","0","0","0","130","10","9270","0","0","0","0","1","0","156420","200000001","178","0","0","0","0","0","0","0","178","155"
"ミサトのシャドウ","10","0","0","278","0","1","601501","710025904","1","1","30","0","0","30","0","178","195","0","0","0","130","10","9270","0","0","0","0","1","0","142200","200000001","3128","0","0","0","0","0","0","0","1678","155"
"キョウカのシャドウ","10","0","0","278","13100","1","603601","710025905","1","1","30","0","0","30","0","178","184","0","0","0","130","10","0","0","0","0","0","1","0","143600","200000001","228","0","0","0","0","0","0","0","578","166"
"ワイルドボア","10","0","0","286","0","1","204702","710026001","1","1","30","0","0","30","0","186","121","0","0","0","138","10","11123","0","0","0","0","1","0","161290","200000001","386","0","0","0","0","0","0","0","286","340"
"ミヤコのシャドウ","10","0","0","186","0","1","600701","710026002","1","1","30","0","0","30","0","186","203","0","0","0","138","10","8016","0","0","0","0","1","0","243000","200000001","186","0","0","0","0","0","0","0","186","338"
"ジータのシャドウ","10","0","0","286","0","1","605701","710026003","1","1","30","0","0","30","0","186","192","0","0","0","138","10","10969","0","0","0","0","1","0","185925","200000001","386","0","0","0","0","0","0","0","286","248"
"マッドクラウン","20","0","0","186","18000","1","307600","710026004","1","1","30","0","0","30","0","186","180","0","0","0","138","20","21000","0","0","0","0","1","0","2000000","300000008","186","0","0","0","0","0","0","0","186","255"
"ゴブリンガード","10","0","0","176","0","1","203300","710026101","1","1","30","0","0","30","0","176","131","0","0","0","128","10","6442","0","0","0","0","1","0","226743","200000001","176","0","0","0","0","0","0","0","176","436"
"ヒヨリのシャドウ","10","0","0","176","0","1","600101","710026102","1","1","50","0","0","30","0","176","178","0","0","0","128","10","18985","0","0","0","0","1","0","296875","200000001","276","0","0","0","0","0","0","0","176","261"
"タビガラス","10","0","0","176","0","1","202800","710026103","1","1","30","0","0","30","0","176","122","0","0","0","128","10","6920","0","0","0","0","1","0","163036","200000001","176","0","0","0","0","0","0","0","176","157"
"スズメのシャドウ","10","0","0","176","14224","1","602501","710026104","1","1","30","0","0","30","0","176","271","0","0","0","128","10","0","0","0","0","0","1","0","124844","200000001","276","0","0","0","0","0","0","0","476","146"
"ビッグル","10","0","0","176","0","1","200800","710026105","1","1","30","0","0","30","0","176","134","0","0","0","128","10","5322","0","0","0","0","1","0","145548","200000001","176","0","0","0","0","0","0","0","176","140"
"ワイルドホーン","10","0","0","177","0","1","200500","710026201","1","1","30","0","0","30","0","177","170","0","0","0","129","10","6947","0","0","0","0","1","0","166416","200000001","177","0","0","0","0","0","0","0","177","194"
"トレント","10","0","0","177","0","1","200902","710026202","1","1","30","0","0","30","0","177","172","0","0","0","129","10","7600","0","0","0","0","1","0","218400","200000001","177","0","0","0","0","0","0","0","177","183"
"マヒルのシャドウ","10","0","0","477","0","1","603301","710026203","1","1","50","0","0","30","0","177","168","0","0","0","129","10","16663","0","0","0","0","1","0","231440","200000001","477","0","0","0","0","0","0","0","477","273"
"ユキのシャドウ","10","0","0","477","12958","1","600801","710026204","1","1","50","0","0","30","0","177","273","0","0","0","129","10","0","0","0","0","0","1","0","123640","200000001","2677","0","0","0","0","0","0","0","177","168"
"カクタスフラワー","10","0","0","177","0","1","201302","710026205","1","1","30","0","0","30","0","177","144","0","0","0","129","10","3974","0","0","0","0","1","0","134609","200000001","177","0","0","0","0","0","0","0","177","180"
"オーク","10","0","0","178","0","1","203800","710026301","1","1","30","0","0","30","0","178","169","0","0","0","130","10","21673","0","0","0","0","1","0","188142","200000001","178","0","0","0","0","0","0","0","178","192"
"ゴブリンガード","10","0","0","178","0","1","203300","710026302","1","1","30","0","0","30","0","178","133","0","0","0","130","10","6542","0","0","0","0","1","0","199093","200000001","178","0","0","0","0","0","0","0","178","438"
"サレンのシャドウ","10","0","0","178","0","1","602801","710026303","1","1","30","0","0","30","0","178","170","0","0","0","130","10","7541","0","0","0","0","1","0","159070","200000001","378","0","0","0","0","0","0","0","178","254"
"アユミのシャドウ","10","0","0","178","0","1","605501","710026304","1","1","15","0","0","30","0","178","212","0","0","0","130","10","5938","0","0","0","0","1","0","149070","200000001","678","0","0","0","0","0","0","0","178","318"
"マジックレイ","10","0","0","178","5800","1","204600","710026305","1","1","30","0","0","30","0","178","187","0","0","0","130","10","0","0","0","0","0","1","0","125396","200000001","178","0","0","0","0","0","0","0","178","157"
"ワイルドボア","10","0","0","179","0","1","204702","710026401","1","1","30","0","0","30","0","179","114","0","0","0","131","10","10773","0","0","0","0","1","0","165631","200000001","179","0","0","0","0","0","0","0","179","333"
"マコトのシャドウ","10","0","0","179","0","1","604301","710026402","1","1","30","0","0","30","0","179","182","0","0","0","131","10","12600","0","0","0","0","1","0","265440","200000001","179","0","0","0","0","0","0","0","179","246"
"ハーミットナイト","10","0","0","179","6737","1","202700","710026403","1","1","30","0","0","30","0","179","214","0","0","0","131","10","8000","0","0","0","0","1","0","153600","200000001","179","0","0","0","0","0","0","0","179","214"
"スズナのシャドウ","10","0","0","179","0","1","601601","710026404","1","1","30","0","0","30","0","179","160","0","0","0","131","10","14600","0","0","0","0","1","0","130560","200000001","139","0","0","0","0","0","0","0","179","256"
"ポイズンポッド","10","0","0","179","0","1","204300","710026405","1","1","30","0","0","30","0","179","158","0","0","0","131","10","7060","0","0","0","0","1","0","133838","200000001","179","0","0","0","0","0","0","0","179","136"
"リマのシャドウ","10","0","0","180","0","1","605201","710026501","1","1","40","0","0","30","0","0","194","0","0","0","132","10","7660","0","0","0","0","1","0","242520","200000001","1180","0","0","0","0","0","0","0","0","366"
"タマキのシャドウ","10","0","0","380","0","1","604601","710026502","1","1","20","0","0","30","0","180","172","0","0","0","132","10","8063","0","0","0","0","1","0","125775","200000001","180","0","0","0","0","0","0","0","180","226"
"ドリルモール","10","0","0","180","0","1","203500","710026503","1","1","30","0","0","30","0","180","142","0","0","0","132","10","6848","0","0","0","0","1","0","174603","200000001","180","0","0","0","0","0","0","0","180","162"
"スティンクスカンク","10","0","0","180","0","1","203702","710026504","1","1","30","0","0","30","0","180","137","0","0","0","132","10","5050","0","0","0","0","1","0","178091","200000001","180","0","0","0","0","0","0","0","180","150"
"ファイヤーメイジ","10","0","0","180","0","1","202300","710026505","1","1","30","0","0","30","0","180","142","0","0","0","132","10","6848","0","0","0","0","1","0","174603","200000001","180","0","0","0","0","0","0","0","180","162"
"ゴブリンガード","10","0","0","180","0","1","203300","710026601","1","1","30","0","0","30","0","180","135","0","0","0","132","10","6642","0","0","0","0","1","0","231443","200000001","180","0","0","0","0","0","0","0","180","440"
"トレント","10","0","0","180","0","1","200902","710026602","1","1","30","0","0","30","0","180","175","0","0","0","132","10","7750","0","0","0","0","1","0","217375","200000001","180","0","0","0","0","0","0","0","180","186"
"イリヤのシャドウ","10","0","0","180","0","1","604401","710026603","1","1","30","0","0","30","0","180","126","0","0","0","132","10","7120","0","0","0","0","1","0","167736","200000001","180","0","0","0","0","0","0","0","180","161"
"カスミのシャドウ","10","0","0","180","8487","1","601401","710026604","1","1","30","0","0","30","0","180","258","0","0","0","132","10","0","0","0","0","0","1","0","151575","200000001","180","0","0","0","0","0","0","0","180","205"
"エルダークラウド","10","0","0","180","8629","1","201400","710026605","1","1","30","0","0","30","0","180","160","0","0","0","132","10","0","0","0","0","0","1","0","165852","200000001","180","0","0","0","0","0","0","0","180","192"
"ワッパダヌキ","10","0","0","180","7250","1","207000","710026701","1","1","30","0","0","30","0","180","165","0","0","0","132","10","0","0","0","0","0","1","0","177425","200000001","180","0","0","0","0","0","0","0","180","145"
"サラマンダー","10","0","0","180","0","1","202904","710026702","1","1","30","0","0","30","0","180","142","0","0","0","132","10","9365","0","0","0","0","1","0","152920","200000001","180","0","0","0","0","0","0","0","180","197"
"リンのシャドウ","10","0","0","580","0","1","602601","710026703","1","1","50","0","0","30","0","180","162","0","0","0","132","10","20063","0","0","0","0","1","0","143997","200000001","1380","0","0","0","0","0","0","0","580","278"
"ナナカのシャドウ","10","0","0","180","8487","1","601301","710026704","1","1","30","0","0","30","0","180","194","0","0","0","132","10","0","0","0","0","0","1","0","136418","200000001","180","0","0","0","0","0","0","0","180","192"
"モグリクラゲ","10","0","0","180","18762","1","201500","710026705","1","1","30","0","0","30","0","180","167","0","0","0","132","10","0","0","0","0","0","1","0","120854","200000001","180","0","0","0","0","0","0","0","180","139"
"ブルーゴーレム","10","0","0","180","0","1","201201","710026801","1","1","30","0","0","30","0","180","3000","0","0","0","132","10","7247","0","0","0","0","1","0","149956","200000001","180","0","0","0","0","0","0","0","180","430"
"マツリのシャドウ","10","0","0","180","0","1","600501","710026802","1","1","30","0","0","30","0","180","144","0","0","0","132","10","13425","0","0","0","0","1","0","183241","200000001","180","0","0","0","0","0","0","0","180","177"
"スティンクスカンク","10","0","0","180","0","1","203702","710026803","1","1","30","0","0","30","0","180","137","0","0","0","132","10","6050","0","0","0","0","1","0","181880","200000001","180","0","0","0","0","0","0","0","180","150"
"ミツキのシャドウ","10","0","0","180","0","1","605101","710026804","1","1","30","0","0","30","0","180","183","0","0","0","132","10","7257","0","0","0","0","1","0","154800","200000001","180","0","0","0","0","0","0","0","180","269"
"エルダークラウド","10","0","0","180","11629","1","201400","710026805","1","1","30","0","0","30","0","180","160","0","0","0","132","10","0","0","0","0","0","1","0","169380","200000001","180","0","0","0","0","0","0","0","180","192"
"マインリザード","10","0","0","180","0","1","202905","710026901","1","1","30","0","0","30","0","180","190","0","0","0","132","10","6100","0","0","0","0","1","0","159970","200000001","180","0","0","0","0","0","0","0","180","270"
"ツムギのシャドウ","10","0","0","180","0","1","605401","710026902","1","1","50","0","0","30","0","180","194","0","0","0","132","10","6869","0","0","0","0","1","0","204800","200000001","180","0","0","0","0","0","0","0","180","237"
"トモのシャドウ","10","0","0","180","0","1","603701","710026903","1","1","50","0","0","30","0","180","183","0","0","0","132","10","8079","0","0","0","0","1","0","211890","200000001","180","0","0","0","0","0","0","0","180","237"
"ランドスネーク","10","0","0","180","0","1","205500","710026904","1","1","30","0","0","30","0","180","197","0","0","0","132","10","9370","0","0","0","0","1","0","169435","200000001","180","0","0","0","0","0","0","0","180","157"
"キラービー","10","0","0","180","0","1","207100","710026905","1","1","30","0","0","30","0","180","162","0","0","0","132","10","18040","0","0","0","0","1","0","163325","200000001","180","0","0","0","0","0","0","0","180","162"
"トドドン","10","0","0","187","0","1","206000","710027001","1","1","30","0","0","30","0","187","62","0","0","0","139","10","11423","0","0","0","0","1","0","195994","200000001","187","0","0","0","0","0","0","0","187","160"
"シズルのシャドウ","10","0","0","187","0","1","604901","710027002","1","1","30","0","0","30","0","187","207","0","0","0","139","10","8075","0","0","0","0","1","0","261120","200000001","187","0","0","0","0","0","0","0","187","290"
"モニカのシャドウ","10","0","0","187","0","1","605301","710027003","1","1","30","0","0","30","0","187","162","0","0","0","139","10","9350","0","0","0","0","1","0","195840","200000001","187","0","0","0","0","0","0","0","187","204"
"マッドクラウン","20","0","0","187","25000","1","307600","710027004","1","1","30","0","0","30","0","187","197","0","0","0","139","20","27000","0","0","0","0","1","0","2200000","300000008","187","0","0","0","0","0","0","0","187","257"
"スリーピィオウル","10","0","0","187","17900","1","206900","710027005","1","1","30","0","0","30","0","187","143","0","0","0","139","10","0","0","0","0","0","1","0","129120","200000001","187","0","0","0","0","0","0","0","187","115"
"ゴブリンガード","10","0","0","177","0","1","203300","710027101","1","1","30","0","0","30","0","177","132","0","0","0","129","10","6492","0","0","0","0","1","0","227918","200000001","177","0","0","0","0","0","0","0","177","437"
"カオリのシャドウ","10","0","0","177","0","1","601701","710027102","1","1","30","0","0","30","0","177","179","0","0","0","129","10","14450","0","0","0","0","1","0","178050","200000001","177","0","0","0","0","0","0","0","177","210"
"ミサトのシャドウ","10","0","0","177","11622","1","601501","710027103","1","1","30","0","0","30","0","177","273","0","0","0","129","10","0","0","0","0","0","1","0","125843","200000001","177","0","0","0","0","0","0","0","177","168"
"タツノコナイト","10","0","0","177","0","1","205200","710027104","1","1","30","0","0","30","0","177","123","0","0","0","129","10","6970","0","0","0","0","1","0","164211","200000001","177","0","0","0","0","0","0","0","177","158"
"バットケイブ","10","0","0","177","8333","1","202500","710027105","1","1","30","0","0","30","0","177","190","0","0","0","129","10","0","0","0","0","0","1","0","153303","200000001","177","0","0","0","0","0","0","0","177","152"
"ジャングルガード","10","0","0","178","0","1","203301","710027201","1","1","30","0","0","30","0","178","163","0","0","0","130","10","6195","0","0","0","0","1","0","171495","200000001","178","0","0","0","0","0","0","0","178","438"
"レイのシャドウ","10","0","0","178","0","1","600301","710027202","1","1","30","0","0","30","0","178","170","0","0","0","130","10","10629","0","0","0","0","1","0","179070","200000001","178","0","0","0","0","0","0","0","178","306"
"プチグリフォン","10","0","0","178","0","1","204000","710027203","1","1","30","0","0","30","0","178","134","0","0","0","130","10","6854","0","0","0","0","1","0","153087","200000001","178","0","0","0","0","0","0","0","178","149"
"アオイのシャドウ","10","0","0","178","0","1","604001","710027204","1","1","40","0","0","30","0","178","159","0","0","0","130","10","9732","0","0","0","0","1","0","119380","200000001","178","0","0","0","0","0","0","0","178","254"
"スリーピィオウル","10","0","0","178","14450","1","206900","710027205","1","1","30","0","0","30","0","178","184","0","0","0","130","10","0","0","0","0","0","1","0","174605","200000001","178","0","0","0","0","0","0","0","178","166"
"ゴーレム","10","0","0","179","0","1","201200","710027301","1","1","30","0","0","30","0","179","211","0","0","0","131","10","7197","0","0","0","0","1","0","195241","200000001","179","0","0","0","0","0","0","0","179","429"
"マツリのシャドウ","10","0","0","179","0","1","600501","710027302","1","1","30","0","0","30","0","179","274","0","0","0","131","10","9600","0","0","0","0","1","0","240640","200000001","179","0","0","0","0","0","0","0","179","299"
"バットケイブ","10","0","0","179","6433","1","202500","710027303","1","1","30","0","0","30","0","179","192","0","0","0","131","10","0","0","0","0","0","1","0","155653","200000001","179","0","0","0","0","0","0","0","179","154"
"マホのシャドウ","10","0","0","179","11422","1","601001","710027304","1","1","30","0","0","30","0","179","256","0","0","0","131","10","0","0","0","0","0","1","0","135360","200000001","179","0","0","0","0","0","0","0","179","182"
"ロックフラワー","10","0","0","179","0","1","201300","710027305","1","1","30","0","0","30","0","179","153","0","0","0","131","10","8149","0","0","0","0","1","0","138009","200000001","179","0","0","0","0","0","0","0","179","188"
"ワイルドボア","10","0","0","180","0","1","204702","710027401","1","1","30","0","0","30","0","180","190","0","0","0","132","10","9100","0","0","0","0","1","0","159970","200000001","180","0","0","0","0","0","0","0","180","370"
"アキノのシャドウ","10","0","0","630","0","1","603201","710027402","1","1","30","0","0","30","0","180","237","0","0","0","132","10","12675","0","0","0","0","1","0","227363","200000001","280","0","0","0","0","0","0","0","180","280"
"シノブのシャドウ","10","0","0","1180","0","1","603101","710027403","1","1","30","0","0","30","0","180","183","0","0","0","132","10","8063","0","0","0","0","1","0","166733","200000001","180","0","0","0","0","0","0","0","180","258"
"ワタリトビ","10","0","0","180","0","1","202802","710027404","1","1","30","0","0","30","0","180","138","0","0","0","132","10","10961","0","0","0","0","1","0","163036","200000001","180","0","0","0","0","0","0","0","180","161"
"マグマウパルパ","10","0","0","180","0","1","201901","710027405","1","1","30","0","0","30","0","180","154","0","0","0","132","10","10199","0","0","0","0","1","0","139184","200000001","180","0","0","0","0","0","0","0","180","189"
"ブルーゴーレム","10","0","0","181","0","1","201201","710027501","1","1","30","0","0","30","0","181","3000","0","0","0","133","10","7297","0","0","0","0","1","0","102630","200000001","181","0","0","0","0","0","0","0","181","431"
"イオのシャドウ","10","0","0","181","7527","1","601801","710027502","1","1","15","0","0","30","0","181","282","0","0","0","133","10","0","0","0","0","0","1","0","129838","200000001","181","0","0","0","0","0","0","0","181","174"
"トレント","10","0","0","181","0","1","200902","710027503","1","1","30","0","0","30","0","181","161","0","0","0","133","10","6050","0","0","0","0","1","0","170925","200000001","181","0","0","0","0","0","0","0","181","172"
"ハツネのシャドウ","10","0","0","181","7553","1","601201","710027504","1","1","30","0","0","30","0","181","217","0","0","0","133","10","0","0","0","0","0","1","0","107475","200000001","181","0","0","0","0","0","0","0","181","195"
"エルダークラウド","10","0","0","181","11679","1","201400","710027505","1","1","30","0","0","30","0","181","161","0","0","0","133","10","0","0","0","0","0","1","0","167027","200000001","181","0","0","0","0","0","0","0","181","193"
"トモのシャドウ","10","0","0","181","0","1","603701","710027601","1","1","30","0","0","30","0","181","185","0","0","0","133","10","10157","0","0","0","0","1","0","233300","200000001","181","0","0","0","0","0","0","0","181","239"
"ゴーレム","10","0","0","181","0","1","201200","710027602","1","1","30","0","0","30","0","181","213","0","0","0","133","10","10297","0","0","0","0","1","0","197591","200000001","181","0","0","0","0","0","0","0","181","431"
"チカのシャドウ","10","0","0","381","11553","1","604201","710027603","1","1","50","0","0","30","0","181","282","0","0","0","133","10","0","0","0","0","0","1","0","129838","200000001","481","0","0","0","0","0","0","0","281","152"
"タツノコナイト","10","0","0","181","0","1","205200","710027604","1","1","30","0","0","30","0","181","127","0","0","0","133","10","5670","0","0","0","0","1","0","168911","200000001","181","0","0","0","0","0","0","0","181","162"
"マジックレイ","10","0","0","181","5950","1","204600","710027605","1","1","30","0","0","30","0","181","190","0","0","0","133","10","0","0","0","0","0","1","0","128921","200000001","181","0","0","0","0","0","0","0","181","160"
"フレアゼラチナ","10","0","0","181","7814","1","203001","710027701","1","1","30","0","0","30","0","181","191","0","0","0","133","10","0","0","0","0","0","1","0","172696","200000001","181","0","0","0","0","0","0","0","181","208"
"シズルのシャドウ","10","0","0","681","0","1","604901","710027702","1","1","30","0","0","30","0","181","217","0","0","0","133","10","11219","0","0","0","0","1","0","294400","200000001","381","0","0","0","0","0","0","0","381","325"
"スリーピィオウル","10","0","0","181","15600","1","206900","710027703","1","1","30","0","0","30","0","181","187","0","0","0","133","10","0","0","0","0","0","1","0","178130","200000001","181","0","0","0","0","0","0","0","181","169"
"アンナのシャドウ","10","0","0","181","13264","1","600901","710027704","1","1","40","0","0","30","0","181","217","0","0","0","133","10","0","0","0","0","0","1","0","137475","200000001","381","0","0","0","0","0","0","0","381","163"
"エルダークラウド","10","0","0","181","8679","1","201400","710027705","1","1","30","0","0","30","0","181","161","0","0","0","133","10","0","0","0","0","0","1","0","167027","200000001","181","0","0","0","0","0","0","0","181","193"
"トドドン","10","0","0","181","0","1","206000","710027801","1","1","30","0","0","30","0","181","106","0","0","0","133","10","11123","0","0","0","0","1","0","184861","200000001","181","0","0","0","0","0","0","0","181","214"
"クウカのシャドウ","10","0","0","181","0","1","604501","710027802","1","1","30","0","0","30","0","181","325","0","0","0","133","10","10313","0","0","0","0","1","0","209125","200000001","181","0","0","0","0","0","0","0","181","282"
"インプ","10","0","0","181","8500","1","203200","710027803","1","1","30","0","0","30","0","181","199","0","0","0","133","10","0","0","0","0","0","1","0","143818","200000001","181","0","0","0","0","0","0","0","181","152"
"カスミのシャドウ","10","0","0","181","8553","1","601401","710027804","1","1","20","0","0","30","0","181","260","0","0","0","133","10","0","0","0","0","0","1","0","156000","200000001","181","0","0","0","0","0","0","0","181","206"
"マジックレイ","10","0","0","181","5950","1","204600","710027805","1","1","30","0","0","30","0","181","190","0","0","0","133","10","0","0","0","0","0","1","0","108921","200000001","181","0","0","0","0","0","0","0","181","160"
"サラマンダー","10","0","0","181","0","1","202904","710027901","1","1","30","0","0","30","0","181","143","0","0","0","133","10","12415","0","0","0","0","1","0","194259","200000001","181","0","0","0","0","0","0","0","181","168"
"キラービー","10","0","0","181","0","1","207100","710027902","1","1","30","0","0","30","0","181","163","0","0","0","133","10","16090","0","0","0","0","1","0","140000","200000001","181","0","0","0","0","0","0","0","181","163"
"ランドスネーク","10","0","0","181","0","1","205500","710027903","1","1","30","0","0","30","0","181","198","0","0","0","133","10","9420","0","0","0","0","1","0","159720","200000001","181","0","0","0","0","0","0","0","181","158"
"ニノンのシャドウ","10","0","0","281","0","1","603001","710027904","1","1","30","0","0","30","0","181","185","0","0","0","133","10","12750","0","0","0","0","1","0","156000","200000001","281","0","0","0","0","0","0","0","281","250"
"ミツキのシャドウ","10","0","0","181","0","1","605101","710027905","1","1","30","0","0","30","0","181","185","0","0","0","133","10","7313","0","0","0","0","1","0","130000","200000001","381","0","0","0","0","0","0","0","181","271"
"マインリザード","10","0","0","289","0","1","202905","710028001","1","1","30","0","0","30","0","189","199","0","0","0","141","10","6550","0","0","0","0","1","0","174173","200000001","389","0","0","0","0","0","0","0","289","279"
"ルカのシャドウ","10","0","0","189","0","1","605601","710028002","1","1","30","0","0","30","0","189","207","0","0","0","141","10","10194","0","0","0","0","1","0","265788","200000001","189","0","0","0","0","0","0","0","189","334"
"ツムギのシャドウ","10","0","0","189","0","1","605401","710028003","1","1","30","0","0","30","0","189","207","0","0","0","141","10","9488","0","0","0","0","1","0","174900","200000001","189","0","0","0","0","0","0","0","189","253"
"カムツカイ","20","0","0","189","17500","1","305801","710028004","189","1","30","0","0","30","0","189","180","0","0","0","141","20","0","0","0","0","0","1","0","2000000","300000008","189","0","0","189","0","0","0","0","189","255"
"ワッパダヌキ","10","0","0","179","7200","1","207000","710028101","1","1","30","0","0","30","0","179","164","0","0","0","131","10","0","0","0","0","0","1","0","176250","200000001","179","0","0","0","0","0","0","0","179","144"
"ヒヨリのシャドウ","10","0","0","179","0","1","600101","710028102","1","1","30","0","0","30","0","179","182","0","0","0","131","10","9200","0","0","0","0","1","0","300400","200000001","279","0","0","0","0","0","0","0","179","267"
"ケイブエイプ","10","0","0","179","0","1","202400","710028103","1","1","30","0","0","30","0","179","171","0","0","0","131","10","7108","0","0","0","0","1","0","160268","200000001","179","0","0","0","0","0","0","0","179","223"
"アユミのシャドウ","10","0","0","279","0","1","605501","710028104","1","1","15","0","0","30","0","179","214","0","0","0","131","10","9500","0","0","0","0","1","0","180480","200000001","179","0","0","0","0","0","0","0","179","320"
"ビッグル","10","0","0","179","0","1","200800","710028105","1","1","30","0","0","30","0","179","137","0","0","0","131","10","5472","0","0","0","0","1","0","149073","200000001","179","0","0","0","0","0","0","0","179","143"
"ゴーレム","10","0","0","180","0","1","201200","710028201","1","1","30","0","0","30","0","180","212","0","0","0","132","10","7247","0","0","0","0","1","0","196416","200000001","180","0","0","0","0","0","0","0","180","430"
"ランドスネーク","10","0","0","180","0","1","205500","710028202","1","1","30","0","0","30","0","180","197","0","0","0","132","10","10370","0","0","0","0","1","0","173040","200000001","180","0","0","0","0","0","0","0","180","157"
